annotation,count,percentage
"Exon (ENSMUST00000181406.1/ENSMUST00000181406.1, exon 1 of 2)",1,0.08410428931875526
"Exon (ENSMUST00000182897.7/240055, exon 2 of 4)",1,0.08410428931875526
"Exon (ENSMUST00000183330.7/74206, exon 8 of 14)",1,0.08410428931875526
"Exon (ENSMUST00000186604.1/ENSMUST00000186604.1, exon 3 of 3)",1,0.08410428931875526
"Exon (ENSMUST00000189334.1/ENSMUST00000189334.1, exon 1 of 1)",1,0.08410428931875526
"Exon (ENSMUST00000191302.1/ENSMUST00000191302.1, exon 1 of 2)",1,0.08410428931875526
"Exon (ENSMUST00000192062.1/ENSMUST00000192062.1, exon 1 of 1)",1,0.08410428931875526
"Exon (ENSMUST00000193092.1/ENSMUST00000193092.1, exon 1 of 1)",1,0.08410428931875526
"Exon (ENSMUST00000193960.1/ENSMUST00000193960.1, exon 1 of 1)",1,0.08410428931875526
"Exon (ENSMUST00000194287.1/ENSMUST00000194287.1, exon 1 of 1)",1,0.08410428931875526
"Exon (ENSMUST00000194370.1/ENSMUST00000194370.1, exon 1 of 1)",1,0.08410428931875526
"Exon (ENSMUST00000196397.4/23921, exon 2 of 9)",1,0.08410428931875526
"Exon (ENSMUST00000201518.3/20273, exon 12 of 15)",1,0.08410428931875526
"Exon (ENSMUST00000210709.1/ENSMUST00000210709.1, exon 1 of 3)",1,0.08410428931875526
"Exon (ENSMUST00000211007.1/26356, exon 2 of 2)",1,0.08410428931875526
"Exon (ENSMUST00000212636.1/234796, exon 3 of 3)",1,0.08410428931875526
"Exon (ENSMUST00000216270.1/100503652, exon 3 of 4)",1,0.08410428931875526
"Exon (ENSMUST00000216671.1/ENSMUST00000216671.1, exon 1 of 1)",1,0.08410428931875526
"Exon (ENSMUST00000220976.1/ENSMUST00000220976.1, exon 1 of 3)",1,0.08410428931875526
"Exon (ENSMUST00000221427.1/ENSMUST00000221427.1, exon 1 of 3)",1,0.08410428931875526
"Exon (ENSMUST00000225503.1/ENSMUST00000225503.1, exon 2 of 2)",1,0.08410428931875526
"Exon (ENSMUST00000230234.1/ENSMUST00000230234.1, exon 1 of 2)",1,0.08410428931875526
"Exon (ENSMUST00000232970.1/ENSMUST00000232970.1, exon 1 of 1)",1,0.08410428931875526
"Exon (ENSMUST00000233027.1/21873, exon 5 of 23)",1,0.08410428931875526
"Exon (ENSMUST00000237986.1/ENSMUST00000237986.1, exon 1 of 1)",1,0.08410428931875526
"Intron (ENSMUST00000000127.5/22415, intron 2 of 4)",1,0.08410428931875526
"Intron (ENSMUST00000010044.7/22416, intron 2 of 3)",1,0.08410428931875526
"Intron (ENSMUST00000023361.11/94184, intron 8 of 23)",1,0.08410428931875526
"Intron (ENSMUST00000030439.14/66743, intron 3 of 14)",1,0.08410428931875526
"Intron (ENSMUST00000030508.13/18509, intron 4 of 8)",1,0.08410428931875526
"Intron (ENSMUST00000040261.6/107227, intron 3 of 10)",1,0.08410428931875526
"Intron (ENSMUST00000059433.7/239647, intron 3 of 5)",1,0.08410428931875526
"Intron (ENSMUST00000079491.13/56747, intron 1 of 16)",1,0.08410428931875526
"Intron (ENSMUST00000081619.9/14218, intron 5 of 14)",1,0.08410428931875526
"Intron (ENSMUST00000088629.3/22773, intron 2 of 2)",1,0.08410428931875526
"Intron (ENSMUST00000102514.3/237847, intron 1 of 1)",1,0.08410428931875526
"Intron (ENSMUST00000105682.8/68703, intron 1 of 22)",1,0.08410428931875526
"Intron (ENSMUST00000124071.8/140477, intron 1 of 4)",1,0.08410428931875526
"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)",1,0.08410428931875526
"Intron (ENSMUST00000181773.1/ENSMUST00000181773.1, intron 2 of 2)",1,0.08410428931875526
"Intron (ENSMUST00000198139.4/99633, intron 7 of 7)",1,0.08410428931875526
"Intron (ENSMUST00000207962.1/71030, intron 1 of 15)",1,0.08410428931875526
"Intron (ENSMUST00000208511.1/624549, intron 1 of 3)",1,0.08410428931875526
"Intron (ENSMUST00000230234.1/ENSMUST00000230234.1, intron 1 of 1)",1,0.08410428931875526
Promoter (1-2kb),29,2.4390243902439024
Promoter (2-3kb),21,1.7661900756938604
Promoter (<=1kb),985,82.84272497897392
