chr,cpg_start,cpg_end,gene,enrichment,exo_signal,endo_signal,log2FoldChange,padj
chr1,37890362,37890782,Mrpl30,0.660438848117449,0.660438848117449,0.5187105701214771,-0.95424876,7.25478e-32
chr1,37890362,37890782,Mitd1,0.660438848117449,0.660438848117449,0.5187105701214771,0.341262536,0.025505032
chr1,37996946,37997459,Txndc9,0.1499313006543755,0.1499313006543755,0.33664336751816637,-0.459642821,4.23796e-09
chr1,37997823,37998675,Txndc9,0.069623116872222,0.069623116872222,0.2655698236892015,-0.459642821,4.23796e-09
chr1,37997823,37998675,Eif5b,0.069623116872222,0.069623116872222,0.2655698236892015,-0.015824599,0.894829051
chr1,38129048,38130208,Rev1,0.0663959314611381,0.0663959314611381,0.12013639001551749,0.296291778,0.00015463
chr1,38835801,38836776,Lonrf2,0.36724242729650414,0.36724242729650414,0.0653276365375946,1.262497603,6.664639999999999e-58
chr1,38897864,38898202,Chst10,0.364051332809011,0.364051332809011,0.2389492761578893,0.060983743,0.754657293
chr1,38987499,38988052,Pdcl3,0.6073856104541786,0.6073856104541786,0.7166548681451488,-0.716935729,1.12351e-12
chr1,39367434,39368617,Rpl31,0.0833239187180097,0.0833239187180097,0.0469277962157515,-0.85162376,1.31805e-37
chr1,39478123,39478997,Tbc1d8,0.16420419761963,0.16420419761963,0.3844478379984154,-0.165388263,0.150044799
chr1,39535587,39536365,Cnot11,0.1435323256514805,0.1435323256514805,0.0853057783185419,0.232672506,0.021592417
chr1,39576525,39577527,Rnf149,0.7863638509906301,0.7863638509906301,0.314555934156148,-0.02400806,0.884781226
chr1,39650441,39651282,Creg2,0.3288514045596529,0.3288514045596529,0.2818755930508108,-0.126821353,0.707864338
chr1,39900472,39901459,Map4k4,0.664322475048868,0.664322475048868,0.3010723123334664,0.467143282,1.03208e-09
chr1,40266556,40266876,Il1r1,0.1602996672958588,0.1602996672958588,0.0656806418697657,1.281006582,2.9186e-14
chr1,42684497,42685011,Pantr1,0.7392906877612083,0.7392906877612083,0.3111161960707286,-0.559328601,1.40792e-08
chr1,42686605,42686928,Pantr1,0.5573058333346926,0.5573058333346926,0.23178618608740642,-0.559328601,1.40792e-08
chr1,42694074,42694484,Pantr1,0.5042370641604502,0.5042370641604502,0.5110972487153218,-0.559328601,1.40792e-08
chr1,42694733,42695261,Pantr1,0.1610239542600996,0.1610239542600996,0.3850685359223758,-0.559328601,1.40792e-08
chr1,42694733,42695261,Gm20646,0.1610239542600996,0.1610239542600996,0.3850685359223758,0.254859745,0.577696913
chr1,42696574,42698657,Pou3f3,0.24996197960068298,0.24996197960068298,0.0983080884785871,0.130108776,0.05101089
chr1,42696574,42698657,Gm20646,0.24996197960068298,0.24996197960068298,0.0983080884785871,0.254859745,0.577696913
chr1,42851139,42851682,Mrps9,1.1995775097336265,1.1995775097336265,0.8957139560203713,-0.599052071,7.9727e-12
chr1,43092247,43092816,Tgfbrap1,0.43982781287788136,0.43982781287788136,0.0912998315726675,0.48380938,1.55362e-09
chr1,43098480,43098954,Tgfbrap1,0.7977697677750026,0.7977697677750026,0.408341268175474,0.48380938,1.55362e-09
chr1,43098480,43098954,AI597479,0.7977697677750026,0.7977697677750026,0.408341268175474,-0.203995168,0.046518078
chr1,43445846,43446568,Nck2,0.1416262368933756,0.1416262368933756,0.118484303381737,0.987842859,2.96862e-36
chr1,43553864,43554185,Nck2,0.0,0.0,0.0,0.987842859,2.96862e-36
chr1,43827314,43828135,Uxs1,0.3304428795052567,0.3304428795052567,0.45946376637573383,-0.333082706,0.000414983
chr1,43933652,43934550,Tpp2,0.0648103897022406,0.0648103897022406,0.0482844698879385,-0.172805397,0.016774772
chr1,44101935,44102758,Tex30,0.8074817932493631,0.8074817932493631,0.4898555075240461,-0.762687219,2.00273e-08
chr1,44147610,44148213,Ercc5,0.9762277404979196,0.9762277404979196,0.7593379094100015,0.116756411,0.213835743
chr1,44551578,44552491,Gulp1,0.6360770097632317,0.6360770097632317,0.2646681004678697,0.932447753,0.000880245
chr1,45795375,45795757,Wdr75,0.955140567394715,0.955140567394715,0.8212939004099022,-0.591828809,3.83385e-15
chr1,46852696,46854053,Slc39a10,0.3299028596271153,0.3299028596271153,0.16634239543746898,-0.583149611,1.9256800000000001e-19
chr1,50927047,50928062,Tmeff2,0.3751833907032403,0.3751833907032403,0.2376238375399427,-0.287996,8.84533e-05
chr1,51478159,51478621,Nabp1,0.1154906576117209,0.1154906576117209,0.091531744403391,-0.612134231,0.001209389
chr1,51915183,51916194,Myo1b,0.3453608774761466,0.3453608774761466,0.1860845579239582,-0.734987927,7.612450000000001e-28
chr1,52119293,52119737,Stat1,0.372195736237037,0.372195736237037,0.1706804646143652,2.369553363,1.4262000000000001e-123
chr1,52232207,52233503,Gls,0.43994419058920997,0.43994419058920997,0.1933516033236738,-0.205830484,0.005136194
chr1,52500031,52500252,Nab1,0.2829645643461021,0.2829645643461021,0.0,-0.423243414,2.87119e-09
chr1,52500508,52500827,Nab1,0.1540175352841402,0.1540175352841402,0.2382073117226287,-0.423243414,2.87119e-09
chr1,52726791,52727529,Mfsd6,0.1688068715013495,0.1688068715013495,0.0267662463504456,0.014639299,0.945623619
chr1,52817206,52817862,Inpp1,0.3760202791712688,0.3760202791712688,0.1373582300759442,0.006431494,0.972926975
chr1,52952626,52952957,1700019D03Rik,0.5871868409863484,0.5871868409863484,0.14967094443109968,-0.91057067,2.87144e-08
chr1,53296788,53297379,Ormdl1,0.9005403356174315,0.9005403356174315,0.1480676118147229,-0.837103963,1.86091e-10
chr1,53296788,53297379,Pms1,0.9005403356174315,0.9005403356174315,0.1480676118147229,-0.61553709,8.80248e-08
chr1,53352464,53352777,Asnsd1,0.0386791834919529,0.0386791834919529,0.0816783473998426,-0.899264447,2.39403e-09
chr1,53784769,53785369,Stk17b,0.1838506101491021,0.1838506101491021,0.1355827777597889,-0.237176371,0.003952057
chr1,54194342,54195242,Hecw2,0.0686902749515277,0.0686902749515277,0.2298320090782926,0.644870363,0.028991949
chr1,54438757,54439059,Gtf3c3,0.2778120185445221,0.2778120185445221,0.3633356975476838,-0.408375548,8.70487e-07
chr1,54557255,54557805,Pgap1,0.13374977643978408,0.13374977643978408,0.04997610690227611,-0.787923916,8.36206e-38
chr1,54925725,54926617,Ankrd44,0.47509585307055907,0.47509585307055907,0.2542474644389503,-0.012208943,0.967638458
chr1,55026873,55027605,Sf3b1,0.084270228406325,0.084270228406325,0.0,-0.311814346,1.64217e-07
chr1,55052507,55053297,Coq10b,0.3832960548808684,0.3832960548808684,0.3352456414648026,0.145800256,0.15613424
chr1,55087410,55088640,Hspe1,0.0844144764448432,0.0844144764448432,0.0555667114341776,-1.002857753,1.95401e-48
chr1,55087410,55088640,Hspd1,0.0844144764448432,0.0844144764448432,0.0555667114341776,-0.76170021,1.94565e-27
chr1,55131057,55131773,Mob4,0.28958225624724876,0.28958225624724876,0.0658457802757981,-0.497452533,5.55648e-15
chr1,55236985,55237816,Mars2,0.4252474551688597,0.4252474551688597,0.1964325269456225,-0.268231262,0.000392912
chr1,55405582,55406648,Plcl1,1.1656888168916124,1.1656888168916124,0.5874772855304714,1.000925864,1.65292e-29
chr1,56969619,56969873,Satb2,0.0,0.0,0.0,0.770366488,1.05293e-07
chr1,56970858,56971119,Satb2,0.0,0.0,0.0325659168428144,0.770366488,1.05293e-07
chr1,56971509,56973501,Satb2,1.009118779686677,1.009118779686677,0.3264993632969314,0.770366488,1.05293e-07
chr1,56977104,56977392,Satb2,0.28857791235256036,0.28857791235256036,0.104100657792041,0.770366488,1.05293e-07
chr1,57377474,57378019,1700066M21Rik,0.54363256570236,0.54363256570236,0.4598460982349375,-0.420483034,3.8399e-08
chr1,57377474,57378019,4930558J18Rik,0.54363256570236,0.54363256570236,0.4598460982349375,-0.069915465,0.817718148
chr1,57406137,57407067,Tyw5,0.6838174028171908,0.6838174028171908,0.1136183732032867,-0.464834342,2.28851e-05
chr1,57774698,57775632,Spats2l,0.2265890508860724,0.2265890508860724,0.2606405334313537,0.479433388,1.27123e-10
chr1,57969733,57970245,Kctd18,0.0482385817906495,0.0482385817906495,0.043846355240993395,0.151617537,0.442321239
chr1,57995863,57996253,Kctd18,0.2156874152171624,0.2156874152171624,0.32826071290457426,0.151617537,0.442321239
chr1,58392748,58393897,Bzw1,0.6154795853120687,0.6154795853120687,0.0881827012499585,-0.444536304,4.01705e-14
chr1,58423343,58424130,Clk1,0.1043320360947681,0.1043320360947681,0.2591996607167129,-0.111925584,0.195688895
chr1,58445081,58445545,Ppil3,0.2099953092047565,0.2099953092047565,0.1361487883259866,-0.771037825,1.82087e-11
chr1,58445081,58445545,Nif3l1,0.2099953092047565,0.2099953092047565,0.1361487883259866,-0.572129416,9.75989e-12
chr1,58504543,58505162,Orc2,0.3818887479348152,0.3818887479348152,0.1051818857080461,-0.399504283,8.22723e-08
chr1,58504543,58505162,Gm15834,0.3818887479348152,0.3818887479348152,0.1051818857080461,0.105065319,0.810585654
chr1,58585919,58586427,Fam126b,0.0924539784276093,0.0924539784276093,0.0331767980650213,-0.275213027,0.000698138
chr1,58585919,58586427,Ndufb3,0.0924539784276093,0.0924539784276093,0.0331767980650213,-0.746245582,7.27832e-10
chr1,58711442,58711764,Cflar,0.0986126557932076,0.0986126557932076,0.1068739389279632,0.256477834,0.001483159
chr1,58713384,58713657,Cflar,0.0428974755653955,0.0428974755653955,0.1776351794948238,0.256477834,0.001483159
chr1,58795582,58795852,Casp8,0.3988363697470388,0.3988363697470388,0.0922879166771796,-0.716945842,0.004019042
chr1,58973210,58974117,Trak2,0.1612400965778546,0.1612400965778546,0.1662416436797795,-0.071307279,0.459172511
chr1,58973210,58974117,Stradb,0.1612400965778546,0.1612400965778546,0.1662416436797795,-0.542792083,6.4903e-07
chr1,59119822,59120480,Tmem237,0.9058583368947811,0.9058583368947811,0.4719946407003157,-0.469794269,1.32071e-07
chr1,59236919,59237493,Als2,0.0430068053066267,0.0430068053066267,0.066753909262925,0.159331013,0.091572012
chr1,59481951,59483937,Fzd7,0.8034795721766095,0.8034795721766095,0.539828295735466,0.273895562,0.028653782
chr1,59670696,59670900,Sumo1,0.4200843111832828,0.4200843111832828,0.1530631033491475,-0.665389925,5.08579e-17
chr1,59684856,59685215,Nop58,0.1078501942554103,0.1078501942554103,0.1334164605375787,-0.346815768,2.64704e-06
chr1,59762785,59764213,Bmpr2,0.1273669132043328,0.1273669132043328,0.2747886356684338,0.924987707,9.75103e-53
chr1,59912548,59913890,Fam117b,1.2472907336006418,1.3423827932007226,1.0762388888479688,0.204053013,0.019821033
chr1,60042646,60043499,Ica1l,0.21775894803201318,0.21775894803201318,0.077770785147992,0.436503667,0.169234869
chr1,60098156,60098777,Wdr12,0.8064149274160822,0.8064149274160822,0.38246119358434805,-0.107515839,0.225672094
chr1,60098156,60098777,Carf,0.8064149274160822,0.8064149274160822,0.38246119358434805,-0.101152256,0.459350083
chr1,60343255,60343657,Cyp20a1,0.2742341533127973,0.2742341533127973,0.1168243357369354,-0.047610797,0.723450169
chr1,60409278,60410251,Abi2,0.1603070340603992,0.1603070340603992,0.22761142195068754,0.091343919,0.241881747
chr1,60566182,60567260,Raph1,0.2172348822811031,0.2172348822811031,0.5463057577888221,0.152508165,0.148625099
chr1,61638736,61639406,Pard3b,0.4627605442870345,0.4627605442870345,0.4127848559144578,0.850936447,1.1771700000000001e-19
chr1,62702838,62703748,Nrp2,0.4548101020641109,0.4548101020641109,0.16053353385521119,1.409362129,5.99578e-47
chr1,62705850,62707032,Nrp2,0.4888617787800873,0.4888617787800873,0.4260979279249798,1.409362129,5.99578e-47
chr1,63113485,63114349,Ino80dos,0.1839467380129082,0.1839467380129082,0.20876394194737058,-0.290854365,0.128099989
chr1,63113485,63114349,Ino80d,0.1839467380129082,0.1839467380129082,0.20876394194737058,0.467836748,9.57068e-11
chr1,63176547,63177427,Eef1b2,0.2295862412923183,0.2295862412923183,0.1212612617125957,-1.126916726,4.05175e-30
chr1,63176547,63177427,Ndufs1,0.2295862412923183,0.2295862412923183,0.1212612617125957,-0.32325073,2.10586e-07
chr1,63445715,63446529,Adam23,0.3366809115627102,0.3366809115627102,0.0362931011510942,1.063064946,6.14535e-08
chr1,64121613,64122142,Klf7,0.2927040405071297,0.2927040405071297,0.244839086908541,0.790992391,1.59639e-27
chr1,64532367,64533738,Creb1,0.2755276795043653,0.2755276795043653,0.3830913691330037,-0.338178246,9.52326e-07
chr1,64616945,64617792,Mettl21a,0.6268349833329677,0.6268349833329677,0.3684718053686923,0.227758844,0.047243189
chr1,64690534,64691585,2810408I11Rik,1.362195417654353,2.5621693075412226,1.8809117064519112,-0.285442509,0.038916523
chr1,64690534,64691585,Ccnyl1,1.362195417654353,2.5621693075412226,1.8809117064519112,0.46058997,4.58409e-13
chr1,64734847,64737979,Fzd5,0.8594213606271914,1.5062648709809814,1.7526500270853569,0.813222496,3.44851e-13
chr1,64956498,64956870,Plekhm3,0.3309616242874262,0.3309616242874262,0.0290345353865003,1.027785538,7.60221e-17
chr1,64994405,64994627,Rpl10a-ps1,0.09920646622553331,0.09920646622553331,0.0170721247036459,-0.885957498,8.02194e-06
chr1,65178904,65179373,Idh1,1.1152001686507165,1.382558032968313,1.2397397990363233,-1.12231419,5.89785e-79
chr1,65186379,65187053,Idh1,0.1277478538280804,0.1277478538280804,0.2875312892965833,-1.12231419,5.89785e-79
chr1,65186379,65187053,Pikfyve,0.1277478538280804,0.1277478538280804,0.2875312892965833,-0.128769583,0.072107207
chr1,66175311,66175645,Map2,0.40395129129364904,0.40395129129364904,0.0430255592712174,-0.002470848,0.97954359
chr1,66700752,66701351,Rpe,1.063210921937931,1.063210921937931,0.8782374701982358,-0.380336544,8.79232e-06
chr1,66816436,66817867,Kansl1l,0.3443695235422082,0.3443695235422082,0.2430348004811811,-0.298765763,0.00039271
chr1,66862839,66863146,Acadl,0.6082431410881001,0.6082431410881001,0.3470153204451009,0.063497022,0.496234096
chr1,67038520,67038937,Lancl1,1.3114121498687923,1.3114121498687923,0.5812022646822995,0.086285024,0.407755956
chr1,69107034,69108055,Erbb4,0.8750612182084122,0.8750612182084122,0.30898830326407367,0.191280687,0.014305631
chr1,71102404,71103220,Bard1,1.0445299408820368,1.0445299408820368,0.2984466617562517,0.085009688,0.376197997
chr1,71556948,71557367,Atic,1.365238782461566,1.365238782461566,0.47784113752574753,-0.404933848,2.56887e-09
chr1,71652697,71653358,Fn1,0.7525980071526053,0.7525980071526053,0.2505531006293934,1.058279184,3.18079e-21
chr1,72211749,72212422,Mreg,0.18720351044361522,0.18720351044361522,0.0904476593773065,-0.406317336,0.008651748
chr1,72236403,72236924,D230017M19Rik,0.1913902367702453,0.1913902367702453,0.0689518180374589,-0.809155058,0.007915086
chr1,72243822,72244197,D230017M19Rik,0.267167703003992,0.267167703003992,0.2070750086836747,-0.809155058,0.007915086
chr1,72254745,72254986,D230017M19Rik,0.5445437162451718,0.5445437162451718,0.6021221794445675,-0.809155058,0.007915086
chr1,72710861,72711718,Rpl37a,0.4766648757253892,0.4766648757253892,0.37506430561127607,-1.070322354,1.0311099999999999e-35
chr1,72824693,72824937,Igfbp2,0.2361156940199037,0.2361156940199037,0.0394039734062326,0.698306152,9.1488e-06
chr1,72825362,72825653,Igfbp2,0.1763147937795509,0.1763147937795509,0.0,0.698306152,9.1488e-06
chr1,72873698,72873966,Igfbp5,0.260900021468913,0.260900021468913,0.195112897145758,1.612622651,2.6507e-141
chr1,74036952,74037248,Tns1,0.1252587085314765,0.1252587085314765,0.0,1.507193249,1.48864e-25
chr1,74068492,74068975,Tns1,0.0712122576141514,0.0712122576141514,0.0290125779338034,1.507193249,1.48864e-25
chr1,74098213,74098786,Tns1,0.3492818830981987,0.3492818830981987,0.1391616154114903,1.507193249,1.48864e-25
chr1,74124244,74124923,Tns1,0.0899533055920353,0.0899533055920353,0.1675204834766113,1.507193249,1.48864e-25
chr1,74236580,74237193,Arpc2,0.31241269268012983,0.31241269268012983,0.21897857349620742,-0.290660716,0.003296854
chr1,74284463,74285135,Aamp,0.0745058969838589,0.0745058969838589,0.0899718728075687,0.073391106,0.56748378
chr1,74284463,74285135,Pnkd,0.0745058969838589,0.0745058969838589,0.0899718728075687,0.191621857,0.116482064
chr1,74303866,74304355,Tmbim1,0.0496186145261352,0.0496186145261352,0.0581899844605487,0.511853487,1.36337e-11
chr1,74303866,74304355,Pnkd,0.0496186145261352,0.0496186145261352,0.0581899844605487,0.191621857,0.116482064
chr1,74332449,74332824,Pnkd,0.0376075163798449,0.0376075163798449,0.0244786220175083,0.191621857,0.116482064
chr1,74391332,74392430,Ctdsp1,0.0934312394708398,0.0934312394708398,0.0743396720276539,0.259838392,0.001173347
chr1,74505461,74506819,Usp37,0.1140971805732162,0.1140971805732162,0.028015121263276703,-0.148215844,0.038389497
chr1,74587633,74588472,Bcs1l,0.0850550097527682,0.0850550097527682,0.0762404147809639,-0.329116904,0.012820726
chr1,74587633,74588472,Zfp142,0.0850550097527682,0.0850550097527682,0.0762404147809639,0.911148499,1.13327e-30
chr1,74601094,74601459,Rnf25,0.2203718914279597,0.2203718914279597,0.16888131646522328,0.170277347,0.192259329
chr1,74601094,74601459,Stk36,0.2203718914279597,0.2203718914279597,0.16888131646522328,1.222918774,1.30679e-09
chr1,74661672,74662164,Ttll4,0.1562226844476822,0.1562226844476822,0.1087675241963658,0.185705713,0.018866127
chr1,75124739,75125149,Nhej1,0.3227634554431021,0.3227634554431021,0.1383385806241405,0.182371911,0.650806941
chr1,75141432,75143190,Cnppd1,0.9095360615440466,0.9095360615440466,0.4043755043722844,0.47188556,0.000304452
chr1,75168558,75168942,Zfand2b,0.32956239720428393,0.32956239720428393,0.0896735940239652,-0.507159772,0.023900746
chr1,75210804,75211065,Stk16,0.1329333493540157,0.1329333493540157,0.0502214006197922,0.100682125,0.379364234
chr1,75210804,75211065,Glb1l,0.1329333493540157,0.1329333493540157,0.0502214006197922,1.042002948,1.05103e-09
chr1,75236419,75236960,Dnajb2,0.7101733213322197,0.7101733213322197,0.3441372796313949,0.107996175,0.504347209
chr1,75317105,75318069,Dnpep,0.1231948232963613,0.1231948232963613,0.12166119861672771,-0.470862434,5.26425e-08
chr1,75375225,75375786,Speg,0.0,0.0,0.0,0.879137349,9.35167e-06
