gene,enrichment_score,log2FoldChange,padj,exo_peaks,endo_peaks,num_exo_peaks,num_endo_peaks
B230206L02Rik,1.3333333333333333,1.013597595,0.027198086,chr11:94132017-94132325;chr11:94133359-94133948;chr11:94134298-94134899;chr11:94135046-94135818;chr11:94133154-94134948;chr11:94135329-94135976;chr11:94133144-94135057;chr11:94135465-94135697,chr11:94131637-94131862;chr11:94133393-94135072;chr11:94135286-94135679;chr11:94133387-94133909;chr11:94134211-94135004;chr11:94135431-94135719,8,6
Mrps28,2.3333333333333335,0.505467769,0.025964306,chr3:8922374-8922600;chr3:8923138-8924211;chr3:8924850-8925004;chr3:8922398-8922584;chr3:8923171-8924211;chr3:8924792-8924931;chr3:8923159-8924320,chr3:8922979-8924151;chr3:8924368-8925098;chr3:8922850-8923918,7,3
Ntf3,1.6666666666666667,0.905883567,0.02547468,chr6:126166710-126166969;chr6:126167724-126168241;chr6:126167171-126167412;chr6:126167729-126168017;chr6:126167718-126168310,chr6:126164720-126165032;chr6:126166593-126166803;chr6:126167551-126168037,5,3
Shh,5.0,0.958386109,0.025298896,chr5:28465072-28465403;chr5:28466784-28467183;chr5:28466596-28466834;chr5:28465055-28465419;chr5:28466794-28467170,chr5:28467950-28468177,5,1
Rgs16,3.0,0.539034535,0.024083482,chr1:153738115-153738762;chr1:153740230-153740608;chr1:153739544-153739757;chr1:153740147-153740395;chr1:153739514-153739699;chr1:153740190-153740426,chr1:153740195-153740436;chr1:153741879-153742629,6,2
Lsp1,1.0,0.640558557,0.022845957,chr7:142462365-142462505;chr7:142459207-142459412,chr7:142458829-142459181;chr7:142462377-142462629,2,2
Suox,1.0,0.56100596,0.020882026,chr10:128672886-128673167;chr10:128673661-128673986,chr10:128673281-128673618;chr10:128674592-128675437,2,2
Grk4,1.0,0.753492199,0.019345085,chr5:34660053-34660495;chr5:34660034-34660557;chr5:34660801-34661040;chr5:34660039-34660523,chr5:34659253-34659634;chr5:34660020-34660497;chr5:34659448-34659725;chr5:34660057-34660582,4,4
Fbln2,4.0,0.821162041,0.018736481,chr6:91210535-91210694;chr6:91212680-91213557;chr6:91213845-91214359;chr6:91212556-91212802;chr6:91213010-91213397;chr6:91213745-91214366;chr6:91212593-91213645;chr6:91213815-91214482,chr6:91211704-91211857;chr6:91213779-91214328,8,2
Ndrg1,2.0,0.560071327,0.017194559,chr15:66967673-66967874;chr15:66968387-66969182;chr15:66969671-66970373;chr15:66968488-66969404;chr15:66969702-66970376;chr15:66971467-66971653;chr15:66968207-66969184;chr15:66969684-66970424,chr15:66967461-66967686;chr15:66968521-66968949;chr15:66969718-66970285;chr15:66968682-66969949,8,4
Efcc1,1.0,0.658520269,0.017089052,chr6:87730553-87731128;chr6:87732279-87732462;chr6:87730573-87731068;chr6:87730525-87731128,chr6:87729465-87729733;chr6:87730607-87731184;chr6:87731875-87732043;chr6:87731204-87731529,4,4
Nat9,1.3333333333333333,0.50331971,0.016220144,chr11:115186731-115187722;chr11:115188799-115189678;chr11:115186716-115187633;chr11:115187798-115188088;chr11:115188761-115189616;chr11:115185963-115186122;chr11:115186902-115187716;chr11:115189285-115189662,chr11:115186865-115187624;chr11:115188423-115188579;chr11:115188927-115189668;chr11:115185948-115186405;chr11:115186716-115187722;chr11:115188746-115189692,8,6
Sstr4,2.0,0.537489665,0.01620921,chr2:148395717-148396103;chr2:148396918-148397278;chr2:148393236-148393495;chr2:148395718-148395913;chr2:148397026-148397184;chr2:148395291-148395946,chr2:148395427-148395612;chr2:148395809-148396097;chr2:148396927-148397215,6,3
Kcns3,2.3333333333333335,0.57653403,0.015974637,chr12:11149574-11150038;chr12:11150347-11150545;chr12:11149399-11149851;chr12:11149998-11150346;chr12:11148834-11149009;chr12:11149363-11149942;chr12:11151099-11151557,chr12:11149082-11149951;chr12:11148664-11149170;chr12:11149849-11150418,7,3
A930024E05Rik,2.0,0.864969276,0.015611149,chr5:122987442-122987586;chr5:122988132-122988291;chr5:122987442-122987602;chr5:122988169-122988573;chr5:122988934-122989082;chr5:122991334-122991504;chr5:122987311-122987770;chr5:122990120-122990556,chr5:122987389-122988159;chr5:122990398-122991041;chr5:122987977-122988186;chr5:122990814-122991634,8,4
Mrap2,6.0,0.967801222,0.015353523,chr9:87144152-87144571;chr9:87145265-87145569;chr9:87144080-87144510;chr9:87145234-87145888;chr9:87144072-87144372;chr9:87145207-87145392,chr9:87144142-87144373,6,1
Ccdc13,3.6666666666666665,0.711794787,0.013789938,chr9:121837647-121837834;chr9:121838146-121838308;chr9:121838775-121838975;chr9:121839356-121839869;chr9:121837404-121837680;chr9:121837885-121838459;chr9:121838891-121839050;chr9:121839356-121839731;chr9:121840917-121841094;chr9:121837297-121837481;chr9:121839384-121839808,chr9:121839419-121839996;chr9:121841033-121841228;chr9:121839297-121839920,11,3
Chac1,2.0,0.514306615,0.012755865,chr2:119350783-119351339;chr2:119350620-119351348;chr2:119352205-119352384;chr2:119350760-119351455,chr2:119350777-119351316;chr2:119350407-119351243,4,2
Gale,3.0,0.541538635,0.0125014,chr4:135961532-135961800;chr4:135963615-135963940;chr4:135964386-135964922;chr4:135961496-135961856;chr4:135962019-135962200;chr4:135963547-135963988;chr4:135964520-135964797;chr4:135963626-135963973;chr4:135964372-135964994,chr4:135963618-135963971;chr4:135964520-135964937;chr4:135964367-135964753,9,3
Dusp1,1.4,0.545063587,0.01237971,chr17:26506680-26507553;chr17:26507988-26509762;chr17:26510189-26510456;chr17:26507255-26507393;chr17:26507971-26509752;chr17:26506988-26507639;chr17:26508014-26509762,chr17:26506638-26506788;chr17:26507175-26507419;chr17:26508048-26509943;chr17:26506655-26507408;chr17:26508286-26510167,7,5
Hscb,1.6666666666666667,0.533285983,0.01237971,chr5:110839257-110840220;chr5:110839211-110840083;chr5:110841295-110841569;chr5:110838134-110838300;chr5:110839379-110840209,chr5:110839117-110840180;chr5:110839390-110840375;chr5:110841489-110841955,5,3
Slc1a6,1.0,0.556074879,0.012258139,chr10:78781262-78781408;chr10:78779816-78780237,chr10:78781036-78781408;chr10:78782217-78782473,2,2
Cgn,1.3333333333333333,0.68360471,0.011216114,chr3:94786364-94786942;chr3:94784685-94784827;chr3:94786400-94786929;chr3:94786423-94787055,chr3:94786408-94786948;chr3:94786320-94787319;chr3:94788207-94788641,4,3
Zbtb7b,1.2,0.61328363,0.011019587,chr3:89393401-89394373;chr3:89396453-89396808;chr3:89393378-89394283;chr3:89394414-89394587;chr3:89396388-89396646;chr3:89393385-89394410,chr3:89393379-89394413;chr3:89395055-89395234;chr3:89392923-89393125;chr3:89393391-89394587;chr3:89396532-89396958,6,5
Mafa,1.3333333333333333,1.150209678,0.010949531,chr15:75748312-75749025;chr15:75748268-75748634;chr15:75746936-75747235;chr15:75748302-75749264,chr15:75747484-75747662;chr15:75748254-75748756;chr15:75748241-75748566,4,3
Coa4,2.0,0.587498572,0.009346389,chr7:100536707-100537412;chr7:100535480-100535676;chr7:100536735-100537377;chr7:100536717-100537282,chr7:100536841-100537228;chr7:100535935-100537370,4,2
Plpp4,3.0,0.595047335,0.009142334,chr7:129255244-129255461;chr7:129256554-129257108;chr7:129257437-129257785;chr7:129256646-129257431;chr7:129256487-129257530;chr7:129257734-129257935,chr7:129256479-129257112;chr7:129256328-129257011,6,2
Gdf11,1.2,0.517272234,0.008905731,chr10:128889014-128889760;chr10:128891419-128893016;chr10:128890876-128891295;chr10:128891602-128892277;chr10:128891074-128891682;chr10:128891862-128892480,chr10:128891503-128892185;chr10:128892865-128893143;chr10:128889046-128889873;chr10:128890425-128891469;chr10:128891718-128892172,6,5
Fchsd1,1.3333333333333333,0.672705664,0.008341494,chr18:37969547-37970092;chr18:37968075-37968240;chr18:37969526-37969925;chr18:37969562-37970263,chr18:37968722-37968898;chr18:37969528-37969924;chr18:37969617-37970237,4,3
Vcam1,1.6666666666666667,0.554617332,0.008142876,chr3:116129271-116129620;chr3:116130769-116130966;chr3:116129294-116129585;chr3:116130350-116130486;chr3:116129271-116129654,chr3:116129257-116129538;chr3:116131244-116131396;chr3:116128914-116129594,5,3
Gng13,1.25,0.74621654,0.008015964,chr17:25718484-25718876;chr17:25719112-25719282;chr17:25716114-25716371;chr17:25717121-25717618;chr17:25717466-25718024,chr17:25716004-25716414;chr17:25717076-25717249;chr17:25717695-25718099;chr17:25716320-25716662,5,4
Slc35f2,1.6666666666666667,0.714366309,0.007861608,chr9:53769677-53769852;chr9:53770496-53770816;chr9:53771432-53771753;chr9:53771523-53771777;chr9:53770370-53770804,chr9:53771117-53771377;chr9:53771979-53772429;chr9:53769324-53770179,5,3
Gpr139,2.5,0.85421715,0.007703139,chr7:119184362-119184769;chr7:119185230-119185405;chr7:119184509-119184776;chr7:119184418-119184748;chr7:119185191-119185460,chr7:119184474-119184639;chr7:119184438-119184948,5,2
Tmtc4,1.6666666666666667,1.108953679,0.007205862,chr14:122982291-122984058;chr14:122982455-122983053;chr14:122983178-122983815;chr14:122981944-122982098;chr14:122982468-122984084,chr14:122982091-122983550;chr14:122985255-122985500;chr14:122982531-122983780,5,3
Epb41l4aos,1.3333333333333333,0.763950752,0.007010751,chr18:33794323-33795452;chr18:33794461-33795426;chr18:33794294-33795436;chr18:33795991-33796241,chr18:33794283-33795506;chr18:33796256-33796479;chr18:33794169-33795202,4,3
Sec14l3,1.0,0.76564184,0.006525067,chr11:4065415-4065570;chr11:4066446-4066616,chr11:4063307-4063736;chr11:4064795-4065025,2,2
Rassf1,2.0,0.632808289,0.006453203,chr9:107550411-107551029;chr9:107551269-107552185;chr9:107549639-107550033;chr9:107550683-107550884;chr9:107551487-107551868;chr9:107551376-107551841,chr9:107551355-107551544;chr9:107553409-107553749;chr9:107551348-107551866,6,3
Pcdhb2,2.0,0.670604314,0.006377826,chr18:37294823-37295347;chr18:37296798-37297007;chr18:37294834-37295064;chr18:37294800-37295070,chr18:37294809-37295060;chr18:37296026-37296242,4,2
Ecel1,4.0,0.906302322,0.006260885,chr1:87157208-87157363;chr1:87157657-87157806;chr1:87154850-87155036;chr1:87157127-87157399,chr1:87155027-87155321,4,1
Sap30,1.2,0.571523539,0.00619054,chr8:57486557-57487261;chr8:57487596-57488732;chr8:57486676-57487377;chr8:57487535-57488698;chr8:57486562-57487261;chr8:57487429-57488721,chr8:57487379-57488206;chr8:57488378-57488821;chr8:57489207-57489642;chr8:57486740-57487194;chr8:57487596-57488761,6,5
Thbd,7.0,1.155386836,0.006096484,chr2:148407764-148408294;chr2:148408716-148409596;chr2:148408075-148408448;chr2:148409238-148409659;chr2:148407045-148407269;chr2:148408066-148408285;chr2:148408991-148409615,chr2:148408998-148409703,7,1
Fam181a,5.0,0.776947981,0.005990097,chr12:103311593-103311799;chr12:103312560-103313090;chr12:103310139-103310388;chr12:103312703-103312830;chr12:103312955-103313145,chr12:103311853-103312210,5,1
Eif2b3,1.5,0.502615127,0.005765894,chr4:117018905-117019863;chr4:117019153-117019937;chr4:117019102-117019952,chr4:117019081-117019613;chr4:117019311-117019689,3,2
Lamb3,2.0,0.665309663,0.005482748,chr1:193205983-193206173;chr1:193208286-193208481;chr1:193208149-193208361;chr1:193208307-193208505,chr1:193207347-193207685;chr1:193207969-193208760,4,2
6820408C15Rik,2.0,1.047642515,0.005273117,chr2:152413943-152414097;chr2:152414689-152415144;chr2:152413636-152413806;chr2:152413951-152414454;chr2:152414699-152415130;chr2:152414689-152415098,chr2:152414739-152415097;chr2:152413850-152415554;chr2:152416093-152416325,6,3
Sat1,1.6666666666666667,0.5123321,0.00522741,chrX:155215655-155216777;chrX:155216201-155216705;chrX:155218028-155218206;chrX:155214156-155214474;chrX:155215611-155216657,chrX:155214263-155214454;chrX:155215917-155216717;chrX:155215530-155216665,5,3
Rab33a,1.6666666666666667,0.544763611,0.004942084,chrX:48518502-48518662;chrX:48519055-48519598;chrX:48518321-48518527;chrX:48518459-48518838;chrX:48519018-48519409,chrX:48519223-48519462;chrX:48518262-48518627;chrX:48518965-48519381,5,3
Fibin,1.2,1.048313522,0.004597526,chr2:110362251-110363222;chr2:110365125-110365401;chr2:110362821-110363310;chr2:110364457-110364633;chr2:110362850-110363312;chr2:110365106-110365483,chr2:110362332-110362583;chr2:110362878-110363313;chr2:110361258-110361691;chr2:110362875-110363318;chr2:110364058-110364370,6,5
Gm17322,2.0,0.867826084,0.004587629,chr9:57997941-57998122;chr9:57998276-57998612;chr9:57998298-57998592;chr9:57997774-57998647,chr9:57998158-57998502;chr9:57997978-57999105,4,2
Csrp2,1.75,0.778173084,0.004381356,chr10:110918527-110919370;chr10:110919988-110920279;chr10:110918875-110919047;chr10:110919663-110919963;chr10:110920089-110920303;chr10:110918619-110919268;chr10:110920079-110920417,chr10:110918915-110919247;chr10:110919797-110920653;chr10:110921646-110921879;chr10:110919042-110919332,7,4
Cort,4.0,0.645680702,0.004196856,chr4:149126412-149126794;chr4:149127025-149127277;chr4:149127516-149127804;chr4:149126229-149126383;chr4:149126785-149127402;chr4:149128722-149128918;chr4:149126364-149126562;chr4:149127058-149127387,chr4:149126898-149127360;chr4:149126553-149127054,8,2
Hyls1,0.6666666666666666,0.662751908,0.00404599,chr9:35569607-35570539;chr9:35569607-35570539;chr9:35569631-35570588,chr9:35569779-35570539;chr9:35570689-35570937;chr9:35569787-35570847,3,3
Pcbd2,2.4,0.516024483,0.003991776,chr13:55725468-55725891;chr13:55726378-55727020;chr13:55727233-55727457;chr13:55727983-55728179;chr13:55725538-55725923;chr13:55726611-55726868;chr13:55727134-55727624;chr13:55727977-55728186;chr13:55725234-55725913;chr13:55726433-55726853;chr13:55727235-55727619;chr13:55727992-55728193,chr13:55726546-55726780;chr13:55727195-55728205;chr13:55725802-55726339;chr13:55726962-55727477;chr13:55727772-55728182,12,5
Ppih,2.0,0.502700351,0.003024579,chr4:119320275-119320842;chr4:119320348-119320985;chr4:119321167-119321390;chr4:119320413-119321223,chr4:119320178-119321156;chr4:119320251-119321104,4,2
Txnrd3,2.0,0.766180221,0.002895604,chr6:89643576-89644115;chr6:89644355-89644642;chr6:89643704-89644139;chr6:89644358-89644887;chr6:89643687-89644110;chr6:89644359-89644616,chr6:89643458-89644039;chr6:89644384-89644817;chr6:89643490-89644750,6,3
Col22a1,2.0,0.765497568,0.002599467,chr15:72034991-72035145;chr15:72034240-72034466;chr15:72034891-72035229;chr15:72034236-72034396,chr15:72034152-72035066;chr15:72033788-72034267,4,2
Ngf,1.2,0.777358225,0.002564684,chr3:102469107-102469545;chr3:102469784-102470071;chr3:102470353-102470576;chr3:102469853-102470360;chr3:102471133-102471359;chr3:102469826-102470430,chr3:102469123-102469527;chr3:102469774-102470288;chr3:102470619-102470821;chr3:102471903-102472132;chr3:102470051-102470469,6,5
Gck,1.5,1.196307872,0.002414307,chr11:5949714-5950300;chr11:5949789-5950290;chr11:5949872-5950207,chr11:5949689-5950139;chr11:5949571-5950196,3,2
Eif4ebp1,1.4,0.568188111,0.002266512,chr8:27259859-27260413;chr8:27261031-27262009;chr8:27258971-27259128;chr8:27259999-27260746;chr8:27261104-27261683;chr8:27259702-27260421;chr8:27261031-27261867,chr8:27259019-27259208;chr8:27259674-27260373;chr8:27261094-27261760;chr8:27259757-27260539;chr8:27261032-27261497,7,5
6530403H02Rik,3.0,0.831832004,0.002012173,chr3:120886432-120886756;chr3:120886499-120886656;chr3:120886141-120886799,chr3:120886312-120886742,3,1
Efcab6,5.0,0.729453234,0.001990109,chr15:84064492-84064777;chr15:84065205-84065513;chr15:84065849-84066415;chr15:84066309-84066489;chr15:84064984-84065512,chr15:84065181-84065512,5,1
Hmgb2,0.75,0.535017003,0.001876259,chr8:57511512-57511986;chr8:57511492-57512087;chr8:57511366-57511986,chr8:57510908-57511136;chr8:57511317-57511986;chr8:57512529-57512929;chr8:57511329-57512037,3,4
Gls2,2.5,0.917549234,0.001814095,chr10:128193526-128193676;chr10:128194132-128194704;chr10:128194110-128194797;chr10:128196117-128196294;chr10:128194132-128194534,chr10:128194036-128194702;chr10:128194110-128194450,5,2
Gem,2.0,0.701544684,0.001345257,chr4:11702872-11703030;chr4:11703238-11705003;chr4:11705285-11705593;chr4:11705837-11706247;chr4:11703483-11703761;chr4:11704034-11704996;chr4:11703386-11704680;chr4:11705364-11705691,chr4:11703709-11704811;chr4:11705325-11706032;chr4:11702416-11702642;chr4:11703665-11705489,8,4
Sh3yl1,0.75,0.52852308,0.001150418,chr12:30910935-30912238;chr12:30911311-30912064;chr12:30911323-30912253,chr12:30910602-30910969;chr12:30911316-30912064;chr12:30912603-30912810;chr12:30910998-30912617,3,4
Fam183b,5.0,1.363754488,0.001084427,chr11:58801778-58802126;chr11:58801759-58802243;chr11:58799639-58800094;chr11:58801124-58801329;chr11:58801785-58802136,chr11:58802053-58802300,5,1
Vwa1,1.75,0.83387513,0.00091548,chr4:155772171-155772877;chr4:155774350-155776152;chr4:155772511-155772750;chr4:155774254-155774838;chr4:155775250-155776152;chr4:155773066-155773266;chr4:155774309-155776137,chr4:155774394-155774838;chr4:155775075-155776141;chr4:155773487-155773733;chr4:155775345-155776154,7,4
Dctpp1,1.5,0.553033167,0.000675833,chr7:127260511-127260994;chr7:127260573-127261104;chr7:127260413-127261062,chr7:127260506-127260994;chr7:127260502-127261005,3,2
Med6,1.0,0.568793604,0.000664698,chr12:81594943-81595436;chr12:81594811-81595463;chr12:81594768-81595463,chr12:81594627-81595878;chr12:81593722-81594154;chr12:81594998-81595434,3,3
Cyb5r1,3.0,0.561034635,0.000600504,chr1:134405706-134405897;chr1:134406555-134407141;chr1:134405725-134406049;chr1:134406537-134406733;chr1:134405707-134406003;chr1:134406555-134406788,chr1:134406338-134406837;chr1:134406643-134407317,6,2
Emx1,2.75,0.548086724,0.000580627,chr6:85187093-85187743;chr6:85187899-85188266;chr6:85188463-85189034;chr6:85185823-85185995;chr6:85186213-85186359;chr6:85187105-85187559;chr6:85187819-85188287;chr6:85188707-85188932;chr6:85186075-85186307;chr6:85187151-85188046;chr6:85188691-85188941,chr6:85187416-85189087;chr6:85189377-85189920;chr6:85187358-85187802;chr6:85188641-85189074,11,4
Angptl6,2.0,0.928815804,0.000578751,chr9:20877678-20878718;chr9:20878930-20879100;chr9:20879361-20879534;chr9:20877941-20878713;chr9:20878868-20879141;chr9:20877860-20878724,chr9:20877406-20879015;chr9:20879664-20879851;chr9:20877553-20878926,6,3
Fosb,1.75,0.717521343,0.000571837,chr7:19307410-19308895;chr7:19310241-19310453;chr7:19308180-19308880;chr7:19310308-19310546;chr7:19311004-19311129;chr7:19307915-19309047;chr7:19310281-19310477,chr7:19308189-19309092;chr7:19310217-19310640;chr7:19307958-19309054;chr7:19310106-19310755,7,4
Cidea,1.8,1.474143373,0.000476216,chr18:67342822-67342969;chr18:67343154-67344121;chr18:67345255-67345396;chr18:67342937-67343279;chr18:67343441-67343690;chr18:67345212-67345672;chr18:67341824-67342035;chr18:67342553-67342713;chr18:67343111-67343685,chr18:67343164-67343685;chr18:67343851-67344003;chr18:67342327-67342562;chr18:67343110-67343749;chr18:67344841-67345412,9,5
Scube1,1.25,0.539427538,0.00040719,chr15:83724927-83725178;chr15:83725459-83726046;chr15:83724854-83725213;chr15:83725638-83726003;chr15:83724935-83725528,chr15:83724956-83725185;chr15:83725638-83725839;chr15:83726844-83727071;chr15:83724854-83725101,5,4
Tlcd1,1.0,0.756694533,0.000340166,chr11:78176275-78176923;chr11:78177425-78178832;chr11:78176369-78176810;chr11:78177537-78178911;chr11:78176373-78176831;chr11:78177535-78178882,chr11:78174602-78174791;chr11:78176284-78176737;chr11:78176894-78177104;chr11:78177599-78179299;chr11:78175876-78176902;chr11:78177439-78178688,6,6
Rdh11,1.2,0.549130155,0.000324421,chr12:79190778-79191113;chr12:79191825-79192017;chr12:79193405-79193877;chr12:79190801-79191102;chr12:79190793-79191160;chr12:79191745-79191981,chr12:79190397-79190650;chr12:79191737-79191911;chr12:79193592-79193742;chr12:79191577-79191918;chr12:79193382-79193728,6,5
Gipr,5.0,1.34891301,0.000286543,chr7:19166168-19166414;chr7:19164430-19164662;chr7:19166258-19166401;chr7:19164143-19164311;chr7:19166775-19166995,chr7:19164137-19164458,5,1
Tpm4,2.6666666666666665,0.505026268,0.000240549,chr8:72134922-72135322;chr8:72135568-72135901;chr8:72136376-72137058;chr8:72135080-72135327;chr8:72135568-72135759;chr8:72136191-72136523;chr8:72135089-72135469;chr8:72135892-72137170,chr8:72134836-72135326;chr8:72136707-72136907;chr8:72134581-72134812,8,3
Cdh20,2.3333333333333335,0.514485801,0.000236553,chr1:104768318-104769513;chr1:104770209-104770685;chr1:104768195-104769535;chr1:104770173-104770747;chr1:104767778-104768175;chr1:104768355-104769577;chr1:104770064-104771208,chr1:104768328-104769591;chr1:104768211-104768601;chr1:104769193-104769609,7,3
Tmem160,3.0,0.50305615,0.000199537,chr7:16452283-16452468;chr7:16452616-16453878;chr7:16452615-16452985;chr7:16453397-16453705;chr7:16454184-16454340;chr7:16452463-16453820,chr7:16452615-16453665;chr7:16452689-16453728,6,2
Efnb1,0.8,0.525809879,0.000194053,chrX:99135733-99136331;chrX:99135029-99135328;chrX:99135837-99136912;chrX:99135756-99136371,chrX:99135727-99136425;chrX:99136583-99136901;chrX:99135087-99135577;chrX:99135794-99136288;chrX:99137237-99137461,4,5
Lrrc75b,2.0,0.65112148,0.000175449,chr10:75557906-75558921;chr10:75560336-75560942;chr10:75561870-75562276;chr10:75557820-75558937;chr10:75560330-75560687;chr10:75561074-75561317;chr10:75561497-75561685;chr10:75561863-75562087;chr10:75558263-75559090;chr10:75560308-75560555,chr10:75558292-75558911;chr10:75559536-75559723;chr10:75560522-75560714;chr10:75560951-75562182;chr10:75560029-75560499,10,5
Mrps34,1.6666666666666667,0.569755206,0.000163495,chr17:24892663-24893160;chr17:24894775-24895507;chr17:24895917-24896109;chr17:24892959-24893487;chr17:24894644-24895329;chr17:24896058-24896441;chr17:24896662-24897092;chr17:24893070-24893316;chr17:24894550-24895217;chr17:24896047-24896375,chr17:24893317-24893703;chr17:24894861-24895363;chr17:24895781-24895977;chr17:24896708-24897046;chr17:24892832-24894061;chr17:24894864-24895097,10,6
Htr1a,2.3333333333333335,0.609682448,0.000131609,chr13:105442687-105443014;chr13:105444535-105444809;chr13:105442687-105442839;chr13:105443874-105444275;chr13:105444582-105444791;chr13:105444940-105445173;chr13:105442542-105442874,chr13:105442539-105442844;chr13:105445049-105445215;chr13:105442728-105443300,7,3
Stc2,2.0,0.870993308,0.000123152,chr11:31368437-31369667;chr11:31369892-31370255;chr11:31370870-31371355;chr11:31368811-31370320;chr11:31371484-31371719;chr11:31368437-31369615;chr11:31369817-31370284;chr11:31370874-31371111,chr11:31368416-31368834;chr11:31369377-31370318;chr11:31371186-31371507;chr11:31368903-31369575,8,4
Mrpl14,2.0,0.598914046,0.000121303,chr17:45685126-45685552;chr17:45686092-45686562;chr17:45684964-45685787;chr17:45686081-45686670;chr17:45687004-45687306;chr17:45685116-45685657;chr17:45686094-45686570;chr17:45686842-45687065,chr17:45685290-45685684;chr17:45686137-45686569;chr17:45685101-45685466;chr17:45685956-45686952,8,4
Rab26,1.5,0.67323755,0.000118348,chr17:24533189-24534326;chr17:24535006-24535992;chr17:24533527-24534044;chr17:24533296-24533482;chr17:24533707-24534213;chr17:24535267-24535619,chr17:24533694-24533871;chr17:24534916-24535144;chr17:24535349-24535866;chr17:24533760-24534009,6,4
Mrpl23,0.75,0.56596913,0.000108316,chr7:142532849-142533796;chr7:142533067-142533830;chr7:142533070-142533861,chr7:142532130-142532307;chr7:142533186-142533927;chr7:142531690-142532072;chr7:142533039-142534685,3,4
Inhba,1.0,1.547634326,0.000107508,chr13:16011247-16012664;chr13:16011354-16012507;chr13:16011348-16012648,chr13:16010209-16010547;chr13:16011550-16012674;chr13:16011196-16012640,3,3
Serpine1,1.5,0.936617812,0.000106456,chr5:137072116-137073520;chr5:137073967-137074601;chr5:137072159-137072958;chr5:137074141-137074418;chr5:137072105-137073059;chr5:137073972-137074561,chr5:137072120-137073066;chr5:137073348-137073526;chr5:137072310-137072963;chr5:137073709-137074581,6,4
