"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048736","GO:0048736","appendage development","54/2508","211/28891",2.64739844902153e-13,1.35149690822549e-10,9.11262413505306e-11,"242291/218952/18741/230857/13395/18515/497652/19014/18552/18027/544696/18845/12166/107587/232174/17701/192119/230103/18129/14682/12387/15182/245866/14683/20689/16764/99377/19164/320790/12288/16974/16973/239405/11694/71175/20348/106042/16403/228357/252973/245944/21385/380614/22160/22415/74019/21418/320145/68099/15438/18740/15432/69073/209448",54
"GO:0060173","GO:0060173","limb development","54/2508","211/28891",2.64739844902153e-13,1.35149690822549e-10,9.11262413505306e-11,"242291/218952/18741/230857/13395/18515/497652/19014/18552/18027/544696/18845/12166/107587/232174/17701/192119/230103/18129/14682/12387/15182/245866/14683/20689/16764/99377/19164/320790/12288/16974/16973/239405/11694/71175/20348/106042/16403/228357/252973/245944/21385/380614/22160/22415/74019/21418/320145/68099/15438/18740/15432/69073/209448",54
"GO:0048638","GO:0048638","regulation of developmental growth","82/2508","405/28891",3.29931464784098e-13,1.55473857943645e-10,1.04830045976745e-10,"11426/20357/16971/18208/20185/11622/16798/29869/20851/17300/12064/15183/74318/16337/12166/20403/244058/12977/65079/17260/11878/11990/108655/108151/19130/76499/13508/211652/13046/320027/94045/11820/18992/65086/102502/15182/14683/20360/14815/13052/53817/14431/74493/17762/14083/52822/80913/239667/70834/93759/56177/13640/11739/320790/12288/50523/17938/14465/14234/50769/12534/71175/20348/20349/20751/18479/21416/93960/20471/243743/21385/14025/14600/20187/22415/22062/14463/18096/104382/11474/217340/56449",82
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","73/2508","349/28891",1.24811929976296e-12,5.19428279742183e-10,3.50230522141747e-10,"210529/228994/20869/24088/29869/18555/12227/66597/80912/107607/16337/69754/338364/69635/11991/244058/18519/103135/13853/12894/56480/213541/13046/104625/11820/73158/18704/244551/74326/67839/230908/14679/214627/378430/18718/54403/105787/81003/216805/225131/20924/235626/19164/93759/72162/268656/66612/11739/218693/277854/319618/11548/14359/18475/231464/72587/74203/12176/209200/18115/22160/71648/19328/17454/76561/66616/226641/12122/69150/140486/208922/26874/380669",73
"GO:0048562","GO:0048562","embryonic organ morphogenesis","71/2508","335/28891",1.30724654043086e-12,5.19428279742183e-10,3.50230522141747e-10,"18208/22412/109205/18741/13395/13542/20666/20191/18595/57265/107587/30841/22295/17701/110253/18129/17260/212712/12151/19130/14472/59024/12387/17126/76779/270685/102502/12020/20378/245866/14683/67671/14051/15110/73750/235626/320398/19164/193385/18012/110796/21393/320790/16974/11694/20472/14581/15436/14234/13544/50769/71175/72747/109934/11994/21416/20776/252973/20471/21385/110279/15227/22160/18764/21418/14463/21677/68588/15438/26927/11921",71
"GO:0010506","GO:0010506","regulation of autophagy","66/2508","300/28891",1.35665237934622e-12,5.19428279742183e-10,3.50230522141747e-10,"232533/20539/94232/381038/20869/24088/29869/18555/170749/16154/74302/22059/66597/107607/69754/338364/69635/210376/11975/74772/13853/56480/73158/18704/67839/69903/68767/75669/14679/18718/105787/81003/216805/225131/110147/20924/17762/14083/235626/170822/72607/93759/268656/230379/68837/66612/11739/19720/224023/277854/225020/54170/18475/12176/52187/14232/71648/19328/76561/226641/332110/14463/320706/104009/12122/69150",66
"GO:0007517","GO:0007517","muscle organ development","77/2508","382/28891",2.18381094354659e-12,7.86942696480379e-10,5.30605210060485e-10,"14199/13867/18741/12227/17300/12064/17263/14281/20666/19014/11906/80288/20191/12166/57265/286940/16412/30928/232174/50721/54601/17701/17260/26443/108655/14733/19130/14775/94245/12023/12387/18176/242620/15370/15110/79221/105787/54485/14236/20273/56702/93759/193385/53620/56198/653016/21393/12633/320790/16974/17938/14725/14234/16656/110532/19645/20467/14359/24051/21416/245944/20471/14300/22160/17295/107589/14463/18996/12632/11474/56449/16948/23828/15438/26927/15285/18740",77
"GO:0034329","GO:0034329","cell junction assembly","90/2508","481/28891",2.56147805701542e-12,8.71756365404246e-10,5.87791806767748e-10,"11426/218952/16971/18208/69697/24088/77569/12540/69524/109333/18223/223254/13542/12064/109905/109711/18417/329165/74318/12560/67299/105352/11421/76707/12217/14615/108911/107932/70546/16412/12385/17260/50791/76499/243725/241638/68328/11820/29819/12387/16410/18571/12340/14712/16402/11465/18163/11845/20583/238205/216805/20411/17762/14083/13518/53624/18260/14402/13048/12563/18755/13640/18183/22388/60595/226352/224105/12928/16150/228357/252973/230775/19247/20471/110279/21872/12286/16774/210274/75739/11461/239096/14758/50768/14810/11474/53885/13829/73608/13631",90
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","77/2508","393/28891",9.53167457856133e-12,3.0732125509614e-09,2.07214908843627e-09,"218952/69697/16798/24088/77569/12540/69524/109880/72754/329165/26419/76820/76707/75786/230101/319277/78757/17260/19130/76499/243725/16765/20741/320472/11820/75991/12340/107351/50876/14026/15182/20742/11465/68767/15901/27050/237860/11845/17762/76884/11441/19164/245880/27385/245857/22388/18643/19720/14976/224105/19684/19645/18761/20947/18479/50875/22153/54126/21872/83679/17295/26401/23789/270058/66616/100986/18637/56378/223601/65970/12632/50490/50768/207495/13829/22327/246103",77
"GO:0060560","GO:0060560","developmental growth involved in morphogenesis","63/2508","292/28891",1.0620674400299e-11,3.25311256881158e-09,2.19344875509333e-09,"11426/20357/243905/16971/18208/81907/20869/11622/29869/16870/22422/13542/12064/19014/20403/77300/319974/20404/16412/244058/50721/12977/230103/65079/66225/108151/76499/13508/20377/18762/320027/11820/59024/12387/214230/65086/20360/17762/76884/52822/80913/239667/70834/56177/13640/16401/16974/226352/20348/20349/106042/18479/75605/93960/20471/243743/21385/14025/20187/22415/18096/104382/217340",63
"GO:0032970","GO:0032970","regulation of actin filament-based process","78/2508","402/28891",1.15837118498417e-11,3.36475501980086e-09,2.26872496824554e-09,"218952/56212/16971/16798/24088/77569/12540/68667/69524/109880/72754/73112/329165/76820/76707/20191/230101/12488/319277/78757/17260/19130/76499/243725/16765/20741/320472/29819/12340/107351/50876/14026/15182/20742/11465/68767/15901/18484/237860/11845/76884/245880/27385/245857/13640/22388/18643/12288/19720/224105/19684/12928/18761/20947/18479/50875/238871/21872/17295/56044/26401/23789/66616/100986/56378/14463/223601/65970/14758/12632/50490/50768/207495/13829/12182/22218/13506/216831",78
"GO:0001667","GO:0001667","ameboidal-type cell migration","87/2508","471/28891",1.2083677838005e-11,3.36475501980086e-09,2.26872496824554e-09,"72007/11426/238328/20357/83409/22122/53869/12540/109333/109880/54357/18741/69601/15587/11479/263803/14573/68992/76707/108911/16412/57260/70097/18803/14645/192119/56048/320924/52392/17260/108655/108151/19130/76499/70445/14775/14472/68328/384009/11684/16410/18704/107351/14026/114886/20360/15370/230917/11845/20583/79221/54485/14314/14083/11491/338366/56218/93759/69216/18643/68465/16401/16974/232227/101540/16973/60595/226352/14234/17311/20348/20349/73139/18479/19247/76905/11749/22160/17295/23789/21418/58233/18707/13829/73608/234779/15116",87
"GO:0007411","GO:0007411","axon guidance","57/2508","252/28891",1.39744367565111e-11,3.56697498209945e-09,2.4050741154627e-09,"231044/228994/20357/16971/18208/16911/16870/230857/237847/22422/107448/13395/13542/12064/19649/11924/14573/18845/723968/65079/17260/11878/108655/108151/13508/13866/210801/14472/13800/11820/14026/20360/73191/13637/76884/11491/170822/13640/11876/18028/14725/20348/20349/21367/243743/230735/20187/17181/16774/22415/22772/16872/235472/15229/11921/15285/21869",57
"GO:0097485","GO:0097485","neuron projection guidance","57/2508","252/28891",1.39744367565111e-11,3.56697498209945e-09,2.4050741154627e-09,"231044/228994/20357/16971/18208/16911/16870/230857/237847/22422/107448/13395/13542/12064/19649/11924/14573/18845/723968/65079/17260/11878/108655/108151/13508/13866/210801/14472/13800/11820/14026/20360/73191/13637/76884/11491/170822/13640/11876/18028/14725/20348/20349/21367/243743/230735/20187/17181/16774/22415/22772/16872/235472/15229/11921/15285/21869",57
"GO:0051656","GO:0051656","establishment of organelle localization","89/2508","491/28891",2.00949355392323e-11,4.92406300453349e-09,3.32010640235569e-09,"66934/18208/20869/53869/386649/72080/102124/66196/11799/18817/12540/50518/67749/16553/225523/15183/70612/26419/214459/12560/67299/103583/234857/76707/108911/216131/16412/380752/217449/245049/18519/59045/74772/381269/15114/76499/20877/320165/17918/18762/94245/18457/12387/18571/100019/212514/93670/338367/67839/67045/105504/212073/230917/20054/68166/17762/232946/14083/234852/12794/19164/107371/93759/22088/11891/16401/16907/60595/20616/104015/67629/19645/66251/51944/20910/13426/70591/240756/70681/17451/15227/83560/270058/332110/15242/384619/69150/12190/66991",89
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","84/2508","454/28891",2.49349526792363e-11,5.87505846588467e-09,3.96132608555964e-09,"19360/18647/53869/319195/14199/16798/11799/18817/18555/218793/17222/72584/11479/22059/77044/18008/68077/76707/18027/106795/69754/108911/269424/16412/12580/54601/18557/238271/19192/67153/76499/20877/12453/12013/27214/19651/12571/11820/79263/27401/12235/209334/269582/67045/26931/15468/327799/239985/225131/228714/11491/18028/50523/21752/12914/56469/22209/224023/12534/67629/19684/19645/29861/18761/448987/226026/50875/235559/50927/27354/69957/70681/74268/18764/237459/83560/14235/11461/12579/12442/12122/12298/12566/66991",84
"GO:0060996","GO:0060996","dendritic spine development","38/2508","134/28891",3.26240284404458e-11,7.40202956393226e-09,4.99090400001206e-09,"12540/216049/13542/329165/17260/66225/243725/241638/13196/320027/94245/29819/329934/108672/15182/74143/14815/50772/18163/239985/11845/68166/19164/72162/232560/13048/11487/17165/232227/67102/12914/57138/224105/18479/18011/208922/216831/13631",38
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium","46/2508","187/28891",6.47809349820964e-11,1.41731431321544e-08,9.556405596607e-09,"243905/20733/69718/22412/56217/16911/16870/22422/13542/21815/20666/14573/57265/30841/244058/20377/13800/59024/12387/16371/76779/270685/245866/74143/15110/235626/99377/18643/22420/16974/226352/14725/13544/240641/106042/252973/20471/22160/56044/21418/22772/15242/21677/50768/68588/69073",46
"GO:0006260","GO:0006260","DNA replication","59/2508","276/28891",7.03267741106539e-11,1.48559247655816e-08,1.00167790058151e-08,"19360/104806/11908/11545/12540/109275/67967/216049/56626/18968/26419/22059/97827/193838/18027/269424/117599/226153/212377/71735/218914/27214/72749/26398/209334/67444/19646/69928/110147/18969/69237/235134/18028/19290/320209/114741/245007/56009/70088/12534/19718/622408/227195/235559/50927/27354/56249/56878/22130/77782/17295/57753/332110/21853/21376/57813/12566/12190/66991",59
"GO:0030900","GO:0030900","forebrain development","79/2508","425/28891",7.69428101924273e-11,1.55383718904612e-08,1.04769268687681e-08,"210529/81907/20185/56217/16870/18223/18741/69601/237847/22422/12227/13395/67749/225523/77630/20602/67299/11924/72832/12166/723968/30928/30841/17701/192119/65079/11878/15114/19130/320165/73242/14472/13046/14682/11820/12387/18992/192157/15182/242620/20511/73191/14842/235380/20689/13131/235626/19164/18012/18183/320790/16974/18028/67102/70762/13865/14725/12928/20349/14843/14359/18479/21416/243743/12316/20187/21418/15242/22062/18996/18227/50768/14810/230025/140486/11921/22255/18740/21869",79
"GO:0048588","GO:0048588","developmental cell growth","61/2508","291/28891",7.86303507352755e-11,1.55383718904612e-08,1.04769268687681e-08,"11426/20357/16971/18208/81907/20869/29869/16870/13542/12064/20403/77300/319974/20404/16412/244058/50721/230103/65079/66225/108655/108151/76499/13508/18762/320027/11820/12387/26398/214230/65086/20360/14815/15468/53817/17762/76884/52822/80913/239667/70834/93759/56177/13640/11739/16401/23807/20348/11548/20349/106042/18479/243743/14025/20187/381022/22415/14463/18096/104382/217340",61
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","69/2508","351/28891",9.65530121235119e-11,1.83123047431704e-08,1.23472831610222e-08,"218952/56212/16971/16798/24088/77569/12540/69524/109880/72754/329165/76820/76707/230101/12488/319277/78757/17260/19130/76499/243725/16765/20741/320472/29819/12340/107351/50876/14026/15182/20742/11465/68767/15901/18484/237860/11845/76884/245880/27385/245857/13640/22388/18643/19720/224105/19684/12928/18761/20947/18479/50875/21872/17295/56044/26401/23789/66616/56378/223601/65970/14758/12632/50490/50768/207495/13829/12182/216831",69
"GO:0045165","GO:0045165","cell fate commitment","63/2508","307/28891",9.86461078231513e-11,1.83123047431704e-08,1.23472831610222e-08,"231044/22412/16798/16911/12540/109880/22422/22059/74561/67299/11924/18027/12166/107932/16412/232174/18129/17260/13039/11878/19130/20377/12387/18992/17126/15182/19646/242620/14842/15110/54485/110147/78405/19164/18012/22420/18028/50523/20472/14465/14581/14234/14843/21416/20471/21385/14232/12677/22415/14463/27140/18996/21349/104382/18088/240590/53314/11921/15285/12394/18740/21869/209448",63
"GO:0090596","GO:0090596","sensory organ morphogenesis","65/2508","322/28891",1.04353263500247e-10,1.88020027118386e-08,1.26774676772436e-08,"18208/17158/109205/18741/14221/13395/13542/12064/329165/20666/19893/57265/107587/387178/15165/30841/232174/22295/17701/110253/18129/19130/13508/20147/14472/29819/12387/14561/102502/12020/15182/20378/67671/14051/218756/73750/320398/193385/110796/12368/21393/21834/320790/16974/20472/14581/13544/50769/71175/72747/109934/11994/20776/20471/21385/380614/110279/12677/22160/21418/14254/68588/26927/67231/11921",65
"GO:0033044","GO:0033044","regulation of chromosome organization","54/2508","244/28891",1.13987184425047e-10,1.99510140510811e-08,1.34522018551544e-08,"19360/11799/18817/11545/17222/109275/497652/77044/50912/217449/11991/50721/18519/20877/218914/12461/12387/12235/209334/67045/19822/327799/239985/214627/74493/93759/72162/17165/235134/14211/224023/12534/67629/105377/19645/73139/29861/18761/227195/12464/226026/27354/56249/69957/17451/215387/83560/332110/11461/67246/223828/12566/21349/66991",54
"GO:0021915","GO:0021915","neural tube development","47/2508","198/28891",1.49428109531905e-10,2.54276833053458e-08,1.71449094094501e-08,"20733/69718/16911/240888/16870/13542/21815/544696/18845/57265/30841/244058/72507/66743/12151/20377/14472/13800/59024/76779/270685/217837/245866/74143/235626/99377/19164/18643/16974/14725/13544/20348/240641/106042/21416/252973/380614/14232/22160/56044/74019/21418/22772/21677/50768/68588/15285",47
"GO:0050890","GO:0050890","cognition","71/2508","371/28891",1.82555083218719e-10,3.02252010756182e-08,2.03796912247583e-08,"228994/24088/66860/68667/109880/246317/109205/12227/12064/218461/329165/94109/12326/11980/18174/75786/16412/20418/12846/17260/13853/241263/18762/11820/19224/329934/214230/50876/432572/16402/14683/18163/52335/18203/110147/78405/17762/11441/19164/55934/14402/13048/320790/12288/320974/12914/18013/56469/218038/22335/12424/57138/71175/104015/11548/234593/18574/20238/67869/18479/29813/17309/238871/98388/210274/242202/18227/67092/14810/208922/53324",71
"GO:0050768","GO:0050768","negative regulation of neurogenesis","43/2508","175/28891",2.785904547965e-10,4.49117138442989e-08,3.02822422332816e-08,"20357/18208/29869/16870/22422/12227/216858/12064/22059/235402/20666/17173/12166/244058/12385/192119/65079/108151/19130/320027/12387/20360/22629/15901/13131/14083/52822/239667/19164/21752/20348/19645/20349/228357/14025/12677/20187/22415/12579/18096/235472/21909/11921",43
"GO:0010721","GO:0010721","negative regulation of cell development","64/2508","323/28891",3.24765067015587e-10,5.10130974496792e-08,3.43961706604363e-08,"20357/18208/29869/16870/22422/12227/216858/22724/12703/12064/668253/22059/235402/20666/239114/17173/238377/69754/12166/67122/244058/18103/12385/192119/230103/65079/108151/19130/13866/20377/320027/12571/12387/20378/20360/22629/15901/76566/20583/13131/14083/52822/239667/19164/21752/72828/72147/20348/19645/20349/228357/14025/73121/12677/20187/50915/22415/12579/18096/229473/235472/21909/11921/12394",64
"GO:0051402","GO:0051402","neuron apoptotic process","70/2508","369/28891",3.6481794405513e-10,5.48994641102289e-08,3.70165983072217e-08,"16195/16971/65020/67605/11799/11545/13867/12540/109880/12227/12064/15183/104069/26419/22192/22059/18008/14573/170719/69754/30841/230103/17260/16500/14775/11820/18752/12387/74011/26398/14815/17685/74185/12705/68212/78405/170770/19164/93759/12369/12368/21834/21752/66593/20817/66454/11798/110532/19645/20349/11757/20910/245944/20471/12176/11302/22340/114774/12286/211064/71648/19268/72183/16531/21418/22062/18996/18227/14810/277432",70
"GO:0051961","GO:0051961","negative regulation of nervous system development","44/2508","183/28891",3.67430301749818e-10,5.48994641102289e-08,3.70165983072217e-08,"20357/18208/24088/29869/16870/22422/12227/216858/12064/22059/235402/20666/17173/12166/244058/12385/192119/65079/108151/19130/320027/12387/20360/22629/15901/13131/14083/52822/239667/19164/21752/20348/19645/20349/228357/14025/12677/20187/22415/12579/18096/235472/21909/11921",44
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","52/2508","239/28891",4.77465523590605e-10,6.96417570837154e-08,4.69567597636475e-08,"11426/20733/56212/69697/20869/386649/72080/102124/56217/18817/12540/16870/22422/56513/15183/67299/209630/103583/76707/75786/16412/78885/232174/12385/78757/360013/76499/18762/17826/76088/18571/107351/67839/11845/53310/243548/13518/52822/93737/66629/193385/22388/20616/12928/240641/106042/18479/17451/15227/11461/223601/228543",52
"GO:0034504","GO:0034504","protein localization to nucleus","65/2508","335/28891",5.87623578697303e-10,8.21755118684458e-08,5.54077888158808e-08,"11640/218952/20869/71805/16798/18817/11545/18035/30934/15587/15183/22059/68077/19014/216853/16649/229877/229603/50721/14645/212999/12385/67239/17701/12488/74772/13853/21402/238799/11820/230908/230917/216805/18969/19164/93759/66233/76936/170762/66612/16907/50523/21752/12914/20472/70762/381686/12534/19387/319618/106042/18761/21416/20471/74203/209200/15242/21376/26423/233726/226432/209361/12298/22218/74504",65
"GO:0043161","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","80/2508","451/28891",5.99037970878324e-10,8.21755118684458e-08,5.54077888158808e-08,"68867/68818/170737/207521/94232/386649/18817/12234/269514/17222/56812/234684/26419/66597/223455/68077/105193/103583/76608/69754/231863/67586/50721/101358/12488/76302/68135/13853/69554/21402/71745/79263/27401/12387/56353/230249/21372/53323/19822/26931/211949/327799/226144/225131/64209/24086/19164/93759/59009/50788/50760/239554/213753/30945/226757/56469/23807/22209/224023/12398/22222/106042/108086/70797/448987/17156/56736/217365/14897/69957/19179/57443/76857/252870/56438/66894/66413/26965/22218/12745",80
"GO:0001558","GO:0001558","regulation of cell growth","81/2508","459/28891",6.03639901090444e-10,8.21755118684458e-08,5.54077888158808e-08,"11426/381101/20357/16971/83409/18208/20869/14199/29869/12540/17979/58172/69601/56812/12064/15587/11479/70925/22059/209743/20403/54616/104416/269424/12580/30841/244058/16010/17701/65079/78757/13853/76863/108655/108151/76499/13508/13866/20377/232441/320027/65086/20378/20360/235036/67768/14815/53817/170770/17762/100042784/14083/11491/52822/80913/239667/70834/93759/232560/56177/13640/68465/11487/22088/11739/224023/70088/20348/12928/19645/20349/18479/243743/14025/26425/20187/22415/234374/18096/104382/217340",81
"GO:0008544","GO:0008544","epidermis development","73/2508","397/28891",6.58521142691753e-10,8.63411427909359e-08,5.82165136195392e-08,"20185/16798/17979/16870/17300/72383/11479/15183/12560/20602/19014/16337/54616/286940/232174/22295/14388/18590/192119/29820/270893/110253/13039/381269/81535/17918/16765/12023/19224/12387/11684/18992/73822/102502/15182/14683/67996/14419/218756/68268/73750/78405/80913/19164/83925/193385/18755/22088/12633/18822/50523/14465/13047/14581/20662/11994/228357/252973/380614/338521/110279/17295/171211/16531/21418/433864/67859/223828/29876/20230/11921/12394/69073",73
"GO:0072594","GO:0072594","establishment of protein localization to organelle","80/2508","452/28891",6.67038355149631e-10,8.63411427909359e-08,5.82165136195392e-08,"68818/11426/11640/381038/53869/71805/140740/18035/66661/67749/497652/218544/74718/15587/15183/16154/22059/21856/218699/19014/216853/67145/20191/16649/69754/66148/50721/212999/71735/13853/68653/11983/238799/12461/108672/69923/230908/271564/75669/30056/105787/170770/64209/17762/18969/72265/19164/56702/66233/22088/170762/224008/21752/69019/20472/71446/381686/14725/12534/71175/106042/18761/12464/245944/75734/74203/28084/56044/240055/72825/69276/66449/233726/70478/226432/27057/12122/12190/22218/74504",80
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","74/2508","405/28891",6.76522176618499e-10,8.63411427909359e-08,5.82165136195392e-08,"218952/16971/110521/14479/20869/71805/56217/16798/74007/11545/13395/11479/17263/22059/14281/21815/20666/14573/105352/80288/18027/12166/244058/68799/52463/17701/18129/50791/20377/320027/17826/14561/17126/16419/15182/19646/20742/434215/15901/12705/432442/216805/14314/14083/11491/83925/93759/230597/22793/18550/50523/12914/14465/14725/23863/21416/105083/14232/76905/231014/67326/170441/26401/69121/72183/22772/12579/14463/238247/319922/16948/101809/15229/21869",74
"GO:0072175","GO:0072175","epithelial tube formation","41/2508","168/28891",8.93849743360776e-10,1.107743641435e-07,7.4690895561471e-08,"20733/69718/22412/16911/16870/13542/21815/14573/57265/30841/244058/20377/13800/59024/12387/16371/76779/270685/245866/74143/15110/235626/99377/21393/18643/22420/16974/14725/13544/240641/106042/252973/20471/22160/56044/21418/22772/21677/18707/50768/68588",41
"GO:0007611","GO:0007611","learning or memory","64/2508","331/28891",9.20797395234323e-10,1.107743641435e-07,7.4690895561471e-08,"228994/24088/66860/68667/109880/246317/12227/12064/218461/329165/94109/12326/11980/18174/75786/16412/20418/12846/17260/13853/18762/11820/19224/329934/214230/50876/432572/16402/18163/52335/18203/110147/78405/17762/11441/19164/14402/13048/12288/320974/12914/18013/56469/218038/22335/12424/57138/104015/11548/234593/18574/20238/67869/18479/29813/238871/98388/210274/242202/18227/67092/14810/208922/53324",64
