"seqnames","start","end","gene_symbol","width","strand","enrichment.x","binding_type.x","peak_width_exo.x","peak_width_endo.x","significant.x","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","baseMean","log2FoldChange","lfcSE","stat","pvalue.x","padj","exo_signal","endo_signal","enrichment.y","pvalue.y","binding_type.y","peak_width_exo.y","peak_width_endo.y","significant.y"
"chr1",34750258,34751085,"Arhgef4",828,"*",0,"endo_only",0,884,"False","Promoter (<=1kb)",1,34750581,34807144,56564,1,"226970","ENSMUST00000159021.8",0,"ENSMUSG00000037509","Arhgef4","Rho guanine nucleotide exchange factor 4",3088.455286,0.53277719,0.064246605,8.292690221,1.10715e-16,1.34909e-15,0,56.0054529022482,0,1,"endo_only",0,884,"False"
"chr1",34930034,34930639,"Plekhb2",606,"*",0,"endo_only",0,282,"False","Exon (ENSMUST00000193847.1/ENSMUST00000193847.1, exon 1 of 1)",1,34851837,34863475,11639,1,"226971","ENSMUST00000152654.2",78197,"ENSMUSG00000026123","Plekhb2","pleckstrin homology domain containing, family B (evectins) member 2",1266.354216,0.455572205,0.086106657,5.290789616,1.21789e-07,6.96191e-07,0,5.02882780351321,0,1,"endo_only",0,282,"False"
"chr1",3531624,3531843,"Xkr4",220,"*",0,"endo_only",0,416,"False","Exon (ENSMUST00000192183.1/ENSMUST00000192183.1, exon 1 of 1)",1,3214482,3671498,457017,2,"497097","ENSMUST00000070533.4",139655,"ENSMUSG00000051951","Xkr4","X-linked Kx blood group related 4",NA,NA,NA,NA,NA,NA,0,28.6906848658311,0,1,"endo_only",0,416,"False"
"chr1",38210065,38210345,"Aff3",281,"*",0,"endo_only",0,1074,"False","Exon (ENSMUST00000095027.8/16764, exon 12 of 22)",1,38181262,38197443,16182,2,"16764","ENSMUST00000136641.2",-12622,"ENSMUSG00000037138","Aff3","AF4/FMR2 family, member 3",NA,NA,NA,NA,NA,NA,0,32.1485793810134,0,1,"endo_only",0,1074,"False"
"chr1",46425460,46425706,"Dnah7c",247,"*",0,"endo_only",0,367,"False","Promoter (<=1kb)",1,46425592,46807476,381885,1,"100101919","ENSMUST00000189749.6",0,"ENSMUSG00000101337","Dnah7c","dynein, axonemal, heavy chain 7C",NA,NA,NA,NA,NA,NA,0,11.6868077972208,0,1,"endo_only",0,367,"False"
"chr1",54194342,54195242,"Hecw2",901,"*",0,"endo_only",0,389,"False","Promoter (<=1kb)",1,53806882,54195034,388153,2,"329152","ENSMUST00000087659.10",0,"ENSMUSG00000042807","Hecw2","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",77.25063401,0.644870363,0.252093665,2.558058587,0.010525836,0.028991949,0,27.1404671011512,0,1,"endo_only",0,389,"False"
"chr1",56970858,56971119,"9130024F11Rik",262,"*",0,"endo_only",0,614,"False","Promoter (<=1kb)",1,56971412,56975197,3786,1,"329160","ENSMUST00000135238.3",-293,"ENSMUSG00000087022","9130024F11Rik","RIKEN cDNA 9130024F11 gene",NA,NA,NA,NA,NA,NA,0,36.1231065689007,0,1,"endo_only",0,614,"False"
"chr1",74782669,74783024,"Wnt6",356,"*",0,"endo_only",0,677,"False","Promoter (<=1kb)",1,74782439,74784602,2164,1,"22420","ENSMUST00000189544.1",230,"ENSMUSG00000033227","Wnt6","wingless-type MMTV integration site family, member 6",NA,NA,NA,NA,NA,NA,0,38.0025552959191,0,1,"endo_only",0,677,"False"
"chr1",75450376,75450680,"Asic4",305,"*",0,"endo_only",0,298,"False","Promoter (<=1kb)",1,75450436,75474340,23905,1,"241118","ENSMUST00000113577.7",0,"ENSMUSG00000033007","Asic4","acid-sensing ion channel family member 4",NA,NA,NA,NA,NA,NA,0,3.03665428991296,0,1,"endo_only",0,298,"False"
"chr1",75475918,75476150,"Chpf",233,"*",0,"endo_only",0,365,"False","Promoter (2-3kb)",1,75474576,75478746,4171,2,"74241","ENSMUST00000143496.7",2596,"ENSMUSG00000032997","Chpf","chondroitin polymerizing factor",1466.755882,0.582577554,0.093603482,6.2238876,4.84985e-10,3.50725e-09,0,13.5373458444163,0,1,"endo_only",0,365,"False"
"chr1",75503722,75503961,"Obsl1",240,"*",0,"endo_only",0,1120,"False","Promoter (<=1kb)",1,75496337,75503680,7344,2,"98733","ENSMUST00000127507.7",-42,"ENSMUSG00000026211","Obsl1","obscurin-like 1",1179.130777,0.157283842,0.095965063,1.638969816,0.101219546,0.203196044,0,50.2985870405218,0,1,"endo_only",0,1120,"False"
"chr1",78203836,78204189,"Pax3",354,"*",0,"endo_only",0,458,"False","Distal Intergenic",1,78101270,78197134,95865,2,"18505","ENSMUST00000087086.6",-6702,"ENSMUSG00000004872","Pax3","paired box 3",394.5639303,0.042282124,0.119675068,0.353307711,0.723857766,0.839027302,0,26.0779906909739,0,1,"endo_only",0,458,"False"
"chr1",87475331,87475685,"Snorc",355,"*",0,"endo_only",0,600,"False","Promoter (2-3kb)",1,87472539,87475458,2920,1,"73234","ENSMUST00000191095.1",2792,"ENSMUSG00000026258","Snorc","secondary ossification center associated regulator of chondrocyte maturation",NA,NA,NA,NA,NA,NA,0,12.9924287210307,0,1,"endo_only",0,600,"False"
"chr1",89928656,89928995,"Gbx2",340,"*",0,"endo_only",0,288,"False","Promoter (2-3kb)",1,89927956,89931179,3224,2,"14472","ENSMUST00000036954.8",2184,"ENSMUSG00000034486","Gbx2","gastrulation brain homeobox 2",175.0855369,1.156461054,0.178027058,6.495984738,8.2492e-11,6.3982e-10,0,10.6815222005257,0,1,"endo_only",0,288,"False"
"chr1",91366303,91366752,"Erfe",450,"*",0,"endo_only",0,322,"False","Promoter (<=1kb)",1,91366430,91374217,7788,1,"227358","ENSMUST00000086861.11",0,"ENSMUSG00000047443","Erfe","erythroferrone",72.37111228,0.065256697,0.250712623,0.260284848,0.79464406,0.884350779,0,3.69137261878565,0,1,"endo_only",0,322,"False"
"chr10",120552439,120553188,"Hmga2",750,"*",0,"endo_only",0,526,"False","Distal Intergenic",10,120361275,120476469,115195,2,"15364","ENSMUST00000159699.1",-75970,"ENSMUSG00000056758","Hmga2","high mobility group AT-hook 2",401.9934234,-1.531303533,0.146714114,-10.43732936,1.67455e-25,3.52286e-24,0,20.4350384838072,0,1,"endo_only",0,526,"False"
"chr10",121586242,121586510,"Tbk1",269,"*",0,"endo_only",0,1410,"False","Promoter (<=1kb)",10,121571901,121586741,14841,2,"56480","ENSMUST00000219493.1",231,"ENSMUSG00000020115","Tbk1","TANK-binding kinase 1",1065.646197,-0.284272397,0.086670392,-3.279925122,0.001038346,0.003548488,0,199.363730491462,0,1,"endo_only",0,1410,"False"
"chr10",122802275,122802612,"Ppm1h",338,"*",0,"endo_only",0,879,"False","Exon (ENSMUST00000162853.7/319468, exon 3 of 6)",10,122811244,122815871,4628,1,"319468","ENSMUST00000159885.1",-8632,"ENSMUSG00000034613","Ppm1h","protein phosphatase 1H (PP2C domain containing)",211.8787183,1.218413895,0.168405595,7.23499655,4.65541e-13,4.30633e-12,0,38.0678161526201,0,1,"endo_only",0,879,"False"
"chr10",126928336,126928636,"Atp23",301,"*",0,"endo_only",0,1335,"False","Distal Intergenic",10,126868427,126901355,32929,2,"68876","ENSMUST00000026504.12",-26981,"ENSMUSG00000025436","Atp23","ATP23 metallopeptidase and ATP synthase assembly factor homolog",234.4320836,-0.678941112,0.144298435,-4.705117658,2.5372e-06,1.24901e-05,0,169.027842146337,0,1,"endo_only",0,1335,"False"
"chr10",127059284,127060460,"Marchf9",1177,"*",0,"endo_only",0,462,"False","Promoter (<=1kb)",10,127055011,127060184,5174,2,"216438","ENSMUST00000040307.5",0,"ENSMUSG00000040502","Marchf9","membrane associated ring-CH-type finger 9",NA,NA,NA,NA,NA,NA,0,22.2301807004148,0,1,"endo_only",0,462,"False"
"chr10",127535010,127535219,"Nxph4",210,"*",0,"endo_only",0,699,"False","Promoter (<=1kb)",10,127525473,127534559,9087,2,"104080","ENSMUST00000095266.2",-451,"ENSMUSG00000040258","Nxph4","neurexophilin 4",NA,NA,NA,NA,NA,NA,0,33.6339746960822,0,1,"endo_only",0,699,"False"
"chr10",128909881,128910349,"Cd63",469,"*",0,"endo_only",0,925,"False","Promoter (<=1kb)",10,128909699,128912815,3117,1,"12512","ENSMUST00000026407.8",182,"ENSMUSG00000025351","Cd63","CD63 antigen",11124.68761,0.052548061,0.05338782,0.984270585,0.324982488,0.497992346,0,127.249259297075,0,1,"endo_only",0,925,"False"
"chr10",19849468,19849700,"Slc35d3",233,"*",0,"endo_only",0,471,"False","Promoter (1-2kb)",10,19847916,19851459,3544,2,"76157","ENSMUST00000059805.5",1759,"ENSMUSG00000050473","Slc35d3","solute carrier family 35, member D3",NA,NA,NA,NA,NA,NA,0,17.0983988155889,0,1,"endo_only",0,471,"False"
"chr10",24223586,24223967,"Moxd1",382,"*",0,"endo_only",0,892,"False","Promoter (<=1kb)",10,24223545,24231199,7655,1,"59012","ENSMUST00000154916.1",41,"ENSMUSG00000020000","Moxd1","monooxygenase, DBH-like 1",50.46923665,-1.989636898,0.325539892,-6.111806711,9.85095e-10,6.9443e-09,0,32.1904781823979,0,1,"endo_only",0,892,"False"
"chr10",29148176,29148387,"Soga3",212,"*",0,"endo_only",0,689,"False","Promoter (<=1kb)",10,29147797,29196463,48667,1,"67412","ENSMUST00000214863.1",379,"ENSMUSG00000038916","Soga3","SOGA family member 3",523.6250337,0.891204794,0.102845852,8.665442251,4.49764e-18,6.02769e-17,0,11.8479304394875,0,1,"endo_only",0,689,"False"
"chr10",39926751,39927081,"Mfsd4b2",331,"*",0,"endo_only",0,285,"False","Promoter (<=1kb)",10,39920380,39926923,6544,2,"72045","ENSMUST00000045526.4",0,"ENSMUSG00000121468","Mfsd4b2","major facilitator superfamily domain containing 4B2",NA,NA,NA,NA,NA,NA,0,9.8279528016888,0,1,"endo_only",0,285,"False"
"chr10",42635778,42636254,"Ostm1",477,"*",0,"endo_only",0,370,"False","Intron (ENSMUST00000105497.7/14628, intron 2 of 5)",10,42678916,42702459,23544,1,"14628","ENSMUST00000040718.5",-42662,"ENSMUSG00000038280","Ostm1","osteopetrosis associated transmembrane protein 1",1632.799285,-0.620571918,0.079031077,-7.852251808,4.08633e-15,4.4609e-14,0,9.89716899866436,0,1,"endo_only",0,370,"False"
"chr10",43456275,43456537,"Bend3",263,"*",0,"endo_only",0,564,"False","Exon (ENSMUST00000178135.2/ENSMUST00000178135.2, exon 1 of 1)",10,43478831,43515396,36566,1,"331623","ENSMUST00000167488.8",-22294,"ENSMUSG00000038214","Bend3","BEN domain containing 3",830.5076708,0.524326458,0.089657081,5.848132179,4.97123e-09,3.30726e-08,0,16.8824942000853,0,1,"endo_only",0,564,"False"
"chr10",61978049,61979302,"Col13a1",1254,"*",0,"endo_only",0,301,"False","Promoter (<=1kb)",10,61838236,61979073,140838,2,"12817","ENSMUST00000105452.8",0,"ENSMUSG00000058806","Col13a1","collagen, type XIII, alpha 1",NA,NA,NA,NA,NA,NA,0,27.9172692509633,0,1,"endo_only",0,301,"False"
"chr10",62949130,62949337,"Dna2",208,"*",0,"endo_only",0,656,"False","Promoter (2-3kb)",10,62947110,62966135,19026,1,"327762","ENSMUST00000129785.1",2020,"ENSMUSG00000036875","Dna2","DNA replication helicase/nuclease 2",898.7456866,-0.666191042,0.084403556,-7.892926209,2.95182e-15,3.26219e-14,0,35.2475190027971,0,1,"endo_only",0,656,"False"
"chr10",74925476,74925729,"Gnaz",254,"*",0,"endo_only",0,756,"False","Distal Intergenic",10,74967177,75016907,49731,1,"14687","ENSMUST00000037813.4",-41448,"ENSMUSG00000040009","Gnaz","guanine nucleotide binding protein, alpha z subunit",332.1307034,0.647116237,0.121868768,5.30994322,1.09659e-07,6.29398e-07,0,26.4816220303775,0,1,"endo_only",0,756,"False"
"chr10",77902087,77902537,"Lrrc3",451,"*",0,"endo_only",0,396,"False","Promoter (<=1kb)",10,77897575,77902536,4962,2,"237387","ENSMUST00000057608.4",0,"ENSMUSG00000051652","Lrrc3","leucine rich repeat containing 3",NA,NA,NA,NA,NA,NA,0,10.3404382784922,0,1,"endo_only",0,396,"False"
"chr10",79716261,79718040,"Hcn2",1780,"*",0,"endo_only",0,557,"False","Promoter (<=1kb)",10,79716634,79736108,19475,1,"15166","ENSMUST00000020581.2",0,"ENSMUSG00000020331","Hcn2","hyperpolarization-activated, cyclic nucleotide-gated K+ 2",79.70888355,1.612577025,0.256641839,6.283375423,3.313e-10,2.43522e-09,0,14.7407350997447,0,1,"endo_only",0,557,"False"
"chr10",79739313,79739593,"Polrmt",281,"*",0,"endo_only",0,870,"False","Promoter (<=1kb)",10,79736127,79739374,3248,2,"216151","ENSMUST00000161662.7",0,"ENSMUSG00000020329","Polrmt","polymerase (RNA) mitochondrial (DNA directed)",693.5409795,0.421843821,0.102673657,4.108588621,3.98084e-05,0.00016938,0,28.2585139019589,0,1,"endo_only",0,870,"False"
"chr10",79903012,79903288,"Med16",277,"*",0,"endo_only",0,620,"False","Exon (ENSMUST00000105378.8/216154, exon 5 of 15)",10,79898236,79899685,1450,2,"216154","ENSMUST00000170375.1",-3327,"ENSMUSG00000013833","Med16","mediator complex subunit 16",932.0565778,0.413707245,0.093938098,4.404041104,1.06253e-05,4.86898e-05,0,45.1970365909943,0,1,"endo_only",0,620,"False"
"chr10",79959868,79960557,"Wdr18",690,"*",0,"endo_only",0,741,"False","Promoter (<=1kb)",10,79960152,79970203,10052,1,"216156","ENSMUST00000045247.8",0,"ENSMUSG00000035754","Wdr18","WD repeat domain 18",1018.402813,0.001968567,0.082470881,0.023869849,0.980956425,0.990283159,0,23.7699575267078,0,1,"endo_only",0,741,"False"
"chr10",80348380,80348711,"Adamtsl5",332,"*",0,"endo_only",0,574,"False","Promoter (<=1kb)",10,80339793,80348412,8620,2,"66548","ENSMUST00000124789.7",0,"ENSMUSG00000043822","Adamtsl5","ADAMTS-like 5",NA,NA,NA,NA,NA,NA,0,31.314122390588,0,1,"endo_only",0,574,"False"
"chr10",80381560,80382565,"Mex3d",1006,"*",0,"endo_only",0,431,"False","Exon (ENSMUST00000122709.1/ENSMUST00000122709.1, exon 1 of 1)",10,80380355,80387659,7305,2,"237400","ENSMUST00000105350.2",5094,"ENSMUSG00000048696","Mex3d","mex3 RNA binding family member D",1069.318901,-0.026465391,0.09434418,-0.280519593,0.779078896,0.874939628,0,35.3459647152142,0,1,"endo_only",0,431,"False"
"chr10",80568989,80569260,"Rexo1",272,"*",0,"endo_only",0,912,"False","Exon (ENSMUST00000038558.8/118445, exon 2 of 2)",10,80540925,80561560,20636,2,"66932","ENSMUST00000057910.15",-7429,"ENSMUSG00000047417","Rexo1","REX1, RNA exonuclease 1",1117.380704,0.206133355,0.091706206,2.247757957,0.024591628,0.061374318,0,22.0718184286159,0,1,"endo_only",0,912,"False"
"chr10",80691139,80691432,"Mob3a",294,"*",0,"endo_only",0,971,"False","Promoter (2-3kb)",10,80691218,80693736,2519,2,"208228","ENSMUST00000220138.1",2304,"ENSMUSG00000003348","Mob3a","MOB kinase activator 3A",235.6385458,-0.380636094,0.168490927,-2.259089565,0.023877814,0.059809279,0,32.1575177871606,0,1,"endo_only",0,971,"False"
"chr10",80932193,80932449,"Gadd45b",257,"*",0,"endo_only",0,641,"False","Promoter (1-2kb)",10,80930812,80931759,948,1,"17873","ENSMUST00000219449.1",1381,"ENSMUSG00000015312","Gadd45b","growth arrest and DNA-damage-inducible 45 beta",NA,NA,NA,NA,NA,NA,0,25.188608795909,0,1,"endo_only",0,641,"False"
"chr10",81332456,81333187,"Tbxa2r",732,"*",0,"endo_only",0,306,"False","5' UTR",10,81328731,81335172,6442,1,"21390","ENSMUST00000220312.1",3725,"ENSMUSG00000034881","Tbxa2r","thromboxane A2 receptor",NA,NA,NA,NA,NA,NA,0,18.8313741295262,0,1,"endo_only",0,306,"False"
"chr10",81363994,81364952,"Tektip1",959,"*",0,"endo_only",0,1292,"False","Promoter (<=1kb)",10,81363067,81364854,1788,2,"432479","ENSMUST00000131736.7",0,"ENSMUSG00000020234","Tektip1","tektin bundle interacting protein 1",NA,NA,NA,NA,NA,NA,0,54.914681022268,0,1,"endo_only",0,1292,"False"
"chr10",81430029,81431239,"Nfic",1211,"*",0,"endo_only",0,358,"False","Promoter (<=1kb)",10,81400953,81431005,30053,2,"18029","ENSMUST00000117966.1",0,"ENSMUSG00000055053","Nfic","nuclear factor I/C",1212.41748,1.491371948,0.095182231,15.6685962,2.47996e-55,1.96959e-53,0,20.1455026932318,0,1,"endo_only",0,358,"False"
"chr10",82083367,82083670,"Zfp873",304,"*",0,"endo_only",0,680,"False","5' UTR",10,82058417,82061329,2913,1,"408062","ENSMUST00000105313.1",24950,"ENSMUSG00000061371","Zfp873","zinc finger protein 873",272.9259915,-0.06347369,0.150918429,-0.420582764,0.674059782,0.803912176,0,54.3014514690191,0,1,"endo_only",0,680,"False"
"chr10",83191291,83191713,"Slc41a2",423,"*",0,"endo_only",0,883,"False","Exon (ENSMUST00000040110.7/58250, exon 3 of 3)",10,83301016,83304375,3360,2,"338365","ENSMUST00000139329.1",112662,"ENSMUSG00000034591","Slc41a2","solute carrier family 41, member 2",1130.428404,0.620826352,0.082082083,7.563481896,3.9242e-14,3.99474e-13,0,41.7835354742649,0,1,"endo_only",0,883,"False"
"chr10",88459494,88459991,"Sycp3",498,"*",0,"endo_only",0,323,"False","Promoter (<=1kb)",10,88459569,88473235,13667,1,"20962","ENSMUST00000020252.9",0,"ENSMUSG00000020059","Sycp3","synaptonemal complex protein 3",NA,NA,NA,NA,NA,NA,0,3.29140716658351,0,1,"endo_only",0,323,"False"
"chr10",90135095,90135391,"Anks1b",297,"*",0,"endo_only",0,279,"False","Intron (ENSMUST00000183156.7/77531, intron 8 of 25)",10,90071111,90079463,8353,1,"77531","ENSMUST00000183109.1",63984,"ENSMUSG00000058589","Anks1b","ankyrin repeat and sterile alpha motif domain containing 1B",933.8736881,0.827374309,0.091826413,9.010199605,2.05682e-19,3.02704e-18,0,2.90868877523613,0,1,"endo_only",0,279,"False"
"chr11",100356431,100356663,"Hap1",233,"*",0,"endo_only",0,792.5,"False","Promoter (<=1kb)",11,100347327,100356128,8802,2,"15114","ENSMUST00000138603.8",-303,"ENSMUSG00000006930","Hap1","huntingtin-associated protein 1",802.8438343,1.354916378,0.101003321,13.41457258,4.96789e-41,2.25267e-39,0,149.213287524901,0,1,"endo_only",0,792.5,"False"
"chr11",100440746,100441142,"Nt5c3b",397,"*",0,"endo_only",0,309,"False","Promoter (<=1kb)",11,100422321,100441089,18769,2,"68106","ENSMUST00000107399.8",0,"ENSMUSG00000017176","Nt5c3b","5'-nucleotidase, cytosolic IIIB",936.0413135,-0.560727479,0.099449714,-5.638301599,1.71736e-08,1.07536e-07,0,15.8074225324486,0,1,"endo_only",0,309,"False"
"chr11",100708535,100708742,"Kat2a",208,"*",0,"endo_only",0,640,"False","Exon (ENSMUST00000153526.7/14534, exon 10 of 18)",11,100704746,100712173,7428,2,"14534","ENSMUST00000153526.7",3431,"ENSMUSG00000020918","Kat2a","K(lysine) acetyltransferase 2A",1667.220258,0.551265632,0.075969543,7.256403118,3.97519e-13,3.70264e-12,0,26.1758003042224,0,1,"endo_only",0,640,"False"
"chr11",100713863,100714278,"Hspb9",416,"*",0,"endo_only",0,480,"False","Promoter (<=1kb)",11,100713922,100714573,652,1,"75482","ENSMUST00000017976.2",0,"ENSMUSG00000017832","Hspb9","heat shock protein, alpha-crystallin-related, B9",NA,NA,NA,NA,NA,NA,0,22.622081057011,0,1,"endo_only",0,480,"False"
"chr11",100860284,100860610,"Stat5a",327,"*",0,"endo_only",0,478,"False","Promoter (<=1kb)",11,100860345,100863220,2876,1,"20850","ENSMUST00000138083.7",0,"ENSMUSG00000004043","Stat5a","signal transducer and activator of transcription 5A",56.13439053,-0.020323315,0.30540801,-0.0665448,0.946944092,0.972298317,0,12.7860723820583,0,1,"endo_only",0,478,"False"
"chr11",101260496,101260867,"Wnk4",372,"*",0,"endo_only",0,1028,"False","Promoter (<=1kb)",11,101260567,101277409,16843,1,"69847","ENSMUST00000139487.7",0,"ENSMUSG00000035112","Wnk4","WNK lysine deficient protein kinase 4",75.4833898,-0.236147026,0.26884998,-0.878359842,0.37974847,0.555392827,0,57.3049159526002,0,1,"endo_only",0,1028,"False"
