"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901653","GO:1901653","cellular response to peptide","216/9653","346/28891",1.33514325017209e-28,5.2762581733935e-27,1.75248263581639e-27,"20848/22628/11747/70556/12286/107607/17274/16453/15370/23797/232975/74741/18227/14158/107508/22352/101772/83946/15387/68922/211007/12631/23886/227358/104215/18710/110157/17975/20662/12702/19268/26379/18747/56717/20779/26409/56637/51788/13688/16451/75747/18770/56436/83431/13838/210789/228869/23830/19303/12877/14683/14783/72999/22278/18709/14678/20528/18124/53610/74551/230514/329877/19267/58994/18604/69178/19255/18708/14289/13033/18024/98415/107351/229709/20787/22724/19141/69816/72508/20588/52892/19211/18706/26395/12192/19016/18753/171429/54721/216233/19055/72674/26457/16367/12568/17246/56041/74142/231070/79221/18761/170731/29815/67972/65019/110784/18607/20411/19653/20683/11789/12703/19246/320706/12295/230796/16001/11820/17978/20663/20276/22433/12387/13685/12927/18479/16971/20278/228775/19387/11652/16362/18053/67389/231207/72993/18795/16369/20913/17973/18605/117150/53322/21906/192656/20383/213053/17118/64899/22318/232339/237542/20660/14732/12988/20402/23921/20393/50915/19877/19271/19084/11610/19325/11514/22059/56458/16846/17913/18033/384783/14234/106572/18762/606496/16370/14083/26569/102193/15461/16452/18746/74143/26413/216190/229877/14600/14245/19062/56017/68328/240675/14360/16332/24051/19262/230103/18760/14784/16337/19878/20851/100102/17918/93759/18759/19164/20430/20850/16800/110355/192157/19247/19353/19697/14527",216
"GO:0072659","GO:0072659","protein localization to plasma membrane","201/9653","315/28891",1.62170960355787e-28,6.36987875191427e-27,2.11572321484902e-27,"80297/11845/83997/16854/235281/17274/22350/74741/57440/192786/192176/98741/233575/76108/67830/12215/279561/104215/20909/238331/67378/56297/20280/18720/226849/13660/233977/67300/53869/18222/13837/11773/16400/12323/74117/18709/232670/102502/106039/14252/329877/16776/228136/14251/218503/18708/50721/21803/70231/26941/16795/76089/19339/20742/224624/16500/72293/12048/57437/52892/22319/19206/230784/21983/235574/93835/65962/217344/16480/76499/17846/12995/319740/12568/19340/105193/104718/20334/56334/13483/217124/11733/16456/328778/20411/235442/16413/13383/13853/76740/98878/69847/11735/217143/11426/217893/56374/11933/16971/232341/11652/16412/14168/72993/12306/108058/108686/65106/53330/233489/665113/23969/56224/22318/13844/75788/20660/12361/12988/12558/233651/19877/75695/67020/226791/19325/106522/67457/23991/20194/21937/269109/19349/13836/18777/16974/106572/18762/241263/14694/17387/76742/217371/57816/53328/56212/260302/53612/102193/18483/53331/332175/17761/69660/16553/18195/19062/52588/11461/116733/68328/56461/71648/234678/56217/207304/668212/17356/80291/18196/84652/216831/213056/69301/56294/217154/19684/74998/19878/70546/54214/58998/17918/232086/70423/66629/18759/13649/18441/16514/72287/105782/22416/11931/13731/12296/19353/20910/100017/242274/19376",201
"GO:0071559","GO:0071559","response to transforming growth factor beta","170/9653","252/28891",1.67086088454315e-28,6.523403248629e-27,2.16671560487682e-27,"12912/14281/20848/80707/20869/20190/70673/114716/16476/22284/107321/217351/75901/67326/71954/19646/53618/23988/224109/14828/16969/12579/20779/26409/20901/107586/23939/238247/17684/216869/24136/19303/12577/16400/66354/26356/74117/17130/14815/21803/107392/14718/170441/14573/27528/17127/21813/56330/53378/245688/24064/93836/13433/328365/170676/353310/12192/19016/56424/68010/80288/18550/11502/12929/19042/66513/69260/16998/21814/18099/76905/11906/214384/12164/11783/320910/20482/114715/380664/328572/20466/269003/13430/18119/67903/246154/16001/12914/20340/22433/102141/16971/20682/108075/50523/269275/72993/20481/20289/52592/114249/75788/218952/12193/26401/20872/21812/60406/19877/15446/12399/12633/16948/71785/434215/22059/19272/12167/22793/214162/56440/56213/12005/14106/17283/100044509/21809/216805/15182/12394/20679/17128/101809/17126/14083/15258/21417/20678/105352/433759/15379/216190/17129/17260/65960/22408/17125/235505/14360/171463/56217/12156/12683/14118/23863/19878/93759/18854/94093/16798/241639/80859/56320/24063/241226/386655/68939/12166/52662/14479",170
"GO:0032970","GO:0032970","regulation of actin filament-based process","242/9653","402/28891",1.85447903593023e-28,7.19693331249332e-27,2.39042523068221e-27,"14787/20271/59030/21754/11845/12386/20312/56188/58234/213556/70497/243961/18693/22411/12614/12721/14158/668940/20563/58226/101497/192176/57028/12631/75477/620235/232906/216033/50873/16885/76709/19720/74192/56717/66214/13144/13605/233977/13860/216965/56716/56699/29816/14489/64930/17886/23830/13837/24136/19303/22417/80880/319710/74117/18709/234695/13640/268970/238871/227753/11938/14248/50768/13829/83964/218397/18708/21803/52428/14086/320827/18016/11465/17127/73205/20742/107351/211556/75547/107702/12288/11928/22003/13609/277360/18706/56431/27360/16480/18753/99889/76499/211673/102098/22323/207278/16423/101314/20535/104027/12798/18761/170731/108100/16456/223601/234854/328572/16413/544963/50875/236266/13383/109620/14745/109880/19230/268396/434204/27385/63985/242687/11840/18479/68732/16971/28006/20971/12340/319277/14168/24088/11350/104445/12343/20741/18003/17973/76707/108686/93840/245880/13169/213649/218952/11539/230824/12488/192197/26401/21872/21812/65970/11853/19877/83767/225115/18484/14026/170758/20191/74392/11554/170643/15901/17913/20194/231637/56753/21809/211401/15182/56212/22388/17974/102774/12632/12182/234686/14463/17128/18186/76884/20410/23999/223593/78757/242553/15461/21333/234094/207495/17260/14260/225288/208177/19240/19062/13839/77569/14063/12540/68178/20740/237860/319262/235041/93742/12569/245857/56363/18754/16765/14758/330938/216831/30948/12345/18760/23789/19684/14784/13717/19878/329165/20401/18643/56378/20430/19219/21916/68760/20356/16798/68667/72754/69710/243725/330953/20947/56320/19353",242
"GO:0006605","GO:0006605","protein targeting","195/9653","303/28891",2.0770365782772e-28,8.01266313322293e-27,2.66136579108826e-27,"75266/30055/22628/71446/18693/26422/74741/12300/22284/22631/76055/224727/57743/11776/100504663/15525/14652/14828/75387/238331/76709/216363/103737/12177/15519/68818/503610/270096/381038/69754/52838/67095/17713/668173/77254/68729/15510/15444/74117/18633/11781/75669/13829/11632/13830/16795/19305/53333/73078/218441/269113/56330/17113/20787/54401/21855/16500/27058/56208/57437/19259/15481/17714/17999/74043/66384/14545/59079/225326/54208/68653/21856/30056/12568/216440/70796/66541/170731/67437/69276/27057/70297/67713/235442/16413/20661/30058/17938/15239/67903/12295/11735/229801/56273/68617/15114/11426/68512/56715/78688/56428/194309/107305/17920/56535/18479/11652/74718/385493/56794/50754/20913/192950/69923/22630/432486/64209/66169/71146/56322/75788/11539/20660/110862/27008/20510/75608/67025/93757/53421/245944/65098/29810/192193/12492/239766/21854/217337/69019/230895/223696/70605/72170/17913/23991/80982/19349/68268/56462/11774/606496/58869/20813/260302/75965/224824/28185/66661/209018/170829/69821/18634/102193/15461/67952/271564/68943/66449/75734/252903/332175/53412/19062/66525/116733/14360/66887/93742/12569/20973/67145/70478/192167/18220/70546/18854/108672/218544/72587/72129/66148/20335/12578/72825/224454",195
"GO:0010631","GO:0010631","epithelial cell migration","207/9653","328/28891",2.21936857873818e-28,8.5110815140841e-27,2.8269129514292e-27,"107831/23892/21754/11845/16336/13615/14172/14462/232227/14751/15370/23797/12721/13482/16476/20563/18133/11855/16590/107321/22346/21907/12339/69683/12215/18710/15289/26406/243362/68750/15185/56717/67916/20779/14461/66214/192119/56426/328949/338366/12317/53869/17886/15368/230738/18570/24136/19303/16400/18709/60595/212307/19015/54357/320736/21803/20583/17395/18015/20315/18024/16600/12512/21813/107351/11947/19141/73608/18128/14645/19211/71093/67784/20778/101540/16480/19016/54485/76499/72674/11502/63953/104831/16367/21814/330662/76905/14173/79221/11818/13001/14182/114715/105844/109333/16542/380664/18607/68585/15507/16413/20683/11789/68813/14775/269608/67903/18606/17257/69216/70097/13036/23871/22339/11426/20620/55982/20613/13197/12927/20682/22421/16412/108655/74030/50754/11350/52014/13846/238328/76707/11881/101401/23790/11819/18803/20807/16410/192197/12554/15251/21812/319939/19877/11852/105940408/14026/18704/64074/14389/23938/12767/23991/26921/22418/384783/14234/56753/11816/13836/69601/19274/15200/17128/18186/14083/21333/68743/17260/56233/73230/13642/17311/235041/68328/332397/18591/18754/12168/320924/18760/23789/263803/52392/19878/56048/93759/20401/11946/68992/18643/384009/20356/20850/12159/19876/18438/241639/19247/19270/13731/12822/19353/74769/11541/21390/22341",207
"GO:0006470","GO:0006470","protein dephosphorylation","161/9653","235/28891",3.07104635550119e-28,1.17079126058843e-26,3.8887243325077e-27,"19281/252864/19052/52036/20869/19205/101568/67857/19243/19244/67603/100072/57028/104570/19056/23988/19046/19268/110854/14673/226849/108954/19248/24000/59046/64930/12315/319468/80915/67121/19043/12234/382030/227292/14678/72102/12530/19266/19267/50768/19255/72349/12953/227059/21803/14050/26932/19258/19060/54401/218294/14048/19259/226591/19211/103583/74521/54720/18753/67238/71782/51792/19055/63953/104831/19042/12314/26931/19054/217124/67655/77976/19252/74585/243819/382051/19246/19280/13853/52468/19263/19049/53892/80281/228361/235584/14049/72391/75454/14208/19273/21770/66849/229776/19045/17973/56405/225849/235542/11539/12313/242083/320717/19877/19271/11431/13003/19250/70686/79560/70351/19272/268373/17872/107895/15194/71887/231637/218232/435391/19283/17931/12043/19274/71474/26936/19058/50791/100336/71978/16452/232941/68943/105352/11640/19249/545622/73699/24018/66525/237860/19047/319520/245857/56876/19262/18218/56294/19878/320024/244650/19247/19270/20947/67446/19276/114774/74302/67905/19053/52065",161
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","163/9653","239/28891",3.19899007954957e-28,1.21243594769361e-26,4.02704506782324e-27,"72621/11845/14462/67052/20869/13385/22411/22350/16905/246710/75786/54132/13191/12631/74025/104215/232906/241324/56637/27060/16870/101706/15519/22390/15516/83431/59041/56150/17886/16772/15205/20733/58220/74117/234695/18472/14252/270190/270163/227753/110829/216274/83964/53310/14086/26941/56513/23954/71653/107351/67588/17758/18763/24064/14048/17925/209630/54141/14107/103583/18508/13589/76499/211673/12929/22343/11843/244585/78906/232288/223601/68053/15227/11789/69581/16568/13383/19157/11735/16001/244329/81601/68617/11426/214444/18479/22421/17755/16523/15183/16412/14168/107338/108030/102124/13498/11350/217325/22342/56332/22422/50525/76707/360013/217335/93840/76123/72080/94190/232174/16536/20616/74206/66713/12615/15223/19325/15213/170758/13518/15194/240641/22418/386649/269152/18762/106042/56212/22388/193385/338362/57342/75770/78757/69697/11352/19159/20469/70385/208177/12540/11461/228543/93742/233066/56217/207792/243548/26951/74998/67839/66629/20401/18759/16800/105782/241639/72823/19353/24063/15208/242274/18817",163
"GO:0050890","GO:0050890","cognition","227/9653","371/28891",3.46289528173785e-28,1.30482699540366e-26,4.33391728956788e-27,"67075/12912/110648/57138/53324/268934/12064/108012/76898/73181/72961/210274/58234/20614/17242/243961/74653/16917/225872/18014/232975/23829/18227/211323/53418/75786/16476/16590/14811/329934/70237/76574/224938/50873/54006/14652/64085/80286/55963/68526/70028/13167/76071/56717/20238/12661/19085/13688/72635/231380/11838/17536/57340/13653/15357/64930/110147/14810/16400/14683/13411/18472/20528/114142/26889/13048/18190/238871/66259/18163/18015/22215/16795/218461/17754/100609/19165/21375/195208/19141/353342/12288/12918/19211/18013/260297/21983/54720/18508/27103/68318/58800/211612/13356/12568/11843/13983/432572/15572/104027/214585/12326/382056/110891/12444/14667/18216/14371/20320/328572/11548/71722/11419/101489/224671/13853/17257/16402/109880/19049/19224/11820/12914/20620/67979/63985/320790/18479/13488/11538/16412/14168/24088/18795/545156/14790/14156/11350/18003/65106/233489/241656/320127/18212/16835/216963/20807/13844/70207/11539/228994/18203/56469/20510/232333/16536/15251/19699/18121/20393/64378/16440/52335/11980/14812/22333/11514/11554/18430/13798/214162/21833/15194/214230/11816/15932/19283/208431/18762/17967/241263/53328/110893/15566/12367/12667/11438/99296/319984/53901/21333/68942/55934/11352/20443/98388/17260/104015/18032/22335/19088/67869/259277/12227/208922/109857/11441/18174/15567/15465/13123/14266/71175/12846/232813/17309/329165/19164/13649/106763/18049/20430/268354/12801/68667/241226/13491",227
"GO:0019439","GO:0019439","aromatic compound catabolic process","271/9653","467/28891",4.25531474538284e-28,1.59414421183966e-26,5.29486988397195e-27,"13368/18148/22057/234594/71723/51810/227656/50783/28114/226517/113868/19205/378430/21379/268420/107585/192170/23879/233908/22352/217351/18577/75901/57028/12497/338359/18950/70640/213541/229096/330474/67031/13207/74167/13211/108077/19704/14464/56717/27998/233033/237868/192119/12696/66422/70047/230753/19819/15381/16549/11486/22687/71997/229663/19826/15368/230738/14874/11920/232791/78893/15452/227331/103850/326622/14853/633285/17350/22695/15384/228859/72308/56422/110959/72416/13164/73158/22030/76025/19317/12495/14573/234344/11991/67440/53893/225363/233016/269523/69125/93685/100342/76014/245474/230721/213484/225929/214290/18458/71891/67493/17308/14904/110391/269378/12192/50755/16341/53872/230908/24128/213449/239528/140488/381101/67207/15572/103135/100328588/214150/105446/110809/74203/56463/11783/72068/13804/74480/74108/217980/75420/22608/66362/11666/227715/56055/70439/12457/108767/234069/74133/213988/327762/77134/71701/74645/17149/22339/230594/11792/13555/66373/214133/74326/236511/66446/112403/11717/15568/233789/231413/268491/24127/232449/268721/140486/381305/17161/66454/52477/56190/233833/14156/15473/619605/75388/68544/319817/194388/224794/18605/100715/213550/27756/67923/80913/244551/76768/217827/230718/17766/12193/228994/231464/80912/12028/56690/17164/245944/68134/19877/207728/14198/110446/110074/109075/319885/387609/104625/72162/237400/52502/78428/56403/212943/23959/77305/67993/210529/18983/14430/18585/57319/20823/109778/103677/72446/50773/210106/208194/78651/208718/12496/66583/75686/66094/67153/75553/16434/12227/208922/52830/14265/319765/56045/332397/12683/78373/234699/13423/14544/66587/353190/12846/18772/107569/19878/214597/213236/76952/14359/69724/66194/330260/72587/50912/72544/12578/67673/218693/14204",271
"GO:1902115","GO:1902115","regulation of organelle assembly","157/9653","229/28891",1.26118214355056e-27,4.69754107606391e-26,1.56026466035142e-26,"18148/67046/21754/234594/74383/51810/54673/12404/329015/74342/22350/54609/74256/232906/108989/109242/80749/26419/230872/76709/14804/232944/56717/20779/52184/76308/56637/17152/101706/17427/76983/67064/53869/52639/100855/110147/68729/54197/20333/68953/380614/64143/13641/227753/18286/19266/23881/27041/19822/78246/14086/18016/69871/219103/66061/72404/234776/73205/382253/53378/17758/22241/56208/195208/329795/54141/193740/235072/67846/53872/269702/77832/11843/70799/225523/72068/170731/17245/26420/53860/234854/20873/236266/20844/13430/70300/19280/71732/213027/14745/319675/15114/105513/20620/214444/20971/22224/217692/11793/332110/117150/108686/234852/20460/13494/13844/76123/231464/75608/381644/227738/170625/225898/208092/21821/67841/104625/225875/106633/15194/22418/71116/72844/13424/216846/66371/102774/193385/17128/215351/16180/226407/272381/68943/68942/73420/15511/66573/209478/622408/14569/20479/217449/19684/73340/69150/225020/76561/72587/16800/74694/101565/231225/319565/74302/108079/18817",157
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","216/9653","350/28891",1.29971960788074e-27,4.81341873067148e-26,1.5987528409721e-26,"75406/69183/241113/12064/67876/73181/17448/15929/12859/70556/70673/27369/18976/227197/67126/20463/67680/12398/12850/56451/11977/269224/12868/15975/11564/19046/15289/215951/67885/66592/18747/56717/595136/56637/74178/17449/269951/20512/12974/11950/110094/75530/22273/68194/15926/18810/16548/56327/12858/18627/54646/14936/14683/14783/14004/67130/68015/68077/68202/18124/17869/66916/13063/66046/57320/319801/69089/227731/239017/11364/11957/217166/67267/11429/69181/269523/11947/66377/66170/66114/109042/18706/12861/228966/214917/58805/53601/16367/14533/52637/66972/105193/17991/63873/68267/105675/17995/11428/68342/12867/67273/66414/66043/170731/18597/20411/11666/11548/14387/271221/50776/68197/13853/13603/16155/66128/71701/16195/68375/66594/18432/66945/68263/67003/56428/66218/72759/11652/14194/12866/18021/66849/19045/64602/18605/66052/209692/68002/68198/80913/11958/72900/13382/14297/74185/12028/14711/15251/93757/14385/245944/18293/26380/207728/56351/21416/407785/105651/22059/16846/78830/11554/14583/76824/72170/110826/102093/384783/74450/110842/100126824/108099/104130/11949/76487/216805/11639/606496/52331/14467/66091/11474/216558/22113/68943/53412/16828/110095/70316/26914/19062/71804/28080/230075/67834/67892/104112/19047/18679/235339/78920/69702/16337/67472/77559/17685/54405/11946/12359/67264/66148/50799/20917/14527/27357/108037",216
"GO:0032886","GO:0032886","regulation of microtubule-based process","175/9653","265/28891",1.324220123129e-27,4.8762901238631e-26,1.61963525825288e-26,"18148/59030/20869/51810/11747/100502766/13548/228421/66793/75786/52004/66917/13191/74256/26903/102693/108989/26419/93670/232944/100732/15185/67378/56637/101706/216965/67064/67300/103573/98956/328108/30839/56036/13837/68729/56327/66140/68953/13411/18472/212307/13640/66679/19822/235661/13367/99512/69871/219103/76895/66061/17754/74393/56706/54375/18763/73668/11603/329795/12449/54141/14894/193740/12576/100048534/13589/68041/72119/76499/59040/78798/70799/74187/63873/105439/68566/107503/225523/21335/17245/67774/15505/20873/11789/16568/236266/66468/17257/78926/319675/12009/260315/244329/15114/105513/11426/20620/227634/68001/54126/214444/18479/17755/207686/29877/27050/68270/14168/11350/83679/332110/50525/76707/234852/20460/75991/216963/13494/76123/75608/80986/20393/17760/19877/225898/208092/209334/74019/270058/12695/74392/23991/72948/13424/69329/66371/57752/102774/193385/215351/68121/16783/21333/69697/68942/73420/15511/380684/17475/208177/12569/16765/20479/232539/330938/14544/108903/14228/19878/12794/72205/93759/16800/320165/67886/22416/383491/19353/28105/108079/382073/246103/208158/18817/14677",175
"GO:0001763","GO:0001763","morphogenesis of a branching structure","167/9653","249/28891",1.41204246825409e-27,5.17030917330778e-26,1.71729220789748e-26,"69903/18504/23892/21386/73181/17242/18741/17702/12614/21420/20563/15229/15387/14025/238386/22337/21380/12034/16842/18018/12702/14155/20779/20472/94275/54710/192119/29876/229700/13841/12826/67087/19303/22431/22417/16772/12234/20733/74533/20377/22412/17869/12817/16776/18163/50721/21803/20583/20315/18109/15245/14573/21813/18763/24064/15376/14048/14734/329795/19014/104156/18128/14254/19206/18514/67784/54485/235626/98711/238057/64138/16973/14173/56334/14182/16542/68585/21385/18844/67937/15227/18510/107515/58198/13383/11622/72780/20674/17257/380718/13036/22339/18590/58231/12387/18479/20682/15478/17979/18021/14168/14179/11350/19045/217325/12977/12162/13392/93840/252973/20665/114249/20807/20681/319757/18612/20319/18132/20181/233651/18121/207920/13982/381157/12767/22418/14234/56753/13836/14634/16974/15364/14183/12043/17387/14472/20496/57764/19058/17128/18186/20474/18595/13138/22408/14042/19143/75605/22414/22420/12876/12305/18591/12156/68703/18095/14784/67122/20732/18854/20356/18654/12159/329628/24063/15433/15375",167
"GO:0001933","GO:0001933","negative regulation of protein phosphorylation","212/9653","342/28891",1.69201385747514e-27,6.16064146645864e-26,2.04622610203232e-26,"94245/19281/69903/18148/56417/21754/101490/12402/56013/70312/12580/114716/16476/20563/67603/66917/70769/100504663/15525/50873/208643/83945/12702/19720/12017/56717/67916/56637/19085/108954/52615/64144/52840/69754/18810/15357/108900/216869/230738/53626/12577/24066/19261/103844/13163/227292/20377/57320/238871/211770/17873/66259/13829/19255/72349/54725/21803/18015/18016/56513/20354/70012/21929/19060/52023/80794/244923/73205/19165/71059/24064/66971/100037258/208650/19259/72185/108909/12576/19211/75296/13542/18508/19016/18753/15259/230908/58805/192231/63953/18768/12929/56468/214384/56334/114715/333433/15507/16413/110524/11789/19252/12703/20541/19246/13853/52468/19263/69847/14154/97998/23882/235584/56715/214444/13197/19735/228775/227733/83383/16362/13488/50523/11538/69726/15502/21770/11350/17973/18605/72114/23790/11819/13844/54612/12575/20660/12028/24074/70834/20319/217039/73047/19271/208092/74019/14870/19084/108837/70686/233328/97064/170643/28084/18115/268373/17872/23991/11816/17283/16974/18755/108099/109689/18762/69601/18260/14694/110893/17974/18213/66787/12367/230126/72446/105352/14114/18769/19249/23980/67605/66861/26914/19062/235505/243911/19088/14232/11461/18767/215748/93742/11441/12156/16332/68045/20404/16337/93759/11540/77446/19164/260299/63913/16798/14682/110355/24056/12578/24063/74769/106504/18817",212
"GO:0032535","GO:0032535","regulation of cellular component size","244/9653","411/28891",2.01429786703998e-27,7.2931086459699e-26,2.42236938435564e-26,"18148/12912/59030/57138/12064/11845/214063/58234/213556/19713/23797/22350/271457/12721/20352/14158/71373/20563/11855/101497/14025/57028/12631/11977/279561/75477/71955/68576/12567/232906/74018/99982/16885/76709/74192/56717/74370/18039/26409/56637/71923/13860/15519/56716/15516/83431/11827/13841/56699/16534/53869/29816/14489/70435/64930/11773/80880/74117/18709/234695/18472/102502/26889/13640/268970/227753/14248/13829/225348/218397/320027/320827/20315/26941/20354/27279/15441/71653/20742/107351/382253/22289/22241/241296/22003/229285/277360/19211/320563/18706/29869/56431/27360/244058/108737/20359/18753/380711/76499/211673/404710/22323/207278/14533/101314/66700/319740/12568/13690/170731/67774/108100/74132/223601/68585/328572/20466/50875/18208/13430/19280/13383/11622/20353/22129/12561/217715/230796/243743/19230/97998/22339/18846/11426/18479/68732/16971/22421/17755/232341/26875/11538/12340/65079/14168/24088/11350/104445/12343/20741/17973/22422/20562/20358/233489/13169/11941/80913/214968/20807/75788/26401/66096/14297/11750/280408/65970/56177/225115/244667/14026/74392/170643/171207/17872/17913/22418/231637/11816/20499/210108/216344/20496/73689/22388/17974/102774/12632/18213/269878/171286/18186/76884/23999/213084/223593/78757/242553/66439/207495/20357/20360/104382/14260/225288/67605/19240/105722/14063/12725/20740/237860/319262/235041/83704/108151/245857/20350/18754/12168/30948/12345/18760/19684/14784/11858/13717/20615/54214/69737/20401/18643/56378/18049/20430/21916/20356/16798/243725/22416/107723/20947/56320/19353",244
"GO:0001822","GO:0001822","kidney development","209/9653","336/28891",2.04673111321095e-27,7.3693690804001e-26,2.44769890439555e-26,"14787/11847/18504/23892/108000/234865/12064/14462/103468/13047/22411/66277/19713/544696/109663/11421/100534287/20563/15229/70350/224727/74025/67042/20472/94275/12161/54710/59015/72043/13838/13653/11827/13841/64930/11504/20671/67087/228790/12577/16400/22431/22417/15205/246221/107817/74533/110350/60595/20377/22412/17130/17869/18131/16776/216274/240025/21803/17395/18015/14573/17127/16878/68911/18763/20397/22393/14048/218772/14734/329795/23908/18128/19206/18514/67784/68318/19055/20677/98711/244585/14173/72345/243931/14182/18541/22666/67937/11789/16568/18510/107515/58198/71770/13383/12484/11622/17300/72938/109674/69232/16348/69847/22339/18590/214133/18263/12387/16449/20682/15478/18004/74055/15902/14179/16373/22422/14537/18605/12162/19401/94192/93840/114249/20681/319757/382985/26920/12028/242022/21812/53421/233651/18552/18121/18993/74019/73692/12633/13003/407785/226548/381157/21821/71785/15213/97064/23948/11677/12767/22418/14234/56753/14634/17075/269152/14183/15903/12043/216805/211401/13869/71521/18129/11481/17128/17126/12733/12125/18186/231470/30953/242316/20474/18595/21418/71371/17129/17260/14260/107587/22408/14042/17125/14561/73230/13642/67703/16194/12931/235041/226154/22414/22420/56350/83396/18591/12156/18095/14118/100102/12359/18654/12159/19876/20464/329628/24063/15208/241226",209
"GO:0034976","GO:0034976","response to endoplasmic reticulum stress","175/9653","266/28891",2.59890684503123e-27,9.30580953737425e-26,3.09087787036282e-26,"53313/67890/67163/67878/107607/12443/217069/320709/16476/231630/20338/54609/224727/13198/13665/66795/80795/50873/224109/269695/14828/66663/18453/208643/20747/72053/11993/56491/76892/110213/67819/11911/72661/56637/140630/108954/104771/12317/67287/227619/68889/54197/11910/18023/12608/50762/18709/71472/77128/76867/12371/57320/77006/67490/14251/12304/19255/18708/70551/70231/13205/230815/18024/56812/116891/74840/27368/66597/66967/68292/269523/22393/329795/270669/26408/100037258/18858/12048/56709/66530/140499/110616/80517/230784/67118/27103/56424/68944/26427/58801/105193/216440/26943/56334/11783/68018/74126/230904/230903/19246/67397/76577/53323/229317/30940/22230/69232/14792/67812/11820/22433/22260/12330/228775/13666/12915/16523/14827/63958/64136/108159/11350/216157/12913/17973/56085/64209/17118/22213/69065/59025/12028/51800/14084/109815/225896/192193/22059/193670/74006/170770/226090/17872/64295/12043/69601/22644/12282/67089/17974/224045/12367/14950/12125/59007/75770/19417/641340/214424/226641/74143/320011/66861/20856/72736/108687/72607/52552/93759/78943/18854/63913/226144/65964/19053",175
"GO:0051348","GO:0051348","negative regulation of transferase activity","172/9653","260/28891",2.72910895604139e-27,9.71832700225508e-26,3.22789347316636e-26,"94245/19281/69903/18148/56417/21754/51810/12402/56013/12580/66917/70769/20115/50873/22594/83945/16885/19720/23825/20779/56637/59090/19085/226849/51812/64144/52840/28113/69754/18810/56150/15357/108900/12577/24066/103844/13163/20377/26889/57320/22695/211770/17873/66259/19255/72349/319801/18015/18016/70012/21929/67141/13682/80794/19165/71059/24064/15376/66971/100037258/208650/19259/72185/108909/12576/19211/75296/19016/18753/15259/192231/63953/18768/56468/214384/327799/114715/65019/66612/15507/16413/11789/19252/20541/19246/19263/69847/14154/97998/23882/235584/214444/13197/19735/228775/232341/83383/75454/13488/50523/69726/15502/11350/72836/23790/11819/13844/54612/12575/20660/12988/24074/20319/67025/217039/73047/19271/208092/14870/19084/70686/22059/97064/28084/100502698/268373/384783/59047/11816/71890/17283/16974/18755/108099/69601/606496/72400/110893/66787/12367/230126/67763/105352/216505/18769/67605/26914/19062/19088/11461/18767/100503670/12156/16332/68045/21749/11757/93759/11540/77446/18854/19164/213539/16798/14682/24056/12578/209200/24063/74769/106504/18817",172
"GO:0071560","GO:0071560","cellular response to transforming growth factor beta stimulus","166/9653","248/28891",2.86473714761079e-27,1.01455527069211e-25,3.3697943438965e-26,"12912/14281/20848/80707/20869/20190/70673/114716/16476/22284/107321/217351/75901/67326/71954/19646/53618/23988/224109/14828/16969/12579/20779/26409/20901/107586/23939/238247/17684/216869/24136/19303/12577/16400/66354/26356/74117/17130/14815/21803/107392/14718/170441/14573/27528/17127/21813/56330/53378/245688/24064/93836/13433/328365/170676/353310/12192/19016/56424/68010/80288/18550/11502/12929/19042/66513/69260/16998/21814/18099/76905/214384/12164/11783/320910/20482/114715/380664/328572/20466/269003/13430/18119/67903/246154/16001/12914/20340/22433/102141/16971/20682/108075/50523/269275/72993/20481/20289/52592/114249/75788/218952/12193/26401/20872/21812/60406/15446/12633/16948/71785/434215/22059/19272/12167/22793/214162/56440/56213/12005/14106/17283/100044509/21809/216805/15182/12394/20679/17128/101809/17126/14083/15258/21417/20678/105352/433759/15379/216190/17129/17260/65960/22408/17125/235505/14360/171463/56217/12156/12683/14118/23863/93759/18854/94093/16798/241639/80859/56320/24063/241226/386655/68939/12166/52662/14479",166
"GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","108/9653","138/28891",3.25305181806101e-27,1.14581678439421e-25,3.80577286495124e-26,"77035/56371/22209/108000/17193/12443/71276/68964/12567/108911/107976/12450/216965/229543/59046/53869/12315/67121/11920/68077/79263/12530/116871/69681/77011/15937/216021/114714/76843/68034/12189/15512/12649/67141/18392/69917/109019/68431/270669/18514/71375/381293/18008/22410/26427/269582/12314/28010/21987/231600/12428/68251/17535/18761/19357/67974/66209/12144/20466/330177/15574/17257/68067/53892/11820/23834/72772/56453/18795/56696/108058/225182/70681/12575/12013/12313/238271/382985/27354/16906/26380/74268/12021/68592/11799/66371/72400/66993/75770/235559/30963/14199/19360/67153/20133/12571/18767/228714/116733/20479/319944/12545/74996/27401/18647/16798/12578/18817",108
