"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0060606","GO:0060606","tube closure","104/11019","113/28891",1.85340159796664e-33,6.98581544163822e-32,1.91578659667421e-32,"636931/12614/21815/140570/12808/30841/16870/18504/50768/13800/244058/11350/14368/252973/22772/14362/18121/68588/21418/22160/18505/14165/105278/17769/12042/14312/234366/27428/20115/232906/54006/14365/76779/18747/216285/17684/64930/24136/20733/20377/73916/13543/22289/93760/108156/16911/19411/19206/13542/24069/22323/100169/235626/56334/11783/99377/58198/70300/20353/380718/22158/20971/19335/65100/20481/19401/18749/93840/20460/67661/54612/230824/225876/20319/13544/74392/59024/240641/16974/106042/170823/102774/12367/21803/57265/11352/74143/22034/99683/19143/207304/22418/19878/18643/12159/105782/270685/21808/50884/330409/71461/56044/14725/21677",104
"GO:0072521","GO:0072521","purine-containing compound metabolic process","312/11019","479/28891",1.90391561438017e-33,7.13473117226973e-32,1.95662517352486e-32,"56360/433182/18598/18125/64059/74080/216739/217698/229949/207728/79059/18604/67993/26357/50799/170718/18126/26430/18577/214254/27273/106564/236900/75406/11674/71147/17448/20848/15929/67420/237823/27369/23971/67942/67800/18563/227197/67126/67680/76055/56451/11977/104215/18950/50873/11564/99982/18618/11951/14081/106821/17855/74167/66592/56717/74370/595136/208715/237868/210044/55951/17449/269951/21351/107029/12974/56716/11950/70456/13350/72899/68194/231327/15926/11964/15357/14104/223646/15444/67130/15452/68087/68202/17869/66916/66046/11565/78914/228859/319801/270166/227731/110959/66885/74156/73095/107476/11957/12495/217700/53893/269523/329910/11947/192156/93685/57295/108156/66377/12048/16832/15481/213484/12015/17850/66114/68352/11534/14904/228033/26395/269378/19895/23918/101592/16498/214917/192185/54683/59027/50493/381101/17991/17995/78038/68342/105446/266690/67273/66414/66043/14923/67880/11566/333433/56632/18597/331623/11637/11666/68646/171567/71743/12457/73132/170789/68197/211347/109674/13806/68375/66945/68263/11717/66218/68732/11966/19335/19883/66454/18103/14450/27425/224794/107227/18605/68738/66052/66859/228026/68198/11941/11958/67414/76768/72900/15356/20521/230718/13382/17766/19384/212627/19139/14732/18160/14711/52538/56690/27402/18293/14198/110446/22333/407785/11514/22059/78830/74006/102247/18115/665563/11821/21881/74450/23959/13836/14381/104130/11949/75735/216805/11639/56248/18585/18159/110208/14431/21803/66091/99296/50773/67763/74143/75686/16828/70316/26914/67059/16434/28080/230075/23972/67834/104112/11515/64451/14571/235339/56045/26897/78373/14544/230103/78920/50790/13178/107569/54405/218756/328099/171281/11946/76952/114640/67264/74637/66355/54195/11931/26568/20917/74023/11541/224129/108037/17993/70025/110639/171210/14919/19013/100198/14148/108147/66902/269614/226518/66681/66171/11983/15254/103988/71207/56409/15488/14679/20916/66646/98496/20425/18537/74114/242202/17436/229363/11545/23917/226646/104111/12298/432530",312
"GO:0032259","GO:0032259","methylation","204/11019","277/28891",1.9317258900708e-33,7.19734422145346e-32,1.97379614538995e-32,"381359/230025/70673/319974/18508/14683/77630/252973/75410/238247/70511/208043/383491/11651/225518/68291/84505/14056/74753/234728/69544/216292/108943/72722/17193/107626/16201/28114/231803/224440/27374/54343/382137/19346/14911/13435/18193/72843/67332/20586/24116/18618/57773/93762/17263/76781/228866/52686/12226/67956/52615/140858/51812/229700/75339/208266/28036/15278/101148/110147/22171/22431/52575/227695/78878/15161/74157/66083/229780/100042784/68190/69156/15547/66617/66185/14013/382066/225888/15469/100609/233904/109263/225363/59035/217038/230027/57295/59052/76719/13433/67493/50709/214917/71974/19340/235626/50708/17314/72181/52535/75284/240174/106338/67789/20937/331623/228019/381813/109095/213389/238505/17257/319822/13626/53892/240427/22433/69536/75422/232811/78796/69726/232187/116940/72167/116848/23942/67148/68260/66578/67582/234135/69612/107823/226976/14711/64707/23808/231051/68215/67768/83669/70918/66254/104836/327747/67383/99890/102182/214162/12151/192195/67099/70152/329504/110109/210529/210009/207965/224481/71449/66423/14431/73582/226830/77683/67302/228829/15468/114604/56095/381022/72096/12227/30949/70359/239122/70779/60532/20638/12846/52064/78890/67011/56335/214572/66902/100504608/12142/101867/73681/212728/14055/52463/13436/18537/104271/15201/328162/11545/319582/14113/212528/69908",204
"GO:0006470","GO:0006470","protein dephosphorylation","180/11019","235/28891",2.10818123996417e-33,7.80990798782155e-32,2.14178533190946e-32,"19266/19281/252864/50768/19263/19280/50791/18218/19268/20869/19253/228852/19054/66959/68440/19275/19052/52036/19205/101568/67857/19243/19244/67603/100072/57028/104570/19056/23988/19046/110854/14673/226849/108954/19248/24000/59046/64930/12315/319468/80915/67121/19043/12234/382030/227292/14678/72102/12530/19267/19255/72349/12953/227059/14050/26932/19258/19060/54401/218294/14048/19259/226591/19211/103583/74521/54720/18753/67238/71782/51792/19055/63953/104831/19042/12314/26931/217124/67655/77976/19252/74585/243819/382051/19246/13853/52468/19049/53892/80281/228361/235584/14049/72391/75454/14208/19273/21770/66849/229776/19045/17973/56405/225849/235542/11539/12313/242083/320717/19877/19271/11431/13003/19250/70686/79560/70351/19272/268373/17872/107895/15194/71887/231637/218232/435391/19283/17931/12043/19274/71474/26936/19058/21803/100336/71978/16452/68943/105352/11640/19249/545622/73699/24018/66525/237860/19047/319520/245857/56876/19262/56294/19878/320024/244650/19247/19270/20947/67446/19276/114774/74302/67905/19053/52065/66461/22627/209039/19245/13537/320472/14226/19277/13489/72542/72828/16150/19057/240672/67444",180
"GO:0045926","GO:0045926","negative regulation of growth","196/11019","263/28891",2.25530085705686e-33,8.29685573200953e-32,2.27532564218386e-32,"20564/17701/433182/21388/20355/14025/209743/18133/20671/211652/320027/14706/14683/244058/18479/65079/56191/19280/18121/20869/15567/232334/14734/20359/22411/20357/14168/14566/233805/23892/18673/15929/17425/20352/12580/20563/629378/22632/72843/12631/52808/23886/20586/13115/16468/67378/56637/12696/76500/13841/17684/66262/22431/74117/20377/19015/100042784/14451/12189/13205/18016/11479/20354/56812/17127/12053/21813/22241/245688/19377/19141/68350/229285/12576/19211/19206/230784/29869/19016/12581/170742/216233/72674/63953/209212/16011/77832/58172/12568/240514/217124/73379/67655/56632/74132/68585/219158/11789/236266/18208/20353/56274/17257/22129/78926/71701/13806/18846/14184/58231/19735/108655/20562/18605/20358/16526/214968/232339/12575/14297/98402/70834/20319/15251/20239/19271/55942/21416/22059/11554/170770/171207/24087/13663/17283/14381/210108/12043/69601/14694/20378/606496/15182/52357/28185/14121/13052/17128/21803/18186/213084/14083/67155/56437/19094/14199/20360/20856/68567/232560/108151/70925/20350/20720/12168/22418/232441/11490/68755/18854/106389/20356/12578/54394/12550/13132/22062/140742/11555/19013/21808/239667/93960/22401/15587/20349/20361/11556/17756/64010/20187/20348/68465/19662/19645/22415",196
"GO:0042391","GO:0042391","regulation of membrane potential","318/11019","491/28891",2.27801992950439e-33,8.29685573200953e-32,2.27532564218386e-32,"223604/13506/21388/18125/22066/11418/14806/12424/12064/83997/12286/12404/243961/110835/433809/101772/11516/216033/57249/14395/14407/108013/14167/14807/195208/19085/20541/11735/13048/380785/16536/212989/242662/18762/110784/20779/70357/14404/15567/11651/14814/16531/109676/13483/239556/110834/192775/99738/15168/14810/22187/14168/20405/16524/60597/15165/72978/20312/72961/56188/70556/13385/235281/225872/232975/14400/227197/57440/75786/192170/12300/16476/14811/116837/192176/76055/16510/20907/16511/14629/22437/50873/14805/116838/14804/67885/56717/20238/56637/12177/71960/16534/11448/20655/12315/238384/22228/80906/192287/17869/57320/216021/11938/50997/338370/14718/71653/56772/16500/77116/269523/16485/11603/12288/231602/11928/18858/12048/68350/229285/12015/19211/17999/15171/13542/14397/64540/16480/16498/109246/19055/12568/58801/504186/212919/382056/170731/108100/20648/18216/333433/16542/11666/20370/235086/18217/58226/170756/74776/13383/68197/23828/11419/17257/109620/241769/11820/20620/14672/56428/72759/11933/81907/16523/227733/11652/93686/18053/26875/13488/58234/99526/207683/16513/108655/66240/234839/108058/14630/65106/20266/320127/18212/16526/67414/59032/217826/11539/110862/13382/13400/83814/12313/238271/12028/80385/59033/19699/22629/51800/64378/14812/16522/399548/210741/20191/11554/18115/22421/231637/74450/16508/12043/216856/14694/140492/58869/110893/68867/22388/170762/11932/72258/18213/13052/14739/226407/21333/70729/68943/319477/14199/56508/17260/545622/20536/242443/105722/15166/229615/22249/627214/16525/14265/11441/14403/17356/18754/30948/230103/11757/192167/12794/52882/241770/11540/24012/20273/11443/19164/67547/16514/12801/68667/14682/16527/18438/110355/243725/76365/12291/71687/11931/330953/12578/56320/12296/114774/13491/17993/224617/16512/11555/22627/432442/16529/16573/17762/268860/12293/319504/11983/12297/18189/14813/11684/14226/17295/98496/54403/12176/16528/11545/16490/22218/228880/56543/74011/667742/269356/100986/12298/66894/14402/12122/67451/14658/246317",318
"GO:1901361","GO:1901361","organic cyclic compound catabolic process","318/11019","491/28891",2.27801992950439e-33,8.29685573200953e-32,2.27532564218386e-32,"317755/636931/19317/22271/22608/69902/94224/14464/13081/233033/14853/13804/228994/207728/14573/56403/67993/353190/103850/380669/26927/18577/26926/214254/13368/18148/22057/234594/71723/51810/227656/50783/28114/226517/113868/19205/378430/21379/268420/192170/23879/233908/22352/217351/75901/57028/12497/338359/18950/70640/213541/229096/330474/67031/13207/13115/74167/13211/108077/19704/56717/27998/13116/237868/192119/12696/66422/70047/230753/19819/15381/16549/22687/71997/229663/19826/15368/230738/14874/11920/232791/78893/15452/227331/326622/633285/17350/22695/15384/228859/72308/56422/110959/72416/13164/73158/22030/76025/18024/12495/234344/11991/67440/53893/104776/225363/233016/269523/69125/93685/100342/76014/245474/230721/213484/225929/214290/18458/71891/67493/17308/14904/110391/20778/269378/12192/50755/16341/53872/230908/24128/213449/239528/140488/381101/67207/15572/103135/100328588/214150/105446/110809/74203/56463/11783/72068/64654/74480/74108/217980/75420/66362/11666/227715/56055/70439/12457/108767/234069/74133/213988/77134/71701/74645/17149/22339/230594/11792/13555/66373/214133/74326/236511/66446/112403/11717/15568/233789/231413/268491/24127/232449/268721/140486/381305/17161/66454/52477/56190/233833/14156/15473/619605/68544/319817/194388/224794/18605/100715/213550/27756/67923/80913/244551/76768/217827/230718/17766/12193/231464/80912/12028/56690/17164/22629/245944/68134/19877/14198/110446/110074/109075/319885/387609/104625/72162/52502/78428/212943/11816/23959/77305/210529/18983/14430/237400/18585/57319/20823/109778/103677/72446/50773/210106/208194/78651/208718/12496/66583/75686/66094/327762/67153/75553/16434/12227/208922/52830/14265/319765/56045/332397/12683/78373/234699/13423/14544/66587/12846/107569/19878/214597/213236/76952/14359/69724/66194/72587/50912/72544/12578/67673/218693/14204/105083/70025/14085/56335/319618/269614/76850/12006/666794/68209/59092/59012/269037/117149/234374/16009/15254/13347/52463/71207/22033/56409/242202/12499/53422/17454/15369/12799/78781/214627/50911/13046/66441/104086",318
"GO:0040029","GO:0040029","epigenetic regulation of gene expression","177/11019","230/28891",2.48812795353508e-33,9.01147124176979e-32,2.47130144870376e-32,"67246/22083/73884/102991/16905/16870/63830/14683/17192/30951/75410/238247/68675/383491/84505/14056/17984/18673/51810/217127/15078/13548/54343/12417/21420/223499/321000/19820/218850/106143/214899/13435/20586/108989/15289/99982/20918/11909/19720/93762/17263/16468/101685/15185/56637/192119/320595/52615/140858/51812/229700/75339/208727/18676/68729/12577/14897/78878/105203/15161/17869/14815/12189/50721/107435/12649/76073/12053/233904/22378/17765/13194/76719/13433/231386/18706/16598/329559/69260/75565/79221/214384/21849/20937/56632/331623/21665/328572/20466/14775/109095/15081/17257/66310/218214/13626/53892/50518/213742/18140/232187/116848/381686/194388/20587/22589/69612/226976/17692/224826/77853/217827/225876/64707/69587/218973/16906/23808/57741/67768/404634/22059/13831/214162/12005/17283/228536/15364/83797/170823/104103/606496/15182/19821/107771/74026/241764/433759/51869/77683/228829/26914/381022/14958/30941/70790/26992/235682/239122/212391/22715/93759/50912/75329/237339/18600/56335/214572/74355/101867/17191/16907/73139/70252/14055/52463/13436/217578/74016/104271/223828/15201/12566/12593/19645/70238/252870",177
"GO:0007517","GO:0007517","muscle organ development","261/11019","382/28891",2.79533411907384e-33,1.00678617188643e-31,2.76100545445363e-32,"17701/217012/20471/268859/15438/228788/107831/57246/56198/94245/12064/16905/211323/68897/17069/22761/72330/18741/17681/22326/20467/18740/17927/18935/232174/14362/18121/15430/57339/14234/20190/17897/14463/11474/18032/12156/20666/19130/21393/56449/15285/14836/22160/18505/26927/26903/18810/12912/18091/108000/14281/382639/18509/11695/17425/15370/18014/17133/100041286/101568/242620/19056/67367/53376/21380/11865/13207/17263/17868/15185/243853/53599/74182/67040/15193/208727/19664/71960/13653/17684/217082/15357/22431/11910/15353/66354/71472/114142/270190/17869/12848/16776/353187/14251/50721/27419/117606/18015/16795/225888/67267/17127/16878/57810/19014/231602/18858/22003/72508/18128/13609/54720/22410/22634/66978/54485/80288/19055/20670/65256/12568/68050/13726/21814/224640/17261/214585/11906/79221/214384/116701/244059/18176/15214/20482/380664/328572/26556/16656/228019/14775/17938/23828/109620/26416/70417/70239/320790/22433/12387/71131/18021/16412/57784/63958/108655/20481/233895/74777/16814/20289/93840/26443/11819/20681/14300/319757/12224/21812/60406/20181/245944/225115/21416/12633/16948/15213/232685/329828/20191/30928/22762/24087/14106/16974/12823/14183/15903/12043/211401/83962/12632/14225/18507/66423/193385/17128/101869/21803/71371/57265/13857/246179/14199/210719/239719/17260/13138/241431/56233/12227/15284/24051/22418/13717/70127/93759/20273/77446/14359/12159/14236/286940/14009/386655/12166/54650/107589/77578/11555/21808/12023/13654/666794/58859/53620/13388/15184/653016/110532/16716/14733/12922/17300/17295/112405/56758/56702/11459/215031/19645/105787/13867/67451/71999/14725/16842/18996/54601/20429/15110",261
"GO:0071692","GO:0071692","protein localization to extracellular region","292/11019","441/28891",2.8449733244767e-33,1.01900342887196e-31,2.79451000002393e-32,"20927/19218/18125/268977/320995/16847/56013/11307/13650/12404/18133/101772/380714/14761/14652/18575/11516/218461/14645/14683/18012/360013/11768/244723/100039795/109689/19219/21844/22341/12845/209630/18126/11689/12290/21410/207227/19275/53357/228942/11845/238377/68581/14681/11747/14687/20614/18693/17274/19205/77371/78894/20338/76055/20907/69952/223775/12215/19056/20909/50873/224109/11865/110157/75387/116838/93691/13121/18747/74370/59090/19726/27060/269951/338366/381677/70456/13350/16534/15357/272538/17886/23830/11551/18627/19326/22228/69227/15161/18472/269800/20377/74244/60510/228355/13640/57320/19015/74551/17929/66259/50721/26950/223527/225372/56513/217166/110385/67267/19339/17113/20787/16500/14062/15376/12288/19156/12918/71764/12015/378435/76303/192236/217344/19016/99889/18007/192185/381853/230908/19055/20677/17101/11502/104831/16367/213993/11765/19340/11303/68267/266690/56334/18761/338320/77579/19653/328572/235442/18640/52906/170756/67397/94353/69216/70093/18457/14661/14672/11840/22260/16971/67510/16523/26875/18641/67389/245049/27426/27883/319613/24088/18795/20913/217325/13418/12889/18555/109305/432486/15107/19285/75767/67151/387149/11785/12488/12361/11750/15251/59033/16522/21416/19084/11514/52055/56458/74006/67623/268373/15194/26921/50907/384783/11816/15932/17965/21809/20912/11799/216856/66191/20496/102607/11481/215999/17126/21803/75770/14061/98170/16452/17470/54160/229877/56508/12753/13839/14063/20866/22249/68328/67738/27414/12894/18754/380752/57915/14118/23863/18111/50790/74998/78808/214597/17918/93759/11540/76483/66629/13649/16514/12801/68667/14682/19247/22063/19353/214084/19276/72825/232946/54525/13491/224129/19376/66461/238276/16573/21808/18096/268860/18576/16324/74772/12922/103988/16897/215445/14226/21419/19662/19712/13489/69908/109552/19328/27220/20501/12671/18751/21337/14119",292
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","132/11019","156/28891",4.48382035331882e-33,1.59401095797112e-31,4.37140782453417e-32,"228714/12443/56696/66993/381921/77035/18148/56371/22209/108000/17193/67052/71276/68964/12567/108911/107976/12450/216965/229543/59046/53869/54194/12315/67121/11920/68077/79263/12530/116871/77011/15937/216021/114714/76843/68034/12189/15512/12649/67141/18392/69917/109019/68431/270669/18514/71375/381293/18008/22410/56399/26427/269582/12314/28010/21987/107503/231600/12428/68251/17535/18761/19357/67974/66209/12144/234854/20466/330177/15574/17257/68067/53892/11820/23834/55982/72772/56453/18795/108058/225182/70681/12575/12013/12313/238271/382985/27354/16906/26380/74268/22059/12021/67278/68592/11799/66371/72400/75770/226419/235559/30963/14199/19360/67153/26914/20133/12571/18767/116733/20479/319944/12545/74996/27401/18647/16798/268930/12578/237877/18817/268697/69109/12534/12566/57261/381979/448987/20877/14235/54601/12442",132
"GO:0001843","GO:0001843","neural tube closure","103/11019","112/28891",4.49952190820169e-33,1.59401095797112e-31,4.37140782453417e-32,"636931/12614/21815/140570/12808/30841/16870/18504/50768/13800/244058/11350/14368/252973/22772/14362/18121/68588/21418/22160/18505/105278/17769/12042/14312/234366/27428/20115/232906/54006/14365/76779/18747/216285/17684/64930/24136/20733/20377/73916/13543/22289/93760/108156/16911/19411/19206/13542/24069/22323/100169/235626/56334/11783/99377/58198/70300/20353/380718/22158/20971/19335/65100/20481/19401/18749/93840/20460/67661/54612/230824/225876/20319/13544/74392/59024/240641/16974/106042/170823/102774/12367/21803/57265/11352/74143/22034/99683/19143/207304/22418/19878/18643/12159/105782/270685/21808/50884/330409/71461/56044/14725/21677",103
"GO:0016570","GO:0016570","histone modification","137/11019","164/28891",4.7396310302291e-33,1.66994717222692e-31,4.57965492566187e-32,"228714/381359/22083/83766/319974/17192/26409/75410/208043/383491/225518/84505/14056/14461/69544/22209/104263/217127/27374/73390/19646/20586/22210/24116/75387/99982/93762/15185/56456/233900/52615/140858/51812/208727/208266/110147/21761/208146/15161/116871/217218/12189/74343/223527/216850/54169/107435/225888/76073/22289/233904/22385/245688/73247/54624/76719/110616/64050/50709/109115/235626/50708/75565/79221/18045/20937/328572/21372/213389/17257/93765/13626/81601/240427/11820/12914/18432/74112/22433/15183/232811/56505/18140/69726/232187/116848/23942/69612/226976/17692/77853/235497/64707/69587/18046/23808/57741/66233/81898/319955/102162/277250/109331/214162/17913/239510/192195/15182/19821/232232/74026/66423/21803/226830/170787/70427/433759/77683/228829/56233/244349/71148/239122/81004/93759/18854/108829/214498/56200/24075/110052/101867/15184/14055/71041/70088/18519",137
"GO:1902115","GO:1902115","regulation of organelle assembly","176/11019","229/28891",5.06780017348335e-33,1.77592154187527e-31,4.87027851665057e-32,"332110/19266/15162/12404/74342/76709/234776/193740/227753/195208/80749/53860/19280/20779/272381/17698/11651/18826/54636/98732/18148/67046/21754/234594/74383/51810/54673/329015/22350/54609/74256/232906/108989/109242/26419/230872/14804/232944/56717/52184/76308/56637/17152/101706/17427/76983/67064/53869/52639/100855/110147/68729/54197/20333/68953/380614/64143/13641/18286/23881/27041/19822/78246/14086/18016/69871/219103/66061/72404/73205/382253/53378/17758/22241/56208/329795/54141/235072/67846/53872/269702/77832/11843/70799/225523/72068/170731/17245/26420/234854/20873/236266/20844/13430/70300/71732/213027/14745/319675/15114/105513/20620/214444/20971/217692/11793/117150/108686/234852/20460/13494/13844/76123/231464/75608/381644/227738/170625/225898/208092/21821/67841/104625/225875/106633/15194/71116/72844/13424/216846/66371/102774/193385/17128/215351/16180/226407/68943/68942/73420/15511/66573/209478/622408/14569/20479/217449/22418/19684/69150/225020/76561/72587/16800/74694/101565/231225/319565/74302/108079/18817/212514/70314/20969/18718/59002/74201/22088/18189/18571/215445/16886/209131/22601/18519/105787",176
"GO:0046777","GO:0046777","protein autophosphorylation","181/11019","238/28891",7.15229060307891e-33,2.49291935375057e-31,6.83656979547271e-32,"53415/332110/15162/18211/11421/211323/11682/22637/207565/101540/18479/14255/11350/22367/71785/13869/14254/20779/11302/18595/18049/20869/22341/13842/103236/16210/245000/13728/18712/23892/15526/19052/21754/17347/13548/13845/14158/16476/16590/76108/223775/13665/279561/269224/26404/12750/26406/13631/69719/18747/56717/13144/56637/23939/17152/216965/13838/59041/13841/22115/244895/11920/12323/231876/270190/17279/13205/11479/13549/50932/382253/22241/26396/102414/74012/29869/108737/27103/18753/58800/228140/98267/12995/68473/17691/12568/70425/18099/17535/12326/21849/14182/20874/16542/19766/59126/14773/330177/26416/16001/214897/22339/18590/14184/58231/16589/233789/29875/13666/232341/71943/18103/21770/18005/17165/18605/108058/13846/70415/665113/54635/225849/18212/22137/12747/15467/26401/12988/17164/20872/21812/27354/338372/21848/14183/71742/14083/16452/68943/19360/18715/80752/22174/14360/12305/18679/69922/18760/69635/75607/16337/78943/20963/13649/12748/380698/69131/65964/67045/117229/110279/235344/14586/72065/74772/19092/17096/17295/223255/224105/13866/57261/14186/21838/22612/17346/215653/20868/18752/53416/17005",181
"GO:0022604","GO:0022604","regulation of cell morphogenesis","203/11019","277/28891",8.80869073370082e-33,3.05383647200976e-31,8.37482614647942e-32,"19266/76454/13823/15162/14025/140570/13047/76574/231672/50768/20980/13048/80883/20779/19268/21844/74337/224014/17698/13822/382018/381921/13728/67785/11674/54673/13385/100177/22350/12721/27428/16590/83946/15387/116837/70237/12631/104215/232906/382236/50873/116838/13631/17909/14673/13144/11838/13860/67287/71960/13838/56699/18222/17886/19303/12323/74117/18472/13640/270163/13829/228859/13367/18016/235611/26941/101543/20354/171171/56194/382253/22003/68350/19211/13542/67784/68750/68010/80288/23837/102098/53872/18786/98733/170731/77579/108100/26420/229707/16542/69581/16568/13383/23828/18606/17257/19415/14745/243743/269587/22339/18846/16975/11426/227634/14366/207214/110058/545156/93871/212073/104445/360216/233489/665113/72729/23790/245880/56364/17118/13169/67414/13844/75788/218952/12361/83814/11423/71972/11750/70834/19699/20393/18223/15212/66713/22379/13544/57778/72162/170758/74006/67938/18845/12767/228550/27059/216344/56212/22388/12810/54338/57342/213084/14083/14061/18483/74143/67884/192662/18844/14360/54712/232560/58194/107351/17344/17356/22418/12345/23789/19684/18441/20430/66515/71409/69710/16404/320609/244418/56320/19353/224617/238276/12928/14163/76850/67220/245886/170736/20349/12739/107368/17295/269233/14457/20403/74053/260409/17454/29819/217340/17919",203
"GO:0030326","GO:0030326","embryonic limb morphogenesis","124/11019","144/28891",9.83231308009574e-33,3.37263945493443e-31,9.24910988152698e-32,"17701/23967/21386/21388/15438/14180/14633/16764/17702/216795/18741/11694/14683/320145/13396/18740/14368/12162/252973/232174/13395/18121/15430/15431/21418/14734/16147/22160/15398/15432/239405/209448/20204/23892/11695/16917/544696/20586/216285/14673/192119/27078/380614/110350/245866/14451/497652/18109/14013/19165/218772/19014/12288/19411/18128/19206/18514/226844/98711/244585/14182/66910/99377/21385/58198/70300/380718/234740/30838/320790/12387/22158/19335/230857/20481/56873/69605/381373/12028/20319/242022/12393/74019/73692/21821/106633/13798/22421/14634/16974/106042/15182/18129/269878/17128/12125/231470/433759/18933/107587/53614/22418/71175/19164/12159/14682/26564/18515/65964/15433/12166/242291/228357/21808/58250/235320/15395/56758/22415/16842/19378/15396/20429/14119",124
"GO:0035113","GO:0035113","embryonic appendage morphogenesis","124/11019","144/28891",9.83231308009574e-33,3.37263945493443e-31,9.24910988152698e-32,"17701/23967/21386/21388/15438/14180/14633/16764/17702/216795/18741/11694/14683/320145/13396/18740/14368/12162/252973/232174/13395/18121/15430/15431/21418/14734/16147/22160/15398/15432/239405/209448/20204/23892/11695/16917/544696/20586/216285/14673/192119/27078/380614/110350/245866/14451/497652/18109/14013/19165/218772/19014/12288/19411/18128/19206/18514/226844/98711/244585/14182/66910/99377/21385/58198/70300/380718/234740/30838/320790/12387/22158/19335/230857/20481/56873/69605/381373/12028/20319/242022/12393/74019/73692/21821/106633/13798/22421/14634/16974/106042/15182/18129/269878/17128/12125/231470/433759/18933/107587/53614/22418/71175/19164/12159/14682/26564/18515/65964/15433/12166/242291/228357/21808/58250/235320/15395/56758/22415/16842/19378/15396/20429/14119",124
"GO:0001763","GO:0001763","morphogenesis of a branching structure","187/11019","249/28891",1.17339644966263e-32,4.00375220166465e-31,1.09798703793916e-31,"20471/21386/12614/94109/57246/14633/14025/17702/18741/18504/20315/20472/18510/72780/18479/11350/12162/13392/252973/18121/14573/381157/14234/56753/14254/20779/18595/12156/54710/18095/15375/15431/19130/18667/14734/15408/16147/15398/18018/21410/14165/15229/239405/14168/23892/17242/21420/20563/15387/238386/22337/12034/21380/12702/14155/94275/192119/29876/229700/13841/12826/67087/19303/22431/22417/16772/12234/20733/74533/20377/22412/17869/16776/18163/50721/20583/18109/15245/21813/18763/24064/15376/14048/329795/19014/104156/18128/19206/18514/67784/54485/235626/98711/238057/64138/14173/56334/14182/16542/68585/21385/67937/15227/107515/58198/13383/11622/20674/17257/380718/13036/22339/18590/58231/12387/20682/15478/17979/18021/19045/217325/12977/93840/114249/20807/20681/319757/18612/20319/18132/20181/233651/207920/12767/13836/14634/16974/15364/14183/12043/17387/14472/20496/57764/19058/17128/21803/18186/73181/13138/22408/14042/19143/75605/18844/69903/22414/22420/12876/12305/68703/22418/14784/67122/18854/20356/18654/12159/329628/24063/15433/12550/327826/14367/12142/11839/20349/20348/17295/13489/22601/16869/21853/16842/15242/15396/20429",187
"GO:0099504","GO:0099504","synaptic vesicle cycle","176/11019","230/28891",1.34756207422031e-32,4.57395022364936e-31,1.25435786352059e-31,"20508/433485/94245/75209/12286/66335/219228/72685/19085/20980/22318/216963/242662/50791/320405/22348/12290/382018/207227/69017/20405/108012/11845/20408/72961/228545/20614/54526/20964/11777/271457/18717/12217/116837/16510/20907/229227/22317/11776/108124/19056/20909/50873/116838/12287/18747/111173/67300/108664/268882/11964/80718/11972/70495/66237/11773/238988/20528/60510/11938/218503/13367/20977/67808/11465/19339/103967/18442/11973/231602/12048/13002/19211/13542/13016/12568/18786/232910/11778/94090/110524/13852/13430/71770/12484/11775/224671/20619/14745/109880/13446/12387/12330/11966/26875/76787/18951/109648/12889/53330/233489/23969/14299/27062/17957/12361/16443/94190/20616/12558/59033/227801/19877/64933/12890/74006/66290/22421/104069/15552/216856/72194/19058/226407/215449/75734/56508/104015/13017/22249/12725/192662/11461/14265/12569/30948/192167/20404/20615/78808/241770/19164/18441/20430/13429/105782/29873/214084/20975/20910/54525/69938/224617/74732/18645/66616/11975/30931/18189/218038/108800/18805/171180/20403/109905/56807/20965/381979/18752/12298/69908/26431/19057/231290/18751/17919",176
