"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050773","GO:0050773","regulation of dendrite development","71/6711","145/28891",1.12176602981129e-11,1.5190974428915e-10,6.7995592386394e-11,"11845/20869/54673/13385/70237/76108/76574/19158/15529/13631/231672/14025/56637/237868/239420/67287/13838/11682/387150/18222/14810/76454/74117/18472/13048/19266/107995/329152/382253/59035/277360/17999/53872/19055/12929/15572/382056/98733/170731/108100/20370/227541/16975/14366/29875/545156/21844/217692/12162/665113/23969/17118/18212/13169/67414/13844/21909/22359/12361/83814/76089/22629/20393/18223/66713/72162/74006/13047/15901/22418/210108",71
"GO:2001236","GO:2001236","regulation of extrinsic apoptotic signaling pathway","80/6711","171/28891",1.12883169882461e-11,1.52546103367367e-10,6.8280430022691e-11,"12042/80707/83925/20312/12211/211323/83946/14629/74256/20909/110157/20439/23873/14155/20779/13144/56637/24105/23939/15368/21752/11910/97165/20377/228355/57320/16905/14451/12189/20583/14050/13205/18015/22030/17210/21929/27279/14573/19192/19165/14048/12048/72508/19211/14051/51792/58801/20482/14182/19766/14775/56274/16403/97998/22339/11820/58231/14049/78688/14827/67379/19045/14630/227154/16410/80751/20319/21812/14084/59009/21672/14870/21416/12399/12633/107449/12167/23938/15194/217356",80
"GO:0050772","GO:0050772","positive regulation of axonogenesis","55/6711","101/28891",1.15186995884337e-11,1.55333760558669e-10,6.9528199894069e-11,"20869/71955/16885/18039/14025/56637/83431/59041/12064/67095/24136/18472/13640/235611/20315/27279/382253/230598/26396/320563/70083/67784/26395/319740/13690/20482/76965/328572/18844/18208/140570/12561/217715/243743/109880/22339/18846/11426/18479/16971/17755/11538/21844/24001/233489/18212/13169/20807/75788/14297/20616/17760/244667/18845/11816",55
"GO:2000628","GO:2000628","regulation of miRNA metabolic process","50/6711","88/28891",1.19813777918782e-11,1.61235827236842e-10,7.21699956653955e-11,"14281/20848/16476/22632/20586/14461/208727/13653/16549/230738/21752/56484/223701/17130/17869/19015/22160/14815/30878/21803/16600/17127/20787/21676/14000/71093/19016/214384/328572/23871/71701/11820/20788/22260/20682/18053/268721/381305/18021/20185/319817/100715/19401/20807/12224/15251/21812/22059/66774/18033",50
"GO:0007369","GO:0007369","gastrulation","85/6711","186/28891",1.23586384800551e-11,1.6596621592174e-10,7.42873422671732e-11,"21423/14751/22411/218850/217351/18193/74025/102693/18747/67916/23939/230793/17886/23966/18504/20377/18124/68421/30878/18016/216850/21929/16600/17127/13543/21813/22289/93760/15376/14048/54624/13542/68196/71093/26395/21815/56790/76499/224143/50493/235626/14182/20472/15227/19252/18119/20674/101489/16402/20680/11426/12387/20613/232341/20289/16825/12162/76707/243905/93840/20807/21909/14369/16410/13382/11480/20319/22083/235497/20104/12816/19084/22059/26940/23938/16558/14043/15194/22418/14234/68592/12005/13836/66116/16974",85
"GO:0033108","GO:0033108","mitochondrial respiratory chain complex assembly","56/6711","104/28891",1.37249581629013e-11,1.83931559912811e-10,8.23287237652096e-11,"66359/75406/70556/235169/227197/100503890/68472/231430/595136/66379/75530/68194/66821/67130/68202/66916/66928/66046/69089/66272/67267/66377/229211/52892/66349/67013/68653/76947/17991/68493/68342/66487/67273/66414/66706/68197/208501/68375/66218/66278/71238/68002/68198/12856/70207/93757/56046/66271/68020/407785/68033/214489/72170/68332/100126824/104130",56
"GO:1903008","GO:1903008","organelle disassembly","68/6711","137/28891",1.38057385971946e-11,1.8463027177908e-10,8.26414708340475e-11,"67890/329015/11740/80877/59026/12034/100504663/50873/66663/15185/106064/12177/381038/52639/69754/23830/74244/77006/67490/319801/56422/22367/320806/67588/17758/20787/22241/269523/56208/68350/66853/29869/67871/15277/77987/73472/68184/170731/12539/286942/74781/67006/213948/24015/56486/67453/81601/235040/228361/67443/107338/50754/11793/18003/227298/66169/75788/15251/93739/66734/22333/74374/67841/22059/74006/230895/15194/12795",68
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process","76/6711","160/28891",1.44623824835036e-11,1.93011423371976e-10,8.63929179193274e-11,"75406/11674/20848/227197/67126/67942/67680/11977/104215/18950/50873/11951/66592/595136/11950/68194/11964/67130/68202/17869/66916/66046/270166/229949/21803/227731/11957/12495/53893/269523/11947/93685/66377/12048/15481/12015/66114/14904/228033/26395/23918/101592/214917/17991/17995/68342/67273/66414/66043/56632/331623/171567/68197/109674/13806/68375/66945/11717/66218/11966/19335/66454/18103/27425/18605/66052/68198/11958/67414/72900/19384/407785/78830/74006/79059/104130",76
"GO:0006984","GO:0006984","ER-nucleus signaling pathway","31/6711","43/28891",1.54315560086169e-11,2.05520268660216e-10,9.19919421914288e-11,"235623/67163/13198/13665/66795/14828/11911/56637/108954/72999/11938/19255/18024/20787/22724/76792/22393/68944/231070/56334/19246/229317/69232/20788/13666/12915/67878/17973/51800/109815/22059",31
"GO:0038202","GO:0038202","TORC1 signaling","54/6711","99/28891",1.62109873764599e-11,2.15455720883836e-10,9.64391023307141e-11,"67046/54170/20869/22628/93687/22631/68576/68526/19744/18747/56717/74370/20779/18712/101142/75747/56716/66508/245670/64930/101148/11920/54644/72124/22215/73158/73205/70394/72508/110616/230784/18099/107173/328572/110524/68441/225131/93765/56438/97998/71718/237898/68845/71962/18749/66096/277854/270802/230676/83409/76630/74374/67574/252875",54
"GO:0003279","GO:0003279","cardiac septum development","65/6711","129/28891",1.65399033973117e-11,2.19374932714138e-10,9.81933619493856e-11,"16576/21386/17248/22411/18741/20563/74025/20586/18018/21388/22761/229700/19664/17684/15205/20148/269593/17130/103806/21813/16911/18128/67784/723905/24069/20677/15531/66513/17246/21814/116701/15214/77579/99377/22666/21385/58198/13430/70300/71770/380718/320790/16971/16449/15902/16007/12162/21380/93840/107823/319757/26920/14362/21812/18552/73692/13544/21821/15213/22059/22762/17184/12767/22418/16974",65
"GO:0031334","GO:0031334","positive regulation of protein-containing complex assembly","94/6711","214/28891",1.68089879953323e-11,2.22486112151769e-10,9.95859420624786e-11,"12912/19052/11845/54673/14158/211323/218333/75786/13854/116837/26419/208643/232944/67885/56717/20779/56637/101706/15519/56716/56699/328108/29816/56327/27410/11920/74117/234695/226151/57320/21803/71902/14086/13205/320827/216877/269523/58799/12576/13589/237107/22410/56424/22323/207278/13191/338364/101314/11303/67971/108100/26420/75739/11789/75613/13383/12484/11622/17257/260315/22339/228361/59125/214444/18479/22260/68732/17755/22042/27050/104445/83679/234839/17973/12123/75991/225849/216963/13494/218952/26401/12028/20616/11853/18552/14084/22059/14026/170643/170770/17913/72948/14234/171543",94
"GO:0045814","GO:0045814","negative regulation of gene expression, epigenetic","61/6711","118/28891",1.71222107549756e-11,2.26167562554452e-10,1.01233778428361e-10,"17192/15078/13548/54343/12417/21420/218850/214899/13435/20586/108989/15289/99982/19720/93762/16468/101685/15185/56637/320595/52615/75339/208727/18676/68729/14897/105203/16870/63830/17869/16905/12189/50721/107435/12649/30951/12053/13433/69260/79221/21849/20937/331623/20466/15081/17257/13626/53892/18140/116848/22589/217827/22083/64707/218973/16906/404634/67246/75410/13831/228536",61
"GO:0009060","GO:0009060","aerobic respiration","88/6711","196/28891",1.76506623801389e-11,2.3267110368584e-10,1.04144797296224e-10,"75406/17448/15929/12859/70556/27369/227197/67126/20463/67680/12398/12850/56451/11977/12868/11564/215951/66592/595136/17449/269951/12974/11950/22273/12064/68194/15926/56327/12858/14004/67130/68077/68202/17869/66916/13063/66046/57320/69089/239017/11957/67267/11429/269523/11947/66377/66114/12861/214917/58805/14533/66972/17991/17995/11428/68342/12867/67273/66414/66043/18597/11666/68197/66128/68375/66594/66945/68263/67003/56428/66218/72759/14194/12866/64602/66052/209692/68198/11958/72900/13382/14297/15251/18293/407785/76824/74450/104130",88
"GO:0072665","GO:0072665","protein localization to vacuole","47/6711","81/28891",1.78049164071798e-11,2.34225492164656e-10,1.04840549671493e-10,"27681/54170/54673/74347/12300/11776/68576/100504663/66868/270096/66508/68421/11781/75669/21929/218441/17113/70394/56208/15481/17999/225326/104831/27057/68585/70297/20661/68441/15239/20844/194309/107305/74718/432486/75788/20660/66096/98402/245944/270802/230676/12492/28084/230895/70160/19349/81905",47
"GO:0030100","GO:0030100","regulation of endocytosis","135/6711","344/28891",1.87085305531106e-11,2.45611380744096e-10,1.0993693267462e-10,"72961/13385/18693/12402/74342/18717/13429/211323/75786/192199/15387/225164/54609/26903/19056/50873/192212/15289/13631/11305/110351/20779/19341/14461/55988/11838/228998/12317/213326/29816/20655/18222/17886/216869/13837/11773/19345/19344/117148/15444/19261/50877/60595/74244/68423/11771/215114/14251/30878/21803/19288/14289/11465/12512/53378/77116/23970/235406/66890/269994/12048/19259/19211/17999/94245/19016/19055/16423/73178/110524/227541/52906/16568/54198/20778/236266/13855/13430/19246/71770/224671/14745/80838/98878/19152/109934/11736/19342/22339/11820/15114/20620/56715/67979/11840/22260/16971/16412/72993/18806/24088/232227/12306/11793/53330/72836/360013/233489/108797/23969/16410/17957/12488/83814/16443/94190/12988/20616/12554/234729/20239/227738/19877/19271/69727/104836/67841/20698/13057/74006/17089/100502698/22418/78771/11816",135
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","137/6711","351/28891",2.09289104007051e-11,2.74202756997855e-10,1.2273458153259e-10,"59030/21754/11845/12386/20312/213556/70497/18693/22411/12614/12721/14158/20563/101497/192176/57028/243961/12631/232906/50873/16885/19720/74192/56717/66214/13144/13605/233977/13860/216965/56716/56699/29816/14489/64930/23830/13837/22417/80880/74117/18709/234695/13640/268970/227753/14248/13829/83964/218397/18708/21803/52428/14086/320827/18016/11465/17127/73205/211556/75547/107702/22003/13609/277360/18706/56431/27360/14787/18753/99889/76499/211673/22323/207278/16423/101314/20535/104027/170731/108100/223601/234854/328572/16413/544963/50875/236266/13383/14745/109880/19230/268396/434204/27385/63985/50768/242687/11840/18479/68732/16971/28006/20971/58234/12340/319277/24088/104445/12343/20741/18003/17973/76707/108686/93840/245880/13169/213649/218952/230824/12488/192197/26401/21812/11853/65970/19877/83767/225115/18484/14026/170758/74392/170643/15901/17913/231637",137
"GO:0035019","GO:0035019","somatic stem cell population maintenance","50/6711","89/28891",2.11762328870974e-11,2.76880318844279e-10,1.23933072154444e-10,"66999/20848/70673/21420/16590/24061/69792/110157/17173/14461/225895/19664/15205/18504/20377/22412/17869/26896/21415/16600/16878/319583/68975/21847/80288/20677/99377/20472/11789/58198/18119/20674/109880/14184/20682/22421/108098/20481/16825/12162/21380/93840/12193/319757/26380/102162/21416/387609/59024/66213",50
"GO:0001837","GO:0001837","epithelial to mesenchymal transition","77/6711","164/28891",2.18655306099592e-11,2.85314190914568e-10,1.27708117199868e-10,"21386/19052/22411/114716/218850/17701/629378/192176/70769/102693/13207/18018/56717/66214/56637/67040/19664/13838/207806/13837/18570/20377/22160/15384/227059/21803/20583/21453/17127/21813/53378/24064/15376/243574/67898/18128/19211/353310/68010/76499/80288/72674/21814/76905/214384/21849/15214/14182/114715/68585/240756/70300/246154/22339/100182/12387/20613/16449/20682/21844/12162/76707/93840/218952/20319/15251/21812/18132/106628/19877/21416/15213/106957/97064/22418/71890/16974",77
"GO:0002262","GO:0002262","myeloid cell homeostasis","94/6711","215/28891",2.30900858933519e-11,3.00684229633428e-10,1.34587826546896e-10,"56417/15526/16923/20848/21423/217127/14751/20846/11740/16590/20586/16658/66663/15289/99982/16969/223870/18477/14461/22761/11655/20088/18771/14057/20085/238247/17684/20655/21399/15368/56484/18023/107817/97165/22695/67490/13829/83964/19255/14088/18015/11479/14013/15469/12053/233904/19014/108156/59003/12611/16598/12192/217864/109246/226844/74443/21814/11733/20683/100561/50875/12484/20044/78926/26416/67017/23871/399568/22339/11717/93686/223690/15902/20185/18795/12977/64602/16825/16596/50794/20807/11480/12028/15251/208638/20104/14385/13871/12633/17089/100900/21833/12005/14381",94
"GO:0006457","GO:0006457","protein folding","80/6711","173/28891",2.34788548675079e-11,3.05130440475718e-10,1.36577973666891e-10,"15526/59030/18087/54673/209586/67943/14229/15504/66917/15525/21454/14828/18453/83945/12017/66411/227638/12465/15519/12317/15516/109054/56323/17713/56327/15510/68833/68015/12304/11632/270166/70430/15512/12468/12461/19386/56812/110920/56330/67838/100037258/30933/68559/56709/15481/17714/13002/56424/272589/18415/243912/18221/12539/67475/66101/15507/15505/23950/19035/68816/12462/52653/12469/12330/21371/14827/15502/63958/64136/13418/56354/228005/67285/72726/72354/56351/268390/268373/72170/18637",80
"GO:0031589","GO:0031589","cell-substrate adhesion","142/6711","368/28891",2.40453380141144e-11,3.11863679756502e-10,1.39591806622234e-10,"21754/231858/56013/13845/12721/14158/56838/107321/16399/192176/12631/18453/12261/108911/19324/20779/13144/56637/18720/12317/110253/20745/244895/64930/17886/13837/16400/24066/22417/19261/60595/20377/17130/13640/270190/12817/19015/16776/110829/13829/83964/72349/218397/18708/18015/11465/18081/27279/17127/12512/12053/50932/57373/211556/20163/22319/18128/277360/110616/19211/195209/68750/381293/14787/16480/76499/22330/56348/226519/58800/14115/11502/12929/12568/12032/330662/20874/16542/18607/20411/16413/15227/68813/13430/23828/18606/16402/109880/16403/22339/434204/58231/13612/230661/11426/50768/12387/12927/14366/29875/68732/16971/16449/20971/231830/107581/16412/21844/16007/74030/109648/18003/12977/16825/76707/101401/23790/17118/114249/20807/14369/16410/218952/12361/15404/109711/12554/18552/19877/19271/14729/244667/268780/170758/19272/12552/22793/23991/26921/16421/105298/17283",142
"GO:0006643","GO:0006643","membrane lipid metabolic process","85/6711","188/28891",2.4726504249109e-11,3.20054310019592e-10,1.43257975368437e-10,"68801/18010/16590/233575/18618/14421/11305/20773/67916/320655/66459/67556/50784/320095/50877/20450/74244/26889/69048/67292/12916/27419/106529/58994/56442/13244/14731/20397/110417/19156/76303/23956/78928/170439/18753/276846/18700/71949/69376/545276/225742/100503915/68018/14667/67260/56632/83603/66612/67111/228812/18701/225651/18606/22234/56386/19012/17939/20441/70750/208449/74559/241062/16007/56336/69923/192654/433931/57370/15211/241447/20452/20444/12028/20449/245944/230801/15212/67063/66268/30960/109232/20442/74442/20698/70757",85
"GO:0032543","GO:0032543","mitochondrial translation","65/6711","130/28891",2.55965473412211e-11,3.30651992307638e-10,1.48001553132132e-10,"52856/234384/27397/68611/70560/19935/107733/64659/66448/216767/94065/12261/68572/75593/118451/52575/224805/15115/72416/67267/320806/109093/384281/66971/108853/67036/218506/66230/69956/212508/66845/78523/56284/72181/226539/106338/233870/107734/228019/71984/64660/27395/102436/66493/227682/76784/67707/66258/66084/69527/66242/14548/27393/66419/70207/57312/83485/28030/66077/77721/121022/94061/211064/94066/381314",65
"GO:0097581","GO:0097581","lamellipodium organization","51/6711","92/28891",2.63128172709156e-11,3.39224840256643e-10,1.51838804504378e-10,"319974/14158/20563/16590/12631/11977/56717/20779/15519/208727/74117/234695/13829/18708/14086/67804/17925/18858/319713/13609/68750/226970/22330/101314/68050/20399/244654/13430/18606/19230/434204/54126/11308/242687/68732/74055/75454/16412/57784/17973/108686/23790/245880/226251/12554/219140/83767/66713/231148/56440/13836",51
"GO:1903052","GO:1903052","positive regulation of proteolysis involved in protein catabolic process","66/6711","133/28891",2.77347187174553e-11,3.56842309087259e-10,1.59724475269555e-10,"56371/93687/12398/66498/14629/54609/224727/50873/269695/26419/76892/75234/231672/56637/233900/76375/170930/20610/68077/74244/71492/77006/211770/53312/68034/50721/107995/27373/23806/56812/19165/269523/22393/329795/330863/110616/19211/227693/224619/56424/56468/17246/231600/26420/56486/229317/56438/217410/237353/20620/228775/13666/19358/50754/216157/56085/64209/75788/56469/238896/59009/70620/244667/193670/12795/12005",66
"GO:0030218","GO:0030218","erythrocyte differentiation","74/6711","156/28891",2.88953135832433e-11,3.71034245732244e-10,1.66076859995114e-10,"56417/15526/16923/20848/21423/217127/20846/11740/16590/20586/16658/66663/99982/16969/223870/14461/22761/11655/18771/14057/20085/238247/17684/21399/56484/18023/107817/97165/22695/67490/13829/19255/11479/15469/12053/233904/19014/59003/12611/16598/12192/217864/226844/74443/21814/11733/20683/50875/20044/78926/26416/67017/23871/399568/22339/93686/223690/15902/20185/18795/16825/16596/50794/20807/11480/15251/208638/20104/13871/12633/17089/100900/21833/14381",74
"GO:1900182","GO:1900182","positive regulation of protein localization to nucleus","55/6711","103/28891",3.2153155854743e-11,4.1204620803116e-10,1.84434027828504e-10,"18148/21754/20869/217127/231803/192176/68576/19056/108989/20779/13605/16451/51812/15519/15516/28036/22687/230738/21752/18709/57320/18708/12189/21803/19259/230784/16480/18753/54721/230908/230500/76936/21849/105844/66612/328572/26416/12914/22433/13666/15183/18053/22042/218952/68051/70572/12488/19384/319757/66233/29810/21416/97064/21937/14634",55
"GO:0046474","GO:0046474","glycerophospholipid biosynthetic process","78/6711","168/28891",3.24468402548872e-11,4.149847862758e-10,1.85749350749052e-10,"75320/320951/54673/67420/18717/233575/100504663/84095/18710/18618/12702/66586/18720/104418/320655/66459/76500/67556/55979/18709/78610/54607/69048/67292/12334/75669/18708/28042/70310/14731/27399/67469/56208/110417/105501/78928/56077/18706/224020/276846/225326/18700/216233/26457/56468/104718/14173/110524/12703/228812/13026/18701/225651/14792/18590/269180/210992/14705/233789/227733/14077/233011/241062/18806/16592/117150/433931/68671/16329/234729/230801/67063/66268/110911/19210/18704/102247/12700",78
"GO:0051495","GO:0051495","positive regulation of cytoskeleton organization","87/6711","195/28891",3.45498954701018e-11,4.41007180594607e-10,1.9739710991881e-10,"21754/11845/20312/22411/14158/75786/192176/57028/12631/26419/16885/19720/56717/66214/101706/56716/56699/328108/64930/56327/22417/74117/234695/227753/320827/18016/69871/219103/17127/22003/54141/12576/56431/27360/13589/18008/22323/207278/13191/16423/101314/74187/225523/104027/108100/328572/16413/20873/11789/13383/17257/14745/319675/260315/109880/268396/18846/434204/27385/214444/242687/18479/68732/17755/20971/27050/104445/83679/332110/17973/108686/20460/245880/75991/216963/13494/76123/218952/26401/21812/11853/83767/14026/170643/15901/17913/18637",87
"GO:0033045","GO:0033045","regulation of sister chromatid segregation","56/6711","106/28891",3.7369247644551e-11,4.76051719993628e-10,2.13083228195786e-10,"83560/76464/67052/51810/68094/30949/20586/108989/29861/75430/56456/101706/67629/56150/11920/66977/107047/235661/52696/107995/329152/68612/67141/22680/239985/93760/12237/56208/20588/59008/70799/12055/231600/16319/21335/327799/19357/59126/17120/11789/52563/234069/77044/81601/23834/214444/332110/20587/12054/52206/22137/14841/229841/209334/66442/17222",56
"GO:0010821","GO:0010821","regulation of mitochondrion organization","71/6711","148/28891",3.75830975362702e-11,4.77831650332935e-10,2.13879934281982e-10,"320951/239555/54673/11740/59026/22654/14629/66092/50873/72113/56637/56749/12177/30954/381760/381038/29816/69754/216869/93734/15937/237781/16905/319801/56772/70310/56330/67588/20787/19765/12048/68350/12015/19016/59040/67013/20847/58801/70435/170731/16542/223601/328572/14775/228361/78688/56428/72759/22042/17395/50754/66196/12123/67414/14297/12028/52538/15251/51800/22333/74374/22059/56295/74006/170770/230895/99890/66774/15194/73333/171543",71
"GO:0021954","GO:0021954","central nervous system neuron development","53/6711","98/28891",3.84649521813807e-11,4.88080869608622e-10,2.18467538187245e-10,"13845/20563/22187/11977/232906/54713/14461/216965/15519/213326/15516/83431/13838/11878/268882/24136/20664/15452/18472/74244/270190/99512/80297/72320/77630/19211/328365/12568/214585/14182/18227/75420/18844/56386/243743/18846/235402/13488/14790/56336/20266/18212/13844/76089/244152/17172/105689/18293/230676/244667/70762/170758/12552",53
"GO:0045022","GO:0045022","early endosome to late endosome transport","31/6711","44/28891",4.05573533936255e-11,5.13620235707879e-10,2.29899091411287e-10,"27681/14339/54673/170833/22350/271457/192176/235567/192652/100504663/20779/55988/74349/231876/75669/18016/77116/56208/26396/26395/225326/104831/320191/54198/71732/74718/280408/101240/16558/67894/19349",31
"GO:0031109","GO:0031109","microtubule polymerization or depolymerization","66/6711","134/28891",4.22894246233262e-11,5.33459160708338e-10,2.38779097522993e-10,"13548/228421/71276/75786/26903/109242/26419/17997/100732/15185/103733/101706/210356/216965/83431/328108/56327/66140/259279/16801/212307/99512/219103/67141/76789/17754/17758/233276/12576/13589/68041/72119/76499/13191/78798/70799/74187/67971/286942/11789/17257/78926/66296/260315/227634/54126/214444/18479/17755/29877/27050/380969/83679/68475/76707/75991/216963/13494/328580/80986/20393/270058/74392/15194/23991/72948",66
"GO:0043244","GO:0043244","regulation of protein-containing complex disassembly","66/6711","134/28891",4.22894246233262e-11,5.33459160708338e-10,2.38779097522993e-10,"213556/276770/76055/57028/12631/26903/194952/19704/65973/21968/15185/13860/216965/14489/209815/18627/234695/227753/14248/13829/78246/320827/99512/17754/225363/22003/18706/56431/27360/68041/18008/72119/76499/67846/78798/74187/11789/50875/78926/260315/19230/16001/227634/68732/17755/232341/29877/12340/224432/11793/12343/20741/76707/269254/94232/80986/65970/17281/225115/270058/74374/14026/74392/100502698/106583/23991",66
"GO:0072659","GO:0072659","protein localization to plasma membrane","125/6711","315/28891",4.36248188982056e-11,5.49229653550456e-10,2.45838052220357e-10,"11845/235281/17274/22350/74741/57440/192786/192176/98741/233575/76108/67830/12215/279561/104215/20909/238331/67378/56297/20280/18720/226849/13660/233977/67300/53869/18222/13837/11773/16400/74117/18709/232670/102502/106039/14252/329877/16776/228136/14251/218503/18708/50721/21803/70231/26941/16795/19339/224624/80297/16500/12048/57437/52892/22319/19206/230784/21983/235574/93835/65962/16480/76499/17846/12995/319740/12568/19340/105193/104718/20334/56334/13483/217124/11733/328778/20411/235442/16413/13383/13853/76740/98878/69847/217143/11426/217893/56374/11933/16971/232341/11652/16412/72993/12306/83997/108058/108686/65106/53330/233489/665113/23969/56224/22318/13844/75788/20660/12361/76089/12988/12558/19877/75695/67020/226791/19325/106522/67457/23991/21937/19349/13836/18777/16974",125
"GO:1902117","GO:1902117","positive regulation of organelle assembly","49/6711","88/28891",5.17351171055364e-11,6.50067377899196e-10,2.90973542600339e-10,"234594/74383/54673/329015/232906/26419/230872/232944/20779/56637/101706/17427/52639/64143/23881/27041/14086/69871/219103/53378/22241/56208/329795/54141/235072/53872/225523/72068/26420/53860/20873/70300/319675/15114/20971/332110/117150/108686/20460/76123/231464/381644/227738/170625/21821/104625/15194/71116/72844",49
"GO:0001763","GO:0001763","morphogenesis of a branching structure","104/6711","249/28891",5.68246386825651e-11,7.1262961273894e-10,3.18976724613785e-10,"21386/18741/12614/21420/20563/15387/238386/22337/12034/18018/12702/14155/20779/14025/54710/29876/229700/13841/12826/67087/22417/16772/12234/20733/18504/74533/20377/22412/17869/12817/16776/18163/50721/21803/20583/20315/18109/15245/14573/21813/18763/24064/15376/14048/329795/19014/104156/18128/14254/19206/18514/67784/54485/235626/98711/238057/64138/56334/14173/14182/16542/68585/20472/21385/18844/15227/107515/58198/13383/11622/72780/20674/17257/380718/22339/18590/58231/12387/18479/20682/15478/17979/18021/19045/217325/12977/12162/21380/93840/252973/114249/20807/20681/319757/18612/20319/18132/20181/12767/22418/14234/13836/14634/16974",104
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","92/6711","212/28891",6.13102465842051e-11,7.6738999899376e-10,3.43487758584172e-10,"12042/14751/20846/15370/240354/18984/68576/15289/83945/20439/26885/223870/68510/20779/216795/13841/29816/216869/18570/15510/18504/223701/17869/12371/13063/57320/215114/73916/227753/13205/13033/18567/16600/12366/17127/19823/56330/14062/269523/26408/223453/68350/12015/67941/12905/20111/223752/19016/12581/54208/58801/17246/17314/11783/26420/328572/23950/14775/18119/20674/55948/20680/22339/11820/78688/50768/56428/13666/11652/83383/18053/27050/17395/16007/68845/65106/64209/67770/20510/12028/80751/240690/20319/51800/66839/59009/12633/14066/170770/23938/67628/17283",92
"GO:0045860","GO:0045860","positive regulation of protein kinase activity","141/6711","369/28891",6.34970483542333e-11,7.93220879246876e-10,3.55049795061105e-10,"18148/19052/14172/20869/13385/56013/12443/22032/11421/211323/240354/14370/16590/12034/26404/74018/12570/100732/56717/74370/20779/26409/66214/18712/13605/56426/17937/67468/15519/15516/76500/13838/13653/11552/216869/24136/11551/64143/13163/53310/21803/13205/26400/22030/52023/13543/75547/18763/66971/21676/207565/11603/68861/26396/26408/14254/12576/230784/18706/26395/381293/72119/18753/13131/11502/269582/12568/72149/66513/12445/21987/12444/14173/14182/105844/67974/269881/16413/12703/19246/67397/13383/12484/330177/68067/70097/69847/22339/18590/11820/16975/23834/11308/18479/14366/29875/71718/20971/11538/27050/71943/21844/16007/50754/68845/18003/14388/12977/108686/23994/93840/54635/20460/227154/17118/14375/59032/237542/12575/22359/218952/11539/26401/76089/20510/12988/68652/229841/17319/13544/30957/11514/71785/56295/23938/268373/23991/22418/80982/12005/108099",141
"GO:0090090","GO:0090090","negative regulation of canonical Wnt signaling pathway","66/6711","135/28891",6.40236211802543e-11,7.98251957694235e-10,3.57301731965952e-10,"20869/22411/93687/50781/629378/73739/13198/74256/74025/50873/20439/21888/56637/213326/13653/21887/68889/67087/56484/74775/20377/21885/54644/27041/20583/26941/320587/18128/21983/70122/67772/13726/72345/21886/11789/100201/70300/20674/56274/26416/16348/72125/11820/58231/12387/20682/50523/19273/621976/14368/380702/235542/20319/12558/14362/67020/269424/21416/67457/56458/97064/22418/12005/11816/14634/71890",66
"GO:0010569","GO:0010569","regulation of double-strand break repair via homologous recombination","43/6711","73/28891",6.47503067895239e-11,8.05753817693574e-10,3.60659603556361e-10,"233908/60530/99982/56456/19361/15193/71777/103537/21761/56420/50721/12649/191578/73247/100683/67561/59004/64050/19362/50755/235626/12144/236904/77044/73747/68067/81601/56505/80886/19891/227867/94232/67956/27223/117599/66233/216049/66713/319955/77782/13831/216853/71890",43
"GO:0019318","GO:0019318","hexose metabolic process","107/6711","259/28891",6.61984933645764e-11,8.2218783858971e-10,3.68015556865032e-10,"236900/11674/17448/20869/14751/30949/17425/18655/231841/67800/76969/18563/103836/104570/227358/50873/15289/17160/18648/18747/20779/11911/59090/17449/140858/59046/16548/80915/18627/71665/11910/18023/22278/17869/74551/14815/18604/19255/319801/18708/50721/74343/11364/67863/230815/14718/19386/69181/15376/14433/13194/74246/12015/230784/18706/56790/15277/67013/14595/72674/16367/17691/58801/12952/29858/67880/18597/73744/20411/328572/11548/18640/110524/64652/26384/26416/230796/18639/13806/68837/68263/17978/70974/72141/11652/18641/19883/140481/16592/381694/54128/213053/228026/17158/56690/15251/14385/27376/26380/21416/105651/22059/56458/78830/11677/384783/14381",107
"GO:0017015","GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","67/6711","138/28891",6.79591438184095e-11,8.42432002025899e-10,3.77076949810244e-10,"20869/20190/70673/114716/67326/71954/19646/23988/224109/14828/16969/12579/20901/238247/17684/24136/16400/66354/26356/17130/21803/107392/14718/170441/27528/17127/53378/245688/24064/93836/170676/353310/19016/56424/68010/80288/19042/69260/21814/76905/214384/20482/114715/380664/328572/20466/269003/13430/67903/246154/12914/20340/22433/16971/50523/20481/52592/114249/75788/60406/16948/22059/12577/56440/56213/12005/17283",67
"GO:1903844","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","68/6711","141/28891",7.17094894066244e-11,8.8721567891574e-10,3.97122356730089e-10,"20869/20190/70673/114716/67326/71954/19646/23988/224109/14828/16969/12579/20901/238247/17684/24136/16400/66354/26356/17130/21803/107392/14718/170441/27528/17127/53378/245688/24064/93836/170676/353310/19016/56424/68010/80288/19042/69260/21814/76905/214384/20482/114715/380664/328572/20466/269003/13430/67903/246154/12914/20340/22433/16971/50523/20481/52592/114249/75788/60406/12633/16948/22059/12577/56440/56213/12005/17283",68
