chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,significant,exo_replicates_with_signal,endo_replicates_with_signal,exo_replicate_signals,endo_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,exo_replicates_with_peaks,endo_replicates_with_peaks,exo_peak_scores_by_rep,endo_peak_scores_by_rep,region_start,region_end
chr12,98746804,98747423,25.10714377212436,43.26956735095606,0.5802494757685532,0.17748917748917747,both,False,6,5,"39.59216549203921,32.08658684329402,30.065085206523246,11.215447061905289,22.962444571067365,14.721133457917025","34.19361850876662,29.984138110221927,88.14611790040742,33.67982547196837,30.34413676341596",1795,619,CpG:,1338,2,3,5.6071;3.20933,6.16917;6.02571;5.10983,98745805,98747600
chr12,98900593,98901570,18.26236753806896,17.708636870788133,1.031268960525937,1.0,both,False,6,5,"19.143286714668218,21.07154707250924,10.876395907716594,23.465132520295334,14.773647045267039,20.244195967957356","19.666273799703934,7.735259446247049,26.469241716693723,12.566660344690039,22.105749046605922",2668,977,CpG:,1339,3,2,6.80369;4.74582;6.96398,6.04305;5.36991,98899449,98902117
chr12,99392016,99393399,40.32474788426084,22.134552928894752,1.8218008745783318,0.08225108225108226,both,False,6,5,"25.391158104131076,34.741361935011184,32.78470744707037,35.84597343550821,82.5389508555129,30.64633552833126","21.414001269185434,16.325773095158624,16.606015255107163,43.85676754360362,12.470207481418907",6334,1383,CpG:,1343,3,3,9.55387;7.64513;8.03776,7.58291;4.52512;9.23034,99389522,99395856
chr12,99563399,99563791,25.673755940993605,20.171567439843102,1.2727695067604177,0.42857142857142855,both,False,6,5,"20.453149995330193,29.88937113351417,24.618196182003025,19.115229126194,45.347879050863156,14.618710158057105","9.359078113511142,13.350687982250639,27.83357067864579,33.06303929203414,17.25146113277381",4772,392,CpG:,1344,3,2,5.06814;7.73894;4.81897,4.34295;4.51936,99560208,99564980
chr12,99627694,99628084,17.861323159738415,17.810726741136985,1.002840783497316,1.0,both,False,6,5,"20.878037566681215,17.63851065131935,18.27150206864643,7.106902435094336,26.897223407788566,16.375762828900605","19.016272056714286,10.964393434327574,15.400071173965891,23.333823477880387,20.339073562796795",7505,390,CpG:,1345,3,3,6.72891;7.54659;4.39918,10.1742;8.0743;4.40057,99625512,99633017
chr12,99883259,99883599,37.26531162884036,38.641804019570316,0.9643781540315036,0.5367965367965368,both,False,6,5,"39.47913994499961,45.29229907088326,41.35589914599832,37.306049141983515,41.98730802269308,18.171174446484393","18.269830495426156,24.288166161316227,39.423905099740196,74.18253494972406,37.044583391644935",3397,340,CpG:,1347,3,2,6.62237;11.154;6.5892,7.93516;8.41869,99882329,99885726
chr12,99884434,99884855,37.26531162884036,38.641804019570316,0.9643781540315036,0.5367965367965368,both,False,6,5,"39.47913994499961,45.29229907088326,41.35589914599832,37.306049141983515,41.98730802269308,18.171174446484393","18.269830495426156,24.288166161316227,39.423905099740196,74.18253494972406,37.044583391644935",3397,421,CpG:,1347,3,3,6.62237;11.154;6.5892,7.93516;8.41869;6.27695,99882329,99885726
chr12,99964804,99965084,27.21131545066677,17.184726617975652,1.5834593156811152,0.05194805194805195,both,False,6,5,"27.955492021202982,28.959393349070357,30.086953128629453,13.673617553986434,31.890717965797787,30.701718685313608","21.891272854334353,13.37847219101213,12.98217792980477,29.41528836522587,8.256421749501143",4154,280,CpG:,1347,3,3,5.35707;5.44878;7.34728,7.72884;3.31448;4.84833,99963766,99967920
chr12,99965203,99966256,27.21131545066677,17.184726617975652,1.5834593156811152,0.05194805194805195,both,False,6,5,"27.955492021202982,28.959393349070357,30.086953128629453,13.673617553986434,31.890717965797787,30.701718685313608","21.891272854334353,13.37847219101213,12.98217792980477,29.41528836522587,8.256421749501143",4154,1053,CpG:,1347,3,3,5.35707;5.44878;7.34728,7.72884;3.31448;4.84833,99963766,99967920
chr12,100110044,100110573,18.037716439097263,29.262328382711285,0.6164142580586401,0.32900432900432897,both,False,6,5,"10.175242656635156,25.911423995379646,26.760919183309397,11.751505462177327,9.65019911100016,23.97700822608188","6.410412100118913,30.55791563715453,56.64032494725106,16.18651172755229,36.516477501479635",3415,529,CpG:,1348,3,3,8.53913;3.56924;4.5323,7.57355;7.1334;5.18092,100109212,100112627
chr12,100130872,100131077,22.429999410701907,16.980094939300077,1.3209584216627752,0.6623376623376623,both,False,6,5,"16.380130808208524,14.256523479389976,27.76674196199435,12.159790513921081,45.35910499308323,18.657704707614265","10.23377666096295,16.983383831408712,28.5794891663985,26.576143873706805,2.527681164023409",4097,205,CpG:,1348,0,2,,4.16703;3.55523,100129982,100134079
chr12,100187007,100187620,93.54188312025838,89.41494743951729,1.0461548745363034,1.0,both,False,6,5,"30.4592642917925,130.74666170887394,119.68253677272472,59.834713441174046,163.62345234471925,56.9046701622658","69.7313753383703,43.500005927215625,121.12653237621801,165.03534017776957,47.68148337801298",2352,613,CpG:,1349,3,3,9.8251;11.6738;9.74338,13.8307;11.7508;9.84454,100186343,100188695
chr12,100199246,100200860,56.132031057970444,34.1545763363593,1.6434702777505987,0.12554112554112554,both,False,6,5,"31.659403064253553,74.28940623724748,45.44756324548694,23.918729843404673,126.40254387735538,35.07454008007467","21.91585938511844,31.32528452787149,17.309983909390947,82.20083876511723,18.0209150942984",3656,1614,CpG:,1349,3,3,"6.25784;13.653,7.31265;3.78983",3.91996;6.941;5.96403,100198787,100202443
chr12,100724639,100725581,221.2145648944953,130.01436250145002,1.7014625202813893,0.32900432900432897,both,False,6,5,"84.16952568576153,332.6644854909515,235.29438229868177,90.30541909632107,488.5625554828574,96.29102131239856","138.3109176068548,76.29788680819398,153.58368563932459,220.86406023914878,61.01526221372791",3826,942,CpG:,1353,3,3,23.4151;18.4868;23.195,37.0185;16.3521;26.6635,100722578,100726404
chr12,100908048,100908251,15.132507348028058,20.903587442377727,0.7239191545346906,0.24675324675324672,both,False,6,5,"22.816645358579386,13.212672737862567,15.001855968470743,15.027829506414399,17.19088476900722,7.5451557478340465","1.2769366931276505,32.18768316887354,15.4945829576489,27.24532783336067,28.313406558877865",4031,203,CpG:,1354,2,1,5.47684;4.49319,5.66808,100906995,100911026
chr12,101028441,101029415,36.43598675736788,33.67167995896531,1.0820958978515876,0.9307359307359306,both,False,6,5,"43.85306299806951,39.6118389597133,36.20073833123599,20.503018641908525,43.83453997503707,34.61272163824284","10.273482633423018,27.8308344914363,57.21272634988303,45.59638647701277,27.44496984307146",6825,974,CpG:,1355,3,3,11.5239;8.23628;5.98524,5.83269;7.10872;5.93338,101025831,101032656
chr12,101082443,101084074,31.236538718345372,28.805450037126086,1.0843968303944553,0.7922077922077921,both,False,6,5,"16.083997879204286,36.2368264539887,35.500749846098216,30.129037214257092,53.14932994249071,16.31929097403321","9.881201616330706,7.609268349693757,45.748061197884006,56.91292477223359,23.875794249488372",2764,1631,CpG:,1356,3,3,4.59563;12.3607;7.53453,"5.20825,6.82987;5.37352;3.59302",101081839,101084603
chr12,101818760,101819304,17.873420475048636,18.91198086302934,0.9450845262850829,0.9307359307359306,both,False,6,5,"14.559771358758523,22.955887193627436,30.050128337328754,3.0767749323585423,20.996611804647916,15.601349223570649","12.465528411027258,17.95980600327536,20.50445608061906,30.22723573074303,13.402878089481987",2003,544,CpG:,1361,3,3,5.16074;7.30065;2.44856,4.60602;5.8686;4.17435,101818089,101820092
chr12,101912587,101913308,47.8595578405359,36.20939651236568,1.3217441451749032,0.5367965367965368,both,False,6,5,"48.24565529823303,56.44671005430356,58.01652002082744,32.51110629926265,69.85106781838645,22.08628755220225","24.829806667503338,20.764099130748022,61.3433084084954,59.90200901535195,14.207759339729664",2272,721,CpG:,1362,3,3,8.07076;9.54155;7.44229,4.10933;5.07441;5.72251,101911492,101913764
chr12,101957878,101958412,40.17336180729801,28.870703916854232,1.3914922865405257,0.6623376623376623,both,False,6,5,"44.963291429561444,53.3151017871436,31.225092733123248,17.682038969060457,85.78896108897167,8.065684835927618","23.52898325213614,24.88208163205107,45.327882527242664,21.96099246376029,28.653579709081015",2693,534,CpG:,1362,3,3,7.24003;19.0562;5.50992,7.60335;5.40785;7.9949,101956599,101959292
chr12,101975356,101976335,96.23236823682124,82.24693778947662,1.1700419592902345,0.6623376623376623,both,False,6,5,"69.31203065897881,116.01313717150815,103.73807913411862,40.31304130673466,209.41715298276958,38.600768166817744","34.674564570747584,77.6996696161616,115.45829079826616,162.95498264380635,20.44718131840143",2079,979,CpG:,1363,3,3,7.81116;10.835;5.76301,5.04883;8.16167;7.10358,101974960,101977039
chr12,102128707,102129471,23.176514539241523,13.008438707161915,1.781652284411463,0.5367965367965368,both,False,6,5,"11.890603848693745,19.178257255087814,31.666266073867,11.158363837616841,57.24496508810613,7.920631132077608","0.16734118355064329,15.846912959775876,22.941399957036086,25.850751155544494,0.23578827990247267",2372,764,CpG:,1364,2,1,5.82569;6.45315,4.97651,102127474,102129846
chr12,102282946,102283476,17.082092837530322,11.942653312653835,1.4303431901042456,0.17748917748917747,both,False,6,5,"18.243679778317787,19.548879589619382,13.986062269790896,8.245527578251702,19.42076577525586,23.0476420339463","11.164493524203342,7.700104511209896,20.263704423393524,7.227395686454007,13.357568418008409",3584,530,CpG:,1365,2,2,5.84541;7.68414,3.20456;4.84655,102282245,102285829
chr12,102439601,102439896,59.71288735784555,31.96006289320759,1.8683595072191244,0.32900432900432897,both,False,6,5,"35.49608123634099,90.30009676268081,73.96767437920006,32.50088897689642,89.62517893573643,36.38740385621861","37.36767591764424,25.109468682341703,37.25367701843524,48.90867967948084,11.16081316813593",3954,295,CpG:,1366,3,3,7.33562;13.2659;9.08689,7.40991;12.1203;6.35755,102436648,102440602
chr12,102468963,102469586,77.4351942378709,33.948056311672005,2.2809905087628586,0.24675324675324672,both,False,6,5,"48.68203860724736,112.47466593782943,90.99761211119728,24.16734898742419,176.94885950904407,11.340640274483002","28.565204085675063,16.662239529474586,16.94268554791829,90.73467562052623,16.835476774765876",2139,623,CpG:,1366,3,3,5.78718;9.8707;19.4876,7.90062;9.14625;6.77564,102468364,102470503
chr12,102704447,102705421,31.120625313486453,30.67404021193183,1.014559057055057,1.0,both,False,6,5,"49.01054814634867,25.305142778965187,25.48614590694672,16.20333238933545,37.07920141797734,33.63938124134535","32.28458227326921,12.11637035932507,42.528096278886046,49.30052259189216,17.140629556286648",3368,974,CpG:,1368,2,3,7.1968;6.9349,4.8015;3.23761;5.20002,102703108,102706476
chr12,102743358,102744050,24.467730159340665,32.08877614006951,0.7625011952010102,0.7922077922077921,both,False,6,5,"29.00745413641757,23.434886412680658,15.992513691520923,33.46389684021691,31.38914547494002,13.518484400267909","23.583090227180595,23.59580393504592,76.24584017812164,31.406354555127677,5.612791804871748",2459,692,CpG:,1368,3,3,4.2803;7.12219;6.86942,3.99352;6.45925;4.25061,102742194,102744653
chr12,102757312,102758334,53.4637751572922,41.36439493363294,1.2925071246194244,0.7922077922077921,both,False,6,5,"55.09612851955488,66.29530881117465,41.29913061209594,21.814682020652036,120.05805348713707,16.219347493138606","54.30976017076824,21.841536798506258,60.87831597286374,52.497692921122564,17.294668804903864",2623,1022,CpG:,1368,3,3,5.65508;9.26441;5.27534,15.039;7.45643;8.56254,102756235,102758858
chr12,102877438,102878655,44.53510420145654,44.73779301431553,0.9954694051896094,0.7922077922077921,both,False,6,5,"23.382191443430983,76.26448631286621,46.482904106080404,25.613815520913146,77.94057459624345,17.526653229205078","14.623138217086142,3.3194476578477,83.40258217054951,103.06272688729705,19.281070138797286",3872,1217,CpG:,1369,3,3,5.83457;7.76588;5.5539,"13.2926;4.47572;5.76977,6.97068",102876030,102879902
chr12,102948857,102949644,48.48971022267249,36.31384939076493,1.335295239589886,0.42857142857142855,both,False,6,5,"54.27508500980246,63.69307164728058,38.676530592393895,79.21443493647152,51.01037990281248,4.068759247274006","24.383245960594188,10.971258265167943,53.562420062540134,53.23546411635165,39.416858549170776",2351,787,CpG:,1370,2,2,9.65031;11.1177,8.06121;5.60078,102948000,102950351
chr12,103241818,103242793,20.512951364218207,14.81548627654318,1.3845614636824723,0.17748917748917747,both,False,6,5,"20.572671643381465,12.856913949790174,18.608911359467523,32.167393655666814,10.943012127388428,27.928805449614824","17.098325532261686,10.797505692975356,11.922675886563342,10.28752306506972,23.97140120584579",2424,975,CpG:,1372,2,2,6.95973;7.04755,6.84391;4.71704,103240927,103243351
chr12,103325060,103325688,29.05030188961054,17.182687415422933,1.690672779366015,0.17748917748917747,both,False,6,5,"8.903670988736614,44.53983223784354,30.897038097919957,21.341352531986853,46.20283092414179,22.417086557034523","11.454717748395858,7.557203360526793,32.60356002565353,15.681615920605198,18.61634002193328",2480,628,CpG:,1373,2,2,5.37736;12.867,10.4405;4.94256,103324699,103327179
chr12,103388600,103388989,65.06438924939845,43.5434717544466,1.494239816620827,0.32900432900432897,both,False,6,5,"35.814837182093136,98.28309316175556,50.32201793992192,31.843384871813786,133.24524008636791,40.87776225443834","49.39072452719541,30.965690274158327,32.91506814110078,71.9193440097143,32.52653182006416",4337,389,CpG:,1373,3,3,11.9388;11.5744;14.1507,15.5065;12.8883;8.05296,103387810,103392147
chr12,103425495,103426077,71.21497471142823,36.03206710409441,1.9764332283710668,0.08225108225108226,both,False,6,5,"58.89366091153458,85.29668699242237,66.02624069430394,53.3401435883893,150.37532102333284,13.357795058586362","13.449892870372842,38.866927533794524,44.01663297802857,45.20149977656955,38.62538236170659",2995,582,CpG:,1374,3,3,8.67598;24.7951;10.5784,11.7796;12.0426;3.80786,103424188,103427183
chr12,103532173,103532834,45.87534254306072,27.32697632170413,1.6787566250652022,0.12554112554112554,both,False,6,5,"25.16649413153782,66.01420970355693,52.84264206421742,27.912433379704964,67.34182631602309,35.97444966332407","5.915261910892297,10.939037940248912,13.399071573536775,83.83344531583757,22.548064868005095",1591,661,CpG:,1374,3,2,6.62557;3.47616;6.68419,8.10979;5.61473,103531954,103533545
chr12,104751475,104752369,44.43963816485839,26.647374641440173,1.6676929252065569,0.32900432900432897,both,False,6,5,"22.790579426152867,56.12515344638914,33.87507099667732,45.11564539809077,53.90376684894038,54.82761287289981","10.20487304150619,11.678584576850758,56.71960212365142,46.2292882525833,8.404525212609201",2986,894,CpG:,1384,3,3,9.42699;8.52474;12.2411,14.9385;10.066;5.94725,104750227,104753213
chr12,105009553,105010194,16.730639863043628,16.99727935618984,0.9843128133886256,0.5367965367965368,both,False,6,5,"3.7548912652215947,7.541454738648703,12.79994620535795,18.697893917284887,47.432987537348744,10.156665514399894","32.30104405498417,0.3040009356559591,44.00513974524118,5.964539578179316,2.411672466888569",2162,641,CpG:,1386,2,1,3.21387;4.68418,5.11613,105009230,105011392
chr12,105023197,105023957,9.609042008331281,14.123366226510186,0.6803648545411703,0.12554112554112554,both,False,6,5,"2.458911547063573,8.260224476486844,9.519062889023353,4.088528913962585,11.759521160040686,21.568003063410654","11.787050770611526,16.922803457420173,20.063039600293454,11.802931736295504,10.041005567930274",2467,760,CpG:,1386,2,0,5.96104;3.72081,,105023034,105025501
chr12,105032097,105033104,137.2013511301457,62.49569746862886,2.195372748644289,0.12554112554112554,both,False,6,5,"67.55877272152041,182.09985823528402,158.41997680214945,64.13431151269376,281.9931837684359,69.00200374079067","44.0166600731649,29.19502128521426,75.26142067642577,129.50856184064685,34.49682346769253",5436,1007,CpG:,1386,3,3,14.8183;15.7732;11.4049,25.8935;24.7006;13.0334,105029920,105035356
chr12,105684842,105685824,24.357609329277263,21.11179003221823,1.15374439079328,0.5367965367965368,both,False,6,5,"18.684300127170474,26.386001193155828,17.52555518065122,23.896572609598042,39.02641318381714,20.626813681270878","10.970513650306517,6.806659105577753,40.830923106384084,37.294577029331734,9.65627726949107",3989,982,CpG:,1391,3,3,7.09194;5.41064;5.41849,5.13199;4.3746;2.61261,105682251,105686240
chr12,105784340,105785306,21.501763847780808,10.178075890866968,2.112556840637714,0.030303030303030304,both,True,6,5,"9.235408946709484,25.529049230853015,22.550257486343043,17.698294331245837,34.08748208334963,19.910091008183834","7.865071860104631,11.558853136253141,7.457015758567048,18.091540019672436,5.917898679737574",5326,966,CpG:,1392,3,3,4.97774;6.47035;4.97392,9.11199;6.13572;2.68918,105782629,105787955
chr12,105862675,105862932,24.147873123068308,15.93165829417686,1.5157162347559598,0.32900432900432897,both,False,6,5,"24.460893284826515,29.681613354154074,35.484911895805446,6.213610590760802,11.893334653156815,37.15287495970617","17.197246135646985,10.097387879403986,18.866702668935634,20.81323286352848,12.683721923369207",4364,257,CpG:,1392,2,3,6.88928;7.22595,5.3295;5.47825;4.62776,105859762,105864126
chr12,105935499,105935762,17.297130565859213,7.856475645224117,2.201639939706806,0.12554112554112554,both,False,6,5,"3.776768610131236,29.709355627213327,19.771336020783764,18.341397677879844,20.424714188712603,11.759211270434506","10.149227893294919,3.7893977243814256,20.03522668802186,3.3069750503167135,2.0015508701056706",3519,263,CpG:,1393,2,0,3.5671;5.017,,105934048,105937567
chr12,105962822,105963249,60.60080205384563,27.42641362168602,2.2095780691474975,0.08225108225108226,both,False,6,5,"31.362557200358708,67.1102915261546,65.53341600976094,45.810822751625665,131.72225811195744,22.065466723216396","29.280215480998717,24.52426642827832,23.12425224727585,43.51995047393216,16.68338347794506",3613,427,CpG:,1393,3,3,11.058;7.18567;18.0958,2.84003;6.39228;9.97961,105960345,105963958
chr12,106010171,106010924,68.29350509614311,24.54152063257836,2.7827739820443274,0.004329004329004329,both,True,6,5,"65.30635501413175,69.7602662858161,63.84219594146727,39.226838338661345,116.02660309612797,55.59877190065421","31.948855312917697,20.67802993411892,16.880568515922004,38.36226864621955,14.837880753713648",5164,753,CpG:,1393,3,3,21.3315;12.6784;21.1641,9.06911;14.3446;13.4522,106006359,106011523
chr12,107915284,107917294,24.243209929448597,6.543981620414387,3.704657399070359,0.05194805194805195,both,False,6,5,"5.35941594219471,16.86555495751266,24.64007676774624,15.133914839596297,66.02977993966465,17.430517129977034","4.146387642035269,5.86843103252646,11.11652047895135,5.373587068770057,6.214981879788796",4348,2010,CpG:,1408,3,0,7.56377;3.84569;6.16775,,107914359,107918707
chr12,108003777,108004350,35.7987363640305,14.081577617490177,2.542239040004033,0.017316017316017316,both,True,6,5,"23.57385778645318,30.33112754640509,49.0193293708095,14.084477761982612,74.01002468940281,23.77360102912986","17.432996836484044,11.587809083831852,9.94298102443632,19.87990776278191,11.564193379916762",2841,573,CpG:,1409,2,2,6.41024;4.98968,4.5302;8.35278,108003909,108006750
chr12,108006023,108006417,35.7987363640305,14.081577617490177,2.542239040004033,0.017316017316017316,both,True,6,5,"23.57385778645318,30.33112754640509,49.0193293708095,14.084477761982612,74.01002468940281,23.77360102912986","17.432996836484044,11.587809083831852,9.94298102443632,19.87990776278191,11.564193379916762",2841,394,CpG:,1409,2,2,4.98968;6.56093,4.5302;4.86618,108003909,108006750
chr12,108178345,108180230,102.02538957252158,73.60561639133161,1.3861087587405478,0.7922077922077921,both,False,6,5,"69.0351185418367,154.3666386203237,123.30383091050007,34.63938541913549,184.12124021138308,46.686123731950325","71.46142686758353,49.101237864101776,65.2138838766691,128.7432402593605,53.508293088943105",5442,1885,CpG:,1410,3,3,17.654;15.3795;23.3925,44.2896;33.2622;20.7651,108176792,108182234
chr12,108274316,108276582,36.52245509027443,32.28834158894877,1.1311344371670937,0.7922077922077921,both,False,6,5,"25.973646239155816,35.837682887973706,37.1443433061368,26.274585079894496,62.45116405843427,31.453308970051467","38.27750851158743,27.063781960497774,39.1071098173658,51.85764369605079,5.1356639592420485",6048,2266,CpG:,1411,3,3,"7.33446;5.45318,7.87471;10.0779",16.4865;6.49873;7.15124,108270690,108276738
chr12,108306261,108306741,28.01802170775458,16.337554822727213,1.7149458417595418,0.17748917748917747,both,False,6,5,"24.031119785031372,48.57965058616347,31.070714334523455,13.526852549427902,34.929375841789835,15.970417149591462","26.14276423084849,2.893423342790507,21.38398356085394,15.738482158844203,15.529120820298932",3059,480,CpG:,1411,1,2,3.10152,8.67729;6.10103,108306041,108309100
