gene,chr,tss,strand,promoter_start,promoter_end,cpg_start,cpg_end,cpg_id,cpg_count,exo_peak_count,exo_replicate_count,exo_mean_signal,exo_min_qvalue,exo_samples,endo_peak_count,endo_replicate_count,endo_mean_signal,endo_min_qvalue,endo_samples,category
Tex30,chr1,44102362,-,44101862,44104862,44101935,44102758,921,99,1,1,10.9852,43.2954,NSCv3,4,3,8.4626825,14.0763,NSCM1;NSCM2;NSCM3,endo_only
Tex30,chr1,44102423,-,44101923,44104923,44101935,44102758,921,99,1,1,10.9852,43.2954,NSCv3,4,3,8.4626825,14.0763,NSCM1;NSCM2;NSCM3,endo_only
Tex30,chr1,44102441,-,44101941,44104941,44101935,44102758,921,99,1,1,10.9852,43.2954,NSCv3,4,3,8.4626825,14.0763,NSCM1;NSCM2;NSCM3,endo_only
Tex30,chr1,44102433,-,44101933,44104933,44101935,44102758,921,99,1,1,10.9852,43.2954,NSCv3,4,3,8.4626825,14.0763,NSCM1;NSCM2;NSCM3,endo_only
Tex30,chr1,44102401,-,44101901,44104901,44101935,44102758,921,99,1,1,10.9852,43.2954,NSCv3,4,3,8.4626825,14.0763,NSCM1;NSCM2;NSCM3,endo_only
Tex30,chr1,44102414,-,44101914,44104914,44101935,44102758,921,99,1,1,10.9852,43.2954,NSCv3,4,3,8.4626825,14.0763,NSCM1;NSCM2;NSCM3,endo_only
Tex30,chr1,44102437,-,44101937,44104937,44101935,44102758,921,99,1,1,10.9852,43.2954,NSCv3,4,3,8.4626825,14.0763,NSCM1;NSCM2;NSCM3,endo_only
Hecw2,chr1,54194048,-,54193548,54196548,54194342,54195242,998,120,1,1,6.49878,18.6461,NSCv2,3,3,6.997953333333332,3.73575,NSCM1;NSCM2;NSCM3,endo_only
Hecw2,chr1,54195034,-,54194534,54197534,54194342,54195242,998,120,1,1,6.49878,18.6461,NSCv2,3,3,6.997953333333332,3.73575,NSCM1;NSCM2;NSCM3,endo_only
Hecw2,chr1,54195034,-,54194534,54197534,54194342,54195242,998,120,1,1,6.49878,18.6461,NSCv2,3,3,6.997953333333332,3.73575,NSCM1;NSCM2;NSCM3,endo_only
Hecw2,chr1,54195168,-,54194668,54197668,54194342,54195242,998,120,1,1,6.49878,18.6461,NSCv2,3,3,6.997953333333332,3.73575,NSCM1;NSCM2;NSCM3,endo_only
Ankrd44,chr1,54926387,-,54925887,54928887,54925725,54926617,1004,106,1,1,7.02333,20.82,NSCv3,3,2,4.357066666666667,3.73575,NSCM2;NSCM3,endo_only
Ankrd44,chr1,54926387,-,54925887,54928887,54925725,54926617,1004,106,1,1,7.02333,20.82,NSCv3,3,2,4.357066666666667,3.73575,NSCM2;NSCM3,endo_only
Ankrd44,chr1,54926354,-,54925854,54928854,54925725,54926617,1004,106,1,1,7.02333,20.82,NSCv3,3,2,4.357066666666667,3.73575,NSCM2;NSCM3,endo_only
Ankrd44,chr1,54926387,-,54925887,54928887,54925725,54926617,1004,106,1,1,7.02333,20.82,NSCv3,3,2,4.357066666666667,3.73575,NSCM2;NSCM3,endo_only
Cflar,chr1,58711508,+,58709008,58712008,58711442,58711764,1032,40,1,1,8.43086,28.949,NSCv2,3,3,8.077613333333334,6.58003,NSCM1;NSCM2;NSCM3,endo_only
Cflar,chr1,58711508,+,58709008,58712008,58711442,58711764,1032,40,1,1,8.43086,28.949,NSCv2,3,3,8.077613333333334,6.58003,NSCM1;NSCM2;NSCM3,endo_only
Cflar,chr1,58711510,+,58709010,58712010,58711442,58711764,1032,40,1,1,8.43086,28.949,NSCv2,3,3,8.077613333333334,6.58003,NSCM1;NSCM2;NSCM3,endo_only
Cflar,chr1,58711516,+,58709016,58712016,58711442,58711764,1032,40,1,1,8.43086,28.949,NSCv2,3,3,8.077613333333334,6.58003,NSCM1;NSCM2;NSCM3,endo_only
Cflar,chr1,58711534,+,58709034,58712034,58711442,58711764,1032,40,1,1,8.43086,28.949,NSCv2,3,3,8.077613333333334,6.58003,NSCM1;NSCM2;NSCM3,endo_only
Cflar,chr1,58711544,+,58709044,58712044,58711442,58711764,1032,40,1,1,8.43086,28.949,NSCv2,3,3,8.077613333333334,6.58003,NSCM1;NSCM2;NSCM3,endo_only
Cflar,chr1,58711551,+,58709051,58712051,58711442,58711764,1032,40,1,1,8.43086,28.949,NSCv2,3,3,8.077613333333334,6.58003,NSCM1;NSCM2;NSCM3,endo_only
Cflar,chr1,58711560,+,58709060,58712060,58711442,58711764,1032,40,1,1,8.43086,28.949,NSCv2,3,3,8.077613333333334,6.58003,NSCM1;NSCM2;NSCM3,endo_only
Tns1,chr1,74037133,-,74036633,74039633,74036952,74037248,1149,29,1,1,3.98534,4.97155,NSCv1,2,2,7.913445,11.2737,NSCM2;NSCM3,endo_only
Tns1,chr1,74037157,-,74036657,74039657,74036952,74037248,1149,29,1,1,3.98534,4.97155,NSCv1,2,2,7.913445,11.2737,NSCM2;NSCM3,endo_only
Wnt6,chr1,74782439,+,74779939,74782939,74782669,74783024,1155,24,1,1,2.459,2.20217,NSCv2,3,2,4.315723333333334,2.27741,NSCM2;NSCM3,endo_only
BC035947,chr1,78512158,-,78511658,78514658,78511827,78512070,1183,20,2,1,5.00582,8.24442,NSCv2,2,2,8.47781,10.879,NSCM1;NSCM2,endo_only
Ano7,chr1,93401861,+,93399361,93402361,93401446,93401652,1297,21,0,0,0.0,1.0,,3,2,6.538550000000001,16.6226,NSCM1;NSCM2,endo_only
Bok,chr1,93686263,+,93683763,93686763,93685454,93686634,1299,111,1,1,7.55264,24.1244,NSCv2,3,2,5.6839,3.2271,NSCM2;NSCM3,endo_only
Bok,chr1,93689208,+,93686708,93689708,93685454,93686634,1299,111,2,1,10.88987,24.1244,NSCv2,4,3,5.854972500000001,1.45585,NSCM1;NSCM2;NSCM3,endo_only
Tsn,chr1,118310237,-,118309737,118312737,118310997,118311533,1487,57,1,1,14.9471,69.2669,NSCv3,2,2,3.1942399999999997,2.49068,NSCM1;NSCM3,endo_only
En1,chr1,120602418,+,120599918,120602918,120602843,120603990,1505,90,2,1,7.8283499999999995,1.68699,NSCv1,3,2,8.776163333333335,15.0363,NSCM2;NSCM3,endo_only
Nckap5,chr1,126492742,-,126492242,126495242,126492697,126492940,1550,22,0,0,0.0,1.0,,2,2,5.93679,11.2737,NSCM2;NSCM3,endo_only
Eif2d,chr1,131153181,+,131150681,131153681,131153025,131153329,1585,22,1,1,12.9976,57.3473,NSCv2,3,3,9.098463333333333,20.7695,NSCM1;NSCM2;NSCM3,endo_only
Eif2d,chr1,131153181,+,131150681,131153681,131153025,131153329,1585,22,1,1,12.9976,57.3473,NSCv2,3,3,9.098463333333333,20.7695,NSCM1;NSCM2;NSCM3,endo_only
Eif2d,chr1,131153181,+,131150681,131153681,131153025,131153329,1585,22,1,1,12.9976,57.3473,NSCv2,3,3,9.098463333333333,20.7695,NSCM1;NSCM2;NSCM3,endo_only
Eif2d,chr1,131153181,+,131150681,131153681,131153025,131153329,1585,22,1,1,12.9976,57.3473,NSCv2,3,3,9.098463333333333,20.7695,NSCM1;NSCM2;NSCM3,endo_only
Eif2d,chr1,131153181,+,131150681,131153681,131153025,131153329,1585,22,1,1,12.9976,57.3473,NSCv2,3,3,9.098463333333333,20.7695,NSCM1;NSCM2;NSCM3,endo_only
Eif2d,chr1,131153181,+,131150681,131153681,131153025,131153329,1585,22,1,1,12.9976,57.3473,NSCv2,3,3,9.098463333333333,20.7695,NSCM1;NSCM2;NSCM3,endo_only
Eif2d,chr1,131153181,+,131150681,131153681,131153025,131153329,1585,22,1,1,12.9976,57.3473,NSCv2,3,3,9.098463333333333,20.7695,NSCM1;NSCM2;NSCM3,endo_only
Mfsd4a,chr1,132067911,-,132067411,132070411,132067625,132068248,1592,68,1,1,7.74367,24.5854,NSCv3,2,2,11.436785,14.2599,NSCM1;NSCM2,endo_only
Mfsd4a,chr1,132067965,-,132067465,132070465,132067625,132068248,1592,68,1,1,7.74367,24.5854,NSCv3,2,2,11.436785,14.2599,NSCM1;NSCM2,endo_only
Mfsd4a,chr1,132067826,-,132067326,132070326,132067625,132068248,1592,68,1,1,7.74367,24.5854,NSCv3,2,2,11.436785,14.2599,NSCM1;NSCM2,endo_only
Mfsd4a,chr1,132067963,-,132067463,132070463,132067625,132068248,1592,68,1,1,7.74367,24.5854,NSCv3,2,2,11.436785,14.2599,NSCM1;NSCM2,endo_only
Mfsd4a,chr1,132068062,-,132067562,132070562,132067625,132068248,1592,68,1,1,7.74367,24.5854,NSCv3,2,2,11.436785,14.2599,NSCM1;NSCM2,endo_only
Mfsd4a,chr1,132067933,-,132067433,132070433,132067625,132068248,1592,68,1,1,7.74367,24.5854,NSCv3,2,2,11.436785,14.2599,NSCM1;NSCM2,endo_only
Mfsd4a,chr1,132067911,-,132067411,132070411,132067625,132068248,1592,68,1,1,7.74367,24.5854,NSCv3,2,2,11.436785,14.2599,NSCM1;NSCM2,endo_only
Mfsd4a,chr1,132067965,-,132067465,132070465,132067625,132068248,1592,68,1,1,7.74367,24.5854,NSCv3,2,2,11.436785,14.2599,NSCM1;NSCM2,endo_only
Mfsd4a,chr1,132067900,-,132067400,132070400,132067625,132068248,1592,68,1,1,7.74367,24.5854,NSCv3,2,2,11.436785,14.2599,NSCM1;NSCM2,endo_only
Gm29257,chr1,133025801,+,133023301,133026301,133025085,133025419,1599,30,1,1,10.8051,42.1896,NSCv3,4,3,13.636005,20.7695,NSCM1;NSCM2;NSCM3,endo_only
Pkp1,chr1,135919207,-,135918707,135921707,135918709,135919286,1621,60,1,1,10.0116,38.1758,NSCv2,2,2,6.791405,8.49989,NSCM2;NSCM3,endo_only
Pkp1,chr1,135919120,-,135918620,135921620,135918709,135919286,1621,60,1,1,10.0116,38.1758,NSCv2,2,2,6.791405,8.49989,NSCM2;NSCM3,endo_only
Pkp1,chr1,135919142,-,135918642,135921642,135918709,135919286,1621,60,1,1,10.0116,38.1758,NSCv2,2,2,6.791405,8.49989,NSCM2;NSCM3,endo_only
Gm26568,chr1,136216074,+,136213574,136216574,136215816,136216116,1624,27,1,1,14.518,44.1246,NSCv1,4,2,5.6553075,8.14021,NSCM2;NSCM3,endo_only
Gm8762,chr1,136789520,-,136789020,136792020,136789139,136789568,1628,34,0,0,0.0,1.0,,2,2,8.30852,5.97359,NSCM1;NSCM2,endo_only
Acbd6,chr1,155558120,+,155555620,155558620,155558147,155558794,1771,76,1,1,17.3886,88.6902,NSCv2,3,3,8.833336666666666,10.5592,NSCM1;NSCM2;NSCM3,endo_only
Acbd6,chr1,155558122,+,155555622,155558622,155558147,155558794,1771,76,1,1,17.3886,88.6902,NSCv2,3,3,8.833336666666666,10.5592,NSCM1;NSCM2;NSCM3,endo_only
Acbd6,chr1,155558126,+,155555626,155558626,155558147,155558794,1771,76,1,1,17.3886,88.6902,NSCv2,3,3,8.833336666666666,10.5592,NSCM1;NSCM2;NSCM3,endo_only
Fam163a,chr1,156205026,-,156204526,156207526,156204683,156205085,1776,44,1,1,3.06145,3.90976,NSCv3,2,2,6.761785,10.879,NSCM1;NSCM2,endo_only
Gm2453,chr1,167285068,+,167282568,167285568,167283764,167285152,1861,145,2,1,8.73413,13.0155,NSCv3,2,2,5.344754999999999,12.7423,NSCM2;NSCM3,endo_only
Uhmk1,chr1,170214734,-,170214234,170217234,170215003,170215422,1883,59,0,0,0.0,1.0,,2,2,7.834975,10.9965,NSCM2;NSCM3,endo_only
Dusp12,chr1,170885457,-,170884957,170887957,170885006,170885507,1888,46,2,1,3.98534,4.24736,NSCv1,2,2,6.653675,16.0801,NSCM1;NSCM2,endo_only
Dusp12,chr1,170885199,-,170884699,170887699,170885006,170885507,1888,46,2,1,3.98534,4.24736,NSCv1,2,2,6.653675,16.0801,NSCM1;NSCM2,endo_only
Dusp12,chr1,170885395,-,170884895,170887895,170885006,170885507,1888,46,2,1,3.98534,4.24736,NSCv1,2,2,6.653675,16.0801,NSCM1;NSCM2,endo_only
Dusp12,chr1,170885540,-,170885040,170888040,170885006,170885507,1888,46,2,1,3.98534,4.24736,NSCv1,2,2,6.653675,16.0801,NSCM1;NSCM2,endo_only
Dusp12,chr1,170885407,-,170884907,170887907,170885006,170885507,1888,46,2,1,3.98534,4.24736,NSCv1,2,2,6.653675,16.0801,NSCM1;NSCM2,endo_only
Dusp12,chr1,170885396,-,170884896,170887896,170885006,170885507,1888,46,2,1,3.98534,4.24736,NSCv1,2,2,6.653675,16.0801,NSCM1;NSCM2,endo_only
Dusp12,chr1,170885004,-,170884504,170887504,170885006,170885507,1888,46,2,1,3.98534,4.24736,NSCv1,2,2,6.653675,16.0801,NSCM1;NSCM2,endo_only
Gm26620,chr1,170885065,+,170882565,170885565,170885006,170885507,1888,46,1,1,3.70067,4.24736,NSCv1,2,2,6.653675,16.0801,NSCM1;NSCM2,endo_only
Pcp4l1,chr1,171196268,-,171195768,171198768,171195925,171196155,1891,25,0,0,0.0,1.0,,2,2,6.100849999999999,3.05598,NSCM1;NSCM3,endo_only
Hnrnpu,chr1,178337728,-,178337228,178340228,178336419,178338012,1945,200,1,1,10.625,41.0917,NSCv3,4,3,7.5645975,2.27741,NSCM1;NSCM2;NSCM3,endo_only
Hnrnpu,chr1,178337797,-,178337297,178340297,178336419,178338012,1945,200,1,1,10.625,41.0917,NSCv3,4,3,7.5645975,2.27741,NSCM1;NSCM2;NSCM3,endo_only
Hnrnpu,chr1,178336405,-,178335905,178338905,178336419,178338012,1945,200,1,1,10.625,41.0917,NSCv3,4,3,7.5645975,2.27741,NSCM1;NSCM2;NSCM3,endo_only
Gm38300,chr1,178339601,+,178337101,178340101,178336419,178338012,1945,200,1,1,10.625,41.0917,NSCv3,4,3,7.5645975,2.27741,NSCM1;NSCM2;NSCM3,endo_only
Lefty1,chr1,180936871,+,180934371,180937371,180936981,180937192,1965,21,2,1,4.839345,6.50359,NSCv1,3,2,8.957673333333334,20.7695,NSCM2;NSCM3,endo_only
Susd4,chr1,182763860,+,182761360,182764360,182763892,182764150,1979,42,3,1,8.403986666666666,14.6613,NSCv3,3,2,3.8189733333333336,1.37022,NSCM2;NSCM3,endo_only
Ccdc3,chr2,5137776,+,5135276,5138276,5137609,5138093,624,60,1,1,4.55468,6.50359,NSCv1,2,2,4.185639999999999,7.00131,NSCM1;NSCM3,endo_only
Gm13268,chr2,14627321,-,14626821,14629821,14627145,14627366,696,17,0,0,0.0,1.0,,2,2,5.17422,1.37022,NSCM2;NSCM3,endo_only
Nelfb,chr2,25211489,-,25210989,25213989,25210892,25211590,777,60,1,1,7.40135,15.4632,NSCv1,3,2,9.547453333333333,29.1107,NSCM2;NSCM3,endo_only
Nelfb,chr2,25211489,-,25210989,25213989,25210892,25211590,777,60,1,1,7.40135,15.4632,NSCv1,3,2,9.547453333333333,29.1107,NSCM2;NSCM3,endo_only
Nelfb,chr2,25211381,-,25210881,25213881,25210892,25211590,777,60,1,1,7.40135,15.4632,NSCv1,3,2,9.547453333333333,29.1107,NSCM2;NSCM3,endo_only
Nelfb,chr2,25210726,-,25210226,25213226,25210892,25211590,777,60,1,1,7.40135,15.4632,NSCv1,3,2,9.547453333333333,29.1107,NSCM2;NSCM3,endo_only
Nelfb,chr2,25210074,-,25209574,25212574,25210892,25211590,777,60,0,0,0.0,1.0,,2,2,10.20312,41.7667,NSCM2;NSCM3,endo_only
Nelfb,chr2,25210700,-,25210200,25213200,25210892,25211590,777,60,1,1,7.40135,15.4632,NSCv1,3,2,9.547453333333333,29.1107,NSCM2;NSCM3,endo_only
Ndor1,chr2,25255383,-,25254883,25257883,25255154,25255878,777,65,1,1,9.10935,21.6132,NSCv1,3,3,8.35271,24.7747,NSCM1;NSCM2;NSCM3,endo_only
Ndor1,chr2,25255386,-,25254886,25257886,25255154,25255878,777,65,1,1,9.10935,21.6132,NSCv1,3,3,8.35271,24.7747,NSCM1;NSCM2;NSCM3,endo_only
Ndor1,chr2,25255409,-,25254909,25257909,25255154,25255878,777,65,1,1,9.10935,21.6132,NSCv1,3,3,8.35271,24.7747,NSCM1;NSCM2;NSCM3,endo_only
Ndor1,chr2,25255386,-,25254886,25257886,25255154,25255878,777,65,1,1,9.10935,21.6132,NSCv1,3,3,8.35271,24.7747,NSCM1;NSCM2;NSCM3,endo_only
Ndor1,chr2,25255346,-,25254846,25257846,25255154,25255878,777,65,1,1,9.10935,21.6132,NSCv1,3,3,8.35271,24.7747,NSCM1;NSCM2;NSCM3,endo_only
Ndor1,chr2,25255416,-,25254916,25257916,25255154,25255878,777,65,1,1,9.10935,21.6132,NSCv1,3,3,8.35271,24.7747,NSCM1;NSCM2;NSCM3,endo_only
Ndor1,chr2,25255368,-,25254868,25257868,25255154,25255878,777,65,1,1,9.10935,21.6132,NSCv1,3,3,8.35271,24.7747,NSCM1;NSCM2;NSCM3,endo_only
Ndor1,chr2,25255261,-,25254761,25257761,25255154,25255878,777,65,1,1,9.10935,21.6132,NSCv1,3,3,8.35271,24.7747,NSCM1;NSCM2;NSCM3,endo_only
Ndor1,chr2,25256022,-,25255522,25258522,25255154,25255878,777,65,2,1,6.547345,4.97155,NSCv1,4,3,7.806325,14.287,NSCM1;NSCM2;NSCM3,endo_only
Sapcd2,chr2,25372321,+,25369821,25372821,25372155,25372991,778,86,1,1,8.54002,19.5081,NSCv1,2,2,8.196355,26.8289,NSCM1;NSCM2,endo_only
Sapcd2,chr2,25372330,+,25369830,25372830,25372155,25372991,778,86,1,1,8.54002,19.5081,NSCv1,2,2,8.196355,26.8289,NSCM1;NSCM2,endo_only
Sapcd2,chr2,25372334,+,25369834,25372834,25372155,25372991,778,86,1,1,8.54002,19.5081,NSCv1,2,2,8.196355,26.8289,NSCM1;NSCM2,endo_only
Sapcd2,chr2,25372360,+,25369860,25372860,25372155,25372991,778,86,1,1,8.54002,19.5081,NSCv1,2,2,8.196355,26.8289,NSCM1;NSCM2,endo_only
C8g,chr2,25500613,-,25500113,25503113,25500668,25500911,779,28,2,1,13.806349999999998,27.1084,NSCv1,2,2,11.004445,15.0363,NSCM2;NSCM3,endo_only
C8g,chr2,25499502,-,25499002,25502002,25500668,25500911,779,28,1,1,10.5327,27.1084,NSCv1,2,2,11.004445,15.0363,NSCM2;NSCM3,endo_only
C8g,chr2,25500235,-,25499735,25502735,25500668,25500911,779,28,2,1,13.806349999999998,27.1084,NSCv1,2,2,11.004445,15.0363,NSCM2;NSCM3,endo_only
C8g,chr2,25500255,-,25499755,25502755,25500668,25500911,779,28,2,1,13.806349999999998,27.1084,NSCv1,2,2,11.004445,15.0363,NSCM2;NSCM3,endo_only
C8g,chr2,25500243,-,25499743,25502743,25500668,25500911,779,28,2,1,13.806349999999998,27.1084,NSCv1,2,2,11.004445,15.0363,NSCM2;NSCM3,endo_only
C8g,chr2,25500114,-,25499614,25502614,25500668,25500911,779,28,2,1,13.806349999999998,27.1084,NSCv1,2,2,11.004445,15.0363,NSCM2;NSCM3,endo_only
Fbxw5,chr2,25502558,+,25500058,25503058,25500668,25500911,779,28,2,1,13.806349999999998,27.1084,NSCv1,2,2,11.004445,15.0363,NSCM2;NSCM3,endo_only
Fbxw5,chr2,25503038,+,25500538,25503538,25500668,25500911,779,28,2,1,13.806349999999998,27.1084,NSCv1,2,2,11.004445,15.0363,NSCM2;NSCM3,endo_only
Fbxw5,chr2,25503226,+,25500726,25503726,25500668,25500911,779,28,2,1,13.806349999999998,27.1084,NSCv1,3,2,9.773539999999999,15.0363,NSCM2;NSCM3,endo_only
Rabl6,chr2,25608521,-,25608021,25611021,25607755,25608608,780,73,1,1,4.55468,6.50359,NSCv1,5,3,10.52069,21.6286,NSCM1;NSCM2;NSCM3,endo_only
Rabl6,chr2,25608465,-,25607965,25610965,25607755,25608608,780,73,1,1,4.55468,6.50359,NSCv1,5,3,10.52069,21.6286,NSCM1;NSCM2;NSCM3,endo_only
Rabl6,chr2,25608485,-,25607985,25610985,25607755,25608608,780,73,1,1,4.55468,6.50359,NSCv1,5,3,10.52069,21.6286,NSCM1;NSCM2;NSCM3,endo_only
Rabl6,chr2,25608456,-,25607956,25610956,25607755,25608608,780,73,1,1,4.55468,6.50359,NSCv1,5,3,10.52069,21.6286,NSCM1;NSCM2;NSCM3,endo_only
Ppp1r26,chr2,28446800,+,28444300,28447300,28446517,28447398,802,107,2,1,5.9428149999999995,6.3732,NSCv3,2,2,9.294195,23.4752,NSCM2;NSCM3,endo_only
Ppp1r26,chr2,28446866,+,28444366,28447366,28446517,28447398,802,107,2,1,5.9428149999999995,6.3732,NSCv3,2,2,9.294195,23.4752,NSCM2;NSCM3,endo_only
Ak8,chr2,28700164,+,28697664,28700664,28700079,28700321,803,22,2,1,6.26268,3.55442,NSCv1,2,2,7.697355,8.49989,NSCM2;NSCM3,endo_only
Ak8,chr2,28700207,+,28697707,28700707,28700079,28700321,803,22,2,1,6.26268,3.55442,NSCv1,2,2,7.697355,8.49989,NSCM2;NSCM3,endo_only
Barhl1,chr2,28916412,-,28915912,28918912,28917678,28918145,805,59,0,0,0.0,1.0,,2,2,9.06457,7.46559,NSCM2;NSCM3,endo_only
Barhl1,chr2,28912495,-,28911995,28914995,28911901,28912165,805,21,2,1,6.1203449999999995,2.27104,NSCv1,2,2,8.11058,23.3756,NSCM1;NSCM2,endo_only
Barhl1,chr2,28916440,-,28915940,28918940,28917678,28918145,805,59,0,0,0.0,1.0,,2,2,9.06457,7.46559,NSCM2;NSCM3,endo_only
Barhl1,chr2,28916668,-,28916168,28919168,28917678,28918145,805,59,0,0,0.0,1.0,,2,2,9.06457,7.46559,NSCM2;NSCM3,endo_only
Barhl1,chr2,28915505,-,28915005,28918005,28915878,28916334,805,44,0,0,0.0,1.0,,2,2,9.06457,7.46559,NSCM2;NSCM3,endo_only
Mir219a-2,chr2,29845727,-,29845227,29848227,29845329,29846472,812,90,2,1,2.521195,1.39249,NSCv3,4,3,7.998257499999999,3.6499,NSCM1;NSCM2;NSCM3,endo_only
Sh3glb2,chr2,30359240,-,30358740,30361740,30359108,30359468,816,35,3,1,7.780916666666666,7.3082,NSCv1,2,2,6.48425,10.2601,NSCM2;NSCM3,endo_only
Sh3glb2,chr2,30359316,-,30358816,30361816,30359108,30359468,816,35,3,1,7.780916666666666,7.3082,NSCv1,2,2,6.48425,10.2601,NSCM2;NSCM3,endo_only
Sh3glb2,chr2,30359265,-,30358765,30361765,30359108,30359468,816,35,3,1,7.780916666666666,7.3082,NSCv1,2,2,6.48425,10.2601,NSCM2;NSCM3,endo_only
Sh3glb2,chr2,30359289,-,30358789,30361789,30359108,30359468,816,35,3,1,7.780916666666666,7.3082,NSCv1,2,2,6.48425,10.2601,NSCM2;NSCM3,endo_only
Sh3glb2,chr2,30359332,-,30358832,30361832,30359108,30359468,816,35,3,1,7.780916666666666,7.3082,NSCv1,2,2,6.48425,10.2601,NSCM2;NSCM3,endo_only
Sh3glb2,chr2,30359305,-,30358805,30361805,30359108,30359468,816,35,3,1,7.780916666666666,7.3082,NSCv1,2,2,6.48425,10.2601,NSCM2;NSCM3,endo_only
Sh3glb2,chr2,30359337,-,30358837,30361837,30359108,30359468,816,35,3,1,7.780916666666666,7.3082,NSCv1,2,2,6.48425,10.2601,NSCM2;NSCM3,endo_only
Sh3glb2,chr2,30359245,-,30358745,30361745,30359108,30359468,816,35,3,1,7.780916666666666,7.3082,NSCv1,2,2,6.48425,10.2601,NSCM2;NSCM3,endo_only
Sh3glb2,chr2,30359260,-,30358760,30361760,30359108,30359468,816,35,3,1,7.780916666666666,7.3082,NSCv1,2,2,6.48425,10.2601,NSCM2;NSCM3,endo_only
1700001O22Rik,chr2,30801707,-,30801207,30804207,30801096,30801723,819,68,2,1,15.193085,33.9911,NSCv2,2,2,4.44318,4.91854,NSCM1;NSCM3,endo_only
4930527E20Rik,chr2,30803793,+,30801293,30804293,30801096,30801723,819,68,2,1,15.193085,33.9911,NSCv2,2,2,4.44318,4.91854,NSCM1;NSCM3,endo_only
Fubp3,chr2,31572651,+,31570151,31573151,31572755,31573120,825,46,1,1,6.1229,16.3605,NSCv3,3,3,8.701099999999999,4.27137,NSCM1;NSCM2;NSCM3,endo_only
Fubp3,chr2,31572791,+,31570291,31573291,31572755,31573120,825,46,1,1,6.1229,16.3605,NSCv3,3,3,8.701099999999999,4.27137,NSCM1;NSCM2;NSCM3,endo_only
Fubp3,chr2,31572792,+,31570292,31573292,31572755,31573120,825,46,1,1,6.1229,16.3605,NSCv3,3,3,8.701099999999999,4.27137,NSCM1;NSCM2;NSCM3,endo_only
Fubp3,chr2,31572814,+,31570314,31573314,31572755,31573120,825,46,1,1,6.1229,16.3605,NSCv3,3,3,8.701099999999999,4.27137,NSCM1;NSCM2;NSCM3,endo_only
Fubp3,chr2,31572817,+,31570317,31573317,31572755,31573120,825,46,1,1,6.1229,16.3605,NSCv3,3,3,8.701099999999999,4.27137,NSCM1;NSCM2;NSCM3,endo_only
Fubp3,chr2,31572827,+,31570327,31573327,31572755,31573120,825,46,1,1,6.1229,16.3605,NSCv3,3,3,8.701099999999999,4.27137,NSCM1;NSCM2;NSCM3,endo_only
Aif1l,chr2,31950139,+,31947639,31950639,31950109,31950600,828,58,1,1,3.16157,4.35461,NSCv2,3,3,8.825833333333334,26.2488,NSCM1;NSCM2;NSCM3,endo_only
