gene,chr,tss,strand,promoter_start,promoter_end,cpg_start,cpg_end,cpg_id,cpg_count,exo_peak_count,exo_replicate_count,exo_mean_signal,exo_min_qvalue,exo_samples,endo_peak_count,endo_replicate_count,endo_mean_signal,endo_min_qvalue,endo_samples,category
Arfgef1,chr1,10232670,-,10232170,10235170,10232143,10233428,663,136,2,2,4.90348,6.87079,NSCv2;NSCv3,1,1,2.83516,3.73575,NSCM2,exo_only
Arfgef1,chr1,10232670,-,10232170,10235170,10232143,10233428,663,136,2,2,4.90348,6.87079,NSCv2;NSCv3,1,1,2.83516,3.73575,NSCM2,exo_only
A830018L16Rik,chr1,11414105,+,11411605,11414605,11414060,11414465,672,44,4,3,12.727037500000002,12.5853,NSCv1;NSCv2;NSCv3,2,1,5.847645,1.80487,NSCM3,exo_only
A830018L16Rik,chr1,11414105,+,11411605,11414605,11414060,11414465,672,44,4,3,12.727037500000002,12.5853,NSCv1;NSCv2;NSCv3,2,1,5.847645,1.80487,NSCM3,exo_only
A830018L16Rik,chr1,11414112,+,11411612,11414612,11414060,11414465,672,44,4,3,12.727037500000002,12.5853,NSCv1;NSCv2;NSCv3,2,1,5.847645,1.80487,NSCM3,exo_only
A830018L16Rik,chr1,11414112,+,11411612,11414612,11414060,11414465,672,44,4,3,12.727037500000002,12.5853,NSCv1;NSCv2;NSCv3,2,1,5.847645,1.80487,NSCM3,exo_only
A830018L16Rik,chr1,11414112,+,11411612,11414612,11414060,11414465,672,44,4,3,12.727037500000002,12.5853,NSCv1;NSCv2;NSCv3,2,1,5.847645,1.80487,NSCM3,exo_only
A830018L16Rik,chr1,11414269,+,11411769,11414769,11414060,11414465,672,44,4,3,12.727037500000002,12.5853,NSCv1;NSCv2;NSCv3,2,1,5.847645,1.80487,NSCM3,exo_only
A830018L16Rik,chr1,11414509,+,11412009,11415009,11414060,11414465,672,44,4,3,12.727037500000002,12.5853,NSCv1;NSCv2;NSCv3,2,1,5.847645,1.80487,NSCM3,exo_only
A830018L16Rik,chr1,11414509,+,11412009,11415009,11414060,11414465,672,44,4,3,12.727037500000002,12.5853,NSCv1;NSCv2;NSCv3,2,1,5.847645,1.80487,NSCM3,exo_only
Lactb2,chr1,13660546,-,13660046,13663046,13660231,13660732,689,49,3,3,24.75186666666667,113.853,NSCv1;NSCv2;NSCv3,2,1,17.86355,65.5035,NSCM1,exo_only
Gm9947,chr1,14755454,+,14752954,14755954,14755151,14755803,697,68,2,2,6.147565,7.54876,NSCv1;NSCv2,1,1,3.43204,5.97359,NSCM2,exo_only
4930444P10Rik,chr1,16093325,-,16092825,16095825,16092956,16093371,707,41,4,3,8.70204,2.81966,NSCv1;NSCv2;NSCv3,1,1,12.6836,63.915,NSCM2,exo_only
4930444P10Rik,chr1,16093325,-,16092825,16095825,16092956,16093371,707,41,4,3,8.70204,2.81966,NSCv1;NSCv2;NSCv3,1,1,12.6836,63.915,NSCM2,exo_only
Gm7654,chr1,16663662,-,16663162,16666162,16665146,16665626,712,56,3,2,6.1152766666666665,3.228,NSCv1;NSCv2,1,1,5.96876,18.2509,NSCM2,exo_only
Gdap1,chr1,17145362,+,17142862,17145862,17145467,17145795,715,23,2,2,8.0572,6.21142,NSCv2;NSCv3,0,0,0.0,1.0,,exo_only
Gdap1,chr1,17145404,+,17142904,17145904,17145467,17145795,715,23,2,2,8.0572,6.21142,NSCv2;NSCv3,0,0,0.0,1.0,,exo_only
Gdap1,chr1,17145468,+,17142968,17145968,17145467,17145795,715,23,2,2,8.0572,6.21142,NSCv2;NSCv3,0,0,0.0,1.0,,exo_only
B3gat2,chr1,23761753,+,23759253,23762253,23761822,23763204,766,131,7,3,8.708507142857142,11.1931,NSCv1;NSCv2;NSCv3,0,0,0.0,1.0,,exo_only
B3gat2,chr1,23761926,+,23759426,23762426,23761822,23763204,766,131,7,3,8.708507142857142,11.1931,NSCv1;NSCv2;NSCv3,0,0,0.0,1.0,,exo_only
B3gat2,chr1,23762011,+,23759511,23762511,23761822,23763204,766,131,7,3,8.708507142857142,11.1931,NSCv1;NSCv2;NSCv3,0,0,0.0,1.0,,exo_only
Col19a1,chr1,24587472,-,24586972,24589972,24586521,24587177,772,71,4,2,5.7989425,5.72514,NSCv2;NSCv3,1,1,3.73048,7.20377,NSCM2,exo_only
Col19a1,chr1,24587411,-,24586911,24589911,24586521,24587177,772,71,4,2,5.7989425,5.72514,NSCv2;NSCv3,1,1,3.73048,7.20377,NSCM2,exo_only
Khdrbs2,chr1,32172714,+,32170214,32173214,32172540,32173046,830,50,3,3,8.811523333333334,8.98689,NSCv1;NSCv2;NSCv3,0,0,0.0,1.0,,exo_only
Khdrbs2,chr1,32172729,+,32170229,32173229,32172540,32173046,830,50,3,3,8.811523333333334,8.98689,NSCv1;NSCv2;NSCv3,0,0,0.0,1.0,,exo_only
Khdrbs2,chr1,32172748,+,32170248,32173248,32172540,32173046,830,50,3,3,8.811523333333334,8.98689,NSCv1;NSCv2;NSCv3,0,0,0.0,1.0,,exo_only
Khdrbs2,chr1,32172887,+,32170387,32173387,32172540,32173046,830,50,3,3,8.811523333333334,8.98689,NSCv1;NSCv2;NSCv3,0,0,0.0,1.0,,exo_only
Rab23,chr1,33719887,+,33717387,33720387,33719825,33720450,842,91,4,3,10.658735,25.9832,NSCv1;NSCv2;NSCv3,1,1,5.37189,15.0363,NSCM2,exo_only
Rab23,chr1,33719887,+,33717387,33720387,33719825,33720450,842,91,4,3,10.658735,25.9832,NSCv1;NSCv2;NSCv3,1,1,5.37189,15.0363,NSCM2,exo_only
Rab23,chr1,33719895,+,33717395,33720395,33719825,33720450,842,91,4,3,10.658735,25.9832,NSCv1;NSCv2;NSCv3,1,1,5.37189,15.0363,NSCM2,exo_only
Rab23,chr1,33719909,+,33717409,33720409,33719825,33720450,842,91,4,3,10.658735,25.9832,NSCv1;NSCv2;NSCv3,1,1,5.37189,15.0363,NSCM2,exo_only
Rab23,chr1,33719910,+,33717410,33720410,33719825,33720450,842,91,4,3,10.658735,25.9832,NSCv1;NSCv2;NSCv3,1,1,5.37189,15.0363,NSCM2,exo_only
Rab23,chr1,33720138,+,33717638,33720638,33719825,33720450,842,91,4,3,10.658735,25.9832,NSCv1;NSCv2;NSCv3,1,1,5.37189,15.0363,NSCM2,exo_only
Rab23,chr1,33720407,+,33717907,33720907,33719825,33720450,842,91,4,3,10.658735,25.9832,NSCv1;NSCv2;NSCv3,1,1,5.37189,15.0363,NSCM2,exo_only
Dst,chr1,34178906,+,34176406,34179406,34177942,34178193,845,25,2,2,3.58436,2.27104,NSCv1;NSCv3,1,1,7.74195,26.2488,NSCM3,exo_only
Gm26788,chr1,34178271,-,34177771,34180771,34177942,34178193,845,25,4,3,6.560599999999999,2.27104,NSCv1;NSCv2;NSCv3,2,1,5.5182,4.94624,NSCM3,exo_only
Gm26788,chr1,34178446,-,34177946,34180946,34177942,34178193,845,25,4,3,6.560599999999999,2.27104,NSCv1;NSCv2;NSCv3,1,1,3.29445,4.94624,NSCM3,exo_only
Ptpn18,chr1,34474499,+,34471999,34474999,34472754,34472966,848,19,6,3,6.968586666666667,3.55442,NSCv1;NSCv2;NSCv3,1,1,10.0481,40.3186,NSCM3,exo_only
Gm28417,chr1,34473148,-,34472648,34475648,34472754,34472966,848,19,4,3,5.00798,3.55442,NSCv1;NSCv2;NSCv3,1,1,10.0481,40.3186,NSCM3,exo_only
Gm28417,chr1,34473112,-,34472612,34475612,34472754,34472966,848,19,4,3,5.00798,3.55442,NSCv1;NSCv2;NSCv3,1,1,10.0481,40.3186,NSCM3,exo_only
Amer3,chr1,34579657,+,34577157,34580157,34579529,34579840,848,42,2,2,2.59389,1.83818,NSCv1;NSCv3,0,0,0.0,1.0,,exo_only
Arhgef4,chr1,34801704,+,34799204,34802204,34801701,34802059,850,40,4,3,4.4884975,1.68699,NSCv1;NSCv2;NSCv3,1,1,2.14139,1.37022,NSCM3,exo_only
Arhgef4,chr1,34801721,+,34799221,34802221,34801701,34802059,850,40,4,3,4.4884975,1.68699,NSCv1;NSCv2;NSCv3,1,1,2.14139,1.37022,NSCM3,exo_only
Arhgef4,chr1,34801722,+,34799222,34802222,34801701,34802059,850,40,4,3,4.4884975,1.68699,NSCv1;NSCv2;NSCv3,1,1,2.14139,1.37022,NSCM3,exo_only
Arhgef4,chr1,34801741,+,34799241,34802241,34801701,34802059,850,40,4,3,4.4884975,1.68699,NSCv1;NSCv2;NSCv3,1,1,2.14139,1.37022,NSCM3,exo_only
Arhgef4,chr1,34801794,+,34799294,34802294,34801701,34802059,850,40,4,3,4.4884975,1.68699,NSCv1;NSCv2;NSCv3,1,1,2.14139,1.37022,NSCM3,exo_only
Gm37845,chr1,34753123,+,34750623,34753623,34750258,34751085,850,81,2,2,7.8282799999999995,15.4632,NSCv1;NSCv2,1,1,13.0131,60.5987,NSCM3,exo_only
Kansl3,chr1,36369157,-,36368657,36371657,36368684,36369330,862,74,2,2,9.021460000000001,24.8707,NSCv1;NSCv2,2,1,8.29379,4.27137,NSCM1,exo_only
Kansl3,chr1,36369181,-,36368681,36371681,36368684,36369330,862,74,2,2,9.021460000000001,24.8707,NSCv1;NSCv2,2,1,8.29379,4.27137,NSCM1,exo_only
Kansl3,chr1,36368014,-,36367514,36370514,36368684,36369330,862,74,2,2,9.021460000000001,24.8707,NSCv1;NSCv2,1,1,3.61524,4.91854,NSCM1,exo_only
Kansl3,chr1,36369171,-,36368671,36371671,36368684,36369330,862,74,2,2,9.021460000000001,24.8707,NSCv1;NSCv2,2,1,8.29379,4.27137,NSCM1,exo_only
Kansl3,chr1,36368041,-,36367541,36370541,36368684,36369330,862,74,2,2,9.021460000000001,24.8707,NSCv1;NSCv2,1,1,3.61524,4.91854,NSCM1,exo_only
Kansl3,chr1,36369155,-,36368655,36371655,36368684,36369330,862,74,2,2,9.021460000000001,24.8707,NSCv1;NSCv2,2,1,8.29379,4.27137,NSCM1,exo_only
Kansl3,chr1,36368041,-,36367541,36370541,36368684,36369330,862,74,2,2,9.021460000000001,24.8707,NSCv1;NSCv2,1,1,3.61524,4.91854,NSCM1,exo_only
Kansl3,chr1,36369157,-,36368657,36371657,36368684,36369330,862,74,2,2,9.021460000000001,24.8707,NSCv1;NSCv2,2,1,8.29379,4.27137,NSCM1,exo_only
Kansl3,chr1,36369102,-,36368602,36371602,36368684,36369330,862,74,2,2,9.021460000000001,24.8707,NSCv1;NSCv2,2,1,8.29379,4.27137,NSCM1,exo_only
Fer1l5,chr1,36372291,+,36369791,36372791,36368684,36369330,862,74,3,3,7.454990000000001,8.43462,NSCv1;NSCv2;NSCv3,3,1,6.734273333333334,4.27137,NSCM1,exo_only
Zap70,chr1,36778984,+,36776484,36779484,36779084,36779320,865,18,4,3,8.7085225,4.24736,NSCv1;NSCv2;NSCv3,1,1,3.28282,5.38536,NSCM2,exo_only
Vwa3b,chr1,37029304,+,37026804,37029804,37029247,37029486,867,17,3,2,10.504413333333332,6.87079,NSCv2;NSCv3,1,1,11.6964,41.0742,NSCM1,exo_only
Vwa3b,chr1,37029316,+,37026816,37029816,37029247,37029486,867,17,3,2,10.504413333333332,6.87079,NSCv2;NSCv3,1,1,11.6964,41.0742,NSCM1,exo_only
Vwa3b,chr1,37029384,+,37026884,37029884,37029247,37029486,867,17,3,2,10.504413333333332,6.87079,NSCv2;NSCv3,1,1,11.6964,41.0742,NSCM1,exo_only
2010300C02Rik,chr1,37720085,-,37719585,37722585,37719313,37720128,872,88,3,2,4.306556666666666,3.228,NSCv2;NSCv3,0,0,0.0,1.0,,exo_only
2010300C02Rik,chr1,37719795,-,37719295,37722295,37719313,37720128,872,88,3,2,4.306556666666666,3.228,NSCv2;NSCv3,0,0,0.0,1.0,,exo_only
Chst10,chr1,38898010,-,38897510,38900510,38897864,38898202,881,46,3,2,6.00505,6.3732,NSCv1;NSCv3,1,1,8.0714,28.1472,NSCM3,exo_only
Chst10,chr1,38898089,-,38897589,38900589,38897864,38898202,881,46,3,2,6.00505,6.3732,NSCv1;NSCv3,1,1,8.0714,28.1472,NSCM3,exo_only
Chst10,chr1,38898161,-,38897661,38900661,38897864,38898202,881,46,3,2,6.00505,6.3732,NSCv1;NSCv3,1,1,8.0714,28.1472,NSCM3,exo_only
Chst10,chr1,38898153,-,38897653,38900653,38897864,38898202,881,46,3,2,6.00505,6.3732,NSCv1;NSCv3,1,1,8.0714,28.1472,NSCM3,exo_only
Chst10,chr1,38898134,-,38897634,38900634,38897864,38898202,881,46,3,2,6.00505,6.3732,NSCv1;NSCv3,1,1,8.0714,28.1472,NSCM3,exo_only
Chst10,chr1,38897986,-,38897486,38900486,38897864,38898202,881,46,3,2,6.00505,6.3732,NSCv1;NSCv3,1,1,8.0714,28.1472,NSCM3,exo_only
Chst10,chr1,38898010,-,38897510,38900510,38897864,38898202,881,46,3,2,6.00505,6.3732,NSCv1;NSCv3,1,1,8.0714,28.1472,NSCM3,exo_only
Il1r1,chr1,40266586,+,40264086,40267086,40266556,40266876,892,30,4,3,10.3623075,19.5338,NSCv1;NSCv2;NSCv3,1,1,7.90861,29.7852,NSCM2,exo_only
Il1r1,chr1,40266657,+,40264157,40267157,40266556,40266876,892,30,4,3,10.3623075,19.5338,NSCv1;NSCv2;NSCv3,1,1,7.90861,29.7852,NSCM2,exo_only
Il1rl2,chr1,40325611,+,40323111,40326111,40325809,40326019,892,17,4,2,11.795165,5.57158,NSCv2;NSCv3,1,1,2.14139,1.37022,NSCM3,exo_only
Slc9a2,chr1,40680574,+,40678074,40681074,40681006,40682084,895,111,4,2,5.8250399999999996,4.24736,NSCv1;NSCv2,1,1,13.4297,69.8019,NSCM2,exo_only
Gpr45,chr1,42952872,+,42950372,42953372,42952792,42953543,912,53,4,2,6.6881175,2.89476,NSCv1;NSCv2,2,1,3.805085,5.97359,NSCM2,exo_only
Gpr45,chr1,42952963,+,42950463,42953463,42952792,42953543,912,53,4,2,6.6881175,2.89476,NSCv1;NSCv2,2,1,3.805085,5.97359,NSCM2,exo_only
Gpr45,chr1,42953139,+,42950639,42953639,42952792,42953543,912,53,4,2,6.6881175,2.89476,NSCv1;NSCv2,2,1,3.805085,5.97359,NSCM2,exo_only
Gpr45,chr1,42953182,+,42950682,42953682,42952792,42953543,912,53,4,2,6.6881175,2.89476,NSCv1;NSCv2,2,1,3.805085,5.97359,NSCM2,exo_only
RP24-194N4.6,chr1,52113751,-,52113251,52116251,52113708,52113995,982,31,3,3,13.889736666666666,16.4537,NSCv1;NSCv2;NSCv3,1,1,11.6964,41.0742,NSCM1,exo_only
Nab1,chr1,52500300,-,52499800,52502800,52500508,52500827,985,36,2,2,8.380775,3.90976,NSCv2;NSCv3,1,1,2.83516,3.73575,NSCM2,exo_only
Nab1,chr1,52500315,-,52499815,52502815,52500508,52500827,985,36,2,2,8.380775,3.90976,NSCv2;NSCv3,1,1,2.83516,3.73575,NSCM2,exo_only
Mfsd6,chr1,52727462,-,52726962,52729962,52726791,52727529,987,76,2,2,11.11326,19.5081,NSCv1;NSCv3,1,1,7.44313,19.8254,NSCM1,exo_only
Mfsd6,chr1,52727462,-,52726962,52729962,52726791,52727529,987,76,2,2,11.11326,19.5081,NSCv1;NSCv3,1,1,7.44313,19.8254,NSCM1,exo_only
Mfsd6,chr1,52727358,-,52726858,52729858,52726791,52727529,987,76,2,2,11.11326,19.5081,NSCv1;NSCv3,1,1,7.44313,19.8254,NSCM1,exo_only
Boll,chr1,55362726,-,55362226,55365226,55362481,55363657,1007,115,2,2,2.8785600000000002,1.83818,NSCv1;NSCv3,1,1,2.23829,1.83897,NSCM2,exo_only
Boll,chr1,55363319,-,55362819,55365819,55362481,55363657,1007,115,2,2,2.8785600000000002,1.83818,NSCv1;NSCv3,1,1,2.23829,1.83897,NSCM2,exo_only
Boll,chr1,55363319,-,55362819,55365819,55362481,55363657,1007,115,2,2,2.8785600000000002,1.83818,NSCv1;NSCv3,1,1,2.23829,1.83897,NSCM2,exo_only
Boll,chr1,55363469,-,55362969,55365969,55362481,55363657,1007,115,2,2,2.8785600000000002,1.83818,NSCv1;NSCv3,1,1,2.23829,1.83897,NSCM2,exo_only
Ica1l,chr1,60043087,-,60042587,60045587,60042646,60043499,1043,81,2,2,11.6401,43.2954,NSCv2;NSCv3,2,1,3.0589899999999997,2.74045,NSCM2,exo_only
Ica1l,chr1,60043122,-,60042622,60045622,60042646,60043499,1043,81,2,2,11.6401,43.2954,NSCv2;NSCv3,2,1,3.0589899999999997,2.74045,NSCM2,exo_only
Ica1l,chr1,60043184,-,60042684,60045684,60042646,60043499,1043,81,2,2,11.6401,43.2954,NSCv2;NSCv3,2,1,3.0589899999999997,2.74045,NSCM2,exo_only
Pard3b,chr1,61638824,+,61636324,61639324,61638736,61639406,1055,78,4,3,12.559864999999999,11.6585,NSCv1;NSCv2;NSCv3,1,1,7.74195,26.2488,NSCM3,exo_only
Pard3b,chr1,61638824,+,61636324,61639324,61638736,61639406,1055,78,4,3,12.559864999999999,11.6585,NSCv1;NSCv2;NSCv3,1,1,7.74195,26.2488,NSCM3,exo_only
Pard3b,chr1,61638875,+,61636375,61639375,61638736,61639406,1055,78,4,3,12.559864999999999,11.6585,NSCv1;NSCv2;NSCv3,1,1,7.74195,26.2488,NSCM3,exo_only
Pard3b,chr1,61638886,+,61636386,61639386,61638736,61639406,1055,78,4,3,12.559864999999999,11.6585,NSCv1;NSCv2;NSCv3,1,1,7.74195,26.2488,NSCM3,exo_only
Pard3b,chr1,61639243,+,61636743,61639743,61638736,61639406,1055,78,3,3,14.658926666666666,14.4882,NSCv1;NSCv2;NSCv3,1,1,7.74195,26.2488,NSCM3,exo_only
Pard3b,chr1,61639243,+,61636743,61639743,61638736,61639406,1055,78,3,3,14.658926666666666,14.4882,NSCv1;NSCv2;NSCv3,1,1,7.74195,26.2488,NSCM3,exo_only
Adam23,chr1,63445891,+,63443391,63446391,63445715,63446529,1069,95,2,2,9.69984,25.0712,NSCv1;NSCv2,1,1,4.8912,9.27224,NSCM1,exo_only
Adam23,chr1,63445895,+,63443395,63446395,63445715,63446529,1069,95,2,2,9.69984,25.0712,NSCv1;NSCv2,1,1,4.8912,9.27224,NSCM1,exo_only
Adam23,chr1,63445910,+,63443410,63446410,63445715,63446529,1069,95,2,2,9.69984,25.0712,NSCv1;NSCv2,1,1,4.8912,9.27224,NSCM1,exo_only
Adam23,chr1,63445935,+,63443435,63446435,63445715,63446529,1069,95,2,2,9.69984,25.0712,NSCv1;NSCv2,1,1,4.8912,9.27224,NSCM1,exo_only
Rpl10a-ps1,chr1,64994604,-,64994104,64997104,64994405,64994627,1080,21,4,3,6.340235,3.77944,NSCv1;NSCv2;NSCv3,1,1,2.3875,2.27741,NSCM2,exo_only
D230017M19Rik,chr1,72236465,+,72233965,72236965,72236403,72236924,1136,48,4,3,13.344317499999999,2.27104,NSCv1;NSCv2;NSCv3,1,1,16.8617,98.3835,NSCM2,exo_only
Igfbp2,chr1,72824503,+,72822003,72825003,72824693,72824937,1140,32,4,3,11.581615,7.72894,NSCv1;NSCv2;NSCv3,1,1,3.61524,4.91854,NSCM1,exo_only
Igfbp2,chr1,72825322,+,72822822,72825822,72825362,72825653,1140,20,5,3,12.074632,7.72894,NSCv1;NSCv2;NSCv3,1,1,3.61524,4.91854,NSCM1,exo_only
Mir26b,chr1,74394310,+,74391810,74394810,74391332,74392430,1152,93,5,2,8.99906,1.73085,NSCv2;NSCv3,2,1,10.743755,25.1602,NSCM2,exo_only
Prkag3,chr1,74748955,-,74748455,74751455,74748732,74749045,1155,25,5,3,4.570138,1.73085,NSCv1;NSCv2;NSCv3,0,0,0.0,1.0,,exo_only
Prkag3,chr1,74748955,-,74748455,74751455,74748732,74749045,1155,25,5,3,4.570138,1.73085,NSCv1;NSCv2;NSCv3,0,0,0.0,1.0,,exo_only
Prkag3,chr1,74748577,-,74748077,74751077,74748732,74749045,1155,25,4,2,4.1470025,1.73085,NSCv2;NSCv3,0,0,0.0,1.0,,exo_only
Prkag3,chr1,74749221,-,74748721,74751721,74748732,74749045,1155,25,5,3,4.570138,1.73085,NSCv1;NSCv2;NSCv3,1,1,2.97725,3.05598,NSCM1,exo_only
Prkag3,chr1,74748867,-,74748367,74751367,74748732,74749045,1155,25,5,3,4.570138,1.73085,NSCv1;NSCv2;NSCv3,0,0,0.0,1.0,,exo_only
Prkag3,chr1,74748904,-,74748404,74751404,74748732,74749045,1155,25,5,3,4.570138,1.73085,NSCv1;NSCv2;NSCv3,0,0,0.0,1.0,,exo_only
Zfand2b,chr1,75168646,+,75166146,75169146,75168558,75168942,1158,42,3,2,5.754639999999999,1.39249,NSCv2;NSCv3,1,1,6.37983,15.1765,NSCM1,exo_only
Zfand2b,chr1,75168646,+,75166146,75169146,75168558,75168942,1158,42,3,2,5.754639999999999,1.39249,NSCv2;NSCv3,1,1,6.37983,15.1765,NSCM1,exo_only
Zfand2b,chr1,75168646,+,75166146,75169146,75168558,75168942,1158,42,3,2,5.754639999999999,1.39249,NSCv2;NSCv3,1,1,6.37983,15.1765,NSCM1,exo_only
Zfand2b,chr1,75168655,+,75166155,75169155,75168558,75168942,1158,42,3,2,5.754639999999999,1.39249,NSCv2;NSCv3,1,1,6.37983,15.1765,NSCM1,exo_only
Zfand2b,chr1,75168658,+,75166158,75169158,75168558,75168942,1158,42,3,2,5.754639999999999,1.39249,NSCv2;NSCv3,1,1,6.37983,15.1765,NSCM1,exo_only
Zfand2b,chr1,75168666,+,75166166,75169166,75168558,75168942,1158,42,3,2,5.754639999999999,1.39249,NSCv2;NSCv3,1,1,6.37983,15.1765,NSCM1,exo_only
Zfand2b,chr1,75168701,+,75166201,75169201,75168558,75168942,1158,42,3,2,5.754639999999999,1.39249,NSCv2;NSCv3,1,1,6.37983,15.1765,NSCM1,exo_only
Zfand2b,chr1,75168778,+,75166278,75169278,75168558,75168942,1158,42,3,2,5.754639999999999,1.39249,NSCv2;NSCv3,1,1,6.37983,15.1765,NSCM1,exo_only
Zfand2b,chr1,75168928,+,75166428,75169428,75168558,75168942,1158,42,3,2,5.754639999999999,1.39249,NSCv2;NSCv3,1,1,6.37983,15.1765,NSCM1,exo_only
Stk16,chr1,75213061,+,75210561,75213561,75210804,75211065,1158,27,3,3,8.865523333333334,4.35461,NSCv1;NSCv2;NSCv3,1,1,4.17813,9.17145,NSCM2,exo_only
Gm28294,chr1,75252322,+,75249822,75252822,75251753,75251964,1159,17,4,2,9.402272499999999,6.3732,NSCv2;NSCv3,0,0,0.0,1.0,,exo_only
Des,chr1,75360329,+,75357829,75360829,75360355,75360970,1159,71,3,2,5.530606666666667,6.3732,NSCv1;NSCv3,0,0,0.0,1.0,,exo_only
Des,chr1,75361526,+,75359026,75362026,75360355,75360970,1159,71,3,2,5.530606666666667,6.3732,NSCv1;NSCv3,1,1,2.76459,2.49068,NSCM1,exo_only
Des,chr1,75362030,+,75359530,75362530,75360355,75360970,1159,71,2,2,4.168235,6.3732,NSCv1;NSCv3,1,1,2.76459,2.49068,NSCM1,exo_only
Speg,chr1,75382114,+,75379614,75382614,75381924,75382387,1160,36,4,3,6.9482325000000005,8.98689,NSCv1;NSCv2;NSCv3,1,1,4.62579,11.2737,NSCM2,exo_only
Speg,chr1,75382114,+,75379614,75382614,75381924,75382387,1160,36,4,3,6.9482325000000005,8.98689,NSCv1;NSCv2;NSCv3,1,1,4.62579,11.2737,NSCM2,exo_only
Speg,chr1,75382126,+,75379626,75382626,75381924,75382387,1160,36,4,3,6.9482325000000005,8.98689,NSCv1;NSCv2;NSCv3,1,1,4.62579,11.2737,NSCM2,exo_only
Speg,chr1,75382138,+,75379638,75382638,75381924,75382387,1160,36,4,3,6.9482325000000005,8.98689,NSCv1;NSCv2;NSCv3,1,1,4.62579,11.2737,NSCM2,exo_only
Speg,chr1,75383556,+,75381056,75384056,75381924,75382387,1160,36,4,2,8.4774375,12.7584,NSCv2;NSCv3,1,1,4.62579,11.2737,NSCM2,exo_only
Speg,chr1,75384700,+,75382200,75385200,75384918,75385180,1160,21,2,2,8.39739,12.7584,NSCv2;NSCv3,1,1,10.7438,49.244,NSCM2,exo_only
Speg,chr1,75384828,+,75382328,75385328,75384918,75385180,1160,21,2,2,8.39739,12.7584,NSCv2;NSCv3,1,1,10.7438,49.244,NSCM2,exo_only
Speg,chr1,75385512,+,75383012,75386012,75384918,75385180,1160,21,3,2,9.139926666666666,12.7584,NSCv2;NSCv3,1,1,10.7438,49.244,NSCM2,exo_only
Speg,chr1,75385610,+,75383110,75386110,75384918,75385180,1160,21,3,2,9.139926666666666,12.7584,NSCv2;NSCv3,1,1,10.7438,49.244,NSCM2,exo_only
Speg,chr1,75423510,+,75421010,75424010,75421988,75423440,1160,120,3,2,6.3430833333333325,1.73085,NSCv2;NSCv3,1,1,7.46095,26.9825,NSCM2,exo_only
Stk11ip,chr1,75521529,+,75519029,75522029,75521431,75521985,1161,43,3,3,12.8461,16.3605,NSCv1;NSCv2;NSCv3,1,1,12.6836,63.915,NSCM2,exo_only
