category,gene,chromosome,start,end,methylation_score,cpg_density,smarcb1_enrichment_cpm,smarcb1_enrichment_rpkm
up,Anks1b,chr10,89873018,89873556,0.015461892044706126,0.136,4.5344609967322045,4.534461218158681
up,Apcdd1,chr18,62922194,62922886,0.024606910068081623,0.172,7.059067917953632,7.059068048091101
up,Arf3,chr15,98762433,98763412,0.026669482572821302,0.182,9.214233425550116,9.214233527211187
up,Arhgap20,chr9,51764861,51766217,0.00698233228847695,0.202,0.0,0.0
up,Arhgap31,chr16,38712700,38713353,0.028413825338931508,0.148,4.695898920836864,4.695899025373993
up,Arhgap6,chrX,168796216,168796680,0.0298205798218768,0.112,47.525444389257494,47.52544481355829
up,Arhgef4,chr1,34678070,34678419,0.016747925908112297,0.12,24.525108403630796,24.525108654123464
up,Arhgef4,chr1,34750258,34751085,0.00718304247630689,0.174,0.0,0.0
up,Arhgef4,chr1,34801701,34802059,0.0018499472993668,0.104,11.106292325798677,11.106292318156502
up,Arsb,chr13,93771714,93772156,0.011405392622801519,0.13,8.03047550960019,8.030475666325733
up,Asap3,chr4,136206183,136206663,0.01987581857418737,0.11,13.664507876535348,13.664507852126299
up,Atrn,chr2,130906267,130906976,0.00548620395950707,0.162,0.0,0.0
up,Auts2,chr5,131439468,131439909,0.7481039571034139,0.094,0.0,0.0
up,Auts2,chr5,131537191,131538947,0.018205432890791098,0.186,4.919891085467844,4.919891311728819
up,Auts2,chr5,131616397,131616748,0.03156419303053522,0.084,3.7706857391457045,3.7706857453749794
up,Auts2,chr5,132541593,132544113,0.019736112550144288,0.1,17.387923622068506,17.387924259950122
up,Axin2,chr11,108920190,108922170,0.01801242140950098,0.178,3.2422170478643038,3.2422171698693343
up,Axin2,chr11,108922545,108923014,0.01580162850063473,0.084,0.0,0.0
up,Azin2,chr4,128924994,128925215,0.018708632367120642,0.074,0.0,0.0
up,Azin2,chr4,128962006,128962362,0.009463521266955465,0.096,4.196116745596491,4.196116955005967
up,BC034090,chr1,155244091,155244947,0.03544146259611201,0.206,0.0,0.0
up,Bag3,chr7,128523328,128524433,0.01808720868837954,0.174,1.5244496842753643,1.524449746655917
up,Bbc3,chr7,16299595,16300104,0.007765559082911774,0.106,0.0,0.0
up,Bbc3,chr7,16309424,16310589,0.005640905304439485,0.158,8.01683606599343,8.01683646320082
up,Bbc3,chr7,16313668,16314092,0.0056484353962561445,0.108,7.342606871453574,7.342607305881764
up,Bcl9l,chr9,44482651,44483484,0.006842296388916009,0.128,18.973368517122687,18.97336905431006
up,Bcl9l,chr9,44498438,44499178,0.011172551552694076,0.124,7.380453433565793,7.38045348096682
up,Bcor,chrX,11999031,11999458,0.014103981892041062,0.128,5.602884773416787,5.602885141629729
up,Bcor,chrX,12006280,12007396,0.03493767913065546,0.174,0.0,0.0
up,Bcor,chrX,12076861,12081915,0.018970583657954204,0.166,0.0,0.0
up,Bcor,chrX,12086982,12092060,0.01504780487921931,0.122,0.0,0.0
up,Bcor,chrX,12127757,12128822,0.01694019035100811,0.166,100.838133671986,100.83813533573952
up,Bcor,chrX,12133306,12133812,0.012396672883833284,0.114,0.0,0.0
up,Bcor,chrX,12136636,12137563,0.03611020075629674,0.14,0.0,0.0
up,Bcor,chrX,12155820,12156282,0.005216890603270516,0.092,0.0,0.0
up,Bcor,chrX,12158454,12160573,0.03294033291025886,0.108,0.0,0.0
up,Bcor,chrX,12252439,12252771,0.07292450617769931,0.084,0.0,0.0
up,Bhlhe41,chr6,145862743,145863901,0.010321840184584095,0.248,19.21734020932653,19.217341030201247
up,Bhlhe41,chr6,145865536,145866825,0.005516823860380166,0.14,1.4292646008791061,1.4292646119074024
up,Bicdl1,chr5,115730913,115732860,0.005595695027770321,0.152,0.0,0.0
up,Bmyc,chr2,25706654,25707411,0.011867002206445418,0.166,0.0,0.0
up,Bptf,chr11,107131627,107132223,0.041612652502528616,0.112,17.282490409074715,17.28249046088296
up,Brsk2,chr7,141949309,141949612,0.0011515974689260073,0.084,0.0,0.0
up,Brsk2,chr7,141950083,141950681,0.016731169880576924,0.156,22.18969313384093,22.1896945604609
up,Btbd9,chr17,30575621,30576642,0.009811663648650793,0.162,3.8063833929582476,3.8063835320690678
up,C2cd2,chr16,97922153,97922819,0.009119530167534058,0.152,5.226872946661429,5.226872985872722
up,Cachd1,chr4,100776432,100778008,0.0022166488877511654,0.18,0.0,0.0
up,Cacna1a,chr8,84638667,84638870,0.021320100247557365,0.078,3.59283483691772,3.5928350594406737
up,Cacna1a,chr8,84639334,84639944,0.005627716602483008,0.18,8.099803526969128,8.09980357521534
up,Cacna1b,chr2,24678983,24679525,0.06894391956076251,0.124,0.0,0.0
up,Cacna1b,chr2,24762066,24763472,0.013898989633709747,0.194,0.0,0.0
up,Cacnb2,chr2,14604008,14605030,0.02485261851039032,0.192,0.0,0.0
up,Cadps,chr14,12821819,12823224,0.00947177018627717,0.15,0.0,0.0
up,Carmil1,chr13,24280420,24281398,0.003601606246408691,0.196,9.312733333012865,9.312733378333471
up,Cask,chrX,13845930,13847105,0.22334652492539964,0.224,10.012603321081555,10.012603792175128
up,Castor2,chr5,134099625,134100114,0.0030406797796059823,0.134,6.9958721894901625,6.9958721877914
up,Ccdc120,chrX,7750510,7751053,0.06733060698452695,0.11,39.889151861504544,39.889154418034494
up,Ccdc122,chr14,77036339,77036901,0.03548102555637284,0.144,14.168742911384452,14.16874352510096
up,Ccdc136,chr6,29396379,29396656,0.0037470908183027418,0.094,0.0,0.0
up,Ccdc157,chr11,4160219,4160617,0.0040703183680063666,0.118,10.422594636516237,10.422595056689355
up,Ccdc85a,chr11,28583291,28583837,0.01119027080262522,0.142,0.0,0.0
up,Ccdc97,chr7,25718816,25719131,0.01063128656802263,0.074,0.0,0.0
up,Ccnd3,chr17,47593321,47593824,0.007363014777739707,0.138,5.020410746056609,5.020410803996626
up,Ccnd3,chr17,47594793,47595003,0.015149783989050378,0.084,22.814872957857048,22.814872595157926
up,Ccne1,chr7,38084896,38085332,0.011456528250902804,0.118,0.3468657553839216,0.3468657697599687
up,Ccne1,chr7,38106954,38108064,0.010705525034298056,0.192,12.428431830226064,12.428431626044258
up,Cd14,chr18,36725676,36726233,0.004026982125598229,0.114,0.0,0.0
up,Cd81,chr7,143052674,143053288,0.002313056384325155,0.15,32.28684741684509,32.28684866781584
up,Cdc42bpb,chr12,111299424,111299678,0.7128766313472251,0.082,0.0,0.0
up,Cdc42bpb,chr12,111376967,111378223,0.016492586187586693,0.246,3.4440140999325797,3.4440140499740592
up,Cdh2,chr18,16806909,16807133,0.03484565363363271,0.09,4.382506657448036,4.382506576128246
up,Cdh2,chr18,16808083,16809635,0.047305525855616835,0.194,12.828031974719208,12.828032364536808
up,Cdh22,chr2,165215278,165215521,0.0052372888826148324,0.072,72.10244535372954,72.10244821576659
up,Cdh22,chr2,165233432,165235092,0.0037136395640598105,0.21,6.331730606028073,6.331730976445437
up,Cdk12,chr11,98202611,98203726,0.021162123914922823,0.162,0.0,0.0
up,Celf5,chr10,81482358,81482796,0.030823481653256393,0.094,1.9626909208913839,1.962690988701269
up,Celsr2,chr3,108412815,108413074,0.564061061041405,0.094,0.0,0.0
up,Celsr2,chr3,108414221,108414553,0.6627373734579068,0.102,5.909712672686424,5.909713035035889
up,Celsr2,chr3,108415472,108416111,0.009307494930506584,0.194,0.0,0.0
up,Celsr3,chr9,108825097,108825321,0.0008563484604261459,0.084,11.188312234476717,11.188312755268138
up,Celsr3,chr9,108825791,108826198,0.002664374666363359,0.11,30.335019507635945,30.335021416529475
up,Celsr3,chr9,108827073,108828002,0.07667375345481571,0.168,12.633500941288627,12.633501726567236
up,Celsr3,chr9,108831849,108832944,0.014662371749749053,0.176,6.0212879920605245,6.02128807278186
up,Cemip,chr7,84086232,84086786,0.01742755040832523,0.124,0.0,0.0
up,Cep126,chr9,8134104,8134575,0.0192752161397855,0.14,0.0,0.0
up,Chrna4,chr2,181038876,181039235,0.0011453701832973852,0.12,4.951717248311557,4.9517175340285515
up,Chsy3,chr18,59175008,59176469,0.005175181917227196,0.218,5.044517032852578,5.044517074704668
up,Ckb,chr12,111670537,111672509,0.021661076575669888,0.162,0.0,0.0
up,Clec2l,chr6,38662933,38663383,0.021619274842952372,0.136,4.690797799238241,4.690798077407575
up,Clstn2,chr9,98032720,98033588,0.00816987218181848,0.154,13.770786133289322,13.770786262316124
up,Cmpk2,chr12,26469171,26469850,0.006488784518557851,0.138,0.0,0.0
up,Col27a1,chr4,63213962,63216015,0.025922022434357792,0.104,0.4446851767589041,0.4446851999121416
up,Comt,chr16,18426235,18426661,0.009750172968454946,0.102,0.0,0.0
up,Cpped1,chr16,11909092,11909407,0.011662835107188876,0.08,5.834735079019223,5.834734991668926
up,Cpxm1,chr2,130361847,130362462,0.026528548162929735,0.128,0.0,0.0
up,Cpxm1,chr2,130397413,130397861,0.0037426568896203193,0.106,0.8094366844344506,0.8094367136456638
up,Crebbp,chr16,4212834,4214506,0.01342711972336995,0.134,0.0,0.0
up,Crybg1,chr10,44003488,44004455,0.023789313982890543,0.218,14.069884135229028,14.069884624125862
up,Crybg1,chr10,44148521,44149102,0.010304919468798492,0.108,0.0,0.0
up,Csmd1,chr8,17534717,17535731,0.008178236916159695,0.188,33.84989084396664,33.849891166899866
up,Ctnnd2,chr15,30172358,30173548,0.00989810689500911,0.238,3.3644651060860955,3.3644650494539303
up,Ctnnd2,chr15,30646537,30647251,0.016022550109698833,0.154,4.448577679533656,4.448577974814427
up,Ctsa,chr2,164832787,164833426,0.0064397130940378996,0.114,18.349393679572856,18.349394398614745
up,Ctsa,chr2,164833897,164834185,0.00843230571920656,0.086,4.209043168640346,4.2090431542811295
up,Ctsd,chr7,142387671,142388028,0.022972802725629425,0.11,2.5759925474838883,2.5759925988761205
up,Cux1,chr5,136565439,136569059,0.010977679671613769,0.192,0.0,0.0
up,Cux1,chr5,136623234,136623482,0.009800905753778913,0.09,82.159350912512,82.15935221827573
up,Cxxc4,chr3,134235994,134236297,0.012575332399360614,0.106,0.0,0.0
up,Dab2,chr15,6386350,6386893,0.06644438674459369,0.102,0.0,0.0
up,Dag1,chr9,108263276,108263928,0.013314966676187222,0.21,1.2982591191492414,1.298259171213949
up,Dbn1,chr13,55487321,55488154,0.003483161952995518,0.154,21.89023355805636,21.890234083105565
up,Ddit4l,chr3,137623639,137623919,0.00783500866473459,0.092,12.983014975347347,12.98301514931251
up,Dennd1a,chr2,38286852,38287493,0.03734880958944501,0.17,11.23194049501974,11.231940804706783
up,Dennd4b,chr3,90265112,90265940,0.005468905686569552,0.144,10.311927466591193,10.311927549455145
up,Dlgap3,chr4,127168784,127169662,0.0017296236330748096,0.194,0.0,0.0
up,Dlgap3,chr4,127214657,127214981,0.021134354852504346,0.102,0.0,0.0
up,Dock3,chr9,107231268,107232140,0.010054722229826228,0.202,0.0,0.0
up,Dock5,chr14,67933026,67933976,0.007196259007294752,0.16,11.452978052683683,11.452978165996342
up,Dock6,chr9,21852370,21852764,0.0025615086538723513,0.138,10.407633410508094,10.407633662051932
up,Dpf1,chr7,29303883,29305174,0.007888693691652663,0.118,0.0,0.0
up,Dpf1,chr7,29307883,29308280,0.00837672048781652,0.118,0.0,0.0
up,Dpf1,chr7,29309299,29309612,0.024037033231072532,0.098,0.0,0.0
up,Dusp14,chr11,84068107,84068552,0.005808878193156451,0.152,0.0,0.0
up,Dusp15,chr2,152951258,152951798,0.015996882492799843,0.1,10.008211509880436,10.008211970338555
up,Dyrk3,chr1,131137776,131138378,0.001973008289533086,0.17,2.57707644895805,2.577076404296042
up,E030030I06Rik,chr10,22148532,22151691,0.014802293051036804,0.11,35.243899319445575,35.2439008828459
up,Ece1,chr4,137861990,137862614,0.00483815303300676,0.138,6.152481498545369,6.1524816408071885
up,Ece1,chr4,137913447,137913936,0.015487759816579955,0.122,22.372013449149602,22.37201449495824
up,Efnb2,chr8,8659823,8661897,0.0010783418348283811,0.248,2.356039906864797,2.356040016475564
up,Efr3b,chr12,3981728,3982058,0.013957851614523705,0.092,6.311053170164046,6.31105327474397
up,Efr3b,chr12,4038394,4039169,0.055566387684319055,0.15,11.454563906699338,11.45456384266641
up,Elmo2,chr2,165326173,165326655,0.0,0.112,6.935567641538413,6.935567659439335
up,Eln,chr5,134747082,134747295,0.030377515208571466,0.07,9.40113161345649,9.401131227464207
up,Epb41l1,chr2,156420600,156421386,0.030863566428304855,0.152,3.359399224041773,3.3593991648775625
up,Erbb2,chr11,98412307,98413135,0.013254900549882292,0.168,1.6126307773963933,1.612630836466477
up,Erc2,chr14,27622255,27622859,0.01710952896445097,0.128,4.074378543281789,4.074378739493832
up,Espn,chr4,152125093,152126645,0.0024920221401359983,0.164,0.0,0.0
up,Espn,chr4,152130681,152132303,0.0,0.17,10.502782278353726,10.50278221914682
up,Espn,chr4,152138441,152138880,0.014563333761454958,0.11,23.26230200653087,23.262302462740895
up,Espn,chr4,152153751,152154043,0.035189983764029306,0.064,0.0,0.0
up,Fam110a,chr2,151970535,151970877,0.15547663906260667,0.102,0.0,0.0
up,Fam110a,chr2,151979936,151980339,0.012619218977448795,0.092,0.0,0.0
up,Fam124a,chr14,62555511,62555970,0.0064457136217603,0.138,4.746988791365514,4.746989025546491
up,Fam167a,chr14,63436314,63436646,0.0,0.13,0.0,0.0
up,Fam20c,chr5,138754435,138756097,0.002378175831884385,0.204,21.64178620919263,21.641787328316802
up,Fam3a,chrX,74392977,74393208,0.0487085611297327,0.064,0.0,0.0
up,Fat1,chr8,44934783,44935480,0.0,0.13,11.63742413690147,11.637424383198123
up,Fat1,chr8,44937941,44938767,0.012923760459580658,0.186,3.29738699367386,3.2973870512103676
up,Fat1,chr8,44951615,44951884,0.46730715558046376,0.106,0.0,0.0
up,Fat1,chr8,45010417,45010638,0.5661418969775598,0.07,0.0,0.0
up,Fat1,chr8,45023241,45024207,3.5672276110231764,0.142,0.0,0.0
up,Fat1,chr8,45025658,45025904,0.525317813255662,0.094,0.0,0.0
up,Fat1,chr8,45051222,45051542,1.0948926258990173,0.104,0.0,0.0
up,Fat4,chr3,38885050,38888327,0.015211323282573958,0.132,31.886204765992158,31.886206065039342
up,Fbln2,chr6,91212723,91212972,0.025758877639340205,0.082,2.1009304804435227,2.100930597430525
up,Fbln2,chr6,91285181,91285721,0.004985535439938308,0.122,8.013985689572626,8.013986003217337
up,Fbxl16,chr17,25808596,25809716,0.012445550955725576,0.168,0.0,0.0
up,Fbxl16,chr17,25813481,25813760,0.011642395647067018,0.062,19.298512302634705,19.29851229578726
up,Fbxl17,chr17,63498949,63499180,0.0037919239756797245,0.108,11.778711085976733,11.778711464545257
up,Fbxl17,chr17,63499398,63500633,0.005396592313531077,0.208,5.967064204296656,5.9670645847277255
up,Fbxl20,chr11,98149083,98150647,0.027178971384598474,0.196,9.370366681758668,9.370367048866274
up,Fbxl7,chr15,26894904,26895771,0.010368608005633283,0.194,5.894216336232024,5.894216361922994
up,Fbxo25,chr8,13907675,13908105,0.008522398054555574,0.14,9.21552158595106,9.215521568516435
up,Fgfr2,chr7,130264991,130266512,0.0013698096430754647,0.148,20.343888202022658,20.343888599724448
up,Fhod3,chr18,24709231,24710350,0.02083354457598965,0.184,0.0,0.0
up,Ficd,chr5,113735546,113736018,0.004591473302984288,0.134,0.5172464835500219,0.5172465035822849
up,Fnbp1,chr2,31140950,31142428,0.016721913197485692,0.196,13.852868411977383,13.852868389212873
up,Fndc10,chr4,155694128,155695188,0.004509138152704989,0.222,0.0,0.0
up,Foxo6,chr4,120282476,120282998,0.013487195808119237,0.122,5.5389724036314645,5.538972503614324
up,Foxo6,chr4,120286819,120288121,0.012107861263098579,0.222,11.241836168423948,11.241836122609595
up,Foxp4,chr17,47904322,47904530,0.0169082234938444,0.072,0.0,0.0
up,Foxp4,chr17,47922202,47922748,0.04130687112042362,0.1,0.0,0.0
up,Foxp4,chr17,47923720,47924688,0.015118206667742249,0.198,0.0,0.0
up,Foxp4,chr17,47925048,47925253,0.004677077961608266,0.104,15.009228270992848,15.009228292214436
up,Foxp4,chr17,47974183,47974437,0.012210579550224697,0.1,20.954781734027776,20.954782465513656
up,Foxp4,chr17,47975244,47975582,0.021197451636634817,0.086,0.0,0.0
up,Fras1,chr5,96374035,96374857,0.006218425633777059,0.176,10.66987017182352,10.669870807437423
up,Frem2,chr3,53656616,53657328,0.003651015834145626,0.134,2.100887518140719,2.100887587196541
up,Fzd1,chr5,4756413,4758245,0.0,0.208,0.0,0.0
up,Fzd5,chr1,64734847,64737979,0.019710500812998126,0.154,0.0,0.0
up,Fzd8,chr18,8693874,8694081,0.0293205409753346,0.076,0.0,0.0
up,Fzd8,chr18,9212147,9214929,0.0028667439091704084,0.168,5.67885494414272,5.678855259137891
up,Gabrb3,chr7,57590812,57592071,0.019362722439632104,0.182,11.70095535238761,11.700955177487051
up,Gadd45a,chr6,67036551,67037372,0.0016372988603875526,0.18,8.476064945969073,8.476064878860324
up,Gan,chr8,117157620,117158649,0.007757519798923535,0.218,12.599405620632542,12.59940601321743
up,Gfra1,chr19,58453676,58453905,0.009110152870666608,0.09,0.0,0.0
up,Gfra1,chr19,58454353,58455912,0.0039003643172205293,0.11,18.466865237298705,18.46686555001891
up,Gfra2,chr14,70889700,70890049,0.02553618217920061,0.102,0.0,0.0
up,Gfra2,chr14,70890502,70890733,0.021604907598693088,0.098,0.0,0.0
up,Gfra2,chr14,70890937,70891230,0.009007173800538231,0.102,0.0,0.0
up,Gjc1,chr11,102818491,102819658,0.02571144107951028,0.208,0.0,0.0
up,Glis3,chr19,28679626,28680390,0.012732200920617187,0.164,12.617674504053896,12.61767460806972
up,Gmpr,chr13,45507386,45507769,0.025765094006005095,0.122,31.881050011141593,31.881049007947766
up,Gnaz,chr10,74966903,74967475,0.02065993289915157,0.178,10.26127100218653,10.261271467594058
up,Gnb1l,chr16,18498666,18499327,0.00334311508192227,0.158,5.433881825560723,5.433881989448566
up,Gpc1,chr1,92831246,92831553,0.016439928519193955,0.138,6.460186233618108,6.460186581930812
up,Gpc1,chr1,92831686,92832865,0.006139713997326744,0.172,17.726860257071163,17.726861118670605
up,Gprin1,chr13,54749313,54750035,0.04979801371167136,0.194,0.0,0.0
up,Gpsm1,chr2,26315401,26315896,0.08391397347776434,0.118,1.7152772782025323,1.715277339836845
up,Gramd1b,chr9,40455338,40456147,0.012147307993397598,0.158,3.6444079153906697,3.6444081176984278
up,Gramd1b,chr9,40531185,40531461,0.006633250135987078,0.088,0.0,0.0
up,Grid1,chr14,34819065,34820630,0.008060293174278471,0.176,0.0,0.0
up,Grid1,chr14,34822879,34823080,0.04676846785198875,0.09,0.0,0.0
up,Grin3a,chr4,49844690,49845920,0.018634047041084303,0.164,21.264733857039722,21.264734168322065
up,Grina,chr15,76246768,76247202,0.006850575334519936,0.13,5.338752048521424,5.338752028891046
up,Gse1,chr8,120228798,120230336,0.012465776393500638,0.174,12.628202319820739,12.628202762064282
up,Gse1,chr8,120449898,120450261,0.005828461317763084,0.072,14.110094332944138,14.110095122544319
up,Gse1,chr8,120487474,120489709,0.027873639317522684,0.086,0.0,0.0
up,Gse1,chr8,120505150,120505361,0.013370660509111044,0.074,16.733847257372798,16.73384754675343
up,Gse1,chr8,120535770,120538261,0.018514666738547767,0.156,22.076786947483544,22.076787470991764
up,Gse1,chr8,120577725,120578023,0.10951827156106055,0.072,0.0,0.0
up,Gsn,chr2,35256331,35256765,0.012570005745927542,0.112,5.7814133232238305,5.781413569287894
up,Gsn,chr2,35282321,35282631,0.01189811107917114,0.092,0.0,0.0
up,Gtf3c1,chr7,125707321,125708258,0.0018446884256581766,0.162,0.0,0.0
up,Gtse1,chr15,85859679,85860044,0.00846094069110747,0.1,2.044214017259223,2.044214019594726
up,Gucy1a2,chr9,3532193,3532626,0.01263127839134646,0.1,6.953902018665513,6.953902002394569
up,Gulp1,chr1,44551578,44552491,0.01108394512031298,0.126,45.3430317571584,45.3430328356717
up,H13,chr2,152669387,152669832,0.010564106130363217,0.148,11.826168534307358,11.826169219009302
up,H13,chr2,152707611,152707865,0.011137041891197805,0.086,0.0,0.0
up,Helz,chr11,107546798,107548453,0.007179271586855616,0.132,0.0,0.0
up,Herc2,chr7,56049966,56050397,0.006683471661871098,0.148,9.84475325664944,9.844753546017595
up,Hivep3,chr4,119733555,119734333,0.015426395793702174,0.196,11.479642931996889,11.479643001980415
up,Hivep3,chr4,119814814,119815045,0.007365917460064216,0.082,0.0,0.0
up,Hivep3,chr4,120032845,120033243,0.01999686716532995,0.12,5.560875960480639,5.560876117393002
up,Hs3st1,chr5,39644402,39644902,0.01092902436006816,0.13,1.566329000408953,1.5663290800939578
up,Hs3st3a1,chr11,64435072,64436635,0.0,0.172,14.784928906606996,14.784929733905088
up,Huwe1,chrX,151802982,151803955,0.5151960768478223,0.186,3.157147179894541,3.1571471743017483
up,Hykk,chr9,54917237,54917459,0.006067774456944025,0.08,15.9920017348658,15.992002357999308
up,Igfbp2,chr1,72824693,72824937,0.0,0.124,8.89587893624023,8.895879449976091
up,Igfbp2,chr1,72825362,72825653,0.005154244726430962,0.074,14.615564723869177,14.61556556899597
up,Igfbp3,chr11,7213334,7214110,0.0060781056390892835,0.222,25.1743158937099,25.174316385467158
up,Igsf9b,chr9,27299011,27300603,0.011917182342832958,0.142,42.20530608416676,42.205307383150526
up,Il1r1,chr1,40266556,40266876,0.01019349601988108,0.076,10.352875919588204,10.352876455699896
up,Il6ra,chr3,89912795,89913379,0.011029625920838417,0.156,7.291613100155169,7.291613009267641
up,Ildr2,chr1,166253979,166254247,0.02485998261197777,0.09,5.023242469988415,5.023242755958643
up,Ildr2,chr1,166308841,166309482,0.002074887092979636,0.196,0.0,0.0
up,Inhbb,chr1,119420294,119422877,0.012289310480719974,0.208,0.0,0.0
up,Insyn2a,chr7,134937519,134938313,0.0,0.16,4.360579589340919,4.360579777051925
up,Ipo4,chr14,55635503,55635849,0.008522838121923748,0.106,6.063727297822554,6.063727397970866
up,Iqck,chr7,118855576,118856223,0.013931262789553289,0.166,4.079452834431324,4.079452870651092
up,Iqsec1,chr6,90716274,90716611,0.0464307659255784,0.12,0.0,0.0
up,Iqsec1,chr6,90736183,90737219,0.05143682753354984,0.232,57.17673078570073,57.176733497375736
up,Iqsec1,chr6,90810022,90810275,0.004010705720843032,0.058,0.0,0.0
up,Iqsec1,chr6,90987727,90988765,0.012300848138284328,0.252,28.890235487656195,28.89023574868432
up,Irf1,chr11,53769896,53770657,0.006795866566669911,0.194,1.8152215444258781,1.8152215370945657
up,Jcad,chr18,4634916,4635554,0.02514186157822838,0.17,12.285272128127056,12.285272736797719
up,Kazn,chr4,142238827,142239522,0.014911761186883976,0.18,0.0,0.0
up,Kcnb1,chr2,167188125,167190391,0.007236361808816306,0.124,0.0,0.0
up,Kcnd3,chr3,105452012,105453070,0.04913113437559339,0.198,9.494722316275134,9.49472281727719
up,Kcnd3,chr3,105458909,105459252,0.3877518491237027,0.086,0.0,0.0
up,Kcng1,chr2,168262792,168263124,0.3434035510978029,0.092,0.0,0.0
up,Kcng1,chr2,168268518,168269229,0.46461837127253724,0.108,0.0,0.0
up,Kcng1,chr2,168280659,168281123,0.004337922922371414,0.15,14.479397271664144,14.479397345443205
up,Kcng1,chr2,168281225,168281610,0.004662486764950815,0.12,6.815411121706455,6.8154111835647315
up,Kcnk1,chr8,125995100,125995926,0.0040555768129909445,0.148,0.0,0.0
up,Kcnn2,chr18,45559315,45560643,0.05220206088323459,0.162,0.0,0.0
up,Kcnq3,chr15,66285781,66286905,0.006478914913969584,0.168,0.0,0.0
up,Kcnt1,chr2,25863731,25864418,0.03946310358165967,0.148,16.903378185837784,16.903378338780318
up,Kdm5b,chr1,134556259,134556601,0.006045310239070375,0.118,12.41364077047863,12.413641114746195
up,Kdm5b,chr1,134556778,134557124,0.002685840164490291,0.104,9.602458275910674,9.602458552813548
up,Kdm5b,chr1,134560080,134561744,0.012327881200991403,0.166,0.0,0.0
up,Kirrel3,chr9,34486091,34486336,0.003660492351599551,0.088,28.22980668770821,28.22980901207191
up,Kirrel3,chr9,34488869,34489096,0.003724591978774986,0.096,8.690803220913939,8.690803447047072
up,Klc2,chr19,5117398,5118509,0.011402211285984827,0.186,25.37015655752047,25.370156598616504
up,Klhl29,chr12,5209990,5210228,0.4200049905626534,0.062,0.0,0.0
up,Klhl29,chr12,5373700,5376059,0.0027929857432943276,0.118,37.85249559411595,37.85249800893906
up,Kmt2b,chr7,30588280,30588541,0.002856588711329004,0.102,19.62451555880905,19.624516538755476
up,Lamc1,chr1,153332003,153333079,0.008661756374153168,0.186,16.962084088657143,16.962084089273276
up,Lamp1,chr8,13159101,13159386,0.015101659364876995,0.122,8.09560492970307,8.095605461133095
up,Large1,chr8,73352585,73353911,0.014774098006723942,0.202,2.441205650779086,2.441205736557699
up,Lhfpl2,chr13,94057450,94058115,0.007611960255644288,0.146,14.780380831278432,14.780381175966907
up,Lhfpl2,chr13,94174104,94174682,0.010589590839906574,0.098,24.902384662971915,24.902385574338222
up,Lhx2,chr2,38339362,38339891,0.0018265099078370308,0.116,48.617285127961246,48.61728824819301
up,Lhx2,chr2,38348031,38348469,0.013360877722773142,0.104,10.437596847414929,10.437597460623904
up,Lhx2,chr2,38350967,38351995,0.0,0.188,4.4360656564575285,4.436065803712235
up,Lingo1,chr9,56635027,56636120,0.012326893927783182,0.192,6.457512990979235,6.457513199975066
up,Lonrf2,chr1,38835801,38836776,0.01675071601709901,0.262,27.573270333733713,27.573270786034584
