chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,peak_width_exo,peak_width_endo,significant,cpg_start,cpg_end,cpg_number
chr1,86018289,86018836,68.42044875678047,0.0,inf,1.0,exo_only,980.0,0.0,False,86018289,86018836,53
chr1,87153912,87155085,3.249747423051,0.0,inf,1.0,exo_only,226.0,0.0,False,87153912,87155085,126
chr1,89922851,89923131,42.94725780073787,0.0,inf,1.0,exo_only,621.0,0.0,False,89922851,89923131,22
chr1,89968235,89968791,6.556325362401188,0.0,inf,1.0,exo_only,383.0,0.0,False,89968235,89968791,92
chr1,89992933,89993202,90.80658909588628,0.0,inf,1.0,exo_only,968.0,0.0,False,89992933,89993202,24
chr1,91800886,91802681,7.523894678423876,0.0,inf,1.0,exo_only,209.0,0.0,False,91800886,91802681,135
chr1,109982432,109983228,3.985146837935484,0.0,inf,1.0,exo_only,388.0,0.0,False,109982432,109983228,58
chr1,112416534,112416951,23.40543331573902,0.0,inf,1.0,exo_only,516.0,0.0,False,112416534,112416951,31
chr1,119189576,119189828,14.169398628587816,0.0,inf,1.0,exo_only,820.0,0.0,False,119189576,119189828,20
chr1,120342367,120342639,2.2390773470874628,0.0,inf,1.0,exo_only,218.0,0.0,False,120342367,120342639,30
chr1,124045451,124046133,29.15254738593915,0.0,inf,1.0,exo_only,413.5,0.0,False,124045451,124046133,63
chr1,127677228,127678137,3.4647510033327653,0.0,inf,1.0,exo_only,230.0,0.0,False,127677228,127678137,82
chr1,131962972,131963459,63.79301615575373,0.0,inf,1.0,exo_only,653.0,0.0,False,131962972,131963459,69
chr1,132190087,132191155,30.256329937459448,0.0,inf,1.0,exo_only,286.0,0.0,False,132190087,132191155,105
chr1,132542784,132543007,29.685136440494688,0.0,inf,1.0,exo_only,310.0,0.0,False,132542784,132543007,21
chr1,133274094,133274355,15.800180676148631,0.0,inf,1.0,exo_only,355.0,0.0,False,133274094,133274355,21
chr1,134513328,134513584,4.228230716744369,0.0,inf,1.0,exo_only,247.0,0.0,False,134513328,134513584,27
chr1,136789139,136789568,11.894185630708868,0.0,inf,1.0,exo_only,236.0,0.0,False,136789139,136789568,34
chr1,138847193,138847449,3.4451547150001782,0.0,inf,1.0,exo_only,319.0,0.0,False,138847193,138847449,20
chr1,152386313,152386744,44.895752412038526,0.0,inf,1.0,exo_only,917.0,0.0,False,152386313,152386744,56
chr1,158362548,158362875,47.04267765116233,0.0,inf,1.0,exo_only,718.0,0.0,False,158362548,158362875,25
chr1,161170642,161170990,45.90642511638652,0.0,inf,1.0,exo_only,797.0,0.0,False,161170642,161170990,41
chr1,165845013,165845260,16.9772718344304,0.0,inf,1.0,exo_only,506.0,0.0,False,165845013,165845260,24
chr1,166253979,166254247,31.627760150683628,0.0,inf,1.0,exo_only,646.0,0.0,False,166253979,166254247,33
chr1,167226375,167226581,7.473162381467516,0.0,inf,1.0,exo_only,642.0,0.0,False,167226375,167226581,15
chr1,170215003,170215422,10.681791204882709,0.0,inf,1.0,exo_only,208.0,0.0,False,170215003,170215422,59
chr1,172054001,172054248,6.240657235581136,0.0,inf,1.0,exo_only,186.0,0.0,False,172054001,172054248,30
chr1,180894424,180894798,3.820806800982225,0.0,inf,1.0,exo_only,279.0,0.0,False,180894424,180894798,32
chr1,187608997,187609682,12.108063102308908,0.0,inf,1.0,exo_only,251.0,0.0,False,187608997,187609682,73
chr1,192833588,192833792,19.41308235118915,0.0,inf,1.0,exo_only,457.0,0.0,False,192833588,192833792,15
chr10,4712270,4712922,18.032268437345603,0.0,inf,1.0,exo_only,250.5,0.0,False,4712270,4712922,56
chr10,13060921,13061266,1.696770778407159,0.0,inf,1.0,exo_only,177.0,0.0,False,13060921,13061266,36
chr10,13473745,13474522,22.38207913414767,0.0,inf,1.0,exo_only,475.0,0.0,False,13473745,13474522,79
chr10,18844886,18845426,37.89724873056843,0.0,inf,1.0,exo_only,535.0,0.0,False,18844886,18845426,62
chr10,23348465,23348670,5.1211166733324776,0.0,inf,1.0,exo_only,277.0,0.0,False,23348465,23348670,21
chr10,29535491,29535850,4.175944494421207,0.0,inf,1.0,exo_only,200.0,0.0,False,29535491,29535850,31
chr10,41070803,41071589,4.894488066749023,0.0,inf,1.0,exo_only,309.0,0.0,False,41070803,41071589,63
chr10,42632209,42632456,13.157143473826975,0.0,inf,1.0,exo_only,315.0,0.0,False,42632209,42632456,24
chr10,45289301,45289796,20.07358837959625,0.0,inf,1.0,exo_only,303.0,0.0,False,45289301,45289796,64
chr10,59223221,59223431,301.271392316133,0.0,inf,1.0,exo_only,1369.5,0.0,False,59223221,59223431,15
chr10,60303323,60303537,58.29334634250317,0.0,inf,1.0,exo_only,463.5,0.0,False,60303323,60303537,15
chr10,62110704,62111095,7.3006992411236,0.0,inf,1.0,exo_only,260.0,0.0,False,62110704,62111095,49
chr10,62132778,62133047,10.94686259582059,0.0,inf,1.0,exo_only,219.0,0.0,False,62132778,62133047,21
chr10,63583614,63583875,4.450769175520389,0.0,inf,1.0,exo_only,260.0,0.0,False,63583614,63583875,19
chr10,69994095,69994422,10.452444008771462,0.0,inf,1.0,exo_only,355.0,0.0,False,69994095,69994422,24
chr10,73099128,73100203,30.88693340555499,0.0,inf,1.0,exo_only,230.0,0.0,False,73099128,73100203,112
chr10,74991402,74991727,10.026572641592656,0.0,inf,1.0,exo_only,422.0,0.0,False,74991402,74991727,25
chr10,77265782,77266000,14.95456180042809,0.0,inf,1.0,exo_only,560.0,0.0,False,77265782,77266000,17
chr10,79735082,79736163,21.96209367456381,0.0,inf,1.0,exo_only,406.0,0.0,False,79735082,79736163,114
chr10,79874255,79874713,33.93110102638106,0.0,inf,1.0,exo_only,300.5,0.0,False,79874255,79874713,62
chr10,80117184,80117392,12.85106667377874,0.0,inf,1.0,exo_only,408.0,0.0,False,80117184,80117392,19
chr10,80306170,80306497,9.73005280748696,0.0,inf,1.0,exo_only,245.0,0.0,False,80306170,80306497,25
chr10,80335482,80335689,7.235898709871765,0.0,inf,1.0,exo_only,402.0,0.0,False,80335482,80335689,15
chr10,80395296,80395621,19.473580162275805,0.0,inf,1.0,exo_only,629.0,0.0,False,80395296,80395621,23
chr10,80475224,80475700,45.555997199042736,0.0,inf,1.0,exo_only,302.5,0.0,False,80475224,80475700,55
chr10,80634309,80634553,28.37876472478284,0.0,inf,1.0,exo_only,921.0,0.0,False,80634309,80634553,20
chr10,80985711,80986034,8.790206798933747,0.0,inf,1.0,exo_only,209.5,0.0,False,80985711,80986034,25
chr10,88146618,88147197,39.42482135247016,0.0,inf,1.0,exo_only,399.0,0.0,False,88146618,88147197,55
chr10,88885817,88886555,8.014924234802335,0.0,inf,1.0,exo_only,242.0,0.0,False,88885817,88886555,59
chr10,89873018,89873556,85.99868721444471,0.0,inf,1.0,exo_only,835.5,0.0,False,89873018,89873556,60
chr10,90049795,90050172,22.98987638347197,0.0,inf,1.0,exo_only,425.0,0.0,False,90049795,90050172,30
chr10,90135095,90135391,7.259539049176396,0.0,inf,1.0,exo_only,279.0,0.0,False,90135095,90135391,27
chr10,90828917,90829902,36.83091027992658,0.0,inf,1.0,exo_only,787.0,0.0,False,90828917,90829902,111
chr10,103367568,103367772,21.377944957341416,0.0,inf,1.0,exo_only,571.0,0.0,False,103367568,103367772,19
chr10,107271870,107272607,44.97608865163093,0.0,inf,1.0,exo_only,603.0,0.0,False,107271870,107272607,55
chr10,112270163,112270423,67.75028917244207,0.0,inf,1.0,exo_only,555.5,0.0,False,112270163,112270423,25
chr10,112271836,112272249,10.847372271345003,0.0,inf,1.0,exo_only,558.0,0.0,False,112271836,112272249,42
chr10,114800439,114802201,2.7526271973368805,0.0,inf,1.0,exo_only,268.0,0.0,False,114800439,114802201,150
chr10,116113438,116114341,17.223838784929434,0.0,inf,1.0,exo_only,232.5,0.0,False,116113438,116114341,65
chr10,116301376,116301579,44.54016151305534,0.0,inf,1.0,exo_only,702.5,0.0,False,116301376,116301579,24
chr10,120414651,120414898,6.326555909048128,0.0,inf,1.0,exo_only,303.0,0.0,False,120414651,120414898,20
chr10,121606018,121606232,6.998293073928859,0.0,inf,1.0,exo_only,486.0,0.0,False,121606018,121606232,18
chr10,125388967,125389366,34.696730756184806,0.0,inf,1.0,exo_only,294.0,0.0,False,125388967,125389366,36
chr10,127195381,127195717,4.436383525025464,0.0,inf,1.0,exo_only,209.0,0.0,False,127195381,127195717,33
chr10,127262819,127263131,16.353858225301405,0.0,inf,1.0,exo_only,277.0,0.0,False,127262819,127263131,30
chr10,127534110,127534472,28.337584061424693,0.0,inf,1.0,exo_only,465.0,0.0,False,127534110,127534472,33
chr11,4218123,4218614,10.920809887916697,0.0,inf,1.0,exo_only,389.0,0.0,False,4218123,4218614,46
chr11,4745938,4746987,9.888910812507154,0.0,inf,1.0,exo_only,249.0,0.0,False,4745938,4746987,100
chr11,4946996,4948241,15.119727496663817,0.0,inf,1.0,exo_only,300.0,0.0,False,4946996,4948241,165
chr11,5059843,5060049,10.220982533392066,0.0,inf,1.0,exo_only,507.0,0.0,False,5059843,5060049,21
chr11,5902021,5902327,41.2781053295556,0.0,inf,1.0,exo_only,385.5,0.0,False,5902021,5902327,31
chr11,6474938,6475777,5.606592813560332,0.0,inf,1.0,exo_only,178.0,0.0,False,6474938,6475777,83
chr11,8624300,8624839,50.992222962185046,0.0,inf,1.0,exo_only,298.0,0.0,False,8624300,8624839,60
chr11,11685304,11686481,24.23748721566382,0.0,inf,1.0,exo_only,437.0,0.0,False,11685304,11686481,132
chr11,19027297,19027611,8.714741775846457,0.0,inf,1.0,exo_only,225.0,0.0,False,19027297,19027611,36
chr11,24079023,24079963,27.17839509684206,0.0,inf,1.0,exo_only,326.5,0.0,False,24079023,24079963,67
chr11,32213278,32213481,14.19862531095111,0.0,inf,1.0,exo_only,324.0,0.0,False,32213278,32213481,20
chr11,35979922,35980712,40.37415923605396,0.0,inf,1.0,exo_only,347.0,0.0,False,35979922,35980712,89
chr11,37236272,37236935,10.52337846633266,0.0,inf,1.0,exo_only,348.0,0.0,False,37236272,37236935,51
chr11,43490907,43491181,13.806545452775207,0.0,inf,1.0,exo_only,282.0,0.0,False,43490907,43491181,22
chr11,48849541,48849747,2.4212114880767026,0.0,inf,1.0,exo_only,208.0,0.0,False,48849541,48849747,18
chr11,49169118,49169636,13.66901814483472,0.0,inf,1.0,exo_only,239.5,0.0,False,49169118,49169636,51
chr11,49633991,49634401,15.65094171354696,0.0,inf,1.0,exo_only,401.0,0.0,False,49633991,49634401,30
chr11,52764518,52765273,4.056429565982063,0.0,inf,1.0,exo_only,313.0,0.0,False,52764518,52765273,91
chr11,53636240,53636498,7.763654717065468,0.0,inf,1.0,exo_only,263.0,0.0,False,53636240,53636498,33
chr11,54303909,54304468,15.973510339685388,0.0,inf,1.0,exo_only,345.5,0.0,False,54303909,54304468,49
chr11,56459335,56459598,14.282837656341725,0.0,inf,1.0,exo_only,409.0,0.0,False,56459335,56459598,24
chr11,58239459,58239764,10.588893182563162,0.0,inf,1.0,exo_only,191.0,0.0,False,58239459,58239764,22
chr11,58640474,58640762,7.1955797592490365,0.0,inf,1.0,exo_only,263.0,0.0,False,58640474,58640762,26
chr11,59176424,59177354,6.455052021793705,0.0,inf,1.0,exo_only,246.5,0.0,False,59176424,59177354,101
chr11,59288913,59290817,21.553707313761784,0.0,inf,1.0,exo_only,305.25,0.0,False,59288913,59290817,133
chr11,59963850,59964242,32.12304789439164,0.0,inf,1.0,exo_only,1352.0,0.0,False,59963850,59964242,29
chr11,61377876,61378155,30.85133400898019,0.0,inf,1.0,exo_only,704.0,0.0,False,61377876,61378155,30
chr11,62664811,62665169,14.489074085452296,0.0,inf,1.0,exo_only,559.0,0.0,False,62664811,62665169,27
chr11,63923390,63923670,22.052100040420925,0.0,inf,1.0,exo_only,293.0,0.0,False,63923390,63923670,28
chr11,67695538,67695753,8.411948260096912,0.0,inf,1.0,exo_only,195.0,0.0,False,67695538,67695753,23
chr11,69834023,69834340,3.431878796867905,0.0,inf,1.0,exo_only,179.0,0.0,False,69834023,69834340,37
chr11,70520033,70520530,9.65473718468906,0.0,inf,1.0,exo_only,235.0,0.0,False,70520033,70520530,48
chr11,76666332,76666609,3.677016927785833,0.0,inf,1.0,exo_only,358.0,0.0,False,76666332,76666609,28
chr11,76998402,76998840,16.695148934029593,0.0,inf,1.0,exo_only,341.0,0.0,False,76998402,76998840,42
chr11,78487826,78488120,30.963628409832737,0.0,inf,1.0,exo_only,665.0,0.0,False,78487826,78488120,26
chr11,78924996,78925388,29.564979272011392,0.0,inf,1.0,exo_only,625.5,0.0,False,78924996,78925388,46
chr11,81968539,81968876,2.3787646017974007,0.0,inf,1.0,exo_only,193.0,0.0,False,81968539,81968876,26
chr11,82387062,82389805,33.4502061596788,0.0,inf,1.0,exo_only,412.0,0.0,False,82387062,82389805,239
chr11,83444820,83445050,4.937698609070817,0.0,inf,1.0,exo_only,381.0,0.0,False,83444820,83445050,32
chr11,83851151,83851457,10.001203851735225,0.0,inf,1.0,exo_only,218.0,0.0,False,83851151,83851457,27
chr11,84524913,84525813,9.524615956889598,0.0,inf,1.0,exo_only,214.0,0.0,False,84524913,84525813,85
chr11,84642361,84642927,2.7731711678985245,0.0,inf,1.0,exo_only,225.0,0.0,False,84642361,84642927,62
chr11,84957719,84958248,11.39673366140226,0.0,inf,1.0,exo_only,228.0,0.0,False,84957719,84958248,43
chr11,87616902,87617970,4.496644236934045,0.0,inf,1.0,exo_only,199.0,0.0,False,87616902,87617970,89
chr11,87871383,87871613,29.37978997492016,0.0,inf,1.0,exo_only,370.5,0.0,False,87871383,87871613,19
chr11,88193457,88193898,16.22680749412815,0.0,inf,1.0,exo_only,289.0,0.0,False,88193457,88193898,32
chr11,90002757,90003019,13.372829930747956,0.0,inf,1.0,exo_only,558.0,0.0,False,90002757,90003019,22
chr11,95118223,95118488,2.9580439749539806,0.0,inf,1.0,exo_only,270.0,0.0,False,95118223,95118488,24
chr11,95120006,95121863,20.876821844759164,0.0,inf,1.0,exo_only,327.0,0.0,False,95120006,95121863,141
chr11,95585240,95585487,79.43761669413061,0.0,inf,1.0,exo_only,536.0,0.0,False,95585240,95585487,23
chr11,95796604,95796890,10.736604057240374,0.0,inf,1.0,exo_only,196.0,0.0,False,95796604,95796890,39
chr11,96251535,96252033,6.154379525468773,0.0,inf,1.0,exo_only,214.0,0.0,False,96251535,96252033,47
chr11,96332715,96333268,2.9477797421480303,0.0,inf,1.0,exo_only,205.0,0.0,False,96332715,96333268,57
chr11,96344089,96344429,16.969747848932,0.0,inf,1.0,exo_only,751.0,0.0,False,96344089,96344429,26
chr11,97575034,97575455,9.85878399238418,0.0,inf,1.0,exo_only,313.0,0.0,False,97575034,97575455,45
chr11,97986198,97986573,39.0147029617072,0.0,inf,1.0,exo_only,919.0,0.0,False,97986198,97986573,54
chr11,98314046,98314251,6.874470584798928,0.0,inf,1.0,exo_only,308.0,0.0,False,98314046,98314251,15
chr11,98338527,98338926,44.19256186885858,0.0,inf,1.0,exo_only,350.5,0.0,False,98338527,98338926,48
chr11,98384216,98384438,48.69169463729916,0.0,inf,1.0,exo_only,633.0,0.0,False,98384216,98384438,16
chr11,98545679,98546118,6.085910458027987,0.0,inf,1.0,exo_only,202.0,0.0,False,98545679,98546118,62
chr11,100265543,100265746,25.19270337767908,0.0,inf,1.0,exo_only,657.0,0.0,False,100265543,100265746,17
chr11,100759516,100760117,8.021651779455205,0.0,inf,1.0,exo_only,355.0,0.0,False,100759516,100760117,55
chr11,101253628,101254071,5.507919994243739,0.0,inf,1.0,exo_only,225.0,0.0,False,101253628,101254071,34
chr11,103080195,103080630,4.586341952433871,0.0,inf,1.0,exo_only,197.0,0.0,False,103080195,103080630,43
chr11,103218288,103218500,23.069915463954327,0.0,inf,1.0,exo_only,866.0,0.0,False,103218288,103218500,17
chr11,103811332,103811622,130.51805477315068,0.0,inf,1.0,exo_only,898.0,0.0,False,103811332,103811622,25
chr11,104132524,104133862,8.850769144033094,0.0,inf,1.0,exo_only,225.0,0.0,False,104132524,104133862,118
chr11,104571436,104571657,7.597109476786921,0.0,inf,1.0,exo_only,317.0,0.0,False,104571436,104571657,27
chr11,105164810,105166296,15.916874699811762,0.0,inf,1.0,exo_only,267.75,0.0,False,105164810,105166296,109
chr11,105967810,105968352,21.428852439188567,0.0,inf,1.0,exo_only,276.5,0.0,False,105967810,105968352,55
chr11,115154019,115154286,125.47295809563978,0.0,inf,1.0,exo_only,687.5,0.0,False,115154019,115154286,23
chr11,115707906,115708259,7.117800924456934,0.0,inf,1.0,exo_only,231.0,0.0,False,115707906,115708259,33
chr11,115803544,115803758,11.23471905995038,0.0,inf,1.0,exo_only,332.0,0.0,False,115803544,115803758,16
chr11,115823817,115824689,61.92717336526177,0.0,inf,1.0,exo_only,760.0,0.0,False,115823817,115824689,84
chr11,116238045,116238278,2.9813317066928047,0.0,inf,1.0,exo_only,311.0,0.0,False,116238045,116238278,25
chr11,118569079,118570409,7.024220173806033,0.0,inf,1.0,exo_only,271.0,0.0,False,118569079,118570409,128
chr11,118999518,118999905,60.63325775229077,0.0,inf,1.0,exo_only,1027.0,0.0,False,118999518,118999905,27
chr11,119037206,119037726,18.756427416370023,0.0,inf,1.0,exo_only,231.0,0.0,False,119037206,119037726,46
chr11,120046796,120047187,8.134625762694188,0.0,inf,1.0,exo_only,220.0,0.0,False,120046796,120047187,46
chr11,120187268,120187720,2.694917916487306,0.0,inf,1.0,exo_only,197.0,0.0,False,120187268,120187720,31
chr11,120437167,120437794,28.60723378588997,0.0,inf,1.0,exo_only,288.5,0.0,False,120437167,120437794,73
chr11,120948948,120949654,124.90364969474663,0.0,inf,1.0,exo_only,627.5,0.0,False,120948948,120949654,60
chr11,121703380,121703627,50.83854501259313,0.0,inf,1.0,exo_only,529.5,0.0,False,121703380,121703627,20
chr12,5209990,5210228,39.8406463010787,0.0,inf,1.0,exo_only,1085.0,0.0,False,5209990,5210228,19
chr12,11150132,11150540,12.000789448236876,0.0,inf,1.0,exo_only,463.0,0.0,False,11150132,11150540,48
chr12,19175719,19176397,5.203974597674226,0.0,inf,1.0,exo_only,190.0,0.0,False,19175719,19176397,68
chr12,21543251,21543540,11.47159566663608,0.0,inf,1.0,exo_only,339.0,0.0,False,21543251,21543540,26
chr12,24251936,24252731,2.041876699439124,0.0,inf,1.0,exo_only,213.0,0.0,False,24251936,24252731,85
chr12,27338810,27339694,43.66022598588952,0.0,inf,1.0,exo_only,360.0,0.0,False,27338810,27339694,84
chr12,30884202,30884888,29.96245447869741,0.0,inf,1.0,exo_only,429.0,0.0,False,30884202,30884888,78
chr12,40134071,40134276,27.66589382618025,0.0,inf,1.0,exo_only,518.0,0.0,False,40134071,40134276,25
chr12,54313169,54313370,33.46163342121817,0.0,inf,1.0,exo_only,469.5,0.0,False,54313169,54313370,17
chr12,55861029,55861241,8.518768227759471,0.0,inf,1.0,exo_only,377.0,0.0,False,55861029,55861241,17
chr12,56611782,56612308,14.420470307555656,0.0,inf,1.0,exo_only,540.0,0.0,False,56611782,56612308,52
chr12,56692444,56692694,25.346553121990453,0.0,inf,1.0,exo_only,344.0,0.0,False,56692444,56692694,20
chr12,57196711,57197162,15.638177754721918,0.0,inf,1.0,exo_only,362.0,0.0,False,57196711,57197162,50
chr12,57542297,57543269,6.512305132424978,0.0,inf,1.0,exo_only,201.0,0.0,False,57542297,57543269,74
chr12,57575938,57576606,19.35877079780372,0.0,inf,1.0,exo_only,496.0,0.0,False,57575938,57576606,81
chr12,58213473,58213783,30.798623592668857,0.0,inf,1.0,exo_only,1363.0,0.0,False,58213473,58213783,22
chr12,61522900,61523369,72.83582218962289,0.0,inf,1.0,exo_only,477.0,0.0,False,61522900,61523369,41
chr12,71069849,71070064,8.720760607652071,0.0,inf,1.0,exo_only,199.0,0.0,False,71069849,71070064,15
chr12,73545288,73546556,3.892027887193824,0.0,inf,1.0,exo_only,406.0,0.0,False,73545288,73546556,140
chr12,81731958,81732163,5.039630475847523,0.0,inf,1.0,exo_only,460.0,0.0,False,81731958,81732163,17
chr12,84571213,84571736,17.120651557612913,0.0,inf,1.0,exo_only,553.0,0.0,False,84571213,84571736,36
chr12,87102113,87102587,38.954371999601136,0.0,inf,1.0,exo_only,357.5,0.0,False,87102113,87102587,36
chr12,88354390,88354691,2.7731711678985245,0.0,inf,1.0,exo_only,225.0,0.0,False,88354390,88354691,31
chr12,104471917,104473411,17.08838658910087,0.0,inf,1.0,exo_only,221.75,0.0,False,104471917,104473411,147
chr12,108318311,108318894,44.65725594470256,0.0,inf,1.0,exo_only,410.5,0.0,False,108318311,108318894,54
chr12,108463314,108463666,13.0085552359574,0.0,inf,1.0,exo_only,413.0,0.0,False,108463314,108463666,25
chr12,110277822,110279918,35.9491676212983,0.0,inf,1.0,exo_only,315.5,0.0,False,110277822,110279918,171
chr12,111774393,111774623,6.177663348027634,0.0,inf,1.0,exo_only,347.0,0.0,False,111774393,111774623,19
chr12,112673671,112674433,16.997776265072197,0.0,inf,1.0,exo_only,261.0,0.0,False,112673671,112674433,92
chr12,112721844,112722765,64.75015329198163,0.0,inf,1.0,exo_only,455.25,0.0,False,112721844,112722765,84
chr12,112913417,112913783,95.31476787342086,0.0,inf,1.0,exo_only,800.0,0.0,False,112913417,112913783,27
chr12,113151930,113152237,37.206380659622425,0.0,inf,1.0,exo_only,546.0,0.0,False,113151930,113152237,23
chr12,116077685,116077984,48.78914497681232,0.0,inf,1.0,exo_only,501.5,0.0,False,116077685,116077984,31
chr12,118198504,118199025,32.565855011976325,0.0,inf,1.0,exo_only,328.0,0.0,False,118198504,118199025,43
chr12,119237786,119238102,497.8086188015274,0.0,inf,1.0,exo_only,1567.5,0.0,False,119237786,119238102,23
chr13,9094460,9094725,39.01797627027372,0.0,inf,1.0,exo_only,386.5,0.0,False,9094460,9094725,21
chr13,13232706,13232961,3.4113107280357045,0.0,inf,1.0,exo_only,206.0,0.0,False,13232706,13232961,28
chr13,13783981,13784944,56.53588424242295,0.0,inf,1.0,exo_only,422.0,0.0,False,13783981,13784944,101
chr13,23533919,23534232,6.6227345116181535,0.0,inf,1.0,exo_only,248.0,0.0,False,23533919,23534232,41
chr13,24802079,24802349,29.85307140859408,0.0,inf,1.0,exo_only,352.5,0.0,False,24802079,24802349,19
chr13,24845054,24845340,22.387769299947102,0.0,inf,1.0,exo_only,484.5,0.0,False,24845054,24845340,26
chr13,25055874,25056494,18.64524407935808,0.0,inf,1.0,exo_only,338.0,0.0,False,25055874,25056494,58
chr13,31615282,31615489,21.85668162661523,0.0,inf,1.0,exo_only,532.0,0.0,False,31615282,31615489,21
chr13,34746830,34747515,4.675620889149051,0.0,inf,1.0,exo_only,382.0,0.0,False,34746830,34747515,62
chr13,36726528,36726733,23.351434681345086,0.0,inf,1.0,exo_only,509.0,0.0,False,36726528,36726733,18
chr13,38151113,38151949,18.43853981990856,0.0,inf,1.0,exo_only,374.0,0.0,False,38151113,38151949,88
chr13,45965936,45966195,4.7627315873413005,0.0,inf,1.0,exo_only,189.0,0.0,False,45965936,45966195,19
chr13,48659889,48660124,29.25169967630936,0.0,inf,1.0,exo_only,480.0,0.0,False,48659889,48660124,18
chr13,49247724,49248279,45.329430372919255,0.0,inf,1.0,exo_only,662.0,0.0,False,49247724,49248279,57
chr13,53118692,53118926,18.124187637264924,0.0,inf,1.0,exo_only,519.0,0.0,False,53118692,53118926,24
chr13,54737666,54738409,29.833054911873205,0.0,inf,1.0,exo_only,423.0,0.0,False,54737666,54738409,91
chr13,54765863,54766389,23.88923213593545,0.0,inf,1.0,exo_only,482.5,0.0,False,54765863,54766389,42
chr13,54955892,54956276,13.977952658799843,0.0,inf,1.0,exo_only,232.0,0.0,False,54955892,54956276,43
chr13,55830597,55831485,8.652278626740394,0.0,inf,1.0,exo_only,351.0,0.0,False,55830597,55831485,90
chr13,61665839,61666101,3.754024827894882,0.0,inf,1.0,exo_only,237.0,0.0,False,61665839,61666101,44
chr13,63240027,63240320,13.236291889632032,0.0,inf,1.0,exo_only,383.0,0.0,False,63240027,63240320,27
chr13,63573396,63573732,89.93242601484785,0.0,inf,1.0,exo_only,924.5,0.0,False,63573396,63573732,27
chr13,65259751,65260060,6.655606059232458,0.0,inf,1.0,exo_only,216.0,0.0,False,65259751,65260060,22
chr13,73268476,73268710,2.821097494632037,0.0,inf,1.0,exo_only,206.0,0.0,False,73268476,73268710,18
chr13,73271873,73272236,4.819155229548103,0.0,inf,1.0,exo_only,391.0,0.0,False,73271873,73272236,36
chr13,93674272,93674553,3.697561557198033,0.0,inf,1.0,exo_only,300.0,0.0,False,93674272,93674553,27
chr13,94702605,94703017,61.90574369906668,0.0,inf,1.0,exo_only,629.5,0.0,False,94702605,94703017,47
chr13,94873666,94873924,2.638046027884968,0.0,inf,1.0,exo_only,229.0,0.0,False,94873666,94873924,29
chr13,94875360,94875562,36.15202843361409,0.0,inf,1.0,exo_only,670.5,0.0,False,94875360,94875562,19
