chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,peak_width_exo,peak_width_endo,significant,cpg_start,cpg_end,cpg_number
chr11,96034863,96035086,0.0,17.694060512468244,0.0,1.0,endo_only,0.0,324.5,False,96034863,96035086,23
chr11,96269588,96269814,0.0,3.190356819233815,0.0,1.0,endo_only,0.0,345.0,False,96269588,96269814,17
chr11,96282928,96283401,0.0,6.984280547794132,0.0,1.0,endo_only,0.0,269.0,False,96282928,96283401,44
chr11,96286677,96287449,0.0,7.049194455448393,0.0,1.0,endo_only,0.0,309.0,False,96286677,96287449,66
chr11,96345653,96346273,0.0,14.316356896504232,0.0,1.0,endo_only,0.0,354.0,False,96345653,96346273,55
chr11,96943705,96943914,0.0,8.883908736887095,0.0,1.0,endo_only,0.0,543.0,False,96943705,96943914,21
chr11,97018645,97019200,0.0,9.8888949241991,0.0,1.0,endo_only,0.0,608.0,False,97018645,97019200,55
chr11,97500137,97500979,0.0,28.826652014433936,0.0,1.0,endo_only,0.0,641.5,False,97500137,97500979,103
chr11,97534456,97535279,0.0,40.89745288933635,0.0,1.0,endo_only,0.0,502.75,False,97534456,97535279,90
chr11,98334399,98334742,0.0,2.6093778104722425,0.0,1.0,endo_only,0.0,371.0,False,98334399,98334742,29
chr11,98936171,98936439,0.0,177.32034546960537,0.0,1.0,endo_only,0.0,1041.5,False,98936171,98936439,25
chr11,100440746,100441142,0.0,36.92288875570927,0.0,1.0,endo_only,0.0,506.0,False,100440746,100441142,44
chr11,100713863,100714278,0.0,20.85720361291081,0.0,1.0,endo_only,0.0,538.0,False,100713863,100714278,31
chr11,100958575,100959309,0.0,50.15718384011854,0.0,1.0,endo_only,0.0,675.0,False,100958575,100959309,77
chr11,101079716,101080050,0.0,6.853234515452287,0.0,1.0,endo_only,0.0,267.0,False,101079716,101080050,27
chr11,101937436,101937648,0.0,11.446140685399994,0.0,1.0,endo_only,0.0,244.0,False,101937436,101937648,19
chr11,102107141,102107345,0.0,2.267457890616876,0.0,1.0,endo_only,0.0,164.0,False,102107141,102107345,18
chr11,102437373,102438878,0.0,36.889335951669295,0.0,1.0,endo_only,0.0,545.5,False,102437373,102438878,155
chr11,102665168,102666458,0.0,3.00006901961439,0.0,1.0,endo_only,0.0,241.0,False,102665168,102666458,119
chr11,102893198,102893569,0.0,21.803865398895635,0.0,1.0,endo_only,0.0,390.5,False,102893198,102893569,34
chr11,103749374,103749942,0.0,1.912633497067581,0.0,1.0,endo_only,0.0,229.0,False,103749374,103749942,62
chr11,104685610,104685883,0.0,2.2193769179183325,0.0,1.0,endo_only,0.0,208.0,False,104685610,104685883,21
chr11,105589983,105590450,0.0,29.82462055126648,0.0,1.0,endo_only,0.0,394.0,False,105589983,105590450,63
chr11,105943715,105944452,0.0,9.006856802910752,0.0,1.0,endo_only,0.0,352.0,False,105943715,105944452,94
chr11,105988731,105988991,0.0,11.474916954519706,0.0,1.0,endo_only,0.0,502.0,False,105988731,105988991,23
chr11,106018765,106019015,0.0,7.5736264875293315,0.0,1.0,endo_only,0.0,507.0,False,106018765,106019015,22
chr11,107048725,107049588,0.0,1.794261675129967,0.0,1.0,endo_only,0.0,179.0,False,107048725,107049588,54
chr11,107049672,107050219,0.0,5.641627077871598,0.0,1.0,endo_only,0.0,207.0,False,107049672,107050219,33
chr11,114791528,114792431,0.0,12.887323161827824,0.0,1.0,endo_only,0.0,594.0,False,114791528,114792431,102
chr11,115091450,115091824,0.0,3.006754106665948,0.0,1.0,endo_only,0.0,285.0,False,115091450,115091824,31
chr11,115249889,115250687,0.0,5.598279211604992,0.0,1.0,endo_only,0.0,272.5,False,115249889,115250687,89
chr11,115323362,115323699,0.0,7.332213911854137,0.0,1.0,endo_only,0.0,247.5,False,115323362,115323699,30
chr11,116232744,116232982,0.0,6.1470198513722965,0.0,1.0,endo_only,0.0,468.0,False,116232744,116232982,18
chr11,116654222,116654433,0.0,82.26484149659497,0.0,1.0,endo_only,0.0,593.3333333333334,False,116654222,116654433,19
chr11,117290409,117290715,0.0,1.5137283903899377,0.0,1.0,endo_only,0.0,266.0,False,117290409,117290715,22
chr11,117860710,117860915,0.0,2.0116753784660832,0.0,1.0,endo_only,0.0,194.0,False,117860710,117860915,19
chr11,118908509,118909787,0.0,1.791509433208655,0.0,1.0,endo_only,0.0,219.0,False,118908509,118909787,124
chr11,119174678,119174898,0.0,12.804238016077406,0.0,1.0,endo_only,0.0,331.0,False,119174678,119174898,24
chr11,119267880,119268321,0.0,414.2384525982428,0.0,1.0,endo_only,0.0,1520.0,False,119267880,119268321,40
chr11,119524577,119524897,0.0,2.453050563434756,0.0,1.0,endo_only,0.0,209.0,False,119524577,119524897,33
chr11,120580994,120581808,0.0,8.215956977277374,0.0,1.0,endo_only,0.0,333.0,False,120580994,120581808,88
chr11,120608514,120608920,0.0,74.39018726253376,0.0,1.0,endo_only,0.0,1124.0,False,120608514,120608920,36
chr11,120659854,120661388,0.0,15.148090597396626,0.0,1.0,endo_only,0.0,280.0,False,120659854,120661388,149
chr11,121156395,121156973,0.0,1.8050239312647456,0.0,1.0,endo_only,0.0,203.0,False,121156395,121156973,59
chr12,3891226,3891634,0.0,18.3702202135958,0.0,1.0,endo_only,0.0,597.0,False,3891226,3891634,29
chr12,3930250,3930622,0.0,4.909660954362972,0.0,1.0,endo_only,0.0,238.0,False,3930250,3930622,43
chr12,9574445,9574788,0.0,3.4155722600029783,0.0,1.0,endo_only,0.0,210.0,False,9574445,9574788,29
chr12,18135572,18136430,0.0,4.637922782294393,0.0,1.0,endo_only,0.0,652.0,False,18135572,18136430,94
chr12,19704083,19704478,0.0,3.57747245649514,0.0,1.0,endo_only,0.0,150.0,False,19704083,19704478,53
chr12,20415387,20416495,0.0,3.6484560742648657,0.0,1.0,endo_only,0.0,223.0,False,20415387,20416495,109
chr12,20614757,20615610,0.0,3.507885905079738,0.0,1.0,endo_only,0.0,266.0,False,20614757,20615610,98
chr12,34906697,34907447,0.0,1.9529784599190068,0.0,1.0,endo_only,0.0,289.0,False,34906697,34907447,63
chr12,36381628,36382221,0.0,10.416248298579225,0.0,1.0,endo_only,0.0,271.0,False,36381628,36382221,58
chr12,49383077,49385808,0.0,13.118659714738383,0.0,1.0,endo_only,0.0,212.5,False,49383077,49385808,224
chr12,55420456,55420823,0.0,21.34952152587781,0.0,1.0,endo_only,0.0,330.3333333333333,False,55420456,55420823,31
chr12,56521093,56521319,0.0,6.737086236418899,0.0,1.0,endo_only,0.0,574.0,False,56521093,56521319,25
chr12,56535831,56536691,0.0,2.4565276146097337,0.0,1.0,endo_only,0.0,194.5,False,56535831,56536691,59
chr12,57545269,57546149,0.0,14.592388561323782,0.0,1.0,endo_only,0.0,482.5,False,57545269,57546149,86
chr12,65225693,65226020,0.0,1.5872212677953552,0.0,1.0,endo_only,0.0,164.0,False,65225693,65226020,24
chr12,71111371,71111657,0.0,3.0431119139434686,0.0,1.0,endo_only,0.0,372.0,False,71111371,71111657,32
chr12,71136305,71136674,0.0,110.2813198973774,0.0,1.0,endo_only,0.0,963.1666666666666,False,71136305,71136674,39
chr12,73034963,73035250,0.0,3.711053484451782,0.0,1.0,endo_only,0.0,222.0,False,73034963,73035250,24
chr12,73997631,73998000,0.0,21.647486950666902,0.0,1.0,endo_only,0.0,575.0,False,73997631,73998000,41
chr12,76417491,76417899,0.0,8.483509669267457,0.0,1.0,endo_only,0.0,246.5,False,76417491,76417899,37
chr12,79130664,79131107,0.0,3.627927686770333,0.0,1.0,endo_only,0.0,256.0,False,79130664,79131107,34
chr12,80692630,80693046,0.0,7.528810988435598,0.0,1.0,endo_only,0.0,294.0,False,80692630,80693046,45
chr12,82616747,82617728,0.0,7.426381337700551,0.0,1.0,endo_only,0.0,522.0,False,82616747,82617728,95
chr12,83620901,83621162,0.0,2.234404753310618,0.0,1.0,endo_only,0.0,299.0,False,83620901,83621162,27
chr12,84218377,84218937,0.0,16.334314472563673,0.0,1.0,endo_only,0.0,301.0,False,84218377,84218937,63
chr12,84569867,84570336,0.0,20.88936731926644,0.0,1.0,endo_only,0.0,692.5,False,84569867,84570336,35
chr12,91647402,91648082,0.0,12.816385267281172,0.0,1.0,endo_only,0.0,331.5,False,91647402,91648082,44
chr12,98689216,98689420,0.0,11.298917262831791,0.0,1.0,endo_only,0.0,307.5,False,98689216,98689420,18
chr12,100898889,100899508,0.0,17.69172966615238,0.0,1.0,endo_only,0.0,418.0,False,100898889,100899508,46
chr12,104609856,104610086,0.0,19.728604481044982,0.0,1.0,endo_only,0.0,528.0,False,104609856,104610086,17
chr12,107915284,107917294,0.0,3.3344654315681246,0.0,1.0,endo_only,0.0,177.5,False,107915284,107917294,169
chr12,108701848,108702598,0.0,4.31369928795863,0.0,1.0,endo_only,0.0,480.0,False,108701848,108702598,60
chr12,109528252,109528472,0.0,16.799153963922077,0.0,1.0,endo_only,0.0,562.0,False,109528252,109528472,29
chr12,110319822,110320173,0.0,2.4960881322601662,0.0,1.0,endo_only,0.0,242.0,False,110319822,110320173,34
chr12,111166356,111166931,0.0,27.19350966189097,0.0,1.0,endo_only,0.0,495.0,False,111166356,111166931,58
chr12,111299424,111299678,0.0,8.508418301506827,0.0,1.0,endo_only,0.0,264.5,False,111299424,111299678,17
