"seqnames","start","end","gene_symbol","width","strand","enrichment.x","binding_type.x","peak_width_exo.x","peak_width_endo.x","significant.x","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","baseMean","log2FoldChange","lfcSE","stat","pvalue.x","padj","exo_signal","endo_signal","enrichment.y","pvalue.y","binding_type.y","peak_width_exo.y","peak_width_endo.y","significant.y"
"chr1",155158548,155159280,"Stx6",733,"*",0.40394251338386,"endo_only",0,459.5,"False","Promoter (<=1kb)",1,155158715,155205659,46945,1,"58244","ENSMUST00000027743.12",0,"ENSMUSG00000026470","Stx6","syntaxin 6",1503.173541,0.031556852,0.084261864,0.374509302,0.708025437,0.828132072,10.112501467821,25.0345064774384,0.40394251338386,0.666666666666667,"endo_only",0,459.5,"False"
"chr1",156718337,156718908,"Fam20b",572,"*",0.287378141515227,"endo_only",0,1150.33333333333,"False","Promoter (<=1kb)",1,156678532,156719072,40541,2,"215015","ENSMUST00000122424.7",164,"ENSMUSG00000033557","Fam20b","FAM20B, glycosaminoglycan xylosylkinase",3118.637645,-0.247695654,0.06252199,-3.96173654,7.44066e-05,0.000304452,31.8203303838208,110.726342010722,0.287378141515227,1,"endo_only",0,1150.33333333333,"False"
"chr1",159231781,159232536,"Cop1",756,"*",0,"endo_only",0,391.5,"False","Promoter (<=1kb)",1,159232320,159250119,17800,1,"26374","ENSMUST00000195800.5",0,"ENSMUSG00000040782","Cop1","COP1, E3 ubiquitin ligase",3532.072465,-0.197466399,0.063358058,-3.116673797,0.001829038,0.005974132,0,15.8596381422139,0,1,"endo_only",0,391.5,"False"
"chr1",162739971,162740673,"Prrc2c",703,"*",0.571986840486121,"endo_only",0,380,"False","Promoter (<=1kb)",1,162670725,162740525,69801,2,"226562","ENSMUST00000182149.7",0,"ENSMUSG00000040225","Prrc2c","proline-rich coiled-coil 2C",13133.12538,0.894821188,0.065955088,13.56712907,6.27313e-42,2.95951e-40,6.99970143136342,12.2375218027997,0.571986840486121,0.666666666666667,"endo_only",0,380,"False"
"chr1",166001465,166003585,"Pou2f1",2121,"*",0,"endo_only",0,814,"False","Promoter (<=1kb)",1,165865154,166002678,137525,2,"18986","ENSMUST00000160260.8",0,"ENSMUSG00000026565","Pou2f1","POU domain, class 2, transcription factor 1",1737.44406,0.49659365,0.0695828,7.136729939,9.55774e-13,8.66198e-12,0,47.7759002943037,0,1,"endo_only",0,814,"False"
"chr1",167661214,167661453,"Lmx1a",240,"*",0,"endo_only",0,406.5,"False","Distal Intergenic",1,167689237,167848741,159505,1,"110648","ENSMUST00000111377.7",-27784,"ENSMUSG00000026686","Lmx1a","LIM homeobox transcription factor 1 alpha",NA,NA,NA,NA,NA,NA,0,16.0197624246853,0,1,"endo_only",0,406.5,"False"
"chr1",171247014,171247401,"Ndufs2",388,"*",0,"endo_only",0,785,"False","Promoter (<=1kb)",1,171234853,171247122,12270,2,"226646","ENSMUST00000013737.12",0,"ENSMUSG00000013593","Ndufs2","NADH:ubiquinone oxidoreductase core subunit S2",4678.633737,-0.28551265,0.065396554,-4.36586692,1.2662e-05,5.75025e-05,0,29.3496977560306,0,1,"endo_only",0,785,"False"
"chr1",171411209,171411871,"Usf1",663,"*",0.28177223509049,"endo_only",0,491.666666666667,"False","Promoter (<=1kb)",1,171411313,171416977,5665,1,"22278","ENSMUST00000159207.7",0,"ENSMUSG00000026641","Usf1","upstream transcription factor 1",1737.695374,0.467665146,0.070841913,6.6015319,4.06931e-11,3.21567e-10,10.7612279770775,38.1912290741547,0.28177223509049,1,"endo_only",0,491.666666666667,"False"
"chr1",180812492,180814356,"H3f3a",1865,"*",0.124151488464585,"endo_only",0,832.5,"False","Promoter (<=1kb)",1,180800832,180813632,12801,2,"15078","ENSMUST00000161308.7",0,"ENSMUSG00000060743","H3f3a","H3.3 histone A",4390.909585,-0.778355074,0.066518744,-11.70128946,1.25531e-31,3.55836e-30,8.75739750653075,70.5379984955141,0.124151488464585,0.666666666666667,"endo_only",0,832.5,"False"
"chr1",190170590,190171031,"Prox1",442,"*",0,"endo_only",0,659.5,"False","Promoter (<=1kb)",1,190118035,190170714,52680,2,"19130","ENSMUST00000175916.7",0,"ENSMUSG00000010175","Prox1","prospero homeobox 1",1924.068545,0.149428312,0.075053461,1.990958309,0.046485471,0.105894092,0,29.1503789229416,0,1,"endo_only",0,659.5,"False"
"chr1",190928447,190928974,"Angel2",528,"*",0.310728563684778,"endo_only",0,458,"False","Promoter (<=1kb)",1,190928492,190938435,9944,1,"52477","ENSMUST00000137608.7",0,"ENSMUSG00000026634","Angel2","angel homolog 2",1970.897673,-0.310854247,0.068509487,-4.537389771,5.69548e-06,2.68793e-05,8.4225327341431,27.1057563368633,0.310728563684778,0.666666666666667,"endo_only",0,458,"False"
"chr1",191906596,191907697,"Slc30a1",1102,"*",0,"endo_only",0,497,"False","Promoter (<=1kb)",1,191906767,191913247,6481,1,"22782","ENSMUST00000044954.6",0,"ENSMUSG00000037434","Slc30a1","solute carrier family 30 (zinc transporter), member 1",1339.354929,0.527044209,0.074515482,7.072949075,1.51675e-12,1.35358e-11,0,33.1346110938346,0,1,"endo_only",0,497,"False"
"chr1",20819888,20820297,"Mcm3",410,"*",1.00165678281762,"endo_only",0,431.5,"False","Promoter (<=1kb)",1,20802973,20820260,17288,2,"17215","ENSMUST00000185296.1",0,"ENSMUSG00000041859","Mcm3","minichromosome maintenance complex component 3",4570.254478,-0.031188472,0.065602853,-0.475413348,0.634492382,0.774971039,30.0267463022125,29.9770807898376,1.00165678281762,0.666666666666667,"endo_only",0,431.5,"False"
"chr1",20890434,20890811,"Paqr8",378,"*",0.390573334715804,"endo_only",0,933.5,"False","Promoter (<=1kb)",1,20890606,20939650,49045,1,"74229","ENSMUST00000189400.6",0,"ENSMUSG00000025931","Paqr8","progestin and adipoQ receptor family member VIII",3629.48546,0.341684178,0.08637103,3.95600444,7.62137e-05,0.000311019,15.2846394924586,39.1338530664932,0.390573334715804,1,"endo_only",0,933.5,"False"
"chr1",36307616,36308213,"Arid5a",598,"*",0,"endo_only",0,1666.33333333333,"False","Promoter (<=1kb)",1,36307733,36319203,11471,1,"214855","ENSMUST00000126413.7",0,"ENSMUSG00000037447","Arid5a","AT-rich interaction domain 5A",449.8144879,0.427908623,0.11131768,3.844031095,0.00012103,0.000480823,0,304.398443350616,0,1,"endo_only",0,1666.33333333333,"False"
"chr1",38129048,38130208,"Rev1",1161,"*",0.607407132973413,"endo_only",0,552,"False","Promoter (<=1kb)",1,38052786,38129662,76877,2,"56210","ENSMUST00000027251.11",0,"ENSMUSG00000026082","Rev1","REV1, DNA directed polymerase",1563.252746,0.296291778,0.07172189,4.131120589,3.60999e-05,0.00015463,19.9687675571903,32.875424856205,0.607407132973413,0.5,"endo_only",0,552,"False"
"chr1",39900472,39901459,"Map4k4",988,"*",0.493325667952391,"endo_only",0,607,"False","Promoter (<=1kb)",1,39900913,40026310,125398,1,"26921","ENSMUST00000163854.8",0,"ENSMUSG00000026074","Map4k4","mitogen-activated protein kinase kinase kinase kinase 4",33497.93608,0.467143282,0.072753284,6.420923634,1.3545e-10,1.03208e-09,11.6040049775977,23.5219971945947,0.493325667952391,1,"endo_only",0,607,"False"
"chr1",53784769,53785369,"Stk17b",601,"*",0,"endo_only",0,549,"False","Promoter (<=1kb)",1,53755506,53785224,29719,2,"98267","ENSMUST00000027263.13",0,"ENSMUSG00000026094","Stk17b","serine/threonine kinase 17b (apoptosis-inducing)",1793.576525,-0.237176371,0.073055367,-3.246529056,0.001168215,0.003952057,0,20.6566297289569,0,1,"endo_only",0,549,"False"
"chr1",55026873,55027605,"Sf3b1",733,"*",0,"endo_only",0,405,"False","Promoter (<=1kb)",1,54985169,55027481,42313,2,"81898","ENSMUST00000027127.13",0,"ENSMUSG00000025982","Sf3b1","splicing factor 3b, subunit 1",14662.10696,-0.311814346,0.056063297,-5.561826732,2.66965e-08,1.64217e-07,0,16.6111541615578,0,1,"endo_only",0,405,"False"
"chr1",57995863,57996253,"Sgo2a",391,"*",0.358945799445946,"endo_only",0,402.5,"False","Promoter (<=1kb)",1,57995971,58025899,29929,1,"68549","ENSMUST00000027202.8",0,"ENSMUSG00000026039","Sgo2a","shugoshin 2A",4143.939854,-0.484374548,0.063496747,-7.628336358,2.37802e-14,2.45522e-13,9.58091122634391,26.6918048383144,0.358945799445946,0.666666666666667,"endo_only",0,402.5,"False"
"chr1",59762785,59764213,"Bmpr2",1429,"*",0,"endo_only",0,328.5,"False","Promoter (<=1kb)",1,59763400,59879014,115615,1,"12168","ENSMUST00000087435.6",0,"ENSMUSG00000067336","Bmpr2","bone morphogenetic protein receptor type 2",17899.74109,0.924987707,0.059427053,15.56509481,1.25684e-54,9.75103e-53,0,8.92315411625272,0,1,"endo_only",0,328.5,"False"
"chr1",63113485,63114349,"Ino80d",865,"*",0,"endo_only",0,578,"False","Promoter (<=1kb)",1,63047801,63114267,66467,2,"227195","ENSMUST00000165066.7",0,"ENSMUSG00000040865","Ino80d","INO80 complex subunit D",3301.80934,0.467836748,0.068945294,6.785622652,1.15587e-11,9.57068e-11,0,33.7810414035035,0,1,"endo_only",0,578,"False"
"chr1",64616945,64617792,"Mettl21a",848,"*",0.219784983591764,"endo_only",0,673,"False","Promoter (<=1kb)",1,64606473,64617242,10770,2,"67099","ENSMUST00000114079.8",0,"ENSMUSG00000025956","Mettl21a","methyltransferase 21A, HSPA lysine",704.8974332,0.227758844,0.096470003,2.360929177,0.018229212,0.047243189,4.45726942909207,20.2801363234676,0.219784983591764,0.666666666666667,"endo_only",0,673,"False"
"chr1",66862839,66863146,"Acadl",308,"*",0,"endo_only",0,721.5,"False","Promoter (<=1kb)",1,66830839,66863277,32439,2,"11363","ENSMUST00000027153.5",131,"ENSMUSG00000026003","Acadl","acyl-Coenzyme A dehydrogenase, long-chain",7697.350089,0.063497022,0.064241033,0.988418442,0.322947759,0.496234096,0,39.1540951340376,0,1,"endo_only",0,721.5,"False"
"chr1",69107034,69108055,"Erbb4",1022,"*",0,"endo_only",0,666,"False","Promoter (<=1kb)",1,68032186,69107756,1075571,2,"13869","ENSMUST00000119142.7",0,"ENSMUSG00000062209","Erbb4","erb-b2 receptor tyrosine kinase 4",3288.390284,0.191280687,0.067798756,2.821300847,0.004782932,0.014305631,0,25.2297079784081,0,1,"endo_only",0,666,"False"
"chr1",78488483,78488916,"Farsb",434,"*",0.365985165217981,"endo_only",0,475.5,"False","Promoter (<=1kb)",1,78417975,78488859,70885,2,"23874","ENSMUST00000170217.7",0,"ENSMUSG00000026245","Farsb","phenylalanyl-tRNA synthetase, beta subunit",3029.030287,-0.539651324,0.076546027,-7.05002393,1.78887e-12,1.5864e-11,7.30264783494154,19.953398467919,0.365985165217981,0.666666666666667,"endo_only",0,475.5,"False"
"chr1",86064458,86065168,"Psmd1",711,"*",0.532220448335125,"endo_only",0,312,"False","Promoter (<=1kb)",1,86064619,86132749,68131,1,"70247","ENSMUST00000139715.7",0,"ENSMUSG00000026229","Psmd1","proteasome (prosome, macropain) 26S subunit, non-ATPase, 1",8066.40902,-0.353110659,0.051421306,-6.867010651,6.55612e-12,5.55356e-11,6.74784772346517,12.6786705482166,0.532220448335125,1,"endo_only",0,312,"False"
"chr1",86441992,86443154,"Tex44",1163,"*",0,"endo_only",0,983.5,"False","Distal Intergenic",1,86426329,86428052,1724,1,"71863","ENSMUST00000046004.5",15663,"ENSMUSG00000036574","Tex44","testis expressed 44",NA,NA,NA,NA,NA,NA,0,41.3413153075931,0,1,"endo_only",0,983.5,"False"
"chr1",88700953,88702514,"Arl4c",1562,"*",0.928944746916259,"endo_only",0,455.5,"False","Promoter (<=1kb)",1,88698225,88702221,3997,2,"320982","ENSMUST00000159814.1",0,"ENSMUSG00000049866","Arl4c","ADP-ribosylation factor-like 4C",3913.632436,0.954453407,0.062811508,15.19551818,3.78657e-52,2.71783e-50,19.9960406382574,21.5255435854895,0.928944746916259,0.666666666666667,"endo_only",0,455.5,"False"
"chr1",89454368,89455875,"Agap1",1508,"*",1.91737802920743,"endo_only",0,379,"False","Promoter (<=1kb)",1,89454806,89897617,442812,1,"347722","ENSMUST00000027521.14",0,"ENSMUSG00000055013","Agap1","ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",6163.969978,0.477008176,0.064964255,7.342625204,2.09444e-13,1.99444e-12,29.9776829912612,15.634727494845,1.91737802920743,0.666666666666667,"endo_only",0,379,"False"
"chr1",91250291,91250853,"Ube2f",563,"*",0.526647746597023,"endo_only",0,556.333333333333,"False","Promoter (<=1kb)",1,91250304,91275479,25176,1,"67921","ENSMUST00000188576.1",0,"ENSMUSG00000034343","Ube2f","ubiquitin-conjugating enzyme E2F (putative)",2324.86577,-0.172413679,0.075084757,-2.296254066,0.021661359,0.054954873,28.2768437270014,53.6921384544309,0.526647746597023,1,"endo_only",0,556.333333333333,"False"
"chr1",91414213,91414442,"Hes6",230,"*",0.0493634537332475,"endo_only",0,1389,"False","Promoter (<=1kb)",1,91412348,91414038,1691,2,"55927","ENSMUST00000150520.1",-175,"ENSMUSG00000067071","Hes6","hairy and enhancer of split 6",1249.36953,0.213121066,0.084266584,2.529129056,0.011434597,0.03118852,8.6822806431884,175.884788979841,0.0493634537332475,0.5,"endo_only",0,1389,"False"
"chr1",91458999,91459734,"Per2",736,"*",0.48241056527129,"endo_only",0,904,"False","Promoter (<=1kb)",1,91415982,91459324,43343,2,"18627","ENSMUST00000069620.9",0,"ENSMUSG00000055866","Per2","period circadian clock 2",479.9018778,1.327005731,0.142205027,9.331637245,1.04248e-20,1.66178e-19,17.9244690859213,37.1560458586582,0.48241056527129,1,"endo_only",0,904,"False"
"chr1",93801690,93802178,"Dtymk",489,"*",0,"endo_only",0,342,"False","Promoter (<=1kb)",1,93792576,93801934,9359,2,"21915","ENSMUST00000027503.13",0,"ENSMUSG00000026281","Dtymk","deoxythymidylate kinase",3049.823582,-0.700862513,0.082783604,-8.466199578,2.5353e-17,3.21481e-16,0,12.2838323296118,0,1,"endo_only",0,342,"False"
"chr1",93803477,93804391,"Ing5",915,"*",0,"endo_only",0,697.666666666667,"False","Promoter (<=1kb)",1,93803965,93822095,18131,1,"66262","ENSMUST00000027505.12",0,"ENSMUSG00000026283","Ing5","inhibitor of growth family, member 5",888.7495094,-0.250249425,0.088287475,-2.834483872,0.004589977,0.013788424,0,61.8966352525111,0,1,"endo_only",0,697.666666666667,"False"
"chr10",105841082,105841866,"Mettl25",785,"*",0.151678584746561,"endo_only",0,419.333333333333,"False","Promoter (<=1kb)",10,105763189,105841378,78190,2,"216292","ENSMUST00000046638.9",0,"ENSMUSG00000036009","Mettl25","methyltransferase like 25",369.0575153,-0.48154728,0.120055908,-4.011025265,6.04556e-05,0.000250869,7.76835543440383,51.2159013573598,0.151678584746561,0.5,"endo_only",0,419.333333333333,"False"
"chr10",111009455,111010438,"Zdhhc17",984,"*",0.516574199811312,"endo_only",0,562,"False","Promoter (<=1kb)",10,110941780,111010066,68287,2,"320150","ENSMUST00000041723.14",0,"ENSMUSG00000035798","Zdhhc17","zinc finger, DHHC domain containing 17",2554.891138,-0.388646103,0.064257425,-6.048267634,1.46412e-09,1.01873e-08,13.303430874796,25.7531848854537,0.516574199811312,1,"endo_only",0,562,"False"
"chr10",111472968,111473826,"Nap1l1",859,"*",0,"endo_only",0,366,"False","Promoter (<=1kb)",10,111473223,111496884,23662,1,"53605","ENSMUST00000065917.15",0,"ENSMUSG00000058799","Nap1l1","nucleosome assembly protein 1-like 1",11466.13907,-0.64020556,0.056199722,-11.39161433,4.6038e-30,1.21998e-28,0,15.5728774016983,0,1,"endo_only",0,366,"False"
"chr10",11149205,11149869,"Shprh",665,"*",0,"endo_only",0,450.5,"False","Promoter (<=1kb)",10,11149427,11188150,38724,1,"268281","ENSMUST00000159810.7",0,"ENSMUSG00000090112","Shprh","SNF2 histone linker PHD RING helicase",5254.411459,0.390459466,0.056515669,6.908870929,4.88526e-12,4.18443e-11,0,23.7549662264692,0,1,"endo_only",0,450.5,"False"
"chr10",111506137,111506897,"Phlda1",761,"*",0.214113953325561,"endo_only",0,599.666666666667,"False","Promoter (<=1kb)",10,111506286,111508645,2360,1,"21664","ENSMUST00000164773.1",0,"ENSMUSG00000020205","Phlda1","pleckstrin homology like domain, family A, member 1",445.798359,-1.19484719,0.119272368,-10.01780385,1.273e-23,2.41161e-22,12.5226487267738,58.4859068373423,0.214113953325561,1,"endo_only",0,599.666666666667,"False"
"chr10",11280717,11282102,"Fbxo30",1386,"*",0.309039667913455,"endo_only",0,439.5,"False","Promoter (<=1kb)",10,11281330,11298052,16723,1,"71865","ENSMUST00000129456.7",0,"ENSMUSG00000047648","Fbxo30","F-box protein 30",1902.233218,-0.379031632,0.070547387,-5.37272388,7.7556e-08,4.53181e-07,7.74109804691469,25.0488815859152,0.309039667913455,0.666666666666667,"endo_only",0,439.5,"False"
"chr10",115315154,115315707,"Rab21",554,"*",0.619494570529131,"endo_only",0,512,"False","Promoter (<=1kb)",10,115287084,115315591,28508,2,"216344","ENSMUST00000020343.8",0,"ENSMUSG00000020132","Rab21","RAB21, member RAS oncogene family",3696.824552,0.142407117,0.066966972,2.126527631,0.033459351,0.080203478,11.2583191951464,18.1733944585347,0.619494570529131,0.666666666666667,"endo_only",0,512,"False"
"chr10",116949738,116950599,"Rab3ip",862,"*",0,"endo_only",0,349.5,"False","Promoter (<=1kb)",10,116905784,116950380,44597,2,"216363","ENSMUST00000020375.6",0,"ENSMUSG00000064181","Rab3ip","RAB3A interacting protein",860.4485983,-0.460997648,0.090678891,-5.083847456,3.69865e-07,2.01137e-06,0,18.9139840475269,0,1,"endo_only",0,349.5,"False"
"chr10",117147828,117148852,"Frs2",1025,"*",0.63181883838048,"endo_only",0,338.5,"False","Promoter (<=1kb)",10,117069427,117148510,79084,2,"327826","ENSMUST00000020381.4",0,"ENSMUSG00000020170","Frs2","fibroblast growth factor receptor substrate 2",2093.336314,0.330742624,0.067368349,4.909466077,9.13247e-07,4.74825e-06,8.56973674406914,13.5635980181212,0.63181883838048,0.666666666666667,"endo_only",0,338.5,"False"
"chr10",117792294,117793054,"Nup107",761,"*",0,"endo_only",0,387,"False","Promoter (<=1kb)",10,117750621,117792664,42044,2,"103468","ENSMUST00000218576.1",0,"ENSMUSG00000052798","Nup107","nucleoporin 107",2066.973368,-0.815048391,0.081119544,-10.04749724,9.42302e-24,1.80293e-22,0,22.3745303558111,0,1,"endo_only",0,387,"False"
"chr10",121475503,121476794,"Rassf3",1292,"*",0.18303178508364,"endo_only",0,697,"False","Promoter (<=1kb)",10,121410350,121476347,65998,2,"192678","ENSMUST00000026902.8",0,"ENSMUSG00000025795","Rassf3","Ras association (RalGDS/AF-6) domain family member 3",6165.328042,-0.191034571,0.054628193,-3.496995964,0.000470529,0.001705032,7.69973846815461,42.0677668888825,0.18303178508364,0.666666666666667,"endo_only",0,697,"False"
"chr10",127121033,127121283,"Os9",251,"*",0,"endo_only",0,416,"False","Promoter (<=1kb)",10,127095650,127121125,25476,2,"216440","ENSMUST00000080975.5",0,"ENSMUSG00000040462","Os9","amplified in osteosarcoma",1345.079182,0.763794889,0.092969971,8.215500959,2.1128e-16,2.52633e-15,0,19.5006746273066,0,1,"endo_only",0,416,"False"
"chr10",127164980,127166258,"B4galnt1",1279,"*",0,"endo_only",0,494,"False","Promoter (<=1kb)",10,127165225,127172330,7106,1,"14421","ENSMUST00000006914.10",0,"ENSMUSG00000006731","B4galnt1","beta-1,4-N-acetyl-galactosaminyl transferase 1",NA,NA,NA,NA,NA,NA,0,14.6512401165126,0,1,"endo_only",0,494,"False"
"chr10",127288692,127289174,"Mbd6",483,"*",0,"endo_only",0,1891,"False","Promoter (<=1kb)",10,127281956,127288890,6935,2,"110962","ENSMUST00000026476.12",0,"ENSMUSG00000025409","Mbd6","methyl-CpG binding domain protein 6",324.5051701,1.509229465,0.127507535,11.83639429,2.53102e-32,7.43356e-31,0,191.690800229803,0,1,"endo_only",0,1891,"False"
"chr10",127311492,127312038,"Mars1",547,"*",0,"endo_only",0,555.5,"False","Promoter (<=1kb)",10,127296221,127311786,15566,2,"216443","ENSMUST00000037290.11",0,"ENSMUSG00000040354","Mars1","methionine-tRNA synthetase 1",NA,NA,NA,NA,NA,NA,0,26.0153106244028,0,1,"endo_only",0,555.5,"False"
"chr10",128083247,128083990,"Atp5f1b",744,"*",0.541919840374375,"endo_only",0,435.5,"False","Promoter (<=1kb)",10,128083273,128090391,7119,1,"11947","ENSMUST00000026459.5",0,"ENSMUSG00000025393","Atp5f1b","ATP synthase F1 subunit beta",NA,NA,NA,NA,NA,NA,13.1979461607892,24.3540560383832,0.541919840374375,0.666666666666667,"endo_only",0,435.5,"False"
"chr10",128368484,128369261,"Coq10a",778,"*",0.250984428205781,"endo_only",0,541.333333333333,"False","Promoter (<=1kb)",10,128363100,128368691,5592,2,"210582","ENSMUST00000220027.1",0,"ENSMUSG00000039914","Coq10a","coenzyme Q10A",335.1439932,0.036347439,0.122947495,0.295633831,0.767509735,0.867459531,8.32224731987084,33.1584209401527,0.250984428205781,0.5,"endo_only",0,541.333333333333,"False"
"chr10",128409748,128409952,"Nabp2",205,"*",0,"endo_only",0,541,"False","Promoter (<=1kb)",10,128401395,128409874,8480,2,"69917","ENSMUST00000026439.13",0,"ENSMUSG00000025374","Nabp2","nucleic acid binding protein 2",1795.315042,-0.111408864,0.087101559,-1.279068541,0.20087292,0.349913052,0,28.8842391549283,0,1,"endo_only",0,541,"False"
"chr10",128626155,128626554,"Rps26",400,"*",0.215442386555719,"endo_only",0,660.5,"False","Promoter (<=1kb)",10,128624534,128626424,1891,2,"27370","ENSMUST00000219591.1",0,"ENSMUSG00000025362","Rps26","ribosomal protein S26",14670.36238,-0.56330395,0.07733314,-7.284121044,3.23774e-13,3.04534e-12,9.03238551071983,41.9248303693657,0.215442386555719,0.666666666666667,"endo_only",0,660.5,"False"
"chr10",128645754,128645956,"Gm26876",203,"*",0,"endo_only",0,360.5,"False","Promoter (<=1kb)",10,128645884,128649811,3928,1,"102633634","ENSMUST00000180875.1",0,"ENSMUSG00000097372","Gm26876","predicted gene, 26876",NA,NA,NA,NA,NA,NA,0,12.9537997310354,0,1,"endo_only",0,360.5,"False"
"chr10",128704529,128705218,"Cdk2",690,"*",0,"endo_only",0,806.5,"False","Promoter (<=1kb)",10,128697939,128705003,7065,2,"12566","ENSMUST00000026415.8",0,"ENSMUSG00000025358","Cdk2","cyclin dependent kinase 2",2612.580521,0.173264407,0.067062419,2.583628939,0.009776692,0.027162648,0,38.1098703211939,0,1,"endo_only",0,806.5,"False"
"chr10",128804987,128805758,"Dnajc14",772,"*",0.147806180626791,"endo_only",0,1316.33333333333,"False","Promoter (<=1kb)",10,128805554,128819259,13706,1,"74330","ENSMUST00000217745.1",0,"ENSMUSG00000025354","Dnajc14","DnaJ heat shock protein family (Hsp40) member C14",1678.105411,0.101602851,0.07050065,1.441161911,0.149538946,0.278051082,15.459644441659,104.594032374698,0.147806180626791,0.5,"endo_only",0,1316.33333333333,"False"
