"seqnames","start","end","gene_symbol","width","strand","enrichment.x","binding_type.x","peak_width_exo.x","peak_width_endo.x","significant.x","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","baseMean","log2FoldChange","lfcSE","stat","pvalue.x","padj","exo_signal","endo_signal","enrichment.y","pvalue.y","binding_type.y","peak_width_exo.y","peak_width_endo.y","significant.y"
"chr1",125435174,125435976,"Actr3",803,"*",2.0881860938169,"both",707.666666666667,618.666666666667,"False","Promoter (<=1kb)",1,125392905,125435727,42823,2,"74117","ENSMUST00000027579.16",0,"ENSMUSG00000026341","Actr3","ARP3 actin-related protein 3",8681.704232,-0.18325284,0.056607863,-3.237232977,0.001206948,0.004067201,92.458337812924,44.2768669357066,2.0881860938169,0.4,"both",707.666666666667,618.666666666667,"False"
"chr1",125560389,125561346,"Slc35f5",958,"*",0.638151696142313,"both",623,883.333333333333,"False","Promoter (<=1kb)",1,125560595,125568573,7979,1,"74150","ENSMUST00000190037.6",0,"ENSMUSG00000026342","Slc35f5","solute carrier family 35, member F5",1042.84847,0.106133684,0.080076577,1.325402355,0.185037736,0.328041673,110.01344426019,172.393875821739,0.638151696142313,0.2,"both",623,883.333333333333,"False"
"chr1",127204918,127205651,"Mgat5",734,"*",2.51131745628282,"both",371.5,367,"False","Promoter (<=1kb)",1,127205015,127388212,183198,1,"107895","ENSMUST00000189427.6",0,"ENSMUSG00000036155","Mgat5","mannoside acetylglucosaminyltransferase 5",2377.026537,0.062329371,0.076288165,0.817025426,0.413913898,0.588387241,35.7986458507541,14.2549265371421,2.51131745628282,0.666666666666667,"both",371.5,367,"False"
"chr1",127773918,127774860,"2900009J06Rik",943,"*",1.14487240918618,"both",645,560.333333333333,"False","Promoter (<=1kb)",1,127753616,127774054,20439,2,"100502745","ENSMUST00000188163.1",0,"ENSMUSG00000102014","2900009J06Rik","RIKEN cDNA 2900009J06 gene",NA,NA,NA,NA,NA,NA,90.8109819104525,79.3197400704277,1.14487240918618,0.7,"both",645,560.333333333333,"False"
"chr1",128103279,128103980,"R3hdm1",702,"*",1.03063650213851,"both",1071.33333333333,1135,"False","Promoter (<=1kb)",1,128103301,128183131,79831,1,"226412","ENSMUST00000191016.6",0,"ENSMUSG00000056211","R3hdm1","R3H domain containing 1",3350.988074,0.297266968,0.069139916,4.299498558,1.71185e-05,7.63337e-05,660.489022554914,640.855453095673,1.03063650213851,0.7,"both",1071.33333333333,1135,"False"
"chr1",130715566,130715870,"Pfkfb2",305,"*",0.821008926653646,"both",303.5,512,"False","Promoter (<=1kb)",1,130670209,130715799,45591,2,"18640","ENSMUST00000188520.1",0,"ENSMUSG00000026409","Pfkfb2","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2",260.2804408,0.409301175,0.147336245,2.778007366,0.005469338,0.016162363,15.5469933753804,18.9364486434373,0.821008926653646,0.666666666666667,"both",303.5,512,"False"
"chr1",131525716,131528397,"Fam72a",2682,"*",0.877030653466869,"both",1045.5,1160.66666666667,"False","Promoter (<=1kb)",1,131527903,131539872,11970,1,"108900","ENSMUST00000068613.4",0,"ENSMUSG00000055184","Fam72a","family with sequence similarity 72, member A",690.7712564,-0.206564062,0.111442723,-1.853544632,0.063804335,0.138887737,654.345284444239,746.091692300192,0.877030653466869,0.114285714285714,"both",1045.5,1160.66666666667,"False"
"chr1",131867226,131867488,"Rab29",263,"*",2.80430528412668,"both",422.666666666667,337.5,"False","Promoter (<=1kb)",1,131867240,131872887,5648,1,"226422","ENSMUST00000027693.7",0,"ENSMUSG00000026433","Rab29","RAB29, member RAS oncogene family",193.136082,-0.45060315,0.190893429,-2.360495863,0.018250522,0.047284722,43.8534369491424,15.6378969142082,2.80430528412668,0.2,"both",422.666666666667,337.5,"False"
"chr1",133131080,133131904,"Ppp1r15b",825,"*",0.725268342120175,"both",399.333333333333,534,"False","Promoter (<=1kb)",1,133131143,133139783,8641,1,"108954","ENSMUST00000052529.3",0,"ENSMUSG00000046062","Ppp1r15b","protein phosphatase 1, regulatory subunit 15B",4849.90671,0.059972081,0.057571335,1.041700374,0.297550616,0.468527025,31.1242874993336,42.914168028275,0.725268342120175,0.4,"both",399.333333333333,534,"False"
"chr1",13372746,13374794,"Ncoa2",2049,"*",2.38346668274423,"both",925,529.333333333333,"False","Promoter (<=1kb)",1,13139159,13374083,234925,2,"17978","ENSMUST00000068304.12",0,"ENSMUSG00000005886","Ncoa2","nuclear receptor coactivator 2",2287.13282,0.34536137,0.067993514,5.079328169,3.78772e-07,2.05825e-06,183.805085428683,77.1167001239795,2.38346668274423,0.2,"both",925,529.333333333333,"False"
"chr1",134078807,134079438,"Btg2",632,"*",0.698773776357674,"both",609,1093,"False","Promoter (<=1kb)",1,134075170,134079120,3951,2,"12227","ENSMUST00000020692.6",0,"ENSMUSG00000020423","Btg2","BTG anti-proliferation factor 2",1183.483278,0.544899625,0.093816211,5.808160661,6.31629e-09,4.15577e-08,45.091345222782,64.5292464434178,0.698773776357674,0.2,"both",609,1093,"False"
"chr1",134955511,134955991,"Ppp1r12b",481,"*",1.53223821313719,"both",492,376.666666666667,"False","Promoter (<=1kb)",1,134754658,134955940,201283,2,"329251","ENSMUST00000045665.12",0,"ENSMUSG00000073557","Ppp1r12b","protein phosphatase 1, regulatory subunit 12B",1175.980048,0.255037439,0.07932138,3.215242086,0.001303346,0.004372829,88.7177850585153,57.9007782849048,1.53223821313719,1,"both",492,376.666666666667,"False"
"chr1",135374915,135375165,"Shisa4",251,"*",0.915189064787568,"both",717.666666666667,708.666666666667,"False","Promoter (<=1kb)",1,135373888,135375077,1190,2,"77552","ENSMUST00000159181.1",0,"ENSMUSG00000041889","Shisa4","shisa family member 4",895.5587757,0.094469642,0.093661377,1.008629646,0.313152284,0.486051455,199.435770604832,217.917562914855,0.915189064787568,0.7,"both",717.666666666667,708.666666666667,"False"
"chr1",136131275,136131926,"Kif21b",652,"*",0.278136848856452,"both",429,960.5,"False","Promoter (<=1kb)",1,136131389,136177998,46610,1,"16565","ENSMUST00000075164.10",0,"ENSMUSG00000041642","Kif21b","kinesin family member 21B",1495.397298,-0.043506198,0.076194163,-0.570991214,0.568005599,0.725175606,22.9932302913674,82.6687667811836,0.278136848856452,0.333333333333333,"both",429,960.5,"False"
"chr1",136415222,136415678,"9230116N13Rik",457,"*",0.611955823205453,"both",309.5,619.333333333333,"False","Promoter (<=1kb)",1,136411916,136415519,3604,2,"320054","ENSMUST00000181746.1",0,"ENSMUSG00000097403","9230116N13Rik","RIKEN cDNA 9230116N13 gene",NA,NA,NA,NA,NA,NA,26.3116592828699,42.996010962112,0.611955823205453,1,"both",309.5,619.333333333333,"False"
"chr1",136624636,136625002,"Zfp281",367,"*",3.66351198729897,"both",463.666666666667,313,"False","Promoter (<=1kb)",1,136624901,136630053,5153,1,"226442","ENSMUST00000047734.14",0,"ENSMUSG00000041483","Zfp281","zinc finger protein 281",1982.305134,-0.548482975,0.068768949,-7.975735866,1.51476e-15,1.70993e-14,66.8397532569808,18.2447207730472,3.66351198729897,0.8,"both",463.666666666667,313,"False"
"chr1",138619152,138619864,"Nek7",713,"*",0.956349678575831,"both",459.333333333333,854.5,"False","Promoter (<=1kb)",1,138482875,138619749,136875,2,"59125","ENSMUST00000186017.6",0,"ENSMUSG00000026393","Nek7","NIMA (never in mitosis gene a)-related expressed kinase 7",3726.067885,-0.578833567,0.061719833,-9.378404695,6.69784e-21,1.08116e-19,30.8734501436306,32.2825958279261,0.956349678575831,0.2,"both",459.333333333333,854.5,"False"
"chr1",139422096,139422751,"Zbtb41",656,"*",1.35365832173343,"both",384,352.5,"False","Promoter (<=1kb)",1,139422288,139441857,19570,1,"226470","ENSMUST00000200243.4",0,"ENSMUSG00000033964","Zbtb41","zinc finger and BTB domain containing 41",5380.342073,-0.303565766,0.055711786,-5.448860821,5.06935e-08,3.02336e-07,17.9578335629866,13.2661494223968,1.35365832173343,0.333333333333333,"both",384,352.5,"False"
"chr1",143776714,143777655,"Ro60",942,"*",1.18123862326596,"both",518,427.5,"False","Promoter (<=1kb)",1,143750790,143777068,26279,2,"20822","ENSMUST00000159879.1",0,"ENSMUSG00000018199","Ro60","Ro60, Y RNA binding protein",5979.582454,-0.40460465,0.058651987,-6.898396244,5.25929e-12,4.49476e-11,21.7531466123518,18.4155395733737,1.18123862326596,0.666666666666667,"both",518,427.5,"False"
"chr1",144004129,144004509,"Rgs2",381,"*",2.55687977028868,"both",964,442,"False","Promoter (<=1kb)",1,143999338,144004161,4824,2,"19735","ENSMUST00000127206.7",0,"ENSMUSG00000026360","Rgs2","regulator of G-protein signaling 2",265.2947559,-0.018948507,0.137240182,-0.138068212,0.890186508,0.942538028,83.1701024361677,32.52796764346,2.55687977028868,0.2,"both",964,442,"False"
"chr1",150392777,150393719,"Tpr",943,"*",0.939922171232954,"both",859,737.666666666667,"False","Promoter (<=1kb)",1,150392838,150449815,56978,1,"108989","ENSMUST00000124973.8",0,"ENSMUSG00000006005","Tpr","translocated promoter region, nuclear basket protein",9176.672431,0.127688677,0.05693547,2.24269119,0.024916735,0.062098676,192.996593809068,205.332526155759,0.939922171232954,1,"both",859,737.666666666667,"False"
"chr1",151428085,151429020,"Swt1",936,"*",1.01090029307613,"both",838.333333333333,741.666666666667,"False","Promoter (<=1kb)",1,151367699,151428455,60757,2,"66875","ENSMUST00000064771.11",0,"ENSMUSG00000052748","Swt1","SWT1 RNA endoribonuclease homolog (S. cerevisiae)",738.1105418,-0.659746636,0.08987114,-7.341028896,2.11958e-13,2.01623e-12,149.406730910723,147.795714309355,1.01090029307613,0.7,"both",838.333333333333,741.666666666667,"False"
"chr1",151500026,151501141,"Rnf2",1116,"*",1.14266103013916,"both",492.666666666667,616.5,"False","Promoter (<=1kb)",1,151469405,151500811,31407,2,"19821","ENSMUST00000187048.6",0,"ENSMUSG00000026484","Rnf2","ring finger protein 2",3144.402953,-0.523298141,0.061731516,-8.477001326,2.31072e-17,2.93698e-16,44.2205296546418,38.6996042468135,1.14266103013916,0.8,"both",492.666666666667,616.5,"False"
"chr1",151755184,151755925,"Edem3",742,"*",0.913902958857363,"both",709,825.333333333333,"False","Promoter (<=1kb)",1,151755371,151818935,63565,1,"66967","ENSMUST00000188145.6",0,"ENSMUSG00000043019","Edem3","ER degradation enhancer, mannosidase alpha-like 3",4411.555501,-0.526697078,0.057350167,-9.183880407,4.1583e-20,6.40054e-19,170.487843563493,186.549175611216,0.913902958857363,0.7,"both",709,825.333333333333,"False"
"chr1",152765927,152767261,"Rgl1",1335,"*",0.890995769873547,"both",451.666666666667,637,"False","Promoter (<=1kb)",1,152516760,152766305,249546,2,"19731","ENSMUST00000111859.7",0,"ENSMUSG00000026482","Rgl1","ral guanine nucleotide dissociation stimulator,-like 1",1844.866192,-0.075436757,0.075269494,-1.002222191,0.316236292,0.489310452,28.5680834860224,32.063096652049,0.890995769873547,0.2,"both",451.666666666667,637,"False"
"chr1",152901953,152903964,"Smg7",2012,"*",0.974760574595327,"both",837,811.666666666667,"False","Promoter (<=1kb)",1,152836995,152902622,65628,2,"226517","ENSMUST00000073441.12",0,"ENSMUSG00000042772","Smg7","SMG7 nonsense mediated mRNA decay factor",4644.792628,0.653009624,0.063501697,10.28334128,8.3772e-25,1.7088e-23,80.4527828176002,82.5359425836445,0.974760574595327,1,"both",837,811.666666666667,"False"
"chr1",153332003,153333079,"Lamc1",1077,"*",1.72920661915343,"both",690.666666666667,579.5,"False","Promoter (<=1kb)",1,153218922,153332786,113865,2,"226519","ENSMUST00000027752.14",0,"ENSMUSG00000026478","Lamc1","laminin, gamma 1",11354.2642,1.080210206,0.068150467,15.85037139,1.39753e-56,1.14581e-54,81.4709055056748,47.1146158031482,1.72920661915343,0.8,"both",690.666666666667,579.5,"False"
"chr1",153899777,153901066,"Mir8114",1290,"*",2.30936292942315,"both",707.5,491.5,"False","Promoter (<=1kb)",1,153899926,153900036,111,1,"102466257","ENSMUST00000183582.1",0,"ENSMUSG00000099227","Mir8114","microRNA 8114",NA,NA,NA,NA,NA,NA,45.6654371961181,19.774040976541,2.30936292942315,0.333333333333333,"both",707.5,491.5,"False"
"chr1",155972723,155973671,"Cep350",949,"*",1.703144286763,"both",786.666666666667,620.666666666667,"False","Promoter (<=1kb)",1,155844964,155973255,128292,2,"74081","ENSMUST00000138762.7",0,"ENSMUSG00000033671","Cep350","centrosomal protein 350",3606.757705,0.103509349,0.061990301,1.669766851,0.094965501,0.192745646,115.849071086719,68.0207026422299,1.703144286763,0.2,"both",786.666666666667,620.666666666667,"False"
"chr1",156035532,156036386,"Tor1aip1",855,"*",0.359790707917436,"both",632.333333333333,905.666666666667,"False","Promoter (<=1kb)",1,156022371,156036050,13680,2,"208263","ENSMUST00000123705.7",0,"ENSMUSG00000026466","Tor1aip1","torsin A interacting protein 1",2424.39064,0.430244955,0.066665866,6.453751873,1.09114e-10,8.38553e-10,82.6901868266747,229.828578134515,0.359790707917436,0.1,"both",632.333333333333,905.666666666667,"False"
"chr1",156674055,156674416,"Tor3a",362,"*",1.16283126882296,"both",398,465.5,"False","Promoter (<=1kb)",1,156653617,156674325,20709,2,"30935","ENSMUST00000156861.7",0,"ENSMUSG00000060519","Tor3a","torsin family 3, member A",652.3201326,1.911826748,0.103098281,18.54373059,9.16388e-77,1.32255e-74,28.5537833064108,24.5553968765507,1.16283126882296,0.4,"both",398,465.5,"False"
"chr1",160194961,160195410,"Mrps14",450,"*",0.571256940798382,"both",482.333333333333,743.666666666667,"False","Promoter (<=1kb)",1,160195215,160199820,4606,1,"64659","ENSMUST00000078878.13",0,"ENSMUSG00000058267","Mrps14","mitochondrial ribosomal protein S14",661.1640584,-0.702702878,0.115062499,-6.107140775,1.01432e-09,7.14467e-09,86.9212158717251,152.157828927636,0.571256940798382,0.4,"both",482.333333333333,743.666666666667,"False"
"chr1",160212438,160213405,"Cacybp",968,"*",1.06009053079214,"both",592,511.666666666667,"False","Promoter (<=1kb)",1,160202367,160212875,10509,2,"12301","ENSMUST00000014370.10",0,"ENSMUSG00000014226","Cacybp","calcyclin binding protein",7078.941805,-0.866620347,0.079580605,-10.88984366,1.28861e-27,3.03434e-26,57.1620358649253,53.9218436582127,1.06009053079214,1,"both",592,511.666666666667,"False"
"chr1",160906209,160907096,"Rc3h1",888,"*",1.28996200226014,"both",693,388.666666666667,"False","Promoter (<=1kb)",1,160906418,160974978,68561,1,"381305","ENSMUST00000161609.7",0,"ENSMUSG00000040423","Rc3h1","RING CCCH (C3H) domains 1",4333.215039,0.198150455,0.067724628,2.925825654,0.003435434,0.010602528,39.4695760440419,30.5974718440444,1.28996200226014,0.2,"both",693,388.666666666667,"False"
"chr1",161034404,161035181,"Gas5",778,"*",1.21793920522849,"both",692.666666666667,486,"False","Promoter (<=1kb)",1,161034422,161037531,3110,1,"14455","ENSMUST00000160152.7",0,"ENSMUSG00000053332","Gas5","growth arrest specific 5",1324.416274,-0.571018976,0.084248697,-6.777778146,1.22038e-11,1.00924e-10,82.9459945838541,68.1035590510393,1.21793920522849,0.7,"both",692.666666666667,486,"False"
"chr1",16104765,16106291,"Rdh10",1527,"*",0.465446161871313,"both",531,854.666666666667,"False","Promoter (<=1kb)",1,16105774,16133734,27961,1,"98711","ENSMUST00000027053.7",0,"ENSMUSG00000025921","Rdh10","retinol dehydrogenase 10 (all-trans)",273.7916253,0.625879982,0.138729045,4.511528086,6.43623e-06,3.01578e-05,41.7175072207711,89.6290712830181,0.465446161871313,0.1,"both",531,854.666666666667,"False"
"chr1",161070648,161071145,"Dars2",498,"*",2.4909688526777,"both",661,542.5,"False","Promoter (<=1kb)",1,161040601,161070658,30058,2,"226539","ENSMUST00000035430.3",0,"ENSMUSG00000026709","Dars2","aspartyl-tRNA synthetase 2 (mitochondrial)",1009.253379,-0.659514414,0.087753147,-7.515564269,5.6666e-14,5.71118e-13,79.7977867761885,32.0348392515662,2.4909688526777,0.8,"both",661,542.5,"False"
"chr1",161876451,161877098,"Suco",648,"*",0.865254610590767,"both",772.333333333333,882,"False","Promoter (<=1kb)",1,161816114,161876682,60569,2,"226551","ENSMUST00000048377.10",0,"ENSMUSG00000040297","Suco","SUN domain containing ossification factor",3406.428853,-0.073377463,0.061633109,-1.190552671,0.233829241,0.392525389,134.073882894013,154.953098490249,0.865254610590767,0.7,"both",772.333333333333,882,"False"
"chr1",162570353,162571602,"Vamp4",1250,"*",1.09834440137144,"both",359.666666666667,422.666666666667,"False","Promoter (<=1kb)",1,162570515,162599084,28570,1,"53330","ENSMUST00000132158.7",0,"ENSMUSG00000026696","Vamp4","vesicle-associated membrane protein 4",1527.625017,-0.473610316,0.078303976,-6.04835593,1.46331e-09,1.01844e-08,26.3974559443909,24.0338603369124,1.09834440137144,0.7,"both",359.666666666667,422.666666666667,"False"
"chr1",164248619,164248915,"Slc19a2",297,"*",0.824096254106309,"both",648.333333333333,709,"False","Promoter (<=1kb)",1,164249046,164265385,16340,1,"116914","ENSMUST00000044021.11",-131,"ENSMUSG00000040918","Slc19a2","solute carrier family 19 (thiamine transporter), member 2",1479.355494,0.903314696,0.080666831,11.19809327,4.16604e-29,1.05008e-27,84.0397634998363,101.978091856482,0.824096254106309,1,"both",648.333333333333,709,"False"
"chr1",164249039,164249686,"Slc19a2",648,"*",0.824096254106309,"both",648.333333333333,709,"False","Promoter (<=1kb)",1,164249046,164265385,16340,1,"116914","ENSMUST00000044021.11",0,"ENSMUSG00000040918","Slc19a2","solute carrier family 19 (thiamine transporter), member 2",1479.355494,0.903314696,0.080666831,11.19809327,4.16604e-29,1.05008e-27,84.0397634998363,101.978091856482,0.824096254106309,1,"both",648.333333333333,709,"False"
"chr1",164307457,164307684,"Nme7",228,"*",0.911741579926018,"both",611.333333333333,747,"False","Promoter (<=1kb)",1,164307672,164437300,129629,1,"171567","ENSMUST00000193683.5",0,"ENSMUSG00000026575","Nme7","NME/NM23 family member 7",573.5466924,-0.604678629,0.103037057,-5.868554921,4.3961e-09,2.93481e-08,68.4491481856512,75.0751635032433,0.911741579926018,1,"both",611.333333333333,747,"False"
"chr1",165236383,165237118,"Tiprl",736,"*",0.958753732176508,"both",559.666666666667,653.333333333333,"False","Promoter (<=1kb)",1,165212286,165236943,24658,2,"226591","ENSMUST00000043235.7",0,"ENSMUSG00000040843","Tiprl","TIP41, TOR signalling pathway regulator-like (S. cerevisiae)",1822.371975,-0.587607068,0.077710024,-7.561535037,3.9834e-14,4.05039e-13,60.5710405291089,63.1768497960409,0.958753732176508,1,"both",559.666666666667,653.333333333333,"False"
"chr1",165459579,165461564,"Mpc2",1986,"*",0.668751971406385,"both",750,992,"False","Promoter (<=1kb)",1,165461037,165481214,20178,1,"70456","ENSMUST00000027853.5",0,"ENSMUSG00000026568","Mpc2","mitochondrial pyruvate carrier 2",584.1320185,-0.641633112,0.122766137,-5.226466585,1.7278e-07,9.73574e-07,186.925663985785,279.514187588383,0.668751971406385,0.2,"both",750,992,"False"
"chr1",165634115,165634787,"Mpzl1",673,"*",1.01503633603394,"both",611.333333333333,583,"False","Promoter (<=1kb)",1,165592240,165634521,42282,2,"68481","ENSMUST00000068705.12",0,"ENSMUSG00000026566","Mpzl1","myelin protein zero-like 1",4954.527246,-0.944436848,0.074004706,-12.76184849,2.6777e-37,1.00955e-35,69.6033576951464,68.5722818230413,1.01503633603394,1,"both",611.333333333333,583,"False"
"chr1",166378930,166379154,"Tada1",225,"*",0.854614102436063,"both",780.5,483,"False","Promoter (<=1kb)",1,166379097,166393621,14525,1,"27878","ENSMUST00000027846.7",0,"ENSMUSG00000026563","Tada1","transcriptional adaptor 1",823.7958481,-0.682636469,0.094027433,-7.259971372,3.87172e-13,3.61379e-12,42.1651779407505,49.3382660320715,0.854614102436063,0.8,"both",780.5,483,"False"
"chr1",166379307,166379976,"Tada1",670,"*",1.25679801507648,"both",616.333333333333,554.5,"False","Promoter (<=1kb)",1,166379317,166388928,9612,1,"27878","ENSMUST00000138148.7",0,"ENSMUSG00000026563","Tada1","transcriptional adaptor 1",823.7958481,-0.682636469,0.094027433,-7.259971372,3.87172e-13,3.61379e-12,50.8681742850434,40.4744228386992,1.25679801507648,0.8,"both",616.333333333333,554.5,"False"
"chr1",16656764,16657043,"Eloc",280,"*",1.8128215185041,"both",885.666666666667,692,"False","Promoter (<=1kb)",1,16641725,16656884,15160,2,"67923","ENSMUST00000188641.6",0,"ENSMUSG00000079658","Eloc","elongin C",3369.577976,-0.549158596,0.068031539,-8.07211777,6.90892e-16,7.98034e-15,102.5793442006,56.5854625805887,1.8128215185041,0.1,"both",885.666666666667,692,"False"
"chr1",167350131,167350541,"Aldh9a1",411,"*",1.18802510818933,"both",666,826,"False","Promoter (<=1kb)",1,167350236,167354488,4253,1,"56752","ENSMUST00000194843.5",0,"ENSMUSG00000026687","Aldh9a1","aldehyde dehydrogenase 9, subfamily A1",1028.215372,-0.529646235,0.090923593,-5.825179323,5.70513e-09,3.77027e-08,66.4106483026699,55.9000376716672,1.18802510818933,0.8,"both",666,826,"False"
"chr1",169968945,169969431,"Hsd17b7",487,"*",1.83362551756716,"both",686.333333333333,612.333333333333,"False","Promoter (<=1kb)",1,169949535,169969241,19707,2,"15490","ENSMUST00000027989.12",0,"ENSMUSG00000026675","Hsd17b7","hydroxysteroid (17-beta) dehydrogenase 7",3567.942245,-0.62843297,0.059814329,-10.50639499,8.07204e-26,1.73766e-24,89.1364970284435,48.612159993666,1.83362551756716,0.4,"both",686.333333333333,612.333333333333,"False"
"chr1",170174609,170175289,"Uap1",681,"*",0.835218272695839,"both",803.666666666667,840,"False","Promoter (<=1kb)",1,170141938,170174957,33020,2,"107652","ENSMUST00000111350.9",0,"ENSMUSG00000026670","Uap1","UDP-N-acetylglucosamine pyrophosphorylase 1",940.8048184,-0.748428388,0.08586673,-8.716162665,2.8779e-18,3.91161e-17,96.8891108757741,116.004539224273,0.835218272695839,0.7,"both",803.666666666667,840,"False"
"chr1",170644195,170644660,"Olfml2b",466,"*",1.98866528743012,"both",393,428,"False","Promoter (<=1kb)",1,170644532,170682789,38258,1,"320078","ENSMUST00000046792.8",0,"ENSMUSG00000038463","Olfml2b","olfactomedin-like 2B",172.3306414,-1.688732866,0.179427199,-9.411799741,4.87713e-21,7.93465e-20,25.3415069987984,12.7429724644846,1.98866528743012,0.333333333333333,"both",393,428,"False"
"chr1",171503388,171504200,"Alyref2",813,"*",0.463160100232131,"both",371.5,1055.5,"False","Promoter (<=1kb)",1,171503478,171504750,1273,1,"56009","ENSMUST00000081527.1",0,"ENSMUSG00000060244","Alyref2","Aly/REF export factor 2",NA,NA,NA,NA,NA,NA,22.2442813312142,48.0271969024654,0.463160100232131,0.333333333333333,"both",371.5,1055.5,"False"
"chr1",175625278,175625660,"Fh1",383,"*",1.01697748892991,"both",946,1034,"False","Promoter (<=1kb)",1,175600374,175625635,25262,2,"14194","ENSMUST00000027810.13",0,"ENSMUSG00000026526","Fh1","fumarate hydratase 1",5221.640248,-0.526725057,0.068881493,-7.646829823,2.05995e-14,2.14413e-13,116.294141944221,114.35271990788,1.01697748892991,1,"both",946,1034,"False"
