category,gene,chromosome,start,end,bm3_signal,avg_bg_signal,fold_change,is_higher_than_bg
no_deg,Nfyc,chr4,120825099,120825889,1296.4353212890626,46.51609921518962,27.870680112095847,True
no_deg,Prkar2b,chr12,32060616,32061258,1023.6777517700195,36.824879117012024,27.798536650107025,True
no_deg,Gstp1,chr19,4037775,4038074,1023.3451899414063,36.99606016731263,27.660923495998883,True
no_deg,Ddx55,chr5,124552549,124553190,576.8623007202149,20.962302197456356,27.519033705668715,True
no_deg,Lrrc59,chr11,94629603,94630167,623.5440745544433,22.79518019835154,27.35420685990171,True
no_deg,Dolk,chr2,30285788,30286877,607.2052869873047,22.67215279261271,26.78198636633884,True
no_deg,Cpne3,chr4,19569570,19570166,625.2105120849609,23.367835617065435,26.755174177465207,True
no_deg,Wdr25,chr12,108893867,108894413,1327.1125134277345,49.731185795466104,26.685720281954843,True
no_deg,Nt5dc2,chr14,31138756,31138962,318.77387622070313,11.945979735692342,26.68461551698993,True
no_deg,Agfg2,chr5,137684161,137685031,1705.9073292846679,64.13070488739014,26.600476827443952,True
no_deg,Dynlrb1,chr2,155236468,155236906,1105.5384055175782,41.6341436923345,26.553648219288952,True
no_deg,Rps6ka3,chrX,159255618,159256774,657.8891049804688,24.934026752471922,26.3851928736399,True
no_deg,Rragd,chr4,32983046,32984008,600.2025369262695,22.94922671763102,26.15349720978427,True
no_deg,Tgfa,chr6,86195043,86195934,573.5258032226562,22.18725298436483,25.84933806933265,True
no_deg,Rasl11a,chr5,146844947,146845583,570.1938153076172,22.077856418291727,25.82650256005859,True
no_deg,Ubash3b,chr9,41156840,41157699,978.6643557128906,38.636257742563885,25.330205690048977,True
no_deg,Emx2,chr19,59457915,59459984,825.2775278320313,32.64880179786682,25.277421601608445,True
no_deg,Syde2,chr3,145987645,145988894,800.2690939331055,31.814568834304804,25.15417066002154,True
no_deg,Cttnbp2,chr6,18514212,18514425,694.2342563476562,27.639312472661334,25.11763840125687,True
no_deg,Mex3d,chr10,80386626,80387907,508.83875085449216,20.33349437650045,25.02465840020889,True
no_deg,Tirap,chr9,35199770,35200100,938.650309753418,38.20052231152852,24.57166166731032,True
no_deg,Psip1,chr4,83485658,83486817,1033.0142339477538,42.096514812787376,24.539186641502255,True
no_deg,Idh3b,chr2,130284119,130284541,710.2393270874023,29.283907454808553,24.253570947915893,True
no_deg,Nubp1,chr16,10411849,10412188,662.8901700439453,27.367046700159708,24.222203342097444,True
no_deg,Pkp2,chr16,16213151,16213818,484.8292860107422,20.091822360356648,24.130677512228214,True
no_deg,Mrc2,chr11,105292203,105292937,865.2922256469726,35.8589884408315,24.13041369180653,True
no_deg,Ube2q2,chr9,55148920,55150136,541.5165413208008,22.626393622080485,23.932958577735935,True
no_deg,Zfp37,chr4,62208319,62208792,995.3348123168945,41.737061829566954,23.847745113955035,True
no_deg,Pde7a,chr3,19310693,19311848,586.86357421875,24.844516242345176,23.621453060071882,True
no_deg,Actn1,chr12,80259337,80260799,1907.3087192993164,81.34348493639628,23.447590434448074,True
no_deg,Nol4l,chr2,153445507,153445831,964.9914741210938,41.32451625124613,23.35154919307724,True
no_deg,Rassf5,chr1,131244662,131245555,418.80767401123046,17.97366578737895,23.301182906456173,True
no_deg,Gnl1,chr17,35979024,35980725,510.17186065673826,21.969147097905477,23.222196946616,True
no_deg,Zfp619,chr7,39517716,39518080,1345.118629272461,57.941895887374876,23.214957133730117,True
no_deg,Nbea,chr3,55787504,55787800,836.949407836914,36.09146089108785,23.189679419255206,True
no_deg,Vamp3,chr4,151057443,151058213,1169.0608084716796,51.81318247731527,22.562999464152103,True
no_deg,Ttc7,chr17,87282457,87283532,747.5848088378906,33.31973599243164,22.436696647527448,True
no_deg,Kif18b,chr11,102924799,102925274,1104.3699384765625,49.27158446629843,22.413931892771732,True
no_deg,Tet2,chr3,133544178,133545117,727.9119270935058,32.52824977525075,22.377838713208007,True
no_deg,Wnt7b,chr15,85537341,85537789,453.4858740234375,20.315794412295023,22.321838113748086,True
no_deg,F2r,chr13,95617986,95618798,742.9165286254882,33.42416884104411,22.226926035426313,True
no_deg,Pccb,chr9,101034544,101034960,1115.0411797485351,50.651684834798175,22.013901085132147,True
no_deg,Chmp2b,chr16,65562260,65562883,583.5310601806641,26.972682498613995,21.63415004090339,True
no_deg,Adra1b,chr11,43836436,43836673,528.8454862670899,24.77836327298482,21.34303547174465,True
no_deg,Clip4,chr17,71869551,71870004,330.777671875,15.53966423670451,21.28602438485813,True
no_deg,Pde4dip,chr3,97867932,97868364,544.8509947509766,25.611442501068115,21.27373320453363,True
no_deg,Foxc1,chr13,31806191,31806991,1076.3633873291017,50.80610502179464,21.185709608468642,True
no_deg,Rab3d,chr9,21917823,21918315,530.1783432006836,25.124777072906493,21.10181283050689,True
no_deg,Rbm43,chr2,51934710,51935070,263.4220608520508,12.50212659517924,21.07018024866466,True
no_deg,B4galnt4,chr7,141060684,141061593,493.50001220703126,23.450511649449666,21.04431747947012,True
no_deg,2510009E07Rik,chr16,21694141,21695013,1062.3578723754883,50.860223253568016,20.88779412310111,True
no_deg,Zdhhc12,chr2,30093434,30093955,830.9477520141602,39.79610886319478,20.880125614056148,True
no_deg,Cul1,chr6,47453877,47455201,460.48866818237303,22.065510061264035,20.869160373081975,True
no_deg,Oxsm,chr14,16243145,16243428,400.1360107421875,19.232531792322792,20.80516569856461,True
no_deg,Chrm3,chr13,10360202,10360659,743.5840261840821,35.82955493927002,20.753370435229627,True
no_deg,Wnt7a,chr6,91409724,91409960,582.1978956298829,28.075715305964152,20.73670748136579,True
no_deg,Ung,chr5,114130344,114131638,1254.256155609131,60.49510168234507,20.733185344412338,True
no_deg,Clec11a,chr7,44304487,44304941,1328.1136572265625,64.4071770254771,20.620584825526663,True
no_deg,Hmgn3,chr9,83145857,83146719,944.9859465332031,46.27031264559428,20.423158878810426,True
no_deg,Ttc39a,chr4,109406683,109407333,622.2108915405273,30.518380501429238,20.388070445330083,True
no_deg,Ip6k1,chr9,108002298,108003188,1593.0371376953126,78.28913591734569,20.348125177638604,True
no_deg,Ppara,chr15,85734824,85736079,1701.5721192932128,83.83938060760498,20.29561891990964,True
no_deg,Fbxo10,chr4,45084142,45084782,550.1849487304687,27.127918116251625,20.281134231265145,True
no_deg,Agtpbp1,chr13,59556637,59557704,530.1786810302734,26.14973188082377,20.27472723034175,True
no_deg,Adamts10,chr17,33524151,33524369,510.17341369628906,25.264997641245525,20.192893778997334,True
no_deg,Sri,chr5,8056390,8056751,1153.7222012329103,57.60005734443664,20.02987938595071,True
no_deg,Ell2,chr13,75707246,75708619,827.6117243041992,41.72229103088379,19.836200358498584,True
no_deg,Prep,chr10,45066902,45067564,783.5991363525391,39.64100530020396,19.767388097710715,True
no_deg,Il17d,chr14,57524724,57525612,350.11900939941404,17.773435354232788,19.699005984008167,True
no_deg,Btbd10,chr7,113369042,113369986,1307.7732564697267,66.40124116007486,19.695012226007197,True
no_deg,Cyp2u1,chr3,131302583,131303345,858.2879037475586,43.80587458356222,19.59298637241736,True
no_deg,Ppp4r3b,chr11,29172125,29173524,1970.663014038086,101.01761869049074,19.508111947045865,True
no_deg,Plk1,chr7,122159328,122159792,736.9150366210938,37.82143503506978,19.484058072830713,True
no_deg,Nr4a2,chr2,57114259,57115087,870.2928286743164,44.670496733983356,19.482497225338346,True
no_deg,Slc2a8,chr2,32981360,32982066,974.9943853149414,50.159497672398885,19.43788176833056,True
no_deg,Itgb5,chr16,33829579,33830376,641.2164305725098,33.130666395187376,19.354166406554807,True
no_deg,Lrrc75a,chr11,62648021,62648943,656.8887240600586,34.03687823104858,19.299323504375966,True
no_deg,Noc4l,chr5,110652809,110654098,170.0574673461914,8.842645298322042,19.231515186802877,True
no_deg,Rreb1,chr13,37825913,37827866,324.77638928222655,17.010746028900147,19.092424796093756,True
no_deg,Dact1,chr12,71309568,71310456,662.2222577514649,34.781341517130535,19.039583548705465,True
no_deg,Car2,chr3,14886138,14887025,1057.0214489746095,55.913112351735435,18.90471491418956,True
no_deg,Babam2,chr5,31697439,31698239,902.6368031311035,48.59417144012451,18.575001412325566,True
no_deg,Tmem11,chr11,60878256,60879169,1418.4785719604492,76.52168419265747,18.536949191933196,True
no_deg,Jade1,chr3,41564711,41566311,317.10671353149417,17.1166966641744,18.52616306481642,True
no_deg,Zfp157,chr5,138441448,138441854,533.512109375,28.87933593559265,18.47383577533953,True
no_deg,Arfgef2,chr2,166805343,166805987,666.8908975219726,36.16747363090516,18.43896823780673,True
no_deg,Sec14l2,chr11,4118464,4118842,572.5270851135253,31.071256791750585,18.426260931470633,True
no_deg,Dcbld1,chr10,52233394,52234339,526.8441452026367,28.599204329808554,18.42163645977781,True
no_deg,Hs3st5,chr10,36506875,36507677,596.5349717407227,32.47168314870199,18.370928572101697,True
no_deg,Atg4b,chr1,93753866,93755348,766.592905456543,42.045311983108526,18.232541734130013,True
no_deg,Trim27,chr13,21179978,21181148,421.47531396484374,23.153768297195437,18.203313972693422,True
no_deg,Mak16,chr8,31168504,31169102,939.817993347168,51.81769215138754,18.13700985758784,True
no_deg,Dpysl2,chr14,66868655,66869260,1180.8981450195313,65.20493492539724,18.110563968365728,True
no_deg,Aph1b,chr9,66795188,66795964,566.1905905761719,31.285911266962685,18.09730219282627,True
no_deg,Qser1,chr2,104816114,104817238,413.4734481811523,23.028602217992145,17.9547783346619,True
no_deg,Reck,chr4,43875351,43875866,853.6212680053711,47.54749532953898,17.95302280570512,True
no_deg,Zfp638,chr6,83914265,83915013,650.8868388061524,36.41411175664266,17.87457684416585,True
no_deg,Mkrn2,chr6,115601820,115602215,337.4463474121094,18.887157566070556,17.866444235013315,True
no_deg,Dele1,chr18,38250094,38250571,1393.1356162109375,78.31792894299825,17.78820807716834,True
no_deg,Ap1g1,chr8,109778522,109779359,760.2576049804687,42.945889654159544,17.70268612672304,True
no_deg,Rbm17,chr2,11602879,11603307,556.8540130615235,31.521333701451614,17.665940735111704,True
no_deg,B230219D22Rik,chr13,55692916,55693717,514.5077324829101,29.146698577245076,17.652350269425988,True
no_deg,Itga7,chr10,128933615,128934211,671.0591530761719,38.08336057917277,17.620796664755588,True
no_deg,Smim12,chr4,127243827,127244105,701.5699678344727,39.8928701915741,17.586349752860187,True
no_deg,Acot7,chr4,152177596,152178811,968.327103302002,55.34536618073781,17.496082691725235,True
no_deg,Foxp1,chr6,99520490,99523049,427.8119525756836,24.459757517178854,17.49044127993574,True
no_deg,Mcm9,chr10,53629430,53630281,1070.3597247314453,61.758894799550376,17.33126423660091,True
no_deg,Plcd3,chr11,103080195,103080630,378.1285301513672,21.85533241526286,17.301431200712273,True
no_deg,Suox,chr10,128673785,128673993,814.608225769043,47.331396634419754,17.210737136301905,True
no_deg,Dpysl3,chr18,43437867,43438427,673.5591003417969,39.304585375467944,17.136908935876995,True
no_deg,P2ry1,chr3,61002583,61003400,987.5003480834961,57.70541150156657,17.112785826970278,True
no_deg,Pald1,chr10,61383143,61383688,1033.6822296142577,60.413723823229475,17.110056526871467,True
no_deg,Xiap,chrX,42067966,42068482,591.5318657226562,34.59654628817241,17.098003390150083,True
no_deg,Ctnnb1,chr9,120933178,120934555,260.0884069824219,15.228086970011395,17.079519410062,True
no_deg,Rrm1,chr7,102441612,102442102,674.5609807434082,39.67113682111105,17.003822799059282,True
no_deg,Satb1,chr17,51831760,51833245,280.7619210205078,16.572061730702718,16.941882403222408,True
no_deg,Hdlbp,chr1,93478226,93479457,2501.843437866211,147.7871921450297,16.928689161446737,True
no_deg,Armcx5,chrX,135742430,135742942,380.12921020507815,22.62318971125285,16.802635484067068,True
no_deg,Csnk1d,chr11,120990766,120991408,313.4383752441406,18.65546728102366,16.801421831066655,True
no_deg,Lonp2,chr8,86624084,86624579,934.9822296447754,55.65685946337382,16.799047568612103,True
no_deg,Dock9,chr14,121797402,121798622,934.9824534912109,55.6962416006724,16.787173184768776,True
no_deg,Dennd5b,chr6,149100691,149101866,484.830912109375,29.24088823191325,16.580580872377016,True
no_deg,Rab29,chr1,131867226,131867488,464.82280603027345,28.103406589825948,16.539731741935853,True
no_deg,Garnl3,chr2,33130203,33130597,1117.043988647461,67.79972282409669,16.475642408532863,True
no_deg,Amacr,chr15,10981770,10982073,1085.3645766601562,66.27651657295226,16.37630691506648,True
no_deg,Ndrg3,chr2,156991692,156992148,606.8715808105469,37.188869632085165,16.318634763960688,True
no_deg,Nek2,chr1,191821249,191821971,820.2770776367188,50.26730445543925,16.31830245371272,True
no_deg,Fam219b,chr9,57537457,57537810,604.5366307678223,37.1903189608256,16.255215003792,True
no_deg,Cacul1,chr19,60580385,60581305,590.1989370727539,36.40827145735423,16.21057285743615,True
no_deg,Myo5a,chr9,75070927,75071923,956.9898847961426,59.11478852907817,16.188671373245388,True
no_deg,Rps6ka1,chr4,133910569,133911216,1597.203956604004,98.88689986165365,16.151825558679157,True
no_deg,Mcat,chr15,83555241,83555754,465.1574694824219,28.853059736887616,16.121599363263872,True
no_deg,Ythdc2,chr18,44828213,44829021,438.14732263183595,27.35173559379578,16.01899525276273,True
no_deg,Tgfbr3,chr5,107288822,107289663,713.5745446777344,44.5590918674469,16.014117765246546,True
no_deg,Trim28,chr7,13023959,13025144,452.8192852783203,28.410522430419917,15.938435711181235,True
no_deg,Ror2,chr13,53285354,53286306,473.49249877929685,29.75510071436564,15.912985922131215,True
no_deg,Chst7,chrX,20059887,20061120,156.71962677001954,9.8725545129776,15.874273123942704,True
no_deg,Pde10a,chr17,8524785,8525144,1081.3650543823242,68.22398873392741,15.850217415455324,True
no_deg,Nol4l,chr2,153527857,153530609,411.8055361938477,26.05771573829651,15.803593082743827,True
no_deg,Zdhhc7,chr8,120100983,120101870,335.1128294067383,21.214548453648884,15.796368710789089,True
no_deg,Zdhhc17,chr10,111009455,111010438,748.9191690063476,47.48346581967672,15.772209464457465,True
no_deg,Clock,chr5,76303712,76305104,707.5717978515625,45.011593057632446,15.719767948350412,True
no_deg,Lin54,chr5,100499878,100500902,391.7986483764648,25.11697348912557,15.598959346996748,True
no_deg,Cdh13,chr8,118283568,118284585,516.1754538574219,33.17215695508321,15.560503182121975,True
no_deg,Ankrd6,chr4,32950491,32951079,286.7639050292969,18.429297426541645,15.560219057309428,True
no_deg,Sap30l,chr11,57801485,57802434,850.4539682617187,54.703074800809226,15.546730624530413,True
no_deg,Dock10,chr1,80758071,80758785,522.843070739746,33.69219243812561,15.518226416993398,True
no_deg,Nudt18,chr14,70577466,70578210,753.5876838378906,48.8597724870046,15.423479182968462,True
no_deg,Nprl3,chr11,32267338,32267732,625.2098022460938,40.65590203921,15.378082169794663,True
no_deg,Pwwp2a,chr11,43705280,43705531,316.7732208251953,20.619330967267352,15.362924302833322,True
no_deg,Flrt2,chr12,95695187,95695876,380.12815551757814,24.7484542687734,15.359672623967004,True
no_deg,Pm20d2,chr4,33188856,33189680,515.173598022461,33.56131297302246,15.350221799623041,True
no_deg,Kank2,chr9,21795115,21795543,392.79922778320315,25.6169815826416,15.333548432160681,True
no_deg,Plch1,chr3,63898684,63899161,601.8694522705078,39.26647043037414,15.327821565671929,True
no_deg,Slc12a6,chr2,112265478,112266086,784.2643840942383,51.446438097635905,15.244289266554242,True
no_deg,Matn2,chr15,34306631,34307128,657.2212157592774,43.125456309318544,15.239750996379952,True
no_deg,Kcnk5,chr14,20181555,20182044,514.5082138671875,33.87962057177226,15.186362928038935,True
no_deg,Atp2c1,chr9,105494545,105495594,399.4674132080078,26.334703073819473,15.168859587603878,True
no_deg,Arf1,chr11,59227397,59228536,406.8035046386719,26.979695952097575,15.078135252559967,True
no_deg,Ankrd27,chr7,35586064,35586613,1375.1302305908202,91.28701358032227,15.063810027927586,True
no_deg,Ccnh,chr13,85189330,85189666,730.245736694336,48.59777480951946,15.026320434558118,True
no_deg,Mrpl1,chr5,96209932,96210313,563.5241311645508,37.69038738632202,14.951401942052092,True
no_deg,Trim23,chr13,104178699,104179120,1056.0221352539063,70.65641608047486,14.945877442342093,True
no_deg,Letm1,chr5,33782232,33782883,810.2721081542969,54.21546578629812,14.945405271406468,True
no_deg,Wdr35,chr12,8973788,8974262,356.78668029785155,24.0013907289505,14.86525028183034,True
no_deg,Actr3b,chr5,25759911,25760231,907.972943786621,61.10363213030498,14.8595576421766,True
no_deg,Ddx31,chr2,28839843,28841000,466.82381103515627,31.473294086138406,14.832378516132401,True
no_deg,Mgat5,chr1,127204918,127205651,643.5515902709961,43.61002252260844,14.756965326889345,True
no_deg,Pank1,chr19,34878280,34879247,817.2768101196289,55.74526083374024,14.660920011786292,True
no_deg,Wdr43,chr17,71616052,71616998,535.1815336608887,36.63869932810466,14.60700143496535,True
no_deg,Slc35e4,chr11,3913417,3913970,889.6334591064453,61.047699142456054,14.572759851775372,True
no_deg,Stk32c,chr7,139187769,139188689,372.4591719970703,25.584679896672565,14.557898457252568,True
no_deg,Smc5,chr19,23273561,23274010,453.48587921142575,31.16577290534973,14.550766335513632,True
no_deg,Vav2,chr2,27425709,27427352,473.49299774169924,32.579806378682456,14.533327553828377,True
no_deg,Sox6,chr7,116033774,116034170,802.9374696655274,55.41696578089395,14.489018991767955,True
no_deg,Nfkb1,chr3,135690883,135691635,423.4757846069336,29.24564380264282,14.479961100007163,True
no_deg,Vrk2,chr11,26593361,26593788,391.46502947998044,27.06211739476522,14.465424998699612,True
no_deg,Actn1,chr12,80168329,80168631,250.08431365966797,17.432873741785684,14.34555870500163,True
no_deg,Gfer,chr17,24695752,24696608,533.5126556396484,37.235204744338986,14.328178381260559,True
no_deg,Limk1,chr5,134688222,134689139,1307.1067166137695,91.29367412567137,14.317604468568726,True
no_deg,Cab39,chr1,85793327,85794491,350.7850834350586,24.582201664288835,14.26988063256566,True
no_deg,Dffa,chr4,149104062,149104416,399.46770373535156,28.086386663436887,14.22282291140648,True
no_deg,Zfp74,chr7,29953578,29954028,574.5275551452637,40.595130463918046,14.15262245938384,True
no_deg,Dip2b,chr15,100038537,100039329,841.2849675598145,60.070999116261795,14.004843933619053,True
no_deg,Pex11a,chr7,79742694,79743167,186.7294775390625,13.344683723449705,13.99279903583893,True
no_deg,Ppp1r8,chr4,132843061,132843386,644.8832805786133,46.104244066874195,13.987503615571924,True
no_deg,Rps6kc1,chr1,190911493,190911931,894.3022316894532,64.04056093533835,13.96462208681196,True
no_deg,Csgalnact2,chr6,118138867,118139255,639.2156162719726,45.78333716996511,13.961752370714303,True
no_deg,Nudc,chr4,133545659,133546166,750.2520755004883,53.82965827306111,13.937522539985167,True
no_deg,Cep85l,chr10,53379252,53379454,402.9699748535156,29.216503385861714,13.79254627193063,True
no_deg,Stxbp6,chr12,45074002,45074634,769.5933983154297,56.31345075162252,13.66624470785527,True
no_deg,Engase,chr11,118476739,118477243,793.1007590942382,58.172056114832564,13.63370683560926,True
no_deg,Slc29a4,chr5,142701967,142702542,533.5140664672851,39.402084229151406,13.540249885374536,True
no_deg,Pkd2,chr5,104459460,104460421,380.1281359863281,28.124984334309897,13.515674585553697,True
no_deg,Phc2,chr4,128654527,128655199,533.5144439697266,39.59619343312581,13.473882151595747,True
no_deg,Nsfl1c,chr2,151494132,151494799,516.8409259033203,38.36689709186553,13.47101186384186,True
no_deg,Exoc8,chr8,124896710,124898512,419.4744334716797,31.168175871213275,13.458421025501963,True
no_deg,Adck1,chr12,88360491,88360828,465.65696337890626,34.67398920726776,13.429575714388909,True
no_deg,Hsd17b4,chr18,50128201,50128593,630.2130169677735,47.0970809173584,13.381148145330132,True
no_deg,Plekhm2,chr4,141663589,141664374,210.0706674194336,15.705042886098227,13.376000877105769,True
no_deg,Setdb2,chr14,59440675,59441049,964.9913153076172,72.2445005346934,13.357297900401528,True
no_deg,Gls,chr1,52232207,52233503,730.2446566772461,54.69793165206909,13.350498540279315,True
no_deg,Zc2hc1a,chr3,7503335,7503745,370.1255224609375,27.804151846567787,13.311879625151258,True
no_deg,Uprt,chrX,104482935,104483161,480.4953656616211,36.22826390838623,13.262997279601757,True
no_deg,Gucy1b1,chr3,82073785,82074134,380.4615174865723,28.728260918299355,13.243458020956137,True
no_deg,Dlc1,chr8,36613577,36614123,793.6009851074218,60.40493292808532,13.138016162558081,True
no_deg,Etv1,chr12,38778640,38779114,1071.3613932495118,81.77826006062826,13.100809340468146,True
no_deg,B3glct,chr5,149678134,149678892,511.1735930480957,39.33381367206574,12.995780101819195,True
no_deg,Tbc1d30,chr10,121351001,121351542,233.41201171875,17.96228368314107,12.994562152351731,True
no_deg,Shmt1,chr11,60811138,60811369,463.489114074707,35.84397553825379,12.930739604485481,True
no_deg,Pde10a,chr17,8800757,8802426,996.3353334655761,77.36747163581849,12.877961660108161,True
no_deg,Smarca2,chr19,26604478,26607883,613.5410894775391,47.67111241022746,12.87029100973756,True
no_deg,Gpc6,chr14,116925377,116926927,434.14615100097654,33.74271265920003,12.866367780973459,True
no_deg,Wnt7a,chr6,91394412,91394653,126.70928833007812,9.89757077407837,12.802059335804739,True
no_deg,Ywhab,chr2,163995281,163995733,722.5760495910645,56.62318994394938,12.761132855749278,True
no_deg,Zfp219,chr14,52019651,52020333,814.9423274536133,63.90201781590779,12.752998345081073,True
no_deg,Ndufaf4,chr4,24897928,24898446,486.8321228027344,38.230296826044714,12.734196781623622,True
no_deg,Alkbh2,chr5,114127428,114128285,393.46568481445314,31.02064973386129,12.683992378952553,True
no_deg,Pawr,chr10,108332143,108333308,231.74466873168944,18.334775218963625,12.639624209409252,True
no_deg,Plekhh1,chr12,79029008,79029561,398.4676539306641,31.627841435750327,12.598635753885459,True
no_deg,Mrpl44,chr1,79775983,79776386,435.4799523925781,34.60327351252238,12.58493512860813,True
no_deg,Cers6,chr2,68861288,68862296,485.4969232177734,38.57799203618367,12.584815787260482,True
no_deg,Aff4,chr11,53350332,53351295,280.09441040039064,22.37304116090139,12.51928195125646,True
no_deg,Wnt7a,chr6,91410967,91411539,447.1508125,35.73864544614156,12.51168887119295,True
no_deg,Cisd2,chr3,135422919,135423611,570.1923724365234,45.60118360042572,12.50389414083542,True
no_deg,Usp7,chr16,8737708,8739261,136.71286590576173,10.954590120315553,12.479961769836045,True
no_deg,Ank2,chr3,127498423,127499274,186.7294775390625,14.998023931503297,12.450272008623607,True
no_deg,Pdia3,chr2,121413518,121414456,1021.3434349365234,82.15967063522338,12.431201671573577,True
no_deg,Spin1,chr13,51100417,51101588,372.12546362304687,30.051256654103597,12.383025039727645,True
no_deg,Tnfaip3,chr10,19015098,19015597,596.8688262939453,48.31263779417674,12.354300107494598,True
no_deg,Nfyb,chr10,82763362,82764321,774.2605299072266,62.90318168926239,12.30876577487007,True
no_deg,Dgkq,chr5,108660567,108661067,366.79096649169924,29.817951690355937,12.301011494707431,True
no_deg,Rbfox2,chr15,77306231,77307249,1277.0959304809571,103.92911069234214,12.288144505166617,True
no_deg,Ogfod1,chr8,94037247,94037528,1126.3795943603516,92.00458392333985,12.242646467472476,True
no_deg,Xrcc1,chr7,24547005,24547384,356.7877209472656,29.241945224761963,12.201230739093894,True
no_deg,Scn5a,chr9,119578474,119579349,205.0690432739258,16.817220670700074,12.193991343124184,True
no_deg,Fbxl4,chr4,22357541,22357945,563.52353515625,46.34364737351735,12.159671650666631,True
no_deg,Ash1l,chr3,88949895,88951000,928.6481679077149,76.39840326436361,12.155334774396877,True
no_deg,Slc25a17,chr15,81360570,81360946,1302.773351989746,107.19533615048726,12.153265233114567,True
no_deg,Usp39,chr6,72344886,72345318,392.79879949951174,32.333256175994876,12.148445469316409,True
no_deg,Fndc3b,chr3,27709973,27711161,510.50613568115233,42.10691681989034,12.124044556974093,True
no_deg,Wipf1,chr2,73528866,73529809,649.5525997314453,53.750543454170234,12.0845773454417,True
no_deg,Dnal1,chr12,84114241,84114599,373.458955078125,30.922757968902587,12.07715545468788,True
no_deg,A430005L14Rik,chr4,153956902,153957585,441.48207635498045,36.60640647029877,12.060240786354825,True
no_deg,Rnf220,chr4,117484423,117484961,626.2110153808594,52.135591723124186,12.011199924736065,True
