category,gene,chromosome,start,end,bm3_signal,avg_bg_signal,fold_change,is_higher_than_bg
up,Arhgef4,chr1,34678070,34678419,956.3228526611329,44.8377826868693,21.328504563656555,True
up,Arhgef4,chr1,34750258,34751085,0.0,8.278100218772886,0.0,False
up,Arhgef4,chr1,34801701,34802059,150.05047821044923,13.235575319925942,11.33690637418312,True
up,Arsb,chr13,93771714,93772156,306.7697247314453,42.168617078463235,7.27483484129058,True
up,Asap3,chr4,136206183,136206663,716.9088327026367,64.23466405391693,11.160778113525772,True
up,Atrn,chr2,130906267,130906976,0.0,53.58852453581492,0.0,False
up,Auts2,chr5,131439468,131439909,0.0,16.93814136568705,0.0,False
up,Auts2,chr5,131537191,131538947,145.71612451171876,40.9047672217687,3.5623262130231987,True
up,Auts2,chr5,131616397,131616748,145.38223608398437,27.952662275950114,5.201015726114511,True
up,Auts2,chr5,132541593,132544113,278.7606885375977,18.3207592792511,15.21556417442283,True
up,Axin2,chr11,108920190,108922170,130.0441439819336,36.86882208824158,3.527211790783195,True
up,Axin2,chr11,108922545,108923014,0.0,23.38470599269867,0.0,False
up,Azin2,chr4,128924994,128925215,0.0,14.246724308649698,0.0,False
up,Azin2,chr4,128962006,128962362,180.06084777832032,38.733326604207356,4.648731817389562,True
up,BC034090,chr1,155244091,155244947,0.0,15.011859722455343,0.0,False
up,Bag3,chr7,128523328,128524433,60.02028259277344,55.438581174214676,1.0826446370292353,False
up,Bbc3,chr7,16299595,16300104,0.0,74.70671667639414,0.0,False
up,Bbc3,chr7,16309424,16310589,240.08113037109376,31.529580219268798,7.614472780845082,True
up,Bbc3,chr7,16313668,16314092,80.02704345703125,29.015669867197673,2.7580629302479807,True
up,Bcl9l,chr9,44482651,44483484,479.1618016052246,41.78529954942068,11.467233854300988,True
up,Bcl9l,chr9,44498438,44499178,676.8949784545898,93.73307997131349,7.221516445013329,True
up,Bcor,chrX,11999031,11999458,55.35203839111328,13.102828554153442,4.2244343015208985,True
up,Bcor,chrX,12006280,12007396,0.0,25.86851775105794,0.0,False
up,Bcor,chrX,12076861,12081915,0.0,11.437008338928223,0.0,False
up,Bcor,chrX,12086982,12092060,0.0,13.908609358469645,0.0,False
up,Bcor,chrX,12127757,12128822,502.1687971801758,10.672552461942038,47.05236155745242,True
up,Bcor,chrX,12133306,12133812,0.0,10.986590324719748,0.0,False
up,Bcor,chrX,12136636,12137563,0.0,18.99843363126119,0.0,False
up,Bcor,chrX,12155820,12156282,0.0,12.749934511502586,0.0,False
up,Bcor,chrX,12158454,12160573,0.0,22.18069446150462,0.0,False
up,Bcor,chrX,12252439,12252771,0.0,23.415110397338868,0.0,False
up,Bhlhe41,chr6,145862743,145863901,464.8237734375,26.870484557469684,17.298674776160087,True
up,Bhlhe41,chr6,145865536,145866825,56.68578094482422,47.64929593404134,1.1896457194937708,False
up,Bicdl1,chr5,115730913,115732860,0.0,9.238721663157145,0.0,False
up,Bmyc,chr2,25706654,25707411,0.0,20.930678128560384,0.0,False
up,Bptf,chr11,107131627,107132223,251.75142959594726,21.397360843022664,11.765536481011365,True
up,Brsk2,chr7,141949309,141949612,0.0,40.60541248003642,0.0,False
up,Brsk2,chr7,141950083,141950681,190.06422821044922,12.430214480717979,15.290502710575188,True
up,Btbd9,chr17,30575621,30576642,146.71624633789062,33.252350677490234,4.412206756775495,True
up,C2cd2,chr16,97922153,97922819,152.0512829589844,27.168984593073528,5.596502233570717,True
up,Cachd1,chr4,100776432,100778008,0.0,29.040780839920046,0.0,False
up,Cacna1a,chr8,84638667,84638870,30.01014129638672,18.824801317214966,1.5941810375944285,False
up,Cacna1a,chr8,84639334,84639944,476.82797973632813,48.9522523358663,9.740674983957096,True
up,Cacna1b,chr2,24678983,24679525,0.0,20.984036578496298,0.0,False
up,Cacna1b,chr2,24762066,24763472,0.0,25.16433506902059,0.0,False
up,Cacnb2,chr2,14604008,14605030,0.0,9.557889940897624,0.0,False
up,Cadps,chr14,12821819,12823224,0.0,5.57400397014618,0.0,False
up,Carmil1,chr13,24280420,24281398,426.14310900878905,43.618184992790226,9.769849641364662,True
up,Cask,chrX,13845930,13847105,726.9128289794921,55.958954780896505,12.990107335379477,True
up,Castor2,chr5,134099625,134100114,283.42891510009764,43.084558917681385,6.578433717787971,True
up,Ccdc120,chrX,7750510,7751053,173.39192749023437,10.46683527469635,16.56584086208088,True
up,Ccdc122,chr14,77036339,77036901,270.0912509155273,28.47556592941284,9.485017842491622,True
up,Ccdc136,chr6,29396379,29396656,0.0,72.33088759295146,0.0,False
up,Ccdc157,chr11,4160219,4160617,482.16389294433594,38.8589596341451,12.408049455875341,True
up,Ccdc85a,chr11,28583291,28583837,0.0,11.008482383728028,0.0,False
up,Ccdc97,chr7,25718816,25719131,0.0,39.67349320062001,0.0,False
up,Ccnd3,chr17,47593321,47593824,210.0706985473633,39.36204983011881,5.336884116909548,True
up,Ccnd3,chr17,47594793,47595003,250.08412689208984,25.657968026479086,9.74684069424369,True
up,Ccne1,chr7,38084896,38085332,24.67500506591797,68.86948482322693,0.35828647664859653,False
up,Ccne1,chr7,38106954,38108064,993.1682052612305,64.1963341849645,15.47079312036234,True
up,Cd14,chr18,36725676,36726233,0.0,33.22021136220296,0.0,False
up,Cd81,chr7,143052674,143053288,1411.641140991211,70.32639208475749,20.07270811347607,True
up,Cdc42bpb,chr12,111299424,111299678,0.0,30.248702412287397,0.0,False
up,Cdc42bpb,chr12,111376967,111378223,171.72447952270508,57.79350910504659,2.9713454362249467,True
up,Cdh2,chr18,16806909,16807133,140.04710815429686,51.868216346740724,2.7000563739858987,True
up,Cdh2,chr18,16808083,16809635,587.1986405944824,40.69139073975881,14.43053751467731,True
up,Cdh22,chr2,165215278,165215521,1405.4749904785156,41.320540658632915,34.013954514529715,True
up,Cdh22,chr2,165233432,165235092,74.0250151977539,20.08663444073995,3.6852871204553557,True
up,Cdk12,chr11,98202611,98203726,0.0,44.12540449396769,0.0,False
up,Celf5,chr10,81482358,81482796,34.34493948364258,29.20004110876719,1.1761949017712394,False
up,Celsr2,chr3,108412815,108413074,0.0,32.83619676272074,0.0,False
up,Celsr2,chr3,108414221,108414553,105.7023865661621,37.86800071398417,2.7913379257735027,True
up,Celsr2,chr3,108415472,108416111,0.0,28.496891116460162,0.0,False
up,Celsr3,chr9,108825097,108825321,189.7307821960449,38.263704628626506,4.958505299931158,True
up,Celsr3,chr9,108825791,108826198,172.0581434326172,22.57087416712443,7.6230163775946345,True
up,Celsr3,chr9,108827073,108828002,206.73652893066406,25.263860246340432,8.183093435240588,True
up,Celsr3,chr9,108831849,108832944,446.816750793457,68.62096819241842,6.511373455713257,True
up,Cemip,chr7,84086232,84086786,0.0,36.87749397087097,0.0,False
up,Cep126,chr9,8134104,8134575,0.0,13.006982402483622,0.0,False
up,Chrna4,chr2,181038876,181039235,86.69596374511718,22.83381674925486,3.7968231372421055,True
up,Chsy3,chr18,59175008,59176469,229.41056115722657,43.600654688517245,5.2616311107283575,True
up,Ckb,chr12,111670537,111672509,0.0,34.391261180877684,0.0,False
up,Clec2l,chr6,38662933,38663383,70.02366302490235,17.62247244199117,3.9735436247894818,True
up,Clstn2,chr9,98032720,98033588,229.4105009765625,14.672625029881795,15.635273204989051,True
up,Cmpk2,chr12,26469171,26469850,0.0,25.416400000254313,0.0,False
up,Col27a1,chr4,63213962,63216015,17.339192749023436,34.42576128896078,0.5036691157962438,False
up,Comt,chr16,18426235,18426661,0.0,40.02997933133443,0.0,False
up,Cpped1,chr16,11909092,11909407,273.42530639648436,51.46317725531261,5.313028090745375,True
up,Cpxm1,chr2,130361847,130362462,0.0,16.54369739850362,0.0,False
up,Cpxm1,chr2,130397413,130397861,26.67568115234375,36.485624624888096,0.7311285314859965,False
up,Crebbp,chr16,4212834,4214506,0.0,6.555589825312296,0.0,False
up,Crybg1,chr10,44003488,44004455,43.681385345458985,14.391794274012248,3.0351590992608855,True
up,Crybg1,chr10,44148521,44149102,0.0,11.87008329963684,0.0,False
up,Csmd1,chr8,17534717,17535731,340.78130169677735,9.052119959513346,37.64657375520443,True
up,Ctnnd2,chr15,30172358,30173548,224.74226403808595,68.18344468657175,3.296141241780754,True
up,Ctnnd2,chr15,30646537,30647251,74.02516198730468,19.406504747390745,3.814451028192367,True
up,Ctsa,chr2,164832787,164833426,377.461290222168,38.73823533503215,9.743894809808706,True
up,Ctsa,chr2,164833897,164834185,133.3781982421875,37.99759888362885,3.510174383667519,True
up,Ctsd,chr7,142387671,142388028,140.04730529785155,65.69723132546743,2.1317078737161705,True
up,Cux1,chr5,136565439,136569059,0.0,29.037106650034588,0.0,False
up,Cux1,chr5,136623234,136623482,888.2990093994141,13.21326012547811,67.22784543434331,True
up,Cxxc4,chr3,134235994,134236297,0.0,23.749206875165303,0.0,False
up,Dab2,chr15,6386350,6386893,0.0,22.072991211891175,0.0,False
up,Dag1,chr9,108263276,108263928,70.69055505371094,49.72692549959819,1.4215750188352614,True
up,Dbn1,chr13,55487321,55488154,740.9155557861328,38.51213116137186,19.23849793410758,True
up,Ddit4l,chr3,137623639,137623919,363.1223683166504,36.87506388982137,9.847369197830275,True
up,Dennd1a,chr2,38286852,38287493,759.2566530761719,57.69879577064514,13.158968795366984,True
up,Dennd4b,chr3,90265112,90265940,140.04710815429686,20.205856098175047,6.931015814120622,True
up,Dlgap3,chr4,127168784,127169662,0.0,23.280468357404075,0.0,False
up,Dlgap3,chr4,127214657,127214981,0.0,10.92741998545329,0.0,False
up,Dock3,chr9,107231268,107232140,0.0,7.353613299051921,0.0,False
up,Dock5,chr14,67933026,67933976,339.44765979003904,30.276426054318748,11.211615901462018,True
up,Dock6,chr9,21852370,21852764,348.1173119506836,37.780923612594606,9.214102744556397,True
up,Dpf1,chr7,29303883,29305174,0.0,34.25831255086263,0.0,False
up,Dpf1,chr7,29307883,29308280,0.0,36.882745831489565,0.0,False
up,Dpf1,chr7,29309299,29309612,0.0,16.451842168172202,0.0,False
up,Dusp14,chr11,84068107,84068552,0.0,24.037243447621666,0.0,False
up,Dusp15,chr2,152951258,152951798,326.77738525390623,38.00002898089091,8.599398316728466,True
up,Dyrk3,chr1,131137776,131138378,146.71601806640626,52.74125474421183,2.781807501129044,True
up,E030030I06Rik,chr10,22148532,22151691,356.78701751708985,16.176484826405844,22.055905306119723,True
up,Ece1,chr4,137861990,137862614,538.1820263061524,76.79416413370768,7.008110998761756,True
up,Ece1,chr4,137913447,137913936,410.1394110107422,24.547138032277427,16.708237452017553,True
up,Efnb2,chr8,8659823,8661897,93.36504272460938,40.49771494865417,2.3054397721694695,True
up,Efr3b,chr12,3981728,3982058,239.41408349609375,34.976988710721336,6.844902672330601,True
up,Efr3b,chr12,4038394,4039169,410.1384310913086,35.38939863109589,11.589302077908975,True
up,Elmo2,chr2,165326173,165326655,728.5786834716797,100.28920080566407,7.264777040984572,True
up,Eln,chr5,134747082,134747295,273.4257067871094,44.80404990450541,6.102700701608097,True
up,Epb41l1,chr2,156420600,156421386,124.7086153564453,45.15056749725343,2.7620608614505566,True
up,Erbb2,chr11,98412307,98413135,56.68582244873047,39.3586960067749,1.440236293371432,True
up,Erc2,chr14,27622255,27622859,121.04090322875976,36.221518327713014,3.341684965650697,True
up,Espn,chr4,152125093,152126645,0.0,28.741844607353205,0.0,False
up,Espn,chr4,152130681,152132303,416.8075457763672,44.42049335988363,9.383226395067195,True
up,Espn,chr4,152138441,152138880,566.8579943847657,33.25831515947977,17.044098345528834,True
up,Espn,chr4,152153751,152154043,0.0,35.98405582714081,0.0,False
up,Fam110a,chr2,151970535,151970877,0.0,20.00711886278788,0.0,False
up,Fam110a,chr2,151979936,151980339,0.0,66.32805193932852,0.0,False
up,Fam124a,chr14,62555511,62555970,380.12905151367187,71.72577840805054,5.29975498280554,True
up,Fam167a,chr14,63436314,63436646,0.0,12.86928288459778,0.0,False
up,Fam20c,chr5,138754435,138756097,668.2252430419921,35.296142775217696,18.93196226277648,True
up,Fam3a,chrX,74392977,74393208,0.0,21.19533599917094,0.0,False
up,Fat1,chr8,44934783,44935480,587.1988665161133,46.180219685236615,12.715376204757105,True
up,Fat1,chr8,44937941,44938767,232.07838452148437,69.22528981018067,3.352508673605489,True
up,Fat1,chr8,44951615,44951884,0.0,12.735225640614827,0.0,False
up,Fat1,chr8,45010417,45010638,0.0,15.747537280082701,0.0,False
up,Fat1,chr8,45023241,45024207,0.0,22.896822743733726,0.0,False
up,Fat1,chr8,45025658,45025904,0.0,35.900692185719805,0.0,False
up,Fat1,chr8,45051222,45051542,0.0,11.176163429260251,0.0,False
up,Fat4,chr3,38885050,38888327,612.8726642456055,28.331871242523192,21.6319161907579,True
up,Fbln2,chr6,91212723,91212972,63.354742736816405,54.719630841573085,1.157806472054684,False
up,Fbln2,chr6,91285181,91285721,422.4762166748047,56.73392241287231,7.446624500951999,True
up,Fbxl16,chr17,25808596,25809716,0.0,48.334493667602544,0.0,False
up,Fbxl16,chr17,25813481,25813760,246.74966674804688,25.241836398442587,9.7754245314446,True
up,Fbxl17,chr17,63498949,63499180,418.14090075683595,35.8344687722524,11.668678651673323,True
up,Fbxl17,chr17,63499398,63500633,58.35305252075195,19.811809708277384,2.945367100733459,True
up,Fbxl20,chr11,98149083,98150647,405.13709396362304,48.41014106114705,8.368847623308776,True
up,Fbxl7,chr15,26894904,26895771,361.12176962280273,63.13201521428426,5.720105217567889,True
up,Fbxo25,chr8,13907675,13908105,405.13770263671876,34.3892821820577,11.780929316637373,True
up,Fgfr2,chr7,130264991,130266512,533.1802008666992,28.315920070648193,18.82969719989374,True
up,Fhod3,chr18,24709231,24710350,0.0,14.619838075637816,0.0,False
up,Ficd,chr5,113735546,113736018,40.01352172851563,72.43050037638346,0.5524402222901439,False
up,Fnbp1,chr2,31140950,31142428,386.6301876220703,28.932248960177102,13.363295337124862,True
up,Fndc10,chr4,155694128,155695188,0.0,26.368327930450437,0.0,False
up,Foxo6,chr4,120282476,120282998,346.116383605957,61.88367306741079,5.593016161612246,True
up,Foxo6,chr4,120286819,120288121,343.44915954589845,29.381864970525104,11.68915451386204,True
up,Foxp4,chr17,47904322,47904530,0.0,7.6628961257934565,0.0,False
up,Foxp4,chr17,47922202,47922748,0.0,13.160495912233989,0.0,False
up,Foxp4,chr17,47923720,47924688,0.0,27.186961508433026,0.0,False
up,Foxp4,chr17,47925048,47925253,666.8904443359374,37.128006022771196,17.961924589403562,True
up,Foxp4,chr17,47974183,47974437,453.48643463134766,26.556115341186523,17.076535058123678,True
up,Foxp4,chr17,47975244,47975582,0.0,21.55940365378062,0.0,False
up,Fras1,chr5,96374035,96374857,254.08636682128906,24.228009627660118,10.48729840899556,True
up,Frem2,chr3,53656616,53657328,80.02704345703125,34.009299331029254,2.353092978425949,True
up,Fzd1,chr5,4756413,4758245,0.0,40.22057174237569,0.0,False
up,Fzd5,chr1,64734847,64737979,0.0,36.14627732181549,0.0,False
up,Fzd8,chr18,8693874,8694081,0.0,13.58606159369151,0.0,False
up,Fzd8,chr18,9212147,9214929,175.05894287109376,30.407956926345822,5.757011011792791,True
up,Gabrb3,chr7,57590812,57592071,293.0986731262207,29.04114068667094,10.092533082240282,True
up,Gadd45a,chr6,67036551,67037372,688.9006911926269,82.96828443654378,8.30318109951418,True
up,Gan,chr8,117157620,117158649,594.8684001464844,36.904393073399866,16.11917581094855,True
up,Gfra1,chr19,58453676,58453905,0.0,47.3161531384786,0.0,False
up,Gfra1,chr19,58454353,58455912,364.78911071777344,24.50451743634542,14.886606588575928,True
up,Gfra2,chr14,70889700,70890049,0.0,47.047483612060546,0.0,False
up,Gfra2,chr14,70890502,70890733,0.0,34.88629936599732,0.0,False
up,Gfra2,chr14,70890937,70891230,0.0,23.07804446188609,0.0,False
up,Gjc1,chr11,102818491,102819658,0.0,6.048798561096191,0.0,False
up,Glis3,chr19,28679626,28680390,846.6198982543946,57.02450779978434,14.846597207413273,True
up,Gmpr,chr13,45507386,45507769,1177.0641882324219,57.56760240936279,20.44664253797348,True
up,Gnaz,chr10,74966903,74967475,595.5342763977051,56.24352985509237,10.58849396423124,True
up,Gnb1l,chr16,18498666,18499327,288.76354754638675,60.77972376823425,4.750984862114581,True
up,Gpc1,chr1,92831246,92831553,210.40443508911133,37.65720305538178,5.587362257883924,True
up,Gpc1,chr1,92831686,92832865,366.79107788085935,32.21662354310354,11.385149576277573,True
up,Gprin1,chr13,54749313,54750035,0.0,24.880509232203163,0.0,False
up,Gpsm1,chr2,26315401,26315896,80.02704345703125,50.40461134465536,1.5876928979736475,True
up,Gramd1b,chr9,40455338,40456147,60.02028259277344,22.957297307968144,2.614431559064284,True
up,Gramd1b,chr9,40531185,40531461,0.0,33.64204395834605,0.0,False
up,Grid1,chr14,34819065,34820630,0.0,29.200783832550048,0.0,False
up,Grid1,chr14,34822879,34823080,0.0,26.37782364845276,0.0,False
up,Grin3a,chr4,49844690,49845920,528.5117436218262,23.412128324508668,22.5742716038576,True
up,Grina,chr15,76246768,76247202,275.0925675964356,60.051343297958375,4.580956103371432,True
up,Gse1,chr8,120228798,120230336,67.68949630737305,16.28232019996643,4.157238985357418,True
up,Gse1,chr8,120449898,120450261,497.16884060668946,29.278956477801007,16.980415302151822,True
up,Gse1,chr8,120487474,120489709,0.0,24.40887206427256,0.0,False
up,Gse1,chr8,120505150,120505361,278.4271481323242,36.34129701932271,7.661453249296088,True
up,Gse1,chr8,120535770,120538261,346.7837014770508,48.75930262724558,7.112154661606583,True
up,Gse1,chr8,120577725,120578023,0.0,15.255418704986573,0.0,False
up,Gsn,chr2,35256331,35256765,213.40582611083985,42.683245677948,4.999756291286313,True
up,Gsn,chr2,35282321,35282631,0.0,10.101964756647746,0.0,False
up,Gtf3c1,chr7,125707321,125708258,0.0,66.17565013694762,0.0,False
up,Gtse1,chr15,85859679,85860044,180.06059875488282,74.61712181345622,2.4131270997698984,True
up,Gucy1a2,chr9,3532193,3532626,156.71962677001954,21.228267529805503,7.382591469133206,True
up,Gulp1,chr1,44551578,44552491,926.9794696044922,23.200938893636067,39.95439468437888,True
up,H13,chr2,152669387,152669832,374.2926921386719,37.601216804822286,9.954270737607342,True
up,H13,chr2,152707611,152707865,0.0,22.842688793818155,0.0,False
up,Helz,chr11,107546798,107548453,0.0,20.347233430544538,0.0,False
up,Herc2,chr7,56049966,56050397,1167.0591995239258,94.83746190802258,12.305888159003977,True
up,Hivep3,chr4,119733555,119734333,847.6174989013672,64.82773619588217,13.07492053000622,True
up,Hivep3,chr4,119814814,119815045,0.0,18.475445879936217,0.0,False
up,Hivep3,chr4,120032845,120033243,298.7674877929687,54.76475583775838,5.455470096097443,True
up,Hs3st1,chr5,39644402,39644902,113.37164489746094,69.68531596883138,1.6269086725267838,True
up,Hs3st3a1,chr11,64435072,64436635,316.7741302490234,32.489768266995746,9.749965824496623,True
up,Huwe1,chrX,151802982,151803955,230.74433068847657,57.03071474838257,4.045965962490776,True
up,Hykk,chr9,54917237,54917459,1078.6972247314452,70.70718842569987,15.255835350672383,True
up,Igfbp2,chr1,72824693,72824937,180.06084777832032,30.097100610733033,5.982664247535797,True
up,Igfbp2,chr1,72825362,72825653,193.73186447143556,30.196335648854575,6.415740860887679,True
up,Igfbp3,chr11,7213334,7214110,764.9231657714844,32.16903264109293,23.778245815025425,True
up,Igsf9b,chr9,27299011,27300603,770.5938810424805,21.67511147054036,35.552014673134664,True
up,Il1r1,chr1,40266556,40266876,326.7775183105469,43.687177001317345,7.47994127202802,True
up,Il6ra,chr3,89912795,89913379,263.4219674682617,47.17319800408681,5.584144781649961,True
up,Ildr2,chr1,166253979,166254247,133.37840576171874,27.05367858664195,4.930139364765566,True
up,Ildr2,chr1,166308841,166309482,0.0,19.83477402305603,0.0,False
up,Inhbb,chr1,119420294,119422877,0.0,19.728657630284626,0.0,False
up,Insyn2a,chr7,134937519,134938313,126.70948547363281,33.57560027503967,3.773856146596715,True
up,Ipo4,chr14,55635503,55635849,181.3944139404297,29.344461184183757,6.181555449319297,True
up,Iqck,chr7,118855576,118856223,196.0660914916992,46.37927881368001,4.227450199891156,True
up,Iqsec1,chr6,90716274,90716611,0.0,29.800852399826045,0.0,False
up,Iqsec1,chr6,90736183,90737219,638.2155872497559,19.612705117543538,32.54092606934027,True
up,Iqsec1,chr6,90810022,90810275,0.0,25.676742675145466,0.0,False
up,Iqsec1,chr6,90987727,90988765,539.5152850952148,19.43850169499715,27.754983051706546,True
up,Irf1,chr11,53769896,53770657,68.02288940429688,34.44274991544088,1.9749552393841188,True
up,Jcad,chr18,4634916,4635554,384.2966976928711,30.884781764348347,12.442914462697663,True
up,Kazn,chr4,142238827,142239522,0.0,25.46347342554728,0.0,False
up,Kcnb1,chr2,167188125,167190391,0.0,25.12223504193624,0.0,False
up,Kcnd3,chr3,105452012,105453070,167.38986706542968,20.138348717371624,8.31199565637856,True
up,Kcnd3,chr3,105458909,105459252,0.0,24.910645214716595,0.0,False
up,Kcng1,chr2,168262792,168263124,0.0,12.826288820266726,0.0,False
up,Kcng1,chr2,168268518,168269229,0.0,6.318121150970459,0.0,False
up,Kcng1,chr2,168280659,168281123,306.1031102294922,19.735191982905068,15.510521027342602,True
up,Kcng1,chr2,168281225,168281610,195.3991641845703,29.465433252334595,6.63147093447501,True
up,Kcnk1,chr8,125995100,125995926,0.0,21.987107119242353,0.0,False
up,Kcnn2,chr18,45559315,45560643,0.0,22.907575495402018,0.0,False
up,Kcnq3,chr15,66285781,66286905,0.0,15.193402424494428,0.0,False
up,Kcnt1,chr2,25863731,25864418,297.43341320800783,32.60840738677978,9.121371972572765,True
up,Kdm5b,chr1,134556259,134556601,640.2150741577149,66.9986377175649,9.555643158843973,True
up,Kdm5b,chr1,134556778,134557124,854.2870816955566,89.0681738541921,9.59138427036863,True
up,Kdm5b,chr1,134560080,134561744,0.0,20.193897418340047,0.0,False
up,Kirrel3,chr9,34486091,34486336,216.7396435546875,15.401586080869038,14.072553464081793,True
up,Kirrel3,chr9,34488869,34489096,210.73738134765625,27.69760532951355,7.608505458885366,True
up,Klc2,chr19,5117398,5118509,973.6609936523438,35.11137963517507,27.73063900562075,True
up,Klhl29,chr12,5209990,5210228,0.0,22.891015424728394,0.0,False
up,Klhl29,chr12,5373700,5376059,544.850341217041,16.440520544052124,33.140698906529316,True
up,Kmt2b,chr7,30588280,30588541,526.8440872192383,32.09130123138428,16.41703723450146,True
up,Lamc1,chr1,153332003,153333079,985.6655882568359,70.73016909027099,13.935575171591315,True
up,Lamp1,chr8,13159101,13159386,113.37164489746094,19.681481280326842,5.7603207442919775,True
up,Large1,chr8,73352585,73353911,276.09338739013674,87.04488082504271,3.171850943711155,True
up,Lhfpl2,chr13,94057450,94058115,688.23180078125,45.99033020019531,14.964706663017767,True
up,Lhfpl2,chr13,94174104,94174682,880.6297247314453,38.66421682103475,22.77634973980258,True
up,Lhx2,chr2,38339362,38339891,560.1895565795899,11.575906639099122,48.39271549473949,True
up,Lhx2,chr2,38348031,38348469,110.03718475341798,21.91045368512472,5.0221317337725235,True
up,Lhx2,chr2,38350967,38351995,424.30987780761717,77.32784121513366,5.4871553523283465,True
up,Lingo1,chr9,56635027,56636120,383.4632360839844,46.77701642290751,8.197684790691264,True
up,Lonrf2,chr1,38835801,38836776,560.1890341186523,24.22402764574687,23.12534654892567,True
up,Lrch1,chr14,74946850,74947938,313.43876586914064,24.370384488423667,12.861461665409061,True
up,Lrfn3,chr7,30355730,30356092,0.0,28.33866987895966,0.0,False
up,Lrfn3,chr7,30360397,30360802,0.0,22.065601560592654,0.0,False
up,Lrfn3,chr7,30362740,30363162,0.0,8.975172788619995,0.0,False
up,Lrp4,chr2,91457478,91458062,26.67568115234375,33.64251686096191,0.7929157400021299,False
up,Lrrc7,chr3,158561302,158562304,178.06013330078125,18.869197635014853,9.436550336955602,True
up,Lrrk1,chr7,66387620,66388412,0.0,30.053639965057375,0.0,False
up,Lrrn2,chr1,132880310,132880946,741.5828450927735,44.815615465799965,16.54742074575983,True
up,Ltbp3,chr19,5741653,5742295,86.69596374511718,32.002852481206254,2.7090073860144055,True
up,Ltbp3,chr19,5756849,5757201,0.0,9.860809971491497,0.0,False
up,Ltbp3,chr19,5757745,5758088,0.0,33.13704401143392,0.0,False
up,Lypd1,chr1,125911448,125912249,40.68041375732422,37.682701515833536,1.0795514153949686,False
up,Magee1,chrX,105120300,105121742,110.03718475341798,19.179814064661663,5.73713511415936,True
up,Man2b1,chr8,85083242,85083513,212.40511117553712,19.932521138827006,10.656209001167866,True
up,Map1b,chr13,99514930,99516695,285.42934423828126,32.77943968518574,8.707572398416483,True
up,Map3k20,chr2,72285614,72286304,40.01352172851563,31.14132400894165,1.2849011081554045,False
up,Mast2,chr4,116463661,116464390,210.0706674194336,31.310635878245037,6.709243090313376,True
up,Mcoln1,chr8,3500174,3500966,756.9206988525391,23.19386535008748,32.63452156109392,True
up,Mdga2,chr12,67220630,67222891,660.2228997802735,48.49483474731445,13.614293217420137,True
up,Me3,chr7,89632808,89633177,0.0,22.212277051925657,0.0,False
up,Meis3,chr7,16175321,16175588,0.0,20.97558526357015,0.0,False
