gene,chr,cpg_start,cpg_end,mecp2_enrichment,exo_signal,endo_signal,binding_type,distance_to_gene,baseMean,log2FoldChange,padj
1110037F02Rik,chr4,11485725,11486328,1.1804910627522385,843.3489848803089,714.4052263420745,both,233,,,
1110038F14Rik,chr15,76948411,76948997,3.470230062469513,255.0555219741761,73.49815931012697,both,128,,,
1110046J04Rik,chr13,33935548,33935844,0.1955404205149613,24.658131576900832,126.10247800410234,both,19,,,
1110059G10Rik,chr9,122950701,122951318,1.2711960722954627,301.24343267148754,236.97637149516763,both,318,,,
1110065P20Rik,chr4,124850233,124851474,0.5320492156937249,96.2663981167169,180.9351377225464,both,278,716.8987607,0.496807206,0.001176932
1190002N15Rik,chr9,94537088,94539070,1.3705760647437024,1595.472480242993,1164.0889705317786,both,989,,,
1190005I06Rik,chr8,120633711,120634631,4.939832221002334,335.42244465380264,67.90158646030747,both,13001,,,
1190007I07Rik,chr10,82622660,82623248,2.2114323091730994,89.85558908738318,40.63230364983772,both,20,,,
1300002E11Rik,chr16,21794116,21794707,1.2022298025869382,530.8911644493386,441.58875724672254,both,202,,,
1500009L16Rik,chr10,83722674,83723229,7.069961189337275,195.64704833788085,27.67300174616948,both,191,,,
1500011B03Rik,chr5,114813704,114814150,1.8978467676833848,127.44052581521782,67.15006078745685,both,174,,,
1500011K16Rik,chr2,127792199,127792560,2.2558266028266614,432.4755140609621,191.71487450278715,both,72,,,
1500012K07Rik,chr7,75308843,75309053,0.3956749659056365,64.25195079526397,162.3856860597727,both,147,,,
1600002H07Rik,chr17,24220509,24220795,3.3119946772513664,406.2311690523316,122.65453560132649,both,56,,,
1600012H06Rik,chr17,14942933,14943937,2.882472949961726,789.6152774837675,273.93675194566947,both,251,,,
1600014C10Rik,chr7,38183665,38184097,2.067758433497771,1247.7938030818189,603.452406658103,both,448,,,
1600014C23Rik,chr17,45733938,45734175,1.4235590461368055,1176.6193255521366,826.5335594931566,both,331,,,
1600017P15Rik,chr3,30595182,30595631,1.876148278701808,137.39254681083088,73.2311770719418,both,102,,,
1600029O15Rik,chr9,58201822,58202028,inf,6.02683605114666,0.0,exo_only,1075,,,
1700001G17Rik,chr1,33669553,33670569,3.217632343363075,295.75321097408784,91.9164091522545,both,143,,,
1700001L05Rik,chr15,83366863,83367533,inf,36.14341334989469,0.0,exo_only,251,,,
1700001O22Rik,chr2,30794616,30794976,1.5011669266002856,713.1361346964364,475.05452062648766,both,153,,,
1700003E16Rik,chr6,83156318,83156590,3.1609138408784667,307.33372084781666,97.22938881573688,both,86,,,
1700003F12Rik,chr2,154549461,154549969,inf,89.94654516289195,0.0,exo_only,34,,,
1700003G18Rik,chr7,116093081,116093523,1.971250617266108,2383.380919989185,1209.0704749123445,both,364,,,
1700003N22Rik,chr3,8462763,8463058,inf,4.099957578786263,0.0,exo_only,23,,,
1700006E09Rik,chr11,101984403,101984969,3.4661594115090204,722.5393356628416,208.45531029638315,both,124,,,
1700007G11Rik,chr5,98329238,98329549,1.1370363548506337,280.6947200889317,246.8652113817461,both,66,,,
1700008O03Rik,chr7,44360091,44360509,1.3014693172417728,221.7241264879079,170.36446695325236,both,48,,,
1700012C14Rik,chr6,30459849,30460176,1.6598263815849643,473.5067428903335,285.27486256615765,both,279,,,
1700016B15Rik,chr7,118740536,118740741,0.8871096974994211,663.2860709132871,747.6934056554148,both,87,,,
1700016D08Rik,chr16,3908918,3909244,0.9768085975254476,2492.939093616192,2552.126486121807,both,52,,,
1700016H13Rik,chr5,103655338,103655818,1.6801056353847037,52.33691116840978,31.15096459778607,both,192,,,
1700016K19Rik,chr11,75999940,76000210,0.6570003748466886,8.578543239444736,13.057135989376786,both,28,,,
1700017B05Rik,chr9,57261524,57262813,1.3562562850130482,228.0513443017051,168.14767741298326,both,214,,,
1700018A14Rik,chr18,46198145,46199234,0.6790797763997618,135.16270022399095,199.03802899355253,both,497,,,
1700018M17Rik,chr4,59548495,59549829,0.5361528252643146,316.372846066837,590.0796026037358,both,204,,,
1700019B03Rik,chr8,3476035,3476340,1.1483684053284728,24.06649527503052,20.95712069694801,both,5173,,,
1700019D03Rik,chr1,52952626,52952957,0.1951166141819411,23.21845618229619,118.99784280105224,both,30302,,,
1700020I14Rik,chr2,119594231,119594717,2.4424774892318624,259.99087464231707,106.4455561160901,both,66,,,
1700020L24Rik,chr11,83442694,83442918,1.7425786957740823,191.32926725191345,109.79662939522038,both,1685,,,
1700021F05Rik,chr10,43540494,43541126,1.6271908285196928,330.88561104343955,203.3477605969896,both,132,,,
1700023H06Rik,chr13,80885428,80886411,0.9348603734686688,635.7845949047033,680.0850832362414,both,887,,,
1700025A08Rik,chr5,67607245,67608749,6.095997343185815,104.32934496350263,17.114401317796396,both,27,,,
1700025G04Rik,chr1,152089616,152090328,1.8925289229889983,359.3936286861519,189.90126085816289,both,203,2187.147601,-0.277303096,0.013850556
1700027A07Rik,chr15,78913720,78914620,2.994710535340707,544.533070741233,181.8316208912932,both,960,,,
1700028E10Rik,chr5,151368422,151369010,1.3443277462480037,2863.0094953044604,2129.696053135161,both,253,,,
1700028I16Rik,chr10,82811956,82812375,1.2089199710060987,43.85221819855363,36.2738801990826,both,167,,,
1700028N14Rik,chr11,103267034,103267850,2.233643212299541,5895.562341601993,2639.437806870014,both,105,,,
1700029J07Rik,chr8,45975128,45975554,1.754181286363758,2317.55370155754,1321.1597453314512,both,302,,,
1700029P11Rik,chr15,81980459,81980818,inf,7.672299166537247,0.0,exo_only,81,,,
1700030C10Rik,chr12,20815179,20816016,inf,3.737265800227039,0.0,exo_only,237,,,
1700030J22Rik,chr8,116978661,116979149,1.5640607315815025,1441.7115320640378,921.7746491251968,both,206,,,
1700034H15Rik,chr1,191906596,191907697,1.089153386350473,313.145536344279,287.51279688305857,both,170,,,
1700034P13Rik,chr1,9747560,9748645,4.3561957881979,1775.2008987478655,407.5117338750843,both,88,,,
1700039I01Rik,chr1,63248289,63248615,0.7051386684139276,5.0959276768766735,7.22684474011186,both,116,,,
1700040D17Rik,chr3,94412490,94413511,2.8584454868877653,1347.813765734748,471.5198424869135,both,592,,,
1700041G16Rik,chr8,22807865,22808378,1.723473866103015,1537.8590200428755,892.3019085401991,both,1159,,,
1700045H11Rik,chr4,150854863,150855682,1.2727115707045036,493.7075791512656,387.9178837652714,both,733,,,
1700047K16Rik,chr11,58322902,58323440,1.308422893525886,634.7752590870708,485.1453320084485,both,86,,,
1700049G17Rik,chr7,27929216,27929571,0.8896283435184681,98.30753658249668,110.50405183100584,both,111,,,
1700052K11Rik,chr11,105180784,105182432,0.8339857594390648,164.10240747020788,196.7688364134448,both,999,,,
1700056E22Rik,chr1,184033312,184034537,1.657601877488696,2966.1465419978945,1789.4203561663871,both,236,,,
1700064M15Rik,chr12,99627694,99628084,1.37508903375887,408.3187307276887,296.9398494958035,both,110,,,
1700065D16Rik,chr9,95857487,95858246,1.7064428481973015,176.35643340303616,103.34740105087045,both,76,,,
1700066M21Rik,chr1,57377474,57378019,2.874805628643588,91.992686945873,31.99961974099712,both,146,,,
1700067K01Rik,chr8,84001296,84001819,0.9561037710174344,10.752617612440895,11.246287211061343,both,206,,,
1700084C06Rik,chr9,21091664,21092127,1.443458517886539,679.443551856662,470.70528417503766,both,91,,,
1700084E18Rik,chr2,30237159,30238213,3.793062549678039,1757.2091840182286,463.2692345575433,both,10,,,
1700086L19Rik,chr12,74283973,74284332,1.940189140423716,549.4286320090207,283.1830261090069,both,269,,,
1700086O06Rik,chr18,38250094,38250571,0.6266857911784675,933.5759989089466,1489.7034718999764,both,6,,,
1700086P04Rik,chr4,129048635,129049248,3.0281580332396008,633.1293427765671,209.0806806734684,both,1462,,,
1700088E04Rik,chr15,79140843,79141472,4.874023760891949,396.2330207443492,81.29484799061349,both,219,,,
1700095J03Rik,chr7,109438769,109439363,2.339920865864165,122.5133800704047,52.35791596958935,both,151,,,
1700096K18Rik,chr5,25529347,25530391,1.8525563262507545,1725.0031598148662,931.1474827359052,both,666,,,
1700112E06Rik,chr14,22019595,22019858,0.6664238199892334,45.49205103542607,68.26294269637756,both,117,,,
1700113A16Rik,chr3,88177745,88178051,1.0272400249813174,2205.648221729524,2147.1595421621523,both,266,,,
1700113H08Rik,chr10,87058383,87058611,1.7152201532987803,323.70139438535654,188.7229425113744,both,338,,,
1700120C14Rik,chr15,99251675,99252222,1.5530374284338258,1109.5522743252084,714.4401377654794,both,113,,,
1700123I01Rik,chr19,6184250,6184665,inf,4.617961795309831,0.0,exo_only,138,,,
1700123O20Rik,chr14,54686229,54686999,1.6599147205203333,4196.814994584629,2528.3316924070978,both,58,,,
1700125G02Rik,chr4,124894556,124895082,1.1311108684642557,25.94213306880709,22.93509309483476,both,300,,,
1810010D01Rik,chr7,145206283,145206588,3.2225962654522955,1293.496288664968,401.3832891609288,both,458,,,
1810010H24Rik,chr11,107027745,107028594,0.5137378545520249,152.05671979100518,295.98114766839086,both,1849,255.4369322,0.930792874,4.72303e-05
1810012K08Rik,chr2,26138465,26138848,inf,19.175350745664883,0.0,exo_only,81,,,
1810013L24Rik,chr16,8829338,8831232,2.4120315545109574,6251.32106003624,2591.72441104474,both,762,,,
1810014B01Rik,chr10,86685463,86685798,10.784869855355629,257.69505670783786,23.894127621750563,both,138,,,
1810021B22Rik,chr15,89076234,89076459,2.0920803133689017,182.6888650960375,87.32402094155336,both,607,,,
1810022K09Rik,chr3,14611032,14611738,2.190228411019305,1720.433236996435,785.5040270415295,both,453,650.8852498,0.409801502,0.002551213
1810026B05Rik,chr7,73557794,73558678,1.2350230634914308,1651.011888393699,1336.8267663975937,both,283,,,
1810026J23Rik,chr9,21592763,21593655,3.528606952172739,749.8914118422322,212.51769381128912,both,41,,,
1810030O07Rik,chrX,12673296,12673657,3.4402985290305783,251.0658586854852,72.97792809748739,both,11,,,
1810037I17Rik,chr3,122924118,122924520,2.081031366777317,496.4201142102572,238.5452339332169,both,85,,,
1810041H14Rik,chr14,121878311,121879163,1.8687245982244105,1152.6830945627291,616.8287695565007,both,246,,,
1810041L15Rik,chr15,84446017,84446399,0.3480753016988225,3.728200497391336,10.710902150182482,both,698,,,
1810043G02Rik,chr10,77978272,77978826,1.6533832854583494,445.1502345334666,269.2359590474888,both,252,,,
1810043H04Rik,chr11,120098464,120099310,1.7863778973892894,1021.6122802337336,571.8903495877182,both,464,,,
1810055G02Rik,chr19,3708133,3708709,1.2141197680091516,672.1024829079673,553.5718144265495,both,200,,,
1810058I24Rik,chr6,35252564,35252894,1.2045011248791608,434.1950499312759,360.4770813101861,both,90,,,
2010007H06Rik,chr9,51278564,51279283,2.526808391653524,877.5116051976353,347.28062804295126,both,51,,,
2010107E04Rik,chr12,111966615,111967113,0.8695999867321591,335.3344433776585,385.61919100045145,both,136,,,
2010107G23Rik,chr10,62110704,62111095,inf,150.26963403963083,0.0,exo_only,3049,,,
2010111I01Rik,chr13,63240027,63240320,2.156827802979025,155.0754255908235,71.89977121800464,both,85776,,,
2010300C02Rik,chr1,37719313,37720128,0.6637231703963339,34.3387785323819,51.7365975213385,both,43,3098.037795,-0.555371356,3.71952e-09
2010320M18Rik,chr8,70776272,70777405,1.179114407456756,1414.9614062419726,1200.0204537352042,both,418,,,
2010320O07Rik,chr18,38209686,38210120,3.874359957971413,67.29433971028969,17.369150115190777,both,86,,,
2210008F06Rik,chr11,77489423,77490134,inf,126.97453771129436,0.0,exo_only,431,,,
2210016F16Rik,chr13,58384781,58385404,7.53333061075628,82.20452964932339,10.91210964934284,both,179,,,
2210016L21Rik,chr5,114942214,114942438,1.0550581575652271,106.7270023764222,101.1574590567762,both,56,,,
2210408F21Rik,chr6,31220369,31220605,2.049634134876873,288.3107225234745,140.6644813420782,both,18,,,
2210409E12Rik,chr11,88973826,88974336,1.5268699648398296,348.15327287718054,228.0176314252813,both,1169,,,
2310009A05Rik,chr9,73039433,73039967,3.2930220366586145,341.2771515644328,103.63646151324338,both,285,,,
2310009B15Rik,chr1,138856300,138856821,1.1481303147440758,133.61568404513994,116.37675822097212,both,31,,,
2310011J03Rik,chr10,80320132,80320614,2.715352639171548,136.98148087343017,50.44703177677251,both,77,,,
2310014F06Rik,chr7,112678886,112680091,1.499598202016642,357.88870958165944,238.65640082815176,both,10,,,
2310015A10Rik,chr12,80132426,80132950,0.9936036045796244,703.8638586825068,708.3950334301562,both,106,,,
2310016G11Rik,chr7,44669185,44669406,inf,7.623517789267795,0.0,exo_only,952,,,
2310022B05Rik,chr8,124662804,124663630,1.4443382909825295,224.7343464370264,155.59675170291854,both,261,,,
2310034G01Rik,chr19,46348752,46349301,0.4819862576753196,81.30919979864332,168.69609559162086,both,551,,,
2310035C23Rik,chr1,105663826,105664647,1.9297513907150217,971.674387624822,503.5230923009165,both,35,,,
2310036O22Rik,chr8,85026824,85027385,0.7744900730613731,173.38287478601478,223.8671363477571,both,1,,,
2310039H08Rik,chr17,46772839,46773137,2.0353122850842182,521.2616195640397,256.1089142850974,both,204,,,
2310047D07Rik,chr5,149229087,149229447,1.2725253718962124,1214.0864969799047,954.0764559929936,both,2245,,,
2310057M21Rik,chr7,131362266,131363378,2.4293790089951406,929.631574946137,382.66222417499966,both,619,,,
2310058D17Rik,chr11,58977273,58977598,0.9378168620717672,28.45225782634592,30.338820911676663,both,452,,,
2310061I04Rik,chr17,35896840,35897494,1.2115203324582506,99.63545885939946,82.24002205330956,both,63,,,
2310068J16Rik,chr15,99972474,99973733,1.0745855267326727,535.4148491710364,498.2524292868434,both,310,,,
2310069G16Rik,chr15,44787667,44787929,0.7546795806459546,101.3763703678924,134.3303475643545,both,115,,,
2410002F23Rik,chr7,44246334,44247152,1.6482985718862593,1608.6111413200972,975.9221834908556,both,388,,,
2410004B18Rik,chr3,145937926,145938585,2.414238781241285,289.0147120372559,119.71256293408496,both,88,,,
2410015M20Rik,chr17,56609527,56609958,2.606847762610856,1127.3424332844645,432.4542650528195,both,187,,,
2410016O06Rik,chr12,83950622,83951672,0.3590456021740102,31.2530804355512,87.04487743705741,both,14,,,
2410022M11Rik,chr14,56811083,56812806,1.5045436299694814,59.02601862454996,39.23184243300891,both,870,,,
2410080I02Rik,chr19,23134891,23136424,9.0797974633969,1251.6260025317288,137.84734820103304,both,9,,,
2410089E03Rik,chr15,8168930,8169448,1.7958687790677503,798.4427400239906,444.59971092012,both,176,,,
2410124H12Rik,chr16,92498351,92499233,1.902235092143593,18.23480947934112,9.585991528940117,both,1867,,,
2510009E07Rik,chr16,21694141,21695013,2.0976836782217245,491.5339478641456,234.3222445630292,both,348,,,
2510039O18Rik,chr4,147940780,147941675,0.5538566072293689,284.87942113711347,514.3559134596298,both,115,,,
2610002M06Rik,chrX,107815894,107816563,2.698953396797696,206.4779163450478,76.502957253739,both,229,,,
2610016A17Rik,chr19,25671983,25672491,2.035000097302563,92.96545992468587,45.68327050593935,both,238,,,
2610020C07Rik,chr16,11202991,11203741,0.6479214747701249,253.13245522894223,390.6838484073256,both,392,,,
2610020H08Rik,chr7,119793770,119794341,1.809452429287425,289.0719250186454,159.7565762657181,both,236,,,
2610021A01Rik,chr7,41599179,41599445,2.963837881521341,216.71724954893423,73.12048034074422,both,51,,,
2610027K06Rik,chr11,85829287,85829622,4.305294684436905,115.40953453766735,26.806419303853502,both,2601,,,
2610035D17Rik,chr11,113201433,113201928,3.982970287376118,934.6505606504452,234.66169547204177,both,90,,,
2610035F20Rik,chr14,122474008,122476299,1.47584945799127,1118.4717115108958,757.8494577849497,both,1100,,,
2610203C20Rik,chr9,41376488,41376689,7.200707120231835,494.2231883613092,68.63536873659112,both,91,,,
2610301B20Rik,chr4,10874291,10875069,2.783173422236449,1383.325500617042,497.0317298824505,both,207,,,
2610316D01Rik,chr3,45378166,45378399,2.6083030522399127,1354.8459924933684,519.4358037996687,both,139,,,
2610507B11Rik,chr11,78261417,78262363,1.3156999907590738,147.19651576279705,111.87696039875638,both,335,,,
2610524H06Rik,chr5,114823226,114823688,0.4057903563002544,260.0873804607372,640.9402698281277,both,220,,,
2700012I20Rik,chr9,57076181,57077129,1.426511340824007,6417.778740101768,4498.932855587825,both,965,,,
2700016F22Rik,chr4,139380374,139380991,4.210299917297016,388.4171490907288,92.25403337539193,both,612,,,
2700029L08Rik,chr5,134522700,134522953,0.0875907051890702,4.5788265258580525,52.27525587303304,both,2164,,,
2700029M09Rik,chr8,60890225,60890678,0.7744149039176345,180.00331695584077,232.43782634506948,both,193,,,
2700038G22Rik,chr5,23850425,23850978,1.3265374801943457,9.209508699373906,6.942516767807161,both,172,,,
2700060E02Rik,chr14,19823347,19823956,3.3980678342024406,288.5367099729145,84.91199235892736,both,133,,,
2700062C07Rik,chr18,24470743,24471113,2.97600299675769,158.4650041813837,53.24759563549799,both,118,,,
2700081O15Rik,chr19,7416805,7418524,4.395385860786032,295.6013201363755,67.25264390860846,both,820,,,
2700094K13Rik,chr2,84670189,84670791,2.224622455422957,157.3913439280632,70.74968768043796,both,21,,,
2700097O09Rik,chr12,55080008,55080835,1.1865346977447382,474.06418769045086,399.5367253831774,both,725,,,
2810002D19Rik,chr2,94406106,94406816,10.076316483697754,196.8298931330922,19.533913355295944,both,45,,,
2810013P06Rik,chr8,123041287,123042967,2.759713547704384,1575.2283309489646,570.7941435658381,both,1179,,,
2810021J22Rik,chr11,58867173,58867417,1.3319749994745231,222.84720212241768,167.30584448682072,both,43,,,
2810030D12Rik,chr8,13201140,13201353,1.0126488996497487,30.670713517724145,30.287608595962944,both,420,,,
2810039B14Rik,chr15,75642261,75642522,3.2705399983483168,166.4596418965564,50.89668433366405,both,132,,,
2810402E24Rik,chr14,20640711,20641325,2.6304207102229915,293.6265332385262,111.62721312882084,both,298,,,
2810405F17Rik,chr4,137388147,137388569,2.260299900379205,738.4804374792608,326.7179002907392,both,187,,,
2810410L24Rik,chr11,120189410,120190123,1.8135551295216723,1052.7718114632885,580.5016866186794,both,271,,,
2810428I15Rik,chr8,70506489,70506822,1.0384773576070772,411.2133082482026,395.9771537010161,both,70,,,
2810429I04Rik,chr13,3478175,3478490,1.3550134557929658,28.392200081335776,20.953445118905044,both,55,,,
2810430I11Rik,chr2,27886163,27887152,3.6385316797890734,134.03355768634086,36.83726554611469,both,100,,,
2810432F15Rik,chr5,131616397,131616748,0.451019783478214,27.150774721833034,60.19863366624254,both,959,,,
2810459M11Rik,chr1,86045856,86046583,1.9657583928807687,144.44403300451606,73.4800540736021,both,7,,,
2810468N07Rik,chr17,25570143,25571451,8.098274314137576,785.5230300225385,96.99881722346824,both,668,,,
2810474O19Rik,chr6,149309345,149309837,0.879852020101017,180.76456753985167,205.4488293600756,both,69,,,
2900026A02Rik,chr5,113220579,113221436,1.4540011041558971,65.37045769767668,44.95901516912996,both,200,676.963765,-0.468782369,0.002393959
2900052L18Rik,chr11,120230922,120231594,1.2600887384175532,540.1511445012351,428.6611950675542,both,9,,,
2900072N19Rik,chr2,92055400,92055634,0.9695715208066292,478.3186954845657,493.3299764071363,both,411,,,
2900089D17Rik,chr5,144255404,144255963,0.9694145058508687,125.1885827994182,129.13834282842552,both,223,,,
2900093K20Rik,chr2,163418939,163420022,3.3333262818085148,1983.4272052646515,595.029420338813,both,339,,,
3010026O09Rik,chr11,50174662,50175016,1.3591779218323916,470.9685555390965,346.509863038501,both,218,,,
3110002H16Rik,chr18,12168679,12168976,1.635418690437217,1325.65767584554,810.5922254631536,both,38,,,
3110039M20Rik,chr12,49391301,49391696,1.8570727939686205,439.2233519969202,236.51380464105915,both,1649,,,
3110043O21Rik,chr4,35225353,35225820,1.7982385966141643,2480.664401747468,1379.496806718651,both,355,,,
3110053B16Rik,chr12,20920409,20921531,4.163253363409597,23.14149854525812,5.558513144707058,both,269,,,
3110056K07Rik,chr12,71015220,71016556,1.733227808628967,3325.2454213042097,1918.52761924849,both,724,,,
3110062M04Rik,chr6,34877803,34878253,2.202847246101148,518.9189565852412,235.56738103546832,both,193,,,
3110079O15Rik,chr1,87475331,87475685,21.046332431611194,164.0657843740956,7.795457232618444,both,203,,,
3110082I17Rik,chr5,139460370,139460725,7.577248969365207,268.5099820283695,35.43634148936567,both,198,,,
3300002P13Rik,chr7,3423522,3423834,0.6142647043736321,52.70432515701864,85.80067319798462,both,389,,,
3632454L22Rik,chrX,135036000,135036213,10.024367030904468,42.04610290044432,4.1943898074381085,both,13266,,,
3830406C13Rik,chr14,12284113,12284660,1.6158668645645071,555.2398702676406,343.6173378165556,both,96,,,
4632415L05Rik,chr3,19894634,19895495,2.647574484738091,726.4760016286644,274.3930362739277,both,252,,,
4632427E13Rik,chr7,92741069,92741444,1.90654102750308,1139.12818625186,597.4842239528047,both,24,,,
4632428C04Rik,chr16,30008860,30009249,1.5133556941047133,994.5941744664868,657.2111092857646,both,193,,,
4732440D04Rik,chr1,6214430,6215332,3.849197982746079,266.5735100565724,69.25429953239106,both,39,,,
4732463B04Rik,chr12,84053476,84053925,3.103229214721723,33.35168598361374,10.74741299334039,both,118,,,
4833412C05Rik,chr7,67803660,67803869,9.10381522085,162.39784984465183,17.838438710038886,both,270,,,
4833417C18Rik,chr11,95858763,95859843,2.1718990777705107,7682.597023622282,3537.271645010592,both,102,,,
4833418N17Rik,chr7,81991677,81992746,0.126574635469841,4.5793777543674725,36.17926875608977,both,128,,,
4833420G17Rik,chr13,119462635,119463119,0.917150543725179,217.33868178962257,236.97165451907244,both,124,,,
4833439L19Rik,chr13,54564983,54565451,1.0011573454943143,233.84050860713373,233.5701872033677,both,16,,,
4921504A21Rik,chr5,19226500,19226953,2.028713477571491,573.6385080246552,282.7597461970528,both,398,,,
4921507G05Rik,chr12,110843832,110844079,0.1986244372277934,110.4434857344179,556.0417805375844,both,275,,,
4921507P07Rik,chr6,50596371,50596701,2.037775521888808,448.6441902867591,220.16369588683256,both,69,,,
4921524J17Rik,chr8,85432233,85432998,2.601773985695712,854.1748824895755,328.3047978747354,both,165,,,
4921531C22Rik,chr2,179976501,179977237,2.8174518209835457,63.61060143589447,22.577351975335148,both,508,,,
4921536K21Rik,chr11,3894617,3895477,1.1765486611964944,403.2233484532173,342.7171027870264,both,379,,,
4930402H24Rik,chr2,130839643,130840396,1.7914072109564902,263.9452311031263,147.33960513768244,both,66010,,,
4930404H24Rik,chr2,153492290,153492775,0.186661191287496,13.43224560945883,71.96056939747294,both,500,,,
4930404N11Rik,chr10,81363994,81364952,3.2629151389423026,211.5960799349457,64.84878426949714,both,864,,,
4930405A21Rik,chr2,156720628,156721469,2.1544306006407754,317.22306126429595,147.24218137727286,both,560,,,
4930412M03Rik,chr11,60115124,60115553,2.0207189868185846,461.78705315509166,228.52611182821028,both,323,,,
4930412O13Rik,chr2,9881092,9881434,0.5663629406019622,11.224866419815124,19.81921064235719,both,160,,,
4930413G21Rik,chr7,122969617,122970805,1.0909721741875946,541.3865707753899,496.242327333912,both,559,,,
4930417H01Rik,chr2,122702203,122702926,0.2364821069651556,40.05901267722117,169.3955335196825,both,156,,,
4930426D05Rik,chr18,21651498,21651709,inf,13.656449824897422,0.0,exo_only,50,,,
4930426I24Rik,chr12,76403462,76406165,3.178974362165103,5510.052314815811,1733.279884353355,both,705,,,
4930427A07Rik,chr12,113155977,113156611,1.9799436259801224,3357.380597408401,1695.6950457346545,both,444,,,
4930430F08Rik,chr10,100588950,100589339,2.32914258772732,374.2862193329858,160.69699695723597,both,80,,,
4930430O22Rik,chr5,115436494,115436905,1.3038297881026228,1497.1674336062383,1148.2844212241594,both,261,,,
4930439D14Rik,chr1,156938962,156940007,1.466048646418782,226.1870060399024,154.28342476385416,both,189,,,
4930444P10Rik,chr1,16092956,16093371,2.087032297371038,102.79772487860316,49.25545474696003,both,46,,,
4930447C04Rik,chr12,72917438,72918004,inf,8.524271968029641,0.0,exo_only,22770,,,
4930448N21Rik,chr8,47412402,47413926,1.287030317795848,377.9807032638356,293.6843818187287,both,32436,,,
4930452B06Rik,chr14,8666062,8666337,4.868616375168615,113.62427510131565,23.33810395923431,both,97,,,
4930453N24Rik,chr16,64770526,64771233,1.2655009603129288,393.69598544017873,311.098922708701,both,72,,,
4930474H06Rik,chr12,71317978,71318774,5.77590965054664,37.98881362609288,6.577113549983865,both,357,,,
4930477E14Rik,chr3,96401869,96402183,inf,66.45505078073778,0.0,exo_only,169,,,
4930478K11Rik,chr12,108318311,108318894,13.266606969129382,109.45444876668854,8.250372459317038,both,4532,,,
4930488B22Rik,chr1,184718485,184718804,inf,32.014295971999964,0.0,exo_only,185,,,
4930503L19Rik,chr18,70472237,70472607,0.9732672793948572,179.9473343274955,184.88994558553364,both,127,,,
4930505N22Rik,chr19,45998014,45998666,1.430640516494999,152.86290202412246,106.84927503565277,both,123,,,
4930507D05Rik,chr10,62449428,62450006,3.2381726249852063,1551.706900269691,479.19214939221473,both,61,,,
4930509E16Rik,chr9,72531760,72531995,1.282560689915293,1017.5317259871914,793.3595142810703,both,137,,,
4930513N10Rik,chr8,95806617,95808138,2.1241559927335025,2142.6110331157047,1008.6881756543938,both,213,,,
4930519P11Rik,chr2,154613115,154613968,1.3903268834134626,438.8182080158807,315.62232828190423,both,178,,,
4930520O04Rik,chr9,114367955,114368395,3.783656740000264,257.264815377095,67.99369843921862,both,348,,,
4930524O07Rik,chr9,106891554,106892561,1.5493689848913526,1901.7540217492776,1227.4377764717135,both,7,,,
4930527J03Rik,chr1,178276097,178276585,0.3703120825094997,17.036605453054204,46.006075031638105,both,50,,,
4930533O14Rik,chr19,4928234,4928545,0.9646493498212988,733.0684370324328,759.9325466484104,both,258,,,
4930534D22Rik,chr3,131302583,131303345,3.925555847917096,438.8164207831165,111.78453135903108,both,60,,,
4930535I16Rik,chr4,123917134,123918111,1.0396147916687746,354.4967337285572,340.9885436119317,both,89,,,
