gene,chr,cpg_start,cpg_end,mecp2_enrichment,exo_signal,endo_signal,binding_type,distance_to_gene,baseMean,log2FoldChange,padj
Ap3m2,chr8,22805468,22805734,2.524523683264899,1316.246062781185,521.3839234333975,both,112,1965.593327,0.820151881,3.06726e-24
Apba1,chr19,23758223,23758664,2.149257353125232,401.5944042002295,186.85263708241905,both,653,197.6213546,1.381104706,3.56131e-14
Apcdd1,chr18,62922194,62922886,2.339510372493616,631.2336913735904,269.81444442187995,both,133,71.78505759,0.851660068,0.004585908
Apex1,chr14,50924637,50925331,2.8388925156760267,361.11975524884696,127.20444795101844,both,331,181.255807,-0.747424193,0.000117991
Apoa1bp,chr3,88058282,88058640,2.64648699658773,92.34370622125728,34.89293782297869,both,145,,,
Apoe,chr7,19696587,19696990,3.845177831933401,142.25670157575084,36.99613068460412,both,478,2076.004894,2.049650278,2.65418e-80
Aprt,chr8,122576478,122576995,2.173100627336754,207.01969982983923,95.26466341485184,both,88,464.7160037,-1.346702096,3.7084e-28
Arcn1,chr9,44767215,44767886,2.3943287583487063,138.00770105533738,57.639411703227,both,41,8374.28314,-0.600174631,3.09113e-27
Arhgap27os1,chr11,103363137,103363411,2.076237857525592,31.879688410520945,15.354545383597983,both,76,,,
Arhgap6,chrX,168796216,168796680,13.703969415621918,36.95171673200839,2.6964243432917376,both,1117,563.9487057,2.72851113,2.1095e-107
Arhgdia,chr11,120580994,120581808,3.514207582175481,55.8986041020986,15.906460502112507,both,184,10328.76937,0.226090642,0.000223787
Arhgef10,chr8,14911444,14911810,2.25170858982482,370.2718924364005,164.4404138748732,both,219,483.3946988,0.767463981,3.56211e-11
Arhgef10l,chr4,140515036,140515425,8.24221258495827,13.636391484357864,1.6544576281912176,both,551,603.9881361,0.304682965,0.014370468
Arhgef16,chr4,154299702,154300236,2.6613114987591606,11.864678101011348,4.458207205937098,both,1440,,,
Arhgef18,chr8,3451857,3452227,3.651462960614676,9.741993348644344,2.667969921569301,both,4374,688.1667385,0.574825681,5.04919e-07
Arhgef26,chr3,62338718,62339974,2.1259318001502248,247.2394825380765,116.29699622565776,both,374,2369.756167,0.43803717,1.90356e-07
Arhgef4,chr1,34678070,34678419,4.856489875988925,232.15223404585208,47.80247462135994,both,118,3088.455286,0.53277719,1.34909e-15
Arhgef40,chr14,51984572,51985096,7.021650538474948,1017.958676634092,144.97427222505797,both,147,2371.725466,0.70391681,3.2615600000000007e-18
Arid5b,chr10,68276999,68277311,2.07489417545211,243.64967472187985,117.42751876431944,both,1415,1458.374006,0.343231133,0.00032123
Arl10,chr13,54574961,54575474,2.4408262475908264,177.19537095798088,72.5964706143579,both,54,,,
Armc2,chr10,42018033,42018510,2.729854498700881,248.6457066663992,91.08386794414427,both,68,,,
Armc7,chr11,115475510,115476096,2.2176646854456954,227.25974760405447,102.47705574947231,both,157,88.16047368,0.892208789,0.000762227
Arpc4,chr6,113392417,113392955,3.4101813993058983,235.615859312928,69.09188448476223,both,2507,,,
Arrb1,chr7,99535417,99535885,5.1747558201518284,444.9795326043257,85.99044052889629,both,49,410.690601,0.278872912,0.041033162
Arrb2,chr11,70432434,70432891,2.6729885853197346,811.3253077609803,303.5274120573665,both,201,,,
Arrdc3,chr13,80883029,80883352,2.565811062691693,417.4410989349536,162.69362347242836,both,355,1009.412107,-0.649918498,5.99547e-09
Art5,chr7,102106910,102107246,2.130134559157879,27.37721042732321,12.852338510552324,both,2243,,,
Arx,chrX,93286379,93286608,3.540665039072783,223.9634060694601,63.25461561540734,both,66,,,
Asap1,chr15,64382175,64383019,2.670828332348449,253.03119555267696,94.73884655483928,both,100,2603.94938,0.858282362,2.21554e-32
Asap3,chr4,136206183,136206663,2.173483022239183,318.57092059489304,146.57161677144936,both,182,64.65038865,1.034104092,0.00068601
Asb2,chr12,103325060,103325688,3.520326460792544,227.65516285926665,64.66876450089626,both,3918,,,
Ascc2,chr11,4637621,4637919,2.18310453825616,206.15396405449363,94.4315585634608,both,126,1370.5191,0.642522826,7.77878e-13
Asic1,chr15,99670258,99671104,9.918909521910562,127.76542763775647,12.88099537106641,both,460,719.0887153,0.844320394,1.71282e-14
Asns,chr6,7692982,7693332,3.961507017905892,238.6858690350925,60.25128012047931,both,78,2378.237121,-0.826159653,4.39081e-27
Astn1,chr1,158362548,158362875,3.0322181227303027,73.03746643576416,24.087141320163003,both,275,11786.84815,0.845961887,1.1219e-24
Astn2,chr4,66402788,66403061,2.2238119351523054,9.188146478639732,4.131710210472654,both,1550,160.5163306,2.793461984,3.99775e-35
Atad1,chr19,32711913,32712444,2.423250143649576,438.6017354641483,180.9973009239504,both,146,6045.394234,-0.370308875,5.48997e-08
Atf6b,chr17,34647012,34647646,3.058406817010773,1122.6375675251022,367.0661343288353,both,134,,,
Atg16l2,chr7,101296765,101296967,2.145619444500293,91.5459502417928,42.6664432392453,both,5284,,,
Atl2,chr17,79895032,79896323,2.2315091796497466,496.8193510851795,222.63827351279787,both,200,2236.987948,-0.750055,2.54873e-21
Atmin,chr8,116943452,116944047,10.53335754730159,43.256051748983005,4.106577751180984,both,59,915.6141582,0.313264964,0.001430109
Atp11b,chr3,35753871,35754721,3.612550687898464,192.30607488948377,53.23276861794134,both,235,2129.275588,-0.24389243,0.003170188
Atp1a1,chr3,101604018,101605202,3.337797419419241,1056.8611505301078,316.6343003267095,both,518,4494.286896,0.882843394,3.14967e-28
Atp1b1,chr1,164457666,164458737,2.548507473823462,431.551283270074,169.3349098257218,both,382,1087.624345,-0.807864133,6.978509999999999e-21
Atp2c1,chr9,105494545,105495594,3.873020502255705,694.7145403151453,179.37280216062197,both,31725,2881.405037,-0.251981564,0.000207334
Atp6v1b1,chr6,83758091,83758487,18.004422558460192,17.750816946378766,0.9859142601625812,both,368,,,
Auts2,chr5,131537191,131538947,2.2047811566221283,390.5565188022695,177.1407187644093,both,99858,1514.093144,0.723445187,9.91732e-19
Avpi1,chr19,42128800,42129394,2.7994271670564803,1498.2504012390436,535.1989217188359,both,335,91.4858672,-0.740624422,0.004893587
Azin2,chr4,128962006,128962362,2.3481354957659657,382.3333354628893,162.82422209122623,both,80,,,
B130055M24Rik,chr7,127448625,127449118,2.0493382061604493,261.447828501252,127.57671121112276,both,11,,,
B230208H11Rik,chr10,12922723,12923133,2.3568672836419533,1161.5948112255676,492.8554184139768,both,33,,,
B230319C09Rik,chr6,83441466,83441729,3.2562740455252164,646.4583735309644,198.527017226738,both,289,93.91746708,0.564668328,0.038293984
B3galt5,chr16,96280784,96281114,2.7612820307069463,124.20737615120984,44.98177830803112,both,38745,101.5392824,-1.11999302,4.54806e-06
B4galnt4,chr7,141070293,141071018,64.29765287290938,66.13985819110844,1.0286512063175983,both,1382,,,
B4galt4,chr16,38742158,38742675,4.03663103569203,331.2237963292376,82.05451362795992,both,106,,,
BC017158,chr7,128297756,128298127,3.677384047363218,82.81931726991753,22.52125864561282,both,43,,,
BC023829,chrX,70476908,70477210,2.0396991888657925,96.49051687504856,47.30624858889299,both,30,,,
BC055324,chr1,163994433,163995154,2.4739079217150635,358.215456169288,144.7974085959316,both,358,1089.399425,-0.702342377,6.62736e-14
Bace1,chr9,45838654,45838941,6.184184980440436,161.58592940519418,26.12889651850066,both,74,1458.102474,0.503029365,3.45038e-09
Bag5,chr12,111712542,111713550,2.7823625332510136,112.52099312742986,40.440809485727314,both,293,1172.247055,-0.41316427,5.26086e-07
Barhl1,chr2,28911901,28912165,3.665711713097106,27.18472483293908,7.415947286801533,both,4222,,,
Bcan,chr3,87999753,88000469,3.692152772313506,632.2457966287542,171.2404214066658,both,239,15625.44015,1.091300182,1.71983e-12
Bcar1,chr8,111731736,111732325,3.861046217049108,321.6526198388204,83.30711464123594,both,11524,868.077571,1.169014333,1.12555e-25
Bcat2,chr7,45570156,45570647,2.510104268379581,68.07107683893615,27.118824383689848,both,3,,,
Bcl11b,chr12,107915284,107917294,27.6014647661334,96.9841268271249,3.51373116060576,both,4881,,,
Bcl6b,chr11,70230341,70230660,2.0014075908327142,118.9145262387634,59.41544680026286,both,862,,,
Bdnf,chr2,109723440,109723686,16.396123906093766,19.329141050121933,1.1788847876990052,both,3321,457.3284622,0.380860796,0.001626959
Bmp2,chr2,133551963,133553485,2.457845103738113,102.87714076894174,41.85664125557663,both,196,,,
Bmp3,chr5,98854747,98855419,2.8850865788154154,46.42682024603206,16.09200243311048,both,332,,,
Bmper,chr9,23222362,23223909,2.726082938752556,353.57405300893583,129.70040198803702,both,714,765.312692,-0.420205196,0.000108603
Bmyc,chr2,25706654,25707411,3.8413911530846088,188.39459009992265,49.04332378353169,both,85,87.67571346,0.64116276,0.032693157
Bnc2,chr4,84674411,84676066,2.201556210991253,116.31324790432446,52.83228623626843,both,791,,,
Borcs7,chr19,46689848,46690150,2.640211779478496,292.2190255847797,110.6801461367996,both,58,421.6783859,-0.344730771,0.00954494
Borcs8,chr8,70139216,70139902,2.0212658291844545,1125.3926359180284,556.7761645543203,both,283,,,
Bphl,chr13,34037570,34037885,2.07479430715254,186.11410683878583,89.70243758486593,both,71,,,
Brinp2,chr1,158356039,158356243,3.689219045214048,266.5632291364288,72.25464952595755,both,83,3923.959656,-0.955638756,1.3047299999999999e-31
Brk1,chr6,113604509,113605208,2.6291153691424243,469.0005790758209,178.38721897883144,both,263,2814.762948,-0.611969092,3.44209e-12
Brms1l,chr12,55836224,55836875,2.2340918286806493,1370.4345704969992,613.4190873014893,both,142,,,
Bub1b,chr2,118598146,118598527,3.13614466095835,167.91493812405787,53.54183441038911,both,65,3176.893257,-0.812213622,3.68859e-33
Bub3,chr7,131560185,131560725,2.5294039085040354,993.1414358818528,392.6385313720916,both,37,5972.594215,-0.462217626,4.53869e-08
Bzw2,chr12,36156333,36156914,2.149557487956874,1270.017132872094,590.8272469973475,both,89,4997.525668,-1.340872308,3.3131e-100
C230034O21Rik,chr3,38885050,38888327,3.1242557314313264,767.8936024031415,245.7844902636519,both,68,247.3009326,0.812236922,8.26311e-08
C230038L03Rik,chr7,96951405,96951938,2.032156958672359,765.7160700081059,376.7996693072176,both,52,,,
C2cd4a,chr9,67830786,67831744,2.9604503219523552,73.97364792510592,24.98729580988944,both,254,,,
C330006A16Rik,chr2,26139654,26140801,2.7598184858697894,1168.6353322342077,423.4464470100461,both,280,,,
C530005A16Rik,chr4,116597307,116597651,3.1694744541338293,163.79618842207273,51.67928967164868,both,21,,,
Cabin1,chr10,75764077,75764516,3.329086455012113,593.790111849551,178.36428097431025,both,159,2416.652273,0.67822938,1.45536e-19
Cabp1,chr5,115193355,115194447,9.96333953764635,29.3728342504176,2.948091263921371,both,66,,,
Cacfd1,chr2,27009858,27010276,2.163302398615701,185.7398816707008,85.8594165057811,both,68,,,
Cactin,chr10,81322538,81322776,38.268683510185625,62.95254743779066,1.6450147134284137,both,1435,559.76173,0.327410221,0.01812491
Cadm2,chr16,67620133,67620701,2.470519186332608,2368.734723793189,958.800375604241,both,207,1023.249484,-0.210768981,0.04057286
Caln1,chr5,130448994,130449857,19.669225066795605,61.00194636686975,3.1013904289421927,both,79539,,,
Camta1,chr4,151107623,151108902,3.050276786447483,286.6660821080306,93.980350695288,both,190301,,,
Car8,chr4,8238808,8239111,2.2492300052905225,64.06816179463331,28.48448653269585,both,70,575.2042408,-2.177175166,1.01035e-76
Card19,chr13,49215547,49216388,2.039313198740735,390.9723002019259,191.7176333891965,both,362,,,
Card9,chr2,26351759,26352628,3.812802348404678,155.0054851746231,40.65395239789422,both,417,,,
Casp8,chr1,58795582,58795852,5.541379394681277,70.32184106107651,12.690313377310488,both,208,152.0048119,-0.716945842,0.004019042
Casz1,chr4,148890978,148891502,2.435620389368919,54.48991682864746,22.372089290468644,both,63387,,,
Cat,chr2,103484762,103485109,2.077364252077144,1146.3930018478106,551.8497782473821,both,51,2535.33671,-0.529734133,3.37808e-12
Cbln2,chr18,86712993,86713451,4.39691703700838,20.57026124612408,4.678337360697597,both,1883,,,
Cbr1,chr16,93607795,93608245,2.953603986559421,240.08521320552785,81.28551230904758,both,42,891.8155041,-0.631564481,4.76946e-10
Cbx2,chr11,119022745,119023578,2.26600290413868,100.05648639551798,44.15549786488468,both,217,,,
