gene,chromosome,tss,strand,log2FoldChange,padj,bm3_signal,avg_bg_signal,fold_change,is_higher_than_bg
Rad50,chr11,53707319,-,0.001481416,0.992160926,147.04969235229493,19.605957852681478,7.500255455878334,True
Prr36,chr8,4217459,-,0.004584337,0.992160926,888.2987849121093,45.03607280699412,19.724161756265662,True
Gpatch1,chr7,35318440,-,-0.002303727,0.991299194,206.73652893066406,44.63351743698121,4.6318672782748695,True
Aptx,chr4,40703194,-,0.002924233,0.991087117,86.69596374511718,49.8183096408844,1.7402429823505772,True
Gm47218,chr12,76941793,-,0.007073102,0.990815706,0.0,24.95764394315084,0.0,False
Gm40309,chr5,65541929,+,-0.00287854,0.990726096,0.0,17.136791261037192,0.0,False
Dcaf12,chr4,41314889,-,-0.001609808,0.990691738,786.4335380249023,35.45189878050486,22.183114729453226,True
Gm49502,chr15,82185516,+,0.00327368,0.990691738,0.0,23.12354825846354,0.0,False
Rapgef6,chr11,54522847,+,-0.00164666,0.990480218,0.0,52.74122144126892,0.0,False
Plpp3,chr4,105157347,+,0.001643356,0.990283159,352.4521155700684,43.18720712312063,8.161030523814082,True
Ppp2cb,chr8,33599625,+,-0.001697718,0.990283159,570.1929559326172,15.824798596700033,36.03160902480745,True
Epc1,chr18,6516108,-,-0.001552513,0.990283159,276.76035369873046,91.56892890485126,3.022426460686359,True
Dock11,chrX,35888832,+,0.0016485,0.990283159,57.35271447753906,13.329543816248576,4.302676465763719,True
Wdr18,chr10,79960152,+,0.001968567,0.990283159,0.0,47.446337745666504,0.0,False
Wdr59,chr8,111522092,-,-0.002890168,0.989057677,713.572580871582,112.45056611378988,6.3456557448497914,True
Tfap4,chr16,4559854,-,-0.003419369,0.989057677,202.0677244873047,32.762976690292355,6.167563051350497,True
Gm45264,chr8,55028401,+,0.004500772,0.989057677,0.0,16.641997816403705,0.0,False
Gm16973,chr14,56701268,-,0.004034796,0.989057677,24.008113037109375,20.126185319900515,1.1928794580546,False
Gpld1,chr13,24943152,+,0.007553426,0.989057677,0.0,37.69869612121582,0.0,False
Fam185a,chr5,21424958,+,0.003848272,0.989046634,133.3781982421875,64.47345963287354,2.068730280671661,True
Gm17056,chr12,40198656,+,-0.005474802,0.988875263,0.0,16.46315987141927,0.0,False
Asb1,chr1,91540544,+,-0.002981208,0.988857276,606.87123046875,141.64728276570636,4.284383142545373,True
Gm24249,chr7,88087251,-,-0.007740882,0.988475333,0.0,6.441606075286866,0.0,False
Gpatch2l,chr12,86241858,+,0.002837133,0.988435899,239.4139789428711,56.082548828760785,4.268956813533634,True
Pde7a,chr3,19311322,-,0.002079633,0.988148381,552.1852426757813,24.086759256362914,22.92484583744542,True
Ybey,chr10,76469114,-,0.00475284,0.987950925,0.0,28.844318574905397,0.0,False
Gm14230,chr2,156839892,-,0.007466942,0.987950925,160.0539520263672,27.9790186958313,5.720499127091053,True
Dalrd3,chr9,108569886,+,0.002876756,0.987784728,491.83295837402346,34.986759517669675,14.057688255627923,True
Mir3113,chrX,151859562,+,-0.005997965,0.987784728,0.0,2.5594529851277668,0.0,False
Gm42548,chr6,28237013,-,0.004005396,0.987714232,0.0,6.274123724301656,0.0,False
Gm43654,chr3,127832971,-,0.004807976,0.987408758,0.0,25.996904681841528,0.0,False
Gm37303,chr9,72355075,+,0.005892202,0.98732867,0.0,21.788299954732256,0.0,False
Sema4g,chr19,44989101,+,0.00586313,0.987303047,0.0,25.36321816476186,0.0,False
Hoxa3,chr6,52213336,-,0.00647184,0.987291681,0.0,19.001287237167357,0.0,False
Gm13204,chr4,148569876,-,-0.00761039,0.987291681,0.0,21.054059167226157,0.0,False
Wdr91,chr6,34910876,-,-0.00337254,0.986741704,1547.18689263916,58.96165223185221,26.240562027590876,True
Naa30,chr14,49172226,+,-0.002503614,0.98638974,590.8661573486328,33.12250787417094,17.83881098596983,True
Mkks,chr2,136891389,-,-0.003222043,0.986080342,3580.539258056641,157.33718886311848,22.75710710181601,True
2610020C07Rik,chr16,11203366,+,0.004822935,0.986080342,23.34122100830078,52.82226599884033,0.44188223596490955,False
Gm42675,chr5,13548694,+,0.006311831,0.985844497,10.670255859375,13.655195644378663,0.7814062967137017,False
Gm49125,chr14,45614066,-,-0.008345769,0.985776838,0.0,13.541934425354006,0.0,False
Gm49327,chr12,17933164,+,-0.006230649,0.985769754,0.0,10.0415812848409,0.0,False
Csrnp2,chr15,100495488,-,0.003615754,0.985412198,377.460951171875,38.5311327788035,9.796258867829637,True
Mosmo,chr7,120677618,+,-0.002664025,0.984701691,481.4952175292969,19.93209525934855,24.156778866660595,True
Gm12609,chr4,89381957,+,-0.008402034,0.984368031,0.0,11.616466376622517,0.0,False
Gm28800,chr1,127959516,+,0.011600416,0.984360127,0.0,28.679441318511966,0.0,False
Gm42515,chr3,126737497,+,0.010702613,0.98402918,0.0,8.88908930683136,0.0,False
A430090L17Rik,chr13,114151592,-,-0.010752451,0.983927552,0.0,13.380103675842285,0.0,False
Zfp14,chr7,30051380,-,0.006966408,0.983447158,360.12103759765625,36.51102222124735,9.86335127555224,True
Gm7045,chr13,62670903,-,0.010329499,0.983142667,0.0,25.404246122042338,0.0,False
Ccpg1os,chr9,72985382,-,-0.007560652,0.982877438,146.71601806640626,61.203645632425946,2.3971777587816683,True
9930024M15Rik,chr10,41826538,+,-0.011879767,0.982512031,0.0,11.06294498125712,0.0,False
Phf3,chr1,30873921,-,-0.002465423,0.982377448,303.43552032470706,20.933738109906514,14.495047121140379,True
Golgb1,chr16,36875140,+,-0.003248167,0.982377448,180.06084777832032,86.9701112016042,2.0703761935054192,True
Stx3,chr19,11819403,-,0.004560106,0.982299029,330.11220886230467,15.84106586964925,20.839014974035578,True
Rps6kc1,chr1,190911770,-,-0.00405658,0.982274435,900.3042599487304,62.95000384330749,14.301893645467123,True
5730455P16Rik,chr11,80378034,-,0.003499587,0.98219847,0.0,36.02485201835632,0.0,False
Nelfb,chr2,25211489,-,-0.003427314,0.981912425,120.04037841796875,25.299322418212892,4.744806063720984,True
Intu,chr3,40531286,+,0.004716914,0.981912425,146.71601806640626,29.37475725428263,4.994629123105898,True
4930412F12Rik,chr8,57652359,-,0.011244009,0.981795931,0.0,39.17738078562419,0.0,False
Gm41662,chr18,6015021,-,0.011655368,0.981764651,0.0,24.458551241874698,0.0,False
Tmem216,chr19,10556238,-,-0.006677244,0.981739345,423.14382275390625,25.495016410827635,16.597119057911204,True
Gm43169,chr5,22868545,-,-0.006904657,0.981512198,0.0,15.104936811129251,0.0,False
Amn1,chr6,149188712,-,-0.004758063,0.981213395,133.3781982421875,62.491151172637935,2.1343533562650676,True
Gm46123,chr9,83346159,+,-0.01112599,0.98119373,0.0,14.116877390543621,0.0,False
Snx24,chr18,53245662,+,0.006417203,0.980961268,263.42203918457034,35.27264854621887,7.46816726391839,True
Zfp939,chr7,39449518,+,-0.007501991,0.980961268,583.5305551147461,76.56809078852335,7.621067067303844,True
2310015A10Rik,chr12,80132844,-,0.011343663,0.980961268,660.2229998779297,59.95891275660197,11.011257034597142,True
Lrrc45,chr11,120713925,+,0.008147101,0.980900207,0.0,101.09093589305878,0.0,False
Gm44746,chr7,122590935,+,-0.011369143,0.980846263,0.0,8.254488727251688,0.0,False
Gm42934,chr5,101956607,+,0.011325484,0.980846263,0.0,7.840177356402079,0.0,False
Gm43411,chr5,122908400,-,0.013592377,0.980846263,0.0,16.925305960973105,0.0,False
2810039B14Rik,chr15,75642129,+,0.013159199,0.980378905,73.35812316894531,79.40954964065553,0.9237947262124749,False
Gm48734,chr13,62737195,-,-0.009525182,0.979865016,0.0,6.504354767799377,0.0,False
Gm37639,chr17,71368836,-,0.010329857,0.979859855,0.0,6.212854091644286,0.0,False
Ccdc130,chr8,84270380,-,0.006436782,0.97979001,860.2916653442383,50.26610624631246,17.114746487994573,True
Fbxl22,chr9,66514609,-,-0.010167222,0.97979001,0.0,40.09627779610952,0.0,False
Tarbp1,chr8,126475065,-,0.004617148,0.979583051,0.0,27.916348272959393,0.0,False
Bphl,chr13,34037597,+,-0.007895413,0.979583051,150.05047821044923,37.316095315615335,4.0210658950605405,True
Gm15958,chr18,66291274,+,-0.012782831,0.979583051,370.79139111328124,42.957741308848064,8.631538340143337,True
Gm48591,chr10,121462694,-,0.009833715,0.979576312,0.0,43.9307116171519,0.0,False
Map2,chr1,66175273,+,-0.002470848,0.97954359,944.3179358520508,67.51466956011454,13.98685562714985,True
Gm48678,chr12,4655888,-,-0.008851678,0.979228739,0.0,11.735646725336712,0.0,False
Aph1c,chr9,66834726,-,-0.008989569,0.979228739,445.4834357910156,64.75062793413798,6.879986341509235,True
6030443J06Rik,chr5,22550432,+,0.008663187,0.978671216,0.0,41.25282841746013,0.0,False
Gm43795,chr5,66534161,-,-0.011903807,0.978313876,0.0,15.091712255477907,0.0,False
Car13,chr3,14641727,+,0.009285558,0.977704385,0.0,7.1212868315378826,0.0,False
Deptor,chr15,55112317,+,0.005091312,0.977396405,76.69258331298828,57.54766241995494,1.3326793841480995,False
Spata9,chr13,75967150,+,-0.016111399,0.977396405,0.0,10.506405162811278,0.0,False
Tatdn2,chr6,113697050,+,0.004895683,0.977377723,680.2290570068359,55.75148415565491,12.201093249960412,True
B4galt4,chr16,38742264,+,-0.006364755,0.977366996,0.0,33.43211516825358,0.0,False
Gm14335,chr6,115639059,-,-0.01193223,0.976752489,226.74293701171874,13.15342223739624,17.238322690430348,True
Pde3b,chr7,114415281,+,-0.004152878,0.976747485,705.5708424682617,25.042440943082173,28.175002751206307,True
Faim,chr9,98986373,+,0.00888967,0.976747485,343.4500692749023,54.17089452489217,6.340121799485569,True
Gm37606,chr16,77561650,+,-0.00535167,0.976684671,0.0,13.202609402338664,0.0,False
Rtn4ip1,chr10,43901807,+,-0.004949079,0.976392178,373.458408203125,42.77181848430633,8.731412912456666,True
Atl1,chr12,69892614,+,0.010771089,0.976282337,540.1821850585937,26.5504478931427,20.345501787113314,True
Rab7,chr6,88045270,-,0.003470514,0.976277682,216.74023559570313,52.243655770619704,4.1486422111676085,True
Praf2,chrX,7728439,+,-0.007842702,0.976277682,233.41202056884765,28.676232805252074,8.139563594493419,True
Camkk2,chr5,122779409,-,-0.00377267,0.976239011,63.354742736816405,19.112134131113688,3.314896301071776,True
Gm10819,chr19,16267621,-,0.015781906,0.976164344,0.0,8.294398904164632,0.0,False
Mark3,chr12,111574523,+,0.003633162,0.975765183,193.39866760253906,30.99361066309611,6.239952798814034,True
Gm47817,chr12,85363645,-,0.011147723,0.975624711,0.0,23.23059394041697,0.0,False
Has1,chr17,17855205,-,0.011570933,0.975424666,0.0,34.29539504051208,0.0,False
Brwd1,chr16,96082526,-,-0.003687567,0.975178791,522.8440947265625,33.35544029935201,15.674927089381569,True
Gspt2,chrX,94636069,+,0.006529556,0.974803892,0.0,13.323633497238157,0.0,False
Zfp619,chr7,39517766,+,0.006461943,0.974575175,993.000701538086,56.006314860661824,17.730156037021423,True
3010003L21Rik,chr6,148944867,+,-0.017257587,0.974209391,0.0,9.566930744171144,0.0,False
Tmem176a,chr6,48840919,+,0.005014226,0.974096501,462.8225258178711,74.16727150694528,6.240252828695886,True
Rab11fip4,chr11,79591212,+,-0.014752367,0.974043564,242.08224682617188,15.504938105265301,15.613235292049536,True
Gm15738,chr16,13468755,-,-0.014591999,0.97393566,0.0,25.603014896710715,0.0,False
Gm16310,chr16,92094568,+,0.007749144,0.973764246,0.0,13.473656775156657,0.0,False
Gm23444,chr11,83271498,+,0.018594286,0.973427955,1383.1327193603515,64.0429389851888,21.59695887286229,True
Adgra3,chr5,50059006,-,0.004110439,0.973381212,153.38492797851563,29.496546908060708,5.200097776075584,True
C79798,chr2,34287771,+,0.011206342,0.973295289,0.0,3.91055832195282,0.0,False
Inpp1,chr1,52817688,-,0.006431494,0.972926975,238.08031732177736,30.500178187688192,7.805866439753512,True
Paox,chr7,140115799,+,-0.009691779,0.972921445,93.36488403320313,38.43719865322113,2.4290241564047728,True
Slc52a2,chr15,76538832,+,-0.007710259,0.972343443,286.09644171142577,44.31924530919394,6.455354546664079,True
Stat5a,chr11,100859351,+,-0.020323315,0.972298317,0.0,47.345720500946044,0.0,False
Fbxl2,chr9,114046191,-,0.0171906,0.972183255,0.0,9.994064193725587,0.0,False
Apc-ps1,chr5,76196625,+,-0.021248999,0.972183255,0.0,19.360678494771324,0.0,False
Aldh16a1,chr7,45154584,-,-0.009263664,0.97212708,1127.0447655639648,67.54198775736491,16.686579755584255,True
Vcl,chr14,20929398,+,0.004571068,0.971941903,783.596842956543,160.37355269495646,4.886072733245537,True
Gm42815,chr5,138619288,+,0.024331336,0.971941903,774.9263972167969,58.675322022120156,13.20702418854481,True
Tspyl1,chr10,34282190,+,-0.005500399,0.971394854,360.1213690185547,64.96803885142009,5.543054329254746,True
Tpst2,chr5,112276691,+,0.009243632,0.971394854,898.6358040771485,142.23436481094362,6.317993582434213,True
Gm48138,chr13,96556232,+,0.020014805,0.971394854,0.0,14.513625619252522,0.0,False
Atg12,chr18,46741580,-,0.005815616,0.971003015,555.1876364135742,68.62782739639283,8.089832615665108,True
Gm38104,chr1,176753415,-,-0.010263069,0.970856855,0.0,9.299553998311362,0.0,False
Rhoa,chr9,108306129,+,0.003946174,0.97068251,253.08552493286132,81.30530934906005,3.1127798044075354,True
Gm10785,chr16,91688898,+,-0.018898272,0.97068251,130.71083764648438,44.68875230089824,2.9249157990892733,True
Pyurf,chr6,57692078,-,0.007925733,0.970604743,201.40107934570312,62.47994228235881,3.22345175089204,True
Rasgrp2,chr19,6399340,+,-0.01613389,0.970604743,0.0,28.37382946650187,0.0,False
Alpk1,chr3,127780527,-,0.012519057,0.969958496,183.39525604248047,21.1604024626414,8.666907747443084,True
Irx1,chr13,71963723,-,-0.010270195,0.969764782,953.9884656982422,34.31477446683248,27.801099687259658,True
Cyb5r3,chr15,83172592,-,-0.004604466,0.969272225,271.42519885253904,99.84556712977091,2.718450169147352,True
Adck5,chr15,76576358,+,-0.013974699,0.96912996,294.09915643310546,60.739790264129645,4.841952123216139,True
Prdm9,chr17,15564354,-,0.015508015,0.969016956,420.1409097290039,96.69569782511394,4.344980378432973,True
Fam174b,chr7,73740302,+,-0.006790979,0.968734689,150.0507064819336,32.58192550468445,4.605335754645935,True
Ift81,chr5,122614518,-,0.007776173,0.968734689,521.8433791503907,29.824000948588054,17.497430343097413,True
Poc1b,chr10,99107036,+,-0.007133772,0.968112674,249.4179453125,51.149610102971394,4.876243334218705,True
Pros1,chr16,62854307,+,-0.005216586,0.967912429,446.8179901123047,45.51309218947093,9.817350758155523,True
Bop1,chr15,76477277,-,0.005489301,0.967894332,387.13144787597656,75.08366249020895,5.156001119770353,True
Gm43588,chr6,85632864,+,-0.0124759,0.967860659,0.0,5.954535858790081,0.0,False
Gm31763,chr10,67005020,+,0.015753019,0.967860659,0.0,20.277602650324503,0.0,False
Ankrd44,chr1,54926387,-,-0.012208943,0.967638458,624.3768149414062,27.164696100234988,22.984862876342103,True
Smarcad1,chr6,65042583,+,-0.005013816,0.967499206,115.37214147949219,30.786954879760742,3.7474359490921105,True
Nudt22,chr19,6996117,-,0.01485967,0.967413813,216.4066875,41.94113012186686,5.1597724446431155,True
Gm17058,chr15,99765991,+,0.023521877,0.967388621,0.0,30.722499271074934,0.0,False
Gm7890,chr6,49081062,-,-0.022683807,0.967087443,0.0,11.313298063913981,0.0,False
Gm12743,chr4,108619849,-,0.01761347,0.966701539,453.48683776855466,29.876475981076556,15.178725832852189,True
Gm44567,chr7,34365331,-,0.01242343,0.966460921,0.0,12.390126144091289,0.0,False
Prrg2,chr7,45062677,-,0.015707582,0.966460921,316.7734335327148,98.81331160068511,3.2057769181224214,True
Kcnab1,chr3,64949196,+,0.012958355,0.966354671,0.0,7.73945237604777,0.0,False
Cgref1,chr5,30945591,-,0.02134505,0.966173691,490.16454193115237,31.752839263916012,15.436872837011974,True
Gm38331,chr1,180148151,-,0.01941023,0.965721714,0.0,16.23054314454397,0.0,False
Tubgcp4,chr2,121170654,+,-0.008128433,0.965527298,0.0,33.66083123779297,0.0,False
Sin3b,chr8,72723285,+,-0.005434715,0.965134446,0.0,25.30644471327464,0.0,False
Tspan33,chr6,29694222,+,0.023913746,0.965134446,27.342573181152343,20.896789601643878,1.308458079082224,True
Cdc25b,chr2,131186949,+,-0.007323859,0.965048411,369.12546990966797,47.28000704193116,7.8072211279981865,True
Wdcp,chr12,4843303,+,-0.008482332,0.965048411,0.0,49.34105834325155,0.0,False
Rbpj-ps3,chr6,46530794,-,0.013580556,0.965048411,0.0,7.23550661722819,0.0,False
Cdhr1,chr14,37098347,-,-0.017067367,0.965048411,613.5394479370117,26.65046453666687,23.0217168294713,True
Xxylt1,chr16,31081432,-,0.008177355,0.963679647,793.6005581665039,49.83080771128337,15.925901959377754,True
Fer1l5,chr1,36372291,+,-0.019549074,0.963653861,0.0,25.441527283032737,0.0,False
Cabyr,chr18,12740322,+,0.024460726,0.963623623,0.0,32.21550436147054,0.0,False
Gm14441,chr2,22913832,-,0.023880962,0.96352772,0.0,8.46821624247233,0.0,False
BB365896,chr6,58965655,+,-0.020520493,0.963512772,0.0,9.547455933888754,0.0,False
Scyl2,chr10,89686285,-,-0.006225867,0.963367237,436.8137516784668,42.255404698053994,10.337464634401753,True
Arv1,chr8,124722139,+,0.014312166,0.96287988,879.6296498413086,97.54422451814015,9.017752247112542,True
Tmem39b,chr4,129696838,-,0.012777522,0.962787098,0.0,48.24549137306213,0.0,False
Gm37768,chr1,180755836,-,-0.021649587,0.962787098,109.7036455078125,21.117542748133342,5.194905809650113,True
Hus1,chr11,9011191,-,0.006262121,0.962479053,0.0,41.13235420036316,0.0,False
Parl,chr16,20302387,-,0.00662486,0.962479053,413.1399354858398,30.306477374712625,13.632067177512324,True
Pde8a,chr7,81213596,+,0.017114641,0.962404479,0.0,21.351976631800337,0.0,False
Zfp446,chr7,12977848,+,-0.014386054,0.961468353,361.12171942138673,123.71507111676533,2.9189792008489506,True
Ubac2,chr14,121878620,+,-0.007382009,0.961433144,0.0,54.25377828598022,0.0,False
Rbm19,chr5,120116465,+,-0.008789054,0.960749947,328.4445034790039,44.635099139213565,7.3584356215858255,True
Prg4,chr1,150466165,-,-0.021810152,0.960656193,0.0,0.9715046405792237,0.0,False
Gm26574,chr1,189836620,-,0.023227745,0.959882554,0.0,15.62457269668579,0.0,False
Tpm3-rs7,chr14,113314608,+,0.023097131,0.959882554,0.0,2.8807295322418214,0.0,False
D630030B08Rik,chr5,67836828,-,0.025030065,0.959882554,0.0,17.804645799001058,0.0,False
Ufd1,chr16,18811779,+,0.00713038,0.95981465,668.892517578125,97.32268260383604,6.872935472822243,True
Fam220a,chr5,143548706,+,0.009934797,0.959785876,433.47990753173826,43.14640202649434,10.046722024829718,True
Fam220a,chr5,143548708,+,0.009934797,0.959785876,433.47990753173826,43.1979870262146,10.034724702997897,True
Col4a4,chr1,82586849,-,-0.022950991,0.959785876,0.0,11.035722862879433,0.0,False
Ror2,chr13,53286124,-,0.013578054,0.959732121,377.4601960449219,30.126933807373046,12.528994767882585,True
Diras2,chr13,52531279,-,0.019382609,0.959298983,150.05047821044923,21.039677018165587,7.1317861999923355,True
Gm43062,chr3,103071174,+,0.01978878,0.959298983,0.0,17.924817302068075,0.0,False
Znf41-ps,chr4,145825237,+,0.014408142,0.958967507,0.0,0.1908980941772461,0.0,False
Gm45532,chr7,134900670,+,0.011141559,0.958656931,0.0,21.658431488672893,0.0,False
Zfc3h1,chr10,115384959,+,0.006648331,0.958569158,541.1834439697266,121.174167166392,4.466161861270257,True
Surf6,chr2,26902879,-,-0.011039011,0.958564067,0.0,36.699925045649216,0.0,False
Gm23925,chr2,158359928,-,-0.028108847,0.958271764,0.0,28.194564147949222,0.0,False
Gm23925,chr2,158359929,-,-0.028108847,0.958271764,0.0,28.21656431484222,0.0,False
Gm10305,chr4,99272671,+,-0.027966446,0.957903512,0.0,5.719400455474854,0.0,False
Pkp2,chr16,16213318,+,0.028267779,0.957742584,563.5224151611328,22.56848663457235,24.969437441050243,True
Upf3a,chr8,13785615,+,-0.011204377,0.957545321,988.6657118225098,57.97504860401153,17.053296816970672,True
Lcmt2,chr2,121140653,-,0.014400483,0.957545321,0.0,26.09743368879954,0.0,False
3110001I22Rik,chr16,13671929,+,0.016941415,0.957545321,343.11565280151365,42.15802586078644,8.13879791085438,True
Tigd5,chr15,75909735,+,-0.018660149,0.957545321,356.7862557983398,108.3770791832606,3.292082223354911,True
Zfp956,chr6,47953390,+,-0.021355027,0.957545321,673.5610925292968,38.29812277793884,17.587313520162752,True
Gm15713,chr16,43420196,-,-0.026719676,0.957545321,0.0,3.389469294865926,0.0,False
Gm49784,chr17,17594776,-,0.030798737,0.957545321,0.0,13.51619723701477,0.0,False
Gm11696,chr11,109363654,-,0.027048758,0.957537979,290.0986077880859,23.938085315704345,12.11870556739012,True
Gm15484,chr5,110118849,-,0.02699474,0.957537979,0.0,10.647044205347697,0.0,False
Adcy7,chr8,88272403,+,-0.019059063,0.957309245,0.0,9.559498727798461,0.0,False
2700046G09Rik,chr19,32389216,+,-0.024254518,0.957309245,937.6479519042969,51.10191556167603,18.348587163481746,True
Gm11400,chr11,3150955,-,-0.026554301,0.957290652,0.0,13.790887432098389,0.0,False
Tmem41a,chr16,21947552,-,-0.015862687,0.957199787,824.9450932617187,35.663779397964475,23.131174182532174,True
Zfp300,chrX,21089527,-,-0.019980647,0.957135479,0.0,5.376378276189168,0.0,False
Amigo3,chr9,108053159,+,0.025425225,0.956779407,0.0,63.70362836074829,0.0,False
Sgf29,chr7,126649309,+,-0.012096716,0.956288168,660.2217150878906,51.56705999024709,12.803167665807567,True
Ccdc25,chr14,65837302,+,-0.010264817,0.956249309,99.36691229248046,26.11047911198934,3.805633434234971,True
Rxylt1,chr10,122097371,-,0.008483035,0.956239395,925.9784717407226,142.92385390090942,6.478823838480546,True
Gm37769,chr1,68713405,-,-0.019838286,0.955936288,0.0,4.999455410639444,0.0,False
4933431K14Rik,chr9,85749078,+,-0.030495273,0.955910083,572.525741027832,49.42689976056417,11.583282459577374,True
Mir466q,chr3,28419943,+,-0.030483742,0.955222398,206.73652893066406,14.37209861755371,14.384574892782979,True
Idh3g,chrX,73786897,-,-0.00844671,0.955136621,754.9200408325195,33.34321464284261,22.640889575851652,True
Lig1,chr7,13277283,+,0.008440465,0.955090664,0.0,23.39606185054779,0.0,False
Gm37558,chr3,69122724,-,0.013356887,0.954851435,0.0,4.659494236628214,0.0,False
Mdfi,chr17,47834691,-,0.033307938,0.954851435,0.0,12.05617641290029,0.0,False
Gm38067,chr1,131914529,+,-0.014326897,0.954629595,0.0,20.388068652470906,0.0,False
Cebpg,chr7,35056573,-,0.008751732,0.95447307,331.1115706481934,22.644242525100708,14.622329286623854,True
