category,gene,chromosome,start,end,methylation_score,cpg_density,smarcb1_enrichment
up,Arhgap6,chrX,168796216,168796680,0.0298205798218768,0.112,56.404453699002175
up,Arhgef4,chr1,34678070,34678419,0.016747925908112297,0.12,21.32850456365656
up,Arhgef4,chr1,34750258,34751085,0.00718304247630689,0.174,0.0
up,Arhgef4,chr1,34801701,34802059,0.0018499472993668,0.104,11.336906374183119
up,Arsb,chr13,93771714,93772156,0.011405392622801519,0.13,7.27483484129058
up,Asap3,chr4,136206183,136206663,0.01987581857418737,0.11,11.160778113525772
up,Atrn,chr2,130906267,130906976,0.00548620395950707,0.162,0.0
up,Auts2,chr5,131439468,131439909,0.7481039571034139,0.094,0.0
up,Auts2,chr5,131537191,131538947,0.018205432890791098,0.186,3.562326213023199
up,Auts2,chr5,131616397,131616748,0.03156419303053522,0.084,5.201015726114511
up,Auts2,chr5,132541593,132544113,0.019736112550144288,0.1,15.21556417442283
up,Axin2,chr11,108920190,108922170,0.01801242140950098,0.178,3.527211790783195
up,Axin2,chr11,108922545,108923014,0.01580162850063473,0.084,0.0
up,Azin2,chr4,128924994,128925215,0.018708632367120642,0.074,0.0
up,Azin2,chr4,128962006,128962362,0.009463521266955465,0.096,4.648731817389562
up,BC034090,chr1,155244091,155244947,0.03544146259611201,0.206,0.0
up,Bag3,chr7,128523328,128524433,0.01808720868837954,0.174,1.0826446370292353
up,Bbc3,chr7,16299595,16300104,0.007765559082911774,0.106,0.0
up,Bbc3,chr7,16309424,16310589,0.005640905304439485,0.158,7.614472780845082
up,Bbc3,chr7,16313668,16314092,0.0056484353962561445,0.108,2.758062930247981
up,Bcl9l,chr9,44482651,44483484,0.006842296388916009,0.128,11.46723385430099
up,Bcl9l,chr9,44498438,44499178,0.011172551552694076,0.124,7.22151644501333
up,Bcor,chrX,11999031,11999458,0.014103981892041062,0.128,4.2244343015208985
up,Bcor,chrX,12006280,12007396,0.03493767913065546,0.174,0.0
up,Bcor,chrX,12076861,12081915,0.018970583657954204,0.166,0.0
up,Bcor,chrX,12086982,12092060,0.01504780487921931,0.122,0.0
up,Bcor,chrX,12127757,12128822,0.01694019035100811,0.166,47.05236155745243
up,Bcor,chrX,12133306,12133812,0.012396672883833284,0.114,0.0
up,Bcor,chrX,12136636,12137563,0.03611020075629674,0.14,0.0
up,Bcor,chrX,12155820,12156282,0.005216890603270516,0.092,0.0
up,Bcor,chrX,12158454,12160573,0.03294033291025886,0.108,0.0
up,Bcor,chrX,12252439,12252771,0.07292450617769931,0.084,0.0
up,Bhlhe41,chr6,145862743,145863901,0.010321840184584095,0.248,17.298674776160087
up,Bhlhe41,chr6,145865536,145866825,0.005516823860380166,0.14,1.1896457194937708
up,Bicdl1,chr5,115730913,115732860,0.005595695027770321,0.152,0.0
up,Bmyc,chr2,25706654,25707411,0.011867002206445418,0.166,0.0
up,Bptf,chr11,107131627,107132223,0.041612652502528616,0.112,11.765536481011365
up,Brsk2,chr7,141949309,141949612,0.0011515974689260073,0.084,0.0
up,Brsk2,chr7,141950083,141950681,0.016731169880576924,0.156,15.290502710575188
up,Btbd9,chr17,30575621,30576642,0.009811663648650793,0.162,4.412206756775495
up,C2cd2,chr16,97922153,97922819,0.009119530167534058,0.152,5.5965022335707175
up,Cachd1,chr4,100776432,100778008,0.0022166488877511654,0.18,0.0
up,Cacna1a,chr8,84638667,84638870,0.021320100247557365,0.078,1.5941810375944285
up,Cacna1a,chr8,84639334,84639944,0.005627716602483008,0.18,9.740674983957097
up,Cacna1b,chr2,24678983,24679525,0.06894391956076251,0.124,0.0
up,Cacna1b,chr2,24762066,24763472,0.013898989633709747,0.194,0.0
up,Cacnb2,chr2,14604008,14605030,0.02485261851039032,0.192,0.0
up,Cadps,chr14,12821819,12823224,0.00947177018627717,0.15,0.0
up,Carmil1,chr13,24280420,24281398,0.003601606246408691,0.196,9.769849641364663
up,Cask,chrX,13845930,13847105,0.22334652492539964,0.224,12.990107335379475
up,Castor2,chr5,134099625,134100114,0.0030406797796059823,0.134,6.5784337177879735
up,Ccdc120,chrX,7750510,7751053,0.06733060698452695,0.11,16.56584086208088
up,Ccdc122,chr14,77036339,77036901,0.03548102555637284,0.144,9.485017842491622
up,Ccdc136,chr6,29396379,29396656,0.0037470908183027418,0.094,0.0
up,Ccdc157,chr11,4160219,4160617,0.0040703183680063666,0.118,12.408049455875343
up,Ccdc85a,chr11,28583291,28583837,0.01119027080262522,0.142,0.0
up,Ccdc97,chr7,25718816,25719131,0.01063128656802263,0.074,0.0
up,Ccnd3,chr17,47593321,47593824,0.007363014777739707,0.138,5.336884116909547
up,Ccnd3,chr17,47594793,47595003,0.015149783989050378,0.084,9.746840694243692
up,Ccne1,chr7,38084896,38085332,0.011456528250902804,0.118,0.35828647664859653
up,Ccne1,chr7,38106954,38108064,0.010705525034298056,0.192,15.47079312036234
up,Cd14,chr18,36725676,36726233,0.004026982125598229,0.114,0.0
up,Cd81,chr7,143052674,143053288,0.002313056384325155,0.15,20.072708113476075
up,Cdc42bpb,chr12,111299424,111299678,0.7128766313472251,0.082,0.0
up,Cdc42bpb,chr12,111376967,111378223,0.016492586187586693,0.246,2.9713454362249467
up,Cdh2,chr18,16806909,16807133,0.03484565363363271,0.09,2.7000563739858983
up,Cdh2,chr18,16808083,16809635,0.047305525855616835,0.194,14.43053751467731
up,Cdh22,chr2,165215278,165215521,0.0052372888826148324,0.072,34.01395451452971
up,Cdh22,chr2,165233432,165235092,0.0037136395640598105,0.21,3.6852871204553557
up,Cdk12,chr11,98202611,98203726,0.021162123914922823,0.162,0.0
up,Celf5,chr10,81482358,81482796,0.030823481653256393,0.094,1.1761949017712394
up,Celsr2,chr3,108412815,108413074,0.564061061041405,0.094,0.0
up,Celsr2,chr3,108414221,108414553,0.6627373734579068,0.102,2.791337925773503
up,Celsr2,chr3,108415472,108416111,0.009307494930506584,0.194,0.0
up,Celsr3,chr9,108825097,108825321,0.0008563484604261459,0.084,4.958505299931158
up,Celsr3,chr9,108825791,108826198,0.002664374666363359,0.11,7.623016377594636
up,Celsr3,chr9,108827073,108828002,0.07667375345481571,0.168,8.183093435240588
up,Celsr3,chr9,108831849,108832944,0.014662371749749053,0.176,6.511373455713257
up,Cemip,chr7,84086232,84086786,0.01742755040832523,0.124,0.0
up,Cep126,chr9,8134104,8134575,0.0192752161397855,0.14,0.0
up,Chrna4,chr2,181038876,181039235,0.0011453701832973852,0.12,3.7968231372421046
up,Chsy3,chr18,59175008,59176469,0.005175181917227196,0.218,5.261631110728357
up,Ckb,chr12,111670537,111672509,0.021661076575669888,0.162,0.0
up,Clec2l,chr6,38662933,38663383,0.021619274842952372,0.136,3.9735436247894818
up,Clstn2,chr9,98032720,98033588,0.00816987218181848,0.154,15.63527320498905
up,Cmpk2,chr12,26469171,26469850,0.006488784518557851,0.138,0.0
up,Col27a1,chr4,63213962,63216015,0.025922022434357792,0.104,0.5036691157962438
up,Comt,chr16,18426235,18426661,0.009750172968454946,0.102,0.0
up,Cpped1,chr16,11909092,11909407,0.011662835107188876,0.08,5.313028090745375
up,Cpxm1,chr2,130361847,130362462,0.026528548162929735,0.128,0.0
up,Cpxm1,chr2,130397413,130397861,0.0037426568896203193,0.106,0.7311285314859965
up,Crebbp,chr16,4212834,4214506,0.01342711972336995,0.134,0.0
up,Crybg1,chr10,44003488,44004455,0.023789313982890543,0.218,3.035159099260886
up,Crybg1,chr10,44148521,44149102,0.010304919468798492,0.108,0.0
up,Csmd1,chr8,17534717,17535731,0.008178236916159695,0.188,37.64657375520442
up,Ctnnd2,chr15,30172358,30173548,0.00989810689500911,0.238,3.296141241780754
up,Ctnnd2,chr15,30646537,30647251,0.016022550109698833,0.154,3.8144510281923667
up,Ctsa,chr2,164832787,164833426,0.0064397130940378996,0.114,9.743894809808708
up,Ctsa,chr2,164833897,164834185,0.00843230571920656,0.086,3.510174383667519
up,Ctsd,chr7,142387671,142388028,0.022972802725629425,0.11,2.131707873716171
up,Cux1,chr5,136565439,136569059,0.010977679671613769,0.192,0.0
up,Cux1,chr5,136623234,136623482,0.009800905753778913,0.09,67.22784543434332
up,Cxxc4,chr3,134235994,134236297,0.012575332399360614,0.106,0.0
up,Dab2,chr15,6386350,6386893,0.06644438674459369,0.102,0.0
up,Dag1,chr9,108263276,108263928,0.013314966676187222,0.21,1.4215750188352616
up,Dbn1,chr13,55487321,55488154,0.003483161952995518,0.154,19.238497934107585
up,Ddit4l,chr3,137623639,137623919,0.00783500866473459,0.092,9.847369197830275
up,Dennd1a,chr2,38286852,38287493,0.03734880958944501,0.17,13.158968795366983
up,Dennd4b,chr3,90265112,90265940,0.005468905686569552,0.144,6.931015814120622
up,Dlgap3,chr4,127168784,127169662,0.0017296236330748096,0.194,0.0
up,Dlgap3,chr4,127214657,127214981,0.021134354852504346,0.102,0.0
up,Dock3,chr9,107231268,107232140,0.010054722229826228,0.202,0.0
up,Dock5,chr14,67933026,67933976,0.007196259007294752,0.16,11.211615901462018
up,Dock6,chr9,21852370,21852764,0.0025615086538723513,0.138,9.214102744556397
up,Dpf1,chr7,29303883,29305174,0.007888693691652663,0.118,0.0
up,Dpf1,chr7,29307883,29308280,0.00837672048781652,0.118,0.0
up,Dpf1,chr7,29309299,29309612,0.024037033231072532,0.098,0.0
up,Dusp14,chr11,84068107,84068552,0.005808878193156451,0.152,0.0
up,Dusp15,chr2,152951258,152951798,0.015996882492799843,0.1,8.599398316728465
up,Dyrk3,chr1,131137776,131138378,0.001973008289533086,0.17,2.7818075011290437
up,E030030I06Rik,chr10,22148532,22151691,0.014802293051036804,0.11,22.055905306119723
up,Ece1,chr4,137861990,137862614,0.00483815303300676,0.138,7.008110998761757
up,Ece1,chr4,137913447,137913936,0.015487759816579955,0.122,16.708237452017556
up,Efnb2,chr8,8659823,8661897,0.0010783418348283811,0.248,2.305439772169469
up,Efr3b,chr12,3981728,3982058,0.013957851614523705,0.092,6.844902672330601
up,Efr3b,chr12,4038394,4039169,0.055566387684319055,0.15,11.589302077908975
up,Elmo2,chr2,165326173,165326655,0.0,0.112,7.264777040984572
up,Eln,chr5,134747082,134747295,0.030377515208571466,0.07,6.1027007016080965
up,Epb41l1,chr2,156420600,156421386,0.030863566428304855,0.152,2.762060861450557
up,Erbb2,chr11,98412307,98413135,0.013254900549882292,0.168,1.4402362933714323
up,Erc2,chr14,27622255,27622859,0.01710952896445097,0.128,3.341684965650697
up,Espn,chr4,152125093,152126645,0.0024920221401359983,0.164,0.0
up,Espn,chr4,152130681,152132303,0.0,0.17,9.383226395067197
up,Espn,chr4,152138441,152138880,0.014563333761454958,0.11,17.04409834552883
up,Espn,chr4,152153751,152154043,0.035189983764029306,0.064,0.0
up,Fam110a,chr2,151970535,151970877,0.15547663906260667,0.102,0.0
up,Fam110a,chr2,151979936,151980339,0.012619218977448795,0.092,0.0
up,Fam124a,chr14,62555511,62555970,0.0064457136217603,0.138,5.299754982805541
up,Fam167a,chr14,63436314,63436646,0.0,0.13,0.0
up,Fam20c,chr5,138754435,138756097,0.002378175831884385,0.204,18.93196226277648
up,Fam3a,chrX,74392977,74393208,0.0487085611297327,0.064,0.0
up,Fat1,chr8,44934783,44935480,0.0,0.13,12.715376204757105
up,Fat1,chr8,44937941,44938767,0.012923760459580658,0.186,3.352508673605489
up,Fat1,chr8,44951615,44951884,0.46730715558046376,0.106,0.0
up,Fat1,chr8,45010417,45010638,0.5661418969775598,0.07,0.0
up,Fat1,chr8,45023241,45024207,3.5672276110231764,0.142,0.0
up,Fat1,chr8,45025658,45025904,0.525317813255662,0.094,0.0
up,Fat1,chr8,45051222,45051542,1.0948926258990173,0.104,0.0
up,Fat4,chr3,38885050,38888327,0.015211323282573958,0.132,21.6319161907579
up,Fbln2,chr6,91212723,91212972,0.025758877639340205,0.082,1.157806472054684
up,Fbln2,chr6,91285181,91285721,0.004985535439938308,0.122,7.446624500951998
up,Fbxl16,chr17,25808596,25809716,0.012445550955725576,0.168,0.0
up,Fbxl16,chr17,25813481,25813760,0.011642395647067018,0.062,9.7754245314446
up,Fbxl17,chr17,63498949,63499180,0.0037919239756797245,0.108,11.668678651673323
up,Fbxl17,chr17,63499398,63500633,0.005396592313531077,0.208,2.9453671007334585
up,Fbxl20,chr11,98149083,98150647,0.027178971384598474,0.196,8.368847623308776
up,Fbxl7,chr15,26894904,26895771,0.010368608005633283,0.194,5.720105217567889
up,Fbxo25,chr8,13907675,13908105,0.008522398054555574,0.14,11.780929316637375
up,Fgfr2,chr7,130264991,130266512,0.0013698096430754647,0.148,18.82969719989374
up,Fhod3,chr18,24709231,24710350,0.02083354457598965,0.184,0.0
up,Ficd,chr5,113735546,113736018,0.004591473302984288,0.134,0.5524402222901439
up,Fnbp1,chr2,31140950,31142428,0.016721913197485692,0.196,13.363295337124862
up,Fndc10,chr4,155694128,155695188,0.004509138152704989,0.222,0.0
up,Foxo6,chr4,120282476,120282998,0.013487195808119237,0.122,5.593016161612246
up,Foxo6,chr4,120286819,120288121,0.012107861263098579,0.222,11.68915451386204
up,Foxp4,chr17,47904322,47904530,0.0169082234938444,0.072,0.0
up,Foxp4,chr17,47922202,47922748,0.04130687112042362,0.1,0.0
up,Foxp4,chr17,47923720,47924688,0.015118206667742249,0.198,0.0
up,Foxp4,chr17,47925048,47925253,0.004677077961608266,0.104,17.96192458940356
up,Foxp4,chr17,47974183,47974437,0.012210579550224697,0.1,17.076535058123678
up,Foxp4,chr17,47975244,47975582,0.021197451636634817,0.086,0.0
up,Fras1,chr5,96374035,96374857,0.006218425633777059,0.176,10.487298408995562
up,Frem2,chr3,53656616,53657328,0.003651015834145626,0.134,2.353092978425949
up,Fzd1,chr5,4756413,4758245,0.0,0.208,0.0
up,Fzd5,chr1,64734847,64737979,0.019710500812998126,0.154,0.0
up,Fzd8,chr18,8693874,8694081,0.0293205409753346,0.076,0.0
up,Fzd8,chr18,9212147,9214929,0.0028667439091704084,0.168,5.75701101179279
up,Gabrb3,chr7,57590812,57592071,0.019362722439632104,0.182,10.092533082240282
up,Gadd45a,chr6,67036551,67037372,0.0016372988603875526,0.18,8.30318109951418
up,Gan,chr8,117157620,117158649,0.007757519798923535,0.218,16.119175810948555
up,Gfra1,chr19,58453676,58453905,0.009110152870666608,0.09,0.0
up,Gfra1,chr19,58454353,58455912,0.0039003643172205293,0.11,14.88660658857593
up,Gfra2,chr14,70889700,70890049,0.02553618217920061,0.102,0.0
up,Gfra2,chr14,70890502,70890733,0.021604907598693088,0.098,0.0
up,Gfra2,chr14,70890937,70891230,0.009007173800538231,0.102,0.0
up,Gjc1,chr11,102818491,102819658,0.02571144107951028,0.208,0.0
up,Glis3,chr19,28679626,28680390,0.012732200920617187,0.164,14.846597207413273
up,Gmpr,chr13,45507386,45507769,0.025765094006005095,0.122,20.44664253797348
up,Gnaz,chr10,74966903,74967475,0.02065993289915157,0.178,10.58849396423124
up,Gnb1l,chr16,18498666,18499327,0.00334311508192227,0.158,4.750984862114581
up,Gpc1,chr1,92831246,92831553,0.016439928519193955,0.138,5.587362257883924
up,Gpc1,chr1,92831686,92832865,0.006139713997326744,0.172,11.385149576277573
up,Gprin1,chr13,54749313,54750035,0.04979801371167136,0.194,0.0
up,Gpsm1,chr2,26315401,26315896,0.08391397347776434,0.118,1.5876928979736478
up,Gramd1b,chr9,40455338,40456147,0.012147307993397598,0.158,2.6144315590642844
up,Gramd1b,chr9,40531185,40531461,0.006633250135987078,0.088,0.0
up,Grid1,chr14,34819065,34820630,0.008060293174278471,0.176,0.0
up,Grid1,chr14,34822879,34823080,0.04676846785198875,0.09,0.0
up,Grin3a,chr4,49844690,49845920,0.018634047041084303,0.164,22.5742716038576
up,Grina,chr15,76246768,76247202,0.006850575334519936,0.13,4.580956103371432
up,Gse1,chr8,120228798,120230336,0.012465776393500638,0.174,4.157238985357418
up,Gse1,chr8,120449898,120450261,0.005828461317763084,0.072,16.980415302151822
up,Gse1,chr8,120487474,120489709,0.027873639317522684,0.086,0.0
up,Gse1,chr8,120505150,120505361,0.013370660509111044,0.074,7.661453249296086
up,Gse1,chr8,120535770,120538261,0.018514666738547767,0.156,7.112154661606582
up,Gse1,chr8,120577725,120578023,0.10951827156106055,0.072,0.0
up,Gsn,chr2,35256331,35256765,0.012570005745927542,0.112,4.999756291286313
up,Gsn,chr2,35282321,35282631,0.01189811107917114,0.092,0.0
up,Gtf3c1,chr7,125707321,125708258,0.0018446884256581766,0.162,0.0
up,Gtse1,chr15,85859679,85860044,0.00846094069110747,0.1,2.413127099769899
up,Gucy1a2,chr9,3532193,3532626,0.01263127839134646,0.1,7.3825914691332075
up,Gulp1,chr1,44551578,44552491,0.01108394512031298,0.126,39.95439468437888
up,H13,chr2,152669387,152669832,0.010564106130363217,0.148,9.954270737607343
up,H13,chr2,152707611,152707865,0.011137041891197805,0.086,0.0
up,Helz,chr11,107546798,107548453,0.007179271586855616,0.132,0.0
up,Herc2,chr7,56049966,56050397,0.006683471661871098,0.148,12.305888159003981
up,Hivep3,chr4,119733555,119734333,0.015426395793702174,0.196,13.07492053000622
up,Hivep3,chr4,119814814,119815045,0.007365917460064216,0.082,0.0
up,Hivep3,chr4,120032845,120033243,0.01999686716532995,0.12,5.455470096097443
up,Hs3st1,chr5,39644402,39644902,0.01092902436006816,0.13,1.6269086725267834
up,Hs3st3a1,chr11,64435072,64436635,0.0,0.172,9.749965824496623
up,Huwe1,chrX,151802982,151803955,0.5151960768478223,0.186,4.045965962490775
up,Hykk,chr9,54917237,54917459,0.006067774456944025,0.08,15.255835350672386
up,Igfbp2,chr1,72824693,72824937,0.0,0.124,5.982664247535798
up,Igfbp2,chr1,72825362,72825653,0.005154244726430962,0.074,6.415740860887681
up,Igfbp3,chr11,7213334,7214110,0.0060781056390892835,0.222,23.77824581502542
up,Igsf9b,chr9,27299011,27300603,0.011917182342832958,0.142,35.55201467313466
up,Il1r1,chr1,40266556,40266876,0.01019349601988108,0.076,7.479941272028021
up,Il6ra,chr3,89912795,89913379,0.011029625920838417,0.156,5.584144781649961
up,Ildr2,chr1,166253979,166254247,0.02485998261197777,0.09,4.930139364765568
up,Ildr2,chr1,166308841,166309482,0.002074887092979636,0.196,0.0
up,Inhbb,chr1,119420294,119422877,0.012289310480719974,0.208,0.0
up,Insyn2a,chr7,134937519,134938313,0.0,0.16,3.773856146596714
up,Ipo4,chr14,55635503,55635849,0.008522838121923748,0.106,6.181555449319297
up,Iqck,chr7,118855576,118856223,0.013931262789553289,0.166,4.227450199891156
up,Iqsec1,chr6,90716274,90716611,0.0464307659255784,0.12,0.0
up,Iqsec1,chr6,90736183,90737219,0.05143682753354984,0.232,32.54092606934027
up,Iqsec1,chr6,90810022,90810275,0.004010705720843032,0.058,0.0
up,Iqsec1,chr6,90987727,90988765,0.012300848138284328,0.252,27.75498305170654
up,Irf1,chr11,53769896,53770657,0.006795866566669911,0.194,1.9749552393841188
up,Jcad,chr18,4634916,4635554,0.02514186157822838,0.17,12.442914462697663
up,Kazn,chr4,142238827,142239522,0.014911761186883976,0.18,0.0
up,Kcnb1,chr2,167188125,167190391,0.007236361808816306,0.124,0.0
up,Kcnd3,chr3,105452012,105453070,0.04913113437559339,0.198,8.31199565637856
up,Kcnd3,chr3,105458909,105459252,0.3877518491237027,0.086,0.0
up,Kcng1,chr2,168262792,168263124,0.3434035510978029,0.092,0.0
up,Kcng1,chr2,168268518,168269229,0.46461837127253724,0.108,0.0
up,Kcng1,chr2,168280659,168281123,0.004337922922371414,0.15,15.510521027342598
up,Kcng1,chr2,168281225,168281610,0.004662486764950815,0.12,6.63147093447501
up,Kcnk1,chr8,125995100,125995926,0.0040555768129909445,0.148,0.0
up,Kcnn2,chr18,45559315,45560643,0.05220206088323459,0.162,0.0
up,Kcnq3,chr15,66285781,66286905,0.006478914913969584,0.168,0.0
up,Kcnt1,chr2,25863731,25864418,0.03946310358165967,0.148,9.121371972572764
up,Kdm5b,chr1,134556259,134556601,0.006045310239070375,0.118,9.555643158843973
up,Kdm5b,chr1,134556778,134557124,0.002685840164490291,0.104,9.59138427036863
up,Kdm5b,chr1,134560080,134561744,0.012327881200991403,0.166,0.0
up,Kirrel3,chr9,34486091,34486336,0.003660492351599551,0.088,14.072553464081793
up,Kirrel3,chr9,34488869,34489096,0.003724591978774986,0.096,7.608505458885366
up,Klc2,chr19,5117398,5118509,0.011402211285984827,0.186,27.730639005620755
up,Klhl29,chr12,5209990,5210228,0.4200049905626534,0.062,0.0
up,Klhl29,chr12,5373700,5376059,0.0027929857432943276,0.118,33.140698906529316
up,Kmt2b,chr7,30588280,30588541,0.002856588711329004,0.102,16.41703723450146
up,Lamc1,chr1,153332003,153333079,0.008661756374153168,0.186,13.935575171591312
up,Lamp1,chr8,13159101,13159386,0.015101659364876995,0.122,5.7603207442919775
up,Large1,chr8,73352585,73353911,0.014774098006723942,0.202,3.1718509437111546
up,Lhfpl2,chr13,94057450,94058115,0.007611960255644288,0.146,14.964706663017767
up,Lhfpl2,chr13,94174104,94174682,0.010589590839906574,0.098,22.77634973980258
up,Lhx2,chr2,38339362,38339891,0.0018265099078370308,0.116,48.39271549473949
up,Lhx2,chr2,38348031,38348469,0.013360877722773142,0.104,5.022131733772524
up,Lhx2,chr2,38350967,38351995,0.0,0.188,5.487155352328346
up,Lingo1,chr9,56635027,56636120,0.012326893927783182,0.192,8.197684790691264
up,Lonrf2,chr1,38835801,38836776,0.01675071601709901,0.262,23.125346548925673
up,Lrch1,chr14,74946850,74947938,0.03888212514782692,0.194,12.861461665409065
up,Lrfn3,chr7,30355730,30356092,0.5980022460373775,0.086,0.0
up,Lrfn3,chr7,30360397,30360802,0.8468523394227799,0.096,0.0
up,Lrfn3,chr7,30362740,30363162,0.00968921374792515,0.104,0.0
up,Lrp4,chr2,91457478,91458062,0.007716836054215154,0.134,0.7929157400021299
up,Lrrc7,chr3,158561302,158562304,0.003191045393742188,0.146,9.436550336955602
up,Lrrk1,chr7,66387620,66388412,0.011788747361702101,0.168,0.0
up,Lrrn2,chr1,132880310,132880946,0.002094506729597907,0.154,16.54742074575983
up,Ltbp3,chr19,5741653,5742295,0.005110716388499619,0.142,2.7090073860144055
up,Ltbp3,chr19,5756849,5757201,0.012505200185462001,0.112,0.0
up,Ltbp3,chr19,5757745,5758088,0.3725995554471773,0.092,0.0
up,Lypd1,chr1,125911448,125912249,0.009737131633054558,0.15,1.0795514153949684
up,Magee1,chrX,105120300,105121742,0.2308313895486589,0.136,5.73713511415936
up,Man2b1,chr8,85083242,85083513,0.0022191924866750276,0.068,10.656209001167866
up,Map1b,chr13,99514930,99516695,0.030171418028851094,0.104,8.707572398416481
up,Map3k20,chr2,72285614,72286304,0.0028653587875387054,0.144,1.2849011081554043
up,Mast2,chr4,116463661,116464390,0.020519268969373006,0.172,6.709243090313376
up,Mcoln1,chr8,3500174,3500966,0.014234908488290137,0.158,32.63452156109392
up,Mdga2,chr12,67220630,67222891,0.017603725872534184,0.154,13.614293217420139
up,Me3,chr7,89632808,89633177,0.0011084057695797912,0.098,0.0
up,Meis3,chr7,16175321,16175588,0.005514458928139501,0.086,0.0
up,Metrn,chr17,25796281,25797210,0.007512598938508899,0.142,24.50873904158676
up,Mgat5b,chr11,116918621,116919457,0.03202768939623631,0.234,13.864314920388127
up,Mink1,chr11,70562702,70563196,0.03480086080529838,0.168,9.33317531538565
up,Mlkl,chr8,111337878,111338111,0.03804697208181061,0.08,11.114572950805544
up,Mob3c,chr4,115827936,115828455,0.0019723283658173133,0.126,0.0
up,Mov10,chr3,104817628,104818139,0.04290080792447505,0.146,0.0
up,Mta1,chr12,113098723,113099001,0.008485150379839055,0.07,11.157926824264807
up,Mtcl1,chr17,66448436,66449896,0.013659268476643206,0.238,45.73889606670523
up,Mtmr4,chr11,87591597,87592378,0.013689522890126676,0.13,13.423300793805955
up,Mtmr4,chr11,87595487,87595850,0.015898096990888243,0.112,0.0
up,Mtmr9,chr14,63543406,63544048,0.0497011350042083,0.136,10.04029544822445
up,Myo10,chr15,25622212,25623450,0.012283944820162538,0.186,7.77006592740104
up,Myo10,chr15,25713785,25714189,0.03482340168919932,0.08,0.0
up,Myo10,chr15,25781090,25781865,1.2129174981713848,0.138,0.0
up,Myo16,chr8,10153863,10154340,0.007495375369861012,0.128,10.852688761281236
up,Myo18a,chr11,77763052,77763636,0.005539158240985663,0.154,4.225736507468999
up,Myo18a,chr11,77766609,77766836,0.003996241493909981,0.066,0.0
up,Myo9b,chr8,71272287,71273128,0.012347151857222896,0.172,5.072078468829308
up,Naaa,chr5,92277697,92278062,0.02879794829698813,0.102,4.292529291503559
up,Naaladl2,chr3,25143676,25144419,0.007290346142976102,0.214,0.45434504104215967
up,Nanos1,chr19,60755750,60757340,0.012616930716264413,0.216,3.0973436052701184
up,Nat8l,chr5,33995739,33997686,0.014852755108315846,0.188,6.2125344449736755
up,Nat8l,chr5,34000807,34001139,0.10135839421059688,0.06,0.0
up,Natd1,chr11,60913451,60913949,0.002734218927132811,0.178,13.003075217940182
up,Nav3,chr10,110455608,110456050,0.0029584934191679937,0.126,0.0
up,Nbl1,chr4,139092483,139093242,0.008591573290231374,0.182,9.851600481556398
up,Nck2,chr1,43445846,43446568,0.005004953098050264,0.144,0.0
up,Nek6,chr2,38511698,38512118,0.036712096398525476,0.142,4.444533454895206
up,Nfkbie,chr17,45555602,45556285,0.024570631970447444,0.114,4.613596442060839
up,Nhs,chrX,162158816,162160029,0.21234346713965627,0.158,18.054364941367123
