chr,start,end,neu_signal,nsc_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr2,181038876,181039235,14.700496534529613,6.318922507286442,2.3264245632982923,0.1,both,nsc_only,False,3,3,"10.187978652081473,19.240307601422455,14.673203350084902","5.300266789890418,7.644111840910906,6.012388891058001",1718,359,CpG:,1966,1,2,2.91815,3.65229;5.48609,181037791,181039509
chr1,187608997,187609682,17.716590764642763,7.640844876191863,2.3186690806727346,0.4,both,nsc_only,False,3,3,"35.40540947082664,6.954410244436825,10.789952578664828","4.899062491765543,6.068905055022039,11.954567081788007",1904,685,CpG:,2016,1,2,4.65315,2.91653;2.6118,187609481,187611385
chr9,46270106,46270416,44.27121917523701,19.333067952620667,2.289922079813301,0.1,both,nsc_only,False,3,3,"36.59388195801628,61.839666372123055,34.38010919557169","14.690485504178787,24.358187964528792,18.95053038915442",4299,310,CpG:,938,1,2,2.87988,5.10219;6.03979,46269894,46274193
chr11,98327044,98328778,14.373639999797064,6.281044742772579,2.2884154767941127,0.4,both,nsc_only,False,3,3,"8.578932417174167,27.723645834125534,6.818341748091497","14.336058495988985,3.5633707501216825,0.9437049822070686",1573,1734,CpG:,1335,1,2,5.37478,3.73655;3.1542,98326596,98328169
chr15,84987556,84987785,93.90956413910978,41.716615466414765,2.251130948403869,0.1,both,nsc_only,False,3,3,"72.10684160732993,118.6918954029637,90.9299554070357","44.45682979946321,29.23296006430125,51.46005653547983",1757,229,CpG:,1233,1,2,17.644,9.09649;5.82751,84987160,84988917
chr2,24474100,24474420,21.36401450927715,9.510331787151214,2.2464005449463573,0.4,both,nsc_only,False,3,3,"22.446763805394863,6.22991641157857,35.41536331085802","3.578703943524522,10.208981204271657,14.743310213657464",2097,320,CpG:,771,1,2,3.37283,4.66006;6.71964,24473537,24475634
chr17,29842083,29842375,20.9195360250732,9.473825793491498,2.208140246725339,0.8,both,nsc_only,False,3,2,"8.174047485758882,49.420786161115934,5.163774428344769","0.0,12.513955812761019,15.907521567713472",1461,292,CpG:,812,1,2,7.09556,6.01608;5.05795,29841524,29842985
chr4,129810838,129811070,11.469787858154756,5.220607663003834,2.197021610996768,0.8,both,nsc_only,False,3,2,"4.27040409573447,15.602991444915116,14.535968033814676","6.91633196653218,0.0,8.745491022479323",1069,232,CpG:,1575,1,2,2.94225,2.71389;3.23915,129810828,129811897
chr11,69560008,69560394,14.842928362535025,6.984933259865756,2.1249921524404503,0.4,both,nsc_only,False,3,3,"14.714531595135172,17.479342366492798,12.334911125977099","1.5196885837505816,3.14122479483805,16.29388640100864",5825,386,CpG:,1115,1,2,3.02605,5.25836;6.1992,69556325,69562150
chr4,65124446,65124914,25.328342597979105,11.989098925072977,2.1126143637875554,0.8,both,nsc_only,False,3,2,"21.961383947768052,27.900680350262764,26.122963495906507","8.818354424292076,0.0,27.14894235092685",1726,468,CpG:,1081,0,2,,5.03423;4.60311,65124551,65126277
chr14,31138756,31138962,44.60647940174108,21.268403672637497,2.0973120544598647,0.1,both,nsc_only,False,3,3,"46.539369647543246,51.1156066458217,36.1644619118583","21.172941547370666,25.597714242844415,17.03455522769741",11873,206,CpG:,822,1,2,6.32729,6.48316;6.19915,31130143,31142016
chr11,77493562,77493993,73.61277139504317,35.77266652551457,2.0577938002619804,0.1,both,nsc_only,False,3,3,"53.31604860078014,108.35413953279128,59.16812605155808","38.007462971294096,28.97431669373443,40.33621991151518",9039,431,CpG:,1176,1,2,10.024,5.87067;8.4828,77485352,77494391
chr3,131106087,131106791,13.01956331679468,6.385599259667527,2.038894516764987,0.4,both,nsc_only,False,3,3,"13.436769108037574,5.67350841735425,19.948412424992217","4.087395705485272,7.417319440121377,7.6520826333959295",1655,704,CpG:,1585,1,3,3.225,2.38625;4.11974;4.76087,131105097,131106752
chr13,54192027,54192345,12.18126594401332,5.993853909601732,2.032292766512008,0.8,both,nsc_only,False,3,2,"12.09898936053944,14.680919307023819,9.763889164476701","0.0,4.977748015831256,13.00381371297394",1682,318,CpG:,998,1,2,7.17917,6.2908;3.81934,54191343,54193025
chr6,126642985,126643351,13.085400780075044,6.60471272118437,1.9812217930545424,0.2,both,nsc_only,False,3,3,"12.480440414060876,9.604808810544034,17.17095311562022","9.840519144846217,3.0249093357761603,6.948709682930735",1203,366,CpG:,1551,1,2,3.8281,3.9761;3.94518,126642222,126643425
chr2,118711070,118711517,13.23143041780871,6.8173816899826365,1.940837556044542,0.7,both,nsc_only,False,3,3,"17.975278411769544,3.293210785222832,18.425802056433756","8.924815551554945,5.578420389304455,5.948909129088513",5942,447,CpG:,1490,1,2,4.29699,5.64335;4.70992,118708885,118714827
chr7,141693540,141693819,12.9321373608674,6.744743442988606,1.917365348315925,0.2,both,nsc_only,False,3,3,"15.469850924738555,7.173699404217318,16.152861753646324","7.1039332061581115,12.727188351198029,0.40310877160967734",2455,279,CpG:,1666,1,2,3.06428,6.0982;4.05924,141692904,141695359
chr7,139950788,139951005,25.63360718656177,13.371130475811947,1.917086011009492,0.7,both,nsc_only,False,3,3,"27.762471652850216,39.747993382955435,9.390356523879666","11.758255865222322,13.262750329842719,15.092385232370798",2299,217,CpG:,1652,1,2,3.74061,6.69301;7.02877,139948981,139951280
chr10,88885817,88886555,11.03857194862036,5.768563133701467,1.9135739165495325,0.7,both,nsc_only,False,3,3,"10.029687116331601,21.39700976764778,1.689018961881698","5.30468652461379,11.797800333424329,0.20320254306628313",1735,738,CpG:,1263,1,2,5.16794,2.65139;7.50893,88884942,88886677
chr11,98960434,98961001,50.77012295014674,26.5742593143482,1.910500019947292,0.1,both,nsc_only,False,3,3,"50.66660575804258,52.769612112499836,48.87415097989783","29.986793745509694,27.779898261122383,21.956085936412514",14598,567,CpG:,1340,1,3,7.55604,6.21946;3.50202;4.66485,98959337,98973935
chr7,44591028,44591808,56.42859581105905,29.72234592705242,1.8985242937940296,0.1,both,nsc_only,False,3,3,"49.558178604525715,79.8531891539733,39.874419674678144","26.157355310942606,30.52069767546461,32.488984794750046",5936,780,CpG:,925,1,2,23.7106,4.75713;8.11224,44586745,44592681
chr12,31559063,31559923,13.89874654636354,7.3625074788315645,1.88777350465514,0.4,both,nsc_only,False,3,3,"8.712903133810382,18.39533393023765,14.588002575042585","2.992358869613578,3.6448729353952625,15.450290631485856",2190,860,CpG:,825,1,2,3.16261,4.78147;2.93828,31558009,31560199
chr7,27337545,27337815,31.48010286588028,16.698897034944626,1.885160606715764,0.1,both,nsc_only,False,3,3,"37.61467523408744,22.96473849764451,33.86089486590887","20.668686289662787,13.75073534711697,15.677269468054114",4366,270,CpG:,793,1,2,6.43347,3.06538;4.68152,27335485,27339851
chr11,103363137,103363411,19.96765586921213,10.733052331487643,1.8603893144760748,0.2,both,nsc_only,False,3,3,"22.176704457435182,14.755846318353996,22.970416831847214","9.125307490676,5.144471523583396,17.929377980203537",4652,274,CpG:,1373,1,2,3.66576,10.1545;5.97996,103362123,103366775
chr6,114870838,114871071,57.004874826219314,30.869407502377843,1.8466462248045503,0.1,both,nsc_only,False,3,3,"51.0051823346399,80.7274693642162,39.28197277980182","35.45873382155763,28.39356619510544,28.75592249047047",7868,233,CpG:,1461,1,2,3.37595,6.48632;5.81479,114868423,114876291
chr16,20591192,20591631,25.64328169428747,14.125251148041036,1.8154212923742468,0.1,both,nsc_only,False,3,3,"18.43292199525126,32.49858653433056,25.99833655328059","17.26194808855256,13.667004197310932,11.446801158259609",2441,439,CpG:,742,0,2,,3.49743;3.73619,20589442,20591883
chr7,120830946,120831325,27.78071460348588,15.358221528706729,1.808849712941028,0.8,both,nsc_only,False,3,2,"18.85070197780927,49.36067848536703,15.13076334728135","32.744257020950315,0.0,13.330407565169864",1440,379,CpG:,1506,1,2,3.73863,4.8664;6.6608,120829896,120831336
chr7,13037443,13037683,54.21705314665072,29.982983671385668,1.808260770204564,0.1,both,nsc_only,False,3,3,"46.10506176606674,67.23069015886888,49.31540751501654","16.616855818649817,31.18172614938837,42.15036904611881",4292,240,CpG:,684,0,2,,9.25257;6.48895,13036397,13040689
chr13,23745100,23745491,91.0629971317068,50.78568177795111,1.7930840729845696,0.2,both,nsc_only,False,3,3,"62.8566084345778,118.2208457923209,92.11153716822167","37.8291436734358,47.685313327202344,66.84258833321518",3399,391,CpG:,766,1,3,21.6005,11.7638;13.1165;9.0513,23744031,23747430
chr16,34572703,34573169,32.03715776389668,18.12632919955829,1.7674377095985534,0.4,both,nsc_only,False,3,3,"28.125231050157492,46.792144237738924,21.194098003793613","22.224469961950213,9.965021149493962,22.18949648723069",2611,466,CpG:,848,1,2,6.00306,5.0458;5.4119,34572174,34574785
chr15,37279449,37279724,24.542419830129425,14.067953264619126,1.7445622236927356,0.8,both,nsc_only,False,3,2,"9.638086016144232,50.815923555202396,13.173249919041638","24.936676658160312,17.267183135697064,0.0",1055,275,CpG:,869,1,2,9.26318,4.44872;4.62386,37278982,37280037
chr10,80322999,80323834,24.11459580466908,13.83009749446232,1.7436316565609715,0.4,both,nsc_only,False,3,3,"32.23746495090881,19.08634659486848,21.01997586822993","13.965460271448702,21.081697829671807,6.44313438226645",4736,835,CpG:,1197,1,2,3.87286,5.56792;5.42753,80320314,80325050
chr7,141950083,141950681,54.799344940832704,32.33447615947815,1.6947651995521649,0.4,both,nsc_only,False,3,3,"45.64429651034747,76.2205295156088,42.53320879654183","32.80701707170295,49.15242184405478,15.04398956267673",2908,598,CpG:,1667,1,2,14.2908,5.4612;10.5223,141949264,141952172
chr9,119578474,119579349,31.58212953595521,18.749351012672204,1.6844385448120134,0.4,both,nsc_only,False,3,3,"35.83930024999219,26.028792456154513,32.87829590171893","35.12673929823097,10.072115305215982,11.049198434569657",11235,875,CpG:,1497,1,2,5.5978,3.88217;5.4697,119570536,119581771
chr13,24802079,24802349,96.2924296883405,57.30266642660521,1.680417957717106,0.1,both,nsc_only,False,3,3,"95.19643060832055,87.80957233821246,105.87128611848846","60.412293820234616,66.83911652805487,44.65658893152614",5076,270,CpG:,774,1,3,20.6719,3.97708;11.2116;12.9097,24799207,24804283
chr1,75475043,75475252,42.58100511998049,25.54901659283433,1.666639691013511,0.2,both,nsc_only,False,3,3,"39.83392252165958,54.57799925945046,33.33109357883143","34.57419452224383,20.993327784840215,21.079527471418974",8054,209,CpG:,1160,1,2,9.93233,6.79611;6.26327,75472924,75480978
chr6,131433654,131434025,26.341174712105783,15.944952467433234,1.652007101677243,0.8,both,nsc_only,False,3,2,"17.944091980594056,59.99132912652451,1.0881030291987774","0.0,19.09719879074287,28.737658611556835",802,371,CpG:,1587,1,2,2.83607,3.98804;5.09791,131433263,131434065
chr6,112489024,112489883,19.11473733296449,11.611173981861644,1.6462364066565975,0.4,both,nsc_only,False,3,3,"20.59059357534535,9.512919129624878,27.240699293923242","6.917124280372806,11.420447819329796,16.49594984588233",3717,859,CpG:,1443,1,2,4.6413,5.21095;6.15204,112487442,112491159
chr15,27747663,27748022,14.376497686160532,8.759286622396315,1.6412863633668255,0.4,both,nsc_only,False,3,3,"13.112348998437879,10.244679749581827,19.77246431046189","5.658756277985145,13.847010588554761,6.772093000649038",4184,359,CpG:,796,1,2,3.18413,3.67155;3.42799,27743996,27748180
chr1,6359082,6359442,13.795679260192893,8.414232900211136,1.6395647023089557,0.4,both,nsc_only,False,3,3,"7.3361729462768155,5.3280838094854825,28.72278102481638","3.5847270200140735,3.328296657216978,18.329675023402356",1834,360,CpG:,633,1,2,3.38918,2.38625;9.47173,6359199,6361033
chr13,74166889,74167109,20.964674220920973,12.803954260323636,1.6373593496725805,0.7,both,nsc_only,False,3,3,"20.418663940976597,33.50993813213421,8.965420589652112","10.377653232306868,4.625124730639011,23.409084818025033",1953,220,CpG:,1150,1,2,3.20525,3.68691;5.17373,74165791,74167744
chr19,6399414,6400169,26.186846862125982,16.627674530112973,1.574895323738819,0.2,both,nsc_only,False,3,3,"14.758400745956061,36.557264875756566,27.24487496466532","14.228457336878254,10.563155101598614,25.091411151862058",4384,755,CpG:,633,1,3,2.95187,5.53515;6.08923;4.17796,6397614,6401998
chr11,96004570,96007818,4.819843163468653,3.068554797499575,1.5707209033373375,1.0,both,nsc_only,False,3,3,"1.299167968141149,12.20108088206235,0.9592806402024632","0.3098175213665176,4.195539377821375,4.7003074933108335",2644,3248,CpG:,1317,0,2,,4.06438;3.97499,96006059,96008703
chr18,76059471,76059802,36.00764354847965,22.944662783234183,1.569325463122111,0.1,both,nsc_only,False,3,3,"38.871069140027856,31.326617548211637,37.82524395719947","19.750361103091414,22.89090754277463,26.192719703836506",12733,331,CpG:,1165,1,2,6.15686,7.25055;3.27269,76052153,76064886
chr4,123663954,123665073,37.716945037540576,24.06561100218969,1.5672548282322345,0.4,both,nsc_only,False,3,3,"35.4491695196403,50.24555102568796,27.45611456729347","15.657671767629843,17.07722998566426,39.46193125327498",6774,1119,CpG:,1528,1,2,7.61449,2.95778;6.54577,123661145,123667919
chr9,105644568,105644931,20.31388102293949,12.964900778128095,1.566836597562643,0.7,both,nsc_only,False,3,3,"19.357931149206657,19.747804889612286,21.835907029999525","1.4996542680593077,28.158028301072946,9.23701976525204",3147,363,CpG:,1391,1,2,2.63881,7.32498;5.71112,105642851,105645998
chr9,108110489,108110745,13.777367000410926,8.796716690468175,1.5661942387367795,0.2,both,nsc_only,False,3,3,"15.64995077136736,15.788045127200089,9.894105102665328","9.206234984354383,3.138271283627872,14.045643803422273",4713,256,CpG:,1409,1,2,3.51425,7.15875;3.68309,108108795,108113508
chr10,22273321,22274267,13.525252991188282,8.881565363140515,1.522845628915775,0.8,both,nsc_only,False,3,2,"6.1285920212457565,28.26077936179675,6.186387590522335","0.0,14.041143760414103,12.603552329007439",1857,946,CpG:,754,1,2,3.30287,6.22706;7.31849,22273064,22274921
chr11,43705280,43705531,10.2918334092614,6.892786180598637,1.4931310996168976,1.0,both,nsc_only,False,3,2,"6.047407836778789,10.567576864449329,14.260515526556075","11.137358366899578,0.0,9.541000174896332",987,251,CpG:,918,1,2,2.84795,3.71195;3.18531,43705168,43706155
chr17,85689101,85689403,17.23946540770743,11.571167671793065,1.489863935662425,0.7,both,nsc_only,False,3,3,"19.146807028117934,30.497359491263325,2.074229703741035","6.836121519760565,10.3960529512722,17.48132854434643",1235,302,CpG:,1238,0,2,,3.47952;4.22166,85688308,85689543
chr5,120439850,120440476,16.220679323780256,10.947141244804625,1.4817274173271846,0.1,both,nsc_only,False,3,3,"13.063076056799261,13.918585683502336,21.680376231039165","12.896410712676401,12.346852058722284,7.5981609630151885",3305,626,CpG:,1503,1,2,3.53083,4.63249;4.22794,120438262,120441567
chr9,107399590,107400052,15.103549053345304,10.198530316654567,1.480953488825803,0.2,both,nsc_only,False,3,3,"17.62200193590308,10.498019413288755,17.19062581084407","16.723501342525545,4.801266194652926,9.070823412785234",5663,462,CpG:,1404,1,2,3.36498,6.38502;4.88823,107395212,107400875
chr17,26948668,26948873,25.701619594825697,17.418529183479414,1.475533285508536,0.1,both,nsc_only,False,3,3,"26.382203129229858,25.811527200309943,24.91112845493728","10.565706148053353,22.129470268875096,19.560411133509795",7793,205,CpG:,790,1,2,4.80051,5.50385;6.31843,26946209,26954002
chr8,108947087,108947425,27.16213672287305,18.580073043038205,1.4618961217189874,0.4,both,nsc_only,False,3,3,"21.85956733423536,36.31530496697906,23.31153786740474","30.862705660617685,12.176241926745101,12.701271541751828",4379,338,CpG:,1416,1,2,5.42533,5.91693;5.2415,108944097,108948476
chr15,82987200,82987524,39.66149930750371,27.22010606215348,1.4570663030093258,0.4,both,nsc_only,False,3,3,"35.82921938495531,39.36923880025375,43.78603973730208","23.8193240907895,16.886388421387053,40.95460567428389",2904,324,CpG:,1218,1,2,8.3069,7.50986;7.64447,82986301,82989205
chr16,36693838,36694122,16.169785591830824,11.197623893151922,1.444037212369644,0.7,both,nsc_only,False,3,3,"18.059921054766445,17.34525522762284,13.104180493103184","1.0882663174485607,25.135301721295487,7.369303640711721",1554,284,CpG:,864,1,2,2.90631,4.20974;4.60369,36693656,36695210
chr7,4829972,4830224,9.957935222067162,6.905882469460061,1.4419497097010003,1.0,both,nsc_only,False,3,3,"19.91982089604544,8.139160787620783,1.8148239825352623","10.311207294960472,8.517829375826262,1.8886107375934502",2882,252,CpG:,621,1,2,2.86689,3.7234;4.13949,4829116,4831998
chr13,54765863,54766389,19.310677535958582,13.704436609195236,1.4090821889753382,0.4,both,nsc_only,False,3,3,"11.735870264586218,30.28596121561765,15.910201127671879","11.688855714649954,10.842282523601389,18.582171589334365",1804,526,CpG:,1002,1,3,3.76651,5.53987;3.47821;6.58535,54765913,54767717
chr5,24598539,24598982,40.53654771563609,29.047171929366428,1.395541976141712,0.7,both,nsc_only,False,3,3,"32.07207391412264,45.35734593204879,44.180223300736834","15.58523021988454,21.084336396020003,50.47194917219474",6002,443,CpG:,772,1,3,6.31518,6.91694;9.35022;4.4444,24593914,24599916
chr4,154170755,154171198,14.618489380266162,10.493740180879549,1.3930675934689372,0.7,both,nsc_only,False,3,3,"17.589814136730798,8.949558645746768,17.316095358320922","7.375197195401009,4.1348873139512685,19.971136033286367",2637,443,CpG:,1761,1,2,2.68349,3.65465;5.66697,154169740,154172377
chr8,105613932,105614532,12.475133132813063,8.962222569819222,1.391968681387557,0.7,both,nsc_only,False,3,3,"23.242626367888835,3.5171483546082505,10.665624675942105","15.301701198966095,3.3510853967425134,8.233881113749057",2093,600,CpG:,1390,1,2,3.91189,7.8336;3.83337,105612535,105614628
chr17,23644592,23645441,18.28126845198189,13.260854028211924,1.3785890722489849,0.7,both,nsc_only,False,3,3,"8.521552458684983,31.888649348327696,14.433603548932993","6.8473950731554245,11.819714228939798,21.115452782540544",2026,849,CpG:,765,1,2,4.90805,5.30278;6.67344,23644250,23646276
chr9,43803486,43803859,20.16953821306728,14.669432811941538,1.37493647311629,0.7,both,nsc_only,False,3,3,"28.25685440341487,7.286289866936673,24.965470368850294","15.978863943716435,14.451831242287827,13.577603249820346",5659,373,CpG:,919,1,2,4.92757,5.28385;5.55821,43801206,43806865
chr4,114406300,114406926,20.90922036192176,15.22729948811182,1.3731404165424013,0.7,both,nsc_only,False,3,3,"24.18456247947733,22.17800287292655,16.3650957333614","5.128347201746599,15.35594410862403,25.197607153964835",5064,626,CpG:,1457,1,2,13.5416,6.11292;4.80674,114404174,114409238
chr17,34957341,34959315,66.73253365060891,49.154837057836254,1.35759851206689,1.0,both,nsc_only,False,3,3,"39.08891648978115,112.91634894374863,48.19233551829694","21.706235966050482,68.16880853951696,57.589466667941295",1245,1974,CpG:,851,0,2,,4.66578;9.64186,34959292,34960537
chr2,91922628,91922830,26.42602078970073,19.489616212393283,1.355902574053595,0.7,both,nsc_only,False,3,3,"25.249558427344827,31.685025472305007,22.343478469452347","11.848038115044812,41.26742764432471,5.353382877810322",4428,202,CpG:,1286,1,3,3.3275,5.3165;5.01974;7.27996,91920046,91924474
chr3,73057410,73057792,16.606717311639937,12.299272294172653,1.3502195019707088,1.0,both,nsc_only,False,3,3,"20.295946223300515,16.66744420437817,12.856761507241123","0.7591835760871385,23.009414275118992,13.129219031311827",2158,382,CpG:,1142,1,2,4.56181,3.98553;4.05184,73056491,73058649
chr4,106622395,106623099,17.49143563482665,12.998503208326142,1.3456499840398992,0.7,both,nsc_only,False,3,3,"23.384895749702117,13.562733258146936,15.5266778966309","7.6600446939717,13.812608012814964,17.52285691819176",3836,704,CpG:,1398,1,2,3.46278,9.13353;6.88537,106621884,106625720
chr2,168590130,168590446,33.7012524421672,25.13041580778996,1.3410543104392425,0.1,both,nsc_only,False,3,3,"30.84253420365737,38.49929650544587,31.76192661739836","27.325964422033937,27.601019579292142,20.4642634220438",3576,316,CpG:,1871,0,2,,6.09842;5.73665,168587574,168591150
chr8,108800198,108800410,34.62895501401639,26.398538863186648,1.3117754430836035,0.7,both,nsc_only,False,3,3,"32.14823680375624,40.08084641154204,31.65778182675088","24.09427284937523,41.59397079370398,13.507372946480743",6033,212,CpG:,1415,1,2,7.68305,9.73185;10.5774,108796618,108802651
chr12,83771742,83772237,16.44146594578025,12.560258864028294,1.3090069339946062,0.4,both,nsc_only,False,3,3,"18.597731290352677,19.103618479868434,11.623048067119637","6.921903873481409,16.63874163110572,14.120131087497752",5146,495,CpG:,1224,1,2,4.47664,5.23037;6.91169,83767073,83772219
chr5,135888063,135888388,22.9859691580387,17.806420684611872,1.2908809448663054,0.4,both,nsc_only,False,3,3,"18.73136384373415,33.84947643958159,16.37706719080035","13.039792692950993,8.36020044761129,32.019268913273336",2222,325,CpG:,1621,1,2,5.79006,6.47761;6.17643,135887535,135889757
chr18,36947609,36948159,12.837378698636604,9.958226732624624,1.289122957662678,0.8,both,nsc_only,False,3,2,"13.17827811387814,19.47995670201272,5.853901280018949","13.995234596040673,0.0,15.879445601833197",1333,550,CpG:,866,1,2,7.10857,3.42601;7.49125,36947237,36948570
chr15,82211859,82212960,26.20691400901674,20.344767549943924,1.2881402525087573,0.4,both,nsc_only,False,3,3,"22.227294340931927,30.417260964468497,25.976186721649785","11.171443139281715,29.220755408160926,20.642104102389137",9157,1101,CpG:,1212,0,2,,3.1758;6.32381,82204277,82213434
chr1,191097856,191098676,15.532391004782909,12.112806270246947,1.2823115187547902,0.4,both,nsc_only,False,3,3,"21.96820850730755,12.466664405364117,12.162300101677065","10.963489823778374,10.993461657247485,14.381467329714981",5423,820,CpG:,2042,1,3,4.65011,3.24839;4.14158;4.12492,191094917,191100340
chr9,40531185,40531461,15.749813037069051,12.447171038678846,1.265332740116404,1.0,both,nsc_only,False,3,3,"14.541391558049584,2.4022407707350943,30.30580678242247","2.51403603102545,20.035192808653694,14.792284276357393",1955,276,CpG:,894,1,2,3.76364,6.0703;4.02074,40529667,40531622
chr12,84053476,84053925,14.823933164146032,11.841837066009768,1.2518271516077455,1.0,both,nsc_only,False,3,3,"13.460291554782735,18.29604519496165,12.715462742693711","6.307812854761039,14.918926186515618,14.29877215675265",3942,449,CpG:,1226,1,3,3.58959,2.65034;4.73305;4.92724,84051374,84055316
chr6,83068670,83071455,5.903244701674005,4.7160157730732974,1.2517440538217333,1.0,both,nsc_only,False,3,3,"4.975343341346548,8.826467453131155,3.9079233105443105","1.4264749555828191,5.643416578789719,7.078155784847356",2975,2785,CpG:,1218,1,2,"3.58959,2.4851",7.00543;3.04938,83069011,83071986
chr3,135826329,135826632,17.374963382518654,13.890727757444289,1.25083175524818,0.7,both,nsc_only,False,3,3,"23.135707326368852,12.245455798235806,16.7437270229513","8.363735924947141,16.837200362272938,16.471246985112778",1980,303,CpG:,1621,1,2,3.32221,3.25799;4.74066,135825007,135826987
chr10,121641588,121642085,19.237907031952968,15.397794544361892,1.2493936697575423,1.0,both,nsc_only,False,3,3,"23.71867225838903,9.75736024705141,24.237688590418458","25.39850815552094,10.683805518593719,10.111069958971012",3678,497,CpG:,1513,0,3,,5.78966;2.99025;6.19717,121639666,121643344
chr11,106255313,106255573,43.390121049543495,34.74381879320501,1.2488587195265213,0.4,both,nsc_only,False,3,3,"46.88645421662381,30.511480457592718,52.77242847441396","41.31813778527978,24.966806768409356,37.94651182592588",3099,260,CpG:,1395,1,2,9.99954,7.78356;8.52907,106253529,106256628
