chr,start,end,neu_signal,nsc_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr1,46425460,46425706,6.670589469705512,13.497728707532817,0.49420088477425,0.7,both,both,False,3,3,"5.740194897231072,7.366534266174135,6.905039245711327","4.648499782777754,28.258774561262936,7.585911778557762",2018,246,CpG:,939,2,1,4.41795;3.34157,5.89229,46423860,46425878
chr2,127831452,127831991,20.1942372974609,41.11077807436784,0.4912151567876018,0.1,both,both,False,3,3,"19.0234589981062,14.965311783928456,26.59394111034805","52.752120794980975,28.60658293479318,41.97363049332936",2677,539,CpG:,1560,3,3,5.77475;5.42559;5.40779,9.05257;8.30152;11.8373,127831589,127834266
chr2,23508672,23508873,8.099888841051422,16.493526442118462,0.4910950286754478,0.4,both,both,False,3,2,"4.074635349847133,19.489075592140747,0.7359555811663858","0.0,30.768328797583486,18.712250528771893",612,201,CpG:,764,1,2,3.13383,4.16212;6.85598,23508451,23509063
chr4,99650896,99651569,3.2174287010088136,6.552826945232455,0.4909985763243254,1.0,both,nsc_only,False,3,2,"2.690158969800598,3.2739640828725456,3.688163050353297","0.0,0.2889337024173221,19.369547133280044",777,673,CpG:,1345,0,1,,7.59331,99651337,99652114
chr13,58273349,58274853,12.179563665009676,24.807072630980286,0.490971419570048,0.1,both,both,False,3,3,"15.250349034332679,11.693075389297894,9.595266571398453","17.064527805465932,24.980242963355018,32.3764471241199",4936,1504,CpG:,1029,3,3,3.75568;5.4653;2.77042,6.44421;9.13759;6.17586,58272479,58277415
chrX,9272617,9273270,10.661002867615473,21.74970727951015,0.4901676482634289,0.4,both,both,False,3,3,"7.965363608032313,14.15348584188174,9.864159152932363","9.092909409640587,28.720200296689388,27.436012132200478",3650,653,CpG:,655,3,3,3.39745;8.52083;4.02848,3.28949;5.97989;6.22954,9271368,9275018
chr4,117494359,117496709,13.16404744758472,26.89446884606369,0.4894704380641237,0.1,both,both,False,3,3,"16.53274918290158,13.817975125177925,9.141418034674654","23.434649904899576,37.883540977059106,19.365215656232383",3606,2350,CpG:,1481,2,2,6.76412;3.58959,"13.5523;5.6453,16.1245",117494494,117498100
chr4,141663589,141664374,18.900362714525347,38.61499114695963,0.4894566113609863,0.2,both,both,False,3,3,"17.222932253976357,26.431426196496922,13.046729693102764","53.69479912368136,20.20188186928953,41.948292447908",3230,785,CpG:,1665,2,2,7.53718;2.92678,7.52141;5.79125,141662404,141665634
chr6,128362433,128363264,17.944308753463922,36.71671142563732,0.4887232014176075,0.2,both,both,False,3,3,"25.50872144908831,11.572429165340488,16.751775645962972","25.00578813842783,28.919445570813732,56.22490056767038",1546,831,CpG:,1564,3,2,4.04856;8.36901;3.56451,8.05437;6.03849,128361740,128363286
chr14,18326947,18327379,7.9657383390339875,16.33097094926652,0.4877688144679332,0.1,both,both,False,3,3,"6.866656726562641,4.570029783299864,12.460528507239461","14.365409905264121,21.900128893551557,12.727374048983876",2807,432,CpG:,724,2,2,2.73716;3.90787,6.64776;5.20368,18326395,18329202
chr11,97018645,97019200,14.369960419754014,29.56662951057924,0.4860195652200498,0.7,both,nsc_only,False,3,3,"16.19804911988817,5.614479679407948,21.29735245996592","59.49737301929351,29.175466531914804,0.02704898052938478",686,555,CpG:,1325,0,1,,6.87989,97017970,97018656
chr18,12941420,12941956,15.354448250407165,31.644491247262508,0.4852170992553227,0.1,both,both,False,3,3,"17.967429242619048,10.198890239861772,17.897025268740677","21.112083090942917,38.36044648112551,35.4609441697191",6158,536,CpG:,683,3,3,6.33328;7.71643;6.12446,5.36304;8.64487;6.37155,12936639,12942797
chr12,73949649,73949992,16.65023548520661,34.35416109665581,0.4846643013159597,1.0,both,both,False,3,3,"20.124261037960498,21.555538592131242,8.270906825528098","14.873689654678804,18.91821845319359,69.27057518209502",1196,343,CpG:,1149,2,2,4.82665;11.5037,3.15739;10.0447,73949238,73950434
chr1,93444931,93445766,21.7045539821315,44.91931144288208,0.4831898193660047,0.1,both,both,False,3,3,"21.516408001383144,25.68980687168928,17.907447073322075","31.44042888207313,55.61265306212963,47.70485238444347",2496,835,CpG:,1297,3,3,4.6286;7.53937;4.42557,5.38347;8.2069;8.40895,93443662,93446158
chrX,58018705,58018950,9.1242697846411,18.89293829163124,0.4829460427911715,0.4,both,both,False,3,3,"11.170717698741333,11.472915331730668,4.729176323451297","9.649764230738135,16.480513072762815,30.548537571392757",1528,245,CpG:,1027,1,1,6.35081,5.29663,58018259,58019787
chr7,4836288,4836843,10.482854200864097,21.71926793330438,0.4826522805950407,1.0,both,both,False,3,3,"7.866178361243932,10.674835948239886,12.907548293108464","50.31022971573535,5.002513939437207,9.845060144740582",2546,555,CpG:,621,1,1,3.07906,6.63212,4833941,4836487
chr12,87299398,87300330,15.304947004532098,31.71963047129444,0.4825071029242517,0.1,both,both,False,3,3,"11.512227004039246,13.97200513728804,20.43060887226901","26.996892713766414,26.1985728988082,41.963425801308695",1754,932,CpG:,1251,2,3,3.75547;3.65053,6.87727;7.32745;4.32127,87299061,87300815
chr12,103241818,103242793,12.960451136378705,26.86202361033513,0.4824823075277242,0.1,both,both,False,3,3,"17.831725826037143,10.151496898886165,10.898130684212802","25.90869667426955,29.840705021560034,24.836669135175807",2613,975,CpG:,1372,3,2,"4.34917,3.5167;3.792;3.26775",6.95973;7.04755,103241410,103244023
chr16,17146855,17147974,13.217680741714426,27.53552544121604,0.4800228261462477,0.2,both,both,False,3,3,"9.794138604691884,18.199775623951144,11.659127996500256","45.560881036554726,20.140282629809334,16.905412657284042",2575,1119,CpG:,715,3,3,5.85008;5.25544;5.04444,7.56159;5.09894;9.00558,17146747,17149322
chr18,53462842,53463091,8.774232216307668,18.30223098999147,0.4794077957548364,0.4,both,nsc_only,False,3,3,"14.750885547777582,3.6554506907428816,7.916360410402541","17.483689656944417,32.79627107423828,4.626732238791718",2923,249,CpG:,992,0,2,,4.20709;7.53225,53461803,53464726
chr7,30717057,30717302,20.428996583717588,42.66230749455806,0.478853530984546,0.4,both,both,False,3,3,"21.852276283706185,17.363255011500407,22.071458455946168","55.18513547919057,21.680664256045425,51.121122748438175",1493,245,CpG:,819,2,3,5.3558;8.82973,12.6109;5.91414;5.27537,30716600,30718093
chr4,132796274,132796477,6.210627760035699,12.982047988895488,0.4784012326366464,0.2,both,both,False,3,3,"7.657428400346353,5.494498229298252,5.479956650462491","6.782590004974721,10.818518517051132,21.345035444660606",3601,203,CpG:,1598,1,3,4.07941,3.1693;5.61483;6.9207,132794883,132798484
chr6,52252739,52254111,4.772077243189488,9.97740430900802,0.4782884501213463,0.2,both,nsc_only,False,3,2,"2.2764286217428706,5.096650950310769,6.9431521575148265","0.0,20.154937123120508,9.777275803903555",1938,1372,CpG:,983,0,2,,3.15994;4.97243,52252210,52254148
chr16,8737708,8739261,12.12279897234333,25.36629063045208,0.4779098035638678,0.1,both,both,False,3,3,"7.299454708953402,16.75425366216631,12.31468854591028","37.56214946917633,16.823896832252615,21.712825589927274",3350,1553,CpG:,651,3,3,5.60299;6.53193;3.91188,"7.42389,12.3942;5.12921;4.98149",8736045,8739395
chr9,90163082,90163971,12.706885441500155,26.595997521118147,0.477774350498057,0.4,both,both,False,3,3,"16.86479079758943,4.958124952173945,16.297740574737094","49.052838553777384,18.01856739129593,12.716586618281122",2680,889,CpG:,1272,3,3,5.30647;7.74784;2.98636,5.56345;5.0797;8.17371,90161668,90164348
chr12,70111228,70112213,17.39319390458245,36.41857220606777,0.4775913181375225,0.1,both,both,False,3,3,"13.606401580932664,25.8574567486369,12.715723384177787","41.93993415912343,29.476190370561024,37.83959208851885",4301,985,CpG:,1119,3,3,2.81226;5.61826;3.48928,7.27962;7.11026;5.89707,70109588,70113889
chrX,58019185,58019416,8.65376747742014,18.1210330613318,0.4775537602150444,0.4,both,both,False,3,3,"11.936393489955664,8.34393842307685,5.6809705192279045","7.319859763884874,24.793001957475315,22.250237462635212",2101,231,CpG:,1027,2,3,3.65753;6.35081,5.03764;5.29663;5.99863,58018259,58020360
chr13,72628317,72631991,12.867190855802088,26.95924474456446,0.4772830610692971,0.1,both,both,False,3,3,"14.420970966792135,12.957367371548363,11.223234229065765","32.50237402108934,19.323586742485087,29.051773470118953",6724,3674,CpG:,1139,3,3,"3.56555;5.73595,8.55978,8.28932;5.33553","9.5599;15.3424,5.66987;9.92243",72626789,72633513
chr5,9266123,9266516,24.614850296746187,51.67112816485576,0.4763753215957076,0.1,both,both,False,3,3,"29.84833564875137,15.58586988113193,28.41034536035527","46.73847461732569,39.23210430339991,69.04280557384169",1959,393,CpG:,655,3,3,7.26328;9.16081;8.76322,6.09644;7.37938;5.86958,9265437,9267396
chr9,98954655,98954857,9.894847310999388,20.78775646250735,0.4759939981424,0.7,both,both,False,3,3,"19.167912845885027,0.7659413436834958,9.750687743429642","16.832087764945083,41.064092711308525,4.467088911268446",1395,202,CpG:,1339,2,2,2.94065;2.67365,3.57722;7.20183,98954343,98955738
chr8,40286382,40286604,8.809101214138762,18.54635696020216,0.4749774434430351,1.0,both,nsc_only,False,3,3,"12.79531326668574,12.254526055235827,1.3774643204947195","8.349312392185123,44.331849134854025,2.9579093535673304",1171,222,CpG:,892,0,1,,6.09477,40285979,40287150
chr7,45488581,45488888,8.92234972262154,18.85962299125009,0.4730926873119921,0.7,both,both,False,3,3,"15.93405502291914,1.344640545189952,9.488353599755527","1.3085574692430588,1.0336927628745667,54.236618741632654",1252,307,CpG:,932,1,1,3.08685,6.06396,45488168,45489420
chr5,33540257,33540554,7.770543642609911,16.426920570163166,0.4730371471281015,0.7,both,both,False,3,3,"11.547743365071769,2.0716115064360765,9.692276056321889","18.022167960819925,0.20335382896876014,31.05523992070082",2309,297,CpG:,840,2,1,3.02198;2.89259,5.23396,33539232,33541541
chr19,4711753,4712638,7.843165376008393,16.629618547712656,0.471638321318392,0.7,both,both,False,3,3,"7.0018587127608045,8.558066945820446,7.96957046944393","14.968220065482221,4.7624677562284345,30.158167821427313",4221,885,CpG:,620,1,3,2.72149,3.88844;5.95565;3.66621,4710337,4714558
chr4,115938918,115940209,8.143457647959393,17.303984414447438,0.4706117072759415,0.2,both,both,False,3,2,"12.544540278694846,0.42355500568043103,11.462277659502897","0.0,14.419810696081681,37.492142547260634",2200,1291,CpG:,1469,2,2,2.90597;2.48095,3.98023;7.36164,115939048,115941248
chr4,118541901,118542148,10.469676167411878,22.25743909095928,0.470389972746889,0.2,both,nsc_only,False,3,2,"19.935975420544718,9.300051203945227,2.1730018777456896","0.0,31.903659006308395,34.86865826656944",855,247,CpG:,1489,0,1,,3.4956,118541235,118542090
chr12,109052327,109053871,2.1545196175575256,4.584383027981489,0.469969373066579,0.6666666666666666,both,nsc_only,False,2,1,"2.998912586615636,0.0,3.464646266056941","0.0,0.0,13.753149083944468",520,1544,CpG:,1417,0,1,,2.57095,109052273,109052793
chr9,55026216,55026662,6.620849480944735,14.088393582724567,0.4699506329141269,0.7,both,nsc_only,False,3,3,"9.531343165542527,6.336593764055153,3.9946115132365283","0.0926398024933167,38.67723121706751,3.495309728612884",1198,446,CpG:,1004,0,1,,8.10487,55026008,55027206
chr12,33956951,33958701,6.550112255383197,13.956799266810204,0.4693133525936431,0.2,both,both,False,3,2,"4.742172831453687,5.4438812403153225,9.464282694380579","21.180958016197575,0.0,20.689439784233038",1787,1750,CpG:,844,1,1,2.6633,6.7421,33956694,33958481
chr2,79255402,79255897,38.15557844099421,81.36055874744017,0.4689689823718755,0.1,both,both,False,3,3,"34.35813776606014,45.07625894183073,35.03233861509177","59.98714956636884,74.1662043508446,109.92832232510705",2073,495,CpG:,1189,3,3,5.453;9.3878;5.45062,7.58431;16.8988;10.0918,79254456,79256529
chr1,75360355,75360970,5.2072538259804535,11.161000801049404,0.4665579654371896,0.2,both,nsc_only,False,3,2,"6.800221549970706,7.718224996415124,1.1033149315555313","22.78184430035872,0.0,10.701158102789492",893,615,CpG:,1159,0,2,,3.99008;3.49692,75360337,75361230
chr4,149104062,149104416,13.82327200113222,29.65122104198828,0.4661957084855785,0.1,both,both,False,3,3,"11.726537412418695,18.73625013385005,11.007028457127916","33.313617523882165,31.810826282968208,23.82921931911445",2614,354,CpG:,1722,3,3,4.28617;5.80481;4.03805,6.98331;9.10966;10.5046,149103871,149106485
chr1,89922851,89923131,7.899497369115206,16.98287017091954,0.4651450131581314,0.2,both,nsc_only,False,3,2,"7.1794529201315465,1.1545344279538527,15.36450475926022","0.0,24.20911555667575,26.739494956082865",834,280,CpG:,1271,0,2,,5.56362;7.8436,89923018,89923852
chr4,129696537,129697004,14.875742346808607,31.981189407972863,0.4651403722683343,0.7,both,both,False,3,3,"14.255426755234204,10.098634504855834,20.273165780335784","8.363841584844222,39.68061971288248,47.89910692619189",4183,467,CpG:,1574,3,2,4.04285;7.49276;6.82441,9.60021;9.33344,129695402,129699585
chr2,5063758,5064198,15.358667421278374,33.03150629213864,0.4649702403954153,0.1,both,both,False,3,3,"17.69288125947075,15.187919099661782,13.19520190470259","32.25767038830214,31.618898275452057,35.217950212661705",3855,440,CpG:,623,3,3,6.59072;9.32716;6.32208,10.151;7.75224;6.49196,5061010,5064865
chr18,34720197,34720469,12.514421019599828,26.932226183915827,0.4646634457226397,0.4,both,both,False,3,2,"19.662426797055982,2.8006319891486693,15.080204272594827","0.0,17.19947306507474,63.59720548667273",661,272,CpG:,849,1,1,2.99762,5.82497,34719932,34720593
chr6,120916390,120916975,11.669321372522049,25.126053297032275,0.4644311318841448,0.1,both,both,False,3,3,"13.61055309357003,9.103214489443037,12.294196534553077","16.1504243264418,30.86696678147977,28.360768783175267",4753,585,CpG:,1507,3,2,5.2259;5.54975;4.15885,5.92062;5.28447,120914637,120919390
chr7,28693280,28693621,5.7946994966973415,12.549782441719891,0.4617370479215417,0.7,both,both,False,3,3,"5.314850792466118,0.18982094175449787,11.879426755871409","25.944203272169524,9.052212456868522,2.65293159612163",3109,341,CpG:,803,1,1,2.9634,5.86348,28691466,28694575
chr17,45546788,45547088,16.725307332375362,36.28184166882926,0.4609828653418258,0.1,both,both,False,3,3,"11.240913129375656,22.281968899815496,16.653039967934927","23.081143242118667,62.73297563148549,23.031406132883614",2873,300,CpG:,932,1,2,3.54909,5.3893;11.1505,45545430,45548303
chr5,147306136,147307352,6.382706487945092,13.910254913896344,0.4588489950366595,1.0,both,both,False,2,2,"5.403185817877768,0.0,13.744933645957508","41.23889991350724,0.0,0.49186482818178817",503,1216,CpG:,1708,1,1,3.701,6.89361,147306864,147307367
chr6,131293024,131293292,9.93826901646544,21.664244780285703,0.4587406169592945,0.4,both,both,False,3,3,"9.04767963831443,3.8150559510838304,16.952071459998056","16.40410201146737,31.804478621808578,16.784153707581176",3001,268,CpG:,1586,2,2,2.70451;2.87186,5.3431;5.63029,131291252,131294253
chr3,121953293,121953816,4.198453028158799,9.15943618929147,0.4583746140474581,1.0,both,both,False,3,3,"3.618477466949611,6.762724626638435,2.2141569908883505","0.7229255074006127,4.407413392435217,22.347969668038587",3509,523,CpG:,1515,1,1,6.02985,4.00195,121952628,121956137
chr9,76567128,76567371,11.864470543243804,25.909895276971685,0.457912716991518,0.1,both,both,False,3,3,"9.869774063379843,11.841660945627488,13.881976620724082","26.162664152479152,22.65629434256451,28.910727335871403",2463,243,CpG:,1169,1,3,2.50827,5.1807;7.04166;4.74659,76565566,76568029
chr2,9882253,9883100,10.61057940646614,23.18543626364817,0.4576398427793305,0.1,both,both,False,3,3,"11.596683700325983,7.844491894862778,12.39056262420966","18.303278935210177,19.79939483777173,31.45363501796262",2154,847,CpG:,660,2,2,3.45153;3.11554,6.28582;5.00484,9881615,9883769
chr1,36103537,36104186,8.38709650486467,18.344483972301905,0.4571999145644128,0.4,both,both,False,3,3,"11.48731741651002,4.008288684530674,9.665683413553316","19.594229018745978,27.56582683723462,7.873396060925115",3095,649,CpG:,860,2,2,2.91861;2.88967,6.85069;4.99998,36102216,36105311
chr19,37434266,37435575,10.628534089861644,23.27481186516992,0.4566539206173751,0.4,both,both,False,3,3,"13.197767473801388,5.272845285192008,13.414989510591539","35.784097399675844,22.893314241092288,11.147023954741625",2533,1309,CpG:,870,2,3,3.08156;2.4851,6.74018;6.06374;6.50213,37433890,37436423
chr11,53636240,53636498,6.910109671588483,15.163785696686936,0.4556981884212621,0.4,both,nsc_only,False,3,3,"8.294125445666651,0.9493566116640269,11.486846957434771","10.883334363205575,25.07222804522523,9.535794681630003",2781,258,CpG:,994,0,2,,4.2404;5.31497,53635796,53638577
chr4,108879020,108879386,9.587177512605155,21.042195467291283,0.4556167880631941,0.1,both,both,False,3,3,"6.057781827799914,15.716354180714804,6.987396529300756","20.607604050452736,19.03299795585308,23.48598439556804",3507,366,CpG:,1415,2,3,6.87027;4.03932,7.2642;7.81572;5.9885,108878128,108881635
chr7,19586349,19586906,8.879340857207657,19.49452287958077,0.4554787471361087,0.2,both,nsc_only,False,3,2,"13.213209457292347,6.7863661234746715,6.638446990855949","22.683153723905942,0.0,35.80041491483639",1996,557,CpG:,734,0,2,,4.92582;7.42931,19584917,19586913
chr15,97705428,97705912,25.402063806515525,55.85920358524441,0.4547516286685056,0.2,both,both,False,3,3,"20.88554655678583,18.26328154949569,37.05736331326506","84.88465267187851,34.29973142320533,48.39322666064938",1182,484,CpG:,1330,3,3,7.55304;4.84206;5.03962,9.98009;6.72927;9.84576,97704980,97706162
chr11,115334602,115334892,9.493521767693595,20.894047136366243,0.4543649062210667,0.4,both,nsc_only,False,3,2,"25.141972534869662,2.40220157321922,0.9363911949919068","54.211246450824696,0.0,8.470894958274032",962,290,CpG:,1464,0,1,,4.98968,115333710,115334672
chr6,72898699,72900420,6.799057653034221,14.965885730519366,0.4543037261850235,0.2,both,both,False,3,2,"3.892813266050778,4.343523732873778,12.160835960178103","0.0,24.585001928210467,20.312655263347633",2869,1721,CpG:,1141,2,1,4.99537;3.99257,9.63291,72898822,72901691
chr4,141722774,141723537,16.106332808221026,35.47504757653709,0.454018638691654,0.1,both,both,False,3,3,"13.29063989370208,12.725028631775283,22.303329899185712","42.23643923786268,32.15592274176832,32.03278074998026",1921,763,CpG:,1666,3,2,4.87426;20.5148;6.77233,6.2412;5.79252,141722385,141724306
chr15,25843038,25843573,11.948277465961178,26.368314557245508,0.4531301172102416,0.4,both,both,False,3,3,"17.10324410469301,6.076356419278325,12.665231873912196","46.13506866270496,22.582887010380045,10.386987998651527",2356,535,CpG:,782,3,2,3.44376;6.19862;3.98964,6.26823;8.00865,25841733,25844089
chr11,29824791,29825496,3.1200687224173933,6.890049681509953,0.4528368976482664,1.0,both,nsc_only,False,3,3,"5.522076665382912,0.5904267465455021,3.2477027553237665","1.541701571705051,16.645054741815162,2.4833927310096424",1594,705,CpG:,812,0,1,,4.84344,29824527,29826121
chr9,65371867,65372106,4.956143719995515,10.979861640446266,0.4513848973960365,0.8,both,both,False,3,2,"5.1838938508714945,8.601708523841875,1.0828287852731744","31.413839391578836,1.5257455297599631,0.0",1708,239,CpG:,1083,1,1,7.90011,5.43837,65370939,65372647
chr10,45485681,45486868,8.569244325064062,18.99841549183295,0.4510504746434151,1.0,both,both,False,3,3,"16.95558975188713,1.6161665257399644,7.135976697565094","12.271231271387116,0.2886936862294267,44.43532151788231",1230,1187,CpG:,932,3,1,3.64502;7.33726;2.76556,6.39238,45486138,45487368
chr17,26095146,26095524,12.5359846293963,27.81315768816676,0.4507213733135306,0.1,both,both,False,3,3,"13.241242379924532,14.294443451130117,10.072268057134252","30.744274928936026,34.72339338906234,17.971804746501906",1621,378,CpG:,784,2,3,3.70667;3.39456,7.63134;5.36487;8.23959,26094785,26096406
chr5,115279608,115279892,11.349676831852523,25.19175355422969,0.4505314331303036,0.2,both,both,False,2,3,"19.38698977498596,0.0,14.662040720571614","26.514604254687168,25.508596624182065,23.552059783819864",1319,284,CpG:,1464,2,3,5.0969;3.80173,6.25783;6.33716;8.3964,115278780,115280099
chr3,89830950,89831920,2.2406822195645653,4.976654153356519,0.4502386845694975,1.0,both,nsc_only,False,3,2,"1.8060509211013633,1.7478476207952287,3.168148116797104","0.0,14.34987334265938,0.5800891174101745",853,970,CpG:,1270,0,1,,5.83709,89831002,89831855
chr8,19535156,19535754,8.757841819050883,19.45223787594329,0.4502228419631741,0.5,both,both,False,3,1,"0.9705263488402252,19.574381287823098,5.728617820489329","0.0,0.0,58.356713627829855",457,598,CpG:,734,1,1,2.76122,5.97322,19535457,19535914
chr2,9881092,9881434,14.470140767004702,32.15670687369954,0.4499882660198517,0.8,both,neu_only,False,2,3,"41.657874769737745,0.0,1.7525475312763614","21.38632436670682,52.41275327214935,22.67104298224245",514,342,CpG:,660,1,0,4.03356,,9881434,9881948
chr2,34753853,34754548,6.700136561321124,14.896615820232247,0.4497757505581334,0.7,both,both,False,3,3,"7.025723804273783,6.636798970953462,6.437886908736124","17.31225666943339,24.054746394472073,3.3228443967912806",2955,695,CpG:,850,3,2,3.41849;10.0005;3.95988,3.12225;4.6846,34753761,34756716
chr3,148819606,148819951,8.94198774288551,19.95167624937768,0.4481822795798637,1.0,both,both,False,3,3,"17.052328555733123,1.0210834707460372,8.752551202177369","0.8966922861141718,8.551894662236105,50.40644179978275",943,345,CpG:,1720,1,2,4.23167,7.93651;2.44807,148819141,148820084
chr11,94491101,94491484,9.92622419601742,22.179583542526927,0.447538799679668,0.2,both,both,False,3,2,"14.604967809457214,6.135102759603519,9.038602018991522","0.0,34.91384397146622,31.624906656114565",2177,383,CpG:,1305,1,2,2.89833,8.15818;6.52276,94489885,94492062
chr2,127133630,127134104,11.719087309919525,26.263029589263382,0.4462199332368881,0.1,both,both,False,3,3,"13.821878329594366,10.796726764871917,10.53865683529229","21.199873338939305,28.06990835904766,29.51930706980318",7710,474,CpG:,1554,3,3,7.4429;6.19846;9.09763,10.0011;6.73662;6.01006,127127222,127134932
chr2,120352722,120353179,12.121363991619186,27.18155521091421,0.4459407821798252,0.1,both,both,False,3,3,"14.588093985741695,7.208713049618357,14.567284939497508","23.784519099593734,29.660866167543027,28.099280365605864",2082,457,CpG:,1503,3,3,4.32918;6.84023;4.21788,13.8943;5.16196;6.82196,120351600,120353682
chr7,111598917,111599119,5.338992489395292,11.97872866869443,0.4457061043003983,0.6666666666666666,both,neu_only,False,2,2,"14.950932463245278,0.0,1.0660450049405972","7.00482554689667,0.0,28.93136045918662",845,202,CpG:,1436,1,0,3.1434,,111598989,111599834
chr8,104170508,104171263,8.729288449052904,19.623388217446585,0.4448410413290374,0.6666666666666666,both,nsc_only,False,2,2,"4.902119853457466,0.0,21.285745493701246","0.0,47.513731471827775,11.356433180511974",244,755,CpG:,1379,0,1,,4.40742,104170989,104171233
chr11,96332715,96333268,5.0781710738937065,11.418308767510783,0.4447393372600799,0.2,both,both,False,3,2,"1.7915215998888017,7.085725744565328,6.357265877226989","0.0,7.579644266764323,26.67528203576803",1920,553,CpG:,1319,1,1,3.86571,8.51213,96332056,96333976
chr12,73545288,73546556,5.819637511574894,13.102194568979632,0.4441727285407053,1.0,both,both,False,3,3,"3.9703388096542533,5.574540671952274,7.914033053118154","33.43357006125494,1.1383565062776617,4.734657139406291",1744,1268,CpG:,1146,1,2,3.03734,8.19696;2.33128,73544559,73546303
chr8,64849319,64850354,9.676650260560583,21.83472564826231,0.443177093976021,0.1,both,both,False,3,3,"10.602234380116398,3.888259851551272,14.539456550014076","16.170077192426117,21.71798044894931,27.616119303411516",3971,1035,CpG:,1079,3,3,4.05692;3.75066;2.83736,4.62063;5.34477;5.6718,64847730,64851701
chr19,24555538,24556407,14.695403644915777,33.16218530039371,0.443137372033842,0.1,both,both,False,3,3,"10.79263373105902,19.1402957772975,14.153281426390812","22.74199484026685,32.41658300644818,44.3279780544661",3674,869,CpG:,772,3,3,3.14457;4.49986;3.51171,7.41379;8.90625;7.96364,24554819,24558493
chr2,152293709,152294303,19.549659989643832,44.11975930656026,0.4431044116493389,0.1,both,both,False,3,3,"22.249707472921145,20.21029541111109,16.188977084899268","48.88037203577994,30.529020307119367,52.94988557678148",1638,594,CpG:,1746,3,3,4.24523;6.65327;3.92869,5.25506;7.288;5.67546,152293170,152294808
