chr,start,end,neu_signal,nsc_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr11,101225891,101226550,17.825650351409294,22.386007123140256,0.7962853872668988,1.0,both,both,False,3,3,"21.85567369879182,13.951231870633453,17.670045484802618","43.74574378510909,8.951776629063621,14.460500955248056",2144,659,CpG:,1357,3,2,6.77213;5.12035;9.59343,5.7733;8.72453,101224728,101226872
chr2,4717462,4718320,13.29382406396958,16.695415277308683,0.7962559686692955,0.7,both,both,False,3,3,"10.732422621177715,8.401912472988803,20.74713709774223","17.72708197739809,8.925720965071699,23.433442889456263",3061,858,CpG:,620,3,2,4.24847;12.1993;3.7665,5.32278;6.54201,4716154,4719215
chr15,76817113,76818347,18.65299537429156,23.427313923644864,0.7962071723239831,0.7,both,both,False,3,3,"11.649154023739825,28.404767101148877,15.905064997985962","13.220678299307536,26.629235095840343,30.432028375786718",4996,1234,CpG:,1171,3,3,"4.30911;9.34862,19.8104;5.12957",6.43565;6.83651;5.35808,76813766,76818762
chr3,27938473,27939115,34.81410167118258,43.731838358050005,0.7960813672214198,0.4,both,both,False,3,3,"31.445335565757826,36.7889838032441,36.20798564454581","31.576806533087957,54.16997155135756,45.44873698970449",4506,642,CpG:,798,3,3,5.53341;7.26469;5.73165,9.9049;14.6607;19.3671,27936894,27941400
chr5,108629403,108630051,36.42340293466236,45.756550107000805,0.7960259864322582,0.2,both,both,False,3,3,"33.53479899365879,40.64734731464011,35.08806249568819","54.43531187168256,35.21719880882441,47.617139640495445",2187,648,CpG:,1413,3,3,4.0781;12.544;6.84445,7.70709;7.15354;10.1967,108628623,108630810
chr9,65629953,65631235,20.499948347217785,25.76487746996125,0.7956547967720111,0.7,both,both,False,3,3,"20.16650591005361,27.152194688525476,14.181144443074274","34.272815270128184,19.80245118688286,23.219365952872703",3983,1282,CpG:,1085,3,3,4.01872;6.50124;3.56897,"5.8679,6.15238;5.65326;6.0301",65628868,65632851
chr2,3118208,3118863,16.082311227590072,20.22105057916524,0.7953252065033894,0.4,both,both,False,3,3,"17.165693056833707,12.148187686778881,18.933052939157637","22.632753414073317,14.114292122573449,23.916106200848937",4725,655,CpG:,608,3,3,10.9687;10.3347;6.66048,6.39802;5.72009;5.02568,3116037,3120762
chr8,104248401,104248625,25.6878568238502,32.30648056233378,0.7951301527347345,0.7,both,both,False,3,3,"34.249095476943076,13.478711649739713,29.33576334486779","21.668456426899944,41.799384375970014,33.45160088413138",1249,224,CpG:,1380,3,3,9.29005;16.7524;8.73897,4.97577;6.10163;8.8157,104247689,104248938
chr8,36094594,36095242,23.92365947322237,30.114496164189536,0.7944233681608474,0.7,both,both,False,3,3,"22.929446851135694,22.96014852459227,25.88138304393914","33.59912426412286,17.96900894641533,38.77535528203043",6941,648,CpG:,860,3,3,4.53458;9.64866;4.24203,6.64653;6.53714;6.56685,36091802,36098743
chr17,26067599,26069727,25.80725461866212,32.4880945771948,0.7943603635276802,1.0,both,both,False,3,3,"17.390500296469295,38.175133312544055,21.856130246973013","21.475834631882858,58.089593261002385,17.898855838699163",3866,2128,CpG:,783,3,3,"3.16953,11.76;4.73803,9.42143;3.66415,9.61633","6.59604;4.84538,5.13505;9.06425",26066469,26070335
chr19,41895893,41896185,26.516015083055294,33.38978879417588,0.7941354540008482,1.0,both,both,False,3,3,"22.76863093556743,21.77745796396886,35.00195634962959","52.16733543606839,27.07873674351703,20.9232942029422",1954,292,CpG:,904,3,2,5.86497;5.52965;5.45819,6.99193;4.80896,41895030,41896984
chr7,138909270,138909987,23.797827548806943,29.967381617244925,0.7941243533640033,0.7,both,both,False,3,3,"15.763841485556252,31.623101160149826,24.006540000714754","46.015222271668286,27.37569843091463,16.511224149151854",4750,717,CpG:,1644,3,3,5.51874;8.78549;5.21256,8.5412;6.21457;6.34552,138906393,138911143
chr15,100227623,100228623,27.45470782250018,34.59016215691915,0.7937143427646046,0.1,both,both,False,3,3,"24.844745004128214,31.389063606046783,26.130314857325533","35.45069621018731,34.73778810744143,33.582002153128705",6906,1000,CpG:,1349,3,3,5.39119;10.8438;4.50936,8.50321;6.55409;8.91341,100224038,100230944
chr2,158667070,158668051,17.6640845933174,22.276776770310576,0.7929371818664201,0.1,both,both,False,3,3,"17.706240182089676,18.9567945782183,16.32921901964422","21.85411055874322,23.637664396501318,21.338555355687188",5643,981,CpG:,1795,3,3,"4.32937;5.47081,10.2005;4.3324",5.09783;5.61551;7.61865,158665453,158671096
chr9,111311364,111312804,11.391820244699192,14.367396156135422,0.7928938633626006,0.4,both,both,False,3,3,"9.586904940774401,7.705599929975427,16.88295586334775","13.185176068864514,9.76767248095149,20.14933991859026",3910,1440,CpG:,1434,3,2,"2.99879;3.9678;4.01428,2.90904","6.36333,5.25621;5.22759",111311112,111315022
chr6,51270352,51271202,16.667542473475137,21.03287495968869,0.7924519356207799,0.7,both,both,False,3,3,"13.932538806612246,18.835288308045573,17.234800305767592","7.90264757102895,11.714605496976978,43.48137181106015",2140,850,CpG:,976,3,2,5.96983;6.50486;3.7874,6.19081;5.16823,51269863,51272003
chr14,57664861,57665494,23.205188481534112,29.320137215442344,0.7914420151250995,0.1,both,both,False,3,3,"23.02216420132261,21.730509248051142,24.86289199522859","25.663815456738007,37.245628504996816,25.05096768459221",2074,633,CpG:,1024,3,3,3.6742;5.2009;3.98987,5.39687;5.13724;8.2354,57663745,57665819
chr4,99120338,99121153,24.732580712768065,31.25012263755421,0.7914394768821221,0.4,both,both,False,3,3,"14.398888006191338,35.81920026452226,23.9796538675906","28.866941658150978,25.54630271634561,39.33712353816605",4282,815,CpG:,1341,3,3,5.28634;9.21123;6.07941,6.25272;7.6688;6.46317,99120052,99124334
chr19,16872320,16874653,12.733444809179288,16.09326147005054,0.7912283555994011,0.4,both,both,False,3,3,"14.05834270062143,17.246041644525235,6.895950082391194","19.49007699328037,18.572067365509284,10.217640051361961",2435,2333,CpG:,713,2,2,3.00936;2.40629,7.84175;8.97903,16872495,16874930
chr11,119546892,119549732,15.278287270211564,19.319757135987047,0.790811559517619,1.0,both,both,False,3,3,"15.342276512974028,12.232571668203898,18.260013629456765","14.921496916336652,7.91846592066827,35.11930857095622",5233,2840,CpG:,1497,3,2,"3.51466,2.87524;6.27991;3.21672",9.54786;5.44759,119545142,119550375
chr2,33886987,33887689,23.17384201595849,29.31157468062324,0.7906037894060273,0.7,both,both,False,3,3,"22.633441092113433,26.34007933338993,20.548005622372113","20.643764154843737,42.97212226906834,24.31883761795763",3507,702,CpG:,843,3,2,4.18687;5.40618;4.00549,5.67214;7.97608,33884905,33888412
chr12,75735241,75735934,21.16564360714715,26.77743739966475,0.7904282732974345,0.7,both,both,False,3,3,"17.821858949160337,13.638138849404994,32.03693302287612","28.10098760048468,32.03639778666597,20.194926811843597",3956,693,CpG:,1162,3,3,7.97779;8.29635;6.35765,5.98665;6.48765;5.93107,75733108,75737064
chr11,114851258,114852601,15.893926498406596,20.11648033333718,0.7900947996388346,0.7,both,both,False,3,3,"16.496402163183493,16.696231618481384,14.489145713554901","30.16108023771371,20.42689010486837,9.761470657429456",4236,1343,CpG:,1461,3,3,"2.799,3.25812;5.13722;3.09864",6.85985;5.98969;5.94211,114848935,114853171
chr3,102469923,102470379,15.183097177888506,19.23275038164581,0.7894397252916062,0.7,both,both,False,3,3,"13.791900408469246,12.837686042164158,18.919705083032113","25.76355658413457,20.72810387272198,11.206590688080896",4358,456,CpG:,1366,3,3,3.26748;10.5304;4.45282,7.0546;6.70299;5.49025,102466413,102470771
chr10,83722674,83723229,21.886626648916387,27.737075167560416,0.7890747858849099,1.0,both,both,False,3,3,"26.544079471322597,8.975436153962374,30.14036432146419","26.06732681238793,19.909810665305482,37.234088024987834",2945,555,CpG:,1223,3,3,4.73899;17.4949;7.72975,8.07735;6.9279;5.01191,83721157,83724102
chr8,120449898,120450261,22.188248287637453,28.13776817027244,0.7885575058180821,0.1,both,both,False,3,3,"21.490458572873777,22.56464588894669,22.5096404010919","30.116357241344375,22.739827068346248,31.557120201126697",3729,363,CpG:,1503,3,3,3.84292;6.18462;4.36823,7.60259;8.84281;12.0397,120448336,120452065
chr10,80208858,80209094,9.868141061701357,12.5215943893185,0.7880898194657494,0.7,both,both,False,3,3,"6.602012458246971,11.602421937968023,11.399988788889077","2.1884773207409514,23.192420816897435,12.183885030317114",4709,236,CpG:,1196,3,2,5.37653;12.8497;5.84153,6.56653;5.87818,80205165,80209874
chr6,147042740,147043242,29.8926448075257,37.944697431018575,0.787795049937318,0.7,both,both,False,3,3,"33.31144915229209,20.20244860715521,36.1640366631298","37.40644130334881,56.92876591943654,19.498885070270372",2154,502,CpG:,1706,3,2,6.02915;11.0333;6.29609,9.91831;9.02986,147041658,147043812
chr14,46787831,46788439,36.72891185934158,46.67957623741366,0.7868304474860115,0.4,both,both,False,3,3,"33.12077878528948,47.3740105864982,29.691946206237066","36.06413521316486,60.58746041757704,43.387133081499094",2182,608,CpG:,941,3,3,7.29112;14.1634;5.38577,6.79633;6.60036;9.3622,46786677,46788859
chr8,124948141,124949698,14.894881047571054,18.93768896917322,0.7865205237987037,0.7,both,both,False,3,3,"11.26502771824148,18.932008183254577,14.487607241217104","10.258441449652265,37.78369427303533,8.770931184832063",2648,1557,CpG:,1538,3,2,4.59734;8.60364;3.84593,4.05929;3.80852,124948351,124950999
chrX,51679908,51681589,15.051145538106487,19.138301684839828,0.7864410220907464,1.0,both,both,False,3,3,"11.625912181038709,21.282783520666577,12.24474091261418","1.2217772537812939,12.227723678405491,43.96540412233269",3162,1681,CpG:,979,3,2,3.4452;7.23425;3.05069,7.58991;4.70101,51679154,51682316
chr4,120666519,120667457,18.297734297635945,23.273743842265976,0.7861964289736052,1.0,both,both,False,3,3,"21.456049683739728,5.0086625394629944,28.428490669705106","19.32615676864801,18.02145646878199,32.47361828936793",3541,938,CpG:,1505,3,3,4.38242;7.40301;4.9428,5.06145;8.80118;11.0335,120665383,120668924
chr7,12834896,12835208,38.06485632793706,48.44915720259066,0.7856660162068136,0.7,both,both,False,3,3,"52.1969687299743,23.85681302441572,38.14078722942113","35.96433646098395,58.305489105981124,51.07764604080691",2612,312,CpG:,682,3,3,9.71815;8.18893;14.3414,8.31337;12.2081;14.7869,12833190,12835802
chr8,70302335,70302963,30.19490254330797,38.4513627807029,0.7852752245873976,1.0,both,both,False,3,3,"37.74728803894147,17.812366819706092,35.02505277127636","54.01731649385829,27.749451397227592,33.58732045102282",1470,628,CpG:,1121,3,3,8.58594;5.79856;7.65189,10.9139;8.28862;8.62657,70302240,70303710
chr1,165281918,165282567,14.363554750803209,18.291638476288902,0.7852524949813766,0.7,both,both,False,3,3,"12.468344046166635,15.404249627488598,15.218070578754396","9.292924373311207,33.571996111618844,12.009994943936666",3990,649,CpG:,1846,2,3,3.17913;4.16332,5.08223;9.89742;6.53578,165280237,165284227
chr4,155694128,155695188,17.926436418803828,22.837117889309628,0.7849692989147042,1.0,both,both,False,3,3,"17.149486235267297,15.535795498579319,21.09402752256487","20.66349123223641,35.530897002571,12.316965433121467",5151,1060,CpG:,1772,3,2,3.80727;4.4337;5.96019,3.51882;6.45077,155692935,155698086
chr9,66974829,66975542,22.578362455602388,28.776200767306715,0.7846192983631867,0.7,both,both,False,3,3,"27.65727739597078,25.43239369443379,14.6454162764026","44.03826324471478,27.681850385585392,14.608488671619972",1777,713,CpG:,1095,3,3,7.25015;9.06673;6.25253,8.43712;3.29252;5.76532,66974775,66976552
chr18,7004628,7004906,27.230658704075505,34.72882564854937,0.7840938527448578,0.2,both,both,False,3,3,"24.108609717878277,34.097183017205644,23.4861833771426","29.867051442972983,36.344984331753736,37.9744411709214",3124,278,CpG:,638,3,3,3.6907;4.86296;3.89088,7.44841;6.61811;11.6923,7003320,7006444
chr7,62419676,62420009,19.37867010677193,24.715040669946248,0.7840840873200182,1.0,both,both,False,3,3,"24.66705984435058,3.5956989426918216,29.873251533273404","8.314585497813859,24.583176335677724,41.24736017634716",1624,333,CpG:,1061,3,2,4.78075;6.49322;4.5502,7.2651;6.7627,62418858,62420482
chr9,108460504,108460934,16.17019182296637,20.6239495197233,0.7840492339986738,0.7,both,both,False,3,3,"15.339107619501183,22.28562663123204,10.885841218165888","14.978440067155091,27.17549463657906,19.717913855435746",1933,430,CpG:,1412,3,2,6.53462;5.57792;3.98186,4.46988;5.94764,108460356,108462289
chr6,119107316,119109048,19.95046725951555,25.44942762154371,0.7839259709961758,0.7,both,both,False,3,3,"23.240289449760834,16.046292838268688,20.56481949051712","36.36764517498225,18.81167508101212,21.168962608636765",5027,1732,CpG:,1493,3,3,"3.52668,6.34928;7.00729;3.21059,9.2131",17.569;4.51092;7.60754,119105567,119110594
chr2,153632538,153632819,38.83075872318426,49.53580421480992,0.783892768850513,0.2,both,both,False,3,3,"35.81818050439066,43.99574085470818,36.67835481045393","61.479913481438764,45.90805323023792,41.21944593275307",1119,281,CpG:,1757,3,2,4.62393;9.20306;4.99711,6.59916;7.63435,153632180,153633299
chr4,125085003,125085719,13.102950501051554,16.71683614169297,0.7838176069915449,0.4,both,both,False,3,3,"8.620830004121407,14.776375557423597,15.91164594160966","12.06218024774106,17.236143972160693,20.852184205177153",3481,716,CpG:,1539,3,3,3.20247;11.0577;4.63255,9.80888;4.88954;6.21555,125083728,125087209
chr9,44343911,44344249,48.51534908131266,61.94042261119026,0.7832582832999235,0.7,both,both,False,3,3,"44.78070960208603,64.35162036649642,36.41371727535554","42.364306521341284,48.24926100461962,95.20770030760988",1922,338,CpG:,923,3,3,7.46019;15.6247;9.00487,8.41236;13.3503;11.5623,44342706,44344628
chr11,4160219,4160617,30.51766948905305,38.96253246402527,0.7832568254445602,1.0,both,both,False,3,3,"26.353390444800386,38.19267276151515,27.006945260843608","14.036139587186417,67.42056540967101,35.43089239521838",3127,398,CpG:,616,3,3,10.018;13.8371;10.0092,10.2011;9.87751;10.5341,4159042,4162169
chr19,4163126,4163430,22.8118773930138,29.147362509607444,0.7826395059070828,0.2,both,both,False,3,3,"22.650424846057994,22.018554156987065,23.76665317599633","34.301495275506355,30.005395828023445,23.135196425292513",3207,304,CpG:,616,3,3,7.54204;5.41573;9.4025,5.24857;8.24981;15.5922,4161445,4164652
chr16,76293287,76293490,15.833747983341476,20.24752025750691,0.7820092427106475,0.4,both,both,False,3,3,"19.701050166926244,22.79406928725991,5.00612449583827","9.531635664069928,25.079732125658204,26.131192982792594",2301,203,CpG:,1167,2,2,3.52847;5.05944,3.79928;6.71606,76292204,76294505
chrX,52613529,52614260,10.927872085857604,13.983413015039352,0.7814881870473629,1.0,both,both,False,3,3,"7.37369068926295,12.158047261465056,13.251878306844803","10.624849866866613,8.676099964659445,22.649289213592002",4223,731,CpG:,986,3,3,3.77821;8.97665;4.3547,5.56792;5.07346;4.67835,52611695,52615918
chr9,72807002,72807894,19.041199925963458,24.37413239398069,0.7812052391520515,0.4,both,both,False,3,3,"15.676740402209239,26.363004462066787,15.083854913614353","33.71727239147673,18.411883258158657,20.993241532306694",2453,892,CpG:,1140,3,3,3.85578;7.89743;3.07962,11.7057;4.73191;5.46067,72805796,72808249
chr11,58307031,58307679,18.029824708685084,23.08379287801745,0.7810598892461373,0.7,both,both,False,3,3,"20.294293600557257,19.126191379789333,14.668989145708666","24.483017960780188,38.10322325768865,6.665137415583523",5213,648,CpG:,1029,3,3,5.28759;10.1065;5.8712,6.85442;5.48635;7.5386,58306052,58311265
chr1,34842534,34843165,20.082503086942204,25.718149960121327,0.780868885129071,0.7,both,both,False,3,3,"17.56154245232919,22.9862443378207,19.699722470676726","9.879282987505421,38.135558147257925,29.139608745600643",5197,631,CpG:,850,3,3,8.04785;11.9728;11.0617,4.06259;6.87656;5.96619,34839236,34844433
chr13,36735064,36735286,24.29525961156748,31.1139749153738,0.7808471812954662,0.1,both,both,False,3,3,"22.43094107802208,26.074755655802907,24.38008210087743","30.263923274779383,35.947228869367265,27.130772601974762",7949,222,CpG:,865,3,3,4.93503;11.2843;6.05236,10.0664;7.82207;7.18739,36730176,36738125
chr13,36736018,36736221,24.29525961156748,31.1139749153738,0.7808471812954662,0.1,both,both,False,3,3,"22.43094107802208,26.074755655802907,24.38008210087743","30.263923274779383,35.947228869367265,27.130772601974762",7949,203,CpG:,865,3,3,4.93503;11.2843;6.05236,10.0664;7.82207;7.18739,36730176,36738125
chr4,44664071,44664673,11.329051855476246,14.522708610829978,0.7800922100046725,1.0,both,both,False,3,3,"11.900954556309921,6.940946788285507,15.14525422183331","27.149901342506134,7.611834545089831,8.806389944893974",6265,602,CpG:,925,3,2,3.41417;4.3228;3.40194,7.54853;5.75874,44662290,44668555
chr17,15526910,15527366,31.705057100223243,40.645912501896085,0.7800306389663226,0.7,both,both,False,3,3,"20.48993414761438,44.06731884134511,30.557918311710235","49.969020771825804,41.9978783498315,29.970838384030962",2315,456,CpG:,703,3,3,10.2803;10.826;12.8413,7.16231;8.97807;11.3494,15526386,15528701
chr17,15380709,15380966,17.519032942289044,22.46446868216936,0.7798552100274851,1.0,both,both,False,3,3,"17.679044817937108,16.882595974127355,17.995458034802663","17.502567111127618,11.624005024498215,38.26683391088223",5019,257,CpG:,702,3,2,3.2119;4.17894;4.00699,5.50921;4.66418,15379074,15384093
chr1,36243891,36244412,26.331362005761907,33.77928073278948,0.7795122167951346,0.2,both,both,False,3,3,"20.58132655746964,34.09869278757697,24.31406667223911","29.624270739437573,36.232354076114454,35.48121738281642",3603,521,CpG:,861,3,3,9.25129;16.0335;7.97024,7.44238;7.18945;9.3315,36243362,36246965
chr1,6214430,6215332,32.47579212728591,41.66213021738563,0.779503879370377,0.4,both,both,False,3,3,"20.387843902625796,19.907485893856006,57.13204658537592","60.19020170678722,33.057931735909726,31.738257209459942",2214,902,CpG:,632,3,3,4.78768;5.42762;7.29308,11.9757;7.31797;7.22298,6213301,6215515
chr8,77517280,77518435,29.9368597363753,38.45983089600657,0.7783929112253002,0.4,both,both,False,3,3,"42.804607468529284,16.883934706869884,30.12203703372675","33.60436781743056,51.06723024407934,30.707894626509816",2694,1155,CpG:,1176,3,3,5.7361;4.57425;4.76581,5.61279;8.75708;7.05824,77516675,77519369
chr2,30801096,30801723,10.515763305482407,13.511906331745791,0.7782590440829181,1.0,both,both,False,3,3,"16.237265683114693,6.732967742818926,8.57705649051361","4.889912276523125,21.807571133394237,13.838235585320016",3626,627,CpG:,819,3,2,3.64397;6.18566;2.81084,5.83306;7.11477,30800309,30803935
chr11,30267515,30268545,20.683294021415904,26.577523780198742,0.7782250217315482,1.0,both,both,False,3,3,"20.68646876175663,15.80915433929708,25.554258963194","17.866076596704612,42.92457365849997,18.941921085391638",4267,1030,CpG:,815,3,3,5.07941;6.73405;5.90225,4.98652;7.96327;7.58019,30265671,30269938
chr3,57846855,57848105,21.813491958013127,28.03370836926932,0.7781165328068113,0.7,both,both,False,3,3,"17.98314906238776,21.547295277771788,25.910031533879838","12.991489692001121,30.240724717359964,40.868910698446854",3771,1250,CpG:,1026,3,3,6.07247;7.70165;5.1233,3.79121;7.00416;6.2855,57845373,57849144
chr12,76533065,76533975,17.87177565524125,22.974254848398896,0.7779044749513065,0.7,both,both,False,3,3,"22.758465663745877,17.308113632723302,13.54874766925457","35.811648917528835,8.82035433296041,24.29076129470743",4831,910,CpG:,1168,2,2,3.92801;4.261,6.42085;5.41969,76533156,76537987
chr7,141131187,141131694,16.851965345746915,21.66999690116398,0.7776634866450641,1.0,both,both,False,3,3,"12.67264166435638,13.896634783751693,23.986619589132665","11.715587625255832,33.507128200489724,19.787274877746384",2772,507,CpG:,1661,3,2,7.73716;11.8661;5.01715,6.26383;7.08535,141130210,141132982
chr10,81482358,81482796,19.92811159582797,25.63999163268015,0.7772276949742859,0.7,both,both,False,3,3,"21.47063016140555,15.846695664423345,22.467008961655022","12.245401953399337,51.45431666186475,13.22025628277636",1905,438,CpG:,1206,3,3,3.7888;3.58959;3.86641,3.85287;4.07379;8.2135,81481541,81483446
chr12,54984960,54986326,24.74529754446996,31.86089991948272,0.7766666229455239,0.7,both,both,False,3,3,"21.804396529537833,26.577209908099064,25.854286195772975","31.474566069778813,19.91162439855881,44.196509290110534",2972,1366,CpG:,1004,3,2,6.31531;8.28189;4.46519,"7.98765;10.3806,13.3558",54983672,54986644
chr2,76675060,76675790,39.05560029953763,50.29168480292793,0.7765816645948567,0.4,both,both,False,3,3,"26.337297068252866,53.80870328827455,37.02080054208547","40.65101656185017,60.099333755318725,50.12470409161491",4155,730,CpG:,1169,3,3,6.29006;6.8119;8.0711,6.63872;6.39502;9.26715,76671898,76676053
chr5,136565439,136569059,21.29413326908244,27.49556197429905,0.7744571028948861,0.4,both,both,False,3,3,"18.755597687734568,29.797355404155052,15.329446715357703","28.62518914235832,22.4802550525137,31.381241728025145",5163,3620,CpG:,1626,3,3,"5.00054;8.20859;3.81771,5.15785","8.5964,6.13086;6.18207;4.381,10.7688",136564137,136569300
chr12,85338943,85339535,23.788865095854504,30.771865337430373,0.7730719225174215,0.7,both,both,False,3,3,"17.136471676926693,37.55295269535751,16.67717091527931","36.72864967855644,25.174994432976284,30.411951900758403",2617,592,CpG:,1236,3,3,6.22512;13.7919;7.06001,6.4408;6.51809;7.14282,85338124,85340741
chr4,46039120,46039800,16.427386548910192,21.25509966765444,0.7728680084200708,0.1,both,both,False,3,3,"16.576639379006934,14.258577556977405,18.44694271074624","23.954170054903386,18.897437913898735,20.913691034161193",5141,680,CpG:,936,3,3,3.72914;5.41803;3.84986,9.12492;9.04626;5.32923,46037156,46042297
chr4,115784823,115785381,14.995486986555152,19.405304451904925,0.7727519567508314,0.7,both,both,False,3,3,"19.296284529523508,15.0795308336035,10.610645596538454","3.7547302391804114,32.66118920969544,21.799993906838917",2618,558,CpG:,1468,3,2,3.78588;3.99654;3.34939,5.58242;5.36391,115784411,115787029
chr17,24220509,24220795,30.087757030076087,38.94585774447565,0.7725534568395516,0.7,both,both,False,3,3,"30.22348615053094,23.26670719296173,36.773077746735595","22.08730962380329,39.95135638408667,54.798907225537",2961,286,CpG:,769,3,3,10.1308;10.4764;12.792,6.87069;9.08027;10.6158,24219214,24222175
