chr,start,end,neu_signal,nsc_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr12,44221675,44222279,4.588432834902986,0.0,inf,1.0,neu_only,neu_only,False,3,0,"5.608808636488213,2.187631825281288,5.968858042939456","0.0,0.0,0.0",673,604,CpG:,922,1,0,3.63467,,44221916,44222589
chr5,37821292,37821605,16.483449358593003,0.0,inf,1.0,neu_only,neu_only,False,3,0,"42.926706642940125,2.284925088115122,4.238716344723756","0.0,0.0,0.0",435,313,CpG:,873,1,0,3.55815,,37821025,37821460
chr4,145246400,145246821,44.87561377323036,0.0,inf,1.0,neu_only,neu_only,False,3,0,"20.514378677714955,75.12433599992232,38.98812664205378","0.0,0.0,0.0",220,421,CpG:,1693,2,0,4.9702;3.17938,,145246233,145246453
chr6,3763576,3763862,16.799103511352065,0.0,inf,1.0,neu_only,neu_only,False,3,0,"11.990536449437446,1.8339050272677808,36.57286905735097","0.0,0.0,0.0",1504,286,CpG:,613,1,0,4.63357,,3763372,3764876
chr8,47392428,47392641,16.87390639199151,0.0,inf,1.0,neu_only,neu_only,False,3,0,"5.384230929480658,26.470646243625218,18.766842002868653","0.0,0.0,0.0",900,213,CpG:,946,2,0,4.90648;2.76347,,47391962,47392862
chr18,61035675,61036479,16.719599279812616,0.0,inf,1.0,neu_only,neu_only,False,2,0,"17.012867026112634,0.0,33.145930813325215","0.0,0.0,0.0",639,804,CpG:,1050,1,0,3.16973,,61035238,61035877
chr1,74884301,74885613,16.287314312931166,0.0,inf,1.0,neu_only,neu_only,False,3,0,"22.049850354398735,24.35305287401964,2.4590397103751216","0.0,0.0,0.0",514,1312,CpG:,1156,1,0,2.9078,,74884321,74884835
chr18,20058957,20059346,23.98011268329844,0.0,inf,1.0,neu_only,neu_only,False,3,0,"53.17882355593965,0.341885929643689,18.41962856431197","0.0,0.0,0.0",427,389,CpG:,738,1,0,4.80296,,20058813,20059240
chr9,97701065,97701306,38.56243135522588,0.0,inf,1.0,neu_only,neu_only,False,3,0,"49.49981153285998,48.337364267094344,17.850118265723303","0.0,0.0,0.0",217,241,CpG:,1330,1,0,3.31347,,97701299,97701516
chr5,74620010,74620304,18.95858855331961,0.0,inf,1.0,neu_only,neu_only,False,3,0,"32.64136631362104,4.651602477843059,19.582796868494743","0.0,0.0,0.0",414,294,CpG:,1154,2,0,3.13989;2.54413,,74619862,74620276
chr15,84406549,84406755,20.240963369787,0.0,inf,1.0,neu_only,neu_only,False,3,0,"24.519539897329306,26.55493377718291,9.64841643484877","0.0,0.0,0.0",1165,206,CpG:,1228,1,0,3.31439,,84405521,84406686
chr4,129105356,129105707,15.287031303726517,0.0,inf,1.0,neu_only,neu_only,False,3,0,"25.72455002380921,13.336515734789966,6.800028152580376","0.0,0.0,0.0",1665,351,CpG:,1569,2,0,3.23252;3.86571,,129105297,129106962
chr5,144545394,144546764,16.2834827227807,0.0,inf,1.0,neu_only,neu_only,False,3,0,"3.780365603248169,15.627343590703987,29.44273897438995","0.0,0.0,0.0",1089,1370,CpG:,1687,2,0,4.47452;5.78095,,144545465,144546554
chr8,106162956,106163199,21.20659564055649,0.0,inf,1.0,neu_only,neu_only,False,3,0,"40.79504246517544,1.4827619429627155,21.3419825135313","0.0,0.0,0.0",442,243,CpG:,1394,1,0,4.3906,,106162799,106163241
chr8,69399389,69399768,10.774653102542544,0.0,inf,1.0,neu_only,neu_only,False,3,0,"28.721377805188613,1.548371251996931,2.0542102504420923","0.0,0.0,0.0",333,379,CpG:,1114,1,0,2.54625,,69399720,69400053
chr14,60086635,60086903,18.3437325734178,0.0,inf,1.0,neu_only,neu_only,False,3,0,"9.82217261896871,39.750174687283646,5.4588504140010405","0.0,0.0,0.0",1151,268,CpG:,1043,2,0,6.34511;3.42611,,60085818,60086969
chr17,70662573,70662785,19.97306575944366,0.0,inf,1.0,neu_only,neu_only,False,3,0,"52.50354640656098,0.7794700484765347,6.636180823293476","0.0,0.0,0.0",263,212,CpG:,1124,1,0,4.30558,,70662544,70662807
chr17,68841172,68842033,30.584345652931248,0.0,inf,1.0,neu_only,neu_only,False,3,0,"24.953331267238955,51.24683561552631,15.552870076028489","0.0,0.0,0.0",922,861,CpG:,1110,2,0,3.25161;6.30607,,68841427,68842349
chr10,81997095,81997374,32.280629738761625,0.0,inf,1.0,neu_only,neu_only,False,3,0,"38.43088601587518,7.02433791682914,51.38666528358055","0.0,0.0,0.0",283,279,CpG:,1210,2,0,7.66567;6.24619,,81997282,81997565
chr7,29161529,29161873,3.343744858329844,0.0,inf,1.0,neu_only,neu_only,False,2,0,"6.46289291012455,0.0,3.5683416648649833","0.0,0.0,0.0",284,344,CpG:,807,1,0,3.28841,,29161595,29161879
chrX,49493802,49494341,76.5258206800328,0.0,inf,1.0,neu_only,neu_only,False,2,0,"0.0,226.26940995555813,3.3080520845402432","0.0,0.0,0.0",177,539,CpG:,962,1,0,11.8733,,49493815,49493992
chr17,74047455,74047922,17.25409794985046,0.0,inf,1.0,neu_only,neu_only,False,2,0,"10.62062559093869,41.14166825861269,0.0","0.0,0.0,0.0",281,467,CpG:,1149,1,0,3.58959,,74047393,74047674
chr13,119836757,119837075,30.77884782054437,0.0,inf,1.0,neu_only,neu_only,False,3,0,"59.52315005045089,1.6023377199021598,31.211055691280063","0.0,0.0,0.0",252,318,CpG:,1499,1,0,4.50074,,119836700,119836952
chr4,118486405,118486632,12.946069670312198,0.0,inf,1.0,neu_only,neu_only,False,3,0,"21.328957436997214,9.203181599393304,8.306069974546078","0.0,0.0,0.0",1620,227,CpG:,1488,2,0,3.13775;2.57035,,118486114,118487734
chrX,38121101,38121770,44.09403318517349,0.0,inf,1.0,neu_only,neu_only,False,1,0,"0.0,132.28209955552046,0.0","0.0,0.0,0.0",204,669,CpG:,875,1,0,8.51106,,38121759,38121963
chr15,102954317,102955305,38.353162793145664,0.0,inf,1.0,neu_only,neu_only,False,1,0,"0.0,115.05948837943698,0.0","0.0,0.0,0.0",184,988,CpG:,1370,1,0,6.90305,,102955238,102955422
chr9,63142315,63142777,8.622069351787168,0.0,inf,1.0,neu_only,neu_only,False,3,0,"15.071666790765498,6.650896224740375,4.143645039855632","0.0,0.0,0.0",1784,462,CpG:,1066,1,0,2.73863,,63142677,63144461
chr3,54810972,54811405,65.07944243399854,0.0,inf,1.0,neu_only,neu_only,False,3,0,"11.032331610001581,167.67382521436394,16.532170477630086","0.0,0.0,0.0",173,433,CpG:,1003,1,0,8.03308,,54811118,54811291
chr15,74799698,74799953,29.178256169418614,0.0,inf,1.0,neu_only,neu_only,False,3,0,"40.941149194791514,20.630913974317306,25.962705339147025","0.0,0.0,0.0",489,255,CpG:,1155,3,0,4.43718;3.07733;3.13939,,74799751,74800240
chr6,76497806,76498103,25.697576027802167,0.0,inf,1.0,neu_only,neu_only,False,3,0,"48.6160517071017,28.294609753053578,0.1820666232512365","0.0,0.0,0.0",201,297,CpG:,1168,1,0,3.13035,,76498047,76498248
chr7,24944193,24944551,32.07397651252507,0.0,inf,1.0,neu_only,neu_only,False,2,0,"17.57385047516733,78.64807906240787,0.0","0.0,0.0,0.0",265,358,CpG:,775,1,0,6.35081,,24944444,24944709
chr12,20196366,20197474,10.192443580677113,0.0,inf,1.0,neu_only,neu_only,False,2,0,"0.8754880912601948,29.70184265077114,0.0","0.0,0.0,0.0",256,1108,CpG:,739,1,0,2.4851,,20196965,20197221
chr9,88599530,88599905,113.17237452940871,0.0,inf,1.0,neu_only,neu_only,False,3,0,"85.85136227637717,127.10473836143062,126.56102295041833","0.0,0.0,0.0",636,375,CpG:,1260,3,0,11.0718;18.5758;13.5135,,88599248,88599884
chr10,130470357,130470638,15.512454930473774,0.0,inf,1.0,neu_only,neu_only,False,3,0,"9.169168175769453,0.548130007351146,36.82006660830073","0.0,0.0,0.0",238,281,CpG:,1580,1,0,3.3129,,130470369,130470607
chr12,19288194,19289105,7.024546968827554,0.0,inf,1.0,neu_only,neu_only,False,2,0,"13.635754817122713,0.0,7.4378860893599485","0.0,0.0,0.0",218,911,CpG:,732,1,0,9.45148,,19288444,19288662
chr12,18135572,18136430,4.009293355886963,0.0,inf,1.0,neu_only,neu_only,False,1,0,"12.02788006766089,0.0,0.0","0.0,0.0,0.0",580,858,CpG:,723,1,0,2.61911,,18135451,18136031
chr2,133554334,133554765,27.16851634796852,0.0,inf,1.0,neu_only,neu_only,False,3,0,"7.198478824779635,38.75583288415534,35.551237334970565","0.0,0.0,0.0",976,431,CpG:,1603,2,0,6.37376;2.97417,,133554278,133555254
chrX,103447736,103447985,45.2193505754131,0.0081045566359727,5579.497140497866,0.5,both,neu_only,False,3,1,"14.346791822849074,84.09554596152697,37.21571394186328","0.0,0.024313669907918327,0.0",1207,249,CpG:,1374,3,0,3.84911;9.66901;5.49263,,103446763,103447970
chr12,108352800,108353060,12.112434887886048,0.0088929089632901,1362.0329340923315,0.5,both,neu_only,False,3,1,"28.921709420464257,1.8495235248045487,5.566071718389337","0.0,0.026678726889870382,0.0",440,260,CpG:,1411,1,0,3.05894,,108352632,108353072
chr5,139546513,139547812,31.27483895546632,0.0385093883079587,812.1354383861443,1.0,both,neu_only,False,1,1,"0.0,93.82451686639895,0.0","0.0,0.0,0.11552816492387619",174,1299,CpG:,1649,1,0,5.05589,,139547227,139547401
chr17,23557751,23558165,54.98085890253749,0.0737684429238695,745.3167875493695,0.5,both,neu_only,False,3,1,"45.517528428943876,83.63030956163318,35.794738717035415","0.0,0.0,0.2213053287716087",545,414,CpG:,764,2,0,5.78604;7.06472,,23557542,23558087
chr15,91199432,91199666,22.07432167335793,0.0412346649169921,535.3340864487402,0.5,both,neu_only,False,3,1,"16.074071244133844,15.930702544318304,34.21819123162164","0.0,0.0,0.12370399475097656",225,234,CpG:,1280,1,0,2.91963,,91199614,91199839
chr7,12803403,12803766,79.34874940577741,0.1811142535894514,438.1143274656043,0.5,both,neu_only,False,3,1,"56.31923588739562,77.22243421088716,104.50457811904943","0.0,0.0,0.5433427607683542",1736,363,CpG:,682,3,0,6.75201;12.3542;13.6827,,12802345,12804081
chr4,48552522,48552845,21.996353048410707,0.0616055750751875,357.05133864207744,0.5,both,neu_only,False,3,1,"24.83276476423104,21.266069190910613,19.89022519009047","0.0,0.0,0.18481672522556258",502,323,CpG:,955,3,0,4.14484;4.01085;3.46439,,48552305,48552807
chr2,74749624,74750064,16.052446459386747,0.0475569442083047,337.5415878084016,0.5,both,neu_only,False,3,1,"13.844734649968762,21.578148333317873,12.73445639487361","0.0,0.0,0.1426708326249142",737,440,CpG:,1155,2,0,2.81653;6.59374,,74749317,74750054
chr16,85079904,85080275,22.612937849590697,0.0675099763453874,334.9569807860807,0.5,both,neu_only,False,3,1,"11.791129076555217,39.77202746476552,16.275657007451365","0.0,0.0,0.20252992903616227",481,371,CpG:,1234,2,0,3.70091;5.45267,,85079758,85080239
chr19,45150575,45151614,17.478361783204253,0.0592452118679938,295.0172888595345,0.5,both,neu_only,False,3,1,"5.513850783936365,20.302530237541344,26.618704328135056","0.0,0.0,0.17773563560398145",261,1039,CpG:,929,1,0,2.49106,,45151545,45151806
chr3,95356816,95357319,25.78659075070051,0.0902625131222066,285.6843872249379,0.5,both,neu_only,False,3,1,"24.27233027751883,22.398142975231906,30.68929899935079","0.0,0.2707875393666198,0.0",867,503,CpG:,1312,3,0,7.44757;23.2953;8.26359,,95357085,95357952
chr6,110645760,110646300,35.892676985978206,0.130210844857612,275.6504423669743,0.5,both,neu_only,False,3,1,"27.458823318190387,43.950099724045124,36.26910791569911","0.390632534572836,0.0,0.0",2097,540,CpG:,1429,2,0,6.99556;7.59887,,110645052,110647149
chr13,100616515,100617016,24.939702478486893,0.0940439798678571,265.19190822772623,0.5,both,neu_only,False,3,1,"2.590990294071666,66.04493922183389,6.183177919555129","0.0,0.0,0.2821319396035713",285,501,CpG:,1352,1,0,5.85669,,100616818,100617103
chr17,69387388,69387771,17.41425456031602,0.0731495369749532,238.063770195548,0.5,both,neu_only,False,3,1,"33.11877175981519,8.048838314652913,11.07515360647996","0.0,0.0,0.21944861092485987",761,383,CpG:,1114,1,0,3.56711,,69387542,69388303
chr1,170255385,170255751,10.193230139803724,0.0525710060482933,193.8945229703215,0.5,both,neu_only,False,3,1,"8.021300210758131,9.68587257229552,12.872517636357522","0.0,0.15771301814488004,0.0",735,366,CpG:,1883,2,0,3.19652;5.20817,,170255084,170255819
chr11,59249720,59250030,13.439486406309188,0.0693408095783182,193.81784677794565,0.5,both,neu_only,False,3,1,"22.132105073586708,1.7758920641757983,16.410462081165058","0.0,0.0,0.2080224287349547",892,310,CpG:,1037,1,0,3.15665,,59249238,59250130
chr7,30453876,30454191,22.4632279556198,0.132390674791838,169.67379304425657,1.0,both,neu_only,False,3,1,"9.70290263971888,57.48570764871468,0.20107357842581614","0.0,0.39717202437551397,0.0",532,315,CpG:,817,2,0,3.4828;9.98737,,30453802,30454334
chr1,171679775,171679999,30.094592855038343,0.2565398871263594,117.30960511499396,0.6666666666666666,both,neu_only,False,2,1,"7.767063641657024,82.51671492345801,0.0","0.0,0.0,0.7696196613790782",219,224,CpG:,1894,1,0,6.50715,,171679948,171680167
chr14,51358179,51358651,45.1267144843532,0.3931598207026577,114.77956827760896,0.5,both,neu_only,False,3,1,"36.81037179134679,69.03218926425185,29.537582397460938","0.0,1.1794794621079732,0.0",209,472,CpG:,976,1,0,3.17256,,51357986,51358195
chr11,104685610,104685883,96.8051662642721,0.8488683700561523,114.04025603859934,0.6666666666666666,both,neu_only,False,2,1,"20.621669650695484,269.79382914212084,0.0","2.546605110168457,0.0,0.0",193,273,CpG:,1383,1,0,13.0807,,104685590,104685783
chr2,163438488,163438801,32.08818351212539,0.3030756995646483,105.87514458670988,0.2,both,neu_only,False,3,2,"34.12863393883443,26.766531263426955,35.36938533411477","0.0,0.2970265666187038,0.6122005320752413",1566,313,CpG:,1831,3,0,4.63379;4.8352;4.472,,163437893,163439459
chr5,35396989,35398130,73.40710041370798,0.6934062622963114,105.86449013398024,0.5,both,neu_only,False,3,1,"10.942685979477902,197.59925168625853,11.679363575387509","2.0802187868889344,0.0,0.0",188,1141,CpG:,855,1,0,9.97858,,35397290,35397478
chrX,103165308,103165560,6.222302086572661,0.0590177970414427,105.43094453700652,0.5,both,neu_only,False,3,1,"2.323619411002457,8.980908579416404,7.362378269299123","0.0,0.17705339112432833,0.0",1326,252,CpG:,1372,1,0,5.52054,,103164842,103166168
chr8,25986159,25986490,16.460021015128703,0.1561919246057067,105.38330362904888,0.6666666666666666,both,neu_only,False,2,1,"47.8275312943892,0.0,1.5525317509969077","0.0,0.0,0.4685757738171202",495,331,CpG:,783,1,0,3.7553,,25986248,25986743
chr17,21962272,21962929,71.3868128467927,0.7358017843596789,97.01908090494244,0.5,both,neu_only,False,3,1,"35.711357044409034,126.41623703870412,52.03284445726489","0.0,2.2074053530790367,0.0",343,657,CpG:,752,3,0,4.26098;12.5242;5.10965,,21962479,21962822
chr10,78034427,78034693,18.511440213890427,0.195217582414735,94.82465659554845,0.5,both,neu_only,False,3,1,"11.778899350602325,34.81597418985796,8.939447101210995","0.0,0.5856527472442051,0.0",689,266,CpG:,1180,1,0,3.38714,,78034205,78034894
chr8,70487170,70487507,24.34011643572916,0.2589304119052218,94.00254012896156,0.5,both,neu_only,False,3,1,"17.569972717219283,52.66186652789872,2.7885100620694963","0.0,0.0,0.7767912357156654",637,337,CpG:,1122,1,0,3.00669,,70486770,70487407
chrX,161298256,161298474,12.932156933220462,0.1386372126183218,93.28056074543,0.5,both,neu_only,False,3,1,"24.156351744498803,10.502763174681796,4.137355880480793","0.0,0.0,0.41591163785496543",1041,218,CpG:,1815,2,0,3.62626;2.6471,,161297919,161298960
