chr,peak_start,peak_end,gene_name,signalValue,source,regulation,log2FoldChange,padj,binding_category
chr1,16619294,16619823,Ube2w,{98: 20.443},['exo'],unchanged,-0.190396904,0.057315156,exo-only
chr1,16688169,16689295,Ly96,{100: 27.2206},['exo'],unchanged,0.337990508,0.114823582,exo-only
chr1,16710293,16711496,Ly96,{101: 24.0307},['exo'],unchanged,0.337990508,0.114823582,exo-only
chr1,20801387,20802232,Mcm3,{108: 14.6603},['exo'],unchanged,-0.031188472,0.774971039,exo-only
chr1,20820005,20820936,Mcm3,{109: 28.9219},['exo'],unchanged,-0.031188472,0.774971039,exo-only
chr1,20895290,20896694,Paqr8,{111: 17.0129},['exo'],unchanged,0.341684178,0.000311019,exo-only
chr1,20895866,20896875,Paqr8,{112: 14.3308},['exo'],unchanged,0.341684178,0.000311019,exo-only
chr1,20897794,20898957,Paqr8,{113: 19.602},['exo'],unchanged,0.341684178,0.000311019,exo-only
chr1,20900500,20902378,Paqr8,{114: 13.0131},['exo'],unchanged,0.341684178,0.000311019,exo-only
chr1,20903878,20909849,Paqr8,{115: 178.559},['exo'],unchanged,0.341684178,0.000311019,exo-only
chr1,20909421,20911491,Paqr8,{116: 10.4204},['exo'],unchanged,0.341684178,0.000311019,exo-only
chr1,20912675,20913934,Paqr8,{117: 11.4899},['exo'],unchanged,0.341684178,0.000311019,exo-only
chr1,20928264,20928733,Paqr8,{118: 10.893},['exo'],unchanged,0.341684178,0.000311019,exo-only
chr1,21218525,21219292,Tmem14a,{128: 25.0688},['exo'],unchanged,-0.027572188,0.929436346,exo-only
chr1,22641348,22641911,Rims1,{136: 3.43204},['exo'],unchanged,0.28788581,0.495403603,exo-only
chr1,22785800,22786620,Rims1,{137: 4.32735},['exo'],unchanged,0.28788581,0.495403603,exo-only
chr1,23834271,23835781,B3gat2,{142: 17.0129},['exo'],unchanged,-0.260818388,0.309410874,exo-only
chr1,23896920,23897737,Smap1,{143: 11.909},['exo'],unchanged,0.162028961,0.21247466,exo-only
chr1,23923152,23923584,Smap1,{144: 19.9901},['exo'],unchanged,0.162028961,0.21247466,exo-only
chr1,24100181,24101029,Fam135a,{146: 25.6967},['exo'],unchanged,-0.1615448,0.0459519,exo-only
chr1,24677774,24678846,Lmbrd1,{154: 25.8149},['exo'],unchanged,0.413324413,9.6953e-10,exo-only
chr1,24679772,24680619,Lmbrd1,{155: 4.4475},['exo'],unchanged,0.413324413,9.6953e-10,exo-only
chr1,24766772,24767220,Lmbrd1,{156: 6.41642},['exo'],unchanged,0.413324413,9.6953e-10,exo-only
chr1,25079460,25080607,Adgrb3,{157: 9.25158},['exo'],unchanged,0.257436601,4.26247e-05,exo-only
chr1,25084168,25085047,Adgrb3,{158: 3.8279},['exo'],unchanged,0.257436601,4.26247e-05,exo-only
chr1,25105116,25106347,Adgrb3,{159: 11.4837},['exo'],unchanged,0.257436601,4.26247e-05,exo-only
chr1,25228505,25229152,Adgrb3,{160: 31.4738},['exo'],unchanged,0.257436601,4.26247e-05,exo-only
chr1,25362630,25362991,Adgrb3,{161: 6.59249},['exo'],unchanged,0.257436601,4.26247e-05,exo-only
chr1,25400693,25401271,Adgrb3,{162: 2.55193},['exo'],unchanged,0.257436601,4.26247e-05,exo-only
chr1,25453865,25454718,Adgrb3,{163: 6.42417},['exo'],unchanged,0.257436601,4.26247e-05,exo-only
chr1,25508552,25509031,Adgrb3,{164: 7.57723},['exo'],unchanged,0.257436601,4.26247e-05,exo-only
chr1,25510281,25510887,Adgrb3,{165: 18.0555},['exo'],unchanged,0.257436601,4.26247e-05,exo-only
chr1,25824138,25825851,Adgrb3,{166: 19.9901},['exo'],unchanged,0.257436601,4.26247e-05,exo-only
chr1,25828777,25830758,Adgrb3,{167: 23.3906},['exo'],unchanged,0.257436601,4.26247e-05,exo-only
chr1,25831830,25832972,Gm9884,{168: 27.0145},['exo'],unchanged,-0.090697481,0.86802984,exo-only
chr1,30840525,30841648,Phf3,{171: 7.41251},['exo'],unchanged,-0.002465423,0.982377448,exo-only
chr1,30861435,30862199,Phf3,{172: 3.29445},['exo'],unchanged,-0.002465423,0.982377448,exo-only
chr1,30943756,30944571,Ptp4a1,{173: 14.6736},['exo'],unchanged,0.306789015,2.24346e-06,exo-only
chr1,30946722,30947461,Ptp4a1,{174: 5.95451},['exo'],unchanged,0.306789015,2.24346e-06,exo-only
chr1,30949658,30951539,Ptp4a1,{175: 22.6813},['exo'],unchanged,0.306789015,2.24346e-06,exo-only
chr1,33726420,33727140,Rab23,{187: 3.29445},['exo'],unchanged,0.096300656,0.371215042,exo-only
chr1,33733423,33735120,Rab23,{188: 14.4742},['exo'],unchanged,0.096300656,0.371215042,exo-only
chr1,33813301,33814215,Zfp451,{193: 9.22445},['exo'],unchanged,0.193926744,0.002866723,exo-only
chr1,33814553,33815006,Zfp451,{194: 9.56974},['exo'],unchanged,0.193926744,0.002866723,exo-only
chr1,34448785,34449460,Imp4,{236: 10.5946},['exo'],unchanged,0.290265781,0.001726692,exo-only
chr1,34841469,34843701,Fam168b,{247: 19.602},['exo'],unchanged,0.412174778,1.5946e-09,exo-only
chr1,36067819,36068375,Hs6st1,{252: 7.41251},['exo'],unchanged,0.399799459,6.89422e-05,exo-only
chr1,36077111,36077719,Hs6st1,{253: 13.4297},['exo'],unchanged,0.399799459,6.89422e-05,exo-only
chr1,36203557,36204589,Uggt1,{254: 12.5189},['exo'],unchanged,0.434620819,1.41831e-09,exo-only
chr1,36307309,36310464,Arid5a,{255: 80.1306},['exo'],unchanged,0.427908623,0.000480823,exo-only
chr1,36323722,36324568,Arid5a,{256: 16.3749},['exo'],unchanged,0.427908623,0.000480823,exo-only
chr1,36379074,36380555,Fer1l5,{258: 20.8907},['exo'],unchanged,-0.019549074,0.963653861,exo-only
chr1,36401158,36401569,Fer1l5,{259: 5.22267},['exo'],unchanged,-0.019549074,0.963653861,exo-only
chr1,36444327,36445648,Lman2l,{260: 17.1602},['exo'],unchanged,0.283409916,0.01533779,exo-only
chr1,36468680,36469699,Cnnm4,{261: 6.80515},['exo'],unchanged,0.124621293,0.667013837,exo-only
chr1,36471203,36472138,Cnnm4,{262: 18.1195},['exo'],unchanged,0.124621293,0.667013837,exo-only
chr1,36474515,36474952,Cnnm4,{263: 7.31173},['exo'],unchanged,0.124621293,0.667013837,exo-only
chr1,36492184,36492879,Cnnm4,{264: 22.2375},['exo'],unchanged,0.124621293,0.667013837,exo-only
chr1,36555021,36557942,Sema4c,{270: 16.7125},['exo'],unchanged,0.134760584,0.486499127,exo-only
chr1,36709162,36710157,Actr1b,{284: 23.18},['exo'],unchanged,-0.096731722,0.307058652,exo-only
chr1,37301330,37302475,Inpp4a,{297: 6.71486},['exo'],unchanged,-0.215743428,0.04842461,exo-only
chr1,37332503,37333559,Inpp4a,{298: 14.0014},['exo'],unchanged,-0.215743428,0.04842461,exo-only
chr1,37350490,37351416,Inpp4a,{299: 19.9901},['exo'],unchanged,-0.215743428,0.04842461,exo-only
chr1,37374345,37375047,Inpp4a,{300: 5.95451},['exo'],unchanged,-0.215743428,0.04842461,exo-only
chr1,37425135,37425514,Coa5,{301: 3.78862},['exo'],unchanged,0.26887241,0.000208033,exo-only
chr1,37429557,37430605,Coa5,{302: 7.75939},['exo'],unchanged,0.26887241,0.000208033,exo-only
chr1,37438287,37438811,Unc50,{303: 13.5072},['exo'],unchanged,-0.498539291,1.01559e-07,exo-only
chr1,37490949,37491755,Mgat4a,{304: 8.50548},['exo'],unchanged,-0.459226486,8.9431e-10,exo-only
chr1,37492405,37493099,Mgat4a,{305: 11.3406},['exo'],unchanged,-0.459226486,8.9431e-10,exo-only
chr1,37511404,37513486,Mgat4a,{306: 25.732},['exo'],unchanged,-0.459226486,8.9431e-10,exo-only
chr1,37511864,37513966,Mgat4a,{307: 25.732},['exo'],unchanged,-0.459226486,8.9431e-10,exo-only
chr1,37520374,37521621,Mgat4a,{308: 6.56564},['exo'],unchanged,-0.459226486,8.9431e-10,exo-only
chr1,37541061,37541713,Mgat4a,{309: 14.0266},['exo'],unchanged,-0.459226486,8.9431e-10,exo-only
chr1,37890152,37890766,Mitd1,{315: 12.5189},['exo'],unchanged,0.341262536,0.025505032,exo-only
chr1,37995741,37998734,Txndc9,{317: 45.661},['exo'],unchanged,-0.459642821,4.23796e-09,exo-only
chr1,38035479,38036374,Eif5b,{318: 9.99507},['exo'],unchanged,-0.015824599,0.894829051,exo-only
chr1,38046800,38048199,Eif5b,{319: 7.57723},['exo'],unchanged,-0.015824599,0.894829051,exo-only
chr1,38115664,38116009,Rev1,{320: 6.37983},['exo'],unchanged,0.296291778,0.00015463,exo-only
chr1,38876602,38877730,Chst10,{336: 23.72},['exo'],unchanged,0.060983743,0.754657293,exo-only
chr1,39387134,39388361,Tbc1d8,{344: 15.8172},['exo'],unchanged,-0.165388263,0.150044799,exo-only
chr1,39474594,39475108,Tbc1d8,{345: 10.4453},['exo'],unchanged,-0.165388263,0.150044799,exo-only
chr1,39478232,39479450,Tbc1d8,{346: 29.0977},['exo'],unchanged,-0.165388263,0.150044799,exo-only
chr1,39535115,39535920,Cnot11,{347: 9.69924},['exo'],unchanged,0.232672506,0.021592417,exo-only
chr1,39567831,39568497,Rnf149,{348: 12.0867},['exo'],unchanged,-0.02400806,0.884781226,exo-only
chr1,39577310,39578040,Rnf149,{349: 10.7438},['exo'],unchanged,-0.02400806,0.884781226,exo-only
chr1,39617950,39618669,Creg2,{350: 8.29378},['exo'],unchanged,-0.126821353,0.707864338,exo-only
chr1,39627280,39627795,Creg2,{351: 3.58126},['exo'],unchanged,-0.126821353,0.707864338,exo-only
chr1,39899812,39900764,Map4k4,{358: 19.7775},['exo'],unchanged,0.467143282,1.03208e-09,exo-only
chr1,39902059,39904154,Map4k4,{359: 14.4609},['exo'],unchanged,0.467143282,1.03208e-09,exo-only
chr1,39906730,39907723,Map4k4,{360: 7.16251},['exo'],unchanged,0.467143282,1.03208e-09,exo-only
chr1,39907934,39908880,Map4k4,{361: 13.5072},['exo'],unchanged,0.467143282,1.03208e-09,exo-only
chr1,39921986,39923875,Map4k4,{362: 17.1602},['exo'],unchanged,0.467143282,1.03208e-09,exo-only
chr1,39924949,39926823,Map4k4,{363: 18.8016},['exo'],unchanged,0.467143282,1.03208e-09,exo-only
chr1,39928638,39929487,Map4k4,{364: 11.6964},['exo'],unchanged,0.467143282,1.03208e-09,exo-only
chr1,39931128,39933081,Map4k4,{365: 19.3985},['exo'],unchanged,0.467143282,1.03208e-09,exo-only
chr1,39933812,39935977,Map4k4,{366: 14.2483},['exo'],unchanged,0.467143282,1.03208e-09,exo-only
chr1,39936237,39937667,Map4k4,{367: 33.2739},['exo'],unchanged,0.467143282,1.03208e-09,exo-only
chr1,39941495,39943833,Map4k4,{368: 36.7904},['exo'],unchanged,0.467143282,1.03208e-09,exo-only
chr1,39944240,39945162,Map4k4,{369: 19.7667},['exo'],unchanged,0.467143282,1.03208e-09,exo-only
chr1,39946096,39949076,Map4k4,{370: 104.204},['exo'],unchanged,0.467143282,1.03208e-09,exo-only
chr1,39949376,39950437,Map4k4,{371: 16.9664},['exo'],unchanged,0.467143282,1.03208e-09,exo-only
chr1,39952101,39954056,Map4k4,{372: 14.4609},['exo'],unchanged,0.467143282,1.03208e-09,exo-only
chr1,39954776,39955957,Map4k4,{373: 13.0131},['exo'],unchanged,0.467143282,1.03208e-09,exo-only
chr1,39957451,39961083,Map4k4,{374: 14.4742},['exo'],unchanged,0.467143282,1.03208e-09,exo-only
chr1,39969461,39970714,Map4k4,{375: 9.99767},['exo'],unchanged,0.467143282,1.03208e-09,exo-only
chr1,39976446,39978867,Map4k4,{376: 62.7592},['exo'],unchanged,0.467143282,1.03208e-09,exo-only
chr1,39979873,39980725,Map4k4,{377: 7.44313},['exo'],unchanged,0.467143282,1.03208e-09,exo-only
chr1,40000721,40001448,Map4k4,{378: 5.96876},['exo'],unchanged,0.467143282,1.03208e-09,exo-only
chr1,40020578,40021881,Map4k4,{379: 10.2128},['exo'],unchanged,0.467143282,1.03208e-09,exo-only
chr1,42708985,42710657,Gm20646,{396: 16.4722},['exo'],unchanged,0.254859745,0.577696913,exo-only
chr1,43092852,43093740,Tgfbrap1,{399: 2.83516},['exo'],unchanged,0.48380938,1.55362e-09,exo-only
chr1,43094070,43094667,Tgfbrap1,{400: 7.86846},['exo'],unchanged,0.48380938,1.55362e-09,exo-only
chr1,43098096,43099339,Tgfbrap1,{401: 18.2047},['exo'],unchanged,0.48380938,1.55362e-09,exo-only
chr1,43773852,43774725,Uxs1,{415: 40.4056},['exo'],unchanged,-0.333082706,0.000414983,exo-only
chr1,43821361,43822153,Uxs1,{416: 8.56557},['exo'],unchanged,-0.333082706,0.000414983,exo-only
chr1,43827118,43828722,Uxs1,{417: 37.641},['exo'],unchanged,-0.333082706,0.000414983,exo-only
chr1,43933459,43934200,Tpp2,{419: 33.5743},['exo'],unchanged,-0.172805397,0.016774772,exo-only
chr1,44147197,44148331,Ercc5,{422: 16.4722},['exo'],unchanged,0.116756411,0.213835743,exo-only
chr1,50911248,50911670,Tmeff2,{433: 4.32735},['exo'],unchanged,-0.287996,8.84533e-05,exo-only
chr1,50926756,50927804,Tmeff2,{434: 25.9641},['exo'],unchanged,-0.287996,8.84533e-05,exo-only
chr1,50940299,50941426,Tmeff2,{435: 9.25158},['exo'],unchanged,-0.287996,8.84533e-05,exo-only
chr1,51076190,51077201,Tmeff2,{436: 14.4956},['exo'],unchanged,-0.287996,8.84533e-05,exo-only
chr1,51090048,51090847,Tmeff2,{437: 23.7258},['exo'],unchanged,-0.287996,8.84533e-05,exo-only
chr1,51096355,51097663,Tmeff2,{438: 24.0307},['exo'],unchanged,-0.287996,8.84533e-05,exo-only
chr1,51124332,51124694,Tmeff2,{439: 3.1336},['exo'],unchanged,-0.287996,8.84533e-05,exo-only
chr1,52166361,52167280,Gls,{466: 8.50548},['exo'],unchanged,-0.205830484,0.005136194,exo-only
chr1,52170592,52171778,Gls,{467: 7.01329},['exo'],unchanged,-0.205830484,0.005136194,exo-only
chr1,52188425,52189018,Gls,{468: 5.93001},['exo'],unchanged,-0.205830484,0.005136194,exo-only
chr1,52232969,52234120,Gls,{469: 18.9268},['exo'],unchanged,-0.205830484,0.005136194,exo-only
chr1,52657581,52658161,Mfsd6,{472: 5.31652},['exo'],unchanged,0.014639299,0.945623619,exo-only
chr1,52712879,52713834,Mfsd6,{473: 12.6836},['exo'],unchanged,0.014639299,0.945623619,exo-only
chr1,52713907,52714668,Mfsd6,{474: 13.5789},['exo'],unchanged,0.014639299,0.945623619,exo-only
chr1,52717767,52718756,Mfsd6,{475: 26.7102},['exo'],unchanged,0.014639299,0.945623619,exo-only
chr1,52799598,52800015,Inpp1,{476: 9.84846},['exo'],unchanged,0.006431494,0.972926975,exo-only
chr1,52816736,52817964,Inpp1,{477: 9.38918},['exo'],unchanged,0.006431494,0.972926975,exo-only
chr1,52816736,52818178,Inpp1,{478: 9.38918},['exo'],unchanged,0.006431494,0.972926975,exo-only
chr1,53784988,53785764,Stk17b,{486: 12.6836},['exo'],unchanged,-0.237176371,0.003952057,exo-only
chr1,54413951,54414530,Gtf3c3,{498: 3.78862},['exo'],unchanged,-0.408375548,8.70487e-07,exo-only
chr1,54714700,54716742,Ankrd44,{501: 18.5032},['exo'],unchanged,-0.012208943,0.967638458,exo-only
chr1,54791312,54791801,Ankrd44,{502: 2.63556},['exo'],unchanged,-0.012208943,0.967638458,exo-only
chr1,54896005,54896791,Ankrd44,{503: 17.6509},['exo'],unchanged,-0.012208943,0.967638458,exo-only
chr1,54912119,54912528,Ankrd44,{504: 3.95334},['exo'],unchanged,-0.012208943,0.967638458,exo-only
chr1,54922222,54922998,Ankrd44,{505: 39.6981},['exo'],unchanged,-0.012208943,0.967638458,exo-only
chr1,54925311,54926341,Ankrd44,{506: 6.11798},['exo'],unchanged,-0.012208943,0.967638458,exo-only
chr1,55026943,55028503,Sf3b1,{507: 16.4141},['exo'],unchanged,-0.311814346,1.64217e-07,exo-only
chr1,55130693,55132126,Mob4,{511: 21.4139},['exo'],unchanged,-0.497452533,5.55648e-15,exo-only
chr1,55237718,55238518,Mars2,{520: 7.74195},['exo'],unchanged,-0.268231262,0.000392912,exo-only
chr1,55238868,55239738,Mars2,{521: 8.23612},['exo'],unchanged,-0.268231262,0.000392912,exo-only
chr1,55249289,55249938,Mars2,{522: 6.37983},['exo'],unchanged,-0.268231262,0.000392912,exo-only
chr1,57379299,57380081,1700066M21Rik,{539: 5.43584},['exo'],unchanged,-0.420483034,3.8399e-08,exo-only
chr1,57386188,57387147,1700066M21Rik,{540: 20.4155},['exo'],unchanged,-0.420483034,3.8399e-08,exo-only
chr1,57386956,57389231,Tyw5,{541: 23.0611},['exo'],unchanged,-0.464834342,2.28851e-05,exo-only
chr1,57400062,57401509,Tyw5,{542: 31.7914},['exo'],unchanged,-0.464834342,2.28851e-05,exo-only
chr1,57406227,57407189,Tyw5,{543: 9.25158},['exo'],unchanged,-0.464834342,2.28851e-05,exo-only
chr1,57773723,57775568,Spats2l,{545: 18.7142},['exo'],unchanged,0.479433388,1.27123e-10,exo-only
chr1,57789924,57790521,Spats2l,{546: 8.50548},['exo'],unchanged,0.479433388,1.27123e-10,exo-only
chr1,57825141,57825730,Spats2l,{547: 11.5306},['exo'],unchanged,0.479433388,1.27123e-10,exo-only
chr1,57851936,57852687,Spats2l,{548: 11.9375},['exo'],unchanged,0.479433388,1.27123e-10,exo-only
chr1,57883930,57885377,Spats2l,{549: 26.1133},['exo'],unchanged,0.479433388,1.27123e-10,exo-only
chr1,57890147,57891059,Spats2l,{550: 18.5015},['exo'],unchanged,0.479433388,1.27123e-10,exo-only
chr1,57939650,57940320,Spats2l,{551: 12.9723},['exo'],unchanged,0.479433388,1.27123e-10,exo-only
chr1,57970101,57970544,Kctd18,{552: 7.86846},['exo'],unchanged,0.151617537,0.442321239,exo-only
chr1,58391760,58393076,Bzw1,{560: 13.8367},['exo'],unchanged,-0.444536304,4.01705e-14,exo-only
chr1,58423130,58423504,Clk1,{561: 8.7191},['exo'],unchanged,-0.111925584,0.195688895,exo-only
chr1,58423656,58424816,Clk1,{562: 13.5072},['exo'],unchanged,-0.111925584,0.195688895,exo-only
chr1,58504531,58505679,Orc2,{564: 20.443},['exo'],unchanged,-0.399504283,8.22723e-08,exo-only
chr1,58538512,58539307,Fam126b,{565: 6.86408},['exo'],unchanged,-0.275213027,0.000698138,exo-only
chr1,58585820,58586792,Fam126b,{566: 13.5789},['exo'],unchanged,-0.275213027,0.000698138,exo-only
chr1,58899447,58900118,Trak2,{568: 4.11806},['exo'],unchanged,-0.071307279,0.459172511,exo-only
chr1,58952460,58953273,Trak2,{569: 4.17813},['exo'],unchanged,-0.071307279,0.459172511,exo-only
chr1,58973139,58974129,Trak2,{570: 26.8594},['exo'],unchanged,-0.071307279,0.459172511,exo-only
chr1,59119527,59120720,Tmem237,{572: 30.8883},['exo'],unchanged,-0.469794269,1.32071e-07,exo-only
chr1,59201981,59202477,Als2,{577: 2.98438},['exo'],unchanged,0.159331013,0.091572012,exo-only
chr1,59237273,59238867,Als2,{578: 26.561},['exo'],unchanged,0.159331013,0.091572012,exo-only
chr1,59481540,59482538,Fzd7,{581: 34.0258},['exo'],unchanged,0.273895562,0.028653782,exo-only
chr1,59483802,59486254,Fzd7,{582: 22.8964},['exo'],unchanged,0.273895562,0.028653782,exo-only
chr1,59684900,59685423,Nop58,{594: 3.18991},['exo'],unchanged,-0.346815768,2.64704e-06,exo-only
chr1,59699748,59701623,Nop58,{595: 6.16717},['exo'],unchanged,-0.346815768,2.64704e-06,exo-only
chr1,59912587,59913015,Fam117b,{600: 8.7191},['exo'],unchanged,0.204053013,0.019821033,exo-only
chr1,59915073,59915950,Fam117b,{601: 5.10639},['exo'],unchanged,0.204053013,0.019821033,exo-only
chr1,59931203,59931693,Fam117b,{602: 7.75939},['exo'],unchanged,0.204053013,0.019821033,exo-only
chr1,59989649,59990191,Ica1l,{603: 4.61223},['exo'],unchanged,0.436503667,0.169234869,exo-only
chr1,60008245,60009656,Ica1l,{604: 14.4609},['exo'],unchanged,0.436503667,0.169234869,exo-only
chr1,60097245,60099043,Wdr12,{605: 62.8212},['exo'],unchanged,-0.107515839,0.225672094,exo-only
chr1,60180000,60180811,Nbeal1,{606: 30.4407},['exo'],unchanged,-0.012939857,0.901524699,exo-only
chr1,60291294,60292022,Nbeal1,{607: 8.50644},['exo'],unchanged,-0.012939857,0.901524699,exo-only
chr1,60296117,60296693,Nbeal1,{608: 3.87969},['exo'],unchanged,-0.012939857,0.901524699,exo-only
chr1,60342885,60344412,Cyp20a1,{609: 18.9268},['exo'],unchanged,-0.047610797,0.723450169,exo-only
chr1,60408977,60410931,Abi2,{610: 21.4875},['exo'],unchanged,0.091343919,0.241881747,exo-only
chr1,60565966,60567536,Raph1,{611: 12.236},['exo'],unchanged,0.152508165,0.148625099,exo-only
chr1,62964222,62964941,Ino80d,{643: 14.1758},['exo'],unchanged,0.467836748,9.57068e-11,exo-only
chr1,63114177,63115678,Ino80d,{644: 60.4337},['exo'],unchanged,0.467836748,9.57068e-11,exo-only
chr1,63176558,63177128,Ndufs1,{645: 24.9196},['exo'],unchanged,-0.32325073,2.10586e-07,exo-only
chr1,63762924,63764752,4933402D24Rik,{651: 63.0887},['exo'],unchanged,0.054464397,0.923854125,exo-only
chr1,64532044,64533291,Creb1,{668: 32.2313},['exo'],unchanged,-0.338178246,9.52326e-07,exo-only
chr1,64537494,64538341,Creb1,{669: 7.41251},['exo'],unchanged,-0.338178246,9.52326e-07,exo-only
chr1,64600016,64600797,Creb1,{670: 8.95314},['exo'],unchanged,-0.338178246,9.52326e-07,exo-only
chr1,64615182,64616046,Mettl21a,{671: 3.1336},['exo'],unchanged,0.227758844,0.047243189,exo-only
chr1,64616320,64618034,Mettl21a,{672: 18.2047},['exo'],unchanged,0.227758844,0.047243189,exo-only
chr1,64689903,64691048,2810408I11Rik,{673: 34.0975},['exo'],unchanged,-0.285442509,0.038916523,exo-only
chr1,64694673,64695069,Ccnyl1,{674: 5.10639},['exo'],unchanged,0.46058997,4.58409e-13,exo-only
chr1,64717491,64718300,Ccnyl1,{675: 15.5243},['exo'],unchanged,0.46058997,4.58409e-13,exo-only
chr1,65261101,65261715,Pikfyve,{689: 5.74185},['exo'],unchanged,-0.128769583,0.072107207,exo-only
chr1,66176115,66177244,Map2,{691: 5.07345},['exo'],unchanged,-0.002470848,0.97954359,exo-only
chr1,66178008,66179026,Map2,{692: 12.0247},['exo'],unchanged,-0.002470848,0.97954359,exo-only
chr1,66187156,66187856,Map2,{693: 10.5946},['exo'],unchanged,-0.002470848,0.97954359,exo-only
chr1,66211309,66212676,Map2,{694: 6.71486},['exo'],unchanged,-0.002470848,0.97954359,exo-only
chr1,66221469,66222054,Map2,{695: 16.1622},['exo'],unchanged,-0.002470848,0.97954359,exo-only
chr1,66227251,66228854,Map2,{696: 15.3696},['exo'],unchanged,-0.002470848,0.97954359,exo-only
chr1,66251499,66252636,Map2,{697: 13.1313},['exo'],unchanged,-0.002470848,0.97954359,exo-only
chr1,66320054,66322047,Map2,{698: 18.0555},['exo'],unchanged,-0.002470848,0.97954359,exo-only
chr1,66320054,66322127,Map2,{699: 12.3542},['exo'],unchanged,-0.002470848,0.97954359,exo-only
chr1,66358815,66360535,Map2,{700: 15.7369},['exo'],unchanged,-0.002470848,0.97954359,exo-only
chr1,66363084,66363618,Map2,{701: 11.6964},['exo'],unchanged,-0.002470848,0.97954359,exo-only
chr1,66370175,66370711,Map2,{702: 5.60056},['exo'],unchanged,-0.002470848,0.97954359,exo-only
chr1,66377984,66378574,Map2,{703: 11.0584},['exo'],unchanged,-0.002470848,0.97954359,exo-only
chr1,66386475,66387539,Map2,{704: 25.6657},['exo'],unchanged,-0.002470848,0.97954359,exo-only
chr1,66388281,66389576,Map2,{705: 11.0422},['exo'],unchanged,-0.002470848,0.97954359,exo-only
