chr,peak_start,peak_end,gene_name,signalValue,source,regulation,log2FoldChange,padj,binding_category
chr1,16552909,16554066,Ube2w,{146: 4.27001},['endo'],unchanged,-0.190396904,0.057315156,endo-only
chr1,16619036,16619831,Ube2w,{147: 17.0374},['endo'],unchanged,-0.190396904,0.057315156,endo-only
chr1,16687414,16688015,Ly96,{149: 5.44493},['endo'],unchanged,0.337990508,0.114823582,endo-only
chr1,16688693,16689430,Ly96,{150: 15.4873},['endo'],unchanged,0.337990508,0.114823582,endo-only
chr1,16710320,16711493,Ly96,{151: 17.1081},['endo'],unchanged,0.337990508,0.114823582,endo-only
chr1,20808744,20809361,Mcm3,{162: 10.0848},['endo'],unchanged,-0.031188472,0.774971039,endo-only
chr1,20820038,20820869,Mcm3,{163: 16.0276},['endo'],unchanged,-0.031188472,0.774971039,endo-only
chr1,20900281,20901154,Paqr8,{165: 7.02571},['endo'],unchanged,0.341684178,0.000311019,endo-only
chr1,20901308,20902545,Paqr8,{166: 9.67868},['endo'],unchanged,0.341684178,0.000311019,endo-only
chr1,20903923,20906924,Paqr8,{167: 93.3708},['endo'],unchanged,0.341684178,0.000311019,endo-only
chr1,20907926,20909703,Paqr8,{168: 29.1738},['endo'],unchanged,0.341684178,0.000311019,endo-only
chr1,20910207,20911213,Paqr8,{169: 16.2077},['endo'],unchanged,0.341684178,0.000311019,endo-only
chr1,20917146,20917927,Paqr8,{170: 6.1229},['endo'],unchanged,0.341684178,0.000311019,endo-only
chr1,21218352,21219047,Tmem14a,{182: 28.1029},['endo'],unchanged,-0.027572188,0.929436346,endo-only
chr1,21224125,21225187,Tmem14a,{183: 6.66316},['endo'],unchanged,-0.027572188,0.929436346,endo-only
chr1,22285799,22286126,Rims1,{196: 15.4873},['endo'],unchanged,0.28788581,0.495403603,endo-only
chr1,22403865,22404239,Rims1,{197: 3.33721},['endo'],unchanged,0.28788581,0.495403603,endo-only
chr1,22421499,22422277,Rims1,{198: 10.5386},['endo'],unchanged,0.28788581,0.495403603,endo-only
chr1,22425773,22426177,Rims1,{199: 3.42162},['endo'],unchanged,0.28788581,0.495403603,endo-only
chr1,22582542,22583304,Rims1,{200: 4.27001},['endo'],unchanged,0.28788581,0.495403603,endo-only
chr1,22628988,22629629,Rims1,{201: 4.32205},['endo'],unchanged,0.28788581,0.495403603,endo-only
chr1,23762339,23764459,B3gat2,{206: 9.67868},['endo'],unchanged,-0.260818388,0.309410874,endo-only
chr1,23764723,23765740,B3gat2,{207: 8.43086},['endo'],unchanged,-0.260818388,0.309410874,endo-only
chr1,23792888,23793201,B3gat2,{208: 3.98534},['endo'],unchanged,-0.260818388,0.309410874,endo-only
chr1,23834424,23835124,B3gat2,{209: 29.6836},['endo'],unchanged,-0.260818388,0.309410874,endo-only
chr1,23835488,23836061,B3gat2,{210: 4.14196},['endo'],unchanged,-0.260818388,0.309410874,endo-only
chr1,23843178,23844455,B3gat2,{211: 15.2809},['endo'],unchanged,-0.260818388,0.309410874,endo-only
chr1,23857877,23858593,Smap1,{212: 11.3867},['endo'],unchanged,0.162028961,0.21247466,endo-only
chr1,23897013,23897531,Smap1,{213: 9.67868},['endo'],unchanged,0.162028961,0.21247466,endo-only
chr1,23921848,23922670,Smap1,{214: 14.8027},['endo'],unchanged,0.162028961,0.21247466,endo-only
chr1,24027384,24027935,Fam135a,{219: 9.66036},['endo'],unchanged,-0.1615448,0.0459519,endo-only
chr1,24050641,24051393,Fam135a,{220: 11.3454},['endo'],unchanged,-0.1615448,0.0459519,endo-only
chr1,24068393,24069312,Fam135a,{221: 4.83934},['endo'],unchanged,-0.1615448,0.0459519,endo-only
chr1,24098765,24101229,Fam135a,{222: 56.0066},['endo'],unchanged,-0.1615448,0.0459519,endo-only
chr1,24677883,24679570,Lmbrd1,{231: 31.5149},['endo'],unchanged,0.413324413,9.6953e-10,endo-only
chr1,24699481,24700138,Lmbrd1,{232: 10.9852},['endo'],unchanged,0.413324413,9.6953e-10,endo-only
chr1,25073928,25074366,Adgrb3,{233: 6.49878},['endo'],unchanged,0.257436601,4.26247e-05,endo-only
chr1,25085387,25086117,Adgrb3,{234: 11.4168},['endo'],unchanged,0.257436601,4.26247e-05,endo-only
chr1,25157074,25157444,Adgrb3,{235: 10.8899},['endo'],unchanged,0.257436601,4.26247e-05,endo-only
chr1,25178542,25179424,Adgrb3,{236: 3.24154},['endo'],unchanged,0.257436601,4.26247e-05,endo-only
chr1,25180025,25180783,Adgrb3,{237: 24.6717},['endo'],unchanged,0.257436601,4.26247e-05,endo-only
chr1,25198657,25199104,Adgrb3,{238: 5.97801},['endo'],unchanged,0.257436601,4.26247e-05,endo-only
chr1,25228313,25229541,Adgrb3,{239: 27.9272},['endo'],unchanged,0.257436601,4.26247e-05,endo-only
chr1,25267367,25267904,Adgrb3,{240: 6.48307},['endo'],unchanged,0.257436601,4.26247e-05,endo-only
chr1,25289682,25290023,Adgrb3,{241: 5.22248},['endo'],unchanged,0.257436601,4.26247e-05,endo-only
chr1,25439189,25439701,Adgrb3,{242: 8.82468},['endo'],unchanged,0.257436601,4.26247e-05,endo-only
chr1,25544093,25544537,Adgrb3,{243: 12.7861},['endo'],unchanged,0.257436601,4.26247e-05,endo-only
chr1,25697953,25698304,Adgrb3,{244: 5.69334},['endo'],unchanged,0.257436601,4.26247e-05,endo-only
chr1,25738406,25738939,Adgrb3,{245: 5.22248},['endo'],unchanged,0.257436601,4.26247e-05,endo-only
chr1,25802223,25803373,Adgrb3,{246: 11.0655},['endo'],unchanged,0.257436601,4.26247e-05,endo-only
chr1,25823039,25823435,Adgrb3,{247: 6.1229},['endo'],unchanged,0.257436601,4.26247e-05,endo-only
chr1,25823847,25825334,Adgrb3,{248: 38.1145},['endo'],unchanged,0.257436601,4.26247e-05,endo-only
chr1,25826758,25827669,Adgrb3,{249: 21.4302},['endo'],unchanged,0.257436601,4.26247e-05,endo-only
chr1,25829760,25831650,Adgrb3,{250: 19.9895},['endo'],unchanged,0.257436601,4.26247e-05,endo-only
chr1,25832085,25833026,Gm9884,{251: 21.2501},['endo'],unchanged,-0.090697481,0.86802984,endo-only
chr1,30807650,30808635,Phf3,{255: 14.9471},['endo'],unchanged,-0.002465423,0.982377448,endo-only
chr1,30842244,30842722,Phf3,{256: 5.69334},['endo'],unchanged,-0.002465423,0.982377448,endo-only
chr1,30873405,30874271,Phf3,{257: 11.5255},['endo'],unchanged,-0.002465423,0.982377448,endo-only
chr1,30948714,30949255,Ptp4a1,{258: 12.2407},['endo'],unchanged,0.306789015,2.24346e-06,endo-only
chr1,30949058,30950574,Ptp4a1,{259: 26.8734},['endo'],unchanged,0.306789015,2.24346e-06,endo-only
chr1,33719580,33720369,Rab23,{282: 13.7001},['endo'],unchanged,0.096300656,0.371215042,endo-only
chr1,33738413,33739596,Rab23,{283: 29.3539},['endo'],unchanged,0.096300656,0.371215042,endo-only
chr1,33742855,33743452,Rab23,{284: 7.56359},['endo'],unchanged,0.096300656,0.371215042,endo-only
chr1,33812713,33813914,Zfp451,{287: 13.3794},['endo'],unchanged,0.193926744,0.002866723,endo-only
chr1,33813914,33815042,Zfp451,{288: 11.9437},['endo'],unchanged,0.193926744,0.002866723,endo-only
chr1,34817272,34818131,Fam168b,{339: 11.8856},['endo'],unchanged,0.412174778,1.5946e-09,endo-only
chr1,34818074,34819100,Fam168b,{340: 18.2669},['endo'],unchanged,0.412174778,1.5946e-09,endo-only
chr1,34820610,34821114,Fam168b,{341: 4.39107},['endo'],unchanged,0.412174778,1.5946e-09,endo-only
chr1,34822250,34822858,Fam168b,{342: 11.1653},['endo'],unchanged,0.412174778,1.5946e-09,endo-only
chr1,34841441,34842735,Fam168b,{343: 11.7681},['endo'],unchanged,0.412174778,1.5946e-09,endo-only
chr1,34843063,34843937,Fam168b,{344: 21.4302},['endo'],unchanged,0.412174778,1.5946e-09,endo-only
chr1,36067568,36068587,Hs6st1,{353: 13.3263},['endo'],unchanged,0.399799459,6.89422e-05,endo-only
chr1,36081696,36082685,Hs6st1,{354: 17.3647},['endo'],unchanged,0.399799459,6.89422e-05,endo-only
chr1,36088364,36089278,Hs6st1,{355: 12.606},['endo'],unchanged,0.399799459,6.89422e-05,endo-only
chr1,36093185,36093861,Hs6st1,{356: 9.18436},['endo'],unchanged,0.399799459,6.89422e-05,endo-only
chr1,36141706,36142564,Uggt1,{359: 10.625},['endo'],unchanged,0.434620819,1.41831e-09,endo-only
chr1,36189318,36189846,Uggt1,{360: 3.42162},['endo'],unchanged,0.434620819,1.41831e-09,endo-only
chr1,36203931,36204552,Uggt1,{361: 6.83201},['endo'],unchanged,0.434620819,1.41831e-09,endo-only
chr1,36239550,36240772,Uggt1,"{362: 9.67868, 363: 9.67868}","['endo', 'endo']",unchanged,0.434620819,1.41831e-09,endo-only
chr1,36243728,36245092,Uggt1,{364: 17.6484},['endo'],unchanged,0.434620819,1.41831e-09,endo-only
chr1,36245794,36246286,Uggt1,{365: 14.4027},['endo'],unchanged,0.434620819,1.41831e-09,endo-only
chr1,36308108,36311143,Arid5a,{366: 47.3625},['endo'],unchanged,0.427908623,0.000480823,endo-only
chr1,36310264,36311235,Arid5a,{367: 6.26268},['endo'],unchanged,0.427908623,0.000480823,endo-only
chr1,36313633,36314572,Arid5a,{368: 15.2809},['endo'],unchanged,0.427908623,0.000480823,endo-only
chr1,36315442,36316389,Arid5a,{369: 6.83201},['endo'],unchanged,0.427908623,0.000480823,endo-only
chr1,36321758,36322420,Arid5a,{370: 8.78214},['endo'],unchanged,0.427908623,0.000480823,endo-only
chr1,36322857,36323501,Arid5a,{371: 15.1053},['endo'],unchanged,0.427908623,0.000480823,endo-only
chr1,36323831,36324693,Arid5a,{372: 11.2411},['endo'],unchanged,0.427908623,0.000480823,endo-only
chr1,36347398,36348025,Kansl3,{373: 8.25521},['endo'],unchanged,0.440544079,2.76939e-07,endo-only
chr1,36350892,36351371,Kansl3,{374: 4.32205},['endo'],unchanged,0.440544079,2.76939e-07,endo-only
chr1,36379344,36380164,Fer1l5,{375: 31.0888},['endo'],unchanged,-0.019549074,0.963653861,endo-only
chr1,36392057,36392819,Fer1l5,{376: 4.21543},['endo'],unchanged,-0.019549074,0.963653861,endo-only
chr1,36408538,36409650,Fer1l5,{377: 11.6714},['endo'],unchanged,-0.019549074,0.963653861,endo-only
chr1,36412397,36413005,Fer1l5,{378: 14.2267},['endo'],unchanged,-0.019549074,0.963653861,endo-only
chr1,36470802,36472862,Cnnm4,{379: 26.2925},['endo'],unchanged,0.124621293,0.667013837,endo-only
chr1,36471454,36472992,Cnnm4,{380: 15.8079},['endo'],unchanged,0.124621293,0.667013837,endo-only
chr1,36499745,36500123,Cnnm4,{381: 6.30299},['endo'],unchanged,0.124621293,0.667013837,endo-only
chr1,36507461,36508346,Cnnm4,{382: 13.9487},['endo'],unchanged,0.124621293,0.667013837,endo-only
chr1,36551424,36552656,Sema4c,{389: 9.96335},['endo'],unchanged,0.134760584,0.486499127,endo-only
chr1,36555369,36557774,Sema4c,{390: 19.8094},['endo'],unchanged,0.134760584,0.486499127,endo-only
chr1,36701831,36702647,Actr1b,{401: 4.32205},['endo'],unchanged,-0.096731722,0.307058652,endo-only
chr1,36704386,36705490,Actr1b,{402: 7.20342},['endo'],unchanged,-0.096731722,0.307058652,endo-only
chr1,36708828,36710079,Actr1b,{403: 23.7118},['endo'],unchanged,-0.096731722,0.307058652,endo-only
chr1,37317080,37317685,Inpp4a,{420: 19.9895},['endo'],unchanged,-0.215743428,0.04842461,endo-only
chr1,37349678,37351919,Inpp4a,{421: 29.3324},['endo'],unchanged,-0.215743428,0.04842461,endo-only
chr1,37356213,37356734,Inpp4a,{422: 25.212},['endo'],unchanged,-0.215743428,0.04842461,endo-only
chr1,37360133,37360600,Inpp4a,{423: 3.41601},['endo'],unchanged,-0.215743428,0.04842461,endo-only
chr1,37372664,37373194,Inpp4a,{424: 18.3687},['endo'],unchanged,-0.215743428,0.04842461,endo-only
chr1,37386183,37387551,Inpp4a,{425: 23.7118},['endo'],unchanged,-0.215743428,0.04842461,endo-only
chr1,37393783,37394309,Inpp4a,{426: 6.54735},['endo'],unchanged,-0.215743428,0.04842461,endo-only
chr1,37401458,37402469,Inpp4a,{427: 6.85007},['endo'],unchanged,-0.215743428,0.04842461,endo-only
chr1,37404806,37405660,Inpp4a,{428: 15.9835},['endo'],unchanged,-0.215743428,0.04842461,endo-only
chr1,37429615,37430659,Coa5,{429: 21.4302},['endo'],unchanged,0.26887241,0.000208033,endo-only
chr1,37477859,37478520,Mgat4a,{430: 8.82468},['endo'],unchanged,-0.459226486,8.9431e-10,endo-only
chr1,37499194,37499921,Mgat4a,{431: 10.5327},['endo'],unchanged,-0.459226486,8.9431e-10,endo-only
chr1,37511264,37512125,Mgat4a,{432: 9.54453},['endo'],unchanged,-0.459226486,8.9431e-10,endo-only
chr1,37511839,37513839,Mgat4a,{433: 22.3066},['endo'],unchanged,-0.459226486,8.9431e-10,endo-only
chr1,37540635,37541618,Mgat4a,{434: 20.9015},['endo'],unchanged,-0.459226486,8.9431e-10,endo-only
chr1,37887380,37888111,Mitd1,{445: 10.248},['endo'],unchanged,0.341262536,0.025505032,endo-only
chr1,37996506,37998393,Txndc9,{446: 28.6298},['endo'],unchanged,-0.459642821,4.23796e-09,endo-only
chr1,38005204,38005568,Eif5b,{447: 5.40868},['endo'],unchanged,-0.015824599,0.894829051,endo-only
chr1,38016305,38016713,Eif5b,{448: 3.98534},['endo'],unchanged,-0.015824599,0.894829051,endo-only
chr1,38056167,38056783,Eif5b,{449: 2.5212},['endo'],unchanged,-0.015824599,0.894829051,endo-only
chr1,38076515,38077165,Rev1,{450: 16.5107},['endo'],unchanged,0.296291778,0.00015463,endo-only
chr1,38121282,38121921,Rev1,{451: 14.5869},['endo'],unchanged,0.296291778,0.00015463,endo-only
chr1,38129706,38130872,Rev1,{452: 18.2669},['endo'],unchanged,0.296291778,0.00015463,endo-only
chr1,38876345,38878085,Chst10,{468: 20.3497},['endo'],unchanged,0.060983743,0.754657293,endo-only
chr1,38897239,38898036,Chst10,{469: 7.68601},['endo'],unchanged,0.060983743,0.754657293,endo-only
chr1,39387057,39388193,Tbc1d8,{477: 29.8942},['endo'],unchanged,-0.165388263,0.150044799,endo-only
chr1,39405099,39405543,Tbc1d8,{478: 11.5924},['endo'],unchanged,-0.165388263,0.150044799,endo-only
chr1,39409862,39410701,Tbc1d8,{479: 9.30907},['endo'],unchanged,-0.165388263,0.150044799,endo-only
chr1,39430723,39431273,Tbc1d8,{480: 8.10384},['endo'],unchanged,-0.165388263,0.150044799,endo-only
chr1,39443273,39444724,Tbc1d8,{481: 16.5107},['endo'],unchanged,-0.165388263,0.150044799,endo-only
chr1,39445858,39446773,Tbc1d8,{482: 8.25535},['endo'],unchanged,-0.165388263,0.150044799,endo-only
chr1,39454999,39455359,Tbc1d8,{483: 5.79621},['endo'],unchanged,-0.165388263,0.150044799,endo-only
chr1,39467533,39468324,Tbc1d8,{484: 12.5254},['endo'],unchanged,-0.165388263,0.150044799,endo-only
chr1,39477055,39479128,Tbc1d8,{485: 21.9704},['endo'],unchanged,-0.165388263,0.150044799,endo-only
chr1,39535552,39536525,Cnot11,{486: 13.8666},['endo'],unchanged,0.232672506,0.021592417,endo-only
chr1,39545940,39546665,Cnot11,{487: 6.49878},['endo'],unchanged,0.232672506,0.021592417,endo-only
chr1,39555716,39558225,Rnf149,{488: 18.2187},['endo'],unchanged,-0.02400806,0.884781226,endo-only
chr1,39567889,39568764,Rnf149,{489: 12.9976},['endo'],unchanged,-0.02400806,0.884781226,endo-only
chr1,39575711,39576924,Rnf149,{490: 15.8079},['endo'],unchanged,-0.02400806,0.884781226,endo-only
chr1,39577315,39577969,Rnf149,{491: 9.72461},['endo'],unchanged,-0.02400806,0.884781226,endo-only
chr1,39618617,39619009,Creg2,{493: 8.28393},['endo'],unchanged,-0.126821353,0.707864338,endo-only
chr1,39645999,39646592,Creg2,{494: 7.20342},['endo'],unchanged,-0.126821353,0.707864338,endo-only
chr1,39649771,39650145,Creg2,{495: 12.606},['endo'],unchanged,-0.126821353,0.707864338,endo-only
chr1,39650748,39651573,Creg2,{496: 5.62057},['endo'],unchanged,-0.126821353,0.707864338,endo-only
chr1,39651593,39652227,Creg2,{497: 3.86414},['endo'],unchanged,-0.126821353,0.707864338,endo-only
chr1,39899890,39900629,Map4k4,{504: 4.83934},['endo'],unchanged,0.467143282,1.03208e-09,endo-only
chr1,39902058,39904305,Map4k4,{505: 32.8452},['endo'],unchanged,0.467143282,1.03208e-09,endo-only
chr1,39910443,39912180,Map4k4,{506: 10.7142},['endo'],unchanged,0.467143282,1.03208e-09,endo-only
chr1,39922776,39924337,Map4k4,{507: 20.0233},['endo'],unchanged,0.467143282,1.03208e-09,endo-only
chr1,39931099,39932145,Map4k4,{508: 27.9272},['endo'],unchanged,0.467143282,1.03208e-09,endo-only
chr1,39933385,39934207,Map4k4,{509: 14.0467},['endo'],unchanged,0.467143282,1.03208e-09,endo-only
chr1,39934457,39935696,Map4k4,{510: 29.534},['endo'],unchanged,0.467143282,1.03208e-09,endo-only
chr1,39936307,39937070,Map4k4,{511: 31.0888},['endo'],unchanged,0.467143282,1.03208e-09,endo-only
chr1,39937866,39938399,Map4k4,{512: 15.1272},['endo'],unchanged,0.467143282,1.03208e-09,endo-only
chr1,39940560,39943406,Map4k4,{513: 44.0863},['endo'],unchanged,0.467143282,1.03208e-09,endo-only
chr1,39944514,39945543,Map4k4,{514: 24.8518},['endo'],unchanged,0.467143282,1.03208e-09,endo-only
chr1,39946240,39948649,Map4k4,{515: 37.9389},['endo'],unchanged,0.467143282,1.03208e-09,endo-only
chr1,39946397,39949076,Map4k4,{516: 59.6083},['endo'],unchanged,0.467143282,1.03208e-09,endo-only
chr1,39949944,39950622,Map4k4,{517: 11.0655},['endo'],unchanged,0.467143282,1.03208e-09,endo-only
chr1,39954793,39955889,Map4k4,{518: 11.3867},['endo'],unchanged,0.467143282,1.03208e-09,endo-only
chr1,39960837,39961336,Map4k4,{519: 7.20342},['endo'],unchanged,0.467143282,1.03208e-09,endo-only
chr1,39970010,39971112,Map4k4,{520: 20.5297},['endo'],unchanged,0.467143282,1.03208e-09,endo-only
chr1,39972326,39972858,Map4k4,{521: 11.0655},['endo'],unchanged,0.467143282,1.03208e-09,endo-only
chr1,39976494,39978031,Map4k4,{522: 53.6655},['endo'],unchanged,0.467143282,1.03208e-09,endo-only
chr1,39992921,39993417,Map4k4,{523: 9.18436},['endo'],unchanged,0.467143282,1.03208e-09,endo-only
chr1,39998864,40000076,Map4k4,{524: 18.0085},['endo'],unchanged,0.467143282,1.03208e-09,endo-only
chr1,42703808,42704433,Gm20646,{555: 13.8758},['endo'],unchanged,0.254859745,0.577696913,endo-only
chr1,42705010,42706077,Gm20646,{556: 15.6674},['endo'],unchanged,0.254859745,0.577696913,endo-only
chr1,42713579,42716075,Gm20646,{557: 22.3066},['endo'],unchanged,0.254859745,0.577696913,endo-only
chr1,42718593,42719904,Gm20646,{558: 16.0276},['endo'],unchanged,0.254859745,0.577696913,endo-only
chr1,42721138,42722018,Gm20646,{559: 6.48307},['endo'],unchanged,0.254859745,0.577696913,endo-only
chr1,42722493,42723015,Gm20646,{560: 13.6865},['endo'],unchanged,0.254859745,0.577696913,endo-only
chr1,43065333,43066326,Tgfbrap1,{563: 15.8475},['endo'],unchanged,0.48380938,1.55362e-09,endo-only
chr1,43071220,43071619,Tgfbrap1,{564: 9.36444},['endo'],unchanged,0.48380938,1.55362e-09,endo-only
chr1,43075498,43076100,Tgfbrap1,{565: 14.767},['endo'],unchanged,0.48380938,1.55362e-09,endo-only
chr1,43096973,43097590,Tgfbrap1,{566: 8.25535},['endo'],unchanged,0.48380938,1.55362e-09,endo-only
chr1,43097934,43099334,Tgfbrap1,{567: 30.1747},['endo'],unchanged,0.48380938,1.55362e-09,endo-only
chr1,43107087,43107581,AI597479,{568: 20.8899},['endo'],unchanged,-0.203995168,0.046518078,endo-only
chr1,43773824,43774717,Uxs1,{585: 38.7147},['endo'],unchanged,-0.333082706,0.000414983,endo-only
chr1,43782141,43783119,Uxs1,{586: 9.18436},['endo'],unchanged,-0.333082706,0.000414983,endo-only
chr1,43821508,43822364,Uxs1,{587: 7.02333},['endo'],unchanged,-0.333082706,0.000414983,endo-only
chr1,43823259,43824047,Uxs1,{588: 11.1653},['endo'],unchanged,-0.333082706,0.000414983,endo-only
chr1,43826833,43829350,Uxs1,{589: 60.9481},['endo'],unchanged,-0.333082706,0.000414983,endo-only
chr1,43933209,43934450,Tpp2,{591: 44.4081},['endo'],unchanged,-0.172805397,0.016774772,endo-only
chr1,44147034,44148430,Ercc5,{593: 24.8518},['endo'],unchanged,0.116756411,0.213835743,endo-only
chr1,44169165,44169837,Ercc5,{594: 6.66316},['endo'],unchanged,0.116756411,0.213835743,endo-only
chr1,50902534,50904239,Tmeff2,{609: 20.2114},['endo'],unchanged,-0.287996,8.84533e-05,endo-only
chr1,50926459,50928271,Tmeff2,{610: 42.1543},['endo'],unchanged,-0.287996,8.84533e-05,endo-only
chr1,50939264,50940927,Tmeff2,{611: 14.767},['endo'],unchanged,-0.287996,8.84533e-05,endo-only
chr1,50963435,50963919,Tmeff2,{612: 4.918},['endo'],unchanged,-0.287996,8.84533e-05,endo-only
chr1,50968640,50969190,Tmeff2,{613: 11.102},['endo'],unchanged,-0.287996,8.84533e-05,endo-only
chr1,50975669,50976247,Tmeff2,{614: 8.46401},['endo'],unchanged,-0.287996,8.84533e-05,endo-only
chr1,50979533,50979970,Tmeff2,{615: 12.9661},['endo'],unchanged,-0.287996,8.84533e-05,endo-only
chr1,50992902,50993543,Tmeff2,{616: 15.6322},['endo'],unchanged,-0.287996,8.84533e-05,endo-only
chr1,51076159,51076816,Tmeff2,{617: 14.518},['endo'],unchanged,-0.287996,8.84533e-05,endo-only
chr1,51096363,51097472,Tmeff2,{618: 16.0276},['endo'],unchanged,-0.287996,8.84533e-05,endo-only
chr1,51126972,51127501,Tmeff2,{619: 10.9852},['endo'],unchanged,-0.287996,8.84533e-05,endo-only
chr1,51170774,51171314,Tmeff2,{620: 7.68601},['endo'],unchanged,-0.287996,8.84533e-05,endo-only
chr1,52167617,52168541,Gls,{654: 26.1894},['endo'],unchanged,-0.205830484,0.005136194,endo-only
chr1,52214934,52215779,Gls,{655: 11.102},['endo'],unchanged,-0.205830484,0.005136194,endo-only
chr1,52228037,52228583,Gls,{656: 7.56359},['endo'],unchanged,-0.205830484,0.005136194,endo-only
chr1,52231812,52232735,Gls,{657: 9.54453},['endo'],unchanged,-0.205830484,0.005136194,endo-only
chr1,52232976,52233698,Gls,{658: 41.6273},['endo'],unchanged,-0.205830484,0.005136194,endo-only
chr1,52713056,52713721,Mfsd6,{663: 45.6671},['endo'],unchanged,0.014639299,0.945623619,endo-only
chr1,52713935,52714808,Mfsd6,{664: 21.9704},['endo'],unchanged,0.014639299,0.945623619,endo-only
