chr,peak_start,peak_end,gene_name,signalValue,source,regulation,log2FoldChange,padj,binding_category
chr1,21399039,21400250,Kcnq5,{129: 16.5876},['exo'],up,0.709388236,2.29713e-09,exo-only
chr1,21410752,21413877,Kcnq5,{130: 44.0208},['exo'],up,0.709388236,2.29713e-09,exo-only
chr1,21578276,21579659,Kcnq5,{131: 7.6558},['exo'],up,0.709388236,2.29713e-09,exo-only
chr1,21600423,21601214,Kcnq5,{132: 7.16251},['exo'],up,0.709388236,2.29713e-09,exo-only
chr1,21767599,21768296,Kcnq5,{133: 9.78241},['exo'],up,0.709388236,2.29713e-09,exo-only
chr1,21804333,21805499,Kcnq5,{134: 17.011},['exo'],up,0.709388236,2.29713e-09,exo-only
chr1,21829738,21830790,Kcnq5,{135: 25.0688},['exo'],up,0.709388236,2.29713e-09,exo-only
chr1,33933029,33933712,Dst,{198: 7.90861},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,33937320,33938253,Dst,{199: 9.05973},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,33963629,33964439,Dst,{200: 8.35627},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,33965433,33967488,Dst,{201: 19.7775},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,33968627,33969211,Dst,{202: 11.3406},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,33994148,33994714,Dst,{203: 5.60056},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34000419,34001446,Dst,{204: 5.37189},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34002299,34002807,Dst,{205: 9.55002},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34004426,34005494,Dst,{206: 10.4204},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34004754,34006923,Dst,{207: 23.3906},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34010680,34011750,Dst,{208: 36.8571},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34019619,34020199,Dst,{209: 5.5211},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34102914,34104325,Dst,{210: 21.0534},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34114634,34115058,Dst,{211: 11.6953},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34117286,34118430,Dst,{212: 11.4899},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34119601,34121774,Dst,{213: 16.1428},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34120244,34121774,Dst,{214: 16.1428},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34132774,34133912,Dst,{215: 12.6836},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34140222,34140984,Dst,{216: 8.6547},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34149831,34151320,Dst,{217: 39.1296},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34155856,34156244,Dst,{218: 2.55193},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34158829,34159441,Dst,{219: 11.9375},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34164240,34165396,Dst,{220: 22.4022},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34167176,34168102,Dst,{221: 17.79},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34169888,34170723,Dst,{222: 5.37189},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34182244,34184010,Dst,{223: 20.2938},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34189222,34190575,Dst,{224: 37.0625},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34191507,34192583,Dst,{225: 8.89501},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34235836,34236850,Dst,{226: 17.3094},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34287090,34287666,Dst,{227: 10.1469},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34297226,34299375,Dst,{228: 15.9781},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34299675,34300112,Dst,{229: 3.87969},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34301280,34302877,Dst,{230: 13.1313},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34303288,34305877,Dst,{231: 15.0989},['exo'],up,0.640715604,6.50788e-16,exo-only
chr1,34675351,34676740,Arhgef4,{238: 21.2492},['exo'],up,0.53277719,1.34909e-15,exo-only
chr1,34677931,34678899,Arhgef4,{239: 7.90861},['exo'],up,0.53277719,1.34909e-15,exo-only
chr1,34690422,34691081,Arhgef4,{240: 22.8964},['exo'],up,0.53277719,1.34909e-15,exo-only
chr1,34696267,34697243,Arhgef4,{241: 21.4139},['exo'],up,0.53277719,1.34909e-15,exo-only
chr1,34700239,34701073,Arhgef4,{242: 7.41251},['exo'],up,0.53277719,1.34909e-15,exo-only
chr1,34714173,34715144,Arhgef4,{243: 12.547},['exo'],up,0.53277719,1.34909e-15,exo-only
chr1,34770301,34771219,Arhgef4,{244: 6.2672},['exo'],up,0.53277719,1.34909e-15,exo-only
chr1,34808134,34808780,Arhgef4,{245: 7.75939},['exo'],up,0.53277719,1.34909e-15,exo-only
chr1,34813821,34814445,Arhgef4,{246: 16.9664},['exo'],up,0.53277719,1.34909e-15,exo-only
chr1,36511501,36512165,Cnnm3,{265: 16.8617},['exo'],up,1.507605142,6.81645e-77,exo-only
chr1,36517138,36517947,Cnnm3,{266: 5.37189},['exo'],up,1.507605142,6.81645e-77,exo-only
chr1,36528254,36528929,Cnnm3,{267: 11.6964},['exo'],up,1.507605142,6.81645e-77,exo-only
chr1,36829663,36830212,Tmem131,{287: 8.95314},['exo'],up,1.130154816,1.11553e-48,exo-only
chr1,36830690,36831730,Tmem131,{288: 18.6524},['exo'],up,1.130154816,1.11553e-48,exo-only
chr1,36861918,36862529,Tmem131,{289: 7.16251},['exo'],up,1.130154816,1.11553e-48,exo-only
chr1,36903235,36904275,Tmem131,{290: 10.2077},['exo'],up,1.130154816,1.11553e-48,exo-only
chr1,36918634,36919351,Tmem131,{291: 19.3521},['exo'],up,1.130154816,1.11553e-48,exo-only
chr1,36919696,36921097,Tmem131,{292: 39.3687},['exo'],up,1.130154816,1.11553e-48,exo-only
chr1,38816599,38817198,Lonrf2,{334: 5.93001},['exo'],up,1.262497603,6.664639999999999e-58,exo-only
chr1,38837607,38837979,Lonrf2,{335: 4.11806},['exo'],up,1.262497603,6.664639999999999e-58,exo-only
chr1,40299175,40299771,Il1r1,{382: 9.88334},['exo'],up,1.281006582,2.9186e-14,exo-only
chr1,43452513,43453198,Nck2,{406: 7.23047},['exo'],up,0.987842859,2.96862e-36,exo-only
chr1,43467436,43467973,Nck2,{407: 8.7191},['exo'],up,0.987842859,2.96862e-36,exo-only
chr1,43477741,43478320,Nck2,{408: 13.823},['exo'],up,0.987842859,2.96862e-36,exo-only
chr1,43496169,43496809,Nck2,{409: 7.16251},['exo'],up,0.987842859,2.96862e-36,exo-only
chr1,43497965,43498427,Nck2,{410: 11.0584},['exo'],up,0.987842859,2.96862e-36,exo-only
chr1,43504327,43505439,Nck2,{411: 10.2128},['exo'],up,0.987842859,2.96862e-36,exo-only
chr1,43729114,43731193,1500015O10Rik,{412: 31.0376},['exo'],up,2.805610998,8.011899999999999e-195,exo-only
chr1,43737951,43738748,1500015O10Rik,{413: 7.90667},['exo'],up,2.805610998,8.011899999999999e-195,exo-only
chr1,45502851,45503599,Col5a2,{423: 11.271},['exo'],up,1.142195935,4.84537e-11,exo-only
chr1,46230272,46231418,Dnah7b,{425: 17.2255},['exo'],up,3.101203514,1.4185e-31,exo-only
chr1,53813567,53814892,Hecw2,{487: 15.9496},['exo'],up,0.644870363,0.028991949,exo-only
chr1,53823445,53824864,Hecw2,{488: 14.4742},['exo'],up,0.644870363,0.028991949,exo-only
chr1,53905857,53906646,Hecw2,{489: 7.74195},['exo'],up,0.644870363,0.028991949,exo-only
chr1,53924209,53924776,Hecw2,{490: 6.37983},['exo'],up,0.644870363,0.028991949,exo-only
chr1,53940113,53941720,Hecw2,{491: 16.8002},['exo'],up,0.644870363,0.028991949,exo-only
chr1,53944765,53945259,Hecw2,{492: 6.25945},['exo'],up,0.644870363,0.028991949,exo-only
chr1,53954773,53956988,Hecw2,{493: 13.3976},['exo'],up,0.644870363,0.028991949,exo-only
chr1,54195110,54195785,Hecw2,{494: 14.3308},['exo'],up,0.644870363,0.028991949,exo-only
chr1,55404881,55406418,Plcl1,{524: 14.825},['exo'],up,1.000925864,1.65292e-29,exo-only
chr1,55436778,55438067,Plcl1,{525: 10.5422},['exo'],up,1.000925864,1.65292e-29,exo-only
chr1,55489355,55490064,Plcl1,{526: 25.218},['exo'],up,1.000925864,1.65292e-29,exo-only
chr1,55618527,55619825,Plcl1,{527: 34.8764},['exo'],up,1.000925864,1.65292e-29,exo-only
chr1,55633038,55633694,Plcl1,{528: 9.4008},['exo'],up,1.000925864,1.65292e-29,exo-only
chr1,55659182,55660479,Plcl1,{529: 71.0283},['exo'],up,1.000925864,1.65292e-29,exo-only
chr1,55665468,55667261,Plcl1,{530: 17.4586},['exo'],up,1.000925864,1.65292e-29,exo-only
chr1,55677807,55678482,Plcl1,{531: 7.08306},['exo'],up,1.000925864,1.65292e-29,exo-only
chr1,55736234,55736939,Plcl1,{532: 10.707},['exo'],up,1.000925864,1.65292e-29,exo-only
chr1,55742909,55743481,Plcl1,{533: 3.78862},['exo'],up,1.000925864,1.65292e-29,exo-only
chr1,56970652,56971514,Satb2,{534: 9.84846},['exo'],up,0.770366488,1.05293e-07,exo-only
chr1,56972020,56972522,Satb2,{535: 4.11806},['exo'],up,0.770366488,1.05293e-07,exo-only
chr1,56972853,56973805,Satb2,{536: 15.3696},['exo'],up,0.770366488,1.05293e-07,exo-only
chr1,56975594,56977572,Satb2,{537: 7.57723},['exo'],up,0.770366488,1.05293e-07,exo-only
chr1,58029161,58031418,Aox1,{553: 42.1069},['exo'],up,1.80490024,1.6836e-44,exo-only
chr1,58079506,58080215,Aox1,{554: 6.41642},['exo'],up,1.80490024,1.6836e-44,exo-only
chr1,59515420,59517601,Gm973,{583: 27.6055},['exo'],up,1.376306773,6.04304e-08,exo-only
chr1,59518129,59518848,Gm973,{584: 6.71486},['exo'],up,1.376306773,6.04304e-08,exo-only
chr1,59533385,59533964,Gm973,{585: 4.77501},['exo'],up,1.376306773,6.04304e-08,exo-only
chr1,59535309,59536033,Gm973,{586: 12.236},['exo'],up,1.376306773,6.04304e-08,exo-only
chr1,59541529,59542213,Gm973,{587: 8.29378},['exo'],up,1.376306773,6.04304e-08,exo-only
chr1,59553171,59554186,Gm973,{588: 13.3976},['exo'],up,1.376306773,6.04304e-08,exo-only
chr1,59584557,59585002,Gm973,{589: 11.5306},['exo'],up,1.376306773,6.04304e-08,exo-only
chr1,59588165,59588770,Gm973,{590: 14.3308},['exo'],up,1.376306773,6.04304e-08,exo-only
chr1,59603963,59604395,Gm973,{591: 5.31652},['exo'],up,1.376306773,6.04304e-08,exo-only
chr1,59606537,59607389,Gm973,{592: 7.44313},['exo'],up,1.376306773,6.04304e-08,exo-only
chr1,59612873,59613504,Gm973,{593: 6.56564},['exo'],up,1.376306773,6.04304e-08,exo-only
chr1,59762456,59763900,Bmpr2,{596: 9.71862},['exo'],up,0.924987707,9.75103e-53,exo-only
chr1,59775645,59776175,Bmpr2,{597: 9.99767},['exo'],up,0.924987707,9.75103e-53,exo-only
chr1,59796177,59796849,Bmpr2,{598: 11.6964},['exo'],up,0.924987707,9.75103e-53,exo-only
chr1,59807956,59808500,Bmpr2,{599: 4.77501},['exo'],up,0.924987707,9.75103e-53,exo-only
chr1,61856850,61857272,Pard3b,{618: 8.95314},['exo'],up,0.850936447,1.1771700000000001e-19,exo-only
chr1,61911169,61913837,Pard3b,{619: 29.5599},['exo'],up,0.850936447,1.1771700000000001e-19,exo-only
chr1,61923858,61924195,Pard3b,{620: 10.1469},['exo'],up,0.850936447,1.1771700000000001e-19,exo-only
chr1,61927391,61928529,Pard3b,{621: 7.08306},['exo'],up,0.850936447,1.1771700000000001e-19,exo-only
chr1,61970637,61971106,Pard3b,{622: 8.40084},['exo'],up,0.850936447,1.1771700000000001e-19,exo-only
chr1,62033434,62033957,Pard3b,{623: 8.6547},['exo'],up,0.850936447,1.1771700000000001e-19,exo-only
chr1,62215997,62216832,Pard3b,{624: 12.0247},['exo'],up,0.850936447,1.1771700000000001e-19,exo-only
chr1,62248294,62249036,Pard3b,{625: 9.99507},['exo'],up,0.850936447,1.1771700000000001e-19,exo-only
chr1,62309539,62309984,Pard3b,{626: 4.77695},['exo'],up,0.850936447,1.1771700000000001e-19,exo-only
chr1,62314339,62314817,Pard3b,{627: 11.3658},['exo'],up,0.850936447,1.1771700000000001e-19,exo-only
chr1,62392882,62393604,Pard3b,{628: 8.0714},['exo'],up,0.850936447,1.1771700000000001e-19,exo-only
chr1,62521119,62522083,Pard3b,{629: 6.75362},['exo'],up,0.850936447,1.1771700000000001e-19,exo-only
chr1,62589831,62591420,Pard3b,{630: 7.46095},['exo'],up,0.850936447,1.1771700000000001e-19,exo-only
chr1,62597636,62598401,Pard3b,{631: 20.8408},['exo'],up,0.850936447,1.1771700000000001e-19,exo-only
chr1,62608473,62609133,Pard3b,{632: 5.37189},['exo'],up,0.850936447,1.1771700000000001e-19,exo-only
chr1,62701207,62702249,Nrp2,{634: 17.8635},['exo'],up,1.409362129,5.99578e-47,exo-only
chr1,62742970,62743867,Nrp2,{635: 17.9547},['exo'],up,1.409362129,5.99578e-47,exo-only
chr1,62753262,62753707,Nrp2,{636: 16.8002},['exo'],up,1.409362129,5.99578e-47,exo-only
chr1,62773986,62774605,Nrp2,{637: 4.25322},['exo'],up,1.409362129,5.99578e-47,exo-only
chr1,62774996,62775510,Nrp2,{638: 5.10639},['exo'],up,1.409362129,5.99578e-47,exo-only
chr1,62781171,62781699,Nrp2,{639: 8.40084},['exo'],up,1.409362129,5.99578e-47,exo-only
chr1,62783418,62784495,Nrp2,{640: 24.4719},['exo'],up,1.409362129,5.99578e-47,exo-only
chr1,62794469,62795773,Nrp2,{641: 12.1895},['exo'],up,1.409362129,5.99578e-47,exo-only
chr1,62798377,62799287,Nrp2,{642: 3.43204},['exo'],up,1.409362129,5.99578e-47,exo-only
chr1,63472666,63473706,Adam23,{647: 9.5539},['exo'],up,1.063064946,6.14535e-08,exo-only
chr1,64033050,64033813,Klf7,{655: 8.20705},['exo'],up,0.790992391,1.59639e-27,exo-only
chr1,64034202,64035527,Klf7,{656: 9.88334},['exo'],up,0.790992391,1.59639e-27,exo-only
chr1,64037959,64039263,Klf7,{657: 8.56557},['exo'],up,0.790992391,1.59639e-27,exo-only
chr1,64051760,64052457,Klf7,{658: 24.5436},['exo'],up,0.790992391,1.59639e-27,exo-only
chr1,64080514,64081002,Klf7,{659: 8.29378},['exo'],up,0.790992391,1.59639e-27,exo-only
chr1,64105561,64106456,Klf7,{660: 11.4899},['exo'],up,0.790992391,1.59639e-27,exo-only
chr1,64118498,64120010,Klf7,{661: 9.56974},['exo'],up,0.790992391,1.59639e-27,exo-only
chr1,64121138,64123867,Klf7,{662: 43.2735},['exo'],up,0.790992391,1.59639e-27,exo-only
chr1,64737517,64738360,Fzd5,{676: 18.9431},['exo'],up,0.813222496,3.44851e-13,exo-only
chr1,64794544,64795900,Plekhm3,{677: 20.2609},['exo'],up,1.027785538,7.60221e-17,exo-only
chr1,64813968,64814361,Plekhm3,{678: 2.83516},['exo'],up,1.027785538,7.60221e-17,exo-only
chr1,64850755,64851825,Plekhm3,{679: 9.25158},['exo'],up,1.027785538,7.60221e-17,exo-only
chr1,64852138,64854929,Plekhm3,{680: 32.1209},['exo'],up,1.027785538,7.60221e-17,exo-only
chr1,64887073,64887731,Plekhm3,{681: 9.99767},['exo'],up,1.027785538,7.60221e-17,exo-only
chr1,64903121,64903713,Plekhm3,{682: 4.46588},['exo'],up,1.027785538,7.60221e-17,exo-only
chr1,64918425,64919924,Plekhm3,{683: 21.9041},['exo'],up,1.027785538,7.60221e-17,exo-only
chr1,64938629,64939198,Plekhm3,{684: 16.1622},['exo'],up,1.027785538,7.60221e-17,exo-only
chr1,71611562,71612098,Fn1,{758: 6.11798},['exo'],up,1.058279184,3.18079e-21,exo-only
chr1,71614606,71615588,Fn1,{759: 10.707},['exo'],up,1.058279184,3.18079e-21,exo-only
chr1,71652881,71653753,Fn1,{760: 10.7438},['exo'],up,1.058279184,3.18079e-21,exo-only
chr1,72833475,72834617,Igfbp2,{790: 8.95314},['exo'],up,0.698306152,9.1488e-06,exo-only
chr1,72834754,72835757,Igfbp2,{791: 19.5648},['exo'],up,0.698306152,9.1488e-06,exo-only
chr1,72848711,72849313,Igfbp2,{792: 10.1469},['exo'],up,0.698306152,9.1488e-06,exo-only
chr1,72870092,72872043,Igfbp5,{793: 7.75939},['exo'],up,1.612622651,2.6507e-141,exo-only
chr1,72873639,72874288,Igfbp5,{794: 10.1469},['exo'],up,1.612622651,2.6507e-141,exo-only
chr1,73926474,73927023,Tns1,{813: 8.6547},['exo'],up,1.507193249,1.48864e-25,exo-only
chr1,73943213,73945814,Tns1,{814: 46.7056},['exo'],up,1.507193249,1.48864e-25,exo-only
chr1,73947495,73948452,Tns1,{815: 7.61017},['exo'],up,1.507193249,1.48864e-25,exo-only
chr1,73949155,73951124,Tns1,{816: 14.7727},['exo'],up,1.507193249,1.48864e-25,exo-only
chr1,73953871,73954611,Tns1,{817: 12.5189},['exo'],up,1.507193249,1.48864e-25,exo-only
chr1,73954761,73955456,Tns1,{818: 16.4141},['exo'],up,1.507193249,1.48864e-25,exo-only
chr1,73961188,73964169,Tns1,{819: 17.3094},['exo'],up,1.507193249,1.48864e-25,exo-only
chr1,73966157,73967144,Tns1,{820: 13.4297},['exo'],up,1.507193249,1.48864e-25,exo-only
chr1,73968386,73969102,Tns1,{821: 9.99507},['exo'],up,1.507193249,1.48864e-25,exo-only
chr1,74026196,74027873,Tns1,{822: 17.1602},['exo'],up,1.507193249,1.48864e-25,exo-only
chr1,74091772,74093654,Tns1,{823: 18.4489},['exo'],up,1.507193249,1.48864e-25,exo-only
chr1,74099619,74100258,Tns1,{824: 9.5539},['exo'],up,1.507193249,1.48864e-25,exo-only
chr1,74103250,74104659,Tns1,{825: 25.3672},['exo'],up,1.507193249,1.48864e-25,exo-only
chr1,74105402,74105825,Tns1,{826: 2.83516},['exo'],up,1.507193249,1.48864e-25,exo-only
chr1,74110701,74112961,Tns1,{827: 32.8282},['exo'],up,1.507193249,1.48864e-25,exo-only
chr1,74118391,74120115,Tns1,{828: 20.8907},['exo'],up,1.507193249,1.48864e-25,exo-only
chr1,74121459,74122295,Tns1,{829: 13.4297},['exo'],up,1.507193249,1.48864e-25,exo-only
chr1,74122889,74123725,Tns1,{830: 5.43584},['exo'],up,1.507193249,1.48864e-25,exo-only
chr1,74124630,74125544,Tns1,{831: 14.2483},['exo'],up,1.507193249,1.48864e-25,exo-only
chr1,74571562,74572304,Zfp142,{852: 12.3852},['exo'],up,0.911148499,1.13327e-30,exo-only
chr1,74587168,74588995,Zfp142,{853: 40.8512},['exo'],up,0.911148499,1.13327e-30,exo-only
chr1,75188723,75189591,Atg9a,{866: 3.87969},['exo'],up,0.525397758,0.000315793,exo-only
chr1,75191331,75192643,Atg9a,{867: 14.0266},['exo'],up,0.525397758,0.000315793,exo-only
chr1,75209575,75210910,Glb1l,{868: 4.94167},['exo'],up,1.042002948,1.05103e-09,exo-only
chr1,75479139,75480000,Chpf,{878: 25.5165},['exo'],up,0.582577554,3.50725e-09,exo-only
chr1,84086471,84086861,Pid1,{944: 10.8457},['exo'],up,0.851676495,4.11022e-28,exo-only
chr1,84098183,84098681,Pid1,{945: 3.87969},['exo'],up,0.851676495,4.11022e-28,exo-only
chr1,84154525,84156567,Pid1,{946: 41.4689},['exo'],up,0.851676495,4.11022e-28,exo-only
chr1,84177046,84177440,Pid1,{947: 14.4742},['exo'],up,0.851676495,4.11022e-28,exo-only
chr1,84186471,84187238,Pid1,{948: 4.77501},['exo'],up,0.851676495,4.11022e-28,exo-only
chr1,84218620,84219265,Pid1,{949: 2.97725},['exo'],up,0.851676495,4.11022e-28,exo-only
chr1,84353490,84354302,Pid1,{950: 6.71486},['exo'],up,0.851676495,4.11022e-28,exo-only
chr1,84387161,84388208,Dner,{951: 27.1579},['exo'],up,2.561190008,1.1308e-184,exo-only
chr1,84418404,84419935,Dner,{952: 21.5786},['exo'],up,2.561190008,1.1308e-184,exo-only
chr1,84443217,84443817,Dner,{953: 9.10236},['exo'],up,2.561190008,1.1308e-184,exo-only
chr1,84443883,84444474,Dner,{954: 23.8847},['exo'],up,2.561190008,1.1308e-184,exo-only
chr1,84619013,84619797,Dner,{955: 19.9314},['exo'],up,2.561190008,1.1308e-184,exo-only
chr1,84620944,84621755,Dner,{956: 28.7993},['exo'],up,2.561190008,1.1308e-184,exo-only
chr1,84664307,84665770,Dner,{957: 7.46095},['exo'],up,2.561190008,1.1308e-184,exo-only
chr1,84667122,84669079,Dner,{958: 26.1909},['exo'],up,2.561190008,1.1308e-184,exo-only
chr1,85895364,85895940,Itm2c,{967: 10.8457},['exo'],up,0.56122174,6.19248e-16,exo-only
chr1,85896622,85897442,Itm2c,{968: 13.1778},['exo'],up,0.56122174,6.19248e-16,exo-only
chr1,85900715,85902498,Itm2c,{969: 21.3383},['exo'],up,0.56122174,6.19248e-16,exo-only
chr1,85927903,85929083,4933407L21Rik,{970: 29.1346},['exo'],up,1.280555816,9.47881e-09,exo-only
chr1,85930627,85931815,4933407L21Rik,{971: 10.2961},['exo'],up,1.280555816,9.47881e-09,exo-only
chr1,85933164,85934492,4933407L21Rik,{972: 9.99767},['exo'],up,1.280555816,9.47881e-09,exo-only
chr1,88677699,88678715,Arl4c,{1052: 4.62579},['exo'],up,0.954453407,2.71783e-50,exo-only
chr1,88696599,88697065,Arl4c,{1053: 11.9375},['exo'],up,0.954453407,2.71783e-50,exo-only
chr1,88701504,88702535,Arl4c,{1054: 11.6391},['exo'],up,0.954453407,2.71783e-50,exo-only
chr1,89930902,89932693,Gbx2,{1090: 15.4839},['exo'],up,1.156461054,6.3982e-10,exo-only
chr1,91455393,91457302,Per2,{1133: 22.6813},['exo'],up,1.327005731,1.66178e-19,exo-only
chr1,91457887,91458982,Per2,{1134: 12.9723},['exo'],up,1.327005731,1.66178e-19,exo-only
chr1,91459091,91459857,Per2,{1135: 10.1469},['exo'],up,1.327005731,1.66178e-19,exo-only
chr1,91493761,91494960,Traf3ip1,{1136: 10.0481},['exo'],up,0.791312363,7.90275e-11,exo-only
chr1,91520170,91520674,Traf3ip1,{1137: 4.92423},['exo'],up,0.791312363,7.90275e-11,exo-only
chr1,91523368,91524925,Traf3ip1,{1138: 13.3425},['exo'],up,0.791312363,7.90275e-11,exo-only
chr1,91525539,91527963,Traf3ip1,{1139: 32.9445},['exo'],up,0.791312363,7.90275e-11,exo-only
chr1,91930926,91931617,Hdac4,{1142: 5.67032},['exo'],up,0.887607213,2.15759e-25,exo-only
chr1,91968419,91969426,Hdac4,{1143: 16.4141},['exo'],up,0.887607213,2.15759e-25,exo-only
chr1,92021677,92022162,Hdac4,{1144: 12.5189},['exo'],up,0.887607213,2.15759e-25,exo-only
chr1,92026119,92026607,Hdac4,{1145: 3.62389},['exo'],up,0.887607213,2.15759e-25,exo-only
chr1,92030265,92031515,Hdac4,{1146: 8.93176},['exo'],up,0.887607213,2.15759e-25,exo-only
chr1,92058447,92058893,Hdac4,{1147: 10.2077},['exo'],up,0.887607213,2.15759e-25,exo-only
chr1,92061099,92062103,Hdac4,{1148: 15.668},['exo'],up,0.887607213,2.15759e-25,exo-only
chr1,92083335,92083978,Hdac4,{1149: 8.6547},['exo'],up,0.887607213,2.15759e-25,exo-only
chr1,92099167,92101078,Hdac4,{1150: 53.5696},['exo'],up,0.887607213,2.15759e-25,exo-only
chr1,92129917,92131145,Hdac4,{1151: 45.9348},['exo'],up,0.887607213,2.15759e-25,exo-only
chr1,92135914,92136830,Hdac4,{1152: 7.75939},['exo'],up,0.887607213,2.15759e-25,exo-only
chr1,92178276,92178786,Hdac4,{1153: 7.86846},['exo'],up,0.887607213,2.15759e-25,exo-only
chr1,92180158,92181194,Hdac4,{1154: 51.2287},['exo'],up,0.887607213,2.15759e-25,exo-only
chr1,92839927,92840467,Gpc1,{1166: 14.4956},['exo'],up,0.526752314,1.28578e-07,exo-only
chr1,92861932,92862327,Gpc1,{1167: 4.25322},['exo'],up,0.526752314,1.28578e-07,exo-only
chr1,93072465,93073073,Kif1a,{1176: 10.633},['exo'],up,1.423915453,1.25914e-62,exo-only
chr1,93082863,93083768,Kif1a,{1177: 12.3852},['exo'],up,1.423915453,1.25914e-62,exo-only
chr1,93084980,93085829,Kif1a,{1178: 13.7282},['exo'],up,1.423915453,1.25914e-62,exo-only
chr1,93099571,93100696,Kif1a,{1179: 5.96876},['exo'],up,1.423915453,1.25914e-62,exo-only
chr1,93101383,93102586,Kif1a,{1180: 9.22445},['exo'],up,1.423915453,1.25914e-62,exo-only
chr1,93267274,93267656,Sned1,{1193: 5.22267},['exo'],up,0.719236694,4.00968e-08,exo-only
chr1,93275832,93276540,Sned1,{1194: 3.87969},['exo'],up,0.719236694,4.00968e-08,exo-only
chr1,93297879,93298276,Sned1,{1195: 5.96876},['exo'],up,0.719236694,4.00968e-08,exo-only
chr1,93517672,93518210,Farp2,{1202: 4.67854},['exo'],up,0.505776474,2.4235e-05,exo-only
chr1,93548783,93549350,Farp2,{1203: 12.236},['exo'],up,0.505776474,2.4235e-05,exo-only
chr1,105343261,105343621,Rnf152,{1248: 5.37189},['exo'],up,1.975718695,2.8132900000000003e-69,exo-only
