chr,peak_start,peak_end,gene_name,signalValue,source,regulation,log2FoldChange,padj,binding_category
chr1,24586809,24587665,Col19a1,{229: 4.03978},['endo'],down,-1.194586618,0.000670016,endo-only
chr1,24616783,24617130,Gm28661,{230: 12.7861},['endo'],down,-0.715575226,2.14875e-09,endo-only
chr1,33494964,33496085,Prim2,{271: 16.3878},['endo'],down,-0.525579083,2.16341e-07,endo-only
chr1,33499579,33500088,Prim2,{272: 7.02333},['endo'],down,-0.525579083,2.16341e-07,endo-only
chr1,33524788,33526233,Prim2,{273: 8.28393},['endo'],down,-0.525579083,2.16341e-07,endo-only
chr1,33549487,33549930,Prim2,{274: 6.1475},['endo'],down,-0.525579083,2.16341e-07,endo-only
chr1,33575120,33575627,Prim2,{275: 10.445},['endo'],down,-0.525579083,2.16341e-07,endo-only
chr1,33590709,33591554,Prim2,{276: 5.79621},['endo'],down,-0.525579083,2.16341e-07,endo-only
chr1,33625741,33626324,Prim2,{277: 4.14196},['endo'],down,-0.525579083,2.16341e-07,endo-only
chr1,33636097,33636620,Prim2,{278: 12.9976},['endo'],down,-0.525579083,2.16341e-07,endo-only
chr1,33646829,33647620,Prim2,{279: 14.5869},['endo'],down,-0.525579083,2.16341e-07,endo-only
chr1,33665867,33666926,Prim2,{280: 13.5245},['endo'],down,-0.525579083,2.16341e-07,endo-only
chr1,33670259,33670795,Prim2,{281: 15.6322},['endo'],down,-0.525579083,2.16341e-07,endo-only
chr1,33746717,33747046,Bag2,{285: 4.55468},['endo'],down,-1.543188997,4.16536e-25,endo-only
chr1,33757565,33758689,Bag2,{286: 17.3886},['endo'],down,-1.543188997,4.16536e-25,endo-only
chr1,34434815,34435338,Ccdc115,{321: 13.6865},['endo'],down,-0.966869543,3.64841e-15,endo-only
chr1,34438562,34440514,Ccdc115,{322: 165.807},['endo'],down,-0.966869543,3.64841e-15,endo-only
chr1,36545615,36546436,Ankrd39,{387: 9.9047},['endo'],down,-0.569992013,0.042989379,endo-only
chr1,36546967,36548217,Ankrd39,{388: 31.7914},['endo'],down,-0.569992013,0.042989379,endo-only
chr1,37850858,37851494,Tsga10,{442: 10.5386},['endo'],down,-0.646423036,1.71355e-08,endo-only
chr1,37864465,37865794,Tsga10,{443: 33.8754},['endo'],down,-0.646423036,1.71355e-08,endo-only
chr1,38987100,38988386,Pdcl3,{471: 18.4425},['endo'],down,-0.716935729,1.12351e-12,endo-only
chr1,39366863,39368629,Rpl31,{476: 22.4823},['endo'],down,-0.85162376,1.31805e-37,endo-only
chr1,42603568,42604838,Pantr1,{540: 10.5386},['endo'],down,-0.559328601,1.40792e-08,endo-only
chr1,42607647,42608055,Pantr1,{541: 8.25521},['endo'],down,-0.559328601,1.40792e-08,endo-only
chr1,42628576,42629176,Pantr1,{542: 27.9132},['endo'],down,-0.559328601,1.40792e-08,endo-only
chr1,42643513,42644212,Pantr1,{543: 9.00427},['endo'],down,-0.559328601,1.40792e-08,endo-only
chr1,42658146,42658611,Pantr1,{544: 3.86414},['endo'],down,-0.559328601,1.40792e-08,endo-only
chr1,42660104,42660750,Pantr1,{545: 7.68601},['endo'],down,-0.559328601,1.40792e-08,endo-only
chr1,42667359,42668360,Pantr1,{546: 38.1454},['endo'],down,-0.559328601,1.40792e-08,endo-only
chr1,42677807,42678509,Pantr1,{547: 10.8899},['endo'],down,-0.559328601,1.40792e-08,endo-only
chr1,42683718,42684574,Pantr1,{548: 13.7001},['endo'],down,-0.559328601,1.40792e-08,endo-only
chr1,42686164,42687770,Pantr1,{549: 16.6861},['endo'],down,-0.559328601,1.40792e-08,endo-only
chr1,42689923,42690731,Pantr1,{550: 10.7142},['endo'],down,-0.559328601,1.40792e-08,endo-only
chr1,42691237,42691871,Pantr1,{551: 18.0085},['endo'],down,-0.559328601,1.40792e-08,endo-only
chr1,42693049,42694964,Pantr1,{552: 23.9514},['endo'],down,-0.559328601,1.40792e-08,endo-only
chr1,42694999,42696025,Pantr1,{553: 42.14},['endo'],down,-0.559328601,1.40792e-08,endo-only
chr1,42696382,42696794,Pantr1,{554: 12.81},['endo'],down,-0.559328601,1.40792e-08,endo-only
chr1,42850576,42852125,Mrps9,{561: 31.7914},['endo'],down,-0.599052071,7.9727e-12,endo-only
chr1,42875077,42875710,Mrps9,{562: 9.9047},['endo'],down,-0.599052071,7.9727e-12,endo-only
chr1,44118346,44119939,Kdelc1,{592: 30.9131},['endo'],down,-0.817561324,6.61603e-20,endo-only
chr1,45794710,45795919,Wdr75,{599: 81.3226},['endo'],down,-0.591828809,3.83385e-15,endo-only
chr1,46852426,46854892,Slc39a10,{608: 75.7021},['endo'],down,-0.583149611,1.9256800000000001e-19,endo-only
chr1,51478161,51479242,Nabp1,{627: 36.885},['endo'],down,-0.612134231,0.001209389,endo-only
chr1,51769596,51770078,Myo1b,{632: 7.11668},['endo'],down,-0.734987927,7.612450000000001e-28,endo-only
chr1,51789081,51789846,Myo1b,{633: 17.934},['endo'],down,-0.734987927,7.612450000000001e-28,endo-only
chr1,51812580,51813631,Myo1b,{634: 11.9437},['endo'],down,-0.734987927,7.612450000000001e-28,endo-only
chr1,51820692,51821242,Myo1b,{635: 9.10935},['endo'],down,-0.734987927,7.612450000000001e-28,endo-only
chr1,51836207,51836635,Myo1b,{636: 4.83934},['endo'],down,-0.734987927,7.612450000000001e-28,endo-only
chr1,51839573,51840313,Myo1b,{637: 12.0657},['endo'],down,-0.734987927,7.612450000000001e-28,endo-only
chr1,51859925,51860444,Myo1b,{638: 12.7861},['endo'],down,-0.734987927,7.612450000000001e-28,endo-only
chr1,51879362,51880445,Myo1b,{639: 14.4068},['endo'],down,-0.734987927,7.612450000000001e-28,endo-only
chr1,51883387,51883824,Myo1b,{640: 7.97068},['endo'],down,-0.734987927,7.612450000000001e-28,endo-only
chr1,51896098,51896671,Myo1b,{641: 16.5104},['endo'],down,-0.734987927,7.612450000000001e-28,endo-only
chr1,51909340,51910250,Myo1b,{642: 17.6494},['endo'],down,-0.734987927,7.612450000000001e-28,endo-only
chr1,52844418,52846236,Hibch,{668: 54.5659},['endo'],down,-0.728731359,3.74339e-14,endo-only
chr1,52872999,52873861,Hibch,{669: 11.7056},['endo'],down,-0.728731359,3.74339e-14,endo-only
chr1,52899278,52900015,Hibch,{670: 10.625},['endo'],down,-0.728731359,3.74339e-14,endo-only
chr1,52956496,52957118,1700019D03Rik,{671: 13.8666},['endo'],down,-0.91057067,2.87144e-08,endo-only
chr1,53015590,53016313,1700019D03Rik,{672: 10.248},['endo'],down,-0.91057067,2.87144e-08,endo-only
chr1,53189054,53189970,Pms1,{673: 13.3263},['endo'],down,-0.61553709,8.80248e-08,endo-only
chr1,53200169,53200725,Pms1,{674: 6.1475},['endo'],down,-0.61553709,8.80248e-08,endo-only
chr1,53240519,53243110,Pms1,{675: 16.226},['endo'],down,-0.61553709,8.80248e-08,endo-only
chr1,53281876,53282411,Pms1,{676: 8.6065},['endo'],down,-0.61553709,8.80248e-08,endo-only
chr1,53296737,53297713,Pms1,{677: 45.3815},['endo'],down,-0.61553709,8.80248e-08,endo-only
chr1,53322857,53323631,Osgepl1,{679: 4.86231},['endo'],down,-0.797517332,4.6779e-09,endo-only
chr1,54484602,54485512,Pgap1,{698: 24.59},['endo'],down,-0.787923916,8.36206e-38,endo-only
chr1,54497598,54498255,Pgap1,{699: 5.94282},['endo'],down,-0.787923916,8.36206e-38,endo-only
chr1,54556815,54557935,Pgap1,{700: 37.4578},['endo'],down,-0.787923916,8.36206e-38,endo-only
chr1,55075503,55075918,Hspd1,{714: 7.56359},['endo'],down,-0.76170021,1.94565e-27,endo-only
chr1,55087789,55088905,Hspd1,{715: 31.0287},['endo'],down,-0.76170021,1.94565e-27,endo-only
chr1,55195859,55196159,Rftn2,{718: 14.767},['endo'],down,-1.006066537,2.7377900000000003e-29,endo-only
chr1,55200894,55202950,Rftn2,{719: 25.9047},['endo'],down,-1.006066537,2.7377900000000003e-29,endo-only
chr1,55223765,55225918,Rftn2,{720: 19.9267},['endo'],down,-1.006066537,2.7377900000000003e-29,endo-only
chr1,55236869,55237430,Gm10561,{721: 19.2691},['endo'],down,-0.712464933,0.00345449,endo-only
chr1,58430196,58430551,Ppil3,{788: 7.55264},['endo'],down,-0.771037825,1.82087e-11,endo-only
chr1,58443712,58444170,Ppil3,{789: 14.2334},['endo'],down,-0.771037825,1.82087e-11,endo-only
chr1,58444870,58446038,Ppil3,{790: 53.3053},['endo'],down,-0.771037825,1.82087e-11,endo-only
chr1,58991846,58992454,Stradb,{799: 11.4168},['endo'],down,-0.542792083,6.4903e-07,endo-only
chr1,59670589,59671104,Sumo1,{822: 12.9661},['endo'],down,-0.665389925,5.08579e-17,endo-only
chr1,60705807,60706629,Eif4a-ps4,{841: 9.67868},['endo'],down,-0.896462325,3.79381e-12,endo-only
chr1,63180778,63181417,Eef1b2,{892: 9.13343},['endo'],down,-1.126916726,4.05175e-30,endo-only
chr1,65172355,65173008,Idh1,{944: 14.8027},['endo'],down,-1.12231419,5.89785e-79,endo-only
chr1,65177535,65179531,Idh1,{945: 36.9175},['endo'],down,-1.12231419,5.89785e-79,endo-only
chr1,65185653,65186717,Idh1,{946: 27.6127},['endo'],down,-1.12231419,5.89785e-79,endo-only
chr1,72225452,72225984,Gm25360,{1038: 10.8174},['endo'],down,-1.50762209,8.10046e-17,endo-only
chr1,72236160,72237250,D230017M19Rik,{1039: 20.7807},['endo'],down,-0.809155058,0.007915086,endo-only
chr1,72238433,72239068,D230017M19Rik,{1040: 7.11668},['endo'],down,-0.809155058,0.007915086,endo-only
chr1,72243687,72244812,D230017M19Rik,{1041: 23.5912},['endo'],down,-0.809155058,0.007915086,endo-only
chr1,72254356,72256263,D230017M19Rik,{1042: 25.8195},['endo'],down,-0.809155058,0.007915086,endo-only
chr1,72256568,72257517,D230017M19Rik,{1043: 9.00427},['endo'],down,-0.809155058,0.007915086,endo-only
chr1,72284026,72284737,Pecr,{1044: 5.69334},['endo'],down,-1.422096813,1.28519e-10,endo-only
chr1,72307019,72307876,Xrcc5,{1045: 28.8137},['endo'],down,-0.827833203,1.51924e-15,endo-only
chr1,72310042,72310606,Xrcc5,{1046: 4.86231},['endo'],down,-0.827833203,1.51924e-15,endo-only
chr1,72313181,72314046,Xrcc5,{1047: 10.625},['endo'],down,-0.827833203,1.51924e-15,endo-only
chr1,72364278,72365092,Xrcc5,{1048: 26.7587},['endo'],down,-0.827833203,1.51924e-15,endo-only
chr1,72379360,72380277,Xrcc5,{1049: 19.9267},['endo'],down,-0.827833203,1.51924e-15,endo-only
chr1,72710710,72712029,Rpl37a,{1058: 14.2267},['endo'],down,-1.070322354,1.0311099999999999e-35,endo-only
chr1,75168131,75169039,Zfand2b,{1139: 8.07957},['endo'],down,-0.507159772,0.023900746,endo-only
chr1,78422844,78423506,Farsb,{1185: 3.51286},['endo'],down,-0.539651324,1.5864e-11,endo-only
chr1,78437078,78437512,Farsb,{1186: 9.67868},['endo'],down,-0.539651324,1.5864e-11,endo-only
chr1,78440643,78441107,Farsb,{1187: 9.13343},['endo'],down,-0.539651324,1.5864e-11,endo-only
chr1,78485479,78485910,Farsb,{1188: 6.48307},['endo'],down,-0.539651324,1.5864e-11,endo-only
chr1,78488457,78489753,Farsb,{1189: 21.9704},['endo'],down,-0.539651324,1.5864e-11,endo-only
chr1,78660539,78661184,Acsl3,{1195: 9.48471},['endo'],down,-0.614754522,6.42822e-26,endo-only
chr1,78687018,78687437,Acsl3,{1196: 7.72828},['endo'],down,-0.614754522,6.42822e-26,endo-only
chr1,78705160,78705881,Acsl3,{1197: 10.3629},['endo'],down,-0.614754522,6.42822e-26,endo-only
chr1,86524918,86527012,Ptma,{1325: 26.6526},['endo'],down,-0.689203857,1.43954e-28,endo-only
chr1,86525074,86527012,Ptma,{1326: 31.5149},['endo'],down,-0.689203857,1.43954e-28,endo-only
chr1,86527944,86528930,Ptma,{1327: 13.3794},['endo'],down,-0.689203857,1.43954e-28,endo-only
chr1,98589350,98590292,Gm7967,{1702: 10.5327},['endo'],down,-0.568931466,0.001123683,endo-only
chr1,119482606,119483248,Ralb,{1827: 10.445},['endo'],down,-0.721147719,2.01326e-22,endo-only
chr1,119503098,119505415,Ralb,"{1828: 27.0434, 1829: 34.3963}","['endo', 'endo']",down,-0.721147719,2.01326e-22,endo-only
chr1,120111148,120112740,Dbi,{1852: 14.0467},['endo'],down,-0.504308043,1.53874e-11,endo-only
chr1,120113351,120114283,Dbi,{1853: 12.7861},['endo'],down,-0.504308043,1.53874e-11,endo-only
chr1,120114802,120116628,Dbi,{1854: 60.5087},['endo'],down,-0.504308043,1.53874e-11,endo-only
chr1,120117762,120118744,Dbi,{1855: 10.5327},['endo'],down,-0.504308043,1.53874e-11,endo-only
chr1,120120263,120121536,Dbi,{1856: 16.8617},['endo'],down,-0.504308043,1.53874e-11,endo-only
chr1,120125977,120126467,3110009E18Rik,{1857: 6.1229},['endo'],down,-0.702562672,7.62058e-05,endo-only
chr1,120142626,120143711,3110009E18Rik,{1858: 10.248},['endo'],down,-0.702562672,7.62058e-05,endo-only
chr1,120155210,120155767,3110009E18Rik,{1859: 9.00427},['endo'],down,-0.702562672,7.62058e-05,endo-only
chr1,121085085,121085778,Celrr,{1873: 12.81},['endo'],down,-0.517369914,1.21937e-09,endo-only
chr1,121086900,121087851,Celrr,{1874: 42.5002},['endo'],down,-0.517369914,1.21937e-09,endo-only
chr1,121096345,121096681,Celrr,{1875: 21.35},['endo'],down,-0.517369914,1.21937e-09,endo-only
chr1,121097740,121098249,Celrr,{1876: 3.16157},['endo'],down,-0.517369914,1.21937e-09,endo-only
chr1,121111738,121112389,Celrr,{1877: 36.0068},['endo'],down,-0.517369914,1.21937e-09,endo-only
chr1,121116516,121116883,Celrr,{1878: 4.56671},['endo'],down,-0.517369914,1.21937e-09,endo-only
chr1,121163742,121164020,Celrr,{1879: 3.13134},['endo'],down,-0.517369914,1.21937e-09,endo-only
chr1,121309487,121310218,Insig2,{1881: 20.0233},['endo'],down,-0.894410282,2.6005999999999997e-22,endo-only
chr1,121314530,121315941,Insig2,{1882: 17.9156},['endo'],down,-0.894410282,2.6005999999999997e-22,endo-only
chr1,121327445,121328460,Insig2,{1883: 21.35},['endo'],down,-0.894410282,2.6005999999999997e-22,endo-only
chr1,121567347,121568317,Ddx18,{1893: 6.85007},['endo'],down,-0.63925089,8.25772e-16,endo-only
chr1,135728460,135729287,Csrp1,{2285: 11.6714},['endo'],down,-0.658946361,1.00543e-13,endo-only
chr1,135730320,135730893,Csrp1,{2286: 15.0874},['endo'],down,-0.658946361,1.00543e-13,endo-only
chr1,135731613,135732289,Csrp1,{2287: 22.1505},['endo'],down,-0.658946361,1.00543e-13,endo-only
chr1,135733770,135735891,Csrp1,{2288: 51.4633},['endo'],down,-0.658946361,1.00543e-13,endo-only
chr1,135737958,135738887,Csrp1,{2289: 14.2267},['endo'],down,-0.658946361,1.00543e-13,endo-only
chr1,135739084,135740096,Csrp1,{2290: 18.9694},['endo'],down,-0.658946361,1.00543e-13,endo-only
chr1,135740892,135741697,Csrp1,{2291: 37.6379},['endo'],down,-0.658946361,1.00543e-13,endo-only
chr1,135748438,135749551,Csrp1,{2292: 17.3886},['endo'],down,-0.658946361,1.00543e-13,endo-only
chr1,135752772,135753192,Csrp1,{2293: 12.5254},['endo'],down,-0.658946361,1.00543e-13,endo-only
chr1,136465947,136466858,Kif14,{2341: 12.295},['endo'],down,-0.673698304,1.89014e-20,endo-only
chr1,136513125,136514435,Kif14,{2342: 10.8174},['endo'],down,-0.673698304,1.89014e-20,endo-only
chr1,136520923,136521979,Kif14,{2343: 21.35},['endo'],down,-0.673698304,1.89014e-20,endo-only
chr1,136525702,136526391,Kif14,{2344: 28.8054},['endo'],down,-0.673698304,1.89014e-20,endo-only
chr1,136625415,136626835,Zfp281,{2348: 9.66036},['endo'],down,-0.548482975,1.70993e-14,endo-only
chr1,137898208,137899032,Gm4258,{2358: 47.4236},['endo'],down,-0.607942522,9.47493e-07,endo-only
chr1,137902571,137903204,Gm4258,{2359: 10.625},['endo'],down,-0.607942522,9.47493e-07,endo-only
chr1,137927779,137929340,Gm4258,{2360: 9.13343},['endo'],down,-0.607942522,9.47493e-07,endo-only
chr1,137929666,137930097,Gm4258,{2361: 21.6041},['endo'],down,-0.607942522,9.47493e-07,endo-only
chr1,137941781,137942387,Gm4258,{2362: 16.928},['endo'],down,-0.607942522,9.47493e-07,endo-only
chr1,137966155,137966995,Gm4258,{2363: 32.1426},['endo'],down,-0.607942522,9.47493e-07,endo-only
chr1,138487828,138488503,Nek7,{2364: 10.8174},['endo'],down,-0.578833567,1.08116e-19,endo-only
chr1,138568034,138568948,Nek7,{2365: 12.606},['endo'],down,-0.578833567,1.08116e-19,endo-only
chr1,138576728,138578194,Nek7,{2366: 19.8094},['endo'],down,-0.578833567,1.08116e-19,endo-only
chr1,138579901,138580502,Nek7,{2367: 7.55264},['endo'],down,-0.578833567,1.08116e-19,endo-only
chr1,138595584,138596909,Nek7,{2368: 21.6041},['endo'],down,-0.578833567,1.08116e-19,endo-only
chr1,138617836,138620269,Nek7,{2369: 18.4425},['endo'],down,-0.578833567,1.08116e-19,endo-only
chr1,146497332,146498366,Brinp3,{2412: 19.9267},['endo'],down,-1.548082665,5.73437e-07,endo-only
chr1,146503889,146504249,Brinp3,{2413: 3.98534},['endo'],down,-1.548082665,5.73437e-07,endo-only
chr1,146756728,146758628,Brinp3,{2414: 11.102},['endo'],down,-1.548082665,5.73437e-07,endo-only
chr1,146843684,146844586,Brinp3,{2415: 27.9272},['endo'],down,-1.548082665,5.73437e-07,endo-only
chr1,149860329,149860657,Pla2g4a,{2417: 5.12401},['endo'],down,-0.818737007,0.000130234,endo-only
chr1,149896782,149897570,Pla2g4a,{2418: 7.56359},['endo'],down,-0.818737007,0.000130234,endo-only
chr1,149957086,149957636,Pla2g4a,{2419: 14.4068},['endo'],down,-0.818737007,0.000130234,endo-only
chr1,150685471,150686408,Hmcn1,{2422: 5.58265},['endo'],down,-0.998596077,7.17414e-25,endo-only
chr1,150760976,150761390,Hmcn1,{2423: 16.7954},['endo'],down,-0.998596077,7.17414e-25,endo-only
chr1,150916235,150916895,Hmcn1,{2424: 16.5104},['endo'],down,-0.998596077,7.17414e-25,endo-only
chr1,150932799,150933425,Hmcn1,{2425: 8.6065},['endo'],down,-0.998596077,7.17414e-25,endo-only
chr1,150952510,150953121,Hmcn1,{2426: 5.97186},['endo'],down,-0.998596077,7.17414e-25,endo-only
chr1,150964710,150966519,Hmcn1,{2427: 8.10384},['endo'],down,-0.998596077,7.17414e-25,endo-only
chr1,151427951,151429529,Swt1,{2430: 69.5546},['endo'],down,-0.659746636,2.01623e-12,endo-only
chr1,151485885,151486236,Rnf2,{2431: 19.9895},['endo'],down,-0.523298141,2.93698e-16,endo-only
chr1,151500628,151501438,Rnf2,{2432: 21.35},['endo'],down,-0.523298141,2.93698e-16,endo-only
chr1,151807214,151807848,Edem3,{2445: 10.1873},['endo'],down,-0.526697078,6.40054e-19,endo-only
chr1,151878244,151879579,1700025G04Rik,{2446: 14.5869},['endo'],down,-1.300326548,2.5612e-109,endo-only
chr1,151880996,151882224,1700025G04Rik,{2447: 20.5502},['endo'],down,-1.300326548,2.5612e-109,endo-only
chr1,151889807,151891164,1700025G04Rik,{2448: 10.9852},['endo'],down,-1.300326548,2.5612e-109,endo-only
chr1,151921734,151922941,1700025G04Rik,{2449: 14.0467},['endo'],down,-1.300326548,2.5612e-109,endo-only
chr1,151925379,151926321,1700025G04Rik,{2450: 13.3489},['endo'],down,-1.300326548,2.5612e-109,endo-only
chr1,151935808,151936177,1700025G04Rik,{2451: 11.102},['endo'],down,-1.300326548,2.5612e-109,endo-only
chr1,151944437,151945133,1700025G04Rik,{2452: 11.3454},['endo'],down,-1.300326548,2.5612e-109,endo-only
chr1,151953012,151953987,1700025G04Rik,{2453: 17.2882},['endo'],down,-1.300326548,2.5612e-109,endo-only
chr1,151968249,151968731,1700025G04Rik,{2454: 9.18436},['endo'],down,-1.300326548,2.5612e-109,endo-only
chr1,151974940,151976042,1700025G04Rik,{2455: 12.4259},['endo'],down,-1.300326548,2.5612e-109,endo-only
chr1,152008408,152008914,1700025G04Rik,{2456: 19.4964},['endo'],down,-1.300326548,2.5612e-109,endo-only
chr1,152044067,152045078,1700025G04Rik,{2457: 11.3867},['endo'],down,-1.300326548,2.5612e-109,endo-only
chr1,152063464,152064155,1700025G04Rik,{2458: 16.7479},['endo'],down,-1.300326548,2.5612e-109,endo-only
chr1,152088892,152091802,1700025G04Rik,{2459: 19.1451},['endo'],down,-1.300326548,2.5612e-109,endo-only
chr1,152369099,152369871,Tsen15,{2460: 25.3354},['endo'],down,-0.523048462,2.55154e-06,endo-only
chr1,152403797,152404190,Colgalt2,{2461: 5.79621},['endo'],down,-0.587619804,6.42924e-08,endo-only
chr1,152409902,152411278,Colgalt2,{2462: 18.7289},['endo'],down,-0.587619804,6.42924e-08,endo-only
chr1,152414408,152415068,Colgalt2,{2463: 18.2187},['endo'],down,-0.587619804,6.42924e-08,endo-only
chr1,152439415,152440723,Colgalt2,{2464: 29.8593},['endo'],down,-0.587619804,6.42924e-08,endo-only
chr1,152468305,152468966,Colgalt2,{2465: 16.6861},['endo'],down,-0.587619804,6.42924e-08,endo-only
chr1,152485197,152486220,Colgalt2,{2466: 12.1194},['endo'],down,-0.587619804,6.42924e-08,endo-only
chr1,155133477,155134254,Mr1,{2573: 7.40135},['endo'],down,-0.632078035,0.004068208,endo-only
chr1,155145790,155146849,Mr1,{2574: 51.2401},['endo'],down,-0.632078035,0.004068208,endo-only
chr1,157418479,157419530,2810025M15Rik,{2664: 6.66316},['endo'],down,-1.513491763,2.00532e-72,endo-only
chr1,158250350,158251442,Brinp2,{2673: 5.58265},['endo'],down,-0.955638756,1.3047299999999999e-31,endo-only
chr1,158266592,158267468,Brinp2,{2674: 23.4111},['endo'],down,-0.955638756,1.3047299999999999e-31,endo-only
chr1,158354264,158356876,Brinp2,{2675: 18.4425},['endo'],down,-0.955638756,1.3047299999999999e-31,endo-only
chr1,158357247,158357733,Brinp2,{2676: 5.97801},['endo'],down,-0.955638756,1.3047299999999999e-31,endo-only
chr1,160194376,160195757,Mrps14,{2720: 55.2254},['endo'],down,-0.702702878,7.14467e-09,endo-only
chr1,160212168,160213686,Cacybp,{2721: 37.5876},['endo'],down,-0.866620347,3.03434e-26,endo-only
chr1,161049404,161051089,Dars2,{2733: 10.248},['endo'],down,-0.659514414,5.71118e-13,endo-only
chr1,161070091,161071495,Dars2,{2734: 45.8314},['endo'],down,-0.659514414,5.71118e-13,endo-only
chr1,163994530,163995362,BC055324,{2797: 25.7522},['endo'],down,-0.702342377,6.62736e-14,endo-only
chr1,164316940,164317767,Nme7,{2806: 3.78179},['endo'],down,-0.604678629,2.93481e-08,endo-only
chr1,164320624,164321810,Nme7,{2807: 13.3263},['endo'],down,-0.604678629,2.93481e-08,endo-only
chr1,164397818,164398252,Nme7,{2808: 13.664},['endo'],down,-0.604678629,2.93481e-08,endo-only
chr1,164428432,164429373,Nme7,{2809: 16.0276},['endo'],down,-0.604678629,2.93481e-08,endo-only
chr1,164442555,164443155,Atp1b1,{2810: 7.68601},['endo'],down,-0.807864133,6.978509999999999e-21,endo-only
chr1,164447344,164447804,Atp1b1,{2811: 4.918},['endo'],down,-0.807864133,6.978509999999999e-21,endo-only
chr1,165183792,165184380,Sft2d2,{2827: 4.83934},['endo'],down,-0.532604612,5.44771e-06,endo-only
chr1,165186906,165187352,Sft2d2,{2828: 4.39107},['endo'],down,-0.532604612,5.44771e-06,endo-only
chr1,165187455,165188459,Sft2d2,{2829: 18.4425},['endo'],down,-0.532604612,5.44771e-06,endo-only
chr1,165191140,165192203,Sft2d2,{2830: 24.8518},['endo'],down,-0.532604612,5.44771e-06,endo-only
chr1,165236280,165237638,Tiprl,{2831: 34.9529},['endo'],down,-0.587607068,4.05039e-13,endo-only
chr1,165590436,165591186,Mpzl1,{2844: 19.9267},['endo'],down,-0.944436848,1.00955e-35,endo-only
chr1,165591209,165592164,Mpzl1,{2845: 10.0848},['endo'],down,-0.944436848,1.00955e-35,endo-only
chr1,165596520,165597247,Mpzl1,{2846: 5.79621},['endo'],down,-0.944436848,1.00955e-35,endo-only
chr1,165598994,165599684,Mpzl1,{2847: 6.49878},['endo'],down,-0.944436848,1.00955e-35,endo-only
chr1,165609738,165611525,Mpzl1,{2848: 36.0171},['endo'],down,-0.944436848,1.00955e-35,endo-only
chr1,165617745,165618798,Mpzl1,{2849: 21.4284},['endo'],down,-0.944436848,1.00955e-35,endo-only
chr1,165633704,165634961,Mpzl1,{2850: 18.0912},['endo'],down,-0.944436848,1.00955e-35,endo-only
chr1,167349154,167351142,Aldh9a1,{2896: 33.0209},['endo'],down,-0.529646235,3.77027e-08,endo-only
chr1,167368677,167369486,Aldh9a1,{2897: 6.32314},['endo'],down,-0.529646235,3.77027e-08,endo-only
chr1,169495573,169496310,Nuf2,{2929: 10.625},['endo'],down,-0.687553706,1.41126e-25,endo-only
chr1,169948132,169949435,Hsd17b7,{2933: 13.3794},['endo'],down,-0.62843297,1.7376600000000002e-24,endo-only
chr1,169968953,169969716,Hsd17b7,{2934: 41.0595},['endo'],down,-0.62843297,1.7376600000000002e-24,endo-only
chr1,170160494,170161104,Uap1,{2939: 12.2407},['endo'],down,-0.748428388,3.91161e-17,endo-only
