"seqnames","start","end","width","strand","gene","fold_change","bm3_signal","avg_bg_signal","log2FoldChange","padj","is_higher_than_bg","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr8",119604722,119605722,1001,"-","Taf1c",0,0,30.1621645482381,-0.001111449,0.997529122,FALSE,"Promoter (<=1kb)",8,119597871,119605206,7336,2,"21341","ENSMUST00000212929.1",0,"ENSMUSG00000031832","Taf1c","TATA-box binding protein associated factor, RNA polymerase I, C"
"chr3",104501107,104502107,1001,"-","A530041M06Rik",0,0,10.3218273677826,-0.001965407,0.995798478,FALSE,"Exon (ENSMUST00000199690.1/ENSMUST00000199690.1, exon 1 of 1)",3,104481275,104511661,30387,2,"269473","ENSMUST00000198089.4",10554,"ENSMUSG00000032913","Lrig2","leucine-rich repeats and immunoglobulin-like domains 2"
"chr3",116349603,116350603,1001,"+","Gm29151",0,0,4.29968975448608,0.002451875,0.995798478,FALSE,"Exon (ENSMUST00000196669.1/ENSMUST00000196669.1, exon 1 of 2)",3,116322210,116422649,100440,2,"229776","ENSMUST00000197830.4",72046,"ENSMUSG00000033502","Cdc14a","CDC14 cell division cycle 14A"
"chr13",34007831,34008831,1001,"-","Gm17083",0,0,25.6525594186783,0.002850899,0.995235456,FALSE,"Promoter (1-2kb)",13,34009698,34032782,23085,1,"19766","ENSMUST00000171137.1",-1867,"ENSMUSG00000021408","Ripk1","receptor (TNFRSF)-interacting serine-threonine kinase 1"
"chr2",67686782,67687782,1001,"-","Gm26743",0,0,8.49723265520732,0.002257182,0.99512481,FALSE,"Exon (ENSMUST00000180913.1/ENSMUST00000180913.1, exon 1 of 6)",2,67675457,67675516,60,1,"102465706","ENSMUST00000184202.1",12325,"ENSMUSG00000098299","Mir7224","microRNA 7224"
"chr2",83745236,83746236,1001,"-","Dnmt3l-ps1",0,0,26.0120407899221,-0.003616159,0.99484764,FALSE,"Exon (ENSMUST00000118734.1/ENSMUST00000118734.1, exon 1 of 1)",2,83724555,83806916,82362,1,"16410","ENSMUST00000111740.8",21681,"ENSMUSG00000027087","Itgav","integrin alpha V"
"chr11",105178307,105179307,1001,"+","Tlk2",0,0,19.8286673475901,0.000827959,0.994773792,FALSE,"Promoter (<=1kb)",11,105178807,105283959,105153,1,"24086","ENSMUST00000106939.8",0,"ENSMUSG00000020694","Tlk2","tousled-like kinase 2 (Arabidopsis)"
"chr9",105064277,105065277,1001,"+","Gm38077",0,0,11.8170844898224,0.001751126,0.994773792,FALSE,"Promoter (<=1kb)",9,105064805,105077484,12680,1,"94062","ENSMUST00000215577.1",0,"ENSMUSG00000032563","Mrpl3","mitochondrial ribosomal protein L3"
"chr1",110966937,110967937,1001,"-","Gm36944",0,0,5.28486628055573,0.002207232,0.994745054,FALSE,"Exon (ENSMUST00000192257.1/ENSMUST00000192257.1, exon 1 of 1)",1,110888326,110977363,89038,2,"227485","ENSMUST00000094626.4",10426,"ENSMUSG00000047216","Cdh19","cadherin 19, type 2"
"chr14",31753914,31754914,1001,"-","Gm49308",0,0,18.4231863422394,0.002474416,0.994563444,FALSE,"Exon (ENSMUST00000227034.1/ENSMUST00000227034.1, exon 1 of 1)",14,31745305,31747450,2146,2,"105522","ENSMUST00000226963.1",-7464,"ENSMUSG00000014496","Ankrd28","ankyrin repeat domain 28"
"chr13",67031908,67032908,1001,"-","4933433G19Rik",0,0,18.0448914941152,-0.002213732,0.994276468,FALSE,"Promoter (<=1kb)",13,66996819,67032408,35590,2,"71226","ENSMUST00000224483.1",0,"ENSMUSG00000114362","4933433G19Rik","RIKEN cDNA 4933433G19 gene"
"chr15",3303026,3304026,1001,"-","Ccdc152",0,0,20.4414212551117,-0.003092153,0.993930185,FALSE,"Promoter (<=1kb)",15,3280627,3303526,22900,2,"100039139","ENSMUST00000165386.1",0,"ENSMUSG00000091119","Ccdc152","coiled-coil domain containing 152"
"chr17",46645522,46646522,1001,"-","Klc4",0,0,56.5973350868225,-0.002491083,0.993838827,FALSE,"Promoter (<=1kb)",17,46646229,46650132,3904,1,"27398","ENSMUST00000002844.13",0,"ENSMUSG00000002767","Mrpl2","mitochondrial ribosomal protein L2"
"chr14",118983260,118984260,1001,"-","Gm49768",0,0,19.756517906189,-0.003624449,0.993378159,FALSE,"Exon (ENSMUST00000227218.1/ENSMUST00000227218.1, exon 1 of 2)",14,118986418,119006717,20300,2,"66435","ENSMUST00000131424.7",23457,"ENSMUSG00000042104","Uggt2","UDP-glucose glycoprotein glucosyltransferase 2"
"chr12",76941293,76942293,1001,"-","Gm47218",0,0,24.9576439431508,0.007073102,0.990815706,FALSE,"Promoter (2-3kb)",12,76938666,76939994,1329,2,"17187","ENSMUST00000218653.1",-2299,"ENSMUSG00000059436","Max","Max protein"
"chr5",65541429,65542429,1001,"+","Gm40309",0,0,17.1367912610372,-0.00287854,0.990726096,FALSE,"Exon (ENSMUST00000202699.1/ENSMUST00000202699.1, exon 1 of 1)",5,65537484,65596028,58545,1,"53323","ENSMUST00000201383.1",3945,"ENSMUSG00000029203","Ube2k","ubiquitin-conjugating enzyme E2K"
"chr15",82185016,82186016,1001,"+","Gm49502",0,0,23.1235482584635,0.00327368,0.990691738,FALSE,"Exon (ENSMUST00000023100.7/20788, exon 11 of 19)",15,82194972,82203819,8848,1,"20788","ENSMUST00000230955.1",-8956,"ENSMUSG00000022463","Srebf2","sterol regulatory element binding factor 2"
"chr11",54522347,54523347,1001,"+","Rapgef6",0,0,52.7412214412689,-0.00164666,0.990480218,FALSE,"Promoter (<=1kb)",11,54522847,54699285,176439,1,"192786","ENSMUST00000102743.9",0,"ENSMUSG00000037533","Rapgef6","Rap guanine nucleotide exchange factor (GEF) 6"
"chr10",79959652,79960652,1001,"+","Wdr18",0,0,47.4463377456665,0.001968567,0.990283159,FALSE,"Promoter (<=1kb)",10,79960152,79970203,10052,1,"216156","ENSMUST00000045247.8",0,"ENSMUSG00000035754","Wdr18","WD repeat domain 18"
"chr8",55027901,55028901,1001,"+","Gm45264",0,0,16.6419978164037,0.004500772,0.989057677,FALSE,"Exon (ENSMUST00000210090.1/ENSMUST00000210090.1, exon 1 of 1)",8,54954843,55060871,106029,1,"234267","ENSMUST00000033915.8",73058,"ENSMUSG00000031517","Gpm6a","glycoprotein m6a"
"chr14",56700768,56701768,1001,"-","Gm16973",1.1928794580546,24.0081130371094,20.1261853199005,0.004034796,0.989057677,FALSE,"Promoter (<=1kb)",14,56697347,56701268,3922,2,"100503823","ENSMUST00000180682.1",0,"ENSMUSG00000097743","Gm16973","predicted gene, 16973"
"chr13",24942652,24943652,1001,"+","Gpld1",0,0,37.6986961212158,0.007553426,0.989057677,FALSE,"Promoter (<=1kb)",13,24943152,24992501,49350,1,"14756","ENSMUST00000021773.12",0,"ENSMUSG00000021340","Gpld1","glycosylphosphatidylinositol specific phospholipase D1"
"chr12",40198156,40199156,1001,"+","Gm17056",0,0,16.4631598714193,-0.005474802,0.988875263,FALSE,"Promoter (<=1kb)",12,40176386,40199315,22930,2,"380755","ENSMUST00000095760.2",159,"ENSMUSG00000071342","Lsmem1","leucine-rich single-pass membrane protein 1"
"chr7",88086751,88087751,1001,"-","Gm24249",0,0,6.44160607528687,-0.007740882,0.988475333,FALSE,"Exon (ENSMUST00000157322.1/ENSMUST00000157322.1, exon 1 of 1)",7,88278085,88310888,32804,1,"13032","ENSMUST00000032779.11",-191334,"ENSMUSG00000030560","Ctsc","cathepsin C"
"chr10",76468614,76469614,1001,"-","Ybey",0,0,28.8443185749054,0.00475284,0.987950925,FALSE,"Promoter (<=1kb)",10,76459567,76469114,9548,2,"216119","ENSMUST00000049185.5",0,"ENSMUSG00000033126","Ybey","ybeY metallopeptidase"
"chrX",151859062,151860062,1001,"+","Mir3113",0,0,2.55945298512777,-0.005997965,0.987784728,FALSE,"Promoter (<=1kb)",20,151859562,151859637,76,1,"100526542","ENSMUST00000175478.1",0,"ENSMUSG00000093219","Mir3113","microRNA 3113"
"chr6",28236513,28237513,1001,"-","Gm42548",0,0,6.27412372430166,0.004005396,0.987714232,FALSE,"Exon (ENSMUST00000202669.1/ENSMUST00000202669.1, exon 1 of 1)",6,28239927,28261911,21985,2,"627049","ENSMUST00000115320.7",25398,"ENSMUSG00000039841","Zfp800","zinc finger protein 800"
"chr3",127832471,127833471,1001,"-","Gm43654",0,0,25.9969046818415,0.004807976,0.987408758,FALSE,"Exon (ENSMUST00000200664.1/ENSMUST00000200664.1, exon 1 of 1)",3,127820747,127837231,16485,2,"211556","ENSMUST00000200238.4",4760,"ENSMUSG00000074238","Ap1ar","adaptor-related protein complex 1 associated regulatory protein"
"chr9",72354575,72355575,1001,"+","Gm37303",0,0,21.7882999547323,0.005892202,0.98732867,FALSE,"Exon (ENSMUST00000194202.1/ENSMUST00000194202.1, exon 1 of 1)",9,72360202,72363627,3426,1,"235469","ENSMUST00000183468.1",-4627,"ENSMUSG00000038535","Zfp280d","zinc finger protein 280D"
"chr19",44988601,44989601,1001,"+","Sema4g",0,0,25.3632181647619,0.00586313,0.987303047,FALSE,"Promoter (<=1kb)",19,44989101,45003397,14297,1,"26456","ENSMUST00000026225.14",0,"ENSMUSG00000025207","Sema4g","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G"
"chr6",52212836,52213836,1001,"-","Hoxa3",0,0,19.0012872371674,0.00647184,0.987291681,FALSE,"Promoter (<=1kb)",6,52163359,52213339,49981,2,"15399","ENSMUST00000128102.3",0,"ENSMUSG00000014704","Hoxa2","homeobox A2"
"chr4",148569376,148570376,1001,"-","Gm13204",0,0,21.0540591672262,-0.00761039,0.987291681,FALSE,"Promoter (1-2kb)",4,148568415,148576502,8088,1,"50912","ENSMUST00000126897.1",1961,"ENSMUSG00000017264","Exosc10","exosome component 10"
"chr16",11202866,11203866,1001,"+","2610020C07Rik",0.44188223596491,23.3412210083008,52.8222659988403,0.004822935,0.986080342,FALSE,"Promoter (<=1kb)",16,11192970,11203331,10362,2,"66409","ENSMUST00000119953.1",0,"ENSMUSG00000005846","Rsl1d1","ribosomal L1 domain containing 1"
"chr5",13548194,13549194,1001,"+","Gm42675",0.781406296713702,10.670255859375,13.6551956443787,0.006311831,0.985844497,FALSE,"Exon (ENSMUST00000197552.1/ENSMUST00000197552.1, exon 1 of 1)",5,13399577,13496401,96825,1,"20346","ENSMUST00000200073.1",148617,"ENSMUSG00000028883","Sema3a","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A"
"chr14",45613566,45614566,1001,"-","Gm49125",0,0,13.541934425354,-0.008345769,0.985776838,FALSE,"3' UTR",14,45605004,45609342,4339,2,"114874","ENSMUST00000126428.1",-5224,"ENSMUSG00000037697","Ddhd1","DDHD domain containing 1"
"chr12",17932664,17933664,1001,"+","Gm49327",0,0,10.0415812848409,-0.006230649,0.985769754,FALSE,"Exon (ENSMUST00000221539.1/ENSMUST00000221539.1, exon 1 of 2)",12,17728226,17791126,62901,1,"53602","ENSMUST00000222944.1",204438,"ENSMUSG00000071379","Hpcal1","hippocalcin-like 1"
"chr4",89381457,89382457,1001,"+","Gm12609",0,0,11.6164663766225,-0.008402034,0.984368031,FALSE,"Promoter (<=1kb)",4,89381957,89399880,17924,1,"102633081","ENSMUST00000129908.1",0,"ENSMUSG00000086035","Gm12610","predicted gene 12610"
"chr1",127959016,127960016,1001,"+","Gm28800",0,0,28.679441318512,0.011600416,0.984360127,FALSE,"Exon (ENSMUST00000186230.1/ENSMUST00000186230.1, exon 1 of 3)",1,127965131,127972958,7828,2,"226409","ENSMUST00000143389.1",12942,"ENSMUSG00000036086","Zranb3","zinc finger, RAN-binding domain containing 3"
"chr3",126736997,126737997,1001,"+","Gm42515",0,0,8.88908930683136,0.010702613,0.98402918,FALSE,"Exon (ENSMUST00000199936.1/ENSMUST00000199936.1, exon 1 of 1)",3,126778167,126784772,6606,1,"108058","ENSMUST00000134987.2",-40170,"ENSMUSG00000053819","Camk2d","calcium/calmodulin-dependent protein kinase II, delta"
"chr13",114151092,114152092,1001,"-","A430090L17Rik",0,0,13.3801036758423,-0.010752451,0.983927552,FALSE,"Promoter (<=1kb)",13,114124348,114151592,27245,2,"319803","ENSMUST00000225044.1",0,"ENSMUSG00000114213","A430090L17Rik","RIKEN cDNA A430090L17 gene"
"chr13",62670403,62671403,1001,"-","Gm7045",0,0,25.4042461220423,0.010329499,0.983142667,FALSE,"Exon (ENSMUST00000221466.1/ENSMUST00000221466.1, exon 1 of 1)",13,62603013,62624182,21170,2,"211378","ENSMUST00000201563.3",-47221,"ENSMUSG00000072066","Zfp1008","zinc finger protein 1008"
"chr10",41826038,41827038,1001,"+","9930024M15Rik",0,0,11.0629449812571,-0.011879767,0.982512031,FALSE,"Exon (ENSMUST00000214902.1/ENSMUST00000214902.1, exon 1 of 1)",10,41809935,41908424,98490,1,"140742","ENSMUST00000099931.10",16103,"ENSMUSG00000038332","Sesn1","sestrin 1"
"chr11",80377534,80378534,1001,"-","5730455P16Rik",0,0,36.0248520183563,0.003499587,0.98219847,FALSE,"Promoter (<=1kb)",11,80360492,80378015,17524,2,"70591","ENSMUST00000179332.7",0,"ENSMUSG00000057181","5730455P16Rik","RIKEN cDNA 5730455P16 gene"
"chr8",57651859,57652859,1001,"-","4930412F12Rik",0,0,39.1773807856242,0.011244009,0.981795931,FALSE,"Promoter (<=1kb)",8,57652762,57663426,10665,1,"100502619","ENSMUST00000210975.1",0,NA,"AW046200","expressed sequence AW046200"
"chr18",6014521,6015521,1001,"-","Gm41662",0,0,24.4585512418747,0.011655368,0.981764651,FALSE,"Exon (ENSMUST00000234469.1/ENSMUST00000234469.1, exon 1 of 1)",18,6032960,6034707,1748,2,"75415","ENSMUST00000182343.1",20186,"ENSMUSG00000041225","Arhgap12","Rho GTPase activating protein 12"
"chr5",22868045,22869045,1001,"-","Gm43169",0,0,15.1049368111293,-0.006904657,0.981512198,FALSE,"Exon (ENSMUST00000199544.1/ENSMUST00000199544.1, exon 1 of 1)",5,22738910,22746887,7978,2,"330052","ENSMUST00000199056.1",-122158,"ENSMUSG00000105076","A930003O13Rik","RIKEN cDNA A930003O13 gene"
"chr9",83345659,83346659,1001,"+","Gm46123",0,0,14.1168773905436,-0.01112599,0.98119373,FALSE,"Exon (ENSMUST00000217447.1/ENSMUST00000217447.1, exon 1 of 2)",9,83400635,83401869,1235,2,"75782","ENSMUST00000191225.1",55210,"ENSMUSG00000032258","Lca5","Leber congenital amaurosis 5 (human)"
"chr11",120713425,120714425,1001,"+","Lrrc45",0,0,101.090935893059,0.008147101,0.980900207,FALSE,"Promoter (<=1kb)",11,120710942,120713732,2791,2,"20892","ENSMUST00000106154.7",0,"ENSMUSG00000025144","Cenpx","centromere protein X"
"chr7",122590435,122591435,1001,"+","Gm44746",0,0,8.25448872725169,-0.011369143,0.980846263,FALSE,"Exon (ENSMUST00000205565.1/ENSMUST00000205565.1, exon 1 of 1)",7,122599982,122628078,28097,1,"18751","ENSMUST00000127910.1",-8547,"ENSMUSG00000052889","Prkcb","protein kinase C, beta"
"chr5",101956107,101957107,1001,"+","Gm42934",0,0,7.84017735640208,0.011325484,0.980846263,FALSE,"Exon (ENSMUST00000196920.1/ENSMUST00000196920.1, exon 1 of 1)",5,101935081,101937676,2596,2,"72145","ENSMUST00000172512.1",-18431,"ENSMUSG00000043940","Wdfy3","WD repeat and FYVE domain containing 3"
"chr5",122907900,122908900,1001,"-","Gm43411",0,0,16.9253059609731,0.013592377,0.980846263,FALSE,"Exon (ENSMUST00000196235.1/ENSMUST00000196235.1, exon 1 of 1)",5,122870668,122900355,29688,2,"30841","ENSMUST00000031435.13",-8545,"ENSMUSG00000029475","Kdm2b","lysine (K)-specific demethylase 2B"
"chr15",75641629,75642629,1001,"+","2810039B14Rik",0.923794726212475,73.3581231689453,79.4095496406555,0.013159199,0.980378905,FALSE,"Exon (ENSMUST00000183928.7/ENSMUST00000183928.7, exon 1 of 3)",15,75621711,75623830,2120,1,"22701","ENSMUST00000161555.1",19918,"ENSMUSG00000047003","Zfp41","zinc finger protein 41"
"chr13",62736695,62737695,1001,"-","Gm48734",0,0,6.50435476779938,-0.009525182,0.979865016,FALSE,"Exon (ENSMUST00000222940.1/ENSMUST00000222940.1, exon 1 of 1)",13,62760739,62760846,108,1,"751548","ENSMUST00000178651.1",-24044,"ENSMUSG00000119111","Mir713","microRNA 713"
"chr17",71368336,71369336,1001,"-","Gm37639",0,0,6.21285409164429,0.010329857,0.979859855,FALSE,"Exon (ENSMUST00000191623.1/ENSMUST00000191623.1, exon 1 of 1)",17,71348920,71361959,13040,2,"74355","ENSMUST00000147111.1",-7377,"ENSMUSG00000024054","Smchd1","SMC hinge domain containing 1"
"chr9",66514109,66515109,1001,"-","Fbxl22",0,0,40.0962777961095,-0.010167222,0.97979001,FALSE,"Promoter (<=1kb)",9,66508375,66514609,6235,2,"74165","ENSMUST00000056890.9",0,"ENSMUSG00000050503","Fbxl22","F-box and leucine-rich repeat protein 22"
"chr8",126474565,126475565,1001,"-","Tarbp1",0,0,27.9163482729594,0.004617148,0.979583051,FALSE,"Promoter (<=1kb)",8,126425329,126475065,49737,2,"212728","ENSMUST00000170518.2",0,"ENSMUSG00000090290","Tarbp1","TAR RNA binding protein 1"
"chr10",121462194,121463194,1001,"-","Gm48591",0,0,43.9307116171519,0.009833715,0.979576312,FALSE,"Promoter (<=1kb)",10,121414387,121462213,47827,2,"192678","ENSMUST00000219500.1",0,"ENSMUSG00000025795","Rassf3","Ras association (RalGDS/AF-6) domain family member 3"
"chr12",4655388,4656388,1001,"-","Gm48678",0,0,11.7356467253367,-0.008851678,0.979228739,FALSE,"Exon (ENSMUST00000217882.1/ENSMUST00000217882.1, exon 1 of 2)",12,4664535,4674167,9633,1,"20403","ENSMUST00000218985.1",-9147,"ENSMUSG00000020640","Itsn2","intersectin 2"
"chr5",22549932,22550932,1001,"+","6030443J06Rik",0,0,41.2528284174601,0.008663187,0.978671216,FALSE,"Promoter (<=1kb)",5,22486485,22550304,63820,2,"26429","ENSMUST00000135906.7",0,"ENSMUSG00000029012","Orc5","origin recognition complex, subunit 5"
"chr5",66533661,66534661,1001,"-","Gm43795",0,0,15.0917122554779,-0.011903807,0.978313876,FALSE,"Exon (ENSMUST00000202051.1/ENSMUST00000202051.1, exon 1 of 1)",5,66452267,66546957,94691,2,"11787","ENSMUST00000161716.7",13296,"ENSMUSG00000029207","Apbb2","amyloid beta precursor protein binding family B member 2"
"chr3",14641227,14642227,1001,"+","Car13",0,0,7.12128683153788,0.009285558,0.977704385,FALSE,"Promoter (<=1kb)",3,14641727,14663002,21276,1,"71934","ENSMUST00000029071.8",0,"ENSMUSG00000027555","Car13","carbonic anhydrase 13"
"chr15",55111817,55112817,1001,"+","Deptor",1.3326793841481,76.6925833129883,57.5476624199549,0.005091312,0.977396405,FALSE,"Promoter (<=1kb)",15,55112317,55259271,146955,1,"97998","ENSMUST00000096433.9",0,"ENSMUSG00000022419","Deptor","DEP domain containing MTOR-interacting protein"
"chr13",75966650,75967650,1001,"+","Spata9",0,0,10.5064051628113,-0.016111399,0.977396405,FALSE,"Promoter (<=1kb)",13,75967150,75977708,10559,1,"75571","ENSMUST00000225553.1",0,"ENSMUSG00000021590","Spata9","spermatogenesis associated 9"
"chr16",38741764,38742764,1001,"+","B4galt4",0,0,33.4321151682536,-0.006364755,0.977366996,FALSE,"Promoter (<=1kb)",16,38742264,38769049,26786,1,"56375","ENSMUST00000023482.12",0,"ENSMUSG00000022793","B4galt4","UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4"
"chr16",77561150,77562150,1001,"+","Gm37606",0,0,13.2026094023387,-0.00535167,0.976684671,FALSE,"Exon (ENSMUST00000191816.1/ENSMUST00000191816.1, exon 1 of 1)",16,77598936,77599000,65,1,"387229","ENSMUST00000083596.1",-36786,"ENSMUSG00000065530","Mir99a","microRNA 99a"
"chr19",16267121,16268121,1001,"-","Gm10819",0,0,8.29439890416463,0.015781906,0.976164344,FALSE,"Exon (ENSMUST00000099988.2/ENSMUST00000099988.2, exon 1 of 1)",19,16314892,16315004,113,2,"102465218","ENSMUST00000184935.1",47883,"ENSMUSG00000098718","Mir496b","microRNA 496b"
"chr12",85363145,85364145,1001,"-","Gm47817",0,0,23.230593940417,0.011147723,0.975624711,FALSE,"Exon (ENSMUST00000222887.1/ENSMUST00000222887.1, exon 1 of 1)",12,85343365,85373955,30591,2,"68581","ENSMUST00000222585.1",10810,"ENSMUSG00000021248","Tmed10","transmembrane p24 trafficking protein 10"
"chr17",17854705,17855705,1001,"-","Has1",0,0,34.2953950405121,0.011570933,0.975424666,FALSE,"Promoter (<=1kb)",17,17843323,17855188,11866,2,"15116","ENSMUST00000003762.7",0,"ENSMUSG00000003665","Has1","hyaluronan synthase 1"
"chrX",94635569,94636569,1001,"+","Gspt2",0,0,13.3236334972382,0.006529556,0.974803892,FALSE,"Promoter (<=1kb)",20,94636069,94638559,2491,1,"14853","ENSMUST00000096368.3",0,"ENSMUSG00000071723","Gspt2","G1 to S phase transition 2"
"chr6",148944367,148945367,1001,"+","3010003L21Rik",0,0,9.56693074417114,-0.017257587,0.974209391,FALSE,"Promoter (<=1kb)",6,148944867,148947121,2255,1,"109163","ENSMUST00000047953.9",0,"ENSMUSG00000085355","3010003L21Rik","RIKEN cDNA 3010003L21 gene"
"chr16",13468255,13469255,1001,"-","Gm15738",0,0,25.6030148967107,-0.014591999,0.97393566,FALSE,"Promoter (2-3kb)",16,13471080,13471180,101,2,"102466153","ENSMUST00000183990.1",2925,"ENSMUSG00000099214","Mir6365","microRNA 6365"
"chr16",92094068,92095068,1001,"+","Gm16310",0,0,13.4736567751567,0.007749144,0.973764246,FALSE,"Exon (ENSMUST00000124376.1/ENSMUST00000124376.1, exon 1 of 2)",16,92106261,92112227,5967,1,"121022","ENSMUST00000138961.1",-11193,"ENSMUSG00000039680","Mrps6","mitochondrial ribosomal protein S6"
"chr2",34287271,34288271,1001,"+","C79798",0,0,3.91055832195282,0.011206342,0.973295289,FALSE,"Promoter (<=1kb)",2,34172873,34288852,115980,2,"18516","ENSMUST00000176213.7",581,"ENSMUSG00000038718","Pbx3","pre B cell leukemia homeobox 3"
"chr11",100858851,100859851,1001,"+","Stat5a",0,0,47.345720500946,-0.020323315,0.972298317,FALSE,"Promoter (<=1kb)",11,100859351,100885169,25819,1,"20850","ENSMUST00000004145.13",0,"ENSMUSG00000004043","Stat5a","signal transducer and activator of transcription 5A"
"chr9",114045691,114046691,1001,"-","Fbxl2",0,0,9.99406419372559,0.0171906,0.972183255,FALSE,"Promoter (<=1kb)",9,114003442,114046191,42750,2,"72179","ENSMUST00000141832.1",0,"ENSMUSG00000032507","Fbxl2","F-box and leucine-rich repeat protein 2"
"chr5",76196125,76197125,1001,"+","Apc-ps1",0,0,19.3606784947713,-0.021248999,0.972183255,FALSE,"Promoter (1-2kb)",5,76199117,76204655,5539,1,"21982","ENSMUST00000130842.1",-1992,"ENSMUSG00000029234","Tmem165","transmembrane protein 165"
"chr13",96555732,96556732,1001,"+","Gm48138",0,0,14.5136256192525,0.020014805,0.971394854,FALSE,"Exon (ENSMUST00000222511.1/ENSMUST00000222511.1, exon 1 of 1)",13,96542755,96611739,68985,1,"68018","ENSMUST00000222434.1",12977,"ENSMUSG00000021669","Cert1","ceramide transporter 1"
"chr1",176752915,176753915,1001,"-","Gm38104",0,0,9.29955399831136,-0.010263069,0.970856855,FALSE,"Promoter (1-2kb)",1,176735585,176754397,18813,2,"545389","ENSMUST00000194984.1",1482,"ENSMUSG00000057335","Cep170","centrosomal protein 170"
"chr19",6398840,6399840,1001,"+","Rasgrp2",0,0,28.3738294665019,-0.01613389,0.970604743,FALSE,"Promoter (<=1kb)",19,6399340,6415210,15871,1,"19395","ENSMUST00000113476.7",0,"ENSMUSG00000032946","Rasgrp2","RAS, guanyl releasing protein 2"
"chr6",85632364,85633364,1001,"+","Gm43588",0,0,5.95453585879008,-0.0124759,0.967860659,FALSE,"Exon (ENSMUST00000201862.1/ENSMUST00000201862.1, exon 1 of 1)",6,85587646,85702638,114993,1,"236266","ENSMUST00000213058.1",44718,"ENSMUSG00000063810","Alms1","ALMS1, centrosome and basal body associated"
"chr10",67004520,67005520,1001,"+","Gm31763",0,0,20.2776026503245,0.015753019,0.967860659,FALSE,"Promoter (<=1kb)",10,67005020,67040806,35787,1,"102634101","ENSMUST00000217788.1",0,"ENSMUSG00000112925","Gm31763","predicted gene, 31763"
