"seqnames","start","end","width","strand","gene","fold_change","bm3_signal","avg_bg_signal","log2FoldChange","padj","is_higher_than_bg","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr11",44662176,44663176,1001,"-","Gm12158",0,0,31.4013594366709,0.000615224,0.998519831,FALSE,"Exon (ENSMUST00000130493.1/ENSMUST00000130493.1, exon 1 of 2)",11,44621761,44643459,21699,1,"13591","ENSMUST00000138452.1",41415,"ENSMUSG00000057098","Ebf1","early B cell factor 1"
"chr11",59449545,59450545,1001,"+","Jmjd4",21.5698817102874,589.365929870605,27.3235587374369,-0.000382629,0.998341721,TRUE,"Promoter (<=1kb)",11,59450045,59458473,8429,1,"194952","ENSMUST00000045279.12",0,"ENSMUSG00000036819","Jmjd4","jumonji domain containing 4"
"chr18",84685202,84686202,1001,"-","Cndp2",5.61288184398867,423.476258850098,75.4472070891062,-0.000351406,0.998184218,TRUE,"Promoter (<=1kb)",18,84667465,84685702,18238,2,"66054","ENSMUST00000025546.16",0,"ENSMUSG00000024644","Cndp2","CNDP dipeptidase 2"
"chr12",79028663,79029663,1001,"+","Plekhh1",14.7791738967754,426.810530395508,28.8791872520447,0.000520285,0.998184218,TRUE,"Promoter (<=1kb)",12,79029163,79081655,52493,1,"211945","ENSMUST00000039928.6",0,"ENSMUSG00000060716","Plekhh1","pleckstrin homology domain containing, family H (with MyTH4 domain) member 1"
"chr1",86120383,86121383,1001,"+","Gm37914",0,0,5.55181851927439,-0.000702339,0.998184218,FALSE,"Exon (ENSMUST00000195317.1/ENSMUST00000195317.1, exon 1 of 1)",1,86127867,86132767,4901,1,"70247","ENSMUST00000149946.1",-6484,"ENSMUSG00000026229","Psmd1","proteasome (prosome, macropain) 26S subunit, non-ATPase, 1"
"chr7",135536981,135537981,1001,"+","Ptpre",14.6620469116431,683.562554321289,46.6212227010727,0.000757596,0.998184218,TRUE,"Promoter (<=1kb)",7,135537481,135686293,148813,1,"19267","ENSMUST00000211140.1",0,"ENSMUSG00000041836","Ptpre","protein tyrosine phosphatase receptor type E"
"chr3",152385760,152386760,1001,"+","Gm43858",0,0,7.60487527529399,-0.001095624,0.99772892,FALSE,"Exon (ENSMUST00000199418.1/ENSMUST00000199418.1, exon 1 of 1)",3,152382536,152384254,1719,1,"170822","ENSMUST00000198596.1",3224,"ENSMUSG00000025437","Usp33","ubiquitin specific peptidase 33"
"chr8",119604722,119605722,1001,"-","Taf1c",0,0,30.1621645482381,-0.001111449,0.997529122,FALSE,"Promoter (<=1kb)",8,119597871,119605206,7336,2,"21341","ENSMUST00000212929.1",0,"ENSMUSG00000031832","Taf1c","TATA-box binding protein associated factor, RNA polymerase I, C"
"chr15",73422811,73423811,1001,"+","Gm49066",3.48731098039301,270.091023254395,77.4496524035136,-0.001681951,0.997529122,TRUE,"Promoter (<=1kb)",15,73205102,73423128,218027,2,"14083","ENSMUST00000226988.2",0,"ENSMUSG00000022607","Ptk2","PTK2 protein tyrosine kinase 2"
"chr17",24209031,24210031,1001,"-","Ntn3",3.96911596105233,210.404435089111,53.0104026069641,0.001067955,0.996395922,TRUE,"Promoter (<=1kb)",17,24203848,24209531,5684,2,"18209","ENSMUST00000024931.5",0,"ENSMUSG00000117406","Ntn3","netrin 3"
"chr12",85746039,85747039,1001,"+","Flvcr2",3.40980646182542,181.39414440918,53.1977830530802,0.002213079,0.996257732,TRUE,"Promoter (<=1kb)",12,85746539,85813585,67047,1,"217721","ENSMUST00000040461.3",0,"ENSMUSG00000034258","Flvcr2","feline leukemia virus subgroup C cellular receptor 2"
"chr9",80066403,80067403,1001,"+","Senp6",3.47155627940435,67.6895409240723,19.4983274002075,-0.000508377,0.996166947,TRUE,"Promoter (<=1kb)",9,80066903,80094484,27582,1,"215351","ENSMUST00000175673.1",0,"ENSMUSG00000034252","Senp6","SUMO/sentrin specific peptidase 6"
"chr4",46195811,46196811,1001,"-","Xpa",1.3626241223578,70.0236630249023,51.3888326765696,-0.00161607,0.995897091,TRUE,"Promoter (<=1kb)",4,46155347,46196311,40965,2,"22590","ENSMUST00000058232.10",0,"ENSMUSG00000028329","Xpa","xeroderma pigmentosum, complementation group A"
"chr3",104501107,104502107,1001,"-","A530041M06Rik",0,0,10.3218273677826,-0.001965407,0.995798478,FALSE,"Exon (ENSMUST00000199690.1/ENSMUST00000199690.1, exon 1 of 1)",3,104481275,104511661,30387,2,"269473","ENSMUST00000198089.4",10554,"ENSMUSG00000032913","Lrig2","leucine-rich repeats and immunoglobulin-like domains 2"
"chr3",116349603,116350603,1001,"+","Gm29151",0,0,4.29968975448608,0.002451875,0.995798478,FALSE,"Exon (ENSMUST00000196669.1/ENSMUST00000196669.1, exon 1 of 2)",3,116322210,116422649,100440,2,"229776","ENSMUST00000197830.4",72046,"ENSMUSG00000033502","Cdc14a","CDC14 cell division cycle 14A"
"chr9",108305660,108306660,1001,"-","Tcta",3.22592593758219,263.422351379395,81.6579042657216,0.001723135,0.995650121,TRUE,"Promoter (<=1kb)",9,108302958,108305990,3033,2,"102791","ENSMUST00000044725.8",0,"ENSMUSG00000039461","Tcta","T cell leukemia translocation altered gene"
"chr3",69126613,69127613,1001,"-","Kpna4",6.71184815274837,367.790684112549,54.7972295770645,0.000569285,0.995546837,TRUE,"Promoter (<=1kb)",3,69067149,69127113,59965,2,"16649","ENSMUST00000029353.8",0,"ENSMUSG00000027782","Kpna4","karyopherin subunit alpha 4"
"chr13",34007831,34008831,1001,"-","Gm17083",0,0,25.6525594186783,0.002850899,0.995235456,FALSE,"Promoter (1-2kb)",13,34009698,34032782,23085,1,"19766","ENSMUST00000171137.1",-1867,"ENSMUSG00000021408","Ripk1","receptor (TNFRSF)-interacting serine-threonine kinase 1"
"chr2",67686782,67687782,1001,"-","Gm26743",0,0,8.49723265520732,0.002257182,0.99512481,FALSE,"Exon (ENSMUST00000180913.1/ENSMUST00000180913.1, exon 1 of 6)",2,67675457,67675516,60,1,"102465706","ENSMUST00000184202.1",12325,"ENSMUSG00000098299","Mir7224","microRNA 7224"
"chr6",120914493,120915493,1001,"-","Gm44260",5.9321277284551,160.053837890625,26.9808482246399,0.003188967,0.994890852,TRUE,"Promoter (2-3kb)",6,120900222,120916798,16577,2,"12122","ENSMUST00000145948.1",2305,"ENSMUSG00000004446","Bid","BH3 interacting domain death agonist"
"chr2",83745236,83746236,1001,"-","Dnmt3l-ps1",0,0,26.0120407899221,-0.003616159,0.99484764,FALSE,"Exon (ENSMUST00000118734.1/ENSMUST00000118734.1, exon 1 of 1)",2,83724555,83806916,82362,1,"16410","ENSMUST00000111740.8",21681,"ENSMUSG00000027087","Itgav","integrin alpha V"
"chr11",105178307,105179307,1001,"+","Tlk2",0,0,19.8286673475901,0.000827959,0.994773792,FALSE,"Promoter (<=1kb)",11,105178807,105283959,105153,1,"24086","ENSMUST00000106939.8",0,"ENSMUSG00000020694","Tlk2","tousled-like kinase 2 (Arabidopsis)"
"chr9",105064277,105065277,1001,"+","Gm38077",0,0,11.8170844898224,0.001751126,0.994773792,FALSE,"Promoter (<=1kb)",9,105064805,105077484,12680,1,"94062","ENSMUST00000215577.1",0,"ENSMUSG00000032563","Mrpl3","mitochondrial ribosomal protein L3"
"chr1",110966937,110967937,1001,"-","Gm36944",0,0,5.28486628055573,0.002207232,0.994745054,FALSE,"Exon (ENSMUST00000192257.1/ENSMUST00000192257.1, exon 1 of 1)",1,110888326,110977363,89038,2,"227485","ENSMUST00000094626.4",10426,"ENSMUSG00000047216","Cdh19","cadherin 19, type 2"
"chr14",31753914,31754914,1001,"-","Gm49308",0,0,18.4231863422394,0.002474416,0.994563444,FALSE,"Exon (ENSMUST00000227034.1/ENSMUST00000227034.1, exon 1 of 1)",14,31745305,31747450,2146,2,"105522","ENSMUST00000226963.1",-7464,"ENSMUSG00000014496","Ankrd28","ankyrin repeat domain 28"
"chr19",40588935,40589935,1001,"+","Gm27042",11.6567873304914,430.144318237305,36.9007605648041,-0.003329006,0.994410972,TRUE,"Promoter (<=1kb)",19,40550257,40588463,38207,2,"56454","ENSMUST00000025979.12",-472,"ENSMUSG00000025007","Aldh18a1","aldehyde dehydrogenase 18 family, member A1"
"chr6",86403719,86404719,1001,"+","Tia1",6.55526264120432,279.76100894165,42.6773150450389,-0.001059145,0.994297181,TRUE,"Promoter (<=1kb)",6,86404219,86431201,26983,1,"21841","ENSMUST00000095754.9",0,"ENSMUSG00000071337","Tia1","cytotoxic granule-associated RNA binding protein 1"
"chr4",80910146,80911146,1001,"+","Lurap1l",20.0106824392866,536.847440185547,26.8280425624847,0.002091491,0.994297181,TRUE,"Promoter (<=1kb)",4,80910646,80955628,44983,1,"52829","ENSMUST00000055922.3",0,"ENSMUSG00000048706","Lurap1l","leucine rich adaptor protein 1-like"
"chr13",67031908,67032908,1001,"-","4933433G19Rik",0,0,18.0448914941152,-0.002213732,0.994276468,FALSE,"Promoter (<=1kb)",13,66996819,67032408,35590,2,"71226","ENSMUST00000224483.1",0,"ENSMUSG00000114362","4933433G19Rik","RIKEN cDNA 4933433G19 gene"
"chr15",3303026,3304026,1001,"-","Ccdc152",0,0,20.4414212551117,-0.003092153,0.993930185,FALSE,"Promoter (<=1kb)",15,3280627,3303526,22900,2,"100039139","ENSMUST00000165386.1",0,"ENSMUSG00000091119","Ccdc152","coiled-coil domain containing 152"
"chr17",46645522,46646522,1001,"-","Klc4",0,0,56.5973350868225,-0.002491083,0.993838827,FALSE,"Promoter (<=1kb)",17,46646229,46650132,3904,1,"27398","ENSMUST00000002844.13",0,"ENSMUSG00000002767","Mrpl2","mitochondrial ribosomal protein L2"
"chr5",115300620,115301620,1001,"+","Gm13830",2.69133707076202,283.428935852051,105.311571311951,0.004887844,0.993525114,TRUE,"Promoter (<=1kb)",5,115301120,115319208,18089,1,"102639268","ENSMUST00000149609.1",0,NA,"Gm13830","predicted gene 13830"
"chr14",118983260,118984260,1001,"-","Gm49768",0,0,19.756517906189,-0.003624449,0.993378159,FALSE,"Exon (ENSMUST00000227218.1/ENSMUST00000227218.1, exon 1 of 2)",14,118986418,119006717,20300,2,"66435","ENSMUST00000131424.7",23457,"ENSMUSG00000042104","Uggt2","UDP-glucose glycoprotein glucosyltransferase 2"
"chr17",33929043,33930043,1001,"+","Rgl2",17.0209161517187,1019.00959225464,59.86808131663,0.001520486,0.993078579,TRUE,"Promoter (<=1kb)",17,33929543,33930495,953,1,"19732","ENSMUST00000172468.1",0,"ENSMUSG00000041354","Rgl2","ral guanine nucleotide dissociation stimulator-like 2"
"chr7",45061929,45062929,1001,"+","Nosip",2.77500201401191,253.085244781494,91.2018238197962,-0.001565613,0.99220196,TRUE,"Promoter (<=1kb)",7,45053584,45062677,9094,2,"65116","ENSMUST00000210690.1",0,"ENSMUSG00000007837","Prrg2","proline-rich Gla (G-carboxyglutamic acid) polypeptide 2"
"chr15",66577060,66578060,1001,"+","Phf20l1",16.010262458899,663.558019104004,41.4457927099864,0.001182092,0.992160926,TRUE,"Promoter (<=1kb)",15,66577560,66611616,34057,1,"239510","ENSMUST00000230882.1",0,"ENSMUSG00000072501","Phf20l1","PHD finger protein 20-like 1"
"chr18",84087206,84088206,1001,"-","Tshz1",10.6045866354274,666.224592468262,62.8241925284068,-0.001325406,0.992160926,TRUE,"Promoter (<=1kb)",18,84015867,84087706,71840,2,"110796","ENSMUST00000237918.1",0,"ENSMUSG00000046982","Tshz1","teashirt zinc finger family member 1"
"chr11",53706819,53707819,1001,"-","Rad50",7.50025545587833,147.049692352295,19.6059578526815,0.001481416,0.992160926,TRUE,"Promoter (<=1kb)",11,53649519,53707319,57801,2,"19360","ENSMUST00000020649.13",0,"ENSMUSG00000020380","Rad50","RAD50 double strand break repair protein"
"chr8",4216959,4217959,1001,"-","Prr36",19.7241617562657,888.298784912109,45.0360728069941,0.004584337,0.992160926,TRUE,"Promoter (<=1kb)",8,4209543,4217312,7770,2,"73072","ENSMUST00000168386.8",0,"ENSMUSG00000064125","Prr36","proline rich 36"
"chr7",35317940,35318940,1001,"-","Gpatch1",4.63186727827487,206.736528930664,44.6335174369812,-0.002303727,0.991299194,TRUE,"Promoter (<=1kb)",7,35276536,35318440,41905,2,"67471","ENSMUST00000079693.11",0,"ENSMUSG00000063808","Gpatch1","G patch domain containing 1"
"chr4",40702694,40703694,1001,"-","Aptx",1.74024298235058,86.6959637451172,49.8183096408844,0.002924233,0.991087117,TRUE,"Promoter (<=1kb)",4,40682382,40702914,20533,2,"66408","ENSMUST00000068125.10",0,"ENSMUSG00000028411","Aptx","aprataxin"
"chr12",76941293,76942293,1001,"-","Gm47218",0,0,24.9576439431508,0.007073102,0.990815706,FALSE,"Promoter (2-3kb)",12,76938666,76939994,1329,2,"17187","ENSMUST00000218653.1",-2299,"ENSMUSG00000059436","Max","Max protein"
"chr5",65541429,65542429,1001,"+","Gm40309",0,0,17.1367912610372,-0.00287854,0.990726096,FALSE,"Exon (ENSMUST00000202699.1/ENSMUST00000202699.1, exon 1 of 1)",5,65537484,65596028,58545,1,"53323","ENSMUST00000201383.1",3945,"ENSMUSG00000029203","Ube2k","ubiquitin-conjugating enzyme E2K"
"chr4",41314389,41315389,1001,"-","Dcaf12",22.1831147294532,786.433538024902,35.4518987805049,-0.001609808,0.990691738,TRUE,"Promoter (<=1kb)",4,41291300,41314889,23590,2,"68970","ENSMUST00000030145.8",0,"ENSMUSG00000028436","Dcaf12","DDB1 and CUL4 associated factor 12"
"chr15",82185016,82186016,1001,"+","Gm49502",0,0,23.1235482584635,0.00327368,0.990691738,FALSE,"Exon (ENSMUST00000023100.7/20788, exon 11 of 19)",15,82194972,82203819,8848,1,"20788","ENSMUST00000230955.1",-8956,"ENSMUSG00000022463","Srebf2","sterol regulatory element binding factor 2"
"chr11",54522347,54523347,1001,"+","Rapgef6",0,0,52.7412214412689,-0.00164666,0.990480218,FALSE,"Promoter (<=1kb)",11,54522847,54699285,176439,1,"192786","ENSMUST00000102743.9",0,"ENSMUSG00000037533","Rapgef6","Rap guanine nucleotide exchange factor (GEF) 6"
"chr4",105156847,105157847,1001,"+","Plpp3",8.16103052381408,352.452115570068,43.1872071231206,0.001643356,0.990283159,TRUE,"Promoter (<=1kb)",4,105157347,105232764,75418,1,"67916","ENSMUST00000064139.7",0,"ENSMUSG00000028517","Plpp3","phospholipid phosphatase 3"
"chr8",33599125,33600125,1001,"+","Ppp2cb",36.0316090248075,570.192955932617,15.8247985967,-0.001697718,0.990283159,TRUE,"Promoter (<=1kb)",8,33599625,33619441,19817,1,"19053","ENSMUST00000009774.10",0,"ENSMUSG00000009630","Ppp2cb","protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform"
"chr18",6515608,6516608,1001,"-","Epc1",3.02242646068636,276.76035369873,91.5689289048513,-0.001552513,0.990283159,TRUE,"Promoter (<=1kb)",18,6435951,6516108,80158,2,"13831","ENSMUST00000115870.8",0,"ENSMUSG00000024240","Epc1","enhancer of polycomb homolog 1"
"chrX",35888332,35889332,1001,"+","Dock11",4.30267646576372,57.3527144775391,13.3295438162486,0.0016485,0.990283159,TRUE,"Promoter (<=1kb)",20,35888832,36076562,187731,1,"75974","ENSMUST00000033419.12",0,"ENSMUSG00000031093","Dock11","dedicator of cytokinesis 11"
"chr10",79959652,79960652,1001,"+","Wdr18",0,0,47.4463377456665,0.001968567,0.990283159,FALSE,"Promoter (<=1kb)",10,79960152,79970203,10052,1,"216156","ENSMUST00000045247.8",0,"ENSMUSG00000035754","Wdr18","WD repeat domain 18"
"chr8",111521592,111522592,1001,"-","Wdr59",6.34565574484979,713.572580871582,112.45056611379,-0.002890168,0.989057677,TRUE,"Promoter (<=1kb)",8,111448797,111522092,73296,2,"319481","ENSMUST00000038193.14",0,"ENSMUSG00000031959","Wdr59","WD repeat domain 59"
"chr16",4559354,4560354,1001,"-","Tfap4",6.1675630513505,202.067724487305,32.7629766902924,-0.003419369,0.989057677,TRUE,"Promoter (<=1kb)",16,4544661,4559854,15194,2,"83383","ENSMUST00000005862.8",0,"ENSMUSG00000005718","Tfap4","transcription factor AP4"
"chr8",55027901,55028901,1001,"+","Gm45264",0,0,16.6419978164037,0.004500772,0.989057677,FALSE,"Exon (ENSMUST00000210090.1/ENSMUST00000210090.1, exon 1 of 1)",8,54954843,55060871,106029,1,"234267","ENSMUST00000033915.8",73058,"ENSMUSG00000031517","Gpm6a","glycoprotein m6a"
"chr14",56700768,56701768,1001,"-","Gm16973",1.1928794580546,24.0081130371094,20.1261853199005,0.004034796,0.989057677,FALSE,"Promoter (<=1kb)",14,56697347,56701268,3922,2,"100503823","ENSMUST00000180682.1",0,"ENSMUSG00000097743","Gm16973","predicted gene, 16973"
"chr13",24942652,24943652,1001,"+","Gpld1",0,0,37.6986961212158,0.007553426,0.989057677,FALSE,"Promoter (<=1kb)",13,24943152,24992501,49350,1,"14756","ENSMUST00000021773.12",0,"ENSMUSG00000021340","Gpld1","glycosylphosphatidylinositol specific phospholipase D1"
"chr5",21424458,21425458,1001,"+","Fam185a",2.06873028067166,133.378198242187,64.4734596328735,0.003848272,0.989046634,TRUE,"Promoter (<=1kb)",5,21424958,21482124,57167,1,"330050","ENSMUST00000056045.4",0,"ENSMUSG00000047221","Fam185a","family with sequence similarity 185, member A"
"chr12",40198156,40199156,1001,"+","Gm17056",0,0,16.4631598714193,-0.005474802,0.988875263,FALSE,"Promoter (<=1kb)",12,40176386,40199315,22930,2,"380755","ENSMUST00000095760.2",159,"ENSMUSG00000071342","Lsmem1","leucine-rich single-pass membrane protein 1"
"chr1",91540044,91541044,1001,"+","Asb1",4.28438314254537,606.87123046875,141.647282765706,-0.002981208,0.988857276,TRUE,"Promoter (<=1kb)",1,91540544,91556088,15545,1,"65247","ENSMUST00000086843.10",0,"ENSMUSG00000026311","Asb1","ankyrin repeat and SOCS box-containing 1"
"chr7",88086751,88087751,1001,"-","Gm24249",0,0,6.44160607528687,-0.007740882,0.988475333,FALSE,"Exon (ENSMUST00000157322.1/ENSMUST00000157322.1, exon 1 of 1)",7,88278085,88310888,32804,1,"13032","ENSMUST00000032779.11",-191334,"ENSMUSG00000030560","Ctsc","cathepsin C"
"chr12",86241358,86242358,1001,"+","Gpatch2l",4.26895681353363,239.413978942871,56.0825488287608,0.002837133,0.988435899,TRUE,"Promoter (<=1kb)",12,86241858,86291784,49927,1,"70373","ENSMUST00000221368.1",0,"ENSMUSG00000021254","Gpatch2l","G patch domain containing 2 like"
"chr3",19310822,19311822,1001,"-","Pde7a",22.9248458374454,552.185242675781,24.0867592563629,0.002079633,0.988148381,TRUE,"Promoter (<=1kb)",3,19223108,19311322,88215,2,"18583","ENSMUST00000099195.9",0,"ENSMUSG00000069094","Pde7a","phosphodiesterase 7A"
"chr10",76468614,76469614,1001,"-","Ybey",0,0,28.8443185749054,0.00475284,0.987950925,FALSE,"Promoter (<=1kb)",10,76459567,76469114,9548,2,"216119","ENSMUST00000049185.5",0,"ENSMUSG00000033126","Ybey","ybeY metallopeptidase"
"chr2",156839392,156840392,1001,"-","Gm14230",5.72049912709105,160.053952026367,27.9790186958313,0.007466942,0.987950925,TRUE,"Promoter (<=1kb)",2,156840007,156855570,15564,1,"228839","ENSMUST00000081335.12",0,"ENSMUSG00000062175","Tgif2","TGFB-induced factor homeobox 2"
"chr9",108569386,108570386,1001,"+","Dalrd3",14.0576882556279,491.832958374023,34.9867595176697,0.002876756,0.987784728,TRUE,"Promoter (<=1kb)",9,108569886,108572774,2889,1,"67789","ENSMUST00000019183.13",0,"ENSMUSG00000019039","Dalrd3","DALR anticodon binding domain containing 3"
"chrX",151859062,151860062,1001,"+","Mir3113",0,0,2.55945298512777,-0.005997965,0.987784728,FALSE,"Promoter (<=1kb)",20,151859562,151859637,76,1,"100526542","ENSMUST00000175478.1",0,"ENSMUSG00000093219","Mir3113","microRNA 3113"
"chr6",28236513,28237513,1001,"-","Gm42548",0,0,6.27412372430166,0.004005396,0.987714232,FALSE,"Exon (ENSMUST00000202669.1/ENSMUST00000202669.1, exon 1 of 1)",6,28239927,28261911,21985,2,"627049","ENSMUST00000115320.7",25398,"ENSMUSG00000039841","Zfp800","zinc finger protein 800"
"chr3",127832471,127833471,1001,"-","Gm43654",0,0,25.9969046818415,0.004807976,0.987408758,FALSE,"Exon (ENSMUST00000200664.1/ENSMUST00000200664.1, exon 1 of 1)",3,127820747,127837231,16485,2,"211556","ENSMUST00000200238.4",4760,"ENSMUSG00000074238","Ap1ar","adaptor-related protein complex 1 associated regulatory protein"
"chr9",72354575,72355575,1001,"+","Gm37303",0,0,21.7882999547323,0.005892202,0.98732867,FALSE,"Exon (ENSMUST00000194202.1/ENSMUST00000194202.1, exon 1 of 1)",9,72360202,72363627,3426,1,"235469","ENSMUST00000183468.1",-4627,"ENSMUSG00000038535","Zfp280d","zinc finger protein 280D"
"chr19",44988601,44989601,1001,"+","Sema4g",0,0,25.3632181647619,0.00586313,0.987303047,FALSE,"Promoter (<=1kb)",19,44989101,45003397,14297,1,"26456","ENSMUST00000026225.14",0,"ENSMUSG00000025207","Sema4g","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G"
"chr6",52212836,52213836,1001,"-","Hoxa3",0,0,19.0012872371674,0.00647184,0.987291681,FALSE,"Promoter (<=1kb)",6,52163359,52213339,49981,2,"15399","ENSMUST00000128102.3",0,"ENSMUSG00000014704","Hoxa2","homeobox A2"
"chr4",148569376,148570376,1001,"-","Gm13204",0,0,21.0540591672262,-0.00761039,0.987291681,FALSE,"Promoter (1-2kb)",4,148568415,148576502,8088,1,"50912","ENSMUST00000126897.1",1961,"ENSMUSG00000017264","Exosc10","exosome component 10"
"chr6",34910376,34911376,1001,"-","Wdr91",26.2405620275909,1547.18689263916,58.9616522318522,-0.00337254,0.986741704,TRUE,"Promoter (<=1kb)",6,34880426,34910876,30451,2,"101240","ENSMUST00000081214.11",0,"ENSMUSG00000058486","Wdr91","WD repeat domain 91"
"chr14",49171726,49172726,1001,"+","Naa30",17.8388109859698,590.866157348633,33.1225078741709,-0.002503614,0.98638974,TRUE,"Promoter (<=1kb)",14,49172226,49190885,18660,1,"70646","ENSMUST00000153488.8",0,"ENSMUSG00000036282","Naa30","N(alpha)-acetyltransferase 30, NatC catalytic subunit"
"chr2",136890889,136891889,1001,"-","Mkks",22.757107101816,3580.53925805664,157.337188863118,-0.003222043,0.986080342,TRUE,"Promoter (<=1kb)",2,136873780,136891382,17603,2,"59030","ENSMUST00000028730.12",0,"ENSMUSG00000027274","Mkks","McKusick-Kaufman syndrome"
"chr16",11202866,11203866,1001,"+","2610020C07Rik",0.44188223596491,23.3412210083008,52.8222659988403,0.004822935,0.986080342,FALSE,"Promoter (<=1kb)",16,11192970,11203331,10362,2,"66409","ENSMUST00000119953.1",0,"ENSMUSG00000005846","Rsl1d1","ribosomal L1 domain containing 1"
"chr5",13548194,13549194,1001,"+","Gm42675",0.781406296713702,10.670255859375,13.6551956443787,0.006311831,0.985844497,FALSE,"Exon (ENSMUST00000197552.1/ENSMUST00000197552.1, exon 1 of 1)",5,13399577,13496401,96825,1,"20346","ENSMUST00000200073.1",148617,"ENSMUSG00000028883","Sema3a","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A"
"chr14",45613566,45614566,1001,"-","Gm49125",0,0,13.541934425354,-0.008345769,0.985776838,FALSE,"3' UTR",14,45605004,45609342,4339,2,"114874","ENSMUST00000126428.1",-5224,"ENSMUSG00000037697","Ddhd1","DDHD domain containing 1"
"chr12",17932664,17933664,1001,"+","Gm49327",0,0,10.0415812848409,-0.006230649,0.985769754,FALSE,"Exon (ENSMUST00000221539.1/ENSMUST00000221539.1, exon 1 of 2)",12,17728226,17791126,62901,1,"53602","ENSMUST00000222944.1",204438,"ENSMUSG00000071379","Hpcal1","hippocalcin-like 1"
"chr15",100494988,100495988,1001,"-","Csrnp2",9.79625886782964,377.460951171875,38.5311327788035,0.003615754,0.985412198,TRUE,"Promoter (<=1kb)",15,100479570,100495488,15919,2,"207785","ENSMUST00000061457.6",0,"ENSMUSG00000044636","Csrnp2","cysteine-serine-rich nuclear protein 2"
