chr,start,end,distanceToTSS,geneId,SYMBOL,category,exo_signal,endo_signal,enrichment,log2_enrichment,normalized_enrichment
chr4,26346409,26346989,0,242362,Manea,Both,45.38094720458815,11.918597068426797,3.8075745781192216,1.9288722947372683,0.5839898128460395
chr5,45493174,45493767,0,66988,Lap3,Both,38.90649473627689,10.24707520836151,3.7968389950460777,1.9247988227722637,0.5830587597237484
chr4,155734827,155735595,0,381582,Tmem240,Both,97.29303758017204,25.684914960480697,3.7879447033353615,1.9214152704034104,0.5822842317692669
chr9,35116564,35116956,0,20443,St3gal4,Both,52.72377514462831,13.974462133889904,3.772866149657828,1.9156609184225417,0.5809645740550712
chr19,37375917,37376608,0,16551,Kif11,Both,51.89928899598934,13.86617998731361,3.742868550925549,1.9041443818585309,0.5783142672993311
chr10,82858991,82859430,0,102641476,Gm38560,Both,115.22353420999312,30.87611477912348,3.731801589489497,1.8998722837596302,0.5773280087562218
chr10,82860219,82860691,0,50493,Txnrd1,Both,115.22353420999312,30.87611477912348,3.731801589489497,1.8998722837596302,0.5773280087562218
chr6,71493748,71494659,0,22644,Rnf103,Both,65.37427805228701,17.536113218215096,3.727979925698786,1.8983940914372617,0.5769863596228354
chr4,11321721,11322311,0,381510,Dpy19l4,Both,34.33573350492002,9.220318411276796,3.723920582062127,1.896822305687559,0.5766228569560449
chr4,40703052,40703371,0,66408,Aptx,Both,62.22860241577586,16.721190628682404,3.721541354180432,1.895900267427933,0.5764095133405517
chr6,50455486,50456118,43,71720,Osbpl3,Both,88.18950456547107,23.73991322661124,3.7148200047595417,1.8932923091402314,0.5758056515453338
chr3,105052675,105053071,0,80281,Cttnbp2nl,Both,107.6536026782598,29.204914969205035,3.6861467596044895,1.88211351132095,0.5732101228155304
chr16,8513265,8513607,0,268860,Abat,Both,102.26389614795512,27.86006998113148,3.670625960997744,1.8760261104312668,0.5717918718601996
chr4,62208319,62208792,0,22696,Zfp37,Both,40.18163714386719,10.998660508100178,3.653320976156564,1.8692085126285705,0.570199431707393
chr2,101796406,101797658,0,72446,Prr5l,Both,58.1510097606069,16.030690401994544,3.6274800587111167,1.858967683409137,0.5677993260640746
chr10,121033870,121034143,0,24117,Wif1,Both,38.59119434282733,10.64342080404652,3.6258262313705902,1.8583097852179977,0.5676448054972834
chr3,40745019,40745862,0,18415,Hspa4l,Both,49.29017211565755,13.626318079408714,3.617277376648204,1.8549042296142855,0.5668443030702545
chr17,53688993,53689412,0,72415,Sgo1,Both,56.73955543743903,15.705527770890464,3.612712432536232,1.8530824225906946,0.5664156330464483
chr17,8800757,8802426,0,23984,Pde10a,Both,100.45146348689956,28.01684562303145,3.58539518825498,1.842132143951962,0.5638325775883407
chr17,86753119,86755548,0,13819,Epas1,Both,47.07477881414673,13.132876618130943,3.584498673288104,1.841771358219701,0.5637472835027444
chr1,55405582,55406648,0,227120,Plcl1,Both,84.09442744509043,23.503936294360585,3.57788697143753,1.839107812118099,0.5631172170745037
chr1,45795375,45795757,0,73674,Wdr75,Both,115.86675348591746,32.680807009929026,3.5454067413547965,1.8259511479370403,0.5599953725144775
chr4,14864148,14864524,72,72519,Pip4p2,Both,79.60567590419798,22.47946190657253,3.541262519318708,1.8242637969287079,0.5595938372882163
chr8,94036620,94037114,0,68219,Nudt21,Both,69.73943115281632,19.70930968306929,3.538400495717207,1.8230973494656144,0.559316106657542
chr8,94037247,94037528,0,270086,Ogfod1,Both,69.73943115281632,19.70930968306929,3.538400495717207,1.8230973494656144,0.559316106657542
chr4,35225353,35225820,14,73205,C9orf72,Both,99.31564607996413,28.1771247416602,3.524690577570706,1.81749661302976,0.5579808241663687
chr1,50927047,50928062,0,56363,Tmeff2,Both,106.88187874648423,30.383674717787187,3.5177403569263967,1.8146490019689516,0.5573008092566254
chr14,19751168,19751591,0,18074,Nid2,Both,42.366398065368735,12.078629319277974,3.5075501487366845,1.8104637307351292,0.5563000002206225
chr11,75510203,75510808,0,280408,Rilp,Both,32.42894197151733,9.3663442918500035,3.462283785546399,1.791723979823312,0.5517990123178362
chr2,131262245,131262878,0,74450,Pank2,Both,74.84091831508269,21.780498816959422,3.4361434485057645,1.7807902658500705,0.5491579514468442
chr7,30321976,30322459,1436,68332,Sdhaf1,Both,61.8425190974258,18.01568774237646,3.4327037625080483,1.7793453601203386,0.5488081073867229
chr8,115705738,115707525,269,17132,Maf,Both,101.40274471033116,29.59950710408587,3.4258254488411284,1.776451645728219,0.548106895963625
chr8,115708035,115708273,-241,17132,Maf,Both,101.40274471033116,29.59950710408587,3.4258254488411284,1.776451645728219,0.548106895963625
chr8,18845955,18846995,0,52123,Agpat5,Both,43.1095395578977,12.63774147816867,3.411174348863535,1.7702684945621796,0.546605996084633
chr6,54816484,54817543,0,387524,Znrf2,Both,98.8020516631134,28.9892762273206,3.4082276110777325,1.7690216860355825,0.5463029188932838
chr9,35199770,35200100,0,117149,Tirap,Both,33.58328662879584,9.940540769071331,3.378416467370242,1.7563471843781504,0.5432138502801591
chr8,71272287,71273128,0,17925,Myo9b,Both,43.73695205570982,13.187816733334351,3.3164664735715927,1.7296469416279012,0.5366580483723459
chr8,3279068,3279608,0,16337,Insr,Both,62.96105124503927,18.99568383367993,3.314492481360813,1.7287879802388388,0.536446057412252
chr2,29827236,29827783,0,68205,Urm1,Both,69.80920168877957,21.07032568845737,3.3131524742886183,1.7282045990839667,0.5363020408106796
chr8,45999747,46000367,0,654824,Ankrd37,Both,29.028938417334988,8.795250133568047,3.300524484976593,1.7226953007590788,0.5349404457556797
chr14,70519795,70520605,0,12153,Bmp1,Both,44.87321256448508,13.619353627923855,3.2948122055132787,1.7201962382543714,0.5343218971407907
chr9,97018037,97019105,0,211949,Spsb4,Both,76.41928237776752,23.260576363574888,3.285356355031554,1.7160498648409257,0.5332943554036655
chr6,86849544,86849940,0,269774,Aak1,Both,31.6551181380338,9.649123307963295,3.280621163987949,1.713969005501765,0.532778089118089
chr4,70534251,70535408,0,230316,Megf9,Both,73.38734366783315,22.4765900580713,3.265056820372977,1.70710809858856,0.5310730702469045
chr9,99139555,99140498,0,74769,Pik3cb,Both,50.27852072251096,15.486667518310536,3.246568098854357,1.6989154711390244,0.5290314547082002
chr17,87974680,87975793,0,17688,Msh6,Both,49.54099212402357,15.297543991291002,3.2384931955239087,1.6953227128034438,0.5281341958712794
chr9,22388813,22389477,0,68743,Anln,Both,50.102551462816045,15.61398446998875,3.20882549608762,1.682045334407991,0.5248080487396944
chr8,40307612,40308449,0,102466237,Mir7666,Both,57.84472479592436,18.109242645096696,3.194210046745745,1.6754591854588194,0.5231521603092377
chr12,21111482,21112601,0,211914,Asap2,Both,58.66216650400396,18.4981808523588,3.1712397544498887,1.6650469532791352,0.5205262421402665
chr6,54972329,54972715,0,107607,Nod1,Both,47.228822382531625,14.923502388947677,3.1647277664195785,1.662081402677831,0.5197765347050758
chr13,94976247,94976587,0,218460,Wdr41,Both,55.32992243007781,17.543855263250197,3.153806366949434,1.6570940862484906,0.5185139066872765
chr5,114130344,114131638,0,22256,Ung,Both,77.24017544374904,24.514404275989502,3.150807768941034,1.6557217380890954,0.5181660748143377
chr4,88094496,88095069,0,230393,Focad,Both,43.03734463919429,13.678364623727658,3.146380859341769,1.653693314945234,0.5176516417940689
chr10,3973179,3973942,35,270685,Mthfd1l,Both,68.29016135723491,21.80686588825685,3.131589917926245,1.6468953039095895,0.5159248522409375
chr7,141413991,141414203,0,213350,Gatd1,Both,50.18074760352465,16.052804824218114,3.125980048534528,1.644308570413025,0.5152666817401691
chr19,46328195,46329586,8,68431,Fbxl15,Both,58.216014777068125,18.63562582482427,3.1239098340083293,1.6433528133050161,0.515023344228636
chr16,13109636,13110238,0,50505,Ercc4,Both,55.80101783112793,17.911077103457387,3.1154473574543777,1.6394393395064595,0.5140261006188387
chr4,129741279,129742829,0,20218,Khdrbs1,Both,56.86036388090442,18.386761302849017,3.092462176690897,1.6287559499844506,0.5112966440126834
chr10,34019156,34019944,0,66521,Rwdd1,Both,44.95886775178652,14.641073657403789,3.070735712681252,1.6185843500175896,0.5086883204503911
chr12,86079369,86079688,-328,21809,Tgfb3,Both,61.36398335116513,20.0132860007308,3.06616231581982,1.6164340720879897,0.508135719959138
chr1,30873108,30874026,0,213109,Phf3,Both,42.81472218884618,13.990094138169551,3.060359835037394,1.6137012939973985,0.5074328184557118
chr9,85326428,85328095,0,212943,Tent5a,Both,81.48348141362925,26.698657822810333,3.051969202137675,1.609740403801726,0.5064128328159871
chr2,33130203,33130597,11,99326,Garnl3,Both,64.53408733694447,21.29981698282528,3.0297953916214566,1.5992203687938906,0.5036968864081047
chr3,105704506,105704767,0,109050,Inka2,Both,57.6817801681945,19.058599074158195,3.026548800557224,1.5976736134813807,0.5032967190852808
chr3,105705194,105705526,0,109050,Inka2,Both,57.6817801681945,19.058599074158195,3.026548800557224,1.5976736134813807,0.5032967190852808
chr2,119972306,119972644,-55,26390,Mapkbp1,Both,28.967288200246667,9.726436898693096,2.978201421749715,1.5744413295857687,0.497260247038887
chr7,59228599,59229618,0,22215,Ube3a,Both,78.10534794624469,26.24837583543174,2.9756259372365848,1.5731931781891277,0.49693456286529336
chr19,43524343,43524983,0,14718,Got1,Both,62.01854570037256,20.919766502721966,2.9645907229558723,1.567832947024838,0.49553430864387854
chr4,99929380,99930163,0,67733,Itgb3bp,Both,125.40788630294504,42.49735673741912,2.9509573284242125,1.5611830591921922,0.49379357108934574
chr15,98001890,98002284,-3,12824,Col2a1,Both,65.46169625273,22.215852502158526,2.946620943147225,1.5590614823774918,0.49323737222022035
chr5,28070975,28071794,0,231070,Insig1,Both,117.44850792894536,39.9227469048305,2.941894459540171,1.5567454908384302,0.49262974426938283
chr4,156109831,156110384,0,230996,9430015G10Rik,Both,58.51346812739053,19.92443444894707,2.936769336029146,1.554229955878877,0.4919692191015396
chr8,27042455,27043091,0,114863,Plpbp,Both,84.57791272919208,28.82724244239049,2.933957796976799,1.5528481189560257,0.4916061373263901
chr15,58822703,58824097,0,74868,Tmem65,Both,94.060610765912,32.126331213718665,2.927835430076933,1.5498344638390251,0.49081369736490554
chr11,57801485,57802434,0,50724,Sap30l,Both,75.27363001104337,25.73453191170308,2.925004825007593,1.5484390045281056,0.490446486267407
chr4,136206183,136206663,0,230837,Asap3,Both,31.93234440726949,10.933972473913329,2.9204705319548627,1.546200827814095,0.48985715268143065
chr11,55098016,55098287,0,14667,Gm2a,Both,167.5189835336217,57.36849722374475,2.9200517991655848,1.5459939614807998,0.48980266015216517
chr13,65278714,65279062,0,170936,Zfp369,Both,61.26444386317882,20.996532544195578,2.917836253877794,1.5448989228901404,0.48951414239927943
chr10,88730607,88731150,0,104303,Arl1,Both,25.60531381140304,8.79953350657857,2.909849004184187,1.5409442917704688,0.4884712944516098
chr10,88731275,88732090,0,104303,Arl1,Both,25.60531381140304,8.79953350657857,2.909849004184187,1.5409442917704688,0.4884712944516098
chr1,88277213,88277704,0,171382,Trpm8,Both,546.5586332274507,188.37571761280685,2.9014282740563404,1.5367632645996068,0.4873672256646187
chr18,12236212,12236716,0,18145,Npc1,Both,94.90926330640978,32.73049592649488,2.899719684038825,1.5359134416217193,0.4871426251005152
chr18,74215985,74216596,0,74322,Cxxc1,Both,66.19010490914606,22.930352862861515,2.8865715806907164,1.5293570014853426,0.4854076508107018
chr9,26999270,26999714,0,66948,Acad8,Both,97.63614680065388,33.87120397706286,2.8825708961149363,1.5273560910394524,0.48487740378384736
chr4,19574983,19575450,0,66302,Rmdn1,Both,42.18199089888776,14.63656235156398,2.8819602503439223,1.5270504371687403,0.4847963732181931
chr2,77945834,77946218,0,80744,Cwc22,Both,44.37808203714901,15.415103762656685,2.878870147125157,1.5255027168890143,0.48438593607411434
chr5,110285938,110286525,0,18973,Pole,Both,36.80772704687346,12.786593910655244,2.8786185988280333,1.5253766523851835,0.48435249585913875
chr9,48834678,48836347,0,235320,Zbtb16,Both,51.93059259870108,18.059480023485847,2.8755308863359743,1.5238283339276828,0.48394166924293286
chr12,21416752,21417938,0,22630,Ywhaq,Both,89.22465835054822,31.068400547816285,2.871878074741108,1.5219945010062856,0.48345480890853487
chr8,47412402,47413926,0,71069,Stox2,Both,57.25642999995359,19.984039051995502,2.865107991982044,1.5185895182354812,0.48255003375096095
chr6,18848477,18848790,0,76522,Lsm8,Both,44.45568720657567,15.580295280510386,2.8533276427813226,1.5126454186601659,0.4809680916319889
chr15,9071022,9071985,0,68646,Nadk2,Both,94.13003681579151,33.00683592090575,2.8518346030305737,1.5118903126699688,0.48076690561260704
chr14,93890724,93891054,-45,211712,Pcdh9,Both,114.49929078353388,40.22302098897987,2.846610920022738,1.5092453163631658,0.4800617890441132
chr8,41374361,41374963,0,11886,Asah1,Both,57.06553504386866,20.052571004173043,2.845796433384678,1.5088324661334944,0.4799516733027381
chr15,13173108,13173414,261,12563,Cdh6,Both,71.51372956274315,25.145026958253137,2.84405062207622,1.5079471441304497,0.47971548852294377
chr2,127269730,127270849,0,99138,Stard7,Both,72.47642764176548,25.51144406041925,2.840937873611471,1.5063672826317651,0.4792938428552388
chr13,67060993,67061258,0,78251,Zfp712,Both,28.01231148173809,9.87891021315216,2.8355669681504203,1.503637229121027,0.47856470331309686
chr12,38778640,38779114,-266,14009,Etv1,Both,141.12169610475155,49.91361266340719,2.827318812933993,1.4994345729128213,0.477440971668933
chr3,148987630,148990644,0,99633,Adgrl2,Both,95.21193025256996,33.91770043767946,2.8071457977380514,1.4891039965940052,0.47467207555112156
chr1,52232207,52233503,0,14660,Gls,Both,54.58170592620164,19.46328046066376,2.804342568896027,1.487662594805016,0.47428498780529754
chr11,63920509,63922450,0,54710,Hs3st3b1,Both,80.74057497489879,28.819631941722943,2.801582446929467,1.4862419498324444,0.4739032947673153
chr9,95405215,95407761,0,54371,Chst2,Both,60.532886396873806,21.640270312458767,2.797233376610075,1.4840006246515522,0.47330074250388293
chr5,14514954,14515552,0,26875,Pclo,Both,40.692042165444185,14.587457107677858,2.7895226608088275,1.4800182712295908,0.4722290433346758
chr6,85332553,85333522,0,94282,Sfxn5,Both,100.94290233521984,36.21359699547008,2.7874309847720093,1.4789360851549942,0.4719375724491537
chr13,13953979,13955217,0,97884,B3galnt2,Both,81.54579543413969,29.2914822583774,2.7839422639944247,1.4771292915341097,0.47145070921649057
chr9,83440808,83441284,0,75782,Lca5,Both,37.33426289641218,13.413356216736352,2.783364751756075,1.4768299819961406,0.47137002873654027
chr16,46010395,46010642,-177,433022,Plcxd2,Both,65.2505715353335,23.486101656741003,2.778263182583357,1.4741832711059593,0.47065625041172593
chr6,83867007,83867590,0,18139,Zfp638,Both,108.9922402389206,39.46529599502876,2.7617236230193174,1.465568950425096,0.4683288299647289
chr4,107314177,107314399,0,230584,Yipf1,Both,85.44366596755764,30.98014251025096,2.7580139742509364,1.463629766689258,0.46780400134125405
chr9,88438514,88439419,0,244962,Snx14,Both,50.26219631670208,18.291235052402467,2.7478842283042217,1.4583212229443059,0.46636558704351294
chr13,14039386,14039784,0,70430,Tbce,Both,29.66861873737737,10.821450702141613,2.7416489298893927,1.4550438448099865,0.46547630804605644
chr8,10153863,10154340,0,244281,Myo16,Both,42.771424226776404,15.654719343978227,2.732174450845644,1.4500496034430785,0.4641193689253096
chr17,17838089,17838395,0,75202,Spaca6,Both,67.85884804375529,24.88884443719748,2.726476442688406,1.447037690332141,0.46329997498732806
chr19,10018130,10018402,0,74760,Rab3il1,Both,40.830820867139856,14.978752665868509,2.725915954282324,1.4467410815087454,0.46321923936546905
chr5,4756413,4758245,0,14362,Fzd1,Both,81.42607783077067,29.90560457344755,2.722769828337357,1.4450750280843687,0.4627656040466974
chr6,8258938,8259647,0,100036521,Umad1,Both,54.97156614924086,20.285486421613683,2.709896376488661,1.438237685533318,0.46090138455754986
chr7,89403437,89403742,480,72759,Tmem135,Both,50.24301960739282,18.55806142168181,2.7073420259668257,1.436877158700316,0.4605299467943138
chr6,128424605,128424922,0,101142,Itfg2,Both,26.64440956158988,9.869937383705896,2.699552036224329,1.4327200262627164,0.45939400759418697
chr13,89739366,89739817,580,13003,Vcan,Both,81.32582444700712,30.20553701965008,2.6924144534858283,1.4289005065178868,0.4583489948935993
chr1,25829845,25830680,-138,210933,Adgrb3,Both,78.3270101500708,29.1117300820116,2.690565278305798,1.4279093097830562,0.458077598096808
chr10,17723028,17724216,0,17684,Cited2,Both,88.92607048373263,33.187945560297074,2.679468975329265,1.4219471116649034,0.4564433038001018
chr1,138619152,138619864,0,59125,Nek7,Both,66.0301473493651,24.64916040588338,2.6787990447579184,1.4215863587072557,0.45634431898369454
chr6,142964031,142964549,0,20449,St8sia1,Both,61.66838034595728,23.06640740553713,2.67351474643397,1.418737634300955,0.4555622780767437
chr18,64488819,64489322,0,14151,Fech,Both,30.430792823021203,11.386209948787398,2.67260071260692,1.4182443145840717,0.45542677886691874
chr11,121387753,121388238,0,217371,Rab40b,Both,69.80845692239065,26.14015476014533,2.670544897799317,1.4171341393462888,0.4551217719202661
chr9,79759490,79759962,0,12866,Cox7a2,Both,36.43654021625185,13.652820599445048,2.6687921335268188,1.416186941445209,0.454861456520461
chr7,116504192,116504830,0,53322,Nucb2,Both,54.13083531458032,20.307115506245328,2.665609268728132,1.4144653222945134,0.4543881103034349
chr2,23039494,23040179,0,11308,Abi1,Both,70.0610860900091,26.28944053972321,2.664989617567067,1.4141299124539888,0.4542958620091094
chr12,3365111,3365428,0,16570,Kif3c,Both,56.38253702080204,21.21974234576803,2.657079247338115,1.4098412568223013,0.45311548787034245
chr1,119504422,119504997,0,64143,Ralb,Both,120.21781441343452,45.477456860331664,2.643459478893952,1.4024272120803822,0.45107115597532543
chr5,140648667,140648930,67,78339,Ttyh3,Both,84.65096925520503,32.17151613958305,2.6312396620640626,1.3957426599535863,0.44922390529762946
chr3,104511415,104512158,0,269473,Lrig2,Both,55.03618372412016,20.925332860082342,2.630122258609729,1.3951298633162204,0.4490543685528752
chr10,53629430,53630281,0,71567,Mcm9,Both,75.68534811754675,28.841993251056977,2.624137224453899,1.3918431650256307,0.44814451657487425
chr8,94917495,94918246,0,234582,Ccdc102a,Both,46.09657007001263,17.577594683636015,2.6224617702060544,1.3909217415971473,0.4478892734080572
chr10,43173158,43175099,0,109205,Sobp,Both,58.33894014275747,22.27778140077902,2.618705116691622,1.3888536119456107,0.4473161157081273
chr19,29805086,29806698,0,240613,9930021J03Rik,Both,66.1183274927336,25.314873325728808,2.6118371852777216,1.3850649660598713,0.44626518378175006
chr3,153944252,153944586,0,11364,Acadm,Both,73.79431994127016,28.37684448194246,2.6005118359170982,1.3787956042021552,0.44452342024017444
chr1,59912548,59913890,0,72750,Fam117b,Both,33.696431840055915,13.03686556419287,2.58470348368144,1.3699987845406236,0.4420737979850907
chr7,75455504,75456287,0,75547,Akap13,Both,29.62197270153496,11.476334507754814,2.5811353513195985,1.3680057964328922,0.4415178975955133
chr1,86582144,86582638,0,18582,Pde6d,Both,65.74249328702143,25.499436373318293,2.578193977487756,1.3663608128972797,0.4410588099518862
chr18,23803759,23804310,0,212307,Mapre2,Both,47.97325482553072,18.615981341852105,2.5769930655053965,1.3656886550188614,0.44087115536037014
chr10,91082300,91083380,0,11783,Apaf1,Both,86.52425036647897,33.58985569303636,2.575904200279629,1.3650789395893597,0.44070090025241615
chr18,66002319,66002746,0,70361,Lman1,Both,33.84314476439858,13.205057043761787,2.562892735127293,1.3577730987082026,0.4386583743367887
chr16,90934297,90935370,0,68001,Cfap298,Both,34.66206958434679,13.551770753113976,2.557752061765213,1.3548764219215905,0.43784727960843883
chr7,98702691,98703607,0,100040769,Gm15506,Both,51.603438282465454,20.210671846041283,2.553276737931557,1.3523499133049024,0.43713925272135
chr4,21727555,21727838,0,51813,Ccnc,Both,49.42460207333966,19.36157869434396,2.552715501849956,1.3520327594680257,0.4370503354522568
chr16,38522225,38522863,0,76916,Timmdc1,Both,45.39556247118728,17.79499238301981,2.551030171527595,1.3510799620747749,0.4367831577337366
chr6,92091214,92092551,0,22026,Nr2c2,Both,61.92472648499889,24.30527295841306,2.5477897981624675,1.3492462549654247,0.43626874370181834
chr19,32711913,32712444,0,67979,Atad1,Both,29.69161975813761,11.718605922237249,2.5337160371435257,1.3412548454097855,0.43402356641630513
chr19,60811594,60811925,0,67894,Dennd10,Both,21.7674058641155,8.609092277613795,2.5284205537809417,1.338236447847465,0.4331741442054393
chr13,105054060,105054878,52,52882,Rgs7bp,Both,56.82797938799252,22.47725977513609,2.528243209203576,1.338135253006601,0.4331456531162838
chr1,186705139,186705716,0,21808,Tgfb2,Both,64.02087574621625,25.335622452015446,2.5269115004957534,1.3373751379543588,0.4329316174452141
chr11,120713222,120714026,0,20892,Cenpx,Both,37.8425843414655,15.062761756866474,2.5123270853178488,1.3290243040571075,0.43057695043256217
chr4,49631849,49632463,0,109331,Rnf20,Both,50.170749027337,19.993404643706945,2.5093649591656004,1.3273223099212195,0.43009632133685877
chr7,29518284,29519470,0,74206,Sipa1l3,Both,64.8335433317356,25.84449679211316,2.508601496606447,1.3268833099134667,0.4299723117788044
chr15,41447161,41447729,0,170719,Oxr1,Both,44.83901877875835,17.888519818015883,2.506580714051036,1.3257206908871884,0.42964381456103234
chr8,14888714,14889037,0,26889,Cln8,Both,106.85502529867271,42.69462782427686,2.502774488126893,1.3235283032043865,0.42902404742890005
chr11,58904039,58904304,0,22698,Zfp39,Both,40.774005943817,16.306928325593553,2.500409956412369,1.3221646523254869,0.4286383523917768
chr4,11485725,11486328,0,66185,Virma,Both,55.68382272916807,22.28276324029408,2.498963980754174,1.3213301070421322,0.4284022324891393
chr11,23770520,23771541,0,19696,Rel,Both,44.08530080624789,17.64352227232966,2.4986677901264014,1.3211591009456702,0.428353842098354
chr5,33018415,33019443,0,22629,Ywhah,Both,41.02539510980157,16.45226801259459,2.4936011909358444,1.3182307491025573,0.4275248115929763
chr1,131867226,131867488,0,226422,Rab29,Both,31.64234608058396,12.698861405092725,2.491746706353861,1.3171574214679136,0.42722076708466844
chr11,60416740,60417985,0,246782,Atpaf2,Both,45.51960323217864,18.268371475039903,2.491716532826811,1.3171399512084765,0.4272158174361172
chr11,106272450,106273413,0,83796,Smarcd2,Both,64.31177552317361,25.871805055225103,2.4857861825216987,1.3137022068159607,0.4262413426192558
chr8,44937941,44938767,2494,14107,Fat1,Both,116.2862016986955,46.80073030289352,2.484709126248527,1.313076971835599,0.42606400490215224
chr8,14911444,14911810,0,234094,Arhgef10,Both,30.536516535776247,12.31002820746142,2.4806211668359373,1.310701427911505,0.4253899220471321
