"seqnames","start","end","width","strand","gene","fold_change","bm3_signal","avg_bg_signal","log2FoldChange","padj","is_higher_than_bg","peak_id","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr12",99296120,99297120,1001,"-","Gm20682",0,0,10.1143657239278,0.110454275,0.828132072,FALSE,"peak_257","Exon (ENSMUST00000176552.1/ENSMUST00000176552.1, exon 1 of 2)",12,99196686,99291389,94704,2,"71375","ENSMUST00000176959.2",-5731,"ENSMUSG00000033713","Foxn3","forkhead box N3"
"chr14",54517025,54518025,1001,"-","Prmt5",0,0,91.9757443936666,-0.025189509,0.819306492,FALSE,"peak_273","Promoter (<=1kb)",14,54507187,54517525,10339,2,"27374","ENSMUST00000023873.11",0,"ENSMUSG00000023110","Prmt5","protein arginine N-methyltransferase 5"
"chr4",141115160,141116160,1001,"+","4921514A10Rik",0,0,15.4682413991292,-0.091146291,0.813737949,FALSE,"peak_279","3' UTR",4,141103985,141111546,7562,1,"329972","ENSMUST00000181353.1",11175,"ENSMUSG00000045004","Spata21","spermatogenesis associated 21"
"chr5",122165097,122166097,1001,"+","Gm42748",0,0,47.3188706099192,-0.076823001,0.812020574,FALSE,"peak_280","Promoter (2-3kb)",5,122168936,122175265,6330,1,"434233","ENSMUST00000133568.5",-2839,"ENSMUSG00000100153","Ppp1ccb","protein phosphatase 1 catalytic subunit gamma B"
"chr17",24527438,24528438,1001,"-","Traf7",0.871864729716181,153.385262145996,175.927821046193,-0.030604616,0.79246481,FALSE,"peak_303","Promoter (<=1kb)",17,24508562,24527938,19377,2,"224619","ENSMUST00000176652.7",0,"ENSMUSG00000052752","Traf7","TNF receptor-associated factor 7"
"chr8",11636782,11637782,1001,"+","Gm45592",0,0,36.6974662202199,-0.129772482,0.790032398,FALSE,"peak_304","Promoter (1-2kb)",8,11611583,11635757,24175,2,"102334","ENSMUST00000169782.2",-1025,"ENSMUSG00000031508","Ankrd10","ankyrin repeat domain 10"
"chr18",10181545,10182545,1001,"-","Rock1",1.17290013782133,66.6892028808594,56.8583809741338,0.034795393,0.787426303,FALSE,"peak_309","Promoter (<=1kb)",18,10064401,10182045,117645,2,"19877","ENSMUST00000067947.6",0,"ENSMUSG00000024290","Rock1","Rho-associated coiled-coil containing protein kinase 1"
"chr11",59947706,59948706,1001,"+","Med9",0,0,37.6284907665253,0.045787106,0.783649993,FALSE,"peak_316","Promoter (<=1kb)",11,59946889,59948091,1203,2,"100504121","ENSMUST00000129175.7",0,"ENSMUSG00000085260","Med9os","mediator complex subunit 9, opposite strand"
"chr12",83630736,83631736,1001,"+","Rbm25",0,0,3.98907712427775,0.02923631,0.777239583,FALSE,"peak_324","Promoter (<=1kb)",12,83631236,83674417,43182,1,"67039","ENSMUST00000181983.7",0,"ENSMUSG00000010608","Rbm25","RNA binding motif protein 25"
"chr10",128337234,128338234,1001,"+","Cs",1.52418356079938,160.053925170898,105.009612547557,-0.028171379,0.770740635,FALSE,"peak_330","Promoter (<=1kb)",10,128337734,128362479,24746,1,"12974","ENSMUST00000005826.8",0,"ENSMUSG00000005683","Cs","citrate synthase"
"chr4",43492400,43493400,1001,"+","Ccdc107",0,0,80.1873529752095,-0.067896018,0.755633668,FALSE,"peak_345","Promoter (<=1kb)",4,43492783,43493063,281,2,"19782","ENSMUST00000226420.1",0,"ENSMUSG00000088088","Rmrp","RNA component of mitochondrial RNAase P"
"chr12",105031779,105032779,1001,"-","Snhg10",0.262247738234413,43.3479818725586,165.294016125361,-0.151744789,0.755146124,FALSE,"peak_346","Promoter (<=1kb)",12,105030617,105032277,1661,2,"69434","ENSMUST00000222812.1",0,"ENSMUSG00000113722","Snhg10","small nucleolar RNA host gene 10"
"chr4",107367284,107368284,1001,"+","Ndc1",1.21290720760044,90.0304238891602,74.226967508316,0.034787706,0.749623308,FALSE,"peak_358","Promoter (<=1kb)",4,107367784,107416346,48563,1,"72787","ENSMUST00000139560.7",0,"ENSMUSG00000028614","Ndc1","NDC1 transmembrane nucleoporin"
"chr5",32459328,32460328,1001,"+","Gm43312",0,0,12.7062738246918,-0.073196069,0.74211452,FALSE,"peak_366","Promoter (<=1kb)",5,32459222,32491039,31818,1,"19046","ENSMUST00000202078.1",106,"ENSMUSG00000014956","Ppp1cb","protein phosphatase 1 catalytic subunit beta"
"chr10",57532030,57533030,1001,"-","Serinc1",0,0,35.989039293925,-0.030774933,0.741071154,FALSE,"peak_370","Promoter (<=1kb)",10,57515774,57532530,16757,2,"56442","ENSMUST00000020027.10",0,"ENSMUSG00000019877","Serinc1","serine incorporator 1"
"chr7",30551678,30552678,1001,"+","Hspb6",0.940680407257331,118.706596435547,126.192270530701,-0.110954575,0.733871707,FALSE,"peak_381","Promoter (<=1kb)",7,30552178,30555440,3263,1,"243912","ENSMUST00000126989.7",0,"ENSMUSG00000036854","Hspb6","heat shock protein, alpha-crystallin-related, B6"
"chr17",71182060,71183060,1001,"+","Lpin2",0,0,9.45810980161031,-0.047394382,0.72885945,FALSE,"peak_386","Promoter (<=1kb)",17,71182560,71235119,52560,1,"64898","ENSMUST00000142842.7",0,"ENSMUSG00000024052","Lpin2","lipin 2"
"chr1",136130889,136131889,1001,"+","Kif21b",0,0,89.243051044782,-0.043506198,0.725175606,FALSE,"peak_388","Promoter (<=1kb)",1,136131389,136177998,46610,1,"16565","ENSMUST00000075164.10",0,"ENSMUSG00000041642","Kif21b","kinesin family member 21B"
"chr7",125707388,125708388,1001,"+","D430042O09Rik",0,0,65.0060888563792,0.056985256,0.721537186,FALSE,"peak_391","Promoter (<=1kb)",7,125640954,125707677,66724,2,"233863","ENSMUST00000205659.1",0,"ENSMUSG00000032777","Gtf3c1","general transcription factor III C 1"
"chr5",144223115,144224115,1001,"-","Tecpr1",0,0,77.8388341315587,-0.052910292,0.71252586,FALSE,"peak_403","Promoter (<=1kb)",5,144194442,144223615,29174,2,"70381","ENSMUST00000085701.6",0,"ENSMUSG00000066621","Tecpr1","tectonin beta-propeller repeat containing 1"
"chr7",127572840,127573840,1001,"+","Phkg2",0,0,49.5377091852824,0.086761813,0.707597883,FALSE,"peak_409","Promoter (<=1kb)",7,127573340,127578621,5282,1,"68961","ENSMUST00000129457.1",0,"ENSMUSG00000030815","Phkg2","phosphorylase kinase, gamma 2 (testis)"
"chr7",30729079,30730079,1001,"+","Tmem147os",0.666466863613742,32.6776585693359,49.031182723999,-0.136398456,0.706871006,FALSE,"peak_410","Promoter (<=1kb)",7,30727701,30729321,1621,2,"69804","ENSMUST00000209065.1",0,"ENSMUSG00000006315","Tmem147","transmembrane protein 147"
"chr7",30734239,30735239,1001,"+","Tmem147os",0,0,31.8966423749924,-0.136398456,0.706871006,FALSE,"peak_411","Promoter (<=1kb)",7,30734739,30756126,21388,1,"282619","ENSMUST00000182488.1",0,"ENSMUSG00000046056","Sbsn","suprabasin"
"chr7",4995658,4996658,1001,"-","Zfp579",0,0,31.092046034495,0.099232593,0.706602899,FALSE,"peak_412","Promoter (<=1kb)",7,4983483,4996055,12573,2,"68490","ENSMUST00000159754.1",0,"ENSMUSG00000051550","Zfp579","zinc finger protein 579"
"chr10",43362510,43363510,1001,"+","Gm47857",0,0,14.1167990461985,0.165475497,0.705822374,FALSE,"peak_413","Exon (ENSMUST00000213353.1/ENSMUST00000213353.1, exon 1 of 1)",10,43393921,43440248,46328,1,"71365","ENSMUST00000162008.1",-30411,"ENSMUSG00000038240","Pdss2","prenyl (solanesyl) diphosphate synthase, subunit 2"
"chr12",102468635,102469635,1001,"+","Golga5",0.718450961318217,46.6824420166016,64.9765182733536,0.053807241,0.70512948,FALSE,"peak_416","Promoter (<=1kb)",12,102469135,102497905,28771,1,"27277","ENSMUST00000179218.8",0,"ENSMUSG00000021192","Golga5","golgin A5"
"chrX",160994204,160995204,1001,"-","Cdkl5",0,0,44.6595320746104,0.044177536,0.703397668,FALSE,"peak_418","Promoter (<=1kb)",20,160784308,160994704,210397,2,"382253","ENSMUST00000087104.10",0,"ENSMUSG00000031292","Cdkl5","cyclin dependent kinase like 5"
"chr13",3610608,3611608,1001,"-","Tasor2",0.89256121273804,66.6892028808594,74.7166714496613,-0.041199483,0.68659452,FALSE,"peak_435","Promoter (<=1kb)",13,3566035,3611108,45074,2,"105203","ENSMUST00000096069.4",0,"ENSMUSG00000033799","Tasor2","transcription activation suppressor family member 2"
"chr7",16959179,16960179,1001,"+","Pnmal1",0,0,36.7050863720576,0.14848422,0.678710987,FALSE,"peak_448","Promoter (<=1kb)",7,16959679,16964607,4929,1,"71691","ENSMUST00000038163.7",0,"ENSMUSG00000041141","Pnma8a","PNMA family member 8A"
"chr5",130222565,130223565,1001,"-","Gm6598",0,0,48.2751703246435,-0.196674467,0.675476085,FALSE,"peak_453","Promoter (1-2kb)",5,130222335,130243666,21332,1,"71667","ENSMUST00000111298.5",1230,"ENSMUSG00000053094","Tmem248","transmembrane protein 248"
"chr8",25754096,25755096,1001,"-","Ddhd2",0,0,57.8311289831797,0.059417783,0.672071182,FALSE,"peak_457","Promoter (<=1kb)",8,25754480,25769704,15225,1,"100503003","ENSMUST00000167899.2",0,"ENSMUSG00000091514","Gm17484","predicted gene, 17484"
"chr11",108181350,108182350,1001,"+","Gm11655",0,0,18.7119384002686,0.160106185,0.663629949,FALSE,"peak_469","Exon (ENSMUST00000153899.1/ENSMUST00000153899.1, exon 1 of 5)",11,108343354,108395905,52552,1,"11818","ENSMUST00000133383.7",-161004,"ENSMUSG00000000049","Apoh","apolipoprotein H"
"chr18",31803590,31804590,1001,"+","Wdr33",0,0,45.0925733470917,0.045887158,0.649222431,FALSE,"peak_490","Promoter (<=1kb)",18,31804090,31828852,24763,1,"74320","ENSMUST00000234302.1",0,"ENSMUSG00000024400","Wdr33","WD repeat domain 33"
"chr6",81923169,81924169,1001,"+","Gcfc2",0,0,21.6564571463267,-0.085252529,0.635419748,FALSE,"peak_506","Promoter (<=1kb)",6,81923669,81959915,36247,1,"330361","ENSMUST00000043195.10",0,"ENSMUSG00000035125","Gcfc2","GC-rich sequence DNA binding factor 2"
"chr7",24111814,24112814,1001,"+","Zfp112",0.770080784638035,66.6892028808594,86.6002687136332,-0.171026562,0.621959256,FALSE,"peak_522","Promoter (<=1kb)",7,24112314,24127952,15639,1,"57745","ENSMUST00000120006.7",0,"ENSMUSG00000052675","Zfp112","zinc finger protein 112"
"chr9",20606958,20607958,1001,"+","Fbxl12os",1.69466721361827,90.0304238891602,53.1257247238159,0.150717337,0.617540175,FALSE,"peak_528","Promoter (<=1kb)",9,20607481,20617271,9791,1,"66662","ENSMUST00000136376.1",0,"ENSMUSG00000062470","Fbxl12os","F-box and leucine-rich repeat protein 12, opposite strand"
"chr8",45998803,45999803,1001,"+","Lrp2bp",1.5010838378047,31.0104793395996,20.65872575442,0.112265151,0.616663016,FALSE,"peak_531","Promoter (<=1kb)",8,45996914,45999566,2653,2,"654824","ENSMUST00000131008.1",0,"ENSMUSG00000050914","Ankrd37","ankyrin repeat domain 37"
"chr16",52453574,52454574,1001,"-","Alcam",0,0,10.9759161103566,-0.117663065,0.614701044,FALSE,"peak_534","Promoter (<=1kb)",16,52248996,52454074,205079,2,"11658","ENSMUST00000023312.13",0,"ENSMUSG00000022636","Alcam","activated leukocyte cell adhesion molecule"
"chr18",7626366,7627366,1001,"-","Mpp7",1.27570934020756,96.6993441772461,75.8004516620636,-0.076394993,0.613808336,FALSE,"peak_537","Promoter (<=1kb)",18,7347959,7626866,278908,2,"75739","ENSMUST00000115869.3",0,"ENSMUSG00000057440","Mpp7","membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)"
"chr7",105639556,105640556,1001,"+","Timm10b",1.09416034412032,64.02153515625,58.5120229409536,-0.135783774,0.600098034,FALSE,"peak_553","Promoter (<=1kb)",7,105640056,105643637,3582,1,"14356","ENSMUST00000106783.7",0,"ENSMUSG00000089847","Timm10b","translocase of inner mitochondrial membrane 10B"
"chr8",94098428,94099428,1001,"-","Bbs2",0.652495791249386,34.6783315429687,53.1472110748291,0.093603968,0.584655602,FALSE,"peak_570","Promoter (<=1kb)",8,94067954,94098928,30975,2,"67378","ENSMUST00000034206.5",0,"ENSMUSG00000031755","Bbs2","Bardet-Biedl syndrome 2"
"chr13",8869841,8870841,1001,"+","Gm48374",0,0,36.9254344793956,-0.241630276,0.565841893,FALSE,"peak_600","Promoter (<=1kb)",13,8852669,8870979,18311,2,"207615","ENSMUST00000164183.8",138,"ENSMUSG00000021147","Wdr37","WD repeat domain 37"
"chr18",88971290,88972290,1001,"+","Rttn",0,0,56.6685304991404,-0.068213346,0.565523949,FALSE,"peak_601","Promoter (<=1kb)",18,88972030,88972110,81,1,"102466633","ENSMUST00000183668.1",0,"ENSMUSG00000098676","Mir6359","microRNA 6359"
"chr8",95489539,95490539,1001,"-","Csnk2a2",0,0,31.0376405035655,0.064081157,0.548871647,FALSE,"peak_618","Promoter (<=1kb)",8,95461593,95490039,28447,2,"13000","ENSMUST00000212615.1",0,"ENSMUSG00000046707","Csnk2a2","casein kinase 2, alpha prime polypeptide"
"chr5",43661846,43662846,1001,"+","Cc2d2a",0,0,79.8592580865224,-0.072642177,0.546408675,FALSE,"peak_623","Promoter (<=1kb)",5,43662346,43740972,78627,1,"231214","ENSMUST00000048150.14",0,"ENSMUSG00000039765","Cc2d2a","coiled-coil and C2 domain containing 2A"
"chr17",24886143,24887143,1001,"+","Spsb3",1.72265679395222,233.412344360352,135.495558476766,-0.192953433,0.542376669,FALSE,"peak_627","Promoter (<=1kb)",17,24882611,24886339,3729,2,"26426","ENSMUST00000234579.1",0,"ENSMUSG00000039183","Nubp2","nucleotide binding protein 2"
"chr15",98566824,98567824,1001,"+","9330020H09Rik",0,0,47.8925512752533,-0.204364966,0.541762622,FALSE,"peak_628","Promoter (<=1kb)",15,98567324,98569583,2260,1,"100048895","ENSMUST00000163781.1",0,NA,"9330020H09Rik","RIKEN cDNA 9330020H09 gene"
"chr11",87086274,87087274,1001,"-","Smg8",0,0,35.143289914449,0.078256896,0.535502158,FALSE,"peak_635","Promoter (<=1kb)",11,87077732,87086774,9043,2,"74133","ENSMUST00000020801.13",0,"ENSMUSG00000020495","Smg8","SMG8 nonsense mediated mRNA decay factor"
"chr7",142373253,142374253,1001,"-","Ifitm10",0,0,55.2264478645325,0.254649081,0.532788147,FALSE,"peak_639","Promoter (<=1kb)",7,142355922,142373753,17832,2,"320802","ENSMUST00000105988.1",0,"ENSMUSG00000045777","Ifitm10","interferon induced transmembrane protein 10"
"chr16",38892171,38893171,1001,"+","Igsf11",0,0,24.5241377150218,-0.092517515,0.527012844,FALSE,"peak_646","Exon (ENSMUST00000210186.1/ENSMUST00000210186.1, exon 1 of 2)",16,38901471,39025361,123891,1,"207683","ENSMUST00000114706.7",-8300,"ENSMUSG00000022790","Igsf11","immunoglobulin superfamily, member 11"
"chr2",181314000,181315000,1001,"-","Stmn3",0,0,71.3533034070333,-0.216839451,0.520752579,FALSE,"peak_654","Promoter (<=1kb)",2,181306459,181314500,8042,2,"20262","ENSMUST00000103045.3",0,"ENSMUSG00000027581","Stmn3","stathmin-like 3"
"chr9",107567915,107568915,1001,"-","Gm9917",1.19253771856848,76.6924639892578,64.3103046512604,-0.153312199,0.520513109,FALSE,"peak_655","Promoter (<=1kb)",9,107567945,107570394,2450,1,"15587","ENSMUST00000192887.5",0,"ENSMUSG00000010047","Hyal2","hyaluronoglucosaminidase 2"
"chr6",30509283,30510283,1001,"-","Tmem209",0.647943828374944,57.6861604919434,89.0295701042811,0.061263459,0.51314388,FALSE,"peak_668","Promoter (<=1kb)",6,30479053,30509704,30652,2,"72649","ENSMUST00000151187.7",0,"ENSMUSG00000029782","Tmem209","transmembrane protein 209"
"chr15",89476925,89477925,1001,"-","Arsa",0,0,17.364373366038,-0.177098709,0.498240799,FALSE,"peak_687","Promoter (<=1kb)",15,89477739,89484782,7044,1,"100532730","ENSMUST00000168835.1",0,NA,"C230037L18Rik","RIKEN cDNA C230037L18 gene"
"chr11",113648669,113649669,1001,"+","Cog1",0,0,38.6127388722102,0.090156697,0.496547811,FALSE,"peak_692","Promoter (<=1kb)",11,113649169,113662947,13779,1,"16834","ENSMUST00000018805.14",0,"ENSMUSG00000018661","Cog1","component of oligomeric golgi complex 1"
"chr18",82910163,82911163,1001,"+","Zfp516",0.0208809010874373,1.00033804321289,47.9068426704407,0.078257467,0.494012203,FALSE,"peak_701","Promoter (<=1kb)",18,82910663,82955958,45296,1,"329003","ENSMUST00000235793.1",0,"ENSMUSG00000058881","Zfp516","zinc finger protein 516"
"chr9",20384677,20385677,1001,"-","Zfp560",0,0,39.9496443532308,-0.147065767,0.492718022,FALSE,"peak_702","Promoter (<=1kb)",9,20345136,20385177,40042,2,"434377","ENSMUST00000068079.13",0,"ENSMUSG00000045519","Zfp560","zinc finger protein 560"
"chr3",154596604,154597604,1001,"-","Tyw3",1.15098591843122,80.0270434570313,69.5291247056325,-0.141660568,0.490173356,FALSE,"peak_705","Promoter (<=1kb)",3,154596711,154623180,26470,1,"12972","ENSMUST00000192462.5",0,"ENSMUSG00000028199","Cryz","crystallin, zeta"
"chr15",85831806,85832806,1001,"+","Ttc38",0,0,38.1407817637126,0.23870106,0.486083566,FALSE,"peak_714","Promoter (<=1kb)",15,85832306,85858822,26517,1,"239570","ENSMUST00000146088.7",0,"ENSMUSG00000035944","Ttc38","tetratricopeptide repeat domain 38"
"chr7",27928960,27929960,1001,"-","Zfp974",0,0,26.1468877760569,-0.140560788,0.476465129,FALSE,"peak_732","Promoter (<=1kb)",7,27907392,27929430,22039,2,"73430","ENSMUST00000098639.8",0,"ENSMUSG00000070709","Zfp974","zinc finger protein 974"
"chr11",75630488,75631488,1001,"+","Inpp5k",0,0,101.964765640895,0.140660827,0.469343055,FALSE,"peak_738","Promoter (<=1kb)",11,75630988,75648871,17884,1,"19062","ENSMUST00000006286.8",0,"ENSMUSG00000006127","Inpp5k","inositol polyphosphate 5-phosphatase K"
"chr7",63916357,63917357,1001,"+","E030018B13Rik",1.51119368208315,39.6801307983398,26.2574753115972,0.335173781,0.463753294,FALSE,"peak_747","Promoter (<=1kb)",7,63916857,63920539,3683,1,"381994","ENSMUST00000177638.1",0,"ENSMUSG00000095061","E030018B13Rik","RIKEN cDNA E030018B13 gene"
"chr1",177442770,177443770,1001,"-","Gm26801",0.329177859096888,13.3378405761719,40.5186442756653,0.26480996,0.460219082,FALSE,"peak_751","Promoter (<=1kb)",1,177443216,177447096,3881,1,"30928","ENSMUST00000192699.1",0,"ENSMUSG00000063659","Zbtb18","zinc finger and BTB domain containing 18"
"chr9",118925953,118926953,1001,"+","Ctdspl",0.843320790440103,32.3442633972168,38.3534519294103,0.123665389,0.452591658,FALSE,"peak_762","Promoter (<=1kb)",9,118926453,119043998,117546,1,"69274","ENSMUST00000073109.11",0,"ENSMUSG00000047409","Ctdspl","CTD small phosphatase like"
