gene,enrichment_score,log2FoldChange,padj,exo_peaks,endo_peaks,num_exo_peaks,num_endo_peaks
Ddb2,0.6852559225654552,0.585635161,0.03437331,chr2:91238633-91238884;chr2:91236739-91237536;chr2:91236739-91237536;chr2:91235564-91235950;chr2:91237047-91237263,chr2:91236489-91236672;chr2:91236826-91237998;chr2:91236826-91237998;chr2:91236999-91237766;chr2:91236999-91237766;chr2:91235519-91235777;chr2:91236811-91237612,5,7
Gcnt7,2.400166380557874,0.609502465,0.033583229,chr2:172456205-172456602;chr2:172458635-172458856,chr2:172457796-172458153,2,1
Clec2l,1.0364927091058027,0.636654928,0.032983677,chr6:38663473-38663809;chr6:38663376-38663698,chr6:38663145-38663439;chr6:38661775-38662032;chr6:38662632-38663023,2,3
Bmyc,5.381951667575159,0.64116276,0.032693157,chr2:25706623-25707012;chr2:25707290-25707485;chr2:25708320-25708819;chr2:25704779-25704990;chr2:25706984-25707304;chr2:25708054-25708329;chr2:25704628-25705206;chr2:25706574-25707017;chr2:25708049-25709109,chr2:25706694-25706838;chr2:25706366-25706845;chr2:25708688-25709059,9,3
Ccdc74a,4.490621319616572,0.689667783,0.032430572,chr16:17646379-17646915;chr16:17647379-17647810;chr16:17645212-17645550;chr16:17646193-17646717;chr16:17645418-17645658;chr16:17646073-17646617;chr16:17646073-17646617;chr16:17646959-17647862,chr16:17646145-17646935;chr16:17647561-17648083;chr16:17645073-17645433;chr16:17646418-17646640;chr16:17647137-17647420,8,5
Rassf4,10.078649406071982,0.513517291,0.032244977,chr6:116673884-116674419;chr6:116673383-116674194;chr6:116673383-116674194;chr6:116673407-116674216;chr6:116673407-116674216,chr6:116673455-116674131;chr6:116673626-116673898;chr6:116674212-116674418,5,3
Gm15952,5.657282781059059,0.847030909,0.032045135,chr3:35932041-35932520;chr3:35933301-35934188;chr3:35931667-35932016;chr3:35932785-35933618;chr3:35932785-35933618;chr3:35932785-35933618;chr3:35934552-35934764;chr3:35931859-35933672;chr3:35931859-35933672;chr3:35931859-35933672,chr3:35932163-35932357;chr3:35933517-35933663;chr3:35932655-35933584;chr3:35934559-35934793;chr3:35931393-35931737;chr3:35932757-35934101,10,6
Slc2a4rg-ps,1.6089601138815244,0.595819896,0.031913924,chr2:181382206-181382913;chr2:181383919-181385542;chr2:181386172-181386601;chr2:181384055-181384327;chr2:181384535-181385511;chr2:181384535-181385511;chr2:181382283-181383272;chr2:181382283-181383272;chr2:181384146-181384400;chr2:181384659-181385559;chr2:181384659-181385559;chr2:181386223-181386404,chr2:181382864-181383049;chr2:181384913-181385530;chr2:181382565-181382926;chr2:181384728-181385361;chr2:181386164-181386588;chr2:181382556-181382913;chr2:181384080-181385611;chr2:181384080-181385611,12,8
Macrod1,1.5424718557864971,0.566289769,0.030952718,chr19:7056139-7057042;chr19:7057743-7058569;chr19:7054902-7055108;chr19:7055355-7055570;chr19:7056111-7057032;chr19:7056111-7057032;chr19:7057550-7058652;chr19:7056201-7056917;chr19:7057602-7058614;chr19:7057602-7058614,chr19:7054565-7055108;chr19:7056680-7056973;chr19:7057742-7058402;chr19:7057742-7058402;chr19:7056335-7056973;chr19:7056335-7056973;chr19:7057648-7058397;chr19:7057648-7058397;chr19:7055059-7055614;chr19:7056691-7056932;chr19:7057550-7058614;chr19:7057550-7058614,10,12
Vil1,3.0460473282773357,0.671927013,0.029946875,chr1:74407093-74407938;chr1:74408343-74408567,chr1:74407386-74407683;chr1:74409196-74409518;chr1:74408192-74408498,2,3
Gm37960,9.248598674008868,0.587122374,0.029835064,chr1:177037617-177038092;chr1:177038556-177038776;chr1:177038112-177038610,chr1:177038083-177038253;chr1:177038434-177038638,3,2
Grk4,0.7162651549248679,0.509810462,0.029722419,chr5:34660093-34660324;chr5:34660093-34660495;chr5:34659404-34659647;chr5:34660236-34660450;chr5:34660996-34661480,chr5:34660039-34660494;chr5:34661243-34661503;chr5:34659159-34659647;chr5:34660070-34660523;chr5:34660075-34660433;chr5:34661008-34661503,5,6
Gm14634,0.6335034374746474,0.75328814,0.029358143,chrX:12761504-12762471;chrX:12761771-12762526;chrX:12761771-12762526;chrX:12761700-12762622;chrX:12761700-12762622;chrX:12761700-12762622,chrX:12761618-12762327;chrX:12761618-12762327;chrX:12761618-12762327;chrX:12761270-12762411;chrX:12761270-12762411;chrX:12761270-12762411;chrX:12761705-12762636;chrX:12761705-12762636,6,8
Gm38365,2.718463868711274,0.505584743,0.029271234,chr1:87896960-87897217;chr1:87895799-87896107;chr1:87898296-87898484,chr1:87899528-87899780;chr1:87898229-87898661,3,2
Gm44510,1.1697977595901083,0.606111628,0.029175606,chr7:56019279-56020089;chr7:56017893-56018085;chr7:56018985-56019881;chr7:56015418-56015763;chr7:56016956-56017142;chr7:56019150-56019818,chr7:56018763-56018969;chr7:56019198-56019849;chr7:56018742-56019867;chr7:56018742-56019867;chr7:56018688-56019213,6,5
1700040D17Rik,5.533848214356111,0.514338302,0.029057986,chr3:94410683-94410983;chr3:94412293-94412492;chr3:94412790-94413254;chr3:94412822-94413203;chr3:94414778-94415003;chr3:94412667-94413279;chr3:94413492-94413993,chr3:94412898-94413210;chr3:94413837-94414037;chr3:94412980-94413628,7,3
Gm3896,1.5259063568081384,0.536284571,0.029053163,chr9:37015802-37017230,chr9:37016217-37017161;chr9:37015739-37016013,1,2
Hecw2,0.4044606509771855,0.644870363,0.028991949,chr1:54195003-54195228;chr1:54196294-54196841,chr1:54195028-54195728;chr1:54196931-54197115;chr1:54195342-54195584;chr1:54193008-54193376;chr1:54195110-54195499,2,5
Slc2a6,6.499689431794301,0.667826498,0.028712193,chr2:27027755-27028419;chr2:27027755-27028419;chr2:27026850-27027366;chr2:27027753-27028092,chr2:27027769-27028032;chr2:27027487-27028247,4,2
Gm44916,5.350407854264469,0.548298149,0.028109669,chr7:82714584-82714795;chr7:82713636-82714056;chr7:82715801-82716006;chr7:82716212-82716583;chr7:82714675-82714868;chr7:82715203-82715518;chr7:82717319-82717603,chr7:82716223-82716393;chr7:82716475-82716734,7,2
Cubn,1.912770799646821,0.612675995,0.027358726,chr2:13490939-13491191;chr2:13489762-13490123,chr2:13490809-13491192;chr2:13492882-13493110,2,2
Pacrg,0.6856637851818704,0.561222781,0.026545913,chr17:10840747-10841105;chr17:10841387-10841672;chr17:10838561-10838750;chr17:10840032-10840325;chr17:10840836-10841354;chr17:10840136-10840560;chr17:10840833-10841129,chr17:10840076-10840437;chr17:10840684-10841363;chr17:10840187-10841418;chr17:10840187-10841418;chr17:10840072-10841115;chr17:10840072-10841115;chr17:10842264-10842754,7,7
Iqcg,2.1212083955428245,0.505064034,0.02536455,chr16:33055994-33056489;chr16:33058174-33058639;chr16:33056410-33057386,chr16:33056152-33056460;chr16:33056020-33056768;chr16:33055842-33056467,3,3
Ccdc151,1.895541128713939,0.768875246,0.02486947,chr9:22000383-22000897;chr9:22002350-22002937;chr9:22002607-22002891;chr9:22000772-22000958;chr9:22002655-22003251;chr9:22002655-22003251,chr9:22002519-22002971;chr9:22003685-22003879;chr9:22002584-22002940;chr9:22004415-22004680;chr9:22002609-22002884;chr9:22003524-22003787,6,6
Zmiz1os1,3.513998603723567,0.546586564,0.024043441,chr14:25458318-25459530;chr14:25460567-25460852;chr14:25461103-25462100;chr14:25461103-25462100;chr14:25461103-25462100;chr14:25458751-25459456;chr14:25458751-25459456;chr14:25460365-25462321;chr14:25460365-25462321;chr14:25460365-25462321;chr14:25459250-25459853;chr14:25460427-25461097;chr14:25460427-25461097;chr14:25461374-25461901;chr14:25461374-25461901;chr14:25463069-25463298,chr14:25459118-25459705;chr14:25460520-25460784;chr14:25461135-25461685;chr14:25461135-25461685;chr14:25462961-25463304;chr14:25459137-25459651;chr14:25460434-25460747;chr14:25461118-25461877;chr14:25461118-25461877;chr14:25462946-25463165;chr14:25458480-25459709;chr14:25461182-25462088,16,12
Gm43721,1.5032900731856453,0.719328745,0.023725797,chr5:64233414-64233626;chr5:64234579-64234824;chr5:64235016-64235765;chr5:64232191-64232393,chr5:64235221-64235373;chr5:64235524-64235743;chr5:64234569-64235238,4,3
Svip,2.90156593523527,0.593599985,0.023695298,chr7:52006046-52006616;chr7:52003822-52004047;chr7:52005533-52005928;chr7:52006139-52006480;chr7:52004897-52005333;chr7:52005873-52006637,chr7:52005945-52006364;chr7:52005717-52006621;chr7:52006617-52006910,6,3
Srsf12,5.976916687572202,0.515498391,0.022977271,chr4:33208975-33209175;chr4:33208725-33209324;chr4:33207047-33207263;chr4:33207823-33208194;chr4:33210479-33211182,chr4:33208953-33209247;chr4:33209551-33209923,5,2
Atg10,2.309459367731001,0.530140394,0.022972761,chr13:91224031-91224244;chr13:91225795-91226032;chr13:91222807-91223426;chr13:91224024-91224313;chr13:91225016-91225277;chr13:91225484-91226134;chr13:91222375-91222702;chr13:91224018-91224503,chr13:91223066-91223668;chr13:91223978-91224177;chr13:91224327-91224504;chr13:91224015-91224304;chr13:91223826-91224032;chr13:91224302-91224657,8,6
6330403K07Rik,1.105398784368777,0.535408408,0.021937369,chr11:71032596-71032981;chr11:71033459-71033669;chr11:71033921-71034247;chr11:71035306-71035548;chr11:71032085-71032429;chr11:71032006-71032240;chr11:71033273-71033966;chr11:71033273-71033966,chr11:71032280-71032458;chr11:71033447-71033754;chr11:71031665-71032042;chr11:71033575-71034256;chr11:71033575-71034256;chr11:71033144-71033981;chr11:71033144-71033981;chr11:71035069-71035449,8,8
Gm10277,1.8379919068399775,0.593190307,0.021706839,chr11:77786058-77786795;chr11:77786058-77786795;chr11:77785958-77786804;chr11:77787883-77788518;chr11:77786192-77786810;chr11:77786192-77786810;chr11:77786192-77786810;chr11:77786993-77787181;chr11:77787717-77788292,chr11:77786250-77786556;chr11:77787912-77788292;chr11:77788519-77788895;chr11:77785966-77787181;chr11:77785966-77787181;chr11:77786232-77786953;chr11:77789388-77789605,9,7
Gm43457,2.4669908698380887,0.572423827,0.021591147,chr5:34487159-34487530,chr5:34487227-34487577;chr5:34486352-34486569,1,2
Gm17334,2.638704190016784,0.746391547,0.021413477,chr11:53772790-53773028;chr11:53774736-53774959;chr11:53771256-53771455;chr11:53771982-53772344;chr11:53774749-53774936,chr11:53771013-53771227;chr11:53773176-53773427;chr11:53772822-53773166,5,3
Slc8a2,31.03199329277657,0.754300406,0.021394212,chr7:16130640-16130820;chr7:16131303-16131625;chr7:16129488-16129959;chr7:16130959-16131724;chr7:16127304-16127867;chr7:16128945-16129179;chr7:16129713-16130032;chr7:16130293-16130682,chr7:16130043-16130273;chr7:16130908-16131163,8,2
C79130,3.215874352906578,0.550282802,0.02117367,chr5:29278041-29278535;chr5:29280623-29280826;chr5:29278008-29278441;chr5:29278809-29279330,chr5:29278003-29278432;chr5:29278075-29278441,4,2
Efna3,0.6369041500497531,0.608559344,0.021095685,chr3:89320824-89321083;chr3:89321826-89322069;chr3:89322443-89322769;chr3:89323704-89323955;chr3:89320725-89321174;chr3:89320623-89320967;chr3:89321545-89321790;chr3:89322205-89322473;chr3:89322704-89323065,chr3:89321993-89322671;chr3:89322863-89323278;chr3:89324642-89324825;chr3:89321584-89322171;chr3:89323717-89324695;chr3:89321920-89322350,9,6
1700086L19Rik,1.0975420060817553,0.882646278,0.020724368,chr12:74283949-74284240;chr12:74285905-74286185;chr12:74282484-74282911;chr12:74283912-74284912,chr12:74284010-74284296;chr12:74284565-74284804;chr12:74285997-74286362;chr12:74283755-74284225;chr12:74284717-74285006;chr12:74285827-74286125,4,6
Gm38200,10.674655885746242,0.803082633,0.019990652,chr3:51558310-51558714;chr3:51559798-51560086;chr3:51561344-51561891;chr3:51559705-51560050;chr3:51560929-51561707;chr3:51558675-51559045;chr3:51559490-51561841;chr3:51559490-51561841;chr3:51559490-51561841;chr3:51559490-51561841;chr3:51559490-51561841,chr3:51559695-51560376;chr3:51561337-51562078;chr3:51559453-51559664;chr3:51561181-51561613;chr3:51558433-51558839;chr3:51561452-51561828,11,6
Orm2,0.992290629807243,0.839608519,0.019659308,chr4:63362883-63363148;chr4:63361652-63362461;chr4:63363626-63364071,chr4:63362252-63362407;chr4:63361748-63362402;chr4:63361748-63362402;chr4:63362785-63363310;chr4:63361862-63363040,3,5
Fmo5,0.5406832100024404,0.828322045,0.019273733,chr3:97629508-97629741;chr3:97628631-97628871,chr3:97627359-97627594;chr3:97627454-97627699;chr3:97628761-97629301,2,3
Agt,0.8834128067061184,0.518547588,0.018722095,chr8:124568374-124568647;chr8:124569191-124570008;chr8:124569191-124570008;chr8:124569191-124570008;chr8:124569308-124570237;chr8:124569308-124570237;chr8:124569308-124570237;chr8:124569308-124570237;chr8:124571365-124571594;chr8:124567664-124568176;chr8:124568852-124570200;chr8:124568852-124570200;chr8:124568852-124570200;chr8:124568852-124570200,chr8:124567695-124567915;chr8:124568844-124569465;chr8:124568844-124569465;chr8:124568844-124569465;chr8:124569690-124569972;chr8:124569690-124569972;chr8:124571216-124571597;chr8:124567499-124568684;chr8:124569256-124570265;chr8:124569256-124570265;chr8:124569256-124570265;chr8:124571012-124571997;chr8:124567566-124568105;chr8:124568355-124570203;chr8:124568355-124570203;chr8:124568355-124570203;chr8:124568355-124570203,14,17
Smad9,2.1765165075383086,0.74383622,0.018674543,chr3:54753472-54753812;chr3:54755793-54756591;chr3:54755267-54755583;chr3:54755888-54756255;chr3:54753571-54753953;chr3:54754598-54755573;chr3:54754598-54755573;chr3:54755931-54756310,chr3:54753714-54753887;chr3:54755425-54755604;chr3:54755796-54756235;chr3:54757363-54757637;chr3:54753565-54753835;chr3:54754776-54756220;chr3:54753253-54753685;chr3:54754569-54755166;chr3:54756202-54756429,8,9
Gm42480,0.1629886859763479,0.685399817,0.018163001,chr5:57794163-57794410,chr5:57791235-57791639;chr5:57791773-57792130,1,2
Gm13563,11.810122743310899,0.708668888,0.01811808,chr2:26380428-26380720;chr2:26381823-26382117;chr2:26380449-26380746;chr2:26380029-26380927,chr2:26380691-26380900;chr2:26380597-26380900,4,2
Pcdhb9,10.525697644508021,0.718094685,0.018023957,chr18:37400857-37401084;chr18:37400812-37401051;chr18:37402459-37402708;chr18:37400889-37401075;chr18:37401948-37402410,chr18:37401641-37401957,5,1
Six3os1,2.518820679245245,0.775387896,0.017856637,chr17:85616782-85617355;chr17:85618228-85618698;chr17:85619450-85619741;chr17:85620150-85621263;chr17:85620150-85621263;chr17:85616096-85616664;chr17:85618553-85618842;chr17:85619805-85620240;chr17:85616975-85617586;chr17:85618078-85618440;chr17:85619915-85620363,chr17:85617266-85617541;chr17:85619980-85620204;chr17:85617797-85618033;chr17:85618242-85618456;chr17:85619643-85621243;chr17:85619643-85621243;chr17:85617295-85617531;chr17:85618076-85618322;chr17:85619980-85620424,11,9
Gjc1,10.899730819818284,0.500388002,0.017711019,chr11:102818859-102819045;chr11:102819342-102819729,chr11:102821077-102821230,2,1
Gm38012,4.110154517392216,0.634903645,0.017264646,chr1:61679109-61679335,chr1:61678517-61678874,1,1
Angptl2,3.559742841352278,0.536660648,0.017059352,chr2:33215314-33216331;chr2:33215314-33216331;chr2:33217469-33217710;chr2:33215230-33216049;chr2:33215230-33216049;chr2:33216367-33216658;chr2:33215692-33216151;chr2:33215692-33216151,chr2:33215621-33216164;chr2:33213791-33214074;chr2:33215322-33216017;chr2:33215772-33216307,8,4
Hacd4,1.3971761533032634,0.983021488,0.01679041,chr4:88438885-88439061;chr4:88437886-88438113;chr4:88438711-88438919,chr4:88438079-88438472;chr4:88438295-88438925,3,2
Erich2os,1.2140972809575703,0.846368512,0.016291274,chr2:70511031-70511221;chr2:70507913-70508272;chr2:70508779-70509564;chr2:70509130-70509746,chr2:70509093-70509560;chr2:70508891-70509438,4,2
Gm8818,3.3639653654826276,0.676423672,0.016286096,chr1:153307293-153307621;chr1:153305098-153305491;chr1:153307403-153307613,chr1:153306107-153306351;chr1:153306616-153306828;chr1:153307234-153307455,3,3
Fam222a,1.221122134700305,0.69680168,0.015920061,chr5:114565756-114566219;chr5:114566916-114567580;chr5:114568125-114568319;chr5:114566799-114567643;chr5:114568066-114568321;chr5:114565874-114566075;chr5:114566778-114567688;chr5:114566778-114567688;chr5:114568345-114568591;chr5:114569174-114569385;chr5:114569979-114570186,chr5:114566135-114566317;chr5:114567175-114567457;chr5:114567678-114568139;chr5:114569959-114570378;chr5:114567105-114568428;chr5:114567105-114568428;chr5:114569164-114569477;chr5:114569979-114570647;chr5:114566930-114567466;chr5:114567796-114568160;chr5:114569997-114570235,11,11
Gm26835,0.0,0.57413554,0.015668911,None,chr10:14007596-14008288;chr10:14005738-14006633,0,2
Prrt2,4.094716229420684,0.650619127,0.015596625,chr7:127019042-127019511;chr7:127020161-127020455;chr7:127023163-127023402;chr7:127020345-127020836;chr7:127022425-127022748,chr7:127022732-127022913;chr7:127021183-127021404;chr7:127021816-127022038;chr7:127023089-127023351,5,4
Gm9874,13.24490447637443,0.749284806,0.015418128,chr17:30482820-30483006;chr17:30486395-30486631,chr17:30486395-30486550,2,1
Rapgef4os3,0.8353503979355006,0.594888548,0.014306276,chr2:72249849-72250174,chr2:72250268-72250554;chr2:72249587-72250093,1,2
Cd14,4.075012051294476,0.672657523,0.014177996,chr18:36724725-36724918;chr18:36725354-36726345;chr18:36725354-36726345;chr18:36727752-36728143;chr18:36725481-36726391;chr18:36725309-36725952;chr18:36726396-36726724,chr18:36725328-36725986;chr18:36726210-36726403;chr18:36725689-36725907;chr18:36725190-36725705,7,4
1110015O18Rik,4.064790929475889,0.538391585,0.013861755,chr3:4796421-4796621;chr3:4796823-4797350;chr3:4798333-4798622;chr3:4797348-4797761;chr3:4796215-4797239;chr3:4797864-4798042,chr3:4796188-4796359;chr3:4796415-4796796;chr3:4797603-4797964;chr3:4799154-4799388;chr3:4796918-4797154;chr3:4798419-4798680,6,6
Ttll3,1.2810718419235205,0.68838742,0.01358536,chr6:113387560-113387915;chr6:113387452-113388170;chr6:113390357-113390570;chr6:113387409-113387921;chr6:113388720-113389007,chr6:113387290-113387497;chr6:113387691-113387863;chr6:113387419-113387991;chr6:113387419-113387929;chr6:113387419-113387929;chr6:113388687-113388940,5,6
Morn2,1.989249350495227,0.509826567,0.013024831,chr17:80289355-80289744;chr17:80289933-80290481;chr17:80291299-80291568;chr17:80292026-80292288;chr17:80289640-80290514;chr17:80291100-80291319;chr17:80289774-80290701;chr17:80289774-80290701;chr17:80291310-80291738,chr17:80288395-80288879;chr17:80290144-80290460;chr17:80290976-80291161;chr17:80289754-80290466;chr17:80291279-80292221;chr17:80289622-80290513;chr17:80291151-80291619,9,7
Htr3a,0.8388720539356634,0.668434831,0.01293661,chr9:48911009-48911367;chr9:48910906-48911414;chr9:48910906-48911414;chr9:48909181-48909389;chr9:48910855-48911377,chr9:48910989-48911546;chr9:48910989-48911546;chr9:48910748-48911395;chr9:48911003-48911419;chr9:48911003-48911419;chr9:48911770-48912176,5,6
Bcas3os1,1.26985143750586,0.850849068,0.012840495,chr11:85720303-85720555;chr11:85718350-85718679;chr11:85719670-85719893;chr11:85720598-85720821;chr11:85721579-85722184;chr11:85718760-85719046;chr11:85719503-85719732;chr11:85720049-85720386;chr11:85721092-85721388,chr11:85718527-85718751;chr11:85719670-85719876;chr11:85720588-85720854;chr11:85718704-85719170;chr11:85721710-85722350;chr11:85719224-85719570;chr11:85720325-85720610,9,7
