chr,start,end,neu_signal,nsc_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,neu_replicates_with_signal,nsc_replicates_with_signal,neu_replicate_signals,nsc_replicate_signals,region_length,cpg_length,cpg_score,cpg_name,neu_replicates_with_peaks,nsc_replicates_with_peaks,neu_peak_scores_by_rep,nsc_peak_scores_by_rep,region_start,region_end
chr13,40737839,40738229,9.325109446391036,11.695267358783182,0.7973404250042945,0.4,both,neu_only,False,3,2,"14.133146993229898,6.965397663330764,6.876783682612444","0.0,21.868412095955694,13.217389980393849",2136,390,CpG:,895,1,0,7.33977,,40735886,40738022
chr11,70255144,70255347,17.158475565998533,21.531231845596228,0.7969110030045934,1.0,both,both,False,3,3,"21.37830142175225,23.925587500067735,6.171537776175615","20.396675657843836,23.86441410690289,20.33260577204195",1622,203,CpG:,1121,2,1,10.769;5.07439,5.88415,70254364,70255986
chr17,83630954,83631945,8.79023947296071,11.032154645812646,0.7967835617947148,0.4,both,both,False,3,3,"10.711413621158338,9.170863640293497,6.488441157430299","6.643226643775435,15.071710973196708,11.381526320465793",3204,991,CpG:,1223,1,1,5.9039,3.32166,83630121,83633325
chr15,26543389,26543737,12.320485216048027,15.468325258129171,0.7964976822279557,1.0,both,nsc_only,False,3,3,"8.678926923274993,3.7272933959960937,24.555235328873","4.899532746275266,18.07255353927612,23.43288948883613",2400,348,CpG:,787,0,1,,3.73921,26541021,26543421
chr4,141147759,141148594,32.72248802305699,41.10977191404558,0.7959783404168441,0.7,both,both,False,3,3,"31.029634970081432,33.01722267237441,34.120606426715106","23.19893281784416,54.984581500338464,45.145801423954104",2556,835,CpG:,1661,2,3,11.9646;7.58607,5.54927;3.97063;3.7748,141146675,141149231
chrX,74023384,74023956,9.7111882546049,12.202163526988572,0.7958579011931638,0.7,both,both,False,3,3,"14.084150386943879,3.8901753041177307,11.159239072753087","3.001799622265446,33.40321863901343,0.20147231968683996",2456,572,CpG:,1149,1,1,4.84797,4.46127,74021844,74024300
chrX,146962658,146963233,3.5226860411532286,4.427791044518754,0.7955854297853617,1.0,both,nsc_only,False,3,2,"3.5020222470567033,1.6466686284467733,5.4193672479562105","0.15107505658560136,0.0,13.132298076970661",962,575,CpG:,1706,0,1,,5.80754,146963135,146964097
chr13,21179978,21181148,26.418548543351235,33.23181603203,0.7949775756428149,1.0,both,both,False,3,3,"30.053043603816793,27.703559611613763,21.499042414623144","29.09000864009658,21.026422837720894,49.57901661827252",2969,1170,CpG:,746,2,3,13.2464;6.12709,5.74429;5.57203;6.50597,21179625,21182594
chr2,133551963,133553485,17.046802490306604,21.44639009073689,0.7948564965098459,0.4,both,both,False,3,3,"13.59009820697907,19.768907411777725,17.781401852163015","20.23430586176158,17.264197029137286,26.840667381311818",2271,1522,CpG:,1603,2,2,6.79613;4.78598,2.71094;6.38891,133552070,133554341
chr15,85660761,85661096,13.582643393649173,17.090063733770357,0.7947684458782653,1.0,both,both,False,3,3,"18.936127984760613,12.136305467971903,9.675496728214997","10.849754699808082,1.1587992156578215,39.26163728584517",604,335,CpG:,1238,1,2,7.79428,5.75574;3.63565,85660855,85661459
chr3,96557677,96557953,36.11522625960609,45.443041833109135,0.7947361092648746,0.4,both,both,False,3,3,"31.13054216212373,43.38922965490185,33.825906961792704","43.260942677531446,42.56666576432861,50.50151705746735",9826,276,CpG:,1321,2,3,6.30133;13.5945,9.75776;6.83357;9.22703,96554707,96564533
chr9,87729485,87731049,4.913430200878338,6.182790055287168,0.7946946535369827,1.0,both,both,False,3,3,"5.810925290208559,0.5724127668638731,8.356952545562581","5.809326825871386,11.716092397528714,1.0229509424614047",1693,1564,CpG:,1254,1,1,4.3503,3.59884,87729928,87731621
chr2,165473020,165473271,44.00054343102759,55.40444757309015,0.7941698791054923,1.0,both,neu_only,False,3,3,"23.37166697913168,68.6039897408455,40.0259735731056","98.55026109051552,44.82971256199409,22.8333690667608",471,251,CpG:,1847,1,0,6.69601,,165472941,165473412
chr2,60283976,60284269,32.403955195033184,40.81133235755834,0.7939940531990964,0.4,both,both,False,3,3,"29.04909193496203,36.71522447797987,31.44754917215766","32.37463283382222,36.15551709476298,53.90384714408983",1827,293,CpG:,1044,1,1,6.1348,7.57261,60283228,60285055
chr12,4841210,4841687,12.826393509172894,16.16177213406483,0.7936254392634443,1.0,both,both,False,3,3,"15.424414925693048,3.1486975555559527,19.906068046269674","0.6527531768680164,41.36441723403861,6.46814599128786",1093,477,CpG:,621,1,2,4.21045,3.93278;4.832,4840719,4841812
chr19,45143459,45143865,5.759090521978954,7.256817508053469,0.793611044454078,0.8,both,nsc_only,False,3,2,"10.478537012488294,6.749989443527156,0.04874510992140997","5.490791353828463,0.0,16.279661170331945",231,406,CpG:,929,0,1,,3.25313,45143273,45143504
chr1,136259769,136260914,14.494850371544032,18.274534800941925,0.7931720576983948,0.4,both,both,False,3,3,"10.265932756837733,23.493899401822908,9.724718955971452","18.043464421069704,10.823505047336582,25.956634934419494",3093,1145,CpG:,1624,2,2,3.36144;3.25577,4.06934;3.39286,136258735,136261828
chr1,19209755,19210067,7.119564272619942,8.976255134777263,0.7931552931284419,0.8,both,both,False,3,2,"2.6780162072396494,17.349244538728183,1.331432071891991","0.0,2.313353834925471,24.61541156940632",1110,312,CpG:,731,1,1,10.1585,2.38445,19208935,19210045
chr4,133038498,133039640,10.545922698131417,13.297763354824871,0.7930598865940114,0.2,both,both,False,3,2,"7.025932418728383,16.630090498373733,7.981745177292132","0.0,22.014253527120136,17.879036537354484",1689,1142,CpG:,1600,1,1,4.38936,4.4895,133038621,133040310
chr1,92831686,92832865,29.89065892191988,37.69609697579861,0.7929377659737578,0.7,both,both,False,3,3,"27.362734251657205,33.0545458128191,29.254696701283326","25.475917232771444,35.39361539513689,52.218758299487504",4672,1179,CpG:,1293,2,2,8.47677;6.99964,"4.69788,4.185;7.27231",92831359,92836031
chr17,32787855,32788134,23.677158997317,29.868723485383907,0.7927074288562509,1.0,both,both,False,3,3,"21.575406976069473,19.27443947792053,30.18163053796098","20.911009605510813,21.319862504907558,47.375298345733334",3700,279,CpG:,835,2,3,10.0047;9.95767,6.99718;5.15197;5.06163,32786310,32790010
chr18,61398498,61400742,18.74052394482793,23.649292211264022,0.7924348761652127,0.7,both,both,False,3,3,"21.934250915047734,14.497686176376913,19.789634743059164","13.124739914085923,35.15630701457075,22.6668297051354",6948,2244,CpG:,1053,2,3,9.37476;5.7285,"6.4509;5.31824,6.99062;6.4309",61394975,61401923
chr7,110614179,110615131,20.5754976565367,25.967894667700023,0.7923436967005795,0.7,both,both,False,3,3,"17.18081931003374,18.63963598091049,25.90603767866587","16.706282981592167,16.48943305548651,44.70796796602138",3891,952,CpG:,1428,2,3,10.2049;3.97425,8.18057;4.93786;12.8537,110613352,110617243
chr10,18022557,18023138,10.067761875271088,12.713126567456095,0.7919186379409777,0.7,both,both,False,3,3,"14.22456165311132,6.821409470181817,9.157314502520128","4.92071747401884,17.63832385583852,15.580338372510928",4731,581,CpG:,722,2,2,5.62713;7.48965,5.12232;4.32016,18019713,18024444
chr3,54755446,54755887,12.969662873594103,16.390981472117705,0.7912682285472946,1.0,both,both,False,3,3,"10.343128447293626,15.51626864682161,13.049591526667069","10.071963859822839,10.382656550746256,28.718324005784027",6614,441,CpG:,1002,2,2,2.5992;5.18609,7.73825;4.9823,54751893,54758507
chr2,104027697,104028455,13.299437190419054,16.81294021412617,0.7910238792882234,0.7,both,both,False,3,3,"10.948275883577082,15.866229768080094,13.08380591959998","17.64627484402563,23.079414310386575,9.713131487966299",4994,758,CpG:,1378,2,3,8.95702;9.68511,10.5498;5.33578;5.04462,104026360,104031354
chr8,25240392,25240967,28.531967058556347,36.102088658926085,0.790313472666683,0.7,both,both,False,3,3,"17.096724955898942,43.88563280804142,24.61354341172868","18.711720301087496,35.17611033597569,54.41843533971507",1256,575,CpG:,777,2,2,10.5315;5.6501,5.55946;5.59756,25240448,25241704
chr15,31367028,31368006,25.25747328138675,31.961314892261488,0.7902513825393999,1.0,both,both,False,3,3,"24.702276117262617,26.97095345826012,24.09919026863751","22.792639724384752,48.216867749990776,24.87443720240895",3587,978,CpG:,824,1,2,6.24052,6.06658;3.80406,31365516,31369103
chr1,165281918,165282567,14.207595220720236,17.983038573645924,0.7900553158764512,0.7,both,both,False,3,3,"12.473308543367786,15.209881758981346,14.939595359811573","9.096725072137884,32.751164910845766,12.101225737954119",4090,649,CpG:,1846,2,2,8.23119;3.95767,3.6219;4.23578,165280308,165284398
chr6,17463387,17464161,16.81426606731085,21.28247136408557,0.7900523289642541,1.0,both,both,False,3,3,"13.497359542492099,19.560304133121953,17.38513452631849","17.217849189417016,32.67333893070472,13.95622597213497",2582,774,CpG:,718,2,1,8.84713;6.2044,6.89587,17462714,17465296
chr7,80363079,80363296,13.705875462353369,17.34955443134347,0.7899842913309935,0.7,both,nsc_only,False,3,3,"21.291057656522707,8.811717905259261,11.014850825278137","16.614596044088934,20.661947563600798,14.772119686340679",2594,217,CpG:,1198,0,1,,4.3763,80361309,80363903
chr2,153632538,153632819,29.303576383759395,37.09561784432287,0.7899471173855656,0.2,both,both,False,3,3,"26.367499384364123,34.19033395003484,27.35289581687922","44.58099864220964,35.01258177431923,31.693273116439723",1451,281,CpG:,1757,2,1,10.7146;6.53341,9.55846,153632369,153633820
chr13,98572661,98573442,6.735802196488609,8.52730324288869,0.7899100107769598,1.0,both,nsc_only,False,2,2,"14.712395861579923,0.0,5.495010727885904","13.953276884071942,0.0,11.628632844594131",271,781,CpG:,1337,0,1,,2.69997,98572432,98572703
chr5,112342859,112343309,14.679496122688704,18.58789846335081,0.7897340386075279,0.4,both,both,False,3,3,"14.554752553587383,12.182214309818937,17.30152150465979","24.5319986424991,17.44527843012315,13.786418317430204",3798,450,CpG:,1442,2,2,9.51983;5.52225,5.91241;5.69049,112341687,112345485
chr5,35105423,35105823,58.600465264648015,74.22456195178454,0.7895023388984664,0.4,both,both,False,3,3,"49.565654725387496,56.34642146501554,69.88931960354101","56.2648530593583,85.05335388949287,81.35547890650243",2217,400,CpG:,852,2,3,12.0727;9.40016,10.2613;13.1094;15.0489,35104292,35106509
chr4,107434249,107435969,24.285930843045367,30.773907629087123,0.7891727997549002,0.4,both,both,False,3,3,"13.98076699572708,27.18219353952957,31.694831993879447","41.2207383722535,17.72699827299068,33.373986242017196",1528,1720,CpG:,1404,1,3,4.6078,7.15068;4.3851;4.54285,107433923,107435451
chr19,5447472,5448842,11.086119845716842,14.050529823139788,0.7890179221184339,0.4,both,both,False,3,3,"11.464814188130637,6.434865297852646,15.358680051167244","13.719434890572883,16.648578759923556,11.783575818922925",5913,1370,CpG:,626,1,3,10.922,3.39437;4.99858;4.00749,5446162,5452075
chr10,71159022,71160060,15.249120207854451,19.32886810870628,0.7889298081032384,0.7,both,both,False,3,3,"15.818496334072611,15.2468453832586,14.682018906232138","20.1992447885421,27.756348546088105,10.031010991488634",3451,1038,CpG:,1127,2,2,9.23881;3.92242,3.61231;5.24394,71157876,71161327
chr6,58831481,58831768,19.175997822733425,24.312975701591355,0.7887145554741084,1.0,both,neu_only,False,3,3,"7.560875342636512,36.18349100835199,13.783627117211767","11.903964638800128,30.0119587155066,31.023003750467335",1323,287,CpG:,1033,2,0,4.85379;6.81008,,58830545,58831868
chr4,89276672,89276968,10.10594776535695,12.815534161491271,0.7885701554074729,0.7,both,both,False,3,3,"11.208583542856788,11.328869603800731,7.780390149413327","2.754617136227249,22.299243095261883,13.392742252984679",3981,296,CpG:,1266,1,1,5.50621,4.5215,89273599,89277580
chr1,66700752,66701351,33.818884169430454,42.93301768005779,0.7877127208120567,1.0,both,both,False,3,3,"31.464930378718616,20.774749056875528,49.216973072697215","27.161511363190783,16.092702874090268,85.5448388028923",1685,599,CpG:,1093,2,3,13.216;11.2973,7.46542;6.54564;5.21158,66699829,66701514
chr2,132879247,132879758,13.249456028346392,16.820656187630632,0.7876896050042099,0.7,both,neu_only,False,3,3,"14.092403761503489,10.450075795477991,15.205888528057695","16.70147871685409,8.544744351044582,25.21574549499322",2253,511,CpG:,1598,2,0,6.51974;4.30125,,132878145,132880398
chr18,43477589,43477838,6.378586792275119,8.098007098081675,0.7876736479752077,0.4,both,both,False,3,2,"6.637144674120656,1.2313065382525743,11.267309164452126","0.0,17.4127884106258,6.881232883619226",782,249,CpG:,916,1,1,7.09892,2.46458,43477670,43478452
chr2,168935186,168935510,9.731650745147444,12.356390565683697,0.7875803774100741,1.0,both,neu_only,False,3,3,"13.307185748733762,3.150060507956026,12.737705978752544","12.572427648776957,9.535295091954035,14.961448956320089",4378,324,CpG:,1873,2,0,10.1309;5.60027,,168932244,168936622
chr2,131179167,131179864,14.449730877331232,18.34985154852195,0.7874576445004066,0.7,both,both,False,3,3,"12.79911999117765,16.90177299738598,13.648299643430066","10.376837180550694,17.78079908273612,26.89191838227904",4643,697,CpG:,1585,1,1,5.28683,4.32725,131175860,131180503
chr13,64369856,64370443,18.619791630367303,23.652488467762467,0.7872233678813729,1.0,both,both,False,3,3,"16.359812882682085,22.481528254198537,17.018033754221282","14.34617603978803,38.44597446258933,18.16531490091005",5115,587,CpG:,1076,2,3,6.84373;7.94595,4.2571;6.50301;5.38974,64368704,64373819
chr1,134987516,134988073,35.0442366780101,44.531375693608,0.7869560760738036,1.0,both,both,False,3,3,"34.86674867910105,59.12396805103008,11.141993303899165","1.1826324863033695,26.26821557958643,106.1432790149342",715,557,CpG:,1614,1,1,4.71912,3.13686,134987511,134988226
chr2,5137609,5138093,9.030276572046466,11.47933291279718,0.7866551689584241,1.0,both,both,False,3,3,"5.67470601725419,13.66487357416415,7.75125012472106","1.8244061685971358,10.065402142100629,22.548190427693775",1347,484,CpG:,624,1,2,3.93742,3.31736;2.93919,5137377,5138724
chr2,50066300,50067004,20.91971302643211,26.609018454435223,0.7861888277560717,1.0,both,both,False,3,3,"19.867094656084067,32.349347652032456,10.542696771179807","6.300014478379283,30.907956916710425,42.619083968215975",3712,704,CpG:,966,2,2,8.20646;6.53318,2.87177;4.14246,50063510,50067222
chr6,52252739,52254111,3.082766479492188,3.924165861341688,0.7855851634258337,1.0,both,neu_only,False,1,1,"0.0,0.0,9.248299438476563","0.0,0.0,11.772497584025064",750,1372,CpG:,983,2,0,5.22266;3.73203,,52253598,52254348
chr2,3118208,3118863,18.363480443475115,23.420066788599616,0.7840917196877535,0.4,both,both,False,3,3,"19.022827361117855,14.672849391623265,21.394764577684228","24.958678885593493,17.047553752341397,28.25396772786396",3912,655,CpG:,608,1,2,6.70851,5.40908;4.09328,3116910,3120822
chr5,139392827,139393030,59.61379738177539,76.0486747893169,0.7838900223695912,0.7,both,both,False,3,3,"37.29572726456655,81.0004140563979,60.54525082436174","53.07844991149231,106.8813021748678,68.1862722815906",4316,203,CpG:,1648,2,1,11.9248;5.5841,16.0276,139389125,139393441
chr19,8770964,8771322,16.131558691961015,20.601781024117845,0.7830176756599984,0.7,both,neu_only,False,3,3,"14.429466039314663,15.386955415600347,18.578254620968032","31.620339098862498,10.178040846866606,20.006963126624427",1841,358,CpG:,651,2,0,4.25843;8.33455,,8770480,8772321
chr19,4476634,4477151,21.726907824442147,27.75509943991464,0.7828077817367376,0.7,both,both,False,3,3,"23.739165103463048,23.134136546841944,18.307421823021446","9.080735755021799,38.523261543784905,35.66130102093721",2165,517,CpG:,619,2,2,11.2971;4.83422,5.91422;2.84434,4476185,4478350
chr10,95501716,95501973,33.99918536567293,43.434057294787664,0.7827770989691315,1.0,both,both,False,3,3,"40.71947559313251,19.999790236076212,41.27829026781007","67.75705136127354,38.66390961939257,23.881210903696886",966,257,CpG:,1313,1,2,13.3765,5.21035;5.59678,95501419,95502385
chr19,28963841,28964659,19.02744794724193,24.316614251836864,0.7824875515227048,1.0,both,both,False,3,3,"21.340776089053524,10.4244249242916,25.31714282838068","31.08993021454838,21.041859367529252,20.818053173432954",2645,818,CpG:,805,2,3,6.73423;5.72646,5.9819;5.46301;5.78008,28962774,28965419
chr5,97391966,97392401,7.551579654410737,9.65090385429918,0.782473825086004,0.5,both,both,False,3,1,"6.544574146656478,8.729057524826072,7.3811072917496645","0.0,0.0,28.952711562897537",1434,435,CpG:,1328,1,1,7.07491,5.32229,97392283,97393717
chr10,13473745,13474522,20.435374681648053,26.1229990991183,0.7822752128922971,1.0,both,neu_only,False,3,3,"22.363253336350528,32.38784329597729,6.5550274126163455","44.515635610718206,19.554412546866057,14.298949139770633",983,777,CpG:,687,1,0,4.67075,,13473357,13474340
chr1,84284316,84284612,22.50296788583664,28.769367296937475,0.7821850113551889,1.0,both,both,False,3,3,"30.659645406076425,12.023274439386663,24.825983812046825","16.884268176200816,16.505309803678486,52.918523910933125",2587,296,CpG:,1228,2,2,9.20613;7.42913,5.00193;6.39968,84282668,84285255
chr18,82692090,82692423,17.287428166517756,22.10227040590571,0.7821562151324766,0.4,both,both,False,3,3,"15.503190174910396,23.608716511070348,12.750377813572523","26.354719820087286,13.470319523435695,26.48177187419414",5306,333,CpG:,1215,2,2,6.18332;6.48091,2.85575;4.6351,82688619,82693925
chr18,82692850,82693170,17.287428166517756,22.10227040590571,0.7821562151324766,0.4,both,both,False,3,3,"15.503190174910396,23.608716511070348,12.750377813572523","26.354719820087286,13.470319523435695,26.48177187419414",5306,320,CpG:,1215,2,2,6.18332;6.48091,2.85575;4.6351,82688619,82693925
chr8,77517280,77518435,31.029847967328333,39.67820612859858,0.7820375716270894,0.4,both,both,False,3,3,"45.694305072639686,13.797842530667705,33.5973962986776","38.786207544507285,45.70919957807685,34.5392112632116",2293,1155,CpG:,1176,2,2,11.5523;5.40936,4.6749;5.08533,77516946,77519239
chr4,125085003,125085719,18.906389043422543,24.17902685956493,0.7819334149895039,0.4,both,both,False,3,3,"8.876918728356241,25.040818774212173,22.80142962769923","19.210523141754997,28.095172518178035,25.231384918761766",2052,716,CpG:,1539,2,2,7.38663;10.6936,3.87493;3.55991,125083611,125085663
chrX,12158454,12160573,19.186023805385982,24.562473658222128,0.7811112216282656,0.7,both,both,False,3,3,"17.371659778413317,26.59076210190525,13.595649535839375","32.0142040235219,8.532544734713795,33.14067221643069",4368,2119,CpG:,677,1,2,5.06749,5.70227;3.73108,12156002,12160370
chr8,119992170,119992439,16.029391039425377,20.52840400794972,0.7808396129196367,1.0,both,nsc_only,False,3,3,"9.267437635731493,25.290168316887314,13.530567165657326","12.331419992990304,35.926542284821515,13.327249746037344",3510,269,CpG:,1500,0,3,,7.28617;5.70004;4.02974,119989493,119993003
chr6,29396379,29396656,19.362300561498667,24.806259581305,0.780540915410354,0.2,both,both,False,3,3,"20.90153854822853,19.529256371127985,17.656106765139487","30.027528408904253,20.514853927749186,23.876396407261563",5295,277,CpG:,809,2,2,15.9951;10.6579,3.92095;4.41251,29395407,29400702
chr10,94311884,94312475,26.08723364362292,33.488767073159515,0.7789845946443109,0.4,both,both,False,3,3,"20.383846289033343,33.38533347123747,24.492521170597925","20.415809935065592,39.30006245898593,40.750428825427015",1570,591,CpG:,1304,1,3,7.95783,4.51012;5.35851;5.61577,94311825,94313395
chr11,60811138,60811369,26.14169775261369,33.56733436304938,0.77878384592225,0.7,both,both,False,3,3,"30.198378276336445,11.862108290840023,36.36460669066462","48.813795317284544,32.30290594736012,19.585301824503482",1757,231,CpG:,1048,2,2,11.5976;11.5162,4.16028;3.51054,60810370,60812127
chr15,81523003,81523405,15.322452597975008,19.67592578125166,0.7787411259995253,0.7,both,both,False,3,3,"12.923271408280256,15.145148857455341,17.898937528189418","11.375272658412824,21.81354499516848,25.838959690173674",3064,402,CpG:,1206,2,1,5.87948;5.85647,3.59006,81522245,81525309
chr12,8973788,8974262,38.774458624341406,49.84857775326011,0.7778448327305697,1.0,both,both,False,3,3,"30.787189870322525,32.32510591740907,53.21108008529263","42.969812956096405,79.31894703503912,27.256973268644785",1867,474,CpG:,653,1,2,7.11451,8.18899;4.5285,8972719,8974586
chr11,30267515,30268545,20.21695008627952,25.99660448945995,0.7776765652020541,1.0,both,both,False,3,3,"20.326739485409885,15.39267090456842,24.93143986886023","17.32997245695353,41.87503803098817,18.784802980438148",4399,1030,CpG:,815,2,3,9.1918;7.19345,7.82393;4.0643;4.08871,30265538,30269937
chr9,87015364,87015971,9.246631514639631,11.894524066532036,0.7773855820475528,0.4,both,both,False,3,3,"11.919166753090241,2.480762278090626,13.339965512738024","14.686192511665894,15.414389737962951,5.582989949967266",3944,607,CpG:,1248,2,3,8.58768;5.43954,4.39166;4.0233;3.59961,87013218,87017162
chr3,95160311,95161596,33.58774113845964,43.212288542403456,0.7772729071153124,0.7,both,both,False,3,3,"33.24693331482455,28.683687864432688,38.83260223612167","39.050092924456756,64.34187324737704,26.244899455376586",2748,1285,CpG:,1311,2,3,14.0299;9.24072,7.0152;3.6895;8.09423,95159419,95162167
chr11,67454957,67455972,23.49132076251092,30.231978304698128,0.7770355127193347,0.4,both,both,False,3,3,"17.73517246495752,25.520278580411347,27.218511242163864","36.55283642096782,27.147193975470064,26.995904517656506",3556,1015,CpG:,1099,2,1,9.27515;5.54889,4.21727,67454365,67457921
chr8,14894518,14894910,13.90945720281302,17.92028340878917,0.776185113009485,0.1,both,both,False,3,3,"15.754927069942742,10.926209094369458,15.04723544412686","19.3712897501514,16.410635332327967,17.978925143888144",7433,392,CpG:,698,1,3,6.08159,5.15753;5.57072;4.33785,14890141,14897574
chr11,72488845,72490209,15.076532763810787,19.4243647008781,0.7761660675125831,0.7,both,both,False,3,3,"16.550683575029225,12.017805563436973,16.66110915296617","8.091967805317083,9.82337035861497,40.357755938702255",3515,1364,CpG:,1138,2,1,11.5762;5.33096,7.81495,72487861,72491376
chr2,26122249,26123011,20.46516977308333,26.37388181386068,0.7759635050130522,0.7,both,both,False,3,3,"26.465625428876212,5.805829242218373,29.12405464815539","32.15487008663111,27.516655245492625,19.450120109458304",3440,762,CpG:,784,1,1,3.61567,5.08115,26120470,26123910
chr19,6840107,6840737,31.52197063989345,40.62675549828512,0.775891903088939,0.7,both,both,False,3,3,"24.494644035447205,35.89048621320746,34.180781671025684","60.873857396408894,12.200295134325632,48.80611396412082",2193,630,CpG:,637,2,1,7.09778;10.5173,6.21216,6839351,6841544
chr8,120736000,120736485,21.717916189080977,27.9930722369101,0.7758318202903413,1.0,both,both,False,3,3,"21.57975553709178,25.35538986012245,18.218603170028707","20.61285752416181,42.02634040029327,21.340018786275216",2047,485,CpG:,1506,2,3,8.18361;7.85901,6.82632;3.49197;4.0746,120734822,120736869
chr14,46787831,46788439,26.197166539680367,33.78031144374611,0.775515838073493,0.4,both,both,False,3,3,"25.37619836504759,32.14559748554554,21.069703768447976","24.452989920463434,40.80538735276422,36.08255705801067",3241,608,CpG:,941,2,3,8.87541;5.15529,7.11244;3.85963;7.5279,46786961,46790202
chr11,58307031,58307679,18.1805266644378,23.455267849482656,0.7751148603847131,0.7,both,both,False,3,3,"20.16045497670607,20.44459465923948,13.936530357367849","24.991183205315668,38.919945631518345,6.454674711613966",5107,648,CpG:,1029,2,3,9.01356;5.1945,9.51486;6.46122;5.73391,58306496,58311603
chr2,73528866,73529809,26.424059916713308,34.091241174874376,0.7750982072247969,0.7,both,both,False,3,3,"29.358088485917694,35.69342717705638,14.220664087165854","34.93567447554288,24.46653524404207,42.87151380503819",1412,943,CpG:,1145,2,2,9.96359;4.84918,5.28281;3.14399,73528525,73529937
chr8,92855270,92855643,23.54845248755348,30.381427980593987,0.7750936691519226,0.4,both,neu_only,False,3,3,"26.614568302758745,25.151375097544705,18.879414062356993","38.187863529566414,21.494208553067523,31.46221185914802",1067,373,CpG:,1293,2,0,11.1298;3.11335,,92854251,92855318
chr12,56532947,56535279,1.7451923075576534,2.2525635252264977,0.7747583089281234,0.6666666666666666,both,neu_only,False,2,2,"1.8421556907603394,3.393421231912621,0.0","0.0,4.646003277816436,2.111687297863057",1816,2332,CpG:,1016,2,0,"5.09109;3.80178,3.61677",,56533088,56534904
chr15,78718605,78718878,15.327435042621484,19.794273230513827,0.7743368429912093,0.7,both,both,False,3,3,"27.857709002371703,1.2295996752950697,16.894996450197677","5.992117798061666,23.054203732699,30.33649816078081",2324,273,CpG:,1185,2,1,4.45648;4.30229,3.3514,78718534,78720858
chr12,4592830,4593587,13.93453546010266,18.00706781211247,0.7738370069739828,1.0,both,both,False,3,3,"13.13038007715979,19.183185458157634,9.490040844990562","7.648129679706755,29.725472377607176,16.647601379023488",4647,757,CpG:,620,2,2,8.66752;4.32621,6.97936;3.31083,4591316,4595963
